year,quintil_oecd_hh,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,3rd Quintile,A Bit Too Large,0.13890,259,2074,0.12401,0.15379
2021,3rd Quintile,Much Too Large,0.02586,39,2074,0.01903,0.03269
2021,4th Quintile,A Bit Too Small,0.09080,215,2079,0.07845,0.10315
2021,4th Quintile,Just Right,0.68634,1465,2079,0.66639,0.70629
2021,4th Quintile,A Bit Too Large,0.18281,345,2079,0.16619,0.19943
2021,4th Quintile,Much Too Large,0.03323,54,2079,0.02552,0.04094
2021,5th Quintile,A Bit Too Small,0.07148,212,2707,0.06178,0.08119
2021,5th Quintile,Just Right,0.65730,1773,2707,0.63941,0.67518
2021,5th Quintile,A Bit Too Large,0.22268,603,2707,0.20700,0.23836
2021,5th Quintile,Much Too Large,0.04328,119,2707,0.03562,0.05095
2022,1st Quintile,Much Too Small,0.03933,355,5275,0.03408,0.04457
2022,1st Quintile,A Bit Too Small,0.18721,1153,5275,0.17668,0.19774
2022,1st Quintile,Just Right,0.67733,3406,5275,0.66471,0.68994
2022,1st Quintile,A Bit Too Large,0.08271,316,5275,0.07527,0.09014
2022,1st Quintile,Much Too Large,0.01150,45,5275,0.00862,0.01438
2022,2nd Quintile,Much Too Small,0.02075,143,4175,0.01643,0.02508
2022,2nd Quintile,A Bit Too Small,0.14433,814,4175,0.13367,0.15499
2022,2nd Quintile,Just Right,0.67811,2787,4175,0.66393,0.69228
2022,2nd Quintile,A Bit Too Large,0.13573,396,4175,0.12534,0.14612
2022,2nd Quintile,Much Too Large,0.02091,35,4175,0.01656,0.02525
2022,3rd Quintile,Much Too Small,0.01202,61,3478,0.00840,0.01564
2022,3rd Quintile,A Bit Too Small,0.10911,552,3478,0.09875,0.11948
2022,3rd Quintile,Just Right,0.71368,2386,3478,0.69866,0.72871
2022,3rd Quintile,A Bit Too Large,0.13576,424,3478,0.12438,0.14715
2022,3rd Quintile,Much Too Large,0.02756,55,3478,0.02212,0.03300
2022,4th Quintile,Much Too Small,0.01055,53,3450,0.00714,0.01396
2022,4th Quintile,A Bit Too Small,0.10796,457,3450,0.09760,0.11832
2022,4th Quintile,Just Right,0.65459,2323,3450,0.63872,0.67046
2022,4th Quintile,A Bit Too Large,0.19438,540,3450,0.18117,0.20758
2022,4th Quintile,Much Too Large,0.03128,77,3450,0.02547,0.03709
2022,5th Quintile,Much Too Small,0.01035,34,3836,0.00714,0.01355
2022,5th Quintile,A Bit Too Small,0.08853,381,3836,0.07954,0.09752
2022,5th Quintile,Just Right,0.60186,2390,3836,0.58637,0.61735
2022,5th Quintile,A Bit Too Large,0.24113,866,3836,0.22759,0.25467
2022,5th Quintile,Much Too Large,0.05457,165,3836,0.04738,0.06176
