year,sampreg,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,East,female,In the next 2 to 5 years,0.21011,107,470,0.17324,0.24698
2015,West,male,As soon as possible,0.49412,502,1092,0.46446,0.52379
2015,West,male,Next year,0.20058,221,1092,0.17682,0.22435
2015,West,male,In the next 2 to 5 years,0.24876,275,1092,0.22311,0.27441
2015,West,male,"In the distant future, in more than five years",0.05654,94,1092,0.04283,0.07024
2015,West,female,As soon as possible,0.24060,448,2109,0.22236,0.25885
2015,West,female,Next year,0.29557,604,2109,0.27609,0.31505
2015,West,female,In the next 2 to 5 years,0.37748,818,2109,0.35679,0.39818
2015,West,female,"In the distant future, in more than five years",0.08634,239,2109,0.07435,0.09833
2015,East,male,As soon as possible,0.61497,139,248,0.55428,0.67565
2015,East,male,Next year,0.17779,50,248,0.13011,0.22547
2015,East,male,In the next 2 to 5 years,0.17550,59,248,0.12806,0.22294
2015,East,female,As soon as possible,0.35552,175,426,0.31001,0.40103
2015,East,female,Next year,0.34585,146,426,0.30062,0.39107
2015,East,female,In the next 2 to 5 years,0.25429,105,426,0.21288,0.29569
2016,West,male,As soon as possible,0.41018,1056,2032,0.38879,0.43157
2016,West,male,Next year,0.22839,486,2032,0.21013,0.24664
2016,West,male,In the next 2 to 5 years,0.29899,402,2032,0.27908,0.31890
2016,West,male,"In the distant future, in more than five years",0.06244,88,2032,0.05192,0.07297
2016,West,female,As soon as possible,0.23558,557,2480,0.21888,0.25229
2016,West,female,Next year,0.31886,718,2480,0.30051,0.33721
2016,West,female,In the next 2 to 5 years,0.33660,928,2480,0.31800,0.35520
2016,West,female,"In the distant future, in more than five years",0.10895,277,2480,0.09669,0.12122
2016,East,male,As soon as possible,0.52148,267,462,0.47588,0.56708
2016,East,male,Next year,0.23441,123,462,0.19574,0.27308
2016,East,male,In the next 2 to 5 years,0.19933,72,462,0.16286,0.23579
2016,East,female,As soon as possible,0.32588,176,549,0.28664,0.36512
2016,East,female,Next year,0.38076,192,549,0.34011,0.42142
2016,East,female,In the next 2 to 5 years,0.26252,149,549,0.22568,0.29936
2016,East,female,"In the distant future, in more than five years",0.03084,32,549,0.01636,0.04531
2017,West,male,As soon as possible,0.43494,1181,2342,0.41486,0.45503
2017,West,male,Next year,0.25350,602,2342,0.23588,0.27113
2017,West,male,In the next 2 to 5 years,0.24584,442,2342,0.22840,0.26328
2017,West,male,"In the distant future, in more than five years",0.06571,117,2342,0.05567,0.07575
2017,West,female,As soon as possible,0.21813,535,2813,0.20287,0.23339
2017,West,female,Next year,0.35427,837,2813,0.33659,0.37195
2017,West,female,In the next 2 to 5 years,0.34447,1131,2813,0.32691,0.36204
2017,West,female,"In the distant future, in more than five years",0.08313,310,2813,0.07293,0.09333
2017,East,male,As soon as possible,0.48703,260,489,0.44268,0.53138
2017,East,male,Next year,0.24272,153,489,0.20468,0.28075
2017,East,male,In the next 2 to 5 years,0.19860,76,489,0.16320,0.23399
2017,East,female,As soon as possible,0.27465,165,624,0.23960,0.30970
2017,East,female,Next year,0.39249,205,624,0.35414,0.43083
2017,East,female,In the next 2 to 5 years,0.26747,206,624,0.23271,0.30222
2017,East,female,"In the distant future, in more than five years",0.06540,48,624,0.04598,0.08481
2018,West,male,As soon as possible,0.40170,969,1939,0.37987,0.42352
2018,West,male,Next year,0.29704,510,1939,0.27670,0.31739
2018,West,male,In the next 2 to 5 years,0.24798,372,1939,0.22875,0.26721
2018,West,male,"In the distant future, in more than five years",0.05328,88,1939,0.04328,0.06328
2018,West,female,As soon as possible,0.21968,525,2626,0.20384,0.23552
2018,West,female,Next year,0.33768,818,2626,0.31959,0.35577
2018,West,female,In the next 2 to 5 years,0.35737,1032,2626,0.33904,0.37571
2018,West,female,"In the distant future, in more than five years",0.08526,251,2626,0.07458,0.09595
2018,East,male,As soon as possible,0.45969,228,407,0.41121,0.50817
2018,East,male,Next year,0.31081,116,407,0.26579,0.35583
2018,East,male,In the next 2 to 5 years,0.15789,63,407,0.12242,0.19336
2018,East,female,As soon as possible,0.32135,152,578,0.28325,0.35946
2018,East,female,Next year,0.38270,214,578,0.34304,0.42236
2018,East,female,In the next 2 to 5 years,0.25363,171,578,0.21813,0.28913
2018,East,female,"In the distant future, in more than five years",0.04232,41,578,0.02590,0.05875
2019,West,male,As soon as possible,0.38116,783,1576,0.35717,0.40514
2019,West,male,Next year,0.30885,407,1576,0.28603,0.33167
2019,West,male,In the next 2 to 5 years,0.25509,304,1576,0.23356,0.27662
2019,West,male,"In the distant future, in more than five years",0.05491,82,1576,0.04366,0.06616
2019,West,female,As soon as possible,0.22532,500,2248,0.20804,0.24259
2019,West,female,Next year,0.33714,744,2248,0.31759,0.35668
2019,West,female,In the next 2 to 5 years,0.34706,799,2248,0.32738,0.36674
2019,West,female,"In the distant future, in more than five years",0.09049,205,2248,0.07862,0.10235
2019,East,male,As soon as possible,0.43737,157,323,0.38319,0.49156
2019,East,male,Next year,0.26268,104,323,0.21461,0.31075
2019,East,male,In the next 2 to 5 years,0.19106,62,323,0.14812,0.23400
2019,East,female,As soon as possible,0.25923,115,497,0.22066,0.29779
2019,East,female,Next year,0.34674,166,497,0.30486,0.38863
2019,East,female,In the next 2 to 5 years,0.34341,180,497,0.30162,0.38520
2019,East,female,"In the distant future, in more than five years",0.05062,36,497,0.03132,0.06991
2020,West,male,As soon as possible,0.37671,940,1703,0.35369,0.39973
2020,West,male,Next year,0.30451,376,1703,0.28265,0.32637
2020,West,male,In the next 2 to 5 years,0.25980,309,1703,0.23897,0.28064
2020,West,male,"In the distant future, in more than five years",0.05897,78,1703,0.04778,0.07017
2020,West,female,As soon as possible,0.23613,560,2387,0.21909,0.25317
2020,West,female,Next year,0.35111,752,2387,0.33196,0.37026
2020,West,female,In the next 2 to 5 years,0.33299,866,2387,0.31408,0.35190
2020,West,female,"In the distant future, in more than five years",0.07977,209,2387,0.06890,0.09064
2020,East,male,As soon as possible,0.42023,191,357,0.36895,0.47150
2020,East,male,Next year,0.31915,95,357,0.27073,0.36757
2020,East,male,In the next 2 to 5 years,0.20825,71,357,0.16606,0.25043
2020,East,female,As soon as possible,0.28244,122,485,0.24233,0.32254
2020,East,female,Next year,0.34892,150,485,0.30646,0.39138
2020,East,female,In the next 2 to 5 years,0.31247,179,485,0.27117,0.35376
2020,East,female,"In the distant future, in more than five years",0.05618,34,485,0.03566,0.07669
2021,West,male,As soon as possible,0.38321,438,955,0.35236,0.41407
2021,West,male,Next year,0.32094,259,955,0.29131,0.35056
2021,West,male,In the next 2 to 5 years,0.23787,184,955,0.21085,0.26489
2021,West,male,"In the distant future, in more than five years",0.05797,74,955,0.04314,0.07280
2021,West,female,As soon as possible,0.21313,361,1568,0.19285,0.23341
2021,West,female,Next year,0.40992,526,1568,0.38557,0.43428
2021,West,female,In the next 2 to 5 years,0.30081,523,1568,0.27810,0.32352
2021,West,female,"In the distant future, in more than five years",0.07614,158,1568,0.06300,0.08927
2021,East,male,As soon as possible,0.24208,84,190,0.18102,0.30315
2021,East,male,Next year,0.46586,63,190,0.39474,0.53697
2021,East,male,In the next 2 to 5 years,0.19645,43,190,0.13981,0.25309
2021,East,female,As soon as possible,0.27687,75,267,0.22309,0.33064
2021,East,female,Next year,0.32411,104,267,0.26786,0.38036
2021,East,female,In the next 2 to 5 years,0.33396,88,267,0.27728,0.39064
2022,West,male,As soon as possible,0.31102,372,964,0.28178,0.34025
2022,West,male,Next year,0.36707,292,964,0.33663,0.39751
2022,West,male,In the next 2 to 5 years,0.26473,228,964,0.23686,0.29260
2022,West,male,"In the distant future, in more than five years",0.05718,72,964,0.04252,0.07185
2022,West,female,As soon as possible,0.18490,361,1717,0.16653,0.20327
2022,West,female,Next year,0.40032,644,1717,0.37714,0.42350
2022,West,female,In the next 2 to 5 years,0.33882,565,1717,0.31643,0.36121
2022,West,female,"In the distant future, in more than five years",0.07596,147,1717,0.06343,0.08850
2022,East,male,As soon as possible,0.28917,99,245,0.23228,0.34606
2022,East,male,Next year,0.37182,81,245,0.31117,0.43246
2022,East,male,In the next 2 to 5 years,0.28937,65,245,0.23247,0.34627
2022,East,female,As soon as possible,0.13989,93,393,0.10555,0.17423
2022,East,female,Next year,0.54478,186,393,0.49548,0.59408
2022,East,female,In the next 2 to 5 years,0.26840,114,393,0.22454,0.31227
