year,pgisced97,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Upper Secondary Level,Urban regions,Next year,0.22829,167,814,0.19943,0.25714
2001,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.35253,305,814,0.31969,0.38537
2001,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.08846,85,814,0.06894,0.10798
2001,Upper Secondary Level,Rural regions,As soon as possible,0.52032,326,621,0.48100,0.55965
2001,Upper Secondary Level,Rural regions,Next year,0.18897,117,621,0.15815,0.21979
2001,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.22102,140,621,0.18836,0.25368
2001,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.06969,38,621,0.04965,0.08973
2001,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.21148,32,121,0.13841,0.28454
2001,Post-secondary Non-tertiary Level,Urban regions,Next year,0.22287,31,121,0.14841,0.29734
2001,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.50736,58,121,0.41791,0.59681
2001,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.34112,61,173,0.27027,0.41197
2001,Second Stage of Tertiary Education,Urban regions,Next year,0.27443,50,173,0.20775,0.34112
2001,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.29978,62,173,0.23131,0.36825
2001,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.44970,45,45,0.30271,0.59669
2002,Pre-primary Level,Urban regions,Next year,0.19417,50,292,0.14872,0.23962
2002,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.39893,116,292,0.34267,0.45520
2002,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.33682,126,292,0.28252,0.39112
2002,Pre-primary Level,Rural regions,Next year,0.27479,35,108,0.19020,0.35937
2002,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.51906,73,108,0.42438,0.61373
2002,Lower Secondary Level,Urban regions,As soon as possible,0.40341,115,277,0.34553,0.46129
2002,Lower Secondary Level,Urban regions,Next year,0.27343,69,277,0.22085,0.32602
2002,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.22953,93,277,0.17991,0.27914
2002,Lower Secondary Level,Rural regions,As soon as possible,0.38730,42,117,0.29865,0.47595
2002,Lower Secondary Level,Rural regions,Next year,0.21986,32,117,0.14450,0.29523
2002,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.28213,43,117,0.20023,0.36403
2002,Upper Secondary Level,Urban regions,As soon as possible,0.36996,302,916,0.33868,0.40124
2002,Upper Secondary Level,Urban regions,Next year,0.21901,195,916,0.19221,0.24580
2002,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.32308,322,916,0.29278,0.35338
2002,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.08795,97,916,0.06960,0.10630
2002,Upper Secondary Level,Rural regions,As soon as possible,0.54366,349,649,0.50531,0.58201
2002,Upper Secondary Level,Rural regions,Next year,0.20780,132,649,0.17656,0.23904
2002,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.18091,126,649,0.15128,0.21055
2002,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.06763,42,649,0.04829,0.08696
2002,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.24461,37,129,0.17015,0.31908
2002,Post-secondary Non-tertiary Level,Urban regions,Next year,0.25943,36,129,0.18350,0.33537
2002,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.42288,56,129,0.33729,0.50846
2002,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.47707,84,191,0.40605,0.54809
2002,Second Stage of Tertiary Education,Urban regions,Next year,0.21425,47,191,0.15591,0.27260
2002,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.22387,60,191,0.16459,0.28314
2002,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.53417,39,39,0.37557,0.69278
2003,Pre-primary Level,Urban regions,Next year,0.14738,41,290,0.10651,0.18825
2003,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.45066,132,290,0.39329,0.50802
2003,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.32476,117,290,0.27077,0.37875
2003,Pre-primary Level,Rural regions,Next year,0.34617,40,132,0.26470,0.42764
2003,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.40408,61,132,0.32005,0.48811
2003,Pre-primary Level,Rural regions,"In the distant future, in more than five years",0.19383,31,132,0.12613,0.26152
2003,Lower Secondary Level,Urban regions,As soon as possible,0.45907,114,248,0.39692,0.52121
2003,Lower Secondary Level,Urban regions,Next year,0.23953,66,248,0.18631,0.29276
2003,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.22465,68,248,0.17260,0.27669
2003,Lower Secondary Level,Rural regions,As soon as possible,0.47767,55,89,0.37331,0.58204
2003,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.24510,34,89,0.15522,0.33497
2003,Upper Secondary Level,Urban regions,As soon as possible,0.43899,358,884,0.40625,0.47172
2003,Upper Secondary Level,Urban regions,Next year,0.21682,194,884,0.18964,0.24400
2003,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.29411,276,884,0.26406,0.32417
2003,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.05008,56,884,0.03569,0.06446
2003,Upper Secondary Level,Rural regions,As soon as possible,0.59394,342,571,0.55362,0.63426
2003,Upper Secondary Level,Rural regions,Next year,0.18271,117,571,0.15099,0.21443
2003,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.17682,112,571,0.14550,0.20814
2003,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.29392,33,93,0.20083,0.38701
2003,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.44402,60,93,0.34249,0.54555
2003,First Stage of Tertiary Education,Urban regions,As soon as possible,0.38064,36,36,0.21978,0.54150
2003,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.45342,89,196,0.38355,0.52330
2003,Second Stage of Tertiary Education,Urban regions,Next year,0.30822,58,196,0.24341,0.37303
2003,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.18269,49,196,0.12845,0.23692
2003,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.62230,50,50,0.48655,0.75804
2004,No answer / don't know,Urban regions,In the next 2 to 5 years,0.49203,32,32,0.31604,0.66802
2004,Pre-primary Level,Urban regions,Next year,0.19836,60,330,0.15527,0.24145
2004,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.45626,149,330,0.40243,0.51008
2004,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.29422,121,330,0.24498,0.34346
2004,Pre-primary Level,Rural regions,Next year,0.28891,41,158,0.21801,0.35981
2004,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.44507,69,158,0.36733,0.52281
2004,Pre-primary Level,Rural regions,"In the distant future, in more than five years",0.26072,48,158,0.19204,0.32939
2004,Lower Secondary Level,Urban regions,As soon as possible,0.49947,131,265,0.43916,0.55979
2004,Lower Secondary Level,Urban regions,Next year,0.21769,58,265,0.16790,0.26747
2004,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.24161,76,265,0.18998,0.29325
2004,Lower Secondary Level,Rural regions,As soon as possible,0.56101,61,61,0.43543,0.68658
2004,Upper Secondary Level,Urban regions,As soon as possible,0.47396,378,880,0.44095,0.50697
2004,Upper Secondary Level,Urban regions,Next year,0.18892,177,880,0.16304,0.21480
2004,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.29028,269,880,0.26027,0.32028
2004,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.04684,56,880,0.03287,0.06081
2004,Upper Secondary Level,Rural regions,As soon as possible,0.59991,375,643,0.56201,0.63781
2004,Upper Secondary Level,Rural regions,Next year,0.18493,111,643,0.15490,0.21496
2004,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.16654,125,643,0.13772,0.19535
2004,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.04863,32,643,0.03199,0.06527
2004,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.32692,39,98,0.23357,0.42027
2004,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.43536,59,98,0.33669,0.53403
2004,First Stage of Tertiary Education,Urban regions,As soon as possible,0.46718,34,34,0.29696,0.63741
2004,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.49985,88,188,0.42818,0.57151
2004,Second Stage of Tertiary Education,Urban regions,Next year,0.22376,49,188,0.16402,0.28349
2004,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.23039,51,188,0.17004,0.29074
2004,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.35639,42,42,0.20979,0.50299
2005,No answer / don't know,Urban regions,In the next 2 to 5 years,0.33679,35,35,0.17793,0.49565
2005,Pre-primary Level,Urban regions,Next year,0.20523,65,339,0.16218,0.24829
2005,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.44226,146,339,0.38931,0.49521
2005,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.28604,128,339,0.23786,0.33422
2005,Pre-primary Level,Rural regions,Next year,0.26261,35,148,0.19147,0.33375
2005,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.45051,71,148,0.37008,0.53094
2005,Pre-primary Level,Rural regions,"In the distant future, in more than five years",0.20892,42,148,0.14320,0.27464
2005,Lower Secondary Level,Urban regions,As soon as possible,0.47664,118,237,0.41292,0.54037
2005,Lower Secondary Level,Urban regions,Next year,0.17990,48,237,0.13089,0.22890
2005,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.28405,71,237,0.22651,0.34159
2005,Lower Secondary Level,Rural regions,As soon as possible,0.53114,56,87,0.42567,0.63661
2005,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.21595,31,87,0.12898,0.30291
2005,Upper Secondary Level,Urban regions,As soon as possible,0.47505,348,830,0.44106,0.50905
2005,Upper Secondary Level,Urban regions,Next year,0.18238,161,830,0.15609,0.20866
2005,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.27595,254,830,0.24552,0.30637
2005,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.06663,67,830,0.04965,0.08360
2005,Upper Secondary Level,Rural regions,As soon as possible,0.65397,374,606,0.61607,0.69188
2005,Upper Secondary Level,Rural regions,Next year,0.12492,85,606,0.09857,0.15126
2005,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.16823,115,606,0.13842,0.19803
2005,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.05289,32,606,0.03505,0.07072
2005,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.41802,41,82,0.31061,0.52544
2005,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.33840,41,82,0.23535,0.44144
2005,First Stage of Tertiary Education,Urban regions,As soon as possible,0.33940,33,33,0.17534,0.50346
2005,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.47985,94,202,0.41079,0.54892
2005,Second Stage of Tertiary Education,Urban regions,Next year,0.30073,64,202,0.23733,0.36413
2005,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.18861,44,202,0.13453,0.24269
2005,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.49555,35,35,0.32749,0.66362
2006,No answer / don't know,Urban regions,In the next 2 to 5 years,0.49723,52,52,0.36000,0.63445
2006,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.51531,94,167,0.43928,0.59134
2006,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.26682,73,167,0.19953,0.33410
2006,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.45581,44,44,0.30694,0.60467
2006,Lower Secondary Level,Urban regions,As soon as possible,0.57483,135,245,0.51279,0.63686
2006,Lower Secondary Level,Urban regions,Next year,0.12996,41,245,0.08777,0.17216
2006,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.23693,69,245,0.18358,0.29028
2006,Lower Secondary Level,Rural regions,As soon as possible,0.55598,69,136,0.47216,0.63979
2006,Lower Secondary Level,Rural regions,Next year,0.22665,36,136,0.15602,0.29727
2006,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.20519,31,136,0.13707,0.27332
2006,Upper Secondary Level,Urban regions,As soon as possible,0.46301,376,902,0.43045,0.49557
2006,Upper Secondary Level,Urban regions,Next year,0.19221,176,902,0.16648,0.21794
2006,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.28054,280,902,0.25120,0.30987
2006,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.06424,70,902,0.04823,0.08025
2006,Upper Secondary Level,Rural regions,As soon as possible,0.59953,357,636,0.56141,0.63764
2006,Upper Secondary Level,Rural regions,Next year,0.15079,99,636,0.12296,0.17862
2006,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.19125,140,636,0.16066,0.22184
2006,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.05844,40,636,0.04019,0.07668
2006,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.34213,45,105,0.25095,0.43331
2006,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.41116,60,105,0.31659,0.50573
2006,First Stage of Tertiary Education,Urban regions,As soon as possible,0.47982,36,36,0.31431,0.64534
2006,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.42630,95,212,0.35957,0.49303
2006,Second Stage of Tertiary Education,Urban regions,Next year,0.33706,68,212,0.27328,0.40084
2006,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.17748,49,212,0.12592,0.22903
2006,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.43627,39,39,0.27859,0.59395
2007,No answer / don't know,Urban regions,In the next 2 to 5 years,0.38994,50,50,0.25337,0.52651
2007,Pre-primary Level,Urban regions,Next year,0.18460,34,162,0.12467,0.24453
2007,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.44384,71,162,0.36709,0.52058
2007,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.28631,57,162,0.21648,0.35613
2007,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.60377,42,42,0.45405,0.75348
2007,Lower Secondary Level,Urban regions,As soon as possible,0.48820,107,217,0.42154,0.55486
2007,Lower Secondary Level,Urban regions,Next year,0.18622,48,217,0.13430,0.23813
2007,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.23816,62,217,0.18136,0.29497
2007,Lower Secondary Level,Rural regions,As soon as possible,0.42351,46,83,0.31657,0.53046
2007,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.32226,37,83,0.22111,0.42342
2007,Upper Secondary Level,Urban regions,As soon as possible,0.42581,289,735,0.39004,0.46159
2007,Upper Secondary Level,Urban regions,Next year,0.23407,151,735,0.20344,0.26470
2007,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.27650,240,735,0.24415,0.30886
2007,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.06361,55,735,0.04595,0.08127
2007,Upper Secondary Level,Rural regions,As soon as possible,0.63406,301,501,0.59184,0.67629
2007,Upper Secondary Level,Rural regions,Next year,0.16378,91,501,0.13134,0.19622
2007,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.18498,109,501,0.15095,0.21902
2007,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.37337,42,120,0.28646,0.46028
2007,Post-secondary Non-tertiary Level,Urban regions,Next year,0.34524,39,120,0.25982,0.43067
2007,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.20375,39,120,0.13138,0.27612
2007,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.43781,75,178,0.36472,0.51090
2007,Second Stage of Tertiary Education,Urban regions,Next year,0.31108,57,178,0.24288,0.37928
2007,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.19709,46,178,0.13848,0.25569
2007,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.51350,32,32,0.33755,0.68945
2008,No answer / don't know,Urban regions,In the next 2 to 5 years,0.60287,55,55,0.47236,0.73338
2008,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.44651,74,154,0.36774,0.52529
2008,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.35667,80,154,0.28077,0.43257
2008,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.48791,40,40,0.33103,0.64479
2008,Lower Secondary Level,Urban regions,As soon as possible,0.52123,86,175,0.44701,0.59546
2008,Lower Secondary Level,Urban regions,Next year,0.20179,39,175,0.14216,0.26143
2008,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.22635,50,175,0.16417,0.28853
2008,Lower Secondary Level,Rural regions,As soon as possible,0.52023,44,80,0.41006,0.63040
2008,Lower Secondary Level,Rural regions,Next year,0.33071,36,80,0.22697,0.43446
2008,Upper Secondary Level,Urban regions,As soon as possible,0.42269,228,639,0.38436,0.46102
2008,Upper Secondary Level,Urban regions,Next year,0.22315,150,639,0.19085,0.25546
2008,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.28260,208,639,0.24766,0.31754
2008,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.07155,53,639,0.05155,0.09155
2008,Upper Secondary Level,Rural regions,As soon as possible,0.53346,250,433,0.48642,0.58051
2008,Upper Secondary Level,Rural regions,Next year,0.19917,86,433,0.16151,0.23683
2008,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.21468,97,433,0.17596,0.25340
2008,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.34624,36,36,0.18861,0.50386
2008,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.47579,59,157,0.39742,0.55416
2008,Second Stage of Tertiary Education,Urban regions,Next year,0.25435,52,157,0.18601,0.32269
2008,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.21371,46,157,0.14938,0.27804
2009,No answer / don't know,Urban regions,In the next 2 to 5 years,0.47230,40,40,0.31561,0.62898
2009,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.43371,63,120,0.34466,0.52275
2009,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.30124,57,120,0.21881,0.38367
2009,Lower Secondary Level,Urban regions,As soon as possible,0.43780,81,169,0.36278,0.51282
2009,Lower Secondary Level,Urban regions,Next year,0.24695,40,169,0.18174,0.31216
2009,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.24210,48,169,0.17732,0.30687
2009,Lower Secondary Level,Rural regions,As soon as possible,0.60294,43,43,0.45496,0.75091
2009,Upper Secondary Level,Urban regions,As soon as possible,0.49159,250,545,0.44958,0.53360
2009,Upper Secondary Level,Urban regions,Next year,0.19701,118,545,0.16358,0.23043
2009,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.27183,177,545,0.23444,0.30922
2009,Upper Secondary Level,Rural regions,As soon as possible,0.55024,225,393,0.50099,0.59949
2009,Upper Secondary Level,Rural regions,Next year,0.19332,87,393,0.15423,0.23242
2009,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.17332,81,393,0.13585,0.21079
2009,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.34564,34,34,0.18338,0.50791
2009,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.46375,66,163,0.38696,0.54054
2009,Second Stage of Tertiary Education,Urban regions,Next year,0.29955,56,163,0.22901,0.37009
2009,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.17704,41,163,0.11826,0.23582
2010,No answer / don't know,Urban regions,In the next 2 to 5 years,0.37894,32,32,0.20817,0.54972
2010,Pre-primary Level,Urban regions,Next year,0.23843,44,210,0.18066,0.29620
2010,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.40961,89,210,0.34294,0.47628
2010,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.29764,77,210,0.23566,0.35963
2010,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.52759,45,45,0.38007,0.67510
2010,Primary Level,Urban regions,As soon as possible,0.68013,38,71,0.57087,0.78940
2010,Primary Level,Urban regions,In the next 2 to 5 years,0.13802,33,71,0.05722,0.21882
2010,Lower Secondary Level,Urban regions,As soon as possible,0.45472,157,435,0.40787,0.50157
2010,Lower Secondary Level,Urban regions,Next year,0.25264,122,435,0.21176,0.29352
2010,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.19975,116,435,0.16213,0.23736
2010,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.09289,40,435,0.06558,0.12020
2010,Lower Secondary Level,Rural regions,As soon as possible,0.64566,74,169,0.57333,0.71799
2010,Lower Secondary Level,Rural regions,Next year,0.16289,47,169,0.10705,0.21873
2010,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.16681,48,169,0.11044,0.22319
2010,Upper Secondary Level,Urban regions,As soon as possible,0.40252,386,1236,0.37517,0.42988
2010,Upper Secondary Level,Urban regions,Next year,0.26800,348,1236,0.24329,0.29270
2010,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.27742,419,1236,0.25245,0.30239
2010,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.05206,83,1236,0.03967,0.06445
2010,Upper Secondary Level,Rural regions,As soon as possible,0.50027,335,825,0.46613,0.53441
2010,Upper Secondary Level,Rural regions,Next year,0.20571,204,825,0.17811,0.23331
2010,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.22580,213,825,0.19725,0.25435
2010,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.06822,73,825,0.05100,0.08543
2010,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.33652,58,252,0.27806,0.39498
2010,Post-secondary Non-tertiary Level,Urban regions,Next year,0.30637,94,252,0.24934,0.36340
2010,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.29965,100,252,0.24298,0.35633
2010,Post-secondary Non-tertiary Level,Rural regions,Next year,0.37500,46,46,0.23355,0.51645
2010,First Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.19800,33,33,0.05993,0.33606
2010,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.43690,115,443,0.39066,0.48314
2010,Second Stage of Tertiary Education,Urban regions,Next year,0.32770,212,443,0.28394,0.37146
2010,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.18513,116,443,0.14892,0.22134
2010,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.37057,33,128,0.28658,0.45457
2010,Second Stage of Tertiary Education,Rural regions,Next year,0.46369,57,128,0.37696,0.55042
2010,Second Stage of Tertiary Education,Rural regions,In the next 2 to 5 years,0.13676,38,128,0.07701,0.19652
2011,No answer / don't know,Urban regions,In the next 2 to 5 years,0.45060,53,53,0.31536,0.58584
2011,Pre-primary Level,Urban regions,Next year,0.16829,43,243,0.12115,0.21543
2011,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.49054,102,243,0.42755,0.55352
2011,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.31398,98,243,0.25550,0.37245
2011,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.51710,48,79,0.40620,0.62800
2011,Pre-primary Level,Rural regions,"In the distant future, in more than five years",0.26298,31,79,0.16528,0.36068
2011,Primary Level,Urban regions,As soon as possible,0.56212,32,32,0.38747,0.73677
2011,Lower Secondary Level,Urban regions,As soon as possible,0.53666,178,394,0.48735,0.58596
2011,Lower Secondary Level,Urban regions,Next year,0.18345,103,394,0.14519,0.22172
2011,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.22505,113,394,0.18376,0.26634
2011,Lower Secondary Level,Rural regions,As soon as possible,0.52310,80,179,0.44973,0.59648
2011,Lower Secondary Level,Rural regions,Next year,0.27477,61,179,0.20919,0.34035
2011,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.15937,38,179,0.10560,0.21314
2011,Upper Secondary Level,Urban regions,As soon as possible,0.34504,369,1180,0.31790,0.37218
2011,Upper Secondary Level,Urban regions,Next year,0.23432,282,1180,0.21014,0.25849
2011,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.33730,414,1180,0.31031,0.36429
2011,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.08335,115,1180,0.06757,0.09912
2011,Upper Secondary Level,Rural regions,As soon as possible,0.47086,368,835,0.43699,0.50474
2011,Upper Secondary Level,Rural regions,Next year,0.21300,208,835,0.18522,0.24079
2011,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.24648,208,835,0.21723,0.27573
2011,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.06965,51,835,0.05238,0.08693
2011,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.27074,71,244,0.21487,0.32660
2011,Post-secondary Non-tertiary Level,Urban regions,Next year,0.30653,73,244,0.24856,0.36450
2011,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.36662,100,244,0.30603,0.42721
2011,Post-secondary Non-tertiary Level,Rural regions,Next year,0.34192,38,38,0.18908,0.49477
2011,Second Stage of Tertiary Education,Urban regions,As soon as possible,0.35313,99,354,0.30327,0.40299
2011,Second Stage of Tertiary Education,Urban regions,Next year,0.32097,142,354,0.27227,0.36968
2011,Second Stage of Tertiary Education,Urban regions,In the next 2 to 5 years,0.26987,113,354,0.22356,0.31618
2011,Second Stage of Tertiary Education,Rural regions,As soon as possible,0.66735,43,75,0.56000,0.77470
2011,Second Stage of Tertiary Education,Rural regions,Next year,0.15811,32,75,0.07498,0.24123
2012,No answer / don't know,Urban regions,In the next 2 to 5 years,0.38446,41,41,0.23370,0.53522
2012,Pre-primary Level,Urban regions,Next year,0.21461,37,221,0.16036,0.26886
2012,Pre-primary Level,Urban regions,In the next 2 to 5 years,0.37584,96,221,0.31184,0.43984
2012,Pre-primary Level,Urban regions,"In the distant future, in more than five years",0.35969,88,221,0.29627,0.42310
2012,Pre-primary Level,Rural regions,In the next 2 to 5 years,0.34458,42,85,0.24295,0.44621
2012,Pre-primary Level,Rural regions,"In the distant future, in more than five years",0.35274,43,85,0.25056,0.45493
2012,Primary Level,Urban regions,As soon as possible,0.61640,40,40,0.46378,0.76901
2012,Lower Secondary Level,Urban regions,As soon as possible,0.43150,153,389,0.38221,0.48078
2012,Lower Secondary Level,Urban regions,Next year,0.22161,108,389,0.18029,0.26294
2012,Lower Secondary Level,Urban regions,In the next 2 to 5 years,0.23638,91,389,0.19411,0.27866
2012,Lower Secondary Level,Urban regions,"In the distant future, in more than five years",0.11051,37,389,0.07931,0.14170
2012,Lower Secondary Level,Rural regions,As soon as possible,0.61016,90,188,0.54025,0.68006
2012,Lower Secondary Level,Rural regions,Next year,0.18817,52,188,0.13215,0.24419
2012,Lower Secondary Level,Rural regions,In the next 2 to 5 years,0.14402,46,188,0.09370,0.19435
2012,Upper Secondary Level,Urban regions,As soon as possible,0.38206,343,1046,0.35260,0.41152
2012,Upper Secondary Level,Urban regions,Next year,0.25789,287,1046,0.23137,0.28441
2012,Upper Secondary Level,Urban regions,In the next 2 to 5 years,0.30252,339,1046,0.27467,0.33037
2012,Upper Secondary Level,Urban regions,"In the distant future, in more than five years",0.05754,77,1046,0.04342,0.07165
2012,Upper Secondary Level,Rural regions,As soon as possible,0.44420,329,744,0.40848,0.47993
2012,Upper Secondary Level,Rural regions,Next year,0.22670,186,744,0.19660,0.25681
2012,Upper Secondary Level,Rural regions,In the next 2 to 5 years,0.25444,164,744,0.22312,0.28576
2012,Upper Secondary Level,Rural regions,"In the distant future, in more than five years",0.07465,65,744,0.05575,0.09355
2012,Post-secondary Non-tertiary Level,Urban regions,As soon as possible,0.26525,55,204,0.20452,0.32598
2012,Post-secondary Non-tertiary Level,Urban regions,Next year,0.35627,81,204,0.29039,0.42215
2012,Post-secondary Non-tertiary Level,Urban regions,In the next 2 to 5 years,0.33945,68,204,0.27431,0.40459
