year,pgisced97,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.04250,68,181,0.01303,0.07197
2002,Pre-primary Level,male,Next year,0.14507,39,202,0.09639,0.19376
2002,Pre-primary Level,male,In the next 2 to 5 years,0.27438,87,202,0.21269,0.33606
2002,Pre-primary Level,male,"In the distant future, in more than five years",0.21538,76,202,0.15855,0.27221
2002,Pre-primary Level,female,Next year,0.17197,46,225,0.12255,0.22139
2002,Pre-primary Level,female,In the next 2 to 5 years,0.35888,102,225,0.29606,0.42170
2002,Pre-primary Level,female,"In the distant future, in more than five years",0.19183,77,225,0.14027,0.24339
2002,Lower Secondary Level,male,As soon as possible,0.07799,80,143,0.03388,0.12209
2002,Lower Secondary Level,male,Next year,0.03510,32,143,0.00483,0.06537
2002,Lower Secondary Level,male,In the next 2 to 5 years,0.02307,31,143,-0.00162,0.04776
2002,Lower Secondary Level,female,As soon as possible,0.03957,77,251,0.01540,0.06374
2002,Lower Secondary Level,female,Next year,0.03223,69,251,0.01034,0.05412
2002,Lower Secondary Level,female,In the next 2 to 5 years,0.03499,105,251,0.01221,0.05777
2002,Upper Secondary Level,male,As soon as possible,0.06354,348,629,0.04446,0.08262
2002,Upper Secondary Level,male,Next year,0.01965,114,629,0.00879,0.03050
2002,Upper Secondary Level,male,In the next 2 to 5 years,0.01893,124,629,0.00827,0.02959
2002,Upper Secondary Level,male,"In the distant future, in more than five years",0.00506,43,629,-0.00049,0.01061
2002,Upper Secondary Level,female,As soon as possible,0.04509,303,936,0.03179,0.05839
2002,Upper Secondary Level,female,Next year,0.03342,213,936,0.02190,0.04494
2002,Upper Secondary Level,female,In the next 2 to 5 years,0.04723,324,936,0.03363,0.06083
2002,Upper Secondary Level,female,"In the distant future, in more than five years",0.01468,96,936,0.00697,0.02239
2002,Post-secondary Non-tertiary Level,female,Next year,0.05502,36,95,0.00893,0.10112
2002,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.08476,59,95,0.02845,0.14106
2002,First Stage of Tertiary Education,female,In the next 2 to 5 years,0.05132,40,40,-0.01793,0.12057
2002,Second Stage of Tertiary Education,male,As soon as possible,0.03300,59,59,-0.01297,0.07897
2002,Second Stage of Tertiary Education,female,As soon as possible,0.03951,64,181,0.01105,0.06797
2002,Second Stage of Tertiary Education,female,Next year,0.02372,51,181,0.00149,0.04596
2002,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.03309,66,181,0.00696,0.05922
2003,Pre-primary Level,male,Next year,0.13010,41,205,0.08393,0.17626
2003,Pre-primary Level,male,In the next 2 to 5 years,0.32281,96,205,0.25865,0.38698
2003,Pre-primary Level,male,"In the distant future, in more than five years",0.18482,68,205,0.13156,0.23809
2003,Pre-primary Level,female,Next year,0.15840,40,217,0.10970,0.20709
2003,Pre-primary Level,female,In the next 2 to 5 years,0.28694,97,217,0.22662,0.34727
2003,Pre-primary Level,female,"In the distant future, in more than five years",0.21841,80,217,0.16331,0.27351
2003,Lower Secondary Level,male,As soon as possible,0.11054,95,95,0.04715,0.17392
2003,Lower Secondary Level,female,As soon as possible,0.04212,74,219,0.01546,0.06879
2003,Lower Secondary Level,female,Next year,0.03546,71,219,0.01091,0.06001
2003,Lower Secondary Level,female,In the next 2 to 5 years,0.03489,74,219,0.01053,0.05925
2003,Upper Secondary Level,male,As soon as possible,0.07127,379,618,0.05097,0.09157
2003,Upper Secondary Level,male,Next year,0.01847,110,618,0.00784,0.02909
2003,Upper Secondary Level,male,In the next 2 to 5 years,0.02034,129,618,0.00920,0.03148
2003,Upper Secondary Level,female,As soon as possible,0.04964,321,852,0.03505,0.06424
2003,Upper Secondary Level,female,Next year,0.03059,201,852,0.01902,0.04216
2003,Upper Secondary Level,female,In the next 2 to 5 years,0.03950,259,852,0.02641,0.05259
2003,Upper Secondary Level,female,"In the distant future, in more than five years",0.00922,71,852,0.00280,0.01564
2003,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.06546,54,54,-0.00113,0.13205
2003,First Stage of Tertiary Education,female,As soon as possible,0.04758,34,103,0.00626,0.08889
2003,First Stage of Tertiary Education,female,Next year,0.05295,36,103,0.00949,0.09641
2003,First Stage of Tertiary Education,female,In the next 2 to 5 years,0.04480,33,103,0.00465,0.08494
2003,Second Stage of Tertiary Education,male,As soon as possible,0.03682,75,75,-0.00609,0.07973
2003,Second Stage of Tertiary Education,female,As soon as possible,0.04076,64,177,0.01154,0.06997
2003,Second Stage of Tertiary Education,female,Next year,0.03518,55,177,0.00796,0.06240
2003,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.03062,58,177,0.00517,0.05607
2004,Pre-primary Level,male,Next year,0.19255,48,234,0.14192,0.24317
2004,Pre-primary Level,male,In the next 2 to 5 years,0.33509,102,234,0.27448,0.39570
2004,Pre-primary Level,male,"In the distant future, in more than five years",0.20022,84,234,0.14884,0.25160
2004,Pre-primary Level,female,Next year,0.14830,53,254,0.10451,0.19210
2004,Pre-primary Level,female,In the next 2 to 5 years,0.35882,116,254,0.29972,0.41793
2004,Pre-primary Level,female,"In the distant future, in more than five years",0.23686,85,254,0.18447,0.28924
2004,Lower Secondary Level,male,As soon as possible,0.12473,96,131,0.06793,0.18153
2004,Lower Secondary Level,male,In the next 2 to 5 years,0.04116,35,131,0.00701,0.07532
2004,Lower Secondary Level,female,As soon as possible,0.05619,96,230,0.02637,0.08602
2004,Lower Secondary Level,female,Next year,0.03338,64,230,0.01011,0.05664
2004,Lower Secondary Level,female,In the next 2 to 5 years,0.03077,70,230,0.00840,0.05314
2004,Upper Secondary Level,male,As soon as possible,0.08089,410,620,0.05941,0.10237
2004,Upper Secondary Level,male,Next year,0.01876,92,620,0.00807,0.02945
2004,Upper Secondary Level,male,In the next 2 to 5 years,0.01841,118,620,0.00782,0.02901
2004,Upper Secondary Level,female,As soon as possible,0.05609,343,879,0.04087,0.07131
2004,Upper Secondary Level,female,Next year,0.02958,196,879,0.01837,0.04078
2004,Upper Secondary Level,female,In the next 2 to 5 years,0.04277,276,879,0.02939,0.05616
2004,Upper Secondary Level,female,"In the distant future, in more than five years",0.00861,64,879,0.00250,0.01472
2004,Post-secondary Non-tertiary Level,female,As soon as possible,0.04488,31,91,0.00210,0.08765
2004,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.07360,60,91,0.01965,0.12755
2004,First Stage of Tertiary Education,female,In the next 2 to 5 years,0.04935,32,32,-0.02690,0.12559
2004,Second Stage of Tertiary Education,male,As soon as possible,0.02985,55,55,-0.01554,0.07524
2004,Second Stage of Tertiary Education,female,As soon as possible,0.04779,75,189,0.01729,0.07828
2004,Second Stage of Tertiary Education,female,Next year,0.02895,55,189,0.00498,0.05291
2004,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.04373,59,189,0.01450,0.07296
2005,Pre-primary Level,male,Next year,0.19186,48,239,0.14183,0.24189
2005,Pre-primary Level,male,In the next 2 to 5 years,0.34498,107,239,0.28459,0.40537
2005,Pre-primary Level,male,"In the distant future, in more than five years",0.20870,84,239,0.15707,0.26033
2005,Pre-primary Level,female,Next year,0.15091,52,248,0.10627,0.19555
2005,Pre-primary Level,female,In the next 2 to 5 years,0.34072,110,248,0.28161,0.39983
2005,Pre-primary Level,female,"In the distant future, in more than five years",0.19822,86,248,0.14851,0.24794
2005,Lower Secondary Level,male,As soon as possible,0.10848,86,121,0.05283,0.16412
2005,Lower Secondary Level,male,In the next 2 to 5 years,0.04801,35,121,0.00976,0.08626
2005,Lower Secondary Level,female,As soon as possible,0.05836,88,199,0.02571,0.09101
2005,Lower Secondary Level,female,Next year,0.02264,44,199,0.00192,0.04335
2005,Lower Secondary Level,female,In the next 2 to 5 years,0.03579,67,199,0.00991,0.06166
2005,Upper Secondary Level,male,As soon as possible,0.07989,375,557,0.05736,0.10243
2005,Upper Secondary Level,male,Next year,0.01336,78,557,0.00382,0.02291
2005,Upper Secondary Level,male,In the next 2 to 5 years,0.01633,104,557,0.00579,0.02686
2005,Upper Secondary Level,female,As soon as possible,0.06085,347,849,0.04476,0.07694
2005,Upper Secondary Level,female,Next year,0.02724,168,849,0.01628,0.03819
2005,Upper Secondary Level,female,In the next 2 to 5 years,0.04286,265,849,0.02922,0.05649
2005,Upper Secondary Level,female,"In the distant future, in more than five years",0.01136,69,849,0.00422,0.01849
2005,Post-secondary Non-tertiary Level,female,As soon as possible,0.04731,31,103,0.00611,0.08851
2005,Post-secondary Non-tertiary Level,female,Next year,0.04052,35,103,0.00225,0.07878
2005,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.04793,37,103,0.00647,0.08939
2005,Second Stage of Tertiary Education,male,As soon as possible,0.02902,52,52,-0.01705,0.07509
2005,Second Stage of Tertiary Education,female,As soon as possible,0.05493,77,190,0.02244,0.08741
2005,Second Stage of Tertiary Education,female,Next year,0.03608,57,190,0.00949,0.06267
2005,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.04058,56,190,0.01245,0.06872
2006,Pre-primary Level,male,In the next 2 to 5 years,0.21002,63,115,0.13525,0.28479
2006,Pre-primary Level,male,"In the distant future, in more than five years",0.11105,52,115,0.05337,0.16873
2006,Pre-primary Level,female,In the next 2 to 5 years,0.24132,75,120,0.16444,0.31819
2006,Pre-primary Level,female,"In the distant future, in more than five years",0.12636,45,120,0.06667,0.18606
2006,Lower Secondary Level,male,As soon as possible,0.13628,101,101,0.06903,0.20352
2006,Lower Secondary Level,female,As soon as possible,0.06207,103,235,0.03115,0.09299
2006,Lower Secondary Level,female,Next year,0.02886,58,235,0.00741,0.05031
2006,Lower Secondary Level,female,In the next 2 to 5 years,0.04001,74,235,0.01490,0.06512
2006,Upper Secondary Level,male,As soon as possible,0.07384,374,581,0.05256,0.09513
2006,Upper Secondary Level,male,Next year,0.01484,87,581,0.00500,0.02468
2006,Upper Secondary Level,male,In the next 2 to 5 years,0.02031,120,581,0.00883,0.03179
2006,Upper Secondary Level,female,As soon as possible,0.06180,359,929,0.04630,0.07729
2006,Upper Secondary Level,female,Next year,0.03144,188,929,0.02021,0.04267
2006,Upper Secondary Level,female,In the next 2 to 5 years,0.04437,300,929,0.03112,0.05762
2006,Upper Secondary Level,female,"In the distant future, in more than five years",0.01175,82,929,0.00481,0.01868
2006,Post-secondary Non-tertiary Level,female,As soon as possible,0.04239,33,127,0.00721,0.07757
2006,Post-secondary Non-tertiary Level,female,Next year,0.04360,39,127,0.00794,0.07925
2006,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.06332,55,127,0.02079,0.10584
2006,Second Stage of Tertiary Education,male,As soon as possible,0.03244,59,59,-0.01316,0.07804
2006,Second Stage of Tertiary Education,female,As soon as possible,0.04335,75,204,0.01534,0.07136
2006,Second Stage of Tertiary Education,female,Next year,0.04758,67,204,0.01829,0.07686
2006,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.03356,62,204,0.00879,0.05834
2007,Pre-primary Level,male,In the next 2 to 5 years,0.15960,52,87,0.08220,0.23700
2007,Pre-primary Level,male,"In the distant future, in more than five years",0.07078,35,87,0.01658,0.12498
2007,Pre-primary Level,female,In the next 2 to 5 years,0.22066,61,107,0.14172,0.29961
2007,Pre-primary Level,female,"In the distant future, in more than five years",0.11875,46,107,0.05717,0.18034
2007,Lower Secondary Level,male,As soon as possible,0.10983,71,71,0.03658,0.18308
2007,Lower Secondary Level,female,As soon as possible,0.05142,82,213,0.02169,0.08116
2007,Lower Secondary Level,female,Next year,0.02797,50,213,0.00577,0.05016
2007,Lower Secondary Level,female,In the next 2 to 5 years,0.05050,81,213,0.02102,0.07998
2007,Upper Secondary Level,male,As soon as possible,0.05917,277,465,0.03770,0.08064
2007,Upper Secondary Level,male,Next year,0.01839,82,465,0.00616,0.03061
2007,Upper Secondary Level,male,In the next 2 to 5 years,0.01734,106,465,0.00546,0.02922
2007,Upper Secondary Level,female,As soon as possible,0.05874,313,760,0.04201,0.07547
2007,Upper Secondary Level,female,Next year,0.02973,160,760,0.01764,0.04181
2007,Upper Secondary Level,female,In the next 2 to 5 years,0.03862,243,760,0.02491,0.05233
2007,Upper Secondary Level,female,"In the distant future, in more than five years",0.00666,44,760,0.00087,0.01245
2007,Post-secondary Non-tertiary Level,female,As soon as possible,0.04965,31,106,0.00810,0.09119
2007,Post-secondary Non-tertiary Level,female,Next year,0.05054,33,106,0.00864,0.09244
2007,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.04627,42,106,0.00609,0.08646
2007,Second Stage of Tertiary Education,male,As soon as possible,0.02350,45,45,-0.02126,0.06825
2007,Second Stage of Tertiary Education,female,As soon as possible,0.04196,62,170,0.01173,0.07219
2007,Second Stage of Tertiary Education,female,Next year,0.03792,57,170,0.00912,0.06672
2007,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.02922,51,170,0.00383,0.05461
2008,Pre-primary Level,male,In the next 2 to 5 years,0.22099,53,109,0.14273,0.29924
2008,Pre-primary Level,male,"In the distant future, in more than five years",0.16877,56,109,0.09813,0.23941
2008,Pre-primary Level,female,In the next 2 to 5 years,0.19271,61,112,0.11933,0.26608
2008,Pre-primary Level,female,"In the distant future, in more than five years",0.13133,51,112,0.06849,0.19416
2008,Lower Secondary Level,male,As soon as possible,0.11082,60,60,0.03072,0.19092
2008,Lower Secondary Level,female,As soon as possible,0.04923,70,170,0.01661,0.08185
2008,Lower Secondary Level,female,Next year,0.03389,49,170,0.00661,0.06117
2008,Lower Secondary Level,female,In the next 2 to 5 years,0.02551,51,170,0.00174,0.04928
2008,Upper Secondary Level,male,As soon as possible,0.05442,243,405,0.03230,0.07654
2008,Upper Secondary Level,male,Next year,0.01585,74,405,0.00367,0.02803
2008,Upper Secondary Level,male,In the next 2 to 5 years,0.01603,88,405,0.00378,0.02827
2008,Upper Secondary Level,female,As soon as possible,0.04362,235,662,0.02805,0.05920
2008,Upper Secondary Level,female,Next year,0.02881,162,662,0.01606,0.04157
2008,Upper Secondary Level,female,In the next 2 to 5 years,0.03737,217,662,0.02291,0.05183
2008,Upper Secondary Level,female,"In the distant future, in more than five years",0.00880,48,662,0.00168,0.01593
2008,Post-secondary Non-tertiary Level,female,Next year,0.03836,31,70,-0.00696,0.08368
2008,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.05849,39,70,0.00312,0.11387
2008,Second Stage of Tertiary Education,male,As soon as possible,0.02331,39,39,-0.02466,0.07129
2008,Second Stage of Tertiary Education,female,As soon as possible,0.04093,48,142,0.00823,0.07363
2008,Second Stage of Tertiary Education,female,Next year,0.02512,47,142,-0.00071,0.05095
2008,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.02262,47,142,-0.00192,0.04717
2009,Pre-primary Level,male,In the next 2 to 5 years,0.18598,49,85,0.10277,0.26919
2009,Pre-primary Level,male,"In the distant future, in more than five years",0.13735,36,85,0.06374,0.21097
2009,Pre-primary Level,female,In the next 2 to 5 years,0.20546,44,83,0.11801,0.29291
2009,Pre-primary Level,female,"In the distant future, in more than five years",0.11488,39,83,0.04586,0.18390
2009,Lower Secondary Level,male,As soon as possible,0.11793,60,60,0.03563,0.20023
2009,Lower Secondary Level,female,As soon as possible,0.04892,64,148,0.01405,0.08379
2009,Lower Secondary Level,female,Next year,0.03622,35,148,0.00602,0.06643
2009,Lower Secondary Level,female,In the next 2 to 5 years,0.03013,49,148,0.00250,0.05777
2009,Upper Secondary Level,male,As soon as possible,0.06093,252,412,0.03780,0.08406
2009,Upper Secondary Level,male,Next year,0.01690,74,412,0.00444,0.02936
2009,Upper Secondary Level,male,In the next 2 to 5 years,0.01838,86,412,0.00540,0.03137
2009,Upper Secondary Level,female,As soon as possible,0.04781,223,561,0.03014,0.06549
2009,Upper Secondary Level,female,Next year,0.02422,131,561,0.01149,0.03695
2009,Upper Secondary Level,female,In the next 2 to 5 years,0.03080,172,561,0.01649,0.04511
2009,Upper Secondary Level,female,"In the distant future, in more than five years",0.00854,35,561,0.00092,0.01616
2009,Post-secondary Non-tertiary Level,female,Next year,0.04561,33,69,-0.00398,0.09519
2009,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.05458,36,69,0.00059,0.10858
2009,Second Stage of Tertiary Education,male,As soon as possible,0.02611,42,42,-0.02270,0.07493
2009,Second Stage of Tertiary Education,female,As soon as possible,0.02617,42,136,-0.00076,0.05310
2009,Second Stage of Tertiary Education,female,Next year,0.03056,49,136,0.00153,0.05960
2009,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.02005,45,136,-0.00360,0.04370
2010,Pre-primary Level,male,Next year,0.10683,32,155,0.05804,0.15562
2010,Pre-primary Level,male,In the next 2 to 5 years,0.22099,73,155,0.15546,0.28652
2010,Pre-primary Level,male,"In the distant future, in more than five years",0.14052,50,155,0.08563,0.19541
2010,Pre-primary Level,female,In the next 2 to 5 years,0.21511,61,112,0.13867,0.29156
2010,Pre-primary Level,female,"In the distant future, in more than five years",0.14873,51,112,0.08254,0.21493
2010,Primary Level,female,In the next 2 to 5 years,0.06704,43,43,-0.00860,0.14267
2010,Lower Secondary Level,male,As soon as possible,0.11761,108,147,0.06536,0.16987
2010,Lower Secondary Level,male,Next year,0.04486,39,147,0.01128,0.07844
2010,Lower Secondary Level,female,As soon as possible,0.05179,123,438,0.03101,0.07257
2010,Lower Secondary Level,female,Next year,0.02756,130,438,0.01221,0.04292
2010,Lower Secondary Level,female,In the next 2 to 5 years,0.02769,136,438,0.01231,0.04308
2010,Lower Secondary Level,female,"In the distant future, in more than five years",0.01249,49,438,0.00208,0.02291
2010,Upper Secondary Level,male,As soon as possible,0.05693,336,568,0.03786,0.07600
2010,Upper Secondary Level,male,Next year,0.02231,102,568,0.01016,0.03447
2010,Upper Secondary Level,male,In the next 2 to 5 years,0.02174,99,568,0.00973,0.03374
2010,Upper Secondary Level,male,"In the distant future, in more than five years",0.00529,31,568,-0.00068,0.01127
2010,Upper Secondary Level,female,As soon as possible,0.04148,385,1493,0.03136,0.05160
2010,Upper Secondary Level,female,Next year,0.03349,450,1493,0.02436,0.04262
2010,Upper Secondary Level,female,In the next 2 to 5 years,0.03686,533,1493,0.02730,0.04642
2010,Upper Secondary Level,female,"In the distant future, in more than five years",0.00757,125,1493,0.00317,0.01197
2010,Post-secondary Non-tertiary Level,female,As soon as possible,0.04485,57,288,0.02090,0.06879
2010,Post-secondary Non-tertiary Level,female,Next year,0.04270,119,288,0.01931,0.06610
2010,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.04654,112,288,0.02217,0.07091
2010,First Stage of Tertiary Education,female,Next year,0.02546,33,70,-0.01171,0.06263
2010,First Stage of Tertiary Education,female,In the next 2 to 5 years,0.01844,37,70,-0.01330,0.05019
2010,Second Stage of Tertiary Education,male,As soon as possible,0.02969,65,65,-0.01189,0.07128
2010,Second Stage of Tertiary Education,female,As soon as possible,0.02797,83,494,0.01341,0.04252
2010,Second Stage of Tertiary Education,female,Next year,0.04052,243,494,0.02311,0.05792
2010,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.02108,135,494,0.00840,0.03377
2010,Second Stage of Tertiary Education,female,"In the distant future, in more than five years",0.00534,33,494,-0.00109,0.01177
2011,Pre-primary Level,male,Next year,0.07417,40,177,0.03546,0.11289
2011,Pre-primary Level,male,In the next 2 to 5 years,0.18049,78,177,0.12367,0.23731
2011,Pre-primary Level,male,"In the distant future, in more than five years",0.11042,59,177,0.06412,0.15673
2011,Pre-primary Level,female,In the next 2 to 5 years,0.22048,72,142,0.15205,0.28891
2011,Pre-primary Level,female,"In the distant future, in more than five years",0.13290,70,142,0.07686,0.18893
2011,Primary Level,male,As soon as possible,0.13671,31,31,0.01378,0.25965
2011,Primary Level,female,Next year,0.07034,34,34,-0.01691,0.15759
2011,Lower Secondary Level,male,As soon as possible,0.11168,114,145,0.06024,0.16313
2011,Lower Secondary Level,male,Next year,0.02519,31,145,-0.00040,0.05079
2011,Lower Secondary Level,female,As soon as possible,0.04339,144,437,0.02427,0.06251
2011,Lower Secondary Level,female,Next year,0.02698,133,437,0.01177,0.04219
2011,Lower Secondary Level,female,In the next 2 to 5 years,0.02869,121,437,0.01302,0.04436
2011,Lower Secondary Level,female,"In the distant future, in more than five years",0.00657,39,437,-0.00101,0.01416
2011,Upper Secondary Level,male,As soon as possible,0.04957,315,588,0.03201,0.06713
2011,Upper Secondary Level,male,Next year,0.02053,104,588,0.00906,0.03200
2011,Upper Secondary Level,male,In the next 2 to 5 years,0.02271,133,588,0.01066,0.03476
2011,Upper Secondary Level,male,"In the distant future, in more than five years",0.00633,36,588,-0.00008,0.01275
2011,Upper Secondary Level,female,As soon as possible,0.03390,422,1427,0.02451,0.04329
2011,Upper Secondary Level,female,Next year,0.02763,386,1427,0.01912,0.03614
2011,Upper Secondary Level,female,In the next 2 to 5 years,0.04185,489,1427,0.03146,0.05224
2011,Upper Secondary Level,female,"In the distant future, in more than five years",0.01029,130,1427,0.00505,0.01553
2011,Post-secondary Non-tertiary Level,female,As soon as possible,0.03874,67,260,0.01524,0.06224
2011,Post-secondary Non-tertiary Level,female,Next year,0.03542,87,260,0.01291,0.05793
2011,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.04685,106,260,0.02112,0.07259
2011,First Stage of Tertiary Education,female,Next year,0.02062,33,70,-0.01291,0.05416
2011,First Stage of Tertiary Education,female,In the next 2 to 5 years,0.02861,37,70,-0.01072,0.06795
2011,Second Stage of Tertiary Education,male,As soon as possible,0.01466,49,49,-0.01934,0.04866
2011,Second Stage of Tertiary Education,female,As soon as possible,0.04202,93,389,0.02205,0.06198
2011,Second Stage of Tertiary Education,female,Next year,0.03348,144,389,0.01558,0.05138
2011,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.02672,116,389,0.01068,0.04277
2011,Second Stage of Tertiary Education,female,"In the distant future, in more than five years",0.00736,36,389,-0.00114,0.01587
2012,Pre-primary Level,male,In the next 2 to 5 years,0.15447,63,128,0.09161,0.21732
2012,Pre-primary Level,male,"In the distant future, in more than five years",0.14736,65,128,0.08571,0.20901
2012,Pre-primary Level,female,Next year,0.08757,33,174,0.04545,0.12969
2012,Pre-primary Level,female,In the next 2 to 5 years,0.12576,75,174,0.07635,0.17518
2012,Pre-primary Level,female,"In the distant future, in more than five years",0.12560,66,174,0.07622,0.17498
2012,Lower Secondary Level,male,As soon as possible,0.11311,107,176,0.06619,0.16004
2012,Lower Secondary Level,male,Next year,0.02333,33,176,0.00096,0.04569
2012,Lower Secondary Level,male,In the next 2 to 5 years,0.03220,36,176,0.00604,0.05835
2012,Lower Secondary Level,female,As soon as possible,0.04143,136,411,0.02214,0.06072
2012,Lower Secondary Level,female,Next year,0.03146,127,411,0.01456,0.04836
2012,Lower Secondary Level,female,In the next 2 to 5 years,0.02538,101,411,0.01016,0.04060
2012,Lower Secondary Level,female,"In the distant future, in more than five years",0.01347,47,411,0.00231,0.02462
2012,Upper Secondary Level,male,As soon as possible,0.05439,310,568,0.03573,0.07306
2012,Upper Secondary Level,male,Next year,0.02110,114,568,0.00927,0.03293
2012,Upper Secondary Level,male,In the next 2 to 5 years,0.02144,113,568,0.00952,0.03337
2012,Upper Secondary Level,male,"In the distant future, in more than five years",0.00532,31,568,-0.00067,0.01131
2012,Upper Secondary Level,female,As soon as possible,0.03626,362,1222,0.02577,0.04674
2012,Upper Secondary Level,female,Next year,0.03355,359,1222,0.02345,0.04365
2012,Upper Secondary Level,female,In the next 2 to 5 years,0.04158,390,1222,0.03038,0.05277
2012,Upper Secondary Level,female,"In the distant future, in more than five years",0.00873,111,1222,0.00352,0.01395
2012,Post-secondary Non-tertiary Level,female,As soon as possible,0.02858,55,224,0.00671,0.05045
2012,Post-secondary Non-tertiary Level,female,Next year,0.04434,91,224,0.01732,0.07135
2012,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.04065,78,224,0.01473,0.06657
2012,Second Stage of Tertiary Education,male,As soon as possible,0.01788,50,84,-0.01063,0.04638
2012,Second Stage of Tertiary Education,male,Next year,0.00973,34,84,-0.01139,0.03085
2012,Second Stage of Tertiary Education,female,As soon as possible,0.03540,100,346,0.01590,0.05490
2012,Second Stage of Tertiary Education,female,Next year,0.04110,149,346,0.02015,0.06205
2012,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.02767,97,346,0.01036,0.04498
2013,Pre-primary Level,male,Next year,0.08766,52,233,0.05127,0.12405
2013,Pre-primary Level,male,In the next 2 to 5 years,0.20272,102,233,0.15099,0.25445
2013,Pre-primary Level,male,"In the distant future, in more than five years",0.14735,79,233,0.10174,0.19297
2013,Pre-primary Level,female,Next year,0.10996,49,206,0.06713,0.15278
2013,Pre-primary Level,female,In the next 2 to 5 years,0.14369,92,206,0.09567,0.19171
2013,Pre-primary Level,female,"In the distant future, in more than five years",0.11437,65,206,0.07080,0.15793
2013,Primary Level,male,As soon as possible,0.16465,55,55,0.06574,0.26357
2013,Primary Level,female,As soon as possible,0.10290,43,116,0.04737,0.15843
2013,Primary Level,female,Next year,0.08018,35,116,0.03055,0.12982
2013,Primary Level,female,In the next 2 to 5 years,0.05081,38,116,0.01067,0.09095
2013,Lower Secondary Level,male,As soon as possible,0.10006,155,261,0.06358,0.13654
2013,Lower Secondary Level,male,Next year,0.03209,54,261,0.01067,0.05352
2013,Lower Secondary Level,male,In the next 2 to 5 years,0.03963,52,261,0.01591,0.06334
2013,Lower Secondary Level,female,As soon as possible,0.04104,159,576,0.02482,0.05725
2013,Lower Secondary Level,female,Next year,0.04234,162,576,0.02588,0.05880
2013,Lower Secondary Level,female,In the next 2 to 5 years,0.04149,184,576,0.02519,0.05780
2013,Lower Secondary Level,female,"In the distant future, in more than five years",0.01167,71,576,0.00289,0.02045
2013,Upper Secondary Level,male,As soon as possible,0.05169,352,663,0.03482,0.06855
2013,Upper Secondary Level,male,Next year,0.02492,130,663,0.01305,0.03680
2013,Upper Secondary Level,male,In the next 2 to 5 years,0.02176,138,663,0.01064,0.03287
2013,Upper Secondary Level,male,"In the distant future, in more than five years",0.00505,43,663,-0.00035,0.01045
2013,Upper Secondary Level,female,As soon as possible,0.03574,403,1304,0.02566,0.04582
2013,Upper Secondary Level,female,Next year,0.03611,365,1304,0.02598,0.04625
2013,Upper Secondary Level,female,In the next 2 to 5 years,0.03263,411,1304,0.02299,0.04228
2013,Upper Secondary Level,female,"In the distant future, in more than five years",0.00849,125,1304,0.00351,0.01347
2013,Post-secondary Non-tertiary Level,male,As soon as possible,0.05284,47,47,-0.01181,0.11749
2013,Post-secondary Non-tertiary Level,female,As soon as possible,0.03329,73,259,0.01140,0.05519
2013,Post-secondary Non-tertiary Level,female,Next year,0.04067,89,259,0.01657,0.06477
2013,Post-secondary Non-tertiary Level,female,In the next 2 to 5 years,0.04573,97,259,0.02024,0.07122
2013,Second Stage of Tertiary Education,male,As soon as possible,0.02005,75,115,-0.00568,0.04579
2013,Second Stage of Tertiary Education,male,Next year,0.01214,40,115,-0.00796,0.03225
2013,Second Stage of Tertiary Education,female,As soon as possible,0.02519,121,410,0.01000,0.04038
2013,Second Stage of Tertiary Education,female,Next year,0.03706,160,410,0.01875,0.05537
2013,Second Stage of Tertiary Education,female,In the next 2 to 5 years,0.02515,129,410,0.00997,0.04032
2014,Pre-primary Level,male,Next year,0.07757,38,149,0.03448,0.12067
2014,Pre-primary Level,male,In the next 2 to 5 years,0.20114,77,149,0.13656,0.26573
2014,Pre-primary Level,male,"In the distant future, in more than five years",0.10510,34,149,0.05569,0.15451
2014,Pre-primary Level,female,Next year,0.10422,41,148,0.05483,0.15362
2014,Pre-primary Level,female,In the next 2 to 5 years,0.13018,59,148,0.07579,0.18458
