year,bula_h,quintil_oecd,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Bavaria,3rd Quintile,Next year,0.31310,33,70,0.20367,0.42252
2012,Bavaria,3rd Quintile,In the next 2 to 5 years,0.40448,37,70,0.28868,0.52029
2012,Berlin,1st Quintile,As soon as possible,0.48273,31,31,0.30391,0.66154
2012,Brandenburg,1st Quintile,As soon as possible,0.82869,60,60,0.73254,0.92483
2012,Mecklenburg-Western Pomerania,1st Quintile,As soon as possible,0.67414,38,38,0.52312,0.82516
2012,Saxony,1st Quintile,As soon as possible,0.47049,74,117,0.37965,0.56132
2012,Saxony,1st Quintile,Next year,0.34596,43,117,0.25940,0.43253
2012,Saxony-Anhalt,1st Quintile,As soon as possible,0.76613,63,63,0.66076,0.87150
2012,Thuringa,1st Quintile,As soon as possible,0.69407,45,45,0.55792,0.83023
2013,Lower Saxony,1st Quintile,As soon as possible,0.37166,49,133,0.28922,0.45410
2013,Lower Saxony,1st Quintile,Next year,0.30524,46,133,0.22668,0.38380
2013,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.26757,38,133,0.19205,0.34309
2013,North Rhine-Westphalia,1st Quintile,As soon as possible,0.42301,129,366,0.37233,0.47370
2013,North Rhine-Westphalia,1st Quintile,Next year,0.26830,90,366,0.22284,0.31376
2013,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.26416,115,366,0.21893,0.30939
2013,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.04452,32,366,0.02336,0.06568
2013,North Rhine-Westphalia,2nd Quintile,As soon as possible,0.50514,46,128,0.41819,0.59210
2013,North Rhine-Westphalia,2nd Quintile,Next year,0.13589,37,128,0.07629,0.19549
2013,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.29439,45,128,0.21512,0.37366
2013,North Rhine-Westphalia,5th Quintile,In the next 2 to 5 years,0.48132,31,31,0.30252,0.66012
2013,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.63752,40,40,0.48665,0.78839
2013,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.45568,36,36,0.29069,0.62068
2013,Baden-Wuerttemberg,2nd Quintile,In the next 2 to 5 years,0.47322,38,38,0.31234,0.63410
2013,Bavaria,1st Quintile,As soon as possible,0.41294,37,105,0.31831,0.50757
2013,Bavaria,1st Quintile,Next year,0.30443,35,105,0.21599,0.39287
2013,Bavaria,1st Quintile,In the next 2 to 5 years,0.23346,33,105,0.15215,0.31476
2013,Bavaria,2nd Quintile,In the next 2 to 5 years,0.23073,33,33,0.08476,0.37671
2013,Bavaria,3rd Quintile,Next year,0.35802,36,70,0.24489,0.47114
2013,Bavaria,3rd Quintile,In the next 2 to 5 years,0.23707,34,70,0.13672,0.33742
2013,Berlin,1st Quintile,As soon as possible,0.52726,33,33,0.35428,0.70024
2013,Brandenburg,1st Quintile,As soon as possible,0.65562,52,52,0.52521,0.78603
2013,Saxony,1st Quintile,As soon as possible,0.53959,60,60,0.41240,0.66677
2013,Saxony-Anhalt,1st Quintile,As soon as possible,0.71821,52,52,0.59474,0.84168
2013,Thuringa,1st Quintile,As soon as possible,0.63443,42,42,0.48701,0.78184
2014,Schleswig-Holstein,1st Quintile,As soon as possible,0.42324,31,31,0.24644,0.60004
2014,Lower Saxony,1st Quintile,As soon as possible,0.33770,82,168,0.26597,0.40943
2014,Lower Saxony,1st Quintile,Next year,0.22198,42,168,0.15895,0.28501
2014,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.29649,44,168,0.22722,0.36576
2014,North Rhine-Westphalia,1st Quintile,As soon as possible,0.46467,186,439,0.41796,0.51138
2014,North Rhine-Westphalia,1st Quintile,Next year,0.26183,106,439,0.22065,0.30300
2014,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.20178,104,439,0.16419,0.23937
2014,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.07173,43,439,0.04756,0.09589
2014,North Rhine-Westphalia,2nd Quintile,As soon as possible,0.29396,47,141,0.21850,0.36943
2014,North Rhine-Westphalia,2nd Quintile,Next year,0.21842,38,141,0.14998,0.28687
2014,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.41263,56,141,0.33108,0.49418
2014,North Rhine-Westphalia,3rd Quintile,As soon as possible,0.39787,34,105,0.30380,0.49194
2014,North Rhine-Westphalia,3rd Quintile,Next year,0.32600,38,105,0.23591,0.41609
2014,North Rhine-Westphalia,3rd Quintile,In the next 2 to 5 years,0.23640,33,105,0.15474,0.31806
2014,Hesse,1st Quintile,In the next 2 to 5 years,0.28827,37,37,0.14031,0.43624
2014,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.38759,38,69,0.27179,0.50339
2014,"Rhineland-Palatinate, Saarland",1st Quintile,In the next 2 to 5 years,0.30050,31,69,0.19152,0.40947
2014,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.39872,48,126,0.31289,0.48456
2014,Baden-Wuerttemberg,1st Quintile,Next year,0.28458,37,126,0.20548,0.36368
2014,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.25105,41,126,0.17504,0.32707
2014,Baden-Wuerttemberg,2nd Quintile,In the next 2 to 5 years,0.31137,35,35,0.15572,0.46702
2014,Baden-Wuerttemberg,3rd Quintile,In the next 2 to 5 years,0.40915,32,32,0.23606,0.58223
2014,Bavaria,1st Quintile,As soon as possible,0.50864,71,157,0.43019,0.58709
2014,Bavaria,1st Quintile,Next year,0.21709,38,157,0.15239,0.28178
2014,Bavaria,1st Quintile,In the next 2 to 5 years,0.22286,48,157,0.15755,0.28816
2014,Bavaria,2nd Quintile,As soon as possible,0.42523,37,121,0.33677,0.51369
2014,Bavaria,2nd Quintile,Next year,0.23645,34,121,0.16043,0.31247
2014,Bavaria,2nd Quintile,In the next 2 to 5 years,0.31828,50,121,0.23494,0.40162
2014,Berlin,1st Quintile,As soon as possible,0.49109,33,33,0.31788,0.66431
2014,Brandenburg,1st Quintile,As soon as possible,0.65980,52,52,0.52977,0.78983
2014,Saxony,1st Quintile,As soon as possible,0.65244,52,83,0.54937,0.75551
2014,Saxony,1st Quintile,Next year,0.25314,31,83,0.15903,0.34726
2014,Saxony-Anhalt,1st Quintile,As soon as possible,0.55405,61,61,0.42827,0.67983
2014,Thuringa,1st Quintile,As soon as possible,0.50391,35,35,0.33585,0.67197
2015,Lower Saxony,1st Quintile,As soon as possible,0.40326,71,161,0.32725,0.47927
2015,Lower Saxony,1st Quintile,Next year,0.29316,46,161,0.22262,0.36370
2015,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.22234,44,161,0.15791,0.28677
2015,North Rhine-Westphalia,1st Quintile,As soon as possible,0.46109,140,390,0.41155,0.51063
2015,North Rhine-Westphalia,1st Quintile,Next year,0.19176,79,390,0.15264,0.23088
2015,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.28757,138,390,0.24259,0.33255
2015,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.05958,33,390,0.03606,0.08311
2015,North Rhine-Westphalia,2nd Quintile,As soon as possible,0.50088,53,136,0.41653,0.58522
2015,North Rhine-Westphalia,2nd Quintile,Next year,0.25889,35,136,0.18500,0.33278
2015,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.18775,48,136,0.12187,0.25362
2015,North Rhine-Westphalia,3rd Quintile,In the next 2 to 5 years,0.36681,43,43,0.22106,0.51256
2015,North Rhine-Westphalia,4th Quintile,In the next 2 to 5 years,0.41159,33,33,0.24108,0.58210
2015,North Rhine-Westphalia,5th Quintile,In the next 2 to 5 years,0.45229,38,38,0.29191,0.61267
2015,Hesse,1st Quintile,In the next 2 to 5 years,0.26514,35,35,0.11677,0.41352
2015,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.40031,35,68,0.28299,0.51763
2015,"Rhineland-Palatinate, Saarland",1st Quintile,In the next 2 to 5 years,0.30552,33,68,0.19522,0.41582
2015,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.58942,40,76,0.47809,0.70076
2015,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.21283,36,76,0.12019,0.30547
2015,Baden-Wuerttemberg,2nd Quintile,In the next 2 to 5 years,0.46571,36,36,0.30045,0.63097
2015,Baden-Wuerttemberg,3rd Quintile,In the next 2 to 5 years,0.53597,34,34,0.36582,0.70613
2015,Bavaria,1st Quintile,As soon as possible,0.35941,35,109,0.26891,0.44990
2015,Bavaria,1st Quintile,Next year,0.34477,36,109,0.25513,0.43441
2015,Bavaria,1st Quintile,In the next 2 to 5 years,0.21405,38,109,0.13669,0.29141
2015,Bavaria,2nd Quintile,As soon as possible,0.34552,37,76,0.23790,0.45315
2015,Bavaria,2nd Quintile,In the next 2 to 5 years,0.36736,39,76,0.25826,0.47647
2015,Brandenburg,1st Quintile,As soon as possible,0.69009,46,46,0.55497,0.82521
2015,Saxony,1st Quintile,As soon as possible,0.36996,42,42,0.22217,0.51774
2015,Saxony-Anhalt,1st Quintile,As soon as possible,0.61595,45,45,0.47224,0.75967
2015,Thuringa,1st Quintile,As soon as possible,0.54146,31,31,0.36315,0.71976
2016,Lower Saxony,1st Quintile,As soon as possible,0.30264,60,150,0.22887,0.37641
2016,Lower Saxony,1st Quintile,Next year,0.19939,33,150,0.13523,0.26354
2016,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.39526,57,150,0.31676,0.47376
2016,North Rhine-Westphalia,1st Quintile,As soon as possible,0.36654,129,379,0.31796,0.41512
2016,North Rhine-Westphalia,1st Quintile,Next year,0.25356,105,379,0.20970,0.29742
2016,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.27788,105,379,0.23272,0.32303
2016,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.10202,40,379,0.07151,0.13254
2016,North Rhine-Westphalia,2nd Quintile,As soon as possible,0.34907,45,144,0.27094,0.42720
2016,North Rhine-Westphalia,2nd Quintile,Next year,0.18315,39,144,0.11975,0.24654
2016,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.39613,60,144,0.31596,0.47629
2016,North Rhine-Westphalia,3rd Quintile,In the next 2 to 5 years,0.48052,40,40,0.32371,0.63733
2016,North Rhine-Westphalia,5th Quintile,In the next 2 to 5 years,0.49498,34,34,0.32439,0.66557
2016,Hesse,1st Quintile,As soon as possible,0.36369,36,71,0.25100,0.47639
2016,Hesse,1st Quintile,In the next 2 to 5 years,0.31190,35,71,0.20337,0.42042
2016,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.41655,46,81,0.30852,0.52458
2016,"Rhineland-Palatinate, Saarland",1st Quintile,In the next 2 to 5 years,0.32509,35,81,0.22244,0.42773
2016,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.29617,35,102,0.20713,0.38521
2016,Baden-Wuerttemberg,1st Quintile,Next year,0.32345,33,102,0.23222,0.41468
2016,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.30134,34,102,0.21186,0.39083
2016,Baden-Wuerttemberg,2nd Quintile,In the next 2 to 5 years,0.31742,35,35,0.16096,0.47388
2016,Bavaria,1st Quintile,As soon as possible,0.32448,47,128,0.24305,0.40591
2016,Bavaria,1st Quintile,Next year,0.31245,33,128,0.23184,0.39306
2016,Bavaria,1st Quintile,In the next 2 to 5 years,0.29966,48,128,0.21998,0.37933
2016,Bavaria,2nd Quintile,As soon as possible,0.44483,35,66,0.32402,0.56565
2016,Bavaria,2nd Quintile,Next year,0.30343,31,66,0.19166,0.41520
2016,Brandenburg,1st Quintile,As soon as possible,0.64491,40,40,0.49472,0.79510
2016,Saxony,1st Quintile,As soon as possible,0.45759,43,43,0.30692,0.60826
2016,Saxony-Anhalt,1st Quintile,As soon as possible,0.47137,41,41,0.31667,0.62606
2017,Schleswig-Holstein,1st Quintile,As soon as possible,0.35921,48,91,0.26009,0.45833
2017,Schleswig-Holstein,1st Quintile,In the next 2 to 5 years,0.37842,43,91,0.27822,0.47862
2017,Lower Saxony,1st Quintile,As soon as possible,0.32389,94,244,0.26505,0.38273
2017,Lower Saxony,1st Quintile,Next year,0.27417,57,244,0.21808,0.33026
2017,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.36234,93,244,0.30190,0.42278
2017,North Rhine-Westphalia,1st Quintile,As soon as possible,0.45537,232,568,0.41438,0.49636
2017,North Rhine-Westphalia,1st Quintile,Next year,0.26315,159,568,0.22691,0.29940
2017,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.23396,140,568,0.19911,0.26880
2017,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.04752,37,568,0.03001,0.06503
2017,North Rhine-Westphalia,2nd Quintile,As soon as possible,0.40262,45,147,0.32307,0.48217
2017,North Rhine-Westphalia,2nd Quintile,Next year,0.25081,51,147,0.18050,0.32113
2017,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.27197,51,147,0.19979,0.34415
2017,North Rhine-Westphalia,3rd Quintile,Next year,0.39186,34,34,0.22530,0.55842
2017,Hesse,1st Quintile,As soon as possible,0.39091,83,218,0.32599,0.45583
2017,Hesse,1st Quintile,Next year,0.22341,46,218,0.16799,0.27883
2017,Hesse,1st Quintile,In the next 2 to 5 years,0.33915,89,218,0.27616,0.40214
2017,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.31799,49,135,0.23914,0.39684
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Next year,0.38909,49,135,0.30654,0.47164
2017,"Rhineland-Palatinate, Saarland",1st Quintile,In the next 2 to 5 years,0.26121,37,135,0.18683,0.33559
2017,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.30856,91,242,0.25024,0.36688
2017,Baden-Wuerttemberg,1st Quintile,Next year,0.26239,75,242,0.20685,0.31793
2017,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.33851,76,242,0.27877,0.39826
2017,Bavaria,1st Quintile,As soon as possible,0.33313,69,189,0.26575,0.40050
2017,Bavaria,1st Quintile,Next year,0.36288,69,189,0.29414,0.43161
2017,Bavaria,1st Quintile,In the next 2 to 5 years,0.23201,51,189,0.17167,0.29235
2017,Berlin,1st Quintile,As soon as possible,0.43405,31,31,0.25669,0.61141
2017,Brandenburg,1st Quintile,As soon as possible,0.53902,52,52,0.40222,0.67583
2017,Saxony,1st Quintile,As soon as possible,0.54098,62,98,0.44182,0.64015
2017,Saxony,1st Quintile,Next year,0.23760,36,98,0.15290,0.32230
2017,Saxony-Anhalt,1st Quintile,As soon as possible,0.42962,47,92,0.32791,0.53133
2017,Saxony-Anhalt,1st Quintile,Next year,0.23758,45,92,0.15013,0.32503
2017,Thuringa,1st Quintile,As soon as possible,0.62683,35,35,0.46426,0.78940
2018,Schleswig-Holstein,1st Quintile,As soon as possible,0.44503,44,114,0.35340,0.53666
2018,Schleswig-Holstein,1st Quintile,Next year,0.18297,36,114,0.11168,0.25426
2018,Schleswig-Holstein,1st Quintile,In the next 2 to 5 years,0.33014,34,114,0.24343,0.41685
2018,Lower Saxony,1st Quintile,As soon as possible,0.34176,124,336,0.29097,0.39255
2018,Lower Saxony,1st Quintile,Next year,0.34160,97,336,0.29081,0.39238
2018,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.24832,115,336,0.20206,0.29459
2018,North Rhine-Westphalia,1st Quintile,As soon as possible,0.36186,226,661,0.32519,0.39852
2018,North Rhine-Westphalia,1st Quintile,Next year,0.30966,203,661,0.27439,0.34494
2018,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.28421,193,661,0.24979,0.31862
2018,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.04428,39,661,0.02858,0.05997
2018,North Rhine-Westphalia,2nd Quintile,As soon as possible,0.31128,57,172,0.24188,0.38068
2018,North Rhine-Westphalia,2nd Quintile,Next year,0.37510,63,172,0.30253,0.44767
2018,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.22648,52,172,0.16375,0.28922
2018,North Rhine-Westphalia,3rd Quintile,As soon as possible,0.17020,31,127,0.10458,0.23581
2018,North Rhine-Westphalia,3rd Quintile,Next year,0.32750,47,127,0.24555,0.40944
2018,North Rhine-Westphalia,3rd Quintile,In the next 2 to 5 years,0.46529,49,127,0.37820,0.55239
2018,North Rhine-Westphalia,4th Quintile,In the next 2 to 5 years,0.41517,38,38,0.25639,0.57395
2018,Hesse,1st Quintile,As soon as possible,0.35596,99,273,0.29906,0.41287
2018,Hesse,1st Quintile,Next year,0.38817,84,273,0.33025,0.44608
2018,Hesse,1st Quintile,In the next 2 to 5 years,0.21853,90,273,0.16942,0.26764
2018,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.36969,67,156,0.29370,0.44569
2018,"Rhineland-Palatinate, Saarland",1st Quintile,Next year,0.22629,42,156,0.16041,0.29216
2018,"Rhineland-Palatinate, Saarland",1st Quintile,In the next 2 to 5 years,0.32727,47,156,0.25340,0.40114
2018,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.29635,112,251,0.23974,0.35296
2018,Baden-Wuerttemberg,1st Quintile,Next year,0.36914,73,251,0.30932,0.42896
2018,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.27237,66,251,0.21719,0.32756
2018,Baden-Wuerttemberg,2nd Quintile,In the next 2 to 5 years,0.50331,36,36,0.33766,0.66895
2018,Bavaria,1st Quintile,As soon as possible,0.27232,94,250,0.21702,0.32761
2018,Bavaria,1st Quintile,Next year,0.46171,89,250,0.39979,0.52363
2018,Bavaria,1st Quintile,In the next 2 to 5 years,0.17102,67,250,0.12425,0.21779
2018,Bavaria,2nd Quintile,As soon as possible,0.37050,31,62,0.24931,0.49170
2018,Bavaria,2nd Quintile,Next year,0.27542,31,62,0.16331,0.38753
2018,Berlin,1st Quintile,As soon as possible,0.38064,51,120,0.29340,0.46788
2018,Berlin,1st Quintile,Next year,0.35463,38,120,0.26867,0.44059
2018,Berlin,1st Quintile,In the next 2 to 5 years,0.25280,31,120,0.17471,0.33088
2018,Brandenburg,1st Quintile,As soon as possible,0.62877,58,58,0.50335,0.75420
2018,Saxony,1st Quintile,As soon as possible,0.44625,60,138,0.36301,0.52949
2018,Saxony,1st Quintile,Next year,0.34855,44,138,0.26875,0.42834
2018,Saxony,1st Quintile,In the next 2 to 5 years,0.17452,34,138,0.11096,0.23808
2018,Saxony-Anhalt,1st Quintile,As soon as possible,0.59791,55,97,0.49983,0.69600
2018,Saxony-Anhalt,1st Quintile,Next year,0.23436,42,97,0.14962,0.31910
2018,Thuringa,1st Quintile,As soon as possible,0.27508,39,72,0.17121,0.37895
2018,Thuringa,1st Quintile,Next year,0.37755,33,72,0.26479,0.49031
2019,Schleswig-Holstein,1st Quintile,As soon as possible,0.24980,45,85,0.15722,0.34238
2019,Schleswig-Holstein,1st Quintile,Next year,0.47468,40,85,0.36789,0.58147
2019,Lower Saxony,1st Quintile,As soon as possible,0.36536,103,281,0.30895,0.42176
2019,Lower Saxony,1st Quintile,Next year,0.32790,86,281,0.27291,0.38289
2019,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.16415,92,281,0.12076,0.20753
2019,North Rhine-Westphalia,1st Quintile,As soon as possible,0.35221,284,681,0.31631,0.38811
2019,North Rhine-Westphalia,1st Quintile,Next year,0.27963,180,681,0.24590,0.31336
2019,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.29756,169,681,0.26319,0.33192
2019,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.07061,48,681,0.05135,0.08986
2019,North Rhine-Westphalia,2nd Quintile,As soon as possible,0.36965,52,151,0.29240,0.44690
2019,North Rhine-Westphalia,2nd Quintile,Next year,0.32034,52,151,0.24566,0.39501
2019,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.22464,47,151,0.15785,0.29143
2019,North Rhine-Westphalia,4th Quintile,Next year,0.43548,31,31,0.25805,0.61291
2019,Hesse,1st Quintile,As soon as possible,0.33140,80,214,0.26819,0.39462
2019,Hesse,1st Quintile,Next year,0.34080,70,214,0.27714,0.40445
2019,Hesse,1st Quintile,In the next 2 to 5 years,0.21201,64,214,0.15712,0.26690
2019,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.48924,66,156,0.41054,0.56794
2019,"Rhineland-Palatinate, Saarland",1st Quintile,Next year,0.19334,45,156,0.13117,0.25552
2019,"Rhineland-Palatinate, Saarland",1st Quintile,In the next 2 to 5 years,0.25504,45,156,0.18642,0.32366
2019,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.24847,103,251,0.19490,0.30204
2019,Baden-Wuerttemberg,1st Quintile,Next year,0.23007,76,251,0.17790,0.28224
2019,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.48040,72,251,0.41847,0.54233
2019,Bavaria,1st Quintile,As soon as possible,0.34290,95,235,0.28208,0.40372
2019,Bavaria,1st Quintile,Next year,0.43749,82,235,0.37393,0.50106
2019,Bavaria,1st Quintile,In the next 2 to 5 years,0.14485,58,235,0.09975,0.18994
2019,Berlin,1st Quintile,As soon as possible,0.37957,34,34,0.21400,0.54514
2019,Brandenburg,1st Quintile,As soon as possible,0.56176,42,42,0.40989,0.71364
2019,Saxony,1st Quintile,As soon as possible,0.46904,57,139,0.38578,0.55230
2019,Saxony,1st Quintile,Next year,0.36860,51,139,0.28811,0.44909
2019,Saxony,1st Quintile,In the next 2 to 5 years,0.13245,31,139,0.07589,0.18901
2019,Saxony-Anhalt,1st Quintile,As soon as possible,0.37093,45,130,0.28757,0.45429
2019,Saxony-Anhalt,1st Quintile,Next year,0.35088,45,130,0.26853,0.43324
2019,Saxony-Anhalt,1st Quintile,In the next 2 to 5 years,0.24931,40,130,0.17465,0.32396
2020,Schleswig-Holstein,1st Quintile,As soon as possible,0.21083,39,39,0.08114,0.34053
2020,Lower Saxony,1st Quintile,As soon as possible,0.45866,131,271,0.39922,0.51809
2020,Lower Saxony,1st Quintile,Next year,0.25172,65,271,0.19995,0.30349
2020,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.22284,75,271,0.17320,0.27248
2020,Lower Saxony,2nd Quintile,As soon as possible,0.51172,32,32,0.33575,0.68768
2020,North Rhine-Westphalia,1st Quintile,As soon as possible,0.39348,260,656,0.35607,0.43089
2020,North Rhine-Westphalia,1st Quintile,Next year,0.24292,182,656,0.21008,0.27576
2020,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.27431,165,656,0.24014,0.30848
2020,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.08929,49,656,0.06745,0.11113
2020,North Rhine-Westphalia,2nd Quintile,Next year,0.28163,44,99,0.19258,0.37069
2020,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.44039,55,99,0.34210,0.53868
2020,North Rhine-Westphalia,3rd Quintile,Next year,0.39056,35,35,0.22657,0.55456
2020,Hesse,1st Quintile,As soon as possible,0.26196,70,164,0.19446,0.32946
2020,Hesse,1st Quintile,Next year,0.48695,49,164,0.41022,0.56368
2020,Hesse,1st Quintile,In the next 2 to 5 years,0.18660,45,164,0.12679,0.24641
2020,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.33747,62,149,0.26129,0.41365
2020,"Rhineland-Palatinate, Saarland",1st Quintile,Next year,0.36323,47,149,0.28575,0.44072
2020,"Rhineland-Palatinate, Saarland",1st Quintile,In the next 2 to 5 years,0.27201,40,149,0.20031,0.34370
2020,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.26345,88,205,0.20300,0.32390
2020,Baden-Wuerttemberg,1st Quintile,Next year,0.35173,52,205,0.28621,0.41726
2020,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.32078,65,205,0.25673,0.38484
2020,Bavaria,1st Quintile,As soon as possible,0.46767,87,184,0.39538,0.53996
2020,Bavaria,1st Quintile,Next year,0.23592,49,184,0.17440,0.29744
2020,Bavaria,1st Quintile,In the next 2 to 5 years,0.21936,48,184,0.15941,0.27932
2020,Berlin,1st Quintile,As soon as possible,0.38123,37,37,0.22257,0.53989
2020,Brandenburg,1st Quintile,As soon as possible,0.31872,34,34,0.15973,0.47771
2020,Saxony,1st Quintile,As soon as possible,0.54416,52,91,0.44126,0.64706
2020,Saxony,1st Quintile,Next year,0.32117,39,91,0.22470,0.41763
2020,Saxony-Anhalt,1st Quintile,As soon as possible,0.49777,48,88,0.39270,0.60284
2020,Saxony-Anhalt,1st Quintile,In the next 2 to 5 years,0.14749,40,88,0.07298,0.22200
2021,Schleswig-Holstein,1st Quintile,As soon as possible,0.25385,38,38,0.11361,0.39408
2021,Lower Saxony,1st Quintile,As soon as possible,0.43317,60,154,0.35465,0.51169
2021,Lower Saxony,1st Quintile,Next year,0.26729,54,154,0.19717,0.33741
2021,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.27046,40,154,0.20007,0.34084
2021,North Rhine-Westphalia,1st Quintile,As soon as possible,0.37614,136,398,0.32849,0.42379
2021,North Rhine-Westphalia,1st Quintile,Next year,0.28618,120,398,0.24172,0.33064
2021,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.24865,108,398,0.20613,0.29117
2021,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.08902,34,398,0.06101,0.11704
2021,North Rhine-Westphalia,2nd Quintile,Next year,0.47690,43,76,0.36386,0.58994
2021,North Rhine-Westphalia,2nd Quintile,In the next 2 to 5 years,0.30121,33,76,0.19738,0.40505
2021,Hesse,1st Quintile,As soon as possible,0.19845,58,137,0.13142,0.26548
2021,Hesse,1st Quintile,Next year,0.37460,32,137,0.29325,0.45595
2021,Hesse,1st Quintile,In the next 2 to 5 years,0.27996,47,137,0.20450,0.35541
2021,"Rhineland-Palatinate, Saarland",1st Quintile,As soon as possible,0.41053,35,35,0.24517,0.57589
2021,Baden-Wuerttemberg,1st Quintile,As soon as possible,0.29031,41,116,0.20735,0.37327
2021,Baden-Wuerttemberg,1st Quintile,Next year,0.44818,40,116,0.35728,0.53907
2021,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.24368,35,116,0.16522,0.32214
2021,Bavaria,1st Quintile,As soon as possible,0.39448,41,91,0.29351,0.49546
2021,Bavaria,1st Quintile,Next year,0.35849,50,91,0.25941,0.45756
2021,Saxony,1st Quintile,As soon as possible,0.25164,31,62,0.14274,0.36055
2021,Saxony,1st Quintile,Next year,0.37983,31,62,0.25804,0.50163
2022,Lower Saxony,1st Quintile,As soon as possible,0.26584,37,134,0.19076,0.34093
2022,Lower Saxony,1st Quintile,Next year,0.32278,48,134,0.24332,0.40224
2022,Lower Saxony,1st Quintile,In the next 2 to 5 years,0.33728,49,134,0.25693,0.41763
2022,North Rhine-Westphalia,1st Quintile,As soon as possible,0.28152,124,389,0.23677,0.32628
2022,North Rhine-Westphalia,1st Quintile,Next year,0.40875,128,389,0.35983,0.45766
2022,North Rhine-Westphalia,1st Quintile,In the next 2 to 5 years,0.27049,106,389,0.22628,0.31469
2022,North Rhine-Westphalia,1st Quintile,"In the distant future, in more than five years",0.03924,31,389,0.01992,0.05856
2022,North Rhine-Westphalia,2nd Quintile,As soon as possible,0.38264,33,65,0.26356,0.50172
2022,North Rhine-Westphalia,2nd Quintile,Next year,0.36898,32,65,0.25076,0.48720
2022,Hesse,1st Quintile,As soon as possible,0.33079,31,65,0.21552,0.44606
2022,Hesse,1st Quintile,Next year,0.46121,34,65,0.33908,0.58335
2022,Baden-Wuerttemberg,1st Quintile,In the next 2 to 5 years,0.27597,42,42,0.13914,0.41280
2022,Bavaria,1st Quintile,As soon as possible,0.41792,31,31,0.24142,0.59441
