year,age_gr,sampreg,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,30-45 y.,West,As soon as possible,0.06122,228,585,0.04178,0.08067
2007,30-45 y.,West,Next year,0.03254,139,585,0.01815,0.04694
2007,30-45 y.,West,In the next 2 to 5 years,0.03282,176,585,0.01837,0.04727
2007,30-45 y.,West,"In the distant future, in more than five years",0.00842,42,585,0.00101,0.01583
2007,30-45 y.,East,As soon as possible,0.10791,121,160,0.05969,0.15614
2007,30-45 y.,East,Next year,0.03731,39,160,0.00785,0.06677
2007,46-65 y.,West,As soon as possible,0.04531,184,296,0.02158,0.06905
2007,46-65 y.,West,Next year,0.01288,63,296,0.00001,0.02575
2007,46-65 y.,West,In the next 2 to 5 years,0.00915,49,296,-0.00172,0.02001
2007,46-65 y.,East,As soon as possible,0.11758,175,175,0.06972,0.16545
2008,17-29 y.,West,As soon as possible,0.06666,156,797,0.04933,0.08398
2008,17-29 y.,West,Next year,0.05408,147,797,0.03837,0.06979
2008,17-29 y.,West,In the next 2 to 5 years,0.11565,358,797,0.09343,0.13787
2008,17-29 y.,West,"In the distant future, in more than five years",0.03760,136,797,0.02439,0.05082
2008,17-29 y.,East,As soon as possible,0.11922,91,328,0.08409,0.15434
2008,17-29 y.,East,Next year,0.09103,87,328,0.05985,0.12221
2008,17-29 y.,East,In the next 2 to 5 years,0.11112,114,328,0.07706,0.14519
2008,17-29 y.,East,"In the distant future, in more than five years",0.03684,36,328,0.01642,0.05725
2008,30-45 y.,West,As soon as possible,0.04759,176,502,0.02895,0.06623
2008,30-45 y.,West,Next year,0.03102,140,502,0.01583,0.04620
2008,30-45 y.,West,In the next 2 to 5 years,0.03021,141,502,0.01522,0.04519
2008,30-45 y.,West,"In the distant future, in more than five years",0.01073,45,502,0.00171,0.01976
2008,30-45 y.,East,As soon as possible,0.08288,93,126,0.03455,0.13121
2008,30-45 y.,East,Next year,0.02697,33,126,-0.00143,0.05537
2008,46-65 y.,West,As soon as possible,0.04310,159,255,0.01813,0.06808
2008,46-65 y.,West,Next year,0.01341,61,255,-0.00073,0.02756
2008,46-65 y.,West,In the next 2 to 5 years,0.00734,35,255,-0.00316,0.01784
2008,46-65 y.,East,As soon as possible,0.12118,151,151,0.06895,0.17340
2009,17-29 y.,West,As soon as possible,0.06846,152,732,0.05015,0.08676
2009,17-29 y.,West,Next year,0.06306,167,732,0.04544,0.08068
2009,17-29 y.,West,In the next 2 to 5 years,0.11009,297,732,0.08740,0.13278
2009,17-29 y.,West,"In the distant future, in more than five years",0.03965,116,732,0.02550,0.05379
2009,17-29 y.,East,As soon as possible,0.12027,88,253,0.08011,0.16043
2009,17-29 y.,East,Next year,0.10245,66,253,0.06501,0.13989
2009,17-29 y.,East,In the next 2 to 5 years,0.10418,99,253,0.06646,0.14190
2009,30-45 y.,West,As soon as possible,0.05269,175,458,0.03221,0.07318
2009,30-45 y.,West,Next year,0.02964,118,458,0.01409,0.04519
2009,30-45 y.,West,In the next 2 to 5 years,0.03390,133,458,0.01731,0.05050
2009,30-45 y.,West,"In the distant future, in more than five years",0.00827,32,458,-0.00003,0.01658
2009,30-45 y.,East,As soon as possible,0.09337,84,120,0.04109,0.14565
2009,30-45 y.,East,Next year,0.02761,36,120,-0.00183,0.05704
2009,46-65 y.,West,As soon as possible,0.04859,164,251,0.02194,0.07525
2009,46-65 y.,West,Next year,0.00956,43,251,-0.00250,0.02162
2009,46-65 y.,West,In the next 2 to 5 years,0.00860,44,251,-0.00285,0.02005
2009,46-65 y.,East,As soon as possible,0.10321,135,167,0.05693,0.14950
2009,46-65 y.,East,Next year,0.02527,32,167,0.00139,0.04914
2010,17-29 y.,West,As soon as possible,0.06910,241,1256,0.05507,0.08313
2010,17-29 y.,West,Next year,0.07466,328,1256,0.06012,0.08920
2010,17-29 y.,West,In the next 2 to 5 years,0.11703,510,1256,0.09925,0.13482
2010,17-29 y.,West,"In the distant future, in more than five years",0.04160,177,1256,0.03055,0.05265
2010,17-29 y.,East,As soon as possible,0.14013,127,416,0.10673,0.17352
2010,17-29 y.,East,Next year,0.08814,129,416,0.06086,0.11542
2010,17-29 y.,East,In the next 2 to 5 years,0.09354,120,416,0.06553,0.12156
2010,17-29 y.,East,"In the distant future, in more than five years",0.03046,40,416,0.01393,0.04699
2010,30-45 y.,West,As soon as possible,0.05804,427,1706,0.04694,0.06914
2010,30-45 y.,West,Next year,0.04068,573,1706,0.03130,0.05005
2010,30-45 y.,West,In the next 2 to 5 years,0.03159,551,1706,0.02329,0.03989
2010,30-45 y.,West,"In the distant future, in more than five years",0.00988,155,1706,0.00519,0.01458
2010,30-45 y.,East,As soon as possible,0.08410,173,367,0.05566,0.11253
2010,30-45 y.,East,Next year,0.03258,121,367,0.01439,0.05077
2010,30-45 y.,East,In the next 2 to 5 years,0.01934,73,367,0.00523,0.03345
2010,46-65 y.,West,As soon as possible,0.04870,233,380,0.02703,0.07038
2010,46-65 y.,West,Next year,0.01513,84,380,0.00284,0.02742
2010,46-65 y.,West,In the next 2 to 5 years,0.01031,63,380,0.00014,0.02048
2010,46-65 y.,East,As soon as possible,0.08918,131,131,0.04019,0.13817
2011,17-29 y.,West,As soon as possible,0.05744,245,1287,0.04472,0.07015
2011,17-29 y.,West,Next year,0.06103,302,1287,0.04795,0.07411
2011,17-29 y.,West,In the next 2 to 5 years,0.12581,514,1287,0.10769,0.14394
2011,17-29 y.,West,"In the distant future, in more than five years",0.04144,226,1287,0.03055,0.05233
2011,17-29 y.,East,As soon as possible,0.10786,115,351,0.07536,0.14036
2011,17-29 y.,East,Next year,0.07246,106,351,0.04530,0.09963
2011,17-29 y.,East,In the next 2 to 5 years,0.10815,130,351,0.07561,0.14068
2011,30-45 y.,West,As soon as possible,0.05394,419,1492,0.04248,0.06541
2011,30-45 y.,West,Next year,0.02954,412,1492,0.02094,0.03813
2011,30-45 y.,West,In the next 2 to 5 years,0.03768,509,1492,0.02802,0.04735
2011,30-45 y.,West,"In the distant future, in more than five years",0.01247,152,1492,0.00684,0.01810
2011,30-45 y.,East,As soon as possible,0.06341,181,375,0.03872,0.08811
2011,30-45 y.,East,Next year,0.04531,130,375,0.02423,0.06639
2011,30-45 y.,East,In the next 2 to 5 years,0.01886,64,375,0.00507,0.03265
2011,46-65 y.,West,As soon as possible,0.03523,234,441,0.01800,0.05245
2011,46-65 y.,West,Next year,0.01677,118,441,0.00477,0.02876
2011,46-65 y.,West,In the next 2 to 5 years,0.00895,89,441,0.00015,0.01775
2011,46-65 y.,East,As soon as possible,0.08611,188,223,0.04921,0.12301
2011,46-65 y.,East,Next year,0.01465,35,223,-0.00116,0.03045
2012,17-29 y.,West,As soon as possible,0.06050,226,1178,0.04688,0.07412
2012,17-29 y.,West,Next year,0.05999,264,1178,0.04642,0.07355
2012,17-29 y.,West,In the next 2 to 5 years,0.11908,491,1178,0.10058,0.13758
2012,17-29 y.,West,"In the distant future, in more than five years",0.03684,197,1178,0.02608,0.04760
2012,17-29 y.,East,As soon as possible,0.17230,129,345,0.13239,0.21221
2012,17-29 y.,East,Next year,0.08140,83,345,0.05250,0.11030
2012,17-29 y.,East,In the next 2 to 5 years,0.08644,102,345,0.05674,0.11614
2012,17-29 y.,East,"In the distant future, in more than five years",0.02048,31,345,0.00552,0.03545
2012,30-45 y.,West,As soon as possible,0.04320,321,1217,0.03177,0.05463
2012,30-45 y.,West,Next year,0.04451,407,1217,0.03292,0.05610
2012,30-45 y.,West,In the next 2 to 5 years,0.03300,363,1217,0.02296,0.04304
2012,30-45 y.,West,"In the distant future, in more than five years",0.01057,126,1217,0.00482,0.01631
2012,30-45 y.,East,As soon as possible,0.07386,153,313,0.04484,0.10288
2012,30-45 y.,East,Next year,0.04379,116,313,0.02109,0.06650
2012,30-45 y.,East,In the next 2 to 5 years,0.01616,44,313,0.00217,0.03015
2012,46-65 y.,West,As soon as possible,0.04029,289,516,0.02330,0.05727
2012,46-65 y.,West,Next year,0.01962,143,516,0.00764,0.03160
2012,46-65 y.,West,In the next 2 to 5 years,0.00936,84,516,0.00104,0.01767
2012,46-65 y.,East,As soon as possible,0.08887,177,223,0.05143,0.12630
2012,46-65 y.,East,Next year,0.01916,46,223,0.00113,0.03719
2013,17-29 y.,West,As soon as possible,0.06865,331,1621,0.05634,0.08096
2013,17-29 y.,West,Next year,0.07205,382,1621,0.05946,0.08464
2013,17-29 y.,West,In the next 2 to 5 years,0.11814,652,1621,0.10242,0.13386
2013,17-29 y.,West,"In the distant future, in more than five years",0.03791,256,1621,0.02861,0.04721
2013,17-29 y.,East,As soon as possible,0.08810,75,295,0.05570,0.12050
2013,17-29 y.,East,Next year,0.09307,77,295,0.05986,0.12628
2013,17-29 y.,East,In the next 2 to 5 years,0.07885,109,295,0.04804,0.10965
2013,17-29 y.,East,"In the distant future, in more than five years",0.02137,34,295,0.00484,0.03790
2013,30-45 y.,West,As soon as possible,0.05506,514,1542,0.04367,0.06645
2013,30-45 y.,West,Next year,0.04874,455,1542,0.03799,0.05949
2013,30-45 y.,West,In the next 2 to 5 years,0.03651,440,1542,0.02715,0.04588
2013,30-45 y.,West,"In the distant future, in more than five years",0.00779,133,1542,0.00340,0.01218
2013,30-45 y.,East,As soon as possible,0.07036,166,318,0.04221,0.09852
2013,30-45 y.,East,Next year,0.04261,98,318,0.02037,0.06484
2013,30-45 y.,East,In the next 2 to 5 years,0.01284,54,318,0.00045,0.02524
2013,46-65 y.,West,As soon as possible,0.03628,341,623,0.02159,0.05098
2013,46-65 y.,West,Next year,0.01712,154,623,0.00692,0.02731
2013,46-65 y.,West,In the next 2 to 5 years,0.01098,92,623,0.00279,0.01918
2013,46-65 y.,West,"In the distant future, in more than five years",0.00352,36,623,-0.00113,0.00817
2013,46-65 y.,East,As soon as possible,0.06909,153,207,0.03446,0.10373
2013,46-65 y.,East,Next year,0.02663,54,207,0.00464,0.04861
2014,17-29 y.,West,As soon as possible,0.06423,290,1284,0.05081,0.07764
2014,17-29 y.,West,Next year,0.05996,283,1284,0.04697,0.07295
2014,17-29 y.,West,In the next 2 to 5 years,0.11261,518,1284,0.09531,0.12991
2014,17-29 y.,West,"In the distant future, in more than five years",0.03110,193,1284,0.02160,0.04059
2014,17-29 y.,East,As soon as possible,0.09122,80,259,0.05609,0.12635
2014,17-29 y.,East,Next year,0.08245,89,259,0.04889,0.11601
2014,17-29 y.,East,In the next 2 to 5 years,0.09386,90,259,0.05827,0.12945
2014,30-45 y.,West,As soon as possible,0.06016,401,1190,0.04664,0.07368
2014,30-45 y.,West,Next year,0.04883,373,1190,0.03658,0.06108
2014,30-45 y.,West,In the next 2 to 5 years,0.03405,327,1190,0.02374,0.04436
2014,30-45 y.,West,"In the distant future, in more than five years",0.00698,89,1190,0.00225,0.01172
2014,30-45 y.,East,As soon as possible,0.08086,114,260,0.04766,0.11406
2014,30-45 y.,East,Next year,0.05303,95,260,0.02573,0.08032
2014,30-45 y.,East,In the next 2 to 5 years,0.02731,51,260,0.00746,0.04716
2014,46-65 y.,West,As soon as possible,0.03596,269,535,0.02017,0.05176
2014,46-65 y.,West,Next year,0.01651,139,535,0.00570,0.02732
2014,46-65 y.,West,In the next 2 to 5 years,0.01137,91,535,0.00238,0.02037
2014,46-65 y.,West,"In the distant future, in more than five years",0.00332,36,535,-0.00156,0.00819
2014,46-65 y.,East,As soon as possible,0.07414,151,192,0.03699,0.11130
2014,46-65 y.,East,Next year,0.02394,41,192,0.00226,0.04563
2015,17-29 y.,West,As soon as possible,0.07338,285,1376,0.05960,0.08717
2015,17-29 y.,West,Next year,0.06535,310,1376,0.05229,0.07841
2015,17-29 y.,West,In the next 2 to 5 years,0.12215,610,1376,0.10484,0.13946
2015,17-29 y.,West,"In the distant future, in more than five years",0.02756,171,1376,0.01891,0.03622
2015,17-29 y.,East,As soon as possible,0.05451,57,209,0.02366,0.08536
2015,17-29 y.,East,Next year,0.06927,62,209,0.03476,0.10377
2015,17-29 y.,East,In the next 2 to 5 years,0.09095,90,209,0.05187,0.13002
2015,30-45 y.,West,As soon as possible,0.05173,383,1242,0.03941,0.06406
2015,30-45 y.,West,Next year,0.04259,365,1242,0.03136,0.05383
2015,30-45 y.,West,In the next 2 to 5 years,0.03982,370,1242,0.02894,0.05069
2015,30-45 y.,West,"In the distant future, in more than five years",0.00965,124,1242,0.00421,0.01510
2015,30-45 y.,East,As soon as possible,0.08032,129,263,0.04741,0.11324
2015,30-45 y.,East,Next year,0.04737,84,263,0.02165,0.07310
2015,30-45 y.,East,In the next 2 to 5 years,0.02311,50,263,0.00491,0.04130
2015,46-65 y.,West,As soon as possible,0.03709,267,551,0.02129,0.05288
2015,46-65 y.,West,Next year,0.01584,138,551,0.00541,0.02628
2015,46-65 y.,West,In the next 2 to 5 years,0.01161,108,551,0.00266,0.02056
2015,46-65 y.,West,"In the distant future, in more than five years",0.00271,38,551,-0.00163,0.00706
2015,46-65 y.,East,As soon as possible,0.06403,125,173,0.02745,0.10062
2015,46-65 y.,East,Next year,0.01979,48,173,-0.00103,0.04060
2016,17-29 y.,West,As soon as possible,0.06744,480,1835,0.05596,0.07891
2016,17-29 y.,West,Next year,0.07456,427,1835,0.06254,0.08658
2016,17-29 y.,West,In the next 2 to 5 years,0.13703,738,1835,0.12129,0.15277
2016,17-29 y.,West,"In the distant future, in more than five years",0.03167,190,1835,0.02365,0.03968
2016,17-29 y.,East,As soon as possible,0.09309,103,332,0.06179,0.12440
2016,17-29 y.,East,Next year,0.07337,107,332,0.04528,0.10146
2016,17-29 y.,East,In the next 2 to 5 years,0.10527,122,332,0.07220,0.13833
2016,30-45 y.,West,As soon as possible,0.04794,791,1941,0.03843,0.05744
2016,30-45 y.,West,Next year,0.05030,559,1941,0.04057,0.06002
2016,30-45 y.,West,In the next 2 to 5 years,0.03085,464,1941,0.02315,0.03854
2016,30-45 y.,West,"In the distant future, in more than five years",0.00924,127,1941,0.00498,0.01350
2016,30-45 y.,East,As soon as possible,0.07201,211,422,0.04732,0.09670
2016,30-45 y.,East,Next year,0.07277,140,422,0.04796,0.09758
2016,30-45 y.,East,In the next 2 to 5 years,0.02788,71,422,0.01216,0.04361
2016,46-65 y.,West,As soon as possible,0.03104,331,706,0.01824,0.04384
2016,46-65 y.,West,Next year,0.01347,201,706,0.00496,0.02198
2016,46-65 y.,West,In the next 2 to 5 years,0.01090,128,706,0.00324,0.01857
2016,46-65 y.,West,"In the distant future, in more than five years",0.00568,46,706,0.00013,0.01123
2016,46-65 y.,East,As soon as possible,0.04857,129,192,0.01809,0.07906
2016,46-65 y.,East,Next year,0.02001,63,192,0.00015,0.03987
2017,17-29 y.,West,As soon as possible,0.06936,546,2157,0.05863,0.08008
2017,17-29 y.,West,Next year,0.08065,550,2157,0.06916,0.09215
2017,17-29 y.,West,In the next 2 to 5 years,0.10701,831,2157,0.09396,0.12006
2017,17-29 y.,West,"In the distant future, in more than five years",0.02449,230,2157,0.01797,0.03101
2017,17-29 y.,East,As soon as possible,0.06231,113,434,0.03954,0.08507
2017,17-29 y.,East,Next year,0.08537,103,434,0.05905,0.11169
2017,17-29 y.,East,In the next 2 to 5 years,0.12082,170,434,0.09012,0.15152
2017,17-29 y.,East,"In the distant future, in more than five years",0.04278,48,434,0.02372,0.06184
2017,30-45 y.,West,As soon as possible,0.04969,764,2106,0.04040,0.05897
2017,30-45 y.,West,Next year,0.04641,610,2106,0.03742,0.05539
2017,30-45 y.,West,In the next 2 to 5 years,0.03601,584,2106,0.02805,0.04397
2017,30-45 y.,West,"In the distant future, in more than five years",0.00802,148,2106,0.00421,0.01183
2017,30-45 y.,East,As soon as possible,0.07285,188,454,0.04892,0.09679
2017,30-45 y.,East,Next year,0.05090,175,454,0.03066,0.07114
2017,30-45 y.,East,In the next 2 to 5 years,0.02744,91,454,0.01239,0.04248
2017,46-65 y.,West,As soon as possible,0.02603,393,850,0.01532,0.03674
2017,46-65 y.,West,Next year,0.01978,260,850,0.01041,0.02915
2017,46-65 y.,West,In the next 2 to 5 years,0.01237,150,850,0.00493,0.01980
2017,46-65 y.,West,"In the distant future, in more than five years",0.00514,47,850,0.00033,0.00995
2017,46-65 y.,East,As soon as possible,0.04270,122,195,0.01425,0.07115
2017,46-65 y.,East,Next year,0.02686,73,195,0.00411,0.04961
2018,17-29 y.,West,As soon as possible,0.05992,449,1847,0.04909,0.07074
2018,17-29 y.,West,Next year,0.07754,490,1847,0.06534,0.08974
2018,17-29 y.,West,In the next 2 to 5 years,0.11312,737,1847,0.09867,0.12757
2018,17-29 y.,West,"In the distant future, in more than five years",0.02393,171,1847,0.01696,0.03090
2018,17-29 y.,East,As soon as possible,0.08767,89,367,0.05870,0.11665
2018,17-29 y.,East,Next year,0.08183,115,367,0.05375,0.10992
2018,17-29 y.,East,In the next 2 to 5 years,0.08540,123,367,0.05676,0.11403
2018,17-29 y.,East,"In the distant future, in more than five years",0.02627,40,367,0.00988,0.04265
2018,30-45 y.,West,As soon as possible,0.04420,637,1825,0.03476,0.05363
2018,30-45 y.,West,Next year,0.05102,569,1825,0.04092,0.06112
2018,30-45 y.,West,In the next 2 to 5 years,0.03497,504,1825,0.02654,0.04340
2018,30-45 y.,West,"In the distant future, in more than five years",0.00742,115,1825,0.00348,0.01136
2018,30-45 y.,East,As soon as possible,0.05127,184,422,0.03020,0.07234
2018,30-45 y.,East,Next year,0.06981,159,422,0.04547,0.09415
2018,30-45 y.,East,In the next 2 to 5 years,0.02378,79,422,0.00923,0.03834
2018,46-65 y.,West,As soon as possible,0.02665,390,850,0.01581,0.03748
2018,46-65 y.,West,Next year,0.01857,253,850,0.00949,0.02765
2018,46-65 y.,West,In the next 2 to 5 years,0.01046,157,850,0.00361,0.01730
2018,46-65 y.,West,"In the distant future, in more than five years",0.00373,50,850,-0.00037,0.00784
2018,46-65 y.,East,As soon as possible,0.04049,104,156,0.00946,0.07152
2018,46-65 y.,East,Next year,0.01880,52,156,-0.00258,0.04018
2019,17-29 y.,West,As soon as possible,0.06259,377,1481,0.05025,0.07493
2019,17-29 y.,West,Next year,0.06796,373,1481,0.05513,0.08078
2019,17-29 y.,West,In the next 2 to 5 years,0.10983,579,1481,0.09390,0.12576
2019,17-29 y.,West,"In the distant future, in more than five years",0.02507,152,1481,0.01710,0.03303
2019,17-29 y.,East,As soon as possible,0.05591,63,290,0.02942,0.08239
2019,17-29 y.,East,Next year,0.06145,75,290,0.03377,0.08914
2019,17-29 y.,East,In the next 2 to 5 years,0.10185,118,290,0.06698,0.13672
2019,17-29 y.,East,"In the distant future, in more than five years",0.04746,34,290,0.02294,0.07197
2019,30-45 y.,West,As soon as possible,0.03624,539,1544,0.02692,0.04557
2019,30-45 y.,West,Next year,0.05288,517,1544,0.04172,0.06405
2019,30-45 y.,West,In the next 2 to 5 years,0.03051,399,1544,0.02193,0.03909
2019,30-45 y.,West,"In the distant future, in more than five years",0.00707,89,1544,0.00289,0.01125
2019,30-45 y.,East,As soon as possible,0.05347,118,344,0.02966,0.07727
2019,30-45 y.,East,Next year,0.06577,135,344,0.03953,0.09200
2019,30-45 y.,East,In the next 2 to 5 years,0.02887,91,344,0.01115,0.04659
2019,46-65 y.,West,As soon as possible,0.02264,352,753,0.01201,0.03327
2019,46-65 y.,West,Next year,0.01648,240,753,0.00738,0.02558
2019,46-65 y.,West,In the next 2 to 5 years,0.00897,117,753,0.00223,0.01572
2019,46-65 y.,West,"In the distant future, in more than five years",0.00373,44,753,-0.00063,0.00808
2019,46-65 y.,East,As soon as possible,0.03623,88,176,0.00855,0.06392
2019,46-65 y.,East,Next year,0.01770,56,176,-0.00184,0.03723
2019,46-65 y.,East,In the next 2 to 5 years,0.01718,32,176,-0.00207,0.03643
2020,17-29 y.,West,As soon as possible,0.05882,435,1604,0.04730,0.07033
2020,17-29 y.,West,Next year,0.08338,409,1604,0.06984,0.09691
2020,17-29 y.,West,In the next 2 to 5 years,0.10865,602,1604,0.09341,0.12388
2020,17-29 y.,West,"In the distant future, in more than five years",0.01914,158,1604,0.01244,0.02585
2020,17-29 y.,East,As soon as possible,0.06913,84,294,0.04008,0.09818
2020,17-29 y.,East,Next year,0.08897,83,294,0.05637,0.12157
2020,17-29 y.,East,In the next 2 to 5 years,0.11375,127,294,0.07740,0.15011
2020,30-45 y.,West,As soon as possible,0.04280,653,1634,0.03299,0.05262
2020,30-45 y.,West,Next year,0.04320,458,1634,0.03334,0.05306
2020,30-45 y.,West,In the next 2 to 5 years,0.03291,438,1634,0.02425,0.04156
2020,30-45 y.,West,"In the distant future, in more than five years",0.00830,85,1634,0.00390,0.01270
2020,30-45 y.,East,As soon as possible,0.04939,134,329,0.02594,0.07284
2020,30-45 y.,East,Next year,0.05074,106,329,0.02699,0.07449
2020,30-45 y.,East,In the next 2 to 5 years,0.02146,89,329,0.00578,0.03715
2020,46-65 y.,West,As soon as possible,0.02439,404,811,0.01377,0.03501
2020,46-65 y.,West,Next year,0.02037,238,811,0.01064,0.03010
2020,46-65 y.,West,In the next 2 to 5 years,0.00955,128,811,0.00285,0.01625
2020,46-65 y.,West,"In the distant future, in more than five years",0.00488,41,811,0.00008,0.00968
2020,46-65 y.,East,As soon as possible,0.03313,92,175,0.00653,0.05972
2020,46-65 y.,East,Next year,0.01973,51,175,-0.00093,0.04040
2020,46-65 y.,East,In the next 2 to 5 years,0.00923,32,175,-0.00498,0.02343
2021,17-29 y.,West,As soon as possible,0.06009,224,985,0.04524,0.07493
2021,17-29 y.,West,Next year,0.08753,282,985,0.06987,0.10519
2021,17-29 y.,West,In the next 2 to 5 years,0.10473,356,985,0.08559,0.12386
2021,17-29 y.,West,"In the distant future, in more than five years",0.02472,123,985,0.01502,0.03443
2021,17-29 y.,East,As soon as possible,0.03541,45,165,0.00712,0.06369
2021,17-29 y.,East,Next year,0.07934,52,165,0.03798,0.12070
2021,17-29 y.,East,In the next 2 to 5 years,0.09710,68,165,0.05178,0.14242
2021,30-45 y.,West,As soon as possible,0.04046,331,943,0.02787,0.05304
2021,30-45 y.,West,Next year,0.05133,296,943,0.03724,0.06542
2021,30-45 y.,West,In the next 2 to 5 years,0.03150,247,943,0.02035,0.04266
2021,30-45 y.,West,"In the distant future, in more than five years",0.00569,69,943,0.00089,0.01050
2021,30-45 y.,East,As soon as possible,0.03719,63,189,0.01014,0.06424
2021,30-45 y.,East,Next year,0.05117,78,189,0.01967,0.08267
2021,30-45 y.,East,In the next 2 to 5 years,0.02810,48,189,0.00448,0.05173
2021,46-65 y.,West,As soon as possible,0.02255,229,552,0.01015,0.03494
2021,46-65 y.,West,Next year,0.02732,189,552,0.01371,0.04093
2021,46-65 y.,West,In the next 2 to 5 years,0.00824,94,552,0.00069,0.01579
2021,46-65 y.,West,"In the distant future, in more than five years",0.00451,40,552,-0.00109,0.01010
2021,46-65 y.,East,As soon as possible,0.01729,49,82,-0.01110,0.04567
2021,46-65 y.,East,Next year,0.01811,33,82,-0.01093,0.04716
2022,17-29 y.,West,As soon as possible,0.03781,228,1042,0.02622,0.04939
2022,17-29 y.,West,Next year,0.07185,323,1042,0.05617,0.08754
2022,17-29 y.,West,In the next 2 to 5 years,0.09167,394,1042,0.07414,0.10920
2022,17-29 y.,West,"In the distant future, in more than five years",0.01539,97,1042,0.00792,0.02287
2022,17-29 y.,East,As soon as possible,0.04061,49,234,0.01526,0.06595
2022,17-29 y.,East,Next year,0.07186,88,234,0.03870,0.10502
2022,17-29 y.,East,In the next 2 to 5 years,0.09227,97,234,0.05511,0.12943
2022,30-45 y.,West,As soon as possible,0.02491,298,1059,0.01552,0.03430
2022,30-45 y.,West,Next year,0.05246,413,1059,0.03902,0.06589
2022,30-45 y.,West,In the next 2 to 5 years,0.03085,284,1059,0.02043,0.04127
2022,30-45 y.,West,"In the distant future, in more than five years",0.00668,64,1059,0.00177,0.01159
2022,30-45 y.,East,As soon as possible,0.02216,73,253,0.00399,0.04034
2022,30-45 y.,East,Next year,0.07211,123,253,0.04017,0.10405
2022,30-45 y.,East,In the next 2 to 5 years,0.02262,57,253,0.00426,0.04098
2022,46-65 y.,West,As soon as possible,0.02302,196,511,0.01000,0.03604
2022,46-65 y.,West,Next year,0.01836,163,511,0.00671,0.03001
2022,46-65 y.,West,In the next 2 to 5 years,0.01148,104,511,0.00224,0.02073
2022,46-65 y.,West,"In the distant future, in more than five years",0.00381,48,511,-0.00154,0.00916
2022,46-65 y.,East,As soon as possible,0.01219,62,103,-0.00911,0.03348
2022,46-65 y.,East,Next year,0.02297,41,103,-0.00610,0.05205
2022,66 and older,West,Next year,0.01264,38,38,-0.02336,0.04864
