year,age_gr,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,30-45 y.,"In the distant future, in more than five years",0.00670,161,2573,0.00354,0.00985
2017,46-65 y.,As soon as possible,0.02905,515,1074,0.01900,0.03910
2017,46-65 y.,Next year,0.02106,333,1074,0.01247,0.02965
2017,46-65 y.,In the next 2 to 5 years,0.01111,170,1074,0.00484,0.01739
2017,46-65 y.,"In the distant future, in more than five years",0.00484,56,1074,0.00069,0.00900
2018,17-29 y.,As soon as possible,0.06423,538,2214,0.05401,0.07444
2018,17-29 y.,Next year,0.07821,605,2214,0.06702,0.08939
2018,17-29 y.,In the next 2 to 5 years,0.10881,860,2214,0.09584,0.12179
2018,17-29 y.,"In the distant future, in more than five years",0.02430,211,2214,0.01788,0.03071
2018,30-45 y.,As soon as possible,0.04545,821,2260,0.03686,0.05404
2018,30-45 y.,Next year,0.05436,728,2260,0.04501,0.06371
2018,30-45 y.,In the next 2 to 5 years,0.03298,583,2260,0.02562,0.04034
2018,30-45 y.,"In the distant future, in more than five years",0.00660,128,2260,0.00326,0.00994
2018,46-65 y.,As soon as possible,0.02913,494,1044,0.01893,0.03934
2018,46-65 y.,Next year,0.01861,305,1044,0.01041,0.02681
2018,46-65 y.,In the next 2 to 5 years,0.01033,187,1044,0.00419,0.01646
2018,46-65 y.,"In the distant future, in more than five years",0.00369,58,1044,0.00001,0.00737
2019,17-29 y.,As soon as possible,0.06150,440,1774,0.05032,0.07268
2019,17-29 y.,Next year,0.06688,448,1774,0.05525,0.07851
2019,17-29 y.,In the next 2 to 5 years,0.10894,700,1774,0.09444,0.12344
2019,17-29 y.,"In the distant future, in more than five years",0.02828,186,1774,0.02057,0.03600
2019,30-45 y.,As soon as possible,0.03924,659,1903,0.03051,0.04796
2019,30-45 y.,Next year,0.05520,654,1903,0.04494,0.06546
2019,30-45 y.,In the next 2 to 5 years,0.03020,491,1903,0.02251,0.03789
2019,30-45 y.,"In the distant future, in more than five years",0.00612,99,1903,0.00261,0.00962
2019,46-65 y.,As soon as possible,0.02513,443,942,0.01513,0.03513
2019,46-65 y.,Next year,0.01668,296,942,0.00850,0.02487
2019,46-65 y.,In the next 2 to 5 years,0.01048,150,942,0.00397,0.01698
2019,46-65 y.,"In the distant future, in more than five years",0.00342,53,942,-0.00031,0.00714
2020,17-29 y.,As soon as possible,0.06032,519,1926,0.04968,0.07095
2020,17-29 y.,Next year,0.08419,492,1926,0.07179,0.09660
2020,17-29 y.,In the next 2 to 5 years,0.10939,729,1926,0.09545,0.12333
2020,17-29 y.,"In the distant future, in more than five years",0.01850,186,1926,0.01248,0.02452
2020,30-45 y.,As soon as possible,0.04401,787,1980,0.03498,0.05305
2020,30-45 y.,Next year,0.04458,564,1980,0.03549,0.05368
2020,30-45 y.,In the next 2 to 5 years,0.03081,527,1980,0.02319,0.03842
2020,30-45 y.,"In the distant future, in more than five years",0.00831,102,1980,0.00431,0.01231
2020,46-65 y.,As soon as possible,0.02595,496,997,0.01608,0.03583
2020,46-65 y.,Next year,0.02025,289,997,0.01151,0.02900
2020,46-65 y.,In the next 2 to 5 years,0.00949,160,997,0.00347,0.01552
2020,46-65 y.,"In the distant future, in more than five years",0.00446,52,997,0.00032,0.00859
2021,17-29 y.,As soon as possible,0.05627,269,1170,0.04306,0.06949
2021,17-29 y.,Next year,0.08626,334,1170,0.07017,0.10236
2021,17-29 y.,In the next 2 to 5 years,0.10355,424,1170,0.08608,0.12101
2021,17-29 y.,"In the distant future, in more than five years",0.02511,143,1170,0.01614,0.03408
2021,30-45 y.,As soon as possible,0.03986,394,1139,0.02850,0.05123
2021,30-45 y.,Next year,0.05130,374,1139,0.03848,0.06412
2021,30-45 y.,In the next 2 to 5 years,0.03089,295,1139,0.02083,0.04094
2021,30-45 y.,"In the distant future, in more than five years",0.00496,76,1139,0.00088,0.00904
2021,46-65 y.,As soon as possible,0.02165,278,659,0.01053,0.03277
2021,46-65 y.,Next year,0.02575,222,659,0.01365,0.03785
2021,46-65 y.,In the next 2 to 5 years,0.00731,106,659,0.00080,0.01381
2021,46-65 y.,"In the distant future, in more than five years",0.00452,53,659,-0.00060,0.00965
2022,17-29 y.,As soon as possible,0.03825,277,1295,0.02780,0.04871
2022,17-29 y.,Next year,0.07185,411,1295,0.05778,0.08593
2022,17-29 y.,In the next 2 to 5 years,0.09177,491,1295,0.07604,0.10750
2022,17-29 y.,"In the distant future, in more than five years",0.01440,116,1295,0.00791,0.02089
2022,30-45 y.,As soon as possible,0.02443,371,1325,0.01612,0.03275
2022,30-45 y.,Next year,0.05584,536,1325,0.04347,0.06821
2022,30-45 y.,In the next 2 to 5 years,0.02943,341,1325,0.02033,0.03854
2022,30-45 y.,"In the distant future, in more than five years",0.00632,77,1325,0.00205,0.01058
2022,46-65 y.,As soon as possible,0.02128,258,642,0.01011,0.03246
2022,46-65 y.,Next year,0.01910,204,642,0.00850,0.02969
2022,46-65 y.,In the next 2 to 5 years,0.01113,126,642,0.00301,0.01925
2022,46-65 y.,"In the distant future, in more than five years",0.00364,54,642,-0.00102,0.00830
2022,66 and older,Next year,0.01285,54,54,-0.01747,0.04318
