year,migback,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Direct migration background,Urban regions,In the next 2 to 5 years,0.26908,82,302,0.21898,0.31918
2006,Direct migration background,Rural regions,As soon as possible,0.54181,41,41,0.38740,0.69622
2006,Indirect migration background,Urban regions,As soon as possible,0.42346,86,207,0.35599,0.49094
2006,Indirect migration background,Urban regions,Next year,0.13927,31,207,0.09199,0.18655
2006,Indirect migration background,Urban regions,In the next 2 to 5 years,0.38028,90,207,0.31399,0.44658
2007,No migration background,Urban regions,As soon as possible,0.37747,404,1201,0.35004,0.40489
2007,No migration background,Urban regions,Next year,0.25054,272,1201,0.22602,0.27506
2007,No migration background,Urban regions,In the next 2 to 5 years,0.29036,405,1201,0.26468,0.31605
2007,No migration background,Urban regions,"In the distant future, in more than five years",0.08163,120,1201,0.06614,0.09712
2007,No migration background,Rural regions,As soon as possible,0.53128,392,817,0.49704,0.56552
2007,No migration background,Rural regions,Next year,0.17910,161,817,0.15279,0.20541
2007,No migration background,Rural regions,In the next 2 to 5 years,0.25563,220,817,0.22569,0.28556
2007,No migration background,Rural regions,"In the distant future, in more than five years",0.03400,44,817,0.02156,0.04643
2007,Direct migration background,Urban regions,As soon as possible,0.52535,133,238,0.46177,0.58893
2007,Direct migration background,Urban regions,Next year,0.21017,49,238,0.15830,0.26205
2007,Direct migration background,Urban regions,In the next 2 to 5 years,0.17057,56,238,0.12268,0.21846
2007,Direct migration background,Rural regions,As soon as possible,0.51131,31,31,0.33243,0.69018
2007,Indirect migration background,Urban regions,As soon as possible,0.36469,51,164,0.29080,0.43859
2007,Indirect migration background,Urban regions,Next year,0.23592,44,164,0.17074,0.30110
2007,Indirect migration background,Urban regions,In the next 2 to 5 years,0.30657,69,164,0.23578,0.37735
2008,No migration background,Urban regions,As soon as possible,0.36713,326,1071,0.33825,0.39601
2008,No migration background,Urban regions,Next year,0.23191,266,1071,0.20662,0.25720
2008,No migration background,Urban regions,In the next 2 to 5 years,0.30076,352,1071,0.27328,0.32824
2008,No migration background,Urban regions,"In the distant future, in more than five years",0.10020,127,1071,0.08221,0.11819
2008,No migration background,Rural regions,As soon as possible,0.48459,333,734,0.44841,0.52077
2008,No migration background,Rural regions,Next year,0.21683,168,734,0.18700,0.24666
2008,No migration background,Rural regions,In the next 2 to 5 years,0.23071,175,734,0.20021,0.26121
2008,No migration background,Rural regions,"In the distant future, in more than five years",0.06787,58,734,0.04966,0.08608
2008,Direct migration background,Urban regions,As soon as possible,0.52708,90,150,0.44691,0.60724
2008,Direct migration background,Urban regions,In the next 2 to 5 years,0.26116,60,150,0.19063,0.33169
2008,Indirect migration background,Urban regions,As soon as possible,0.34050,49,122,0.25606,0.42493
2008,Indirect migration background,Urban regions,In the next 2 to 5 years,0.34782,73,122,0.26295,0.43268
2009,No migration background,Urban regions,As soon as possible,0.38356,332,985,0.35318,0.41394
2009,No migration background,Urban regions,Next year,0.24218,241,985,0.21541,0.26895
2009,No migration background,Urban regions,In the next 2 to 5 years,0.30090,318,985,0.27224,0.32955
2009,No migration background,Urban regions,"In the distant future, in more than five years",0.07337,94,985,0.05707,0.08966
2009,No migration background,Rural regions,As soon as possible,0.47849,292,662,0.44041,0.51658
2009,No migration background,Rural regions,Next year,0.22512,158,662,0.19328,0.25696
2009,No migration background,Rural regions,In the next 2 to 5 years,0.23099,165,662,0.19886,0.26312
2009,No migration background,Rural regions,"In the distant future, in more than five years",0.06540,47,662,0.04655,0.08425
2009,Direct migration background,Urban regions,As soon as possible,0.54647,90,133,0.46154,0.63140
2009,Direct migration background,Urban regions,In the next 2 to 5 years,0.20424,43,133,0.13546,0.27301
2009,Direct migration background,Rural regions,As soon as possible,0.65421,31,31,0.48401,0.82441
2009,Indirect migration background,Urban regions,As soon as possible,0.35049,51,112,0.26173,0.43925
2009,Indirect migration background,Urban regions,In the next 2 to 5 years,0.33882,61,112,0.25077,0.42687
2010,No migration background,Urban regions,As soon as possible,0.36603,532,1954,0.34466,0.38739
2010,No migration background,Urban regions,Next year,0.25426,619,1954,0.23494,0.27357
2010,No migration background,Urban regions,In the next 2 to 5 years,0.28446,626,1954,0.26445,0.30447
2010,No migration background,Urban regions,"In the distant future, in more than five years",0.09525,177,1954,0.08223,0.10827
2010,No migration background,Rural regions,As soon as possible,0.47111,442,1192,0.44276,0.49946
2010,No migration background,Rural regions,Next year,0.22973,324,1192,0.20584,0.25363
2010,No migration background,Rural regions,In the next 2 to 5 years,0.23607,320,1192,0.21195,0.26019
2010,No migration background,Rural regions,"In the distant future, in more than five years",0.06309,106,1192,0.04928,0.07690
2010,Direct migration background,Urban regions,As soon as possible,0.48168,202,649,0.44321,0.52015
2010,Direct migration background,Urban regions,Next year,0.24251,164,649,0.20950,0.27551
2010,Direct migration background,Urban regions,In the next 2 to 5 years,0.21120,211,649,0.17978,0.24263
2010,Direct migration background,Urban regions,"In the distant future, in more than five years",0.06461,72,649,0.04568,0.08354
2010,Direct migration background,Rural regions,As soon as possible,0.50685,64,170,0.43147,0.58222
2010,Direct migration background,Rural regions,Next year,0.23352,54,170,0.16973,0.29730
2010,Direct migration background,Rural regions,In the next 2 to 5 years,0.17430,52,170,0.11710,0.23149
2010,Indirect migration background,Urban regions,As soon as possible,0.36680,83,308,0.31289,0.42071
2010,Indirect migration background,Urban regions,Next year,0.29223,91,308,0.24135,0.34310
2010,Indirect migration background,Urban regions,In the next 2 to 5 years,0.26699,101,308,0.21750,0.31647
2010,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.07399,33,308,0.04471,0.10327
2011,No migration background,Urban regions,As soon as possible,0.33506,543,1897,0.31382,0.35631
2011,No migration background,Urban regions,Next year,0.25417,517,1897,0.23457,0.27376
2011,No migration background,Urban regions,In the next 2 to 5 years,0.32786,652,1897,0.30673,0.34899
2011,No migration background,Urban regions,"In the distant future, in more than five years",0.08291,185,1897,0.07050,0.09533
2011,No migration background,Rural regions,As soon as possible,0.47359,507,1254,0.44595,0.50124
2011,No migration background,Rural regions,Next year,0.21828,333,1254,0.19541,0.24115
2011,No migration background,Rural regions,In the next 2 to 5 years,0.22779,310,1254,0.20457,0.25102
2011,No migration background,Rural regions,"In the distant future, in more than five years",0.08033,104,1254,0.06528,0.09538
2011,Direct migration background,Urban regions,As soon as possible,0.38008,186,572,0.34026,0.41989
2011,Direct migration background,Urban regions,Next year,0.18427,126,572,0.15247,0.21607
2011,Direct migration background,Urban regions,In the next 2 to 5 years,0.31761,184,572,0.27943,0.35580
2011,Direct migration background,Urban regions,"In the distant future, in more than five years",0.11804,76,572,0.09157,0.14450
2011,Direct migration background,Rural regions,As soon as possible,0.43679,60,146,0.35606,0.51752
2011,Direct migration background,Rural regions,Next year,0.22496,41,146,0.15699,0.29293
2011,Direct migration background,Rural regions,In the next 2 to 5 years,0.26171,45,146,0.19017,0.33326
2011,Indirect migration background,Urban regions,As soon as possible,0.31049,73,304,0.25839,0.36259
2011,Indirect migration background,Urban regions,Next year,0.20097,75,304,0.15585,0.24609
2011,Indirect migration background,Urban regions,In the next 2 to 5 years,0.35730,110,304,0.30334,0.41126
2011,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.13123,46,304,0.09321,0.16925
2012,No migration background,Urban regions,As soon as possible,0.33791,523,1781,0.31594,0.35989
2012,No migration background,Urban regions,Next year,0.27929,532,1781,0.25845,0.30013
2012,No migration background,Urban regions,In the next 2 to 5 years,0.29357,549,1781,0.27241,0.31472
2012,No migration background,Urban regions,"In the distant future, in more than five years",0.08923,177,1781,0.07599,0.10248
2012,No migration background,Rural regions,As soon as possible,0.47518,472,1152,0.44633,0.50403
2012,No migration background,Rural regions,Next year,0.23060,293,1152,0.20626,0.25493
2012,No migration background,Rural regions,In the next 2 to 5 years,0.20483,266,1152,0.18151,0.22814
2012,No migration background,Rural regions,"In the distant future, in more than five years",0.08939,121,1152,0.07291,0.10588
2012,Direct migration background,Urban regions,As soon as possible,0.43861,172,460,0.39322,0.48401
2012,Direct migration background,Urban regions,Next year,0.24105,116,460,0.20192,0.28018
2012,Direct migration background,Urban regions,In the next 2 to 5 years,0.23381,124,460,0.19509,0.27253
2012,Direct migration background,Urban regions,"In the distant future, in more than five years",0.08653,48,460,0.06081,0.11225
2012,Direct migration background,Rural regions,As soon as possible,0.33718,52,139,0.25831,0.41606
2012,Direct migration background,Rural regions,Next year,0.25375,43,139,0.18115,0.32636
2012,Direct migration background,Rural regions,In the next 2 to 5 years,0.34142,44,139,0.26231,0.42054
2012,Indirect migration background,Urban regions,As soon as possible,0.27423,66,263,0.22021,0.32825
2012,Indirect migration background,Urban regions,Next year,0.25121,62,263,0.19869,0.30373
2012,Indirect migration background,Urban regions,In the next 2 to 5 years,0.37778,103,263,0.31907,0.43648
2012,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.09679,32,263,0.06098,0.13259
2013,No migration background,Urban regions,As soon as possible,0.31436,435,1563,0.29133,0.33738
2013,No migration background,Urban regions,Next year,0.31773,502,1563,0.29464,0.34082
2013,No migration background,Urban regions,In the next 2 to 5 years,0.30001,481,1563,0.27729,0.32274
2013,No migration background,Urban regions,"In the distant future, in more than five years",0.06790,145,1563,0.05542,0.08037
2013,No migration background,Rural regions,As soon as possible,0.42942,402,1037,0.39928,0.45956
2013,No migration background,Rural regions,Next year,0.30040,301,1037,0.27248,0.32831
2013,No migration background,Rural regions,In the next 2 to 5 years,0.21221,248,1037,0.18731,0.23711
2013,No migration background,Rural regions,"In the distant future, in more than five years",0.05797,86,1037,0.04374,0.07220
2013,Direct migration background,Urban regions,As soon as possible,0.43896,422,1099,0.40960,0.46831
2013,Direct migration background,Urban regions,Next year,0.19805,237,1099,0.17448,0.22163
2013,Direct migration background,Urban regions,In the next 2 to 5 years,0.27630,330,1099,0.24985,0.30275
2013,Direct migration background,Urban regions,"In the distant future, in more than five years",0.08669,110,1099,0.07004,0.10333
2013,Direct migration background,Rural regions,As soon as possible,0.44315,164,360,0.39176,0.49454
2013,Direct migration background,Rural regions,Next year,0.26692,70,360,0.22116,0.31268
2013,Direct migration background,Rural regions,In the next 2 to 5 years,0.19124,88,360,0.15056,0.23192
2013,Direct migration background,Rural regions,"In the distant future, in more than five years",0.09869,38,360,0.06784,0.12954
2013,Indirect migration background,Urban regions,As soon as possible,0.27950,137,524,0.24104,0.31796
2013,Indirect migration background,Urban regions,Next year,0.26000,117,524,0.22240,0.29759
2013,Indirect migration background,Urban regions,In the next 2 to 5 years,0.33092,192,524,0.29059,0.37124
2013,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.12959,78,524,0.10080,0.15837
2013,Indirect migration background,Rural regions,In the next 2 to 5 years,0.28579,35,35,0.13392,0.43765
2014,No migration background,Urban regions,As soon as possible,0.32736,378,1339,0.30222,0.35251
2014,No migration background,Urban regions,Next year,0.31499,442,1339,0.29010,0.33988
2014,No migration background,Urban regions,In the next 2 to 5 years,0.29620,408,1339,0.27173,0.32066
2014,No migration background,Urban regions,"In the distant future, in more than five years",0.06144,111,1339,0.04858,0.07431
2014,No migration background,Rural regions,As soon as possible,0.45722,372,898,0.42462,0.48982
2014,No migration background,Rural regions,Next year,0.24732,234,898,0.21908,0.27555
2014,No migration background,Rural regions,In the next 2 to 5 years,0.22580,220,898,0.19844,0.25316
2014,No migration background,Rural regions,"In the distant future, in more than five years",0.06966,72,898,0.05300,0.08632
2014,Direct migration background,Urban regions,As soon as possible,0.42785,319,825,0.39407,0.46164
2014,Direct migration background,Urban regions,Next year,0.23403,195,825,0.20512,0.26294
2014,Direct migration background,Urban regions,In the next 2 to 5 years,0.28316,234,825,0.25239,0.31392
2014,Direct migration background,Urban regions,"In the distant future, in more than five years",0.05496,77,825,0.03940,0.07052
2014,Direct migration background,Rural regions,As soon as possible,0.43533,109,229,0.37097,0.49968
2014,Direct migration background,Rural regions,Next year,0.20597,52,229,0.15348,0.25847
2014,Direct migration background,Rural regions,In the next 2 to 5 years,0.24623,68,229,0.19031,0.30215
2014,Indirect migration background,Urban regions,As soon as possible,0.38793,128,416,0.34105,0.43481
2014,Indirect migration background,Urban regions,Next year,0.16995,88,416,0.13381,0.20608
2014,Indirect migration background,Urban regions,In the next 2 to 5 years,0.32268,138,416,0.27770,0.36766
2014,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.11944,62,416,0.08824,0.15064
2015,No migration background,Urban regions,As soon as possible,0.34076,349,1254,0.31451,0.36700
2015,No migration background,Urban regions,Next year,0.27073,363,1254,0.24613,0.29533
2015,No migration background,Urban regions,In the next 2 to 5 years,0.33401,439,1254,0.30789,0.36012
2015,No migration background,Urban regions,"In the distant future, in more than five years",0.05451,103,1254,0.04194,0.06708
2015,No migration background,Rural regions,As soon as possible,0.42539,315,820,0.39153,0.45925
2015,No migration background,Rural regions,Next year,0.25834,211,820,0.22836,0.28832
2015,No migration background,Rural regions,In the next 2 to 5 years,0.25707,226,820,0.22714,0.28700
2015,No migration background,Rural regions,"In the distant future, in more than five years",0.05920,68,820,0.04304,0.07536
2015,Direct migration background,Urban regions,As soon as possible,0.43737,353,1003,0.40666,0.46809
2015,Direct migration background,Urban regions,Next year,0.21177,254,1003,0.18647,0.23707
2015,Direct migration background,Urban regions,In the next 2 to 5 years,0.28220,300,1003,0.25433,0.31007
2015,Direct migration background,Urban regions,"In the distant future, in more than five years",0.06866,96,1003,0.05300,0.08431
2015,Direct migration background,Rural regions,As soon as possible,0.31531,122,351,0.26663,0.36399
2015,Direct migration background,Rural regions,Next year,0.35098,90,351,0.30098,0.40098
2015,Direct migration background,Rural regions,In the next 2 to 5 years,0.22961,99,351,0.18555,0.27367
2015,Direct migration background,Rural regions,"In the distant future, in more than five years",0.10410,40,351,0.07210,0.13609
2015,Indirect migration background,Urban regions,As soon as possible,0.35605,108,397,0.30889,0.40321
2015,Indirect migration background,Urban regions,Next year,0.20083,78,397,0.16137,0.24028
2015,Indirect migration background,Urban regions,In the next 2 to 5 years,0.33856,158,397,0.29195,0.38517
2015,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.10456,53,397,0.07442,0.13470
2015,Indirect migration background,Rural regions,In the next 2 to 5 years,0.33620,35,35,0.17740,0.49499
2016,No migration background,Urban regions,As soon as possible,0.27743,281,1130,0.25132,0.30355
2016,No migration background,Urban regions,Next year,0.32425,366,1130,0.29695,0.35156
2016,No migration background,Urban regions,In the next 2 to 5 years,0.30919,373,1130,0.28223,0.33615
2016,No migration background,Urban regions,"In the distant future, in more than five years",0.08913,110,1130,0.07251,0.10575
2016,No migration background,Rural regions,As soon as possible,0.35751,240,693,0.32181,0.39322
2016,No migration background,Rural regions,Next year,0.29232,196,693,0.25843,0.32621
2016,No migration background,Rural regions,In the next 2 to 5 years,0.28737,200,693,0.25365,0.32109
2016,No migration background,Rural regions,"In the distant future, in more than five years",0.06280,57,693,0.04472,0.08087
2016,Direct migration background,Urban regions,As soon as possible,0.44567,998,2362,0.42562,0.46572
2016,Direct migration background,Urban regions,Next year,0.22346,612,2362,0.20666,0.24026
2016,Direct migration background,Urban regions,In the next 2 to 5 years,0.24468,599,2362,0.22734,0.26203
2016,Direct migration background,Urban regions,"In the distant future, in more than five years",0.08618,153,2362,0.07486,0.09750
2016,Direct migration background,Rural regions,As soon as possible,0.36970,436,944,0.33889,0.40051
2016,Direct migration background,Rural regions,Next year,0.28027,235,944,0.25160,0.30894
2016,Direct migration background,Rural regions,In the next 2 to 5 years,0.21935,214,944,0.19294,0.24577
2016,Direct migration background,Rural regions,"In the distant future, in more than five years",0.13068,59,944,0.10916,0.15219
2016,Indirect migration background,Urban regions,As soon as possible,0.28808,81,333,0.23937,0.33680
2016,Indirect migration background,Urban regions,Next year,0.22589,86,333,0.18091,0.27088
2016,Indirect migration background,Urban regions,In the next 2 to 5 years,0.43720,133,333,0.38384,0.49056
2016,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.04883,33,333,0.02565,0.07201
2016,Indirect migration background,Rural regions,In the next 2 to 5 years,0.40790,32,32,0.23490,0.58091
2017,No migration background,Urban regions,As soon as possible,0.26827,307,1239,0.24359,0.29295
2017,No migration background,Urban regions,Next year,0.34178,394,1239,0.31536,0.36820
2017,No migration background,Urban regions,In the next 2 to 5 years,0.31546,429,1239,0.28958,0.34135
2017,No migration background,Urban regions,"In the distant future, in more than five years",0.07449,109,1239,0.05986,0.08912
2017,No migration background,Rural regions,As soon as possible,0.37470,238,733,0.33964,0.40977
2017,No migration background,Rural regions,Next year,0.29281,229,733,0.25984,0.32577
2017,No migration background,Rural regions,In the next 2 to 5 years,0.27890,202,733,0.24641,0.31139
2017,No migration background,Rural regions,"In the distant future, in more than five years",0.05359,64,733,0.03727,0.06990
2017,Direct migration background,Urban regions,As soon as possible,0.40029,1031,2766,0.38203,0.41855
2017,Direct migration background,Urban regions,Next year,0.25882,714,2766,0.24250,0.27515
2017,Direct migration background,Urban regions,In the next 2 to 5 years,0.26006,829,2766,0.24371,0.27641
2017,Direct migration background,Urban regions,"In the distant future, in more than five years",0.08083,192,2766,0.07067,0.09099
2017,Direct migration background,Rural regions,As soon as possible,0.42065,447,1115,0.39166,0.44964
2017,Direct migration background,Rural regions,Next year,0.28417,328,1115,0.25769,0.31066
2017,Direct migration background,Rural regions,In the next 2 to 5 years,0.22971,261,1115,0.20501,0.25442
2017,Direct migration background,Rural regions,"In the distant future, in more than five years",0.06546,79,1115,0.05094,0.07999
2017,Indirect migration background,Urban regions,As soon as possible,0.30891,106,370,0.26177,0.35606
2017,Indirect migration background,Urban regions,Next year,0.32831,109,370,0.28040,0.37623
2017,Indirect migration background,Urban regions,In the next 2 to 5 years,0.27204,110,370,0.22663,0.31745
2017,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.09073,45,370,0.06143,0.12004
2018,No migration background,Urban regions,As soon as possible,0.23435,310,1206,0.21043,0.25827
2018,No migration background,Urban regions,Next year,0.32953,384,1206,0.30299,0.35607
2018,No migration background,Urban regions,In the next 2 to 5 years,0.36901,418,1206,0.34177,0.39626
2018,No migration background,Urban regions,"In the distant future, in more than five years",0.06710,94,1206,0.05298,0.08123
2018,No migration background,Rural regions,As soon as possible,0.37274,230,698,0.33684,0.40864
2018,No migration background,Rural regions,Next year,0.36019,224,698,0.32455,0.39583
2018,No migration background,Rural regions,In the next 2 to 5 years,0.21165,191,698,0.18132,0.24197
2018,No migration background,Rural regions,"In the distant future, in more than five years",0.05542,53,698,0.03844,0.07241
2018,Direct migration background,Urban regions,As soon as possible,0.41841,894,2369,0.39854,0.43828
2018,Direct migration background,Urban regions,Next year,0.29556,673,2369,0.27718,0.31394
2018,Direct migration background,Urban regions,In the next 2 to 5 years,0.21391,645,2369,0.19739,0.23043
2018,Direct migration background,Urban regions,"In the distant future, in more than five years",0.07212,157,2369,0.06170,0.08253
2018,Direct migration background,Rural regions,As soon as possible,0.38837,338,888,0.35630,0.42044
2018,Direct migration background,Rural regions,Next year,0.22058,249,888,0.19329,0.24786
2018,Direct migration background,Rural regions,In the next 2 to 5 years,0.30198,250,888,0.27176,0.33219
2018,Direct migration background,Rural regions,"In the distant future, in more than five years",0.08908,51,888,0.07033,0.10782
2018,Indirect migration background,Urban regions,As soon as possible,0.27278,88,345,0.22571,0.31984
2018,Indirect migration background,Urban regions,Next year,0.35877,104,345,0.30809,0.40946
2018,Indirect migration background,Urban regions,In the next 2 to 5 years,0.30699,117,345,0.25825,0.35574
2018,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.06146,36,345,0.03608,0.08684
2019,No migration background,Urban regions,As soon as possible,0.22055,246,1027,0.19518,0.24592
2019,No migration background,Urban regions,Next year,0.34292,335,1027,0.31388,0.37197
2019,No migration background,Urban regions,In the next 2 to 5 years,0.36829,353,1027,0.33877,0.39780
2019,No migration background,Urban regions,"In the distant future, in more than five years",0.06824,93,1027,0.05281,0.08367
2019,No migration background,Rural regions,As soon as possible,0.31681,187,617,0.28007,0.35355
2019,No migration background,Rural regions,Next year,0.36080,220,617,0.32288,0.39873
2019,No migration background,Rural regions,In the next 2 to 5 years,0.26205,169,617,0.22732,0.29678
2019,No migration background,Rural regions,"In the distant future, in more than five years",0.06034,41,617,0.04154,0.07915
2019,Direct migration background,Urban regions,As soon as possible,0.41460,754,1937,0.39266,0.43655
2019,Direct migration background,Urban regions,Next year,0.27227,564,1937,0.25244,0.29209
2019,Direct migration background,Urban regions,In the next 2 to 5 years,0.22730,492,1937,0.20863,0.24596
2019,Direct migration background,Urban regions,"In the distant future, in more than five years",0.08583,127,1937,0.07336,0.09831
2019,Direct migration background,Rural regions,As soon as possible,0.34991,256,646,0.31310,0.38672
2019,Direct migration background,Rural regions,Next year,0.36960,188,646,0.33235,0.40686
2019,Direct migration background,Rural regions,In the next 2 to 5 years,0.20736,202,646,0.17607,0.23864
2019,Indirect migration background,Urban regions,As soon as possible,0.32703,84,287,0.27266,0.38140
2019,Indirect migration background,Urban regions,Next year,0.26340,74,287,0.21235,0.31445
2019,Indirect migration background,Urban regions,In the next 2 to 5 years,0.32601,97,287,0.27168,0.38033
2019,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.08357,32,287,0.05149,0.11564
2020,No migration background,Urban regions,As soon as possible,0.24322,256,1080,0.21762,0.26882
2020,No migration background,Urban regions,Next year,0.36070,383,1080,0.33205,0.38936
2020,No migration background,Urban regions,In the next 2 to 5 years,0.32526,352,1080,0.29730,0.35321
2020,No migration background,Urban regions,"In the distant future, in more than five years",0.07082,89,1080,0.05552,0.08613
2020,No migration background,Rural regions,As soon as possible,0.31990,174,562,0.28130,0.35849
2020,No migration background,Rural regions,Next year,0.34383,182,562,0.30452,0.38314
2020,No migration background,Rural regions,In the next 2 to 5 years,0.28997,164,562,0.25242,0.32752
2020,No migration background,Rural regions,"In the distant future, in more than five years",0.04631,42,562,0.02892,0.06370
2020,Direct migration background,Urban regions,As soon as possible,0.41409,996,2279,0.39386,0.43432
2020,Direct migration background,Urban regions,Next year,0.28492,558,2279,0.26639,0.30346
2020,Direct migration background,Urban regions,In the next 2 to 5 years,0.21753,591,2279,0.20058,0.23447
2020,Direct migration background,Urban regions,"In the distant future, in more than five years",0.08346,134,2279,0.07210,0.09482
2020,Direct migration background,Rural regions,As soon as possible,0.50057,316,696,0.46340,0.53775
2020,Direct migration background,Rural regions,Next year,0.21323,145,696,0.18278,0.24369
2020,Direct migration background,Rural regions,In the next 2 to 5 years,0.21393,191,696,0.18344,0.24442
2020,Direct migration background,Rural regions,"In the distant future, in more than five years",0.07226,44,696,0.05301,0.09151
2020,Indirect migration background,Urban regions,As soon as possible,0.22695,59,284,0.17815,0.27575
2020,Indirect migration background,Urban regions,Next year,0.35602,94,284,0.30023,0.41180
2020,Indirect migration background,Urban regions,In the next 2 to 5 years,0.34074,98,284,0.28552,0.39596
2020,Indirect migration background,Urban regions,"In the distant future, in more than five years",0.07630,33,284,0.04537,0.10723
2020,Indirect migration background,Rural regions,In the next 2 to 5 years,0.55272,31,31,0.37480,0.73065
2021,No migration background,Urban regions,As soon as possible,0.22333,183,769,0.19388,0.25279
2021,No migration background,Urban regions,Next year,0.38531,291,769,0.35089,0.41973
2021,No migration background,Urban regions,In the next 2 to 5 years,0.32741,239,769,0.29422,0.36060
2021,No migration background,Urban regions,"In the distant future, in more than five years",0.06395,56,769,0.04664,0.08125
2021,No migration background,Rural regions,As soon as possible,0.27568,92,381,0.23075,0.32061
2021,No migration background,Rural regions,Next year,0.38337,138,381,0.33448,0.43225
2021,No migration background,Rural regions,In the next 2 to 5 years,0.25055,119,381,0.20698,0.29412
2021,No migration background,Rural regions,"In the distant future, in more than five years",0.09040,32,381,0.06157,0.11923
2021,Direct migration background,Urban regions,As soon as possible,0.41258,499,1348,0.38629,0.43887
2021,Direct migration background,Urban regions,Next year,0.28947,374,1348,0.26525,0.31369
2021,Direct migration background,Urban regions,In the next 2 to 5 years,0.22021,340,1348,0.19808,0.24234
2021,Direct migration background,Urban regions,"In the distant future, in more than five years",0.07774,135,1348,0.06344,0.09204
2021,Direct migration background,Rural regions,As soon as possible,0.27114,134,299,0.22067,0.32161
2021,Direct migration background,Rural regions,Next year,0.55387,81,299,0.49743,0.61031
2021,Direct migration background,Rural regions,In the next 2 to 5 years,0.14716,84,299,0.10694,0.18739
2021,Indirect migration background,Urban regions,As soon as possible,0.27332,41,145,0.20053,0.34611
2021,Indirect migration background,Urban regions,Next year,0.39283,58,145,0.31306,0.47260
2021,Indirect migration background,Urban regions,In the next 2 to 5 years,0.26782,46,145,0.19549,0.34014
2022,No migration background,Urban regions,As soon as possible,0.17913,184,975,0.15505,0.20321
2022,No migration background,Urban regions,Next year,0.44472,407,975,0.41352,0.47593
2022,No migration background,Urban regions,In the next 2 to 5 years,0.30637,314,975,0.27742,0.33532
2022,No migration background,Urban regions,"In the distant future, in more than five years",0.06978,70,975,0.05378,0.08578
2022,No migration background,Rural regions,As soon as possible,0.19583,118,566,0.16311,0.22855
2022,No migration background,Rural regions,Next year,0.39432,225,566,0.35402,0.43461
2022,No migration background,Rural regions,In the next 2 to 5 years,0.32393,172,566,0.28534,0.36252
2022,No migration background,Rural regions,"In the distant future, in more than five years",0.08592,51,566,0.06282,0.10903
2022,Direct migration background,Urban regions,As soon as possible,0.36017,476,1263,0.33368,0.38665
2022,Direct migration background,Urban regions,Next year,0.33017,359,1263,0.30423,0.35612
2022,Direct migration background,Urban regions,In the next 2 to 5 years,0.27243,332,1263,0.24787,0.29700
2022,Direct migration background,Urban regions,"In the distant future, in more than five years",0.03723,96,1263,0.02678,0.04767
2022,Direct migration background,Rural regions,As soon as possible,0.38697,106,302,0.33195,0.44199
2022,Direct migration background,Rural regions,Next year,0.32310,104,302,0.27027,0.37594
2022,Direct migration background,Rural regions,In the next 2 to 5 years,0.22959,92,302,0.18208,0.27711
2022,Indirect migration background,Urban regions,As soon as possible,0.16763,34,175,0.11213,0.22314
2022,Indirect migration background,Urban regions,Next year,0.40274,88,175,0.32986,0.47561
2022,Indirect migration background,Urban regions,In the next 2 to 5 years,0.38232,53,175,0.31011,0.45452
