"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2009","AkademikerIn","Westdeutschland","6.96","6.5","2062","4","6","8","9","10","6.88","7.04","0","10","8","8"
"2009","Hauptschule","Ostdeutschland","6.12","6.5","236","1","5","8","9","10","5.78","6.46","0","10","6","7"
"2009","Hauptschule","Westdeutschland","6.49","6.5","2476","3","5","8","9","10","6.4","6.58","0","10","7","7"
"2009","Realschule","Ostdeutschland","6.42","6.5","1256","3","5","8","9","10","6.29","6.55","0","10","7","7"
"2009","Realschule","Westdeutschland","6.85","6.5","2190","4","6","8","9","10","6.76","6.94","0","10","7","8"
"2010","(Fach-)Abitur","Ostdeutschland","6.76","6.5","313","4","5","8","9","10","6.53","6.99","0","10","7","8"
"2010","(Fach-)Abitur","Westdeutschland","6.9","6.5","1697","4","6","8","9","10","6.79","7.01","0","10","8","8"
"2010","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","6.65","6.5","162","3","5","8","10","10","6.22","7.08","0","10","6","8"
"2010","AkademikerIn","Ostdeutschland","6.93","6.5","888","4","6","8","9","10","6.8","7.06","0","10","7","8"
"2010","AkademikerIn","Westdeutschland","7.04","6.5","2840","5","6","8","9","10","6.97","7.11","0","10","8","8"
"2010","Hauptschule","Ostdeutschland","6.31","6.5","311","2","5","8","10","10","6","6.62","0","10","6","7"
"2010","Hauptschule","Westdeutschland","6.68","6.5","3211","3","5","8","9","10","6.6","6.76","0","10","7","7"
"2010","Realschule","Ostdeutschland","6.65","6.5","1587","3","5","8","9","10","6.54","6.76","0","10","7","7"
"2010","Realschule","Westdeutschland","6.91","6.5","3100","4","6","8","9","10","6.83","6.99","0","10","8","8"
"2011","(Fach-)Abitur","Ostdeutschland","6.64","6.5","366","4","5","8","9","10","6.41","6.87","0","10","7","8"
"2011","(Fach-)Abitur","Westdeutschland","7.08","6.5","1887","5","6","8","9","10","6.99","7.17","0","10","7","8"
"2011","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland","6.8","6.5","201","3","5","9","10","10","6.45","7.15","0","10","7","8"
"2011","AkademikerIn","Ostdeutschland","6.9","6.5","989","4","6","8","9","10","6.77","7.03","0","10","7","8"
"2011","AkademikerIn","Westdeutschland","7.25","7.5","3218","5","6","9","9","10","7.18","7.32","0","10","8","8"
"2011","Hauptschule","Ostdeutschland","6.14","6.5","352","1","5","8","10","10","5.84","6.44","0","10","6","7"
"2011","Hauptschule","Westdeutschland","6.69","6.5","3513","3","5","8","10","10","6.61","6.77","0","10","7","8"
"2011","Realschule","Ostdeutschland","6.51","6.5","1708","3","5","8","9","10","6.4","6.62","0","10","7","7"
"2011","Realschule","Westdeutschland","7","7.5","3515","4","6","8","9","10","6.93","7.07","0","10","8","8"
"2012","(Fach-)Abitur","Ostdeutschland","6.61","6.5","377","4","5","8","9","10","6.41","6.81","0","10","7","8"
"2012","(Fach-)Abitur","Westdeutschland","7.1","6.5","1984","4","6","8","9","10","7.01","7.19","0","10","7","8"
"2012","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Westdeutschland","6.74","6.5","208","4","5","8","9","10","6.42","7.06","0","10","7","8"
"2012","AkademikerIn","Ostdeutschland","7.08","7.5","968","4","6","9","9","10","6.96","7.2","0","10","7","8"
"2012","AkademikerIn","Westdeutschland","7.21","7.5","3267","5","6","8","9","10","7.15","7.27","0","10","8","8"
"2012","Hauptschule","Ostdeutschland","6.3","6.5","353","2","5","8","10","10","6.03","6.57","0","10","7","7"
"2012","Hauptschule","Westdeutschland","6.86","6.5","3579","4","5","8","9","10","6.79","6.93","0","10","7","8"
"2012","Realschule","Ostdeutschland","6.86","6.5","1734","4","6","8","9","10","6.76","6.96","0","10","7","7"
"2012","Realschule","Westdeutschland","7.16","7.5","3571","4","6","9","9","10","7.09","7.23","0","10","8","8"
"2013","(Fach-)Abitur","Ostdeutschland","6.85","6.5","409","4","6","8","10","10","6.65","7.05","0","10","7","8"
"2013","(Fach-)Abitur","Westdeutschland","7.26","7.5","2688","5","6","9","10","10","7.18","7.34","0","10","8","8"
"2013","(noch) kein Abschluss","Ostdeutschland","6.37","6.5","33","2","5","9","10","10","5.46","7.28","0","10","6","8"
"2013","(noch) kein Abschluss","Westdeutschland","6.83","6.5","340","3","5","9","10","10","6.57","7.09","0","10","7","8"
"2013","AkademikerIn","Ostdeutschland","7.16","7.5","1021","5","6","8","9","10","7.04","7.28","0","10","7","8"
"2013","AkademikerIn","Westdeutschland","7.22","7.5","3953","5","6","8","9","10","7.16","7.28","0","10","8","8"
"2013","Hauptschule","Ostdeutschland","6.39","6.5","414","2","5","9","10","10","6.13","6.65","0","10","7","8"
"2013","Hauptschule","Westdeutschland","6.91","6.5","4331","4","6","8","10","10","6.84","6.98","0","10","7","8"
"2013","Realschule","Ostdeutschland","6.89","6.5","1700","4","6","8","9","10","6.79","6.99","0","10","7","8"
"2013","Realschule","Westdeutschland","7.01","7.5","3873","4","6","8","9","10","6.94","7.08","0","10","8","8"
"2014","(Fach-)Abitur","Ostdeutschland","6.89","6.5","376","4","5","8","9","10","6.68","7.1","0","10","7","8"
"2014","(Fach-)Abitur","Westdeutschland","7.19","7.5","2452","5","6","8","9","10","7.11","7.27","0","10","8","8"
"2014","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","6.87","7.5","278","3","5","9","10","10","6.59","7.15","0","10","7","8"
"2014","AkademikerIn","Ostdeutschland","7.09","6.5","911","4","6","8","9","10","6.97","7.21","0","10","7","8"
"2014","AkademikerIn","Westdeutschland","7.25","7.5","3553","5","6","8","9","10","7.19","7.31","0","10","8","8"
"2014","Hauptschule","Ostdeutschland","6.31","6.5","372","0","5","9","9","10","6.06","6.56","0","10","7","8"
"2014","Hauptschule","Westdeutschland","6.91","7.5","3701","4","5","8","10","10","6.84","6.98","0","10","8","8"
"2014","Realschule","Ostdeutschland","6.9","6.5","1526","4","6","8","9","10","6.79","7.01","0","10","7","8"
"2014","Realschule","Westdeutschland","7","6.5","3406","4","6","8","9","10","6.93","7.07","0","10","8","8"
"2015","(Fach-)Abitur","Ostdeutschland","7.05","7.5","347","4","6","8","9","10","6.85","7.25","0","10","7","8"
"2015","(Fach-)Abitur","Westdeutschland","7.16","7.5","2226","5","6","8","9","10","7.08","7.24","0","10","8","8"
"2015","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","Westdeutschland","6.88","6.5","218","4","5","9","10","10","6.59","7.17","0","10","7","8"
"2015","AkademikerIn","Ostdeutschland","7.14","7.5","859","5","6","8","9","10","7.02","7.26","0","10","7","8"
"2015","AkademikerIn","Westdeutschland","7.26","7.5","3289","5","6","9","9","10","7.2","7.32","0","10","8","8"
"2015","Hauptschule","Ostdeutschland","7.09","7.5","333","5","6","8","9","10","6.84","7.34","0","10","7","8"
"2015","Hauptschule","Westdeutschland","7.03","7.5","3207","4","6","8","10","10","6.96","7.1","0","10","8","8"
"2015","Realschule","Ostdeutschland","6.72","6.5","1431","3","5","8","9","10","6.61","6.83","0","10","7","7"
"2015","Realschule","Westdeutschland","7.11","7.5","3189","5","6","8","9","10","7.04","7.18","0","10","8","8"
"2016","(Fach-)Abitur","Ostdeutschland","6.72","6.5","366","4","5","8","9","10","6.5","6.94","0","10","7","8"
"2016","(Fach-)Abitur","Westdeutschland","7.21","7.5","2286","5","6","8","9","10","7.13","7.29","0","10","8","8"
"2016","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland","7.4","7.5","241","5","6","9","10","10","7.14","7.66","0","10","7","8"
"2016","AkademikerIn","Ostdeutschland","7.22","7.5","840","5","6","8","9","10","7.1","7.34","0","10","7","8"
"2016","AkademikerIn","Westdeutschland","7.2","7.5","3285","5","6","8","9","10","7.14","7.26","0","10","8","8"
"2016","Hauptschule","Ostdeutschland","6.99","7.5","330","4","6","8","10","10","6.72","7.26","0","10","7","8"
"2016","Hauptschule","Westdeutschland","7.01","7.5","3074","4","6","8","10","10","6.93","7.09","0","10","8","8"
"2016","Realschule","Ostdeutschland","6.87","6.5","1327","4","6","8","9","10","6.77","6.97","0","10","7","8"
"2016","Realschule","Westdeutschland","7.12","7.5","2930","4","6","9","9","10","7.05","7.19","0","10","8","8"
"2017","(Fach-)Abitur","Ostdeutschland","6.87","6.5","425","4","6","8","9","10","6.68","7.06","0","10","7","8"
"2017","(Fach-)Abitur","Westdeutschland","7.18","7.5","2531","5","6","8","10","10","7.1","7.26","0","10","8","8"
"2017","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","Westdeutschland","7.24","6.5","249","5","6","9","10","10","6.96","7.52","0","10","7","8"
"2017","AkademikerIn","Ostdeutschland","7.18","7.5","929","5","6","8","9","10","7.06","7.3","0","10","7","8"
"2017","AkademikerIn","Westdeutschland","7.31","7.5","3737","5","6","9","9","10","7.25","7.37","0","10","8","8"
"2017","Hauptschule","Ostdeutschland","6.73","6.5","349","4","5","8","10","10","6.5","6.96","0","10","7","8"
"2017","Hauptschule","Westdeutschland","6.98","6.5","3219","4","6","8","10","10","6.91","7.05","0","10","7","8"
"2017","Realschule","Ostdeutschland","6.81","6.5","1546","4","6","8","9","10","6.71","6.91","0","10","7","7"
"2017","Realschule","Westdeutschland","7.16","7.5","3381","4","6","8","10","10","7.09","7.23","0","10","8","8"
"2018","(Fach-)Abitur","Ostdeutschland","6.92","6.5","428","4","6","8","9","10","6.74","7.1","0","10","7","8"
"2018","(Fach-)Abitur","Westdeutschland","7.14","6.5","2515","5","6","9","9","10","7.06","7.22","0","10","7","8"
"2018","(noch) kein Abschluss","Ostdeutschland","6.8","7.5","37","3","5","9","10","10","5.87","7.73","0","10","5","8"
"2018","(noch) kein Abschluss","Westdeutschland","6.6","6.5","246","4","5","8","10","10","6.32","6.88","0","10","7","8"
"2018","AkademikerIn","Ostdeutschland","6.98","6.5","890","4","6","8","9","10","6.86","7.1","0","10","7","8"
"2018","AkademikerIn","Westdeutschland","7.18","7.5","3668","5","6","8","9","10","7.12","7.24","0","10","8","8"
"2018","Hauptschule","Ostdeutschland","6.64","6.5","349","3","5","8","10","10","6.38","6.9","0","10","7","8"
"2018","Hauptschule","Westdeutschland","7.05","6.5","2990","4","6","8","10","10","6.97","7.13","0","10","7","8"
"2018","Realschule","Ostdeutschland","6.87","6.5","1518","4","6","8","9","10","6.77","6.97","0","10","7","7"
"2018","Realschule","Westdeutschland","7.13","7.5","3245","4","6","8","9","10","7.06","7.2","0","10","8","8"
"2019","(Fach-)Abitur","Ostdeutschland","7.3","6.5","449","5","7","9","9","10","7.14","7.46","0","10","8","8"
"2019","(Fach-)Abitur","Westdeutschland","7.19","7.5","2591","5","6","8","9","10","7.11","7.27","0","10","8","8"
"2019","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","Westdeutschland","7.16","7.5","227","4","6","9","10","10","6.9","7.42","1","10","7","8"
"2019","AkademikerIn","Ostdeutschland","7.43","7.5","1061","5","7","9","9","10","7.33","7.53","0","10","8","8"
"2019","AkademikerIn","Westdeutschland","7.35","7.5","4076","5","6","9","9","10","7.3","7.4","0","10","8","8"
"2019","Hauptschule","Ostdeutschland","7.3","7.5","299","4","6","9","10","10","7.06","7.54","0","10","7","8"
"2019","Hauptschule","Westdeutschland","7.15","7.5","2662","5","6","9","10","10","7.07","7.23","0","10","8","8"
"2019","Realschule","Ostdeutschland","7.06","6.5","1464","4","6","8","9","10","6.96","7.16","0","10","8","8"
"2019","Realschule","Westdeutschland","7.13","7.5","3300","4","6","8","9","10","7.06","7.2","0","10","8","8"
"2020","(Fach-)Abitur","Ostdeutschland","7.14","6.5","459","4","6","9","9","10","6.96","7.32","0","10","7","8"
"2020","(Fach-)Abitur","Westdeutschland","7.14","6.5","2827","5","6","8","9","10","7.07","7.21","0","10","8","8"
"2020","(noch) kein Abschluss","Ostdeutschland","7.19","6.5","30","5","7","8","9","10","6.42","7.96","3","10","6","8"
"2020","(noch) kein Abschluss","Westdeutschland","7.48","7.5","307","4","6","9","10","10","7.23","7.73","0","10","8","8"
"2020","AkademikerIn","Ostdeutschland","7.25","7.5","1060","5","6","8","9","10","7.13","7.37","0","10","8","8"
"2020","AkademikerIn","Westdeutschland","7.23","7.5","4283","5","6","8","9","10","7.17","7.29","0","10","8","8"
"2020","Hauptschule","Ostdeutschland","6.85","6.5","296","4","5","8","9","10","6.6","7.1","0","10","7","8"
"2020","Hauptschule","Westdeutschland","6.98","6.5","2558","4","6","8","9","10","6.9","7.06","0","10","7","8"
"2020","Realschule","Ostdeutschland","7.05","7.5","1301","5","6","8","9","10","6.94","7.16","0","10","7","8"
"2020","Realschule","Westdeutschland","7.08","7.5","2979","4","6","9","9","10","7.01","7.15","0","10","8","8"
