"year","age_gr","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2007","17-34","kein Migrationshintergrund","7.04","7.5","2542","4","6","9","9","10","6.96","7.12","0","10","7","8"
"2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","35-65","direkter Migrationshintergrund","6.35","6.5","869","3","5","8","9","10","6.2","6.5","0","10","7","7"
"2007","35-65","indirekter Migrationshintergrund","6.83","7.5","145","3","6","8","9","10","6.45","7.21","0","10","7","8"
"2007","35-65","kein Migrationshintergrund","6.75","6.5","7547","4","5","8","9","10","6.7","6.8","0","10","7","7"
"2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","66 +","kein Migrationshintergrund","5.98","6.5","271","0","4","9","10","10","5.6","6.36","0","10","7","8"
"2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","17-34","direkter Migrationshintergrund","6.97","6.5","235","4","6","9","10","10","6.71","7.23","0","10","7","8"
"2008","17-34","indirekter Migrationshintergrund","6.76","6.5","367","3","5","8","10","10","6.53","6.99","0","10","7","8"
"2008","17-34","kein Migrationshintergrund","7.02","6.5","2410","4","6","8","9","10","6.94","7.1","0","10","7","8"
"2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","35-65","direkter Migrationshintergrund","6.49","6.5","812","3","5","8","9","10","6.34","6.64","0","10","7","7"
"2008","35-65","indirekter Migrationshintergrund","6.86","7.5","157","4","5","8","9","10","6.52","7.2","0","10","7","8"
"2008","35-65","kein Migrationshintergrund","6.79","6.5","7187","4","5","8","9","10","6.74","6.84","0","10","7","7"
"2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","66 +","kein Migrationshintergrund","6.83","7.5","248","3","5","9","10","10","6.5","7.16","0","10","7","8"
"2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","17-34","direkter Migrationshintergrund","6.95","6.5","205","4","6","9","10","10","6.65","7.25","0","10","7","8"
"2009","17-34","indirekter Migrationshintergrund","6.61","6.5","349","3","5","8","9","10","6.36","6.86","0","10","7","8"
"2009","17-34","kein Migrationshintergrund","6.98","6.5","2288","4","6","8","9","10","6.89","7.07","0","10","7","8"
"2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","35-65","direkter Migrationshintergrund","6.11","6.5","721","2","5","8","9","10","5.94","6.28","0","10","7","7"
"2009","35-65","indirekter Migrationshintergrund","7.05","6.5","157","5","6","8","9","10","6.72","7.38","0","10","7","8"
"2009","35-65","kein Migrationshintergrund","6.7","6.5","6758","3","5","8","9","10","6.65","6.75","0","10","7","7"
"2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","66 +","kein Migrationshintergrund","6.01","6.5","270","0","5","8","10","10","5.66","6.36","0","10","7","8"
"2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2010","17-34","direkter Migrationshintergrund","7.13","7.5","452","4","6","9","10","10","6.92","7.34","0","10","8","8"
"2010","17-34","indirekter Migrationshintergrund","6.68","6.5","410","3","5","9","10","10","6.43","6.93","0","10","7","8"
"2010","17-34","kein Migrationshintergrund","7.01","6.5","3118","4","6","8","9","10","6.93","7.09","0","10","8","8"
"2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2010","35-65","direkter Migrationshintergrund","6.47","6.5","1066","3","5","8","9","10","6.32","6.62","0","10","7","7"
"2010","35-65","indirekter Migrationshintergrund","6.92","6.5","286","5","6","8","9","10","6.66","7.18","0","10","7","8"
"2010","35-65","kein Migrationshintergrund","6.82","6.5","8802","4","6","8","9","10","6.77","6.87","0","10","7","8"
"2010","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2010","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2010","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2010","66 +","kein Migrationshintergrund","6.21","6.5","268","0","5","9","10","10","5.84","6.58","0","10","7","8"
"2010","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2011","17-34","direkter Migrationshintergrund","7.31","7.5","449","5","6","8","10","10","7.13","7.49","0","10","8","8"
"2011","17-34","indirekter Migrationshintergrund","7.01","7.5","453","4","6","9","10","10","6.79","7.23","0","10","7","8"
"2011","17-34","kein Migrationshintergrund","7.12","7.5","3288","4","6","9","9","10","7.05","7.19","0","10","8","8"
"2011","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2011","35-65","direkter Migrationshintergrund","6.69","6.5","1210","3","5","8","9","10","6.56","6.82","0","10","7","7"
"2011","35-65","indirekter Migrationshintergrund","7.01","6.5","379","4","6","8","10","10","6.79","7.23","0","10","7","8"
"2011","35-65","kein Migrationshintergrund","6.86","6.5","10145","4","6","8","9","10","6.82","6.9","0","10","8","8"
"2011","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2011","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","66 +","kein Migrationshintergrund","6.08","6.5","320","0","4","9","10","10","5.73","6.43","0","10","7","8"
"2011","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2012","17-34","direkter Migrationshintergrund","7.47","7.5","418","5","7","9","10","10","7.28","7.66","0","10","8","8"
"2012","17-34","indirekter Migrationshintergrund","7.34","7.5","423","4","6","9","10","10","7.13","7.55","0","10","7","8"
"2012","17-34","kein Migrationshintergrund","7.09","6.5","3144","4","6","8","9","10","7.02","7.16","0","10","8","8"
"2012","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2012","35-65","direkter Migrationshintergrund","6.81","6.5","1314","4","6","8","9","10","6.69","6.93","0","10","7","8"
"2012","35-65","indirekter Migrationshintergrund","7.02","6.5","413","4","6","8","9","10","6.83","7.21","0","10","7","8"
"2012","35-65","kein Migrationshintergrund","6.99","6.5","10391","4","6","8","9","10","6.95","7.03","0","10","8","8"
"2012","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2012","66 +","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2012","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2012","66 +","kein Migrationshintergrund","6.98","7.5","317","3","6","9","10","10","6.68","7.28","0","10","8","8"
"2012","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2013","17-34","direkter Migrationshintergrund","7.35","7.5","1161","5","6","9","10","10","7.23","7.47","0","10","8","8"
"2013","17-34","indirekter Migrationshintergrund","7.41","7.5","803","5","6","9","10","10","7.26","7.56","0","10","8","8"
"2013","17-34","kein Migrationshintergrund","7.09","7.5","3104","4","6","9","10","10","7.02","7.16","0","10","8","8"
"2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2013","35-65","direkter Migrationshintergrund","7.06","6.5","2875","4","6","9","10","10","6.98","7.14","0","10","8","8"
"2013","35-65","indirekter Migrationshintergrund","7.01","6.5","599","4","6","8","9","10","6.84","7.18","0","10","7","8"
"2013","35-65","kein Migrationshintergrund","6.96","6.5","10320","4","6","8","9","10","6.92","7","0","10","8","8"
"2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2013","66 +","direkter Migrationshintergrund","5.88","6.5","35","0","5","8","9","10","4.85","6.91","0","10","6","8"
"2013","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","66 +","kein Migrationshintergrund","7.4","7.5","311","4","7","9","10","10","7.15","7.65","0","10","8","8"
"2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2014","17-34","direkter Migrationshintergrund","7.29","7.5","911","4","6","9","10","10","7.15","7.43","0","10","8","8"
"2014","17-34","indirekter Migrationshintergrund","7.32","7.5","694","5","7","9","10","10","7.16","7.48","0","10","8","8"
"2014","17-34","kein Migrationshintergrund","7.04","6.5","2820","4","6","9","9","10","6.96","7.12","0","10","8","8"
"2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2014","35-65","direkter Migrationshintergrund","7","7.5","2375","4","6","8","10","10","6.91","7.09","0","10","8","8"
"2014","35-65","indirekter Migrationshintergrund","6.89","6.5","551","4","5","8","10","10","6.71","7.07","0","10","7","8"
"2014","35-65","kein Migrationshintergrund","7.01","7.5","9407","4","6","8","9","10","6.97","7.05","0","10","8","8"
"2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2014","66 +","direkter Migrationshintergrund","5.43","5.5","32","0","2","8","10","10","4.27","6.59","0","10","6","8"
"2014","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2014","66 +","kein Migrationshintergrund","6.86","7.5","328","2","6","9","10","10","6.59","7.13","0","10","8","8"
"2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2015","17-34","direkter Migrationshintergrund","7.52","7.5","682","5","7","9","10","10","7.37","7.67","0","10","8","8"
"2015","17-34","indirekter Migrationshintergrund","7.31","7.5","573","4","6","9","10","10","7.13","7.49","0","10","8","8"
"2015","17-34","kein Migrationshintergrund","7.26","7.5","2558","5","6","9","10","10","7.18","7.34","0","10","8","8"
"2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2015","35-65","direkter Migrationshintergrund","7.06","7.5","2054","4","6","8","10","10","6.97","7.15","0","10","8","8"
"2015","35-65","indirekter Migrationshintergrund","7.18","7.5","546","4","6","9","9","10","7.01","7.35","0","10","7","8"
"2015","35-65","kein Migrationshintergrund","6.99","6.5","8888","4","6","8","9","10","6.95","7.03","0","10","7","8"
"2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2015","66 +","direkter Migrationshintergrund","6.84","6.5","40","5","5","8","10","10","6.1","7.58","0","10","6","8"
"2015","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2015","66 +","kein Migrationshintergrund","7.19","7.5","308","4","6","9","10","10","6.93","7.45","0","10","8","8"
"2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2016","17-34","direkter Migrationshintergrund","7.49","7.5","848","5","7","9","10","10","7.36","7.62","0","10","8","8"
"2016","17-34","indirekter Migrationshintergrund","7.7","7.5","534","5","7","9","10","10","7.53","7.87","0","10","8","8"
"2016","17-34","kein Migrationshintergrund","7.15","7.5","2329","4","6","9","9","10","7.07","7.23","0","10","8","8"
"2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2016","35-65","direkter Migrationshintergrund","7.26","7.5","2206","5","7","8","10","10","7.18","7.34","0","10","8","8"
"2016","35-65","indirekter Migrationshintergrund","6.99","6.5","535","4","6","8","9","10","6.81","7.17","0","10","7","8"
"2016","35-65","kein Migrationshintergrund","7","6.5","8363","4","6","8","9","10","6.96","7.04","0","10","8","8"
"2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2016","66 +","direkter Migrationshintergrund","6.28","6.5","36","3","5","9","9","10","5.48","7.08","0","10","6","9"
"2016","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2016","66 +","kein Migrationshintergrund","7.22","7.5","325","4","7","9","10","10","6.96","7.48","0","10","8","8"
"2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2017","17-34","direkter Migrationshintergrund","7.47","7.5","716","5","7","9","10","10","7.33","7.61","0","10","8","8"
"2017","17-34","indirekter Migrationshintergrund","7.43","7.5","560","4","7","9","10","10","7.25","7.61","0","10","8","8"
"2017","17-34","kein Migrationshintergrund","7.26","7.5","2784","4","6","9","10","10","7.19","7.33","0","10","8","8"
"2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2017","35-65","direkter Migrationshintergrund","7.11","6.5","2178","5","6","8","9","10","7.03","7.19","0","10","7","8"
"2017","35-65","indirekter Migrationshintergrund","7.17","7.5","603","4","6","9","9","10","7.01","7.33","0","10","7","8"
"2017","35-65","kein Migrationshintergrund","7","6.5","9646","4","6","8","9","10","6.96","7.04","0","10","7","8"
"2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2017","66 +","direkter Migrationshintergrund","7.12","7.5","45","0","6","9","10","10","6.4","7.84","0","10","7","8"
"2017","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2017","66 +","kein Migrationshintergrund","7.55","7.5","372","5","7","9","10","10","7.34","7.76","0","10","8","8"
"2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2018","17-34","direkter Migrationshintergrund","7.26","7.5","659","5","6","8","9","10","7.11","7.41","0","10","8","8"
"2018","17-34","indirekter Migrationshintergrund","7.34","7.5","610","5","6","9","10","10","7.16","7.52","0","10","8","8"
"2018","17-34","kein Migrationshintergrund","7.13","7.5","2824","4","6","8","9","10","7.06","7.2","0","10","8","8"
"2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2018","35-65","direkter Migrationshintergrund","7.12","6.5","2144","5","6","8","9","10","7.04","7.2","0","10","7","8"
"2018","35-65","indirekter Migrationshintergrund","7.25","7.5","601","5","6","9","9","10","7.08","7.42","0","10","7","8"
"2018","35-65","kein Migrationshintergrund","7","6.5","9174","4","6","8","9","10","6.96","7.04","0","10","7","8"
"2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2018","66 +","direkter Migrationshintergrund","7.14","7.5","51","5","6","8","10","10","6.48","7.8","0","10","7","8"
"2018","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2018","66 +","kein Migrationshintergrund","7.36","7.5","389","4","6","9","10","10","7.13","7.59","0","10","8","8"
"2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2019","17-34","direkter Migrationshintergrund","7.45","7.5","526","5","6","9","10","10","7.29","7.61","0","10","8","8"
"2019","17-34","indirekter Migrationshintergrund","7.32","7.5","537","5","6","9","10","10","7.14","7.5","0","10","8","8"
"2019","17-34","kein Migrationshintergrund","7.34","7.5","2569","5","7","9","9","10","7.27","7.41","0","10","8","8"
"2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2019","35-65","direkter Migrationshintergrund","7.28","7.5","1949","5","6","9","10","10","7.2","7.36","0","10","8","8"
"2019","35-65","indirekter Migrationshintergrund","7.36","7.5","779","5","6","9","10","10","7.22","7.5","0","10","8","8"
"2019","35-65","kein Migrationshintergrund","7.08","6.5","9791","4","6","8","9","10","7.04","7.12","0","10","8","8"
"2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2019","66 +","direkter Migrationshintergrund","7.11","7.5","53","5","6","8","9","10","6.71","7.51","4","10","8","8"
"2019","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2019","66 +","kein Migrationshintergrund","8.01","7.5","524","6","7","9","10","10","7.86","8.16","0","10","8","9"
"2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","17-34","direkter Migrationshintergrund","7.2","7.5","1414","5","6","9","10","10","7.09","7.31","0","10","8","8"
"2020","17-34","indirekter Migrationshintergrund","7.13","7.5","522","4","6","9","10","10","6.94","7.32","0","10","8","8"
"2020","17-34","kein Migrationshintergrund","7.3","7.5","2456","5","6","9","9","10","7.23","7.37","0","10","8","8"
"2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","35-65","direkter Migrationshintergrund","7.09","7.5","2392","4","6","8","9","10","7.01","7.17","0","10","8","8"
"2020","35-65","indirekter Migrationshintergrund","7.29","7.5","657","5","6","8","9","10","7.14","7.44","0","10","8","8"
"2020","35-65","kein Migrationshintergrund","7.01","6.5","8864","4","6","8","9","10","6.97","7.05","0","10","8","8"
"2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2020","66 +","direkter Migrationshintergrund","7.82","7.5","44","5","7","9","9","10","7.34","8.3","4","10","7","8"
"2020","66 +","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2020","66 +","kein Migrationshintergrund","7.83","7.5","428","5","7","9","10","10","7.65","8.01","0","10","8","8"
"2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
