year,age_gr,pgisced97,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,46-65 y.,Post-secondary Non-tertiary Level,Very often,0.04361,35,831,0.02972,0.05750
2018,46-65 y.,Post-secondary Non-tertiary Level,Often,0.17149,140,831,0.14584,0.19713
2018,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.38453,315,831,0.35144,0.41763
2018,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.28580,241,831,0.25507,0.31654
2018,46-65 y.,Post-secondary Non-tertiary Level,Never,0.11011,100,831,0.08882,0.13141
2018,46-65 y.,First Stage of Tertiary Education,Often,0.17514,121,714,0.14724,0.20304
2018,46-65 y.,First Stage of Tertiary Education,Sometimes,0.40319,291,714,0.36718,0.43920
2018,46-65 y.,First Stage of Tertiary Education,Seldom,0.27909,217,714,0.24616,0.31201
2018,46-65 y.,First Stage of Tertiary Education,Never,0.12038,85,714,0.09650,0.14427
2018,46-65 y.,Second Stage of Tertiary Education,Very often,0.03491,107,2529,0.02775,0.04206
2018,46-65 y.,Second Stage of Tertiary Education,Often,0.22667,521,2529,0.21034,0.24299
2018,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.38472,1028,2529,0.36576,0.40369
2018,46-65 y.,Second Stage of Tertiary Education,Seldom,0.29419,713,2529,0.27643,0.31196
2018,46-65 y.,Second Stage of Tertiary Education,Never,0.05564,160,2529,0.04671,0.06458
2018,66 and older,Lower Secondary Level,Sometimes,0.22916,137,560,0.19432,0.26400
2018,66 and older,Lower Secondary Level,Seldom,0.31800,176,560,0.27939,0.35661
2018,66 and older,Lower Secondary Level,Never,0.37695,247,560,0.33677,0.41712
2018,66 and older,Upper Secondary Level,Very often,0.01428,43,2533,0.00966,0.01891
2018,66 and older,Upper Secondary Level,Often,0.10113,255,2533,0.08939,0.11288
2018,66 and older,Upper Secondary Level,Sometimes,0.26034,691,2533,0.24324,0.27743
2018,66 and older,Upper Secondary Level,Seldom,0.33527,854,2533,0.31688,0.35365
2018,66 and older,Upper Secondary Level,Never,0.28323,690,2533,0.26568,0.30078
2018,66 and older,Post-secondary Non-tertiary Level,Sometimes,0.17770,39,129,0.11148,0.24393
2018,66 and older,Post-secondary Non-tertiary Level,Seldom,0.33796,49,129,0.25601,0.41991
2018,66 and older,Post-secondary Non-tertiary Level,Never,0.29227,41,129,0.21348,0.37107
2018,66 and older,First Stage of Tertiary Education,Often,0.13066,47,343,0.09494,0.16638
2018,66 and older,First Stage of Tertiary Education,Sometimes,0.29867,105,343,0.25016,0.34718
2018,66 and older,First Stage of Tertiary Education,Seldom,0.38570,126,343,0.33411,0.43729
2018,66 and older,First Stage of Tertiary Education,Never,0.17109,65,343,0.13117,0.21100
2018,66 and older,Second Stage of Tertiary Education,Very often,0.02242,39,1283,0.01431,0.03052
2018,66 and older,Second Stage of Tertiary Education,Often,0.16439,202,1283,0.14410,0.18468
2018,66 and older,Second Stage of Tertiary Education,Sometimes,0.35179,440,1283,0.32565,0.37793
2018,66 and older,Second Stage of Tertiary Education,Seldom,0.32611,422,1283,0.30044,0.35177
2018,66 and older,Second Stage of Tertiary Education,Never,0.13503,180,1283,0.11632,0.15373
