,Unnamed: 0,year,age_gr,pgisced97,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
254,254,2015,46-65 y.,Upper Secondary Level,Does not matter,0.62579,240,3350,0.53407,0.71892
255,255,2015,46-65 y.,Post-secondary Non-tertiary Level,Does not matter,1.0,40,3350,0.69368,1.3662
256,256,2015,46-65 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.36075,44,3350,0.25528,0.50534
257,257,2015,46-65 y.,Second Stage of Tertiary Education,Does not matter,0.63925,66,3350,0.50082,0.79288
258,258,2017,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,278,2721,0.83146,1.14271
259,259,2017,17-29 y.,Lower Secondary Level,Does not matter,0.11504,38,2721,0.07289,0.17163
260,260,2017,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.88496,199,2721,0.71955,1.03551
261,261,2017,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.22318,107,2721,0.18293,0.27391
262,262,2017,17-29 y.,Upper Secondary Level,Do something new,0.15472,60,2721,0.10394,0.20452
263,263,2017,17-29 y.,Upper Secondary Level,Does not matter,0.07111,38,2721,0.05043,0.09509
264,264,2017,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.55099,329,2721,0.48918,0.62782
265,265,2017,17-29 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,1.0,42,2721,0.60338,1.49795
266,266,2017,30-45 y.,Primary Level,Does not matter,0.54959,38,2721,0.3918,0.69551
267,267,2017,30-45 y.,Primary Level,Does not apply/do not (yet) have a job,0.45041,32,2721,0.30077,0.59345
268,268,2017,30-45 y.,Lower Secondary Level,In my current field/ field I was trained in,0.12362,31,2721,0.0768,0.18062
269,269,2017,30-45 y.,Lower Secondary Level,Do something new,0.25395,36,2721,0.15613,0.39775
270,270,2017,30-45 y.,Lower Secondary Level,Does not matter,0.45903,97,2721,0.33074,0.58867
271,271,2017,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.1634,40,2721,0.10791,0.21693
272,272,2017,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.33594,142,2721,0.28027,0.39968
273,273,2017,30-45 y.,Upper Secondary Level,Do something new,0.20991,98,2721,0.14504,0.29179
274,274,2017,30-45 y.,Upper Secondary Level,Does not matter,0.39115,176,2721,0.31704,0.49781
275,275,2017,30-45 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.063,32,2721,0.03863,0.08843
276,276,2017,30-45 y.,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.45802,54,2721,0.30717,0.61736
277,277,2017,30-45 y.,Post-secondary Non-tertiary Level,Do something new,0.27653,43,2721,0.1904,0.3932
278,278,2017,30-45 y.,Post-secondary Non-tertiary Level,Does not matter,0.26544,38,2721,0.16836,0.44861
279,279,2017,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.63938,143,2721,0.509,0.74911
280,280,2017,30-45 y.,Second Stage of Tertiary Education,Do something new,0.13128,46,2721,0.08116,0.21897
281,281,2017,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.22934,68,2721,0.16268,0.29124
282,282,2017,46-65 y.,Lower Secondary Level,Does not matter,1.0,47,2721,0.68547,1.29918
283,283,2017,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.19087,60,2721,0.13558,0.25437
284,284,2017,46-65 y.,Upper Secondary Level,Do something new,0.25149,90,2721,0.19676,0.31835
285,285,2017,46-65 y.,Upper Secondary Level,Does not matter,0.55764,179,2721,0.46365,0.6656
286,286,2017,46-65 y.,Post-secondary Non-tertiary Level,Does not matter,1.0,39,2721,0.68823,1.37516
287,287,2017,46-65 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.47421,49,2721,0.355,0.60425
288,288,2017,46-65 y.,Second Stage of Tertiary Education,Does not matter,0.52579,52,2721,0.36693,0.7131
