year,migback,quintil_oecd,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,No migration background,1st Quintile,Do something new,0.03296,142,826,0.02078,0.04515
2015,No migration background,1st Quintile,Does not matter,0.07452,314,826,0.05660,0.09244
2015,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.04510,223,826,0.03094,0.05927
2015,No migration background,2nd Quintile,In my current field/ field I was trained in,0.01528,95,429,0.00366,0.02690
2015,No migration background,2nd Quintile,Do something new,0.01284,70,429,0.00217,0.02350
2015,No migration background,2nd Quintile,Does not matter,0.02503,126,429,0.01023,0.03983
2015,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.02033,138,429,0.00696,0.03370
2015,No migration background,3rd Quintile,In my current field/ field I was trained in,0.01823,99,313,0.00338,0.03307
2015,No migration background,3rd Quintile,Do something new,0.00764,39,313,-0.00202,0.01731
2015,No migration background,3rd Quintile,Does not matter,0.01032,69,313,-0.00089,0.02154
2015,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.02170,106,313,0.00553,0.03787
2015,No migration background,4th Quintile,In my current field/ field I was trained in,0.01608,81,266,0.00094,0.03122
2015,No migration background,4th Quintile,Do something new,0.00939,40,266,-0.00222,0.02101
2015,No migration background,4th Quintile,Does not matter,0.00938,52,266,-0.00223,0.02098
2015,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.01674,93,266,0.00130,0.03219
2015,No migration background,5th Quintile,In my current field/ field I was trained in,0.01282,68,240,-0.00144,0.02708
2015,No migration background,5th Quintile,Does not matter,0.01494,66,240,-0.00044,0.03032
2015,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.01866,106,240,0.00150,0.03581
2015,Direct migration background,1st Quintile,In my current field/ field I was trained in,0.05065,109,540,0.03213,0.06916
2015,Direct migration background,1st Quintile,Do something new,0.03209,70,540,0.01721,0.04697
2015,Direct migration background,1st Quintile,Does not matter,0.10558,214,540,0.07963,0.13152
2015,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.07734,147,540,0.05479,0.09989
2015,Direct migration background,2nd Quintile,In my current field/ field I was trained in,0.02825,43,142,0.00090,0.05559
2015,Direct migration background,2nd Quintile,Does not matter,0.05185,59,142,0.01525,0.08845
2015,Direct migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.02236,40,142,-0.00205,0.04676
2015,Direct migration background,3rd Quintile,In my current field/ field I was trained in,0.03109,39,39,-0.02409,0.08627
2015,Indirect migration background,1st Quintile,In my current field/ field I was trained in,0.03219,36,207,0.00809,0.05629
2015,Indirect migration background,1st Quintile,Does not matter,0.02794,45,207,0.00544,0.05045
2015,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.10390,126,207,0.06223,0.14557
2015,Indirect migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.06770,48,48,-0.00412,0.13953
2015,Indirect migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.08976,42,42,0.00226,0.17725
2017,No migration background,1st Quintile,In my current field/ field I was trained in,0.03396,111,683,0.02036,0.04755
2017,No migration background,1st Quintile,Do something new,0.03774,122,683,0.02344,0.05204
2017,No migration background,1st Quintile,Does not matter,0.06894,235,683,0.04992,0.08795
2017,No migration background,1st Quintile,Does not apply/do not (yet) have a job,0.05753,215,683,0.04006,0.07501
2017,No migration background,2nd Quintile,In my current field/ field I was trained in,0.01527,68,311,0.00162,0.02892
2017,No migration background,2nd Quintile,Do something new,0.00999,56,311,-0.00108,0.02107
2017,No migration background,2nd Quintile,Does not matter,0.01307,75,311,0.00043,0.02571
2017,No migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.01851,112,311,0.00350,0.03351
2017,No migration background,3rd Quintile,In my current field/ field I was trained in,0.01721,62,232,0.00044,0.03398
2017,No migration background,3rd Quintile,Does not matter,0.00819,59,232,-0.00343,0.01980
2017,No migration background,3rd Quintile,Does not apply/do not (yet) have a job,0.01974,111,232,0.00180,0.03769
2017,No migration background,4th Quintile,In my current field/ field I was trained in,0.01397,59,243,-0.00082,0.02876
2017,No migration background,4th Quintile,Do something new,0.00891,48,243,-0.00293,0.02075
2017,No migration background,4th Quintile,Does not matter,0.00734,38,243,-0.00341,0.01809
2017,No migration background,4th Quintile,Does not apply/do not (yet) have a job,0.02068,98,243,0.00275,0.03860
2017,No migration background,5th Quintile,In my current field/ field I was trained in,0.01162,49,138,-0.00633,0.02957
2017,No migration background,5th Quintile,Does not apply/do not (yet) have a job,0.01747,89,138,-0.00447,0.03940
2017,Direct migration background,1st Quintile,In my current field/ field I was trained in,0.03951,90,542,0.02310,0.05593
2017,Direct migration background,1st Quintile,Do something new,0.03683,92,542,0.02096,0.05270
2017,Direct migration background,1st Quintile,Does not matter,0.08735,208,542,0.06356,0.11114
2017,Direct migration background,1st Quintile,Does not apply/do not (yet) have a job,0.06127,152,542,0.04106,0.08148
2017,Direct migration background,2nd Quintile,In my current field/ field I was trained in,0.02569,53,113,-0.00361,0.05499
2017,Direct migration background,2nd Quintile,Does not matter,0.05962,60,113,0.01576,0.10347
2017,Indirect migration background,1st Quintile,Does not matter,0.03446,38,134,0.00346,0.06546
2017,Indirect migration background,1st Quintile,Does not apply/do not (yet) have a job,0.06601,96,134,0.02381,0.10820
2017,Indirect migration background,2nd Quintile,Does not apply/do not (yet) have a job,0.07981,43,43,-0.00215,0.16177
