year,bula_h,migback,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Hesse,No migration background,Does not apply/do not (yet) have a job,0.32615,36,67,0.21305,0.43925
2009,"Rhineland-Palatinate, Saarland",No migration background,Does not apply/do not (yet) have a job,0.36854,36,36,0.20872,0.52836
2009,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.23671,41,130,0.16336,0.31006
2009,Baden-Wuerttemberg,No migration background,Does not matter,0.30600,40,130,0.22648,0.38553
2009,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.33636,49,130,0.25482,0.41789
2009,Bavaria,No migration background,In my current field/ field I was trained in,0.25937,40,172,0.19368,0.32506
2009,Bavaria,No migration background,Does not matter,0.29655,48,172,0.22809,0.36501
2009,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.33352,84,172,0.26285,0.40418
2009,Brandenburg,No migration background,Does not matter,0.55938,54,54,0.42572,0.69304
2009,Saxony,No migration background,Does not matter,0.42787,72,115,0.33705,0.51870
2009,Saxony,No migration background,Does not apply/do not (yet) have a job,0.25403,43,115,0.17412,0.33394
2009,Saxony-Anhalt,No migration background,Does not matter,0.46747,44,44,0.31834,0.61660
2009,Thuringa,No migration background,Does not matter,0.52187,58,58,0.39219,0.65155
2011,Lower Saxony,No migration background,In my current field/ field I was trained in,0.32950,35,106,0.23959,0.41940
2011,Lower Saxony,No migration background,Does not matter,0.21250,34,106,0.13426,0.29075
2011,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.40634,37,106,0.31240,0.50029
2011,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.13418,41,236,0.09060,0.17776
2011,North Rhine-Westphalia,No migration background,Do something new,0.16910,32,236,0.12118,0.21703
2011,North Rhine-Westphalia,No migration background,Does not matter,0.30162,69,236,0.24294,0.36031
2011,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.39509,94,236,0.33258,0.45759
2011,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.27545,39,86,0.18048,0.37042
2011,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.42947,47,86,0.32423,0.53470
2011,Bavaria,No migration background,In my current field/ field I was trained in,0.19660,34,136,0.12955,0.26364
2011,Bavaria,No migration background,Does not matter,0.27824,46,136,0.20264,0.35383
2011,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.36065,56,136,0.27965,0.44166
2011,Saxony,No migration background,Does not matter,0.33387,41,73,0.22493,0.44280
2011,Saxony,No migration background,Does not apply/do not (yet) have a job,0.25953,32,73,0.15827,0.36079
2011,Saxony-Anhalt,No migration background,Does not matter,0.37314,34,34,0.20813,0.53816
2011,Thuringa,No migration background,Does not matter,0.62454,36,36,0.46411,0.78497
2013,Schleswig-Holstein,No migration background,Does not apply/do not (yet) have a job,0.44524,31,31,0.26739,0.62308
2013,Lower Saxony,No migration background,In my current field/ field I was trained in,0.25662,40,130,0.18125,0.33199
2013,Lower Saxony,No migration background,Does not matter,0.24770,38,130,0.17321,0.32219
2013,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.30599,52,130,0.22647,0.38552
2013,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.22490,68,296,0.17725,0.27254
2013,North Rhine-Westphalia,No migration background,Do something new,0.15358,36,296,0.11244,0.19473
2013,North Rhine-Westphalia,No migration background,Does not matter,0.25355,74,296,0.20391,0.30320
2013,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.36797,118,296,0.31293,0.42300
2013,Hesse,No migration background,Does not apply/do not (yet) have a job,0.34536,32,32,0.17798,0.51274
2013,"Rhineland-Palatinate, Saarland",No migration background,Does not matter,0.34189,34,34,0.18005,0.50374
2013,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.23829,39,125,0.16330,0.31328
2013,Baden-Wuerttemberg,No migration background,Does not matter,0.26570,42,125,0.18795,0.34344
2013,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.33502,44,125,0.25194,0.41810
2013,Bavaria,No migration background,In my current field/ field I was trained in,0.30263,48,209,0.24020,0.36506
2013,Bavaria,No migration background,Do something new,0.15983,40,209,0.11003,0.20963
2013,Bavaria,No migration background,Does not matter,0.26807,51,209,0.20788,0.32827
2013,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.26947,70,209,0.20917,0.32977
2013,Brandenburg,No migration background,Does not matter,0.57453,36,36,0.41073,0.73833
2013,Saxony,No migration background,Does not matter,0.38899,41,41,0.23790,0.54007
2013,Saxony-Anhalt,No migration background,Does not matter,0.58163,47,47,0.43908,0.72419
2015,Schleswig-Holstein,No migration background,Does not apply/do not (yet) have a job,0.39241,33,33,0.22323,0.56159
2015,Lower Saxony,No migration background,In my current field/ field I was trained in,0.25133,52,222,0.19414,0.30852
2015,Lower Saxony,No migration background,Do something new,0.13999,33,222,0.09425,0.18574
2015,Lower Saxony,No migration background,Does not matter,0.20250,49,222,0.14952,0.25549
2015,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.40618,88,222,0.34143,0.47093
2015,Lower Saxony,Direct migration background,Does not matter,0.41750,76,124,0.33035,0.50465
2015,Lower Saxony,Direct migration background,Does not apply/do not (yet) have a job,0.27808,48,124,0.19890,0.35726
2015,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.21633,81,412,0.17653,0.25614
2015,North Rhine-Westphalia,No migration background,Do something new,0.16057,60,412,0.12507,0.19606
2015,North Rhine-Westphalia,No migration background,Does not matter,0.26096,113,412,0.21850,0.30342
2015,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.36214,158,412,0.31567,0.40860
2015,North Rhine-Westphalia,Direct migration background,In my current field/ field I was trained in,0.18747,92,397,0.14903,0.22591
2015,North Rhine-Westphalia,Direct migration background,Do something new,0.17173,47,397,0.13459,0.20888
2015,North Rhine-Westphalia,Direct migration background,Does not matter,0.37849,153,397,0.33072,0.42626
2015,North Rhine-Westphalia,Direct migration background,Does not apply/do not (yet) have a job,0.26231,105,397,0.21898,0.30563
2015,North Rhine-Westphalia,Indirect migration background,In my current field/ field I was trained in,0.20449,33,151,0.13994,0.26903
2015,North Rhine-Westphalia,Indirect migration background,Does not matter,0.13503,36,151,0.08034,0.18972
2015,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.57074,82,151,0.49153,0.64995
2015,Hesse,No migration background,Does not matter,0.35320,36,83,0.24974,0.45665
2015,Hesse,No migration background,Does not apply/do not (yet) have a job,0.33675,47,83,0.23446,0.43905
2015,Hesse,Direct migration background,In my current field/ field I was trained in,0.25966,32,73,0.15839,0.36094
2015,Hesse,Direct migration background,Does not matter,0.42895,41,73,0.31463,0.54327
2015,"Rhineland-Palatinate, Saarland",No migration background,Does not matter,0.30206,34,75,0.19744,0.40667
2015,"Rhineland-Palatinate, Saarland",No migration background,Does not apply/do not (yet) have a job,0.27217,41,75,0.17076,0.37358
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Does not matter,0.41013,40,40,0.25576,0.56450
2015,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.20319,45,176,0.14358,0.26281
2015,Baden-Wuerttemberg,No migration background,Does not matter,0.30000,51,176,0.23210,0.36789
2015,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.37032,80,176,0.29878,0.44187
2015,Baden-Wuerttemberg,Direct migration background,In my current field/ field I was trained in,0.27138,47,128,0.19404,0.34872
2015,Baden-Wuerttemberg,Direct migration background,Does not matter,0.27530,43,128,0.19762,0.35299
2015,Baden-Wuerttemberg,Direct migration background,Does not apply/do not (yet) have a job,0.33192,38,128,0.25002,0.41382
2015,Baden-Wuerttemberg,Indirect migration background,Does not apply/do not (yet) have a job,0.53831,41,41,0.38382,0.69281
2015,Bavaria,No migration background,In my current field/ field I was trained in,0.30479,74,270,0.24978,0.35980
2015,Bavaria,No migration background,Do something new,0.15176,43,270,0.10888,0.19464
2015,Bavaria,No migration background,Does not matter,0.23340,64,270,0.18285,0.28395
2015,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.31004,89,270,0.25477,0.36532
2015,Bavaria,Direct migration background,In my current field/ field I was trained in,0.36479,59,176,0.29347,0.43611
2015,Bavaria,Direct migration background,Does not matter,0.29594,85,176,0.22831,0.36357
2015,Bavaria,Direct migration background,Does not apply/do not (yet) have a job,0.14282,32,176,0.09098,0.19466
2015,Berlin,No migration background,In my current field/ field I was trained in,0.36150,34,65,0.24379,0.47920
2015,Berlin,No migration background,Does not matter,0.35755,31,65,0.24013,0.47497
2015,Brandenburg,No migration background,Does not matter,0.49334,44,44,0.34390,0.64278
2015,Mecklenburg-Western Pomerania,No migration background,Does not matter,0.48990,35,35,0.32187,0.65794
2015,Saxony,No migration background,In my current field/ field I was trained in,0.29043,42,128,0.21148,0.36938
2015,Saxony,No migration background,Do something new,0.22222,35,128,0.14991,0.29452
2015,Saxony,No migration background,Does not matter,0.30109,51,128,0.22130,0.38087
2015,Saxony-Anhalt,No migration background,Does not matter,0.41245,60,60,0.28684,0.53807
2015,Thuringa,No migration background,Does not matter,0.44789,31,31,0.26994,0.62584
2017,Lower Saxony,No migration background,In my current field/ field I was trained in,0.26979,45,220,0.21101,0.32858
2017,Lower Saxony,No migration background,Do something new,0.13269,35,220,0.08776,0.17762
2017,Lower Saxony,No migration background,Does not matter,0.18460,50,220,0.13322,0.23599
2017,Lower Saxony,No migration background,Does not apply/do not (yet) have a job,0.41291,90,220,0.34770,0.47812
2017,Lower Saxony,Direct migration background,Does not matter,0.41509,34,34,0.24698,0.58321
2017,North Rhine-Westphalia,No migration background,In my current field/ field I was trained in,0.22020,86,409,0.17999,0.26041
2017,North Rhine-Westphalia,No migration background,Do something new,0.16208,54,409,0.12632,0.19784
2017,North Rhine-Westphalia,No migration background,Does not matter,0.24426,97,409,0.20257,0.28595
2017,North Rhine-Westphalia,No migration background,Does not apply/do not (yet) have a job,0.37346,172,409,0.32652,0.42040
2017,North Rhine-Westphalia,Direct migration background,In my current field/ field I was trained in,0.20348,59,279,0.15616,0.25081
2017,North Rhine-Westphalia,Direct migration background,Do something new,0.12737,38,279,0.08818,0.16656
2017,North Rhine-Westphalia,Direct migration background,Does not matter,0.40042,104,279,0.34282,0.45802
2017,North Rhine-Westphalia,Direct migration background,Does not apply/do not (yet) have a job,0.26873,78,279,0.21662,0.32084
2017,North Rhine-Westphalia,Indirect migration background,Does not apply/do not (yet) have a job,0.60775,81,81,0.50076,0.71475
2017,Hesse,No migration background,Does not matter,0.25304,32,89,0.16220,0.34388
2017,Hesse,No migration background,Does not apply/do not (yet) have a job,0.31909,57,89,0.22170,0.41648
2017,"Rhineland-Palatinate, Saarland",No migration background,Does not apply/do not (yet) have a job,0.33764,36,36,0.18097,0.49432
2017,Baden-Wuerttemberg,No migration background,In my current field/ field I was trained in,0.29199,42,158,0.22087,0.36311
2017,Baden-Wuerttemberg,No migration background,Does not matter,0.19112,38,158,0.12962,0.25262
2017,Baden-Wuerttemberg,No migration background,Does not apply/do not (yet) have a job,0.36275,78,158,0.28754,0.43796
2017,Baden-Wuerttemberg,Direct migration background,In my current field/ field I was trained in,0.36909,38,38,0.21360,0.52458
2017,Bavaria,No migration background,In my current field/ field I was trained in,0.24817,63,251,0.19463,0.30172
2017,Bavaria,No migration background,Do something new,0.20924,50,251,0.15882,0.25966
2017,Bavaria,No migration background,Does not matter,0.18352,46,251,0.13554,0.23151
2017,Bavaria,No migration background,Does not apply/do not (yet) have a job,0.35907,92,251,0.29960,0.41854
2017,Bavaria,Direct migration background,In my current field/ field I was trained in,0.17860,33,126,0.11146,0.24575
2017,Bavaria,Direct migration background,Do something new,0.25847,35,126,0.18172,0.33521
2017,Bavaria,Direct migration background,Does not matter,0.44000,58,126,0.35298,0.52702
2017,Saxony,No migration background,In my current field/ field I was trained in,0.19510,40,173,0.13588,0.25432
2017,Saxony,No migration background,Do something new,0.19643,34,173,0.13706,0.25581
2017,Saxony,No migration background,Does not matter,0.34254,45,173,0.27162,0.41347
2017,Saxony,No migration background,Does not apply/do not (yet) have a job,0.26592,54,173,0.19989,0.33195
2017,Saxony-Anhalt,No migration background,Does not matter,0.37957,47,47,0.23933,0.51981
