year,regtyp,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Rural regions,male,Upper Secondary Degree,0.09556,254,2093,0.08297,0.10816
1997,Rural regions,male,Other Degree,0.02141,98,2093,0.01520,0.02761
1997,Rural regions,male,"Dropout, No School Degree",0.01113,36,2093,0.00664,0.01563
1997,Rural regions,male,No School Degree Yet,0.01542,53,2093,0.01014,0.02070
1997,Rural regions,female,Secondary School Degree,0.42436,945,2201,0.40371,0.44501
1997,Rural regions,female,Intermediate School Degree,0.26198,896,2201,0.24361,0.28035
1997,Rural regions,female,Upper Secondary Degree,0.06205,190,2201,0.05197,0.07213
1997,Rural regions,female,Other Degree,0.01870,82,2201,0.01304,0.02436
1997,Rural regions,female,"Dropout, No School Degree",0.00996,35,2201,0.00581,0.01411
1997,Rural regions,female,No School Degree Yet,0.01438,53,2201,0.00940,0.01935
1998,Urban regions,male,Secondary School Degree,0.34416,1714,4206,0.32980,0.35852
1998,Urban regions,male,Intermediate School Degree,0.16520,915,4206,0.15398,0.17642
1998,Urban regions,male,Technical School Degree,0.04062,197,4206,0.03466,0.04659
1998,Urban regions,male,Upper Secondary Degree,0.13585,701,4206,0.12549,0.14620
1998,Urban regions,male,Other Degree,0.05368,437,4206,0.04687,0.06050
1998,Urban regions,male,"Dropout, No School Degree",0.01497,137,4206,0.01130,0.01864
1998,Urban regions,male,No School Degree Yet,0.01578,105,4206,0.01201,0.01955
1998,Urban regions,female,Secondary School Degree,0.37039,1857,4545,0.35635,0.38443
1998,Urban regions,female,Intermediate School Degree,0.20588,1226,4545,0.19412,0.21764
1998,Urban regions,female,Technical School Degree,0.02506,122,4545,0.02052,0.02961
1998,Urban regions,female,Upper Secondary Degree,0.11106,617,4545,0.10193,0.12020
1998,Urban regions,female,Other Degree,0.04371,374,4545,0.03776,0.04965
1998,Urban regions,female,"Dropout, No School Degree",0.01891,189,4545,0.01495,0.02287
1998,Urban regions,female,No School Degree Yet,0.01682,114,4545,0.01308,0.02056
1998,Urban regions,female,No School Attended,0.00375,46,4545,0.00197,0.00552
1998,Rural regions,male,Secondary School Degree,0.36801,1001,2291,0.34826,0.38776
1998,Rural regions,male,Intermediate School Degree,0.23288,780,2291,0.21557,0.25020
1998,Rural regions,male,Technical School Degree,0.02691,49,2291,0.02028,0.03354
1998,Rural regions,male,Upper Secondary Degree,0.09308,276,2291,0.08118,0.10498
1998,Rural regions,male,Other Degree,0.02229,94,2291,0.01624,0.02833
1998,Rural regions,male,"Dropout, No School Degree",0.01015,34,2291,0.00604,0.01425
1998,Rural regions,male,No School Degree Yet,0.01387,57,2291,0.00908,0.01866
1998,Rural regions,female,Secondary School Degree,0.40355,1034,2382,0.38385,0.42326
1998,Rural regions,female,Intermediate School Degree,0.25830,957,2382,0.24072,0.27589
1998,Rural regions,female,Upper Secondary Degree,0.06138,217,2382,0.05174,0.07102
1998,Rural regions,female,Other Degree,0.02018,85,2382,0.01453,0.02582
1998,Rural regions,female,"Dropout, No School Degree",0.01003,34,2382,0.00602,0.01403
1998,Rural regions,female,No School Degree Yet,0.01417,55,2382,0.00942,0.01892
1999,Urban regions,male,Secondary School Degree,0.35604,1688,4130,0.34144,0.37065
1999,Urban regions,male,Intermediate School Degree,0.16642,900,4130,0.15506,0.17778
1999,Urban regions,male,Technical School Degree,0.03930,186,4130,0.03337,0.04523
1999,Urban regions,male,Upper Secondary Degree,0.14569,705,4130,0.13493,0.15645
1999,Urban regions,male,Other Degree,0.05715,413,4130,0.05007,0.06423
1999,Urban regions,male,"Dropout, No School Degree",0.01719,137,4130,0.01323,0.02116
1999,Urban regions,male,No School Degree Yet,0.01691,101,4130,0.01297,0.02084
1999,Urban regions,female,Secondary School Degree,0.37921,1802,4438,0.36493,0.39348
1999,Urban regions,female,Intermediate School Degree,0.21021,1213,4438,0.19822,0.22219
1999,Urban regions,female,Technical School Degree,0.02560,123,4438,0.02095,0.03025
1999,Urban regions,female,Upper Secondary Degree,0.11496,616,4438,0.10558,0.12435
1999,Urban regions,female,Other Degree,0.04398,345,4438,0.03795,0.05002
1999,Urban regions,female,"Dropout, No School Degree",0.02071,188,4438,0.01652,0.02491
1999,Urban regions,female,No School Degree Yet,0.01693,108,4438,0.01314,0.02073
1999,Urban regions,female,No School Attended,0.00419,43,4438,0.00229,0.00609
1999,Rural regions,male,Secondary School Degree,0.38415,983,2229,0.36395,0.40434
1999,Rural regions,male,Intermediate School Degree,0.24475,774,2229,0.22690,0.26261
1999,Rural regions,male,Technical School Degree,0.02667,48,2229,0.01998,0.03336
1999,Rural regions,male,Upper Secondary Degree,0.09180,281,2229,0.07981,0.10379
1999,Rural regions,male,Other Degree,0.02127,86,2229,0.01527,0.02726
1999,Rural regions,male,No School Degree Yet,0.01361,57,2229,0.00880,0.01842
1999,Rural regions,female,Secondary School Degree,0.41019,1012,2366,0.39037,0.43002
1999,Rural regions,female,Intermediate School Degree,0.27218,962,2366,0.25425,0.29012
1999,Rural regions,female,Upper Secondary Degree,0.06750,230,2366,0.05739,0.07761
1999,Rural regions,female,Other Degree,0.02034,81,2366,0.01465,0.02603
1999,Rural regions,female,"Dropout, No School Degree",0.00991,31,2366,0.00592,0.01390
1999,Rural regions,female,No School Degree Yet,0.01271,50,2366,0.00820,0.01723
2000,Urban regions,male,Secondary School Degree,0.34206,3030,7516,0.33133,0.35278
2000,Urban regions,male,Intermediate School Degree,0.17581,1666,7516,0.16720,0.18442
2000,Urban regions,male,Technical School Degree,0.05262,453,7516,0.04757,0.05767
2000,Urban regions,male,Upper Secondary Degree,0.15710,1432,7516,0.14887,0.16532
2000,Urban regions,male,Other Degree,0.06000,637,7516,0.05463,0.06537
2000,Urban regions,male,"Dropout, No School Degree",0.01497,145,7516,0.01223,0.01772
2000,Urban regions,male,No School Degree Yet,0.01436,153,7516,0.01167,0.01704
2000,Urban regions,female,Secondary School Degree,0.35953,3267,8182,0.34913,0.36993
2000,Urban regions,female,Intermediate School Degree,0.22782,2340,8182,0.21873,0.23691
2000,Urban regions,female,Technical School Degree,0.03227,311,8182,0.02844,0.03610
2000,Urban regions,female,Upper Secondary Degree,0.13211,1294,8182,0.12477,0.13944
2000,Urban regions,female,Other Degree,0.05333,607,8182,0.04846,0.05820
2000,Urban regions,female,"Dropout, No School Degree",0.01678,189,8182,0.01400,0.01957
2000,Urban regions,female,No School Degree Yet,0.01435,174,8182,0.01177,0.01693
2000,Rural regions,male,Secondary School Degree,0.37642,1764,4043,0.36148,0.39136
2000,Rural regions,male,Intermediate School Degree,0.25270,1356,4043,0.23930,0.26610
2000,Rural regions,male,Technical School Degree,0.03785,153,4043,0.03197,0.04373
2000,Rural regions,male,Upper Secondary Degree,0.09928,515,4043,0.09006,0.10850
2000,Rural regions,male,Other Degree,0.02495,133,4043,0.02014,0.02976
2000,Rural regions,male,"Dropout, No School Degree",0.00859,38,4043,0.00575,0.01144
2000,Rural regions,male,No School Degree Yet,0.01520,84,4043,0.01143,0.01897
2000,Rural regions,female,Secondary School Degree,0.40697,1869,4302,0.39229,0.42165
2000,Rural regions,female,Intermediate School Degree,0.27871,1619,4302,0.26531,0.29211
2000,Rural regions,female,Technical School Degree,0.02056,99,4302,0.01632,0.02480
2000,Rural regions,female,Upper Secondary Degree,0.07435,438,4302,0.06651,0.08219
2000,Rural regions,female,Other Degree,0.02739,149,4302,0.02251,0.03227
2000,Rural regions,female,"Dropout, No School Degree",0.00780,38,4302,0.00517,0.01042
2000,Rural regions,female,No School Degree Yet,0.01408,90,4302,0.01056,0.01761
2001,Urban regions,male,Secondary School Degree,0.33041,2656,6795,0.31922,0.34159
2001,Urban regions,male,Intermediate School Degree,0.17722,1540,6795,0.16814,0.18630
2001,Urban regions,male,Technical School Degree,0.05201,409,6795,0.04673,0.05729
2001,Urban regions,male,Upper Secondary Degree,0.16407,1354,6795,0.15526,0.17288
2001,Urban regions,male,Other Degree,0.05887,562,6795,0.05327,0.06446
2001,Urban regions,male,"Dropout, No School Degree",0.01284,112,6795,0.01016,0.01551
2001,Urban regions,male,No School Degree Yet,0.01790,162,6795,0.01475,0.02105
2001,Urban regions,female,Secondary School Degree,0.34519,2845,7439,0.33438,0.35599
2001,Urban regions,female,Intermediate School Degree,0.23103,2171,7439,0.22145,0.24061
2001,Urban regions,female,Technical School Degree,0.03449,303,7439,0.03034,0.03864
2001,Urban regions,female,Upper Secondary Degree,0.13716,1226,7439,0.12934,0.14498
2001,Urban regions,female,Other Degree,0.05783,569,7439,0.05253,0.06314
2001,Urban regions,female,"Dropout, No School Degree",0.01251,136,7439,0.00998,0.01503
2001,Urban regions,female,No School Degree Yet,0.01529,189,7439,0.01250,0.01808
2001,Rural regions,male,Secondary School Degree,0.38004,1581,3632,0.36425,0.39583
2001,Rural regions,male,Intermediate School Degree,0.25592,1234,3632,0.24173,0.27012
2001,Rural regions,male,Technical School Degree,0.03956,148,3632,0.03322,0.04590
2001,Rural regions,male,Upper Secondary Degree,0.09923,466,3632,0.08951,0.10896
2001,Rural regions,male,Other Degree,0.02381,108,3632,0.01885,0.02877
2001,Rural regions,male,No School Degree Yet,0.01688,95,3632,0.01269,0.02107
2001,Rural regions,female,Secondary School Degree,0.40375,1644,3878,0.38831,0.41919
2001,Rural regions,female,Intermediate School Degree,0.27421,1473,3878,0.26017,0.28825
2001,Rural regions,female,Technical School Degree,0.02195,97,3878,0.01734,0.02656
2001,Rural regions,female,Upper Secondary Degree,0.07859,411,3878,0.07011,0.08706
2001,Rural regions,female,Other Degree,0.02711,123,3878,0.02200,0.03223
2001,Rural regions,female,"Dropout, No School Degree",0.00862,36,3878,0.00571,0.01153
2001,Rural regions,female,No School Degree Yet,0.01402,94,3878,0.01032,0.01772
2002,Urban regions,male,Secondary School Degree,0.33384,2556,7303,0.32302,0.34466
2002,Urban regions,male,Intermediate School Degree,0.17999,1643,7303,0.17118,0.18881
2002,Urban regions,male,Technical School Degree,0.04881,471,7303,0.04387,0.05375
2002,Urban regions,male,Upper Secondary Degree,0.15971,1789,7303,0.15131,0.16811
2002,Urban regions,male,Other Degree,0.06038,540,7303,0.05492,0.06585
2002,Urban regions,male,"Dropout, No School Degree",0.01243,101,7303,0.00989,0.01498
2002,Urban regions,male,No School Degree Yet,0.01897,203,7303,0.01584,0.02210
2002,Urban regions,female,Secondary School Degree,0.34280,2707,7859,0.33231,0.35330
2002,Urban regions,female,Intermediate School Degree,0.23334,2320,7859,0.22399,0.24269
2002,Urban regions,female,Technical School Degree,0.03429,340,7859,0.03027,0.03831
2002,Urban regions,female,Upper Secondary Degree,0.13497,1588,7859,0.12742,0.14253
2002,Urban regions,female,Other Degree,0.05852,552,7859,0.05333,0.06371
2002,Urban regions,female,"Dropout, No School Degree",0.01362,128,7859,0.01105,0.01618
2002,Urban regions,female,No School Degree Yet,0.01619,224,7859,0.01339,0.01898
2002,Rural regions,male,Secondary School Degree,0.37312,1484,3683,0.35750,0.38874
2002,Rural regions,male,Intermediate School Degree,0.25805,1236,3683,0.24392,0.27218
2002,Rural regions,male,Technical School Degree,0.04219,176,3683,0.03569,0.04868
2002,Rural regions,male,Upper Secondary Degree,0.09421,594,3683,0.08478,0.10365
2002,Rural regions,male,Other Degree,0.02330,99,3683,0.01843,0.02818
2002,Rural regions,male,No School Degree Yet,0.01658,94,3683,0.01245,0.02070
2002,Rural regions,female,Secondary School Degree,0.40177,1577,3930,0.38644,0.41710
2002,Rural regions,female,Intermediate School Degree,0.27695,1485,3930,0.26296,0.29095
2002,Rural regions,female,Technical School Degree,0.02123,103,3930,0.01673,0.02574
2002,Rural regions,female,Upper Secondary Degree,0.07529,515,3930,0.06704,0.08354
2002,Rural regions,female,Other Degree,0.02991,126,3930,0.02458,0.03524
2002,Rural regions,female,"Dropout, No School Degree",0.00796,32,3930,0.00518,0.01074
2002,Rural regions,female,No School Degree Yet,0.01524,92,3930,0.01141,0.01908
2003,Urban regions,male,Secondary School Degree,0.32506,2441,7003,0.31409,0.33603
2003,Urban regions,male,Intermediate School Degree,0.18336,1593,7003,0.17430,0.19243
2003,Urban regions,male,Technical School Degree,0.04892,450,7003,0.04387,0.05397
2003,Urban regions,male,Upper Secondary Degree,0.16223,1714,7003,0.15360,0.17087
2003,Urban regions,male,Other Degree,0.06017,495,7003,0.05460,0.06574
2003,Urban regions,male,"Dropout, No School Degree",0.01371,97,7003,0.01099,0.01643
2003,Urban regions,male,No School Degree Yet,0.02004,213,7003,0.01676,0.02332
2003,Urban regions,female,Secondary School Degree,0.33475,2581,7563,0.32412,0.34539
2003,Urban regions,female,Intermediate School Degree,0.22846,2223,7563,0.21900,0.23792
2003,Urban regions,female,Technical School Degree,0.03711,338,7563,0.03285,0.04138
2003,Urban regions,female,Upper Secondary Degree,0.13947,1569,7563,0.13167,0.14728
2003,Urban regions,female,Other Degree,0.05875,523,7563,0.05345,0.06405
2003,Urban regions,female,"Dropout, No School Degree",0.01396,120,7563,0.01132,0.01661
2003,Urban regions,female,No School Degree Yet,0.01547,209,7563,0.01269,0.01825
2003,Rural regions,male,Secondary School Degree,0.36820,1406,3511,0.35225,0.38416
2003,Rural regions,male,Intermediate School Degree,0.26119,1183,3511,0.24666,0.27572
2003,Rural regions,male,Technical School Degree,0.04330,171,3511,0.03657,0.05004
2003,Rural regions,male,Upper Secondary Degree,0.09665,560,3511,0.08687,0.10642
2003,Rural regions,male,Other Degree,0.02520,102,3511,0.02001,0.03038
2003,Rural regions,male,No School Degree Yet,0.01462,89,3511,0.01065,0.01860
2003,Rural regions,female,Secondary School Degree,0.38947,1465,3778,0.37392,0.40502
2003,Rural regions,female,Intermediate School Degree,0.28416,1445,3778,0.26978,0.29855
2003,Rural regions,female,Technical School Degree,0.02227,100,3778,0.01756,0.02698
2003,Rural regions,female,Upper Secondary Degree,0.08150,506,3778,0.07278,0.09023
2003,Rural regions,female,Other Degree,0.02975,119,3778,0.02433,0.03517
2003,Rural regions,female,"Dropout, No School Degree",0.00963,36,3778,0.00651,0.01274
2003,Rural regions,female,No School Degree Yet,0.01683,107,3778,0.01273,0.02093
2004,Urban regions,male,Secondary School Degree,0.31876,2311,6768,0.30766,0.32986
2004,Urban regions,male,Intermediate School Degree,0.18310,1539,6768,0.17389,0.19232
2004,Urban regions,male,Technical School Degree,0.04854,449,6768,0.04342,0.05366
2004,Urban regions,male,Upper Secondary Degree,0.16480,1690,6768,0.15596,0.17364
2004,Urban regions,male,Other Degree,0.06231,476,6768,0.05655,0.06807
2004,Urban regions,male,"Dropout, No School Degree",0.01379,91,6768,0.01101,0.01657
2004,Urban regions,male,No School Degree Yet,0.02169,212,6768,0.01822,0.02516
2004,Urban regions,female,Secondary School Degree,0.33330,2477,7372,0.32254,0.34406
2004,Urban regions,female,Intermediate School Degree,0.22550,2159,7372,0.21596,0.23504
2004,Urban regions,female,Technical School Degree,0.03754,334,7372,0.03320,0.04188
2004,Urban regions,female,Upper Secondary Degree,0.13783,1549,7372,0.12996,0.14570
2004,Urban regions,female,Other Degree,0.06186,504,7372,0.05636,0.06736
2004,Urban regions,female,"Dropout, No School Degree",0.01485,118,7372,0.01209,0.01761
2004,Urban regions,female,No School Degree Yet,0.01790,231,7372,0.01487,0.02092
2004,Rural regions,male,Secondary School Degree,0.37292,1360,3417,0.35670,0.38914
2004,Rural regions,male,Intermediate School Degree,0.25973,1146,3417,0.24503,0.27443
2004,Rural regions,male,Technical School Degree,0.04235,160,3417,0.03560,0.04910
2004,Rural regions,male,Upper Secondary Degree,0.09626,555,3417,0.08636,0.10615
2004,Rural regions,male,Other Degree,0.02549,98,3417,0.02020,0.03078
2004,Rural regions,male,No School Degree Yet,0.01715,98,3417,0.01280,0.02150
2004,Rural regions,female,Secondary School Degree,0.38370,1389,3692,0.36801,0.39939
2004,Rural regions,female,Intermediate School Degree,0.29102,1438,3692,0.27637,0.30568
2004,Rural regions,female,Technical School Degree,0.02212,108,3692,0.01738,0.02686
2004,Rural regions,female,Upper Secondary Degree,0.08234,511,3692,0.07347,0.09121
2004,Rural regions,female,Other Degree,0.03055,113,3692,0.02500,0.03611
2004,Rural regions,female,"Dropout, No School Degree",0.00950,33,3692,0.00637,0.01263
2004,Rural regions,female,No School Degree Yet,0.01604,100,3692,0.01199,0.02009
2005,Urban regions,male,Secondary School Degree,0.31224,2184,6443,0.30092,0.32355
2005,Urban regions,male,Intermediate School Degree,0.18696,1470,6443,0.17744,0.19648
2005,Urban regions,male,Technical School Degree,0.04590,424,6443,0.04078,0.05101
2005,Urban regions,male,Upper Secondary Degree,0.16487,1606,6443,0.15581,0.17393
2005,Urban regions,male,Other Degree,0.06409,447,6443,0.05811,0.07007
2005,Urban regions,male,"Dropout, No School Degree",0.01495,87,6443,0.01199,0.01792
2005,Urban regions,male,No School Degree Yet,0.02298,225,6443,0.01932,0.02664
2005,Urban regions,female,Secondary School Degree,0.31948,2314,7063,0.30860,0.33035
2005,Urban regions,female,Intermediate School Degree,0.22899,2078,7063,0.21919,0.23879
2005,Urban regions,female,Technical School Degree,0.03959,332,7063,0.03505,0.04414
2005,Urban regions,female,Upper Secondary Degree,0.14391,1525,7063,0.13573,0.15210
2005,Urban regions,female,Other Degree,0.06450,480,7063,0.05878,0.07023
2005,Urban regions,female,"Dropout, No School Degree",0.01488,110,7063,0.01206,0.01771
2005,Urban regions,female,No School Degree Yet,0.02118,224,7063,0.01782,0.02454
2005,Rural regions,male,Secondary School Degree,0.35506,1269,3232,0.33856,0.37156
2005,Rural regions,male,Intermediate School Degree,0.26914,1104,3232,0.25385,0.28444
2005,Rural regions,male,Technical School Degree,0.04433,156,3232,0.03723,0.05142
2005,Rural regions,male,Upper Secondary Degree,0.10054,526,3232,0.09017,0.11091
2005,Rural regions,male,Other Degree,0.02481,89,3232,0.01944,0.03017
2005,Rural regions,male,No School Degree Yet,0.01738,88,3232,0.01288,0.02189
2005,Rural regions,female,Secondary School Degree,0.37243,1304,3505,0.35642,0.38844
2005,Rural regions,female,Intermediate School Degree,0.29211,1369,3505,0.27706,0.30717
2005,Rural regions,female,Technical School Degree,0.02270,105,3505,0.01776,0.02763
2005,Rural regions,female,Upper Secondary Degree,0.08696,500,3505,0.07763,0.09628
2005,Rural regions,female,Other Degree,0.03152,110,3505,0.02573,0.03730
2005,Rural regions,female,No School Degree Yet,0.02119,117,3505,0.01642,0.02596
2006,Urban regions,male,Secondary School Degree,0.30450,2323,6832,0.29358,0.31541
2006,Urban regions,male,Intermediate School Degree,0.18510,1551,6832,0.17589,0.19431
2006,Urban regions,male,Technical School Degree,0.04798,470,6832,0.04291,0.05305
2006,Urban regions,male,Upper Secondary Degree,0.17407,1727,6832,0.16508,0.18306
2006,Urban regions,male,Other Degree,0.06593,459,6832,0.06004,0.07181
2006,Urban regions,male,"Dropout, No School Degree",0.01400,78,6832,0.01121,0.01679
2006,Urban regions,male,No School Degree Yet,0.02189,224,6832,0.01842,0.02536
2006,Urban regions,female,Secondary School Degree,0.30914,2469,7522,0.29869,0.31958
2006,Urban regions,female,Intermediate School Degree,0.23012,2221,7522,0.22061,0.23963
2006,Urban regions,female,Technical School Degree,0.03977,365,7522,0.03535,0.04418
2006,Urban regions,female,Upper Secondary Degree,0.15100,1641,7522,0.14291,0.15910
2006,Urban regions,female,Other Degree,0.06732,504,7522,0.06165,0.07298
2006,Urban regions,female,"Dropout, No School Degree",0.01481,107,7522,0.01208,0.01754
2006,Urban regions,female,No School Degree Yet,0.01737,215,7522,0.01442,0.02032
2006,Rural regions,male,Secondary School Degree,0.34536,1397,3537,0.32969,0.36103
2006,Rural regions,male,Intermediate School Degree,0.27002,1209,3537,0.25538,0.28465
2006,Rural regions,male,Technical School Degree,0.04495,163,3537,0.03812,0.05177
2006,Rural regions,male,Upper Secondary Degree,0.10151,559,3537,0.09155,0.11146
2006,Rural regions,male,Other Degree,0.02675,101,3537,0.02143,0.03207
2006,Rural regions,male,No School Degree Yet,0.01958,108,3537,0.01502,0.02415
2006,Rural regions,female,Secondary School Degree,0.36208,1428,3892,0.34697,0.37718
2006,Rural regions,female,Intermediate School Degree,0.29950,1511,3892,0.28511,0.31389
2006,Rural regions,female,Technical School Degree,0.02369,123,3892,0.01891,0.02847
2006,Rural regions,female,Upper Secondary Degree,0.09272,559,3892,0.08361,0.10183
2006,Rural regions,female,Other Degree,0.03399,134,3892,0.02830,0.03969
2006,Rural regions,female,"Dropout, No School Degree",0.00923,32,3892,0.00622,0.01223
2006,Rural regions,female,No School Degree Yet,0.01844,105,3892,0.01422,0.02267
2007,Urban regions,male,Secondary School Degree,0.29885,2117,6339,0.28758,0.31012
2007,Urban regions,male,Intermediate School Degree,0.18417,1450,6339,0.17462,0.19371
2007,Urban regions,male,Technical School Degree,0.05064,438,6339,0.04524,0.05604
2007,Urban regions,male,Upper Secondary Degree,0.18255,1669,6339,0.17304,0.19206
2007,Urban regions,male,Other Degree,0.06268,397,6339,0.05671,0.06865
2007,Urban regions,male,"Dropout, No School Degree",0.01241,62,6339,0.00969,0.01514
2007,Urban regions,male,No School Degree Yet,0.02258,206,6339,0.01892,0.02624
2007,Urban regions,female,Secondary School Degree,0.30002,2236,7027,0.28931,0.31074
2007,Urban regions,female,Intermediate School Degree,0.23058,2090,7027,0.22073,0.24043
2007,Urban regions,female,Technical School Degree,0.04148,345,7027,0.03682,0.04614
2007,Urban regions,female,Upper Secondary Degree,0.16038,1605,7027,0.15180,0.16896
2007,Urban regions,female,Other Degree,0.06272,440,7027,0.05705,0.06839
2007,Urban regions,female,"Dropout, No School Degree",0.01433,98,7027,0.01155,0.01711
2007,Urban regions,female,No School Degree Yet,0.02001,213,7027,0.01674,0.02329
2007,Rural regions,male,Secondary School Degree,0.33703,1293,3345,0.32101,0.35306
2007,Rural regions,male,Intermediate School Degree,0.26900,1135,3345,0.25397,0.28403
2007,Rural regions,male,Technical School Degree,0.04645,159,3345,0.03932,0.05359
2007,Rural regions,male,Upper Secondary Degree,0.10648,549,3345,0.09602,0.11693
2007,Rural regions,male,Other Degree,0.03328,101,3345,0.02720,0.03936
2007,Rural regions,male,No School Degree Yet,0.02347,108,3345,0.01834,0.02860
2007,Rural regions,female,Secondary School Degree,0.35281,1288,3624,0.33725,0.36837
2007,Rural regions,female,Intermediate School Degree,0.30823,1410,3624,0.29319,0.32326
2007,Rural regions,female,Technical School Degree,0.02381,116,3624,0.01884,0.02877
2007,Rural regions,female,Upper Secondary Degree,0.09769,544,3624,0.08802,0.10736
2007,Rural regions,female,Other Degree,0.03977,132,3624,0.03341,0.04614
2007,Rural regions,female,"Dropout, No School Degree",0.00967,31,3624,0.00648,0.01285
2007,Rural regions,female,No School Degree Yet,0.02087,103,3624,0.01622,0.02553
2008,Urban regions,male,Secondary School Degree,0.29688,1971,5931,0.28525,0.30851
2008,Urban regions,male,Intermediate School Degree,0.19026,1386,5931,0.18027,0.20025
2008,Urban regions,male,Technical School Degree,0.05207,418,5931,0.04642,0.05773
2008,Urban regions,male,Upper Secondary Degree,0.18506,1566,5931,0.17518,0.19495
2008,Urban regions,male,Other Degree,0.05992,353,5931,0.05388,0.06596
2008,Urban regions,male,"Dropout, No School Degree",0.01175,59,5931,0.00901,0.01449
2008,Urban regions,male,No School Degree Yet,0.02027,178,5931,0.01668,0.02385
2008,Urban regions,female,Secondary School Degree,0.29838,2101,6594,0.28733,0.30942
2008,Urban regions,female,Intermediate School Degree,0.23402,1977,6594,0.22380,0.24424
2008,Urban regions,female,Technical School Degree,0.04266,334,6594,0.03778,0.04753
2008,Urban regions,female,Upper Secondary Degree,0.16240,1513,6594,0.15349,0.17130
2008,Urban regions,female,Other Degree,0.06049,388,6594,0.05473,0.06624
2008,Urban regions,female,"Dropout, No School Degree",0.01380,86,6594,0.01098,0.01661
2008,Urban regions,female,No School Degree Yet,0.02086,195,6594,0.01741,0.02431
2008,Rural regions,male,Secondary School Degree,0.33072,1206,3133,0.31424,0.34719
2008,Rural regions,male,Intermediate School Degree,0.26730,1070,3133,0.25180,0.28280
2008,Rural regions,male,Technical School Degree,0.04903,150,3133,0.04147,0.05659
2008,Rural regions,male,Upper Secondary Degree,0.10999,517,3133,0.09903,0.12095
2008,Rural regions,male,Other Degree,0.03053,85,3133,0.02451,0.03656
2008,Rural regions,male,No School Degree Yet,0.02548,105,3133,0.01996,0.03100
2008,Rural regions,female,Secondary School Degree,0.34665,1196,3361,0.33056,0.36275
2008,Rural regions,female,Intermediate School Degree,0.31175,1338,3361,0.29608,0.32741
2008,Rural regions,female,Technical School Degree,0.02570,115,3361,0.02035,0.03105
2008,Rural regions,female,Upper Secondary Degree,0.09831,510,3361,0.08824,0.10838
2008,Rural regions,female,Other Degree,0.03962,120,3361,0.03302,0.04621
2008,Rural regions,female,No School Degree Yet,0.01800,82,3361,0.01351,0.02250
2009,Urban regions,male,Secondary School Degree,0.29417,1801,5476,0.28210,0.30624
2009,Urban regions,male,Intermediate School Degree,0.19036,1282,5476,0.17996,0.20075
2009,Urban regions,male,Technical School Degree,0.05553,397,5476,0.04947,0.06160
2009,Urban regions,male,Upper Secondary Degree,0.19024,1456,5476,0.17984,0.20063
2009,Urban regions,male,Other Degree,0.05489,296,5476,0.04886,0.06092
2009,Urban regions,male,"Dropout, No School Degree",0.01203,57,5476,0.00914,0.01492
2009,Urban regions,male,No School Degree Yet,0.02378,187,5476,0.01975,0.02782
2009,Urban regions,female,Secondary School Degree,0.28819,1915,6072,0.27679,0.29958
2009,Urban regions,female,Intermediate School Degree,0.23678,1841,6072,0.22608,0.24747
2009,Urban regions,female,Technical School Degree,0.04325,299,6072,0.03813,0.04837
2009,Urban regions,female,Upper Secondary Degree,0.17052,1439,6072,0.16106,0.17999
2009,Urban regions,female,Other Degree,0.05703,332,6072,0.05119,0.06286
2009,Urban regions,female,"Dropout, No School Degree",0.01373,75,6072,0.01080,0.01666
2009,Urban regions,female,No School Degree Yet,0.02099,171,6072,0.01739,0.02460
2009,Rural regions,male,Secondary School Degree,0.31930,1123,2965,0.30252,0.33609
2009,Rural regions,male,Intermediate School Degree,0.26837,1020,2965,0.25242,0.28433
2009,Rural regions,male,Technical School Degree,0.05442,148,2965,0.04626,0.06259
2009,Rural regions,male,Upper Secondary Degree,0.11632,510,2965,0.10478,0.12787
2009,Rural regions,male,Other Degree,0.02840,77,2965,0.02242,0.03438
2009,Rural regions,male,No School Degree Yet,0.02145,87,2965,0.01623,0.02666
2009,Rural regions,female,Secondary School Degree,0.33096,1108,3188,0.31462,0.34729
2009,Rural regions,female,Intermediate School Degree,0.31986,1289,3188,0.30366,0.33605
2009,Rural regions,female,Technical School Degree,0.02992,119,3188,0.02401,0.03584
2009,Rural regions,female,Upper Secondary Degree,0.10592,508,3188,0.09523,0.11660
2009,Rural regions,female,Other Degree,0.03778,103,3188,0.03116,0.04439
2009,Rural regions,female,No School Degree Yet,0.01502,61,3188,0.01080,0.01925
2010,Urban regions,male,Secondary School Degree,0.27671,2065,7035,0.26626,0.28717
2010,Urban regions,male,Intermediate School Degree,0.19516,1654,7035,0.18590,0.20442
2010,Urban regions,male,Technical School Degree,0.05776,494,7035,0.05230,0.06321
2010,Urban regions,male,Upper Secondary Degree,0.19388,1922,7035,0.18464,0.20311
2010,Urban regions,male,Other Degree,0.06248,561,7035,0.05682,0.06814
2010,Urban regions,male,"Dropout, No School Degree",0.01140,97,7035,0.00892,0.01388
2010,Urban regions,male,No School Degree Yet,0.02081,242,7035,0.01748,0.02415
2010,Urban regions,female,Secondary School Degree,0.27960,2197,8510,0.27006,0.28913
2010,Urban regions,female,Intermediate School Degree,0.23424,2608,8510,0.22524,0.24324
2010,Urban regions,female,Technical School Degree,0.04564,483,8510,0.04120,0.05007
2010,Urban regions,female,Upper Secondary Degree,0.17251,2164,8510,0.16448,0.18054
