year,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,East,Technical School Degree,0.03127,167,5468,0.02666,0.03588
2016,East,Upper Secondary Degree,0.16966,1103,5468,0.15971,0.17961
2016,East,Other Degree,0.03823,584,5468,0.03315,0.04331
2016,East,"Dropout, No School Degree",0.00971,172,5468,0.00711,0.01231
2016,East,No School Degree Yet,0.00998,137,5468,0.00734,0.01261
2016,East,No School Attended,0.00053,69,5468,-0.00008,0.00114
2017,West,Secondary School Degree,0.23952,5108,23918,0.23411,0.24493
2017,West,Intermediate School Degree,0.20206,5136,23918,0.19697,0.20715
2017,West,Technical School Degree,0.05890,1506,23918,0.05591,0.06188
2017,West,Upper Secondary Degree,0.18333,4952,23918,0.17842,0.18823
2017,West,Other Degree,0.09264,4711,23918,0.08896,0.09631
2017,West,"Dropout, No School Degree",0.01874,1317,23918,0.01702,0.02046
2017,West,No School Degree Yet,0.01790,865,23918,0.01622,0.01958
2017,West,No School Attended,0.00046,323,23918,0.00019,0.00074
2017,East,Secondary School Degree,0.17650,1025,6078,0.16692,0.18609
2017,East,Intermediate School Degree,0.38297,2538,6078,0.37075,0.39520
2017,East,Technical School Degree,0.02997,185,6078,0.02568,0.03426
2017,East,Upper Secondary Degree,0.17673,1264,6078,0.16714,0.18632
2017,East,Other Degree,0.03542,628,6078,0.03077,0.04007
2017,East,"Dropout, No School Degree",0.01166,206,6078,0.00896,0.01436
2017,East,No School Degree Yet,0.01327,160,6078,0.01039,0.01615
2017,East,No School Attended,0.00070,72,6078,0.00003,0.00136
2018,West,Secondary School Degree,0.23500,4857,22587,0.22947,0.24053
2018,West,Intermediate School Degree,0.20053,4892,22587,0.19531,0.20575
2018,West,Technical School Degree,0.06100,1473,22587,0.05788,0.06412
2018,West,Upper Secondary Degree,0.18839,4831,22587,0.18329,0.19349
2018,West,Other Degree,0.09331,4272,22587,0.08951,0.09710
2018,West,"Dropout, No School Degree",0.01909,1296,22587,0.01730,0.02087
2018,West,No School Degree Yet,0.01417,707,22587,0.01263,0.01571
2018,West,No School Attended,0.00044,259,22587,0.00017,0.00072
2018,East,Secondary School Degree,0.16588,989,5916,0.15640,0.17536
2018,East,Intermediate School Degree,0.38677,2513,5916,0.37436,0.39918
2018,East,Technical School Degree,0.03176,182,5916,0.02729,0.03623
2018,East,Upper Secondary Degree,0.18153,1240,5916,0.17170,0.19135
2018,East,Other Degree,0.03757,593,5916,0.03272,0.04241
2018,East,"Dropout, No School Degree",0.01037,189,5916,0.00779,0.01295
2018,East,No School Degree Yet,0.01738,150,5916,0.01405,0.02071
2018,East,No School Attended,0.00064,60,5916,-0.00000,0.00129
2019,West,Secondary School Degree,0.22475,4568,22309,0.21928,0.23023
2019,West,Intermediate School Degree,0.20219,5022,22309,0.19692,0.20746
2019,West,Technical School Degree,0.06024,1579,22309,0.05712,0.06336
2019,West,Upper Secondary Degree,0.19404,5342,22309,0.18885,0.19923
2019,West,Other Degree,0.09314,3736,22309,0.08933,0.09695
2019,West,"Dropout, No School Degree",0.01952,1170,22309,0.01771,0.02134
2019,West,No School Degree Yet,0.01324,581,22309,0.01174,0.01474
2019,West,No School Attended,0.00066,311,22309,0.00032,0.00099
2019,East,Secondary School Degree,0.15957,875,5850,0.15019,0.16896
2019,East,Intermediate School Degree,0.38688,2531,5850,0.37440,0.39937
2019,East,Technical School Degree,0.03230,181,5850,0.02777,0.03683
2019,East,Upper Secondary Degree,0.18442,1440,5850,0.17448,0.19436
2019,East,Other Degree,0.03729,499,5850,0.03243,0.04215
2019,East,"Dropout, No School Degree",0.00945,153,5850,0.00697,0.01193
2019,East,No School Degree Yet,0.01436,116,5850,0.01131,0.01741
2019,East,No School Attended,0.00059,55,5850,-0.00003,0.00121
2020,West,Secondary School Degree,0.22154,4146,22609,0.21613,0.22696
2020,West,Intermediate School Degree,0.20291,4659,22609,0.19766,0.20815
2020,West,Technical School Degree,0.06083,1489,22609,0.05771,0.06394
2020,West,Upper Secondary Degree,0.20058,5110,22609,0.19536,0.20580
2020,West,Other Degree,0.08493,4930,22609,0.08130,0.08856
2020,West,"Dropout, No School Degree",0.01744,1238,22609,0.01573,0.01915
2020,West,No School Degree Yet,0.01435,661,22609,0.01280,0.01590
2020,West,No School Attended,0.00100,376,22609,0.00059,0.00141
2020,East,Secondary School Degree,0.15166,792,5692,0.14234,0.16098
2020,East,Intermediate School Degree,0.38280,2324,5692,0.37017,0.39543
2020,East,Technical School Degree,0.03239,169,5692,0.02779,0.03699
2020,East,Upper Secondary Degree,0.19301,1355,5692,0.18275,0.20326
2020,East,Other Degree,0.03607,662,5692,0.03123,0.04092
2020,East,"Dropout, No School Degree",0.00755,137,5692,0.00530,0.00979
2020,East,No School Degree Yet,0.01914,153,5692,0.01558,0.02270
2020,East,No School Attended,0.00133,100,5692,0.00038,0.00228
2021,West,Secondary School Degree,0.20911,2636,14961,0.20259,0.21563
2021,West,Intermediate School Degree,0.19163,3165,14961,0.18532,0.19794
2021,West,Technical School Degree,0.06502,1104,14961,0.06107,0.06897
2021,West,Upper Secondary Degree,0.21649,4009,14961,0.20989,0.22309
2021,West,Other Degree,0.08231,2711,14961,0.07790,0.08671
2021,West,"Dropout, No School Degree",0.01581,706,14961,0.01381,0.01780
2021,West,No School Degree Yet,0.01282,392,14961,0.01102,0.01463
2021,West,No School Attended,0.00124,238,14961,0.00067,0.00180
2021,East,Secondary School Degree,0.13852,492,3813,0.12756,0.14949
2021,East,Intermediate School Degree,0.36232,1570,3813,0.34706,0.37758
2021,East,Technical School Degree,0.03872,130,3813,0.03260,0.04485
2021,East,Upper Secondary Degree,0.21558,1040,3813,0.20252,0.22863
2021,East,Other Degree,0.03387,350,3813,0.02812,0.03961
2021,East,"Dropout, No School Degree",0.00719,87,3813,0.00451,0.00988
2021,East,No School Degree Yet,0.01513,102,3813,0.01125,0.01900
2021,East,No School Attended,0.00151,42,3813,0.00028,0.00274
2022,West,Secondary School Degree,0.16893,2870,19086,0.16361,0.17425
2022,West,Intermediate School Degree,0.17804,3974,19086,0.17261,0.18346
2022,West,Technical School Degree,0.06270,1498,19086,0.05926,0.06614
2022,West,Upper Secondary Degree,0.21206,5578,19086,0.20626,0.21786
2022,West,Other Degree,0.07576,3771,19086,0.07201,0.07951
2022,West,"Dropout, No School Degree",0.01299,636,19086,0.01139,0.01460
2022,West,No School Degree Yet,0.01173,548,19086,0.01020,0.01325
2022,West,No School Attended,0.00243,211,19086,0.00174,0.00313
2022,East,Secondary School Degree,0.10593,509,5092,0.09747,0.11438
2022,East,Intermediate School Degree,0.31694,1984,5092,0.30416,0.32972
2022,East,Technical School Degree,0.03484,213,5092,0.02980,0.03988
2022,East,Upper Secondary Degree,0.20937,1517,5092,0.19819,0.22054
2022,East,Other Degree,0.03650,612,5092,0.03135,0.04165
2022,East,"Dropout, No School Degree",0.00810,101,5092,0.00564,0.01056
2022,East,No School Degree Yet,0.00733,114,5092,0.00499,0.00968
2022,East,No School Attended,0.00164,42,5092,0.00053,0.00275
