year,pgisced97,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Primary Level,West,"Dropout, No School Degree",0.73742,399,497,0.69870,0.77615
1995,Primary Level,West,No School Attended,0.13506,98,497,0.10498,0.16514
1995,Lower Secondary Level,West,Secondary School Degree,0.74984,1300,2114,0.73137,0.76831
1995,Lower Secondary Level,West,Intermediate School Degree,0.15808,326,2114,0.14253,0.17364
1995,Lower Secondary Level,West,Other Degree,0.09208,488,2114,0.07975,0.10440
1995,Lower Secondary Level,East,Secondary School Degree,0.71002,225,370,0.66372,0.75632
1995,Lower Secondary Level,East,Intermediate School Degree,0.27328,145,370,0.22781,0.31875
1995,Upper Secondary Level,West,Secondary School Degree,0.60452,2559,4600,0.59039,0.61865
1995,Upper Secondary Level,West,Intermediate School Degree,0.27690,1253,4600,0.26397,0.28983
1995,Upper Secondary Level,West,Technical School Degree,0.00970,50,4600,0.00687,0.01254
1995,Upper Secondary Level,West,Upper Secondary Degree,0.04932,252,4600,0.04306,0.05558
1995,Upper Secondary Level,West,Other Degree,0.04322,422,4600,0.03734,0.04910
1995,Upper Secondary Level,West,"Dropout, No School Degree",0.00701,64,4600,0.00460,0.00942
1995,Upper Secondary Level,East,Secondary School Degree,0.50258,905,2013,0.48073,0.52443
1995,Upper Secondary Level,East,Intermediate School Degree,0.45078,1036,2013,0.42904,0.47252
1995,Upper Secondary Level,East,Upper Secondary Degree,0.02606,72,2013,0.01909,0.03302
1995,Post-secondary Non-tertiary Level,West,Technical School Degree,0.28958,104,387,0.24433,0.33483
1995,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50892,174,387,0.45904,0.55879
1995,Post-secondary Non-tertiary Level,West,Other Degree,0.17976,109,387,0.14145,0.21807
1995,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.92691,66,66,0.86363,0.99019
1995,First Stage of Tertiary Education,West,Secondary School Degree,0.40375,201,512,0.36121,0.44629
1995,First Stage of Tertiary Education,West,Intermediate School Degree,0.34330,198,512,0.30213,0.38447
1995,First Stage of Tertiary Education,West,Technical School Degree,0.07828,40,512,0.05499,0.10157
1995,First Stage of Tertiary Education,West,Upper Secondary Degree,0.15868,73,512,0.12700,0.19036
1995,First Stage of Tertiary Education,East,Secondary School Degree,0.43418,81,222,0.36883,0.49953
1995,First Stage of Tertiary Education,East,Intermediate School Degree,0.53881,141,222,0.47308,0.60453
1995,Second Stage of Tertiary Education,West,Intermediate School Degree,0.08929,99,889,0.07054,0.10805
1995,Second Stage of Tertiary Education,West,Technical School Degree,0.15481,134,889,0.13102,0.17861
1995,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64923,573,889,0.61784,0.68062
1995,Second Stage of Tertiary Education,West,Other Degree,0.06564,83,889,0.04935,0.08193
1995,Second Stage of Tertiary Education,East,Secondary School Degree,0.15735,97,825,0.13248,0.18221
1995,Second Stage of Tertiary Education,East,Intermediate School Degree,0.41806,380,825,0.38439,0.45174
1995,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.41362,348,825,0.37999,0.44725
1996,Pre-primary Level,East,No School Degree Yet,0.92376,91,91,0.86893,0.97859
1996,Primary Level,West,"Dropout, No School Degree",0.75463,366,453,0.71495,0.79430
1996,Primary Level,West,No School Attended,0.13467,87,453,0.10320,0.16614
1996,Lower Secondary Level,West,Secondary School Degree,0.74337,1245,2018,0.72430,0.76243
1996,Lower Secondary Level,West,Intermediate School Degree,0.16354,324,2018,0.14740,0.17968
1996,Lower Secondary Level,West,Other Degree,0.09309,449,2018,0.08041,0.10577
1996,Lower Secondary Level,East,Secondary School Degree,0.69437,218,361,0.64679,0.74196
1996,Lower Secondary Level,East,Intermediate School Degree,0.29313,143,361,0.24611,0.34015
1996,Upper Secondary Level,West,Secondary School Degree,0.60417,2517,4501,0.58988,0.61846
1996,Upper Secondary Level,West,Intermediate School Degree,0.28013,1246,4501,0.26701,0.29325
1996,Upper Secondary Level,West,Technical School Degree,0.00685,40,4501,0.00444,0.00926
1996,Upper Secondary Level,West,Upper Secondary Degree,0.04758,235,4501,0.04136,0.05380
1996,Upper Secondary Level,West,Other Degree,0.04388,404,4501,0.03790,0.04987
1996,Upper Secondary Level,West,"Dropout, No School Degree",0.00707,59,4501,0.00462,0.00952
1996,Upper Secondary Level,East,Secondary School Degree,0.49029,879,1989,0.46831,0.51226
1996,Upper Secondary Level,East,Intermediate School Degree,0.45994,1038,1989,0.43804,0.48185
1996,Upper Secondary Level,East,Upper Secondary Degree,0.02673,72,1989,0.01964,0.03382
1996,Post-secondary Non-tertiary Level,West,Technical School Degree,0.29828,104,380,0.25222,0.34434
1996,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.51220,181,380,0.46187,0.56252
1996,Post-secondary Non-tertiary Level,West,Other Degree,0.15677,95,380,0.12016,0.19337
1996,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.95344,71,71,0.90408,1.00280
1996,First Stage of Tertiary Education,West,Secondary School Degree,0.40315,200,521,0.36099,0.44532
1996,First Stage of Tertiary Education,West,Intermediate School Degree,0.34885,210,521,0.30788,0.38981
1996,First Stage of Tertiary Education,West,Technical School Degree,0.08133,40,521,0.05783,0.10482
1996,First Stage of Tertiary Education,West,Upper Secondary Degree,0.14893,71,521,0.11833,0.17953
1996,First Stage of Tertiary Education,East,Secondary School Degree,0.42107,79,217,0.35522,0.48691
1996,First Stage of Tertiary Education,East,Intermediate School Degree,0.53597,138,217,0.46946,0.60248
1996,Second Stage of Tertiary Education,West,Intermediate School Degree,0.08887,97,892,0.07018,0.10755
1996,Second Stage of Tertiary Education,West,Technical School Degree,0.15509,139,892,0.13132,0.17886
1996,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64725,579,892,0.61587,0.67862
1996,Second Stage of Tertiary Education,West,Other Degree,0.06407,77,892,0.04799,0.08015
1996,Second Stage of Tertiary Education,East,Secondary School Degree,0.15361,95,829,0.12905,0.17817
1996,Second Stage of Tertiary Education,East,Intermediate School Degree,0.42492,382,829,0.39124,0.45859
1996,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.40838,352,829,0.37490,0.44186
1997,Pre-primary Level,East,No School Degree Yet,0.93942,105,105,0.89358,0.98527
1997,Primary Level,West,"Dropout, No School Degree",0.73468,341,424,0.69261,0.77676
1997,Primary Level,West,No School Attended,0.14076,83,424,0.10762,0.17391
1997,Lower Secondary Level,West,Secondary School Degree,0.74235,1222,1979,0.72308,0.76162
1997,Lower Secondary Level,West,Intermediate School Degree,0.16852,341,1979,0.15202,0.18501
1997,Lower Secondary Level,West,Other Degree,0.08913,416,1979,0.07658,0.10169
1997,Lower Secondary Level,East,Secondary School Degree,0.69225,210,344,0.64340,0.74109
1997,Lower Secondary Level,East,Intermediate School Degree,0.29488,134,344,0.24662,0.34313
1997,Upper Secondary Level,West,Secondary School Degree,0.59936,2457,4411,0.58490,0.61382
1997,Upper Secondary Level,West,Intermediate School Degree,0.28003,1236,4411,0.26678,0.29328
1997,Upper Secondary Level,West,Technical School Degree,0.00882,46,4411,0.00606,0.01158
1997,Upper Secondary Level,West,Upper Secondary Degree,0.04876,232,4411,0.04240,0.05512
1997,Upper Secondary Level,West,Other Degree,0.04474,383,4411,0.03864,0.05084
1997,Upper Secondary Level,West,"Dropout, No School Degree",0.00672,57,4411,0.00431,0.00914
1997,Upper Secondary Level,East,Secondary School Degree,0.48354,854,1942,0.46131,0.50578
1997,Upper Secondary Level,East,Intermediate School Degree,0.46281,1010,1942,0.44063,0.48499
1997,Upper Secondary Level,East,Upper Secondary Degree,0.02990,78,1942,0.02233,0.03748
1997,Post-secondary Non-tertiary Level,West,Technical School Degree,0.28363,96,362,0.23713,0.33013
1997,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.53541,182,362,0.48396,0.58686
1997,Post-secondary Non-tertiary Level,West,Other Degree,0.14690,84,362,0.11039,0.18342
1997,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.96353,70,70,0.91930,1.00776
1997,First Stage of Tertiary Education,West,Secondary School Degree,0.38584,192,514,0.34372,0.42797
1997,First Stage of Tertiary Education,West,Intermediate School Degree,0.34003,202,514,0.29904,0.38102
1997,First Stage of Tertiary Education,West,Technical School Degree,0.08713,44,514,0.06273,0.11154
1997,First Stage of Tertiary Education,West,Upper Secondary Degree,0.16958,76,514,0.13710,0.20205
1997,First Stage of Tertiary Education,East,Secondary School Degree,0.41064,76,212,0.34426,0.47702
1997,First Stage of Tertiary Education,East,Intermediate School Degree,0.52520,136,212,0.45782,0.59258
1997,Second Stage of Tertiary Education,West,Intermediate School Degree,0.08982,97,895,0.07108,0.10856
1997,Second Stage of Tertiary Education,West,Technical School Degree,0.16397,141,895,0.13970,0.18824
1997,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64164,584,895,0.61021,0.67308
1997,Second Stage of Tertiary Education,West,Other Degree,0.05949,73,895,0.04399,0.07500
1997,Second Stage of Tertiary Education,East,Secondary School Degree,0.15576,95,826,0.13101,0.18050
1997,Second Stage of Tertiary Education,East,Intermediate School Degree,0.41343,375,826,0.37982,0.44703
1997,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.41338,356,826,0.37977,0.44698
1998,Pre-primary Level,West,No School Degree Yet,0.99608,223,223,0.98785,1.00430
1998,Pre-primary Level,East,No School Degree Yet,0.95380,106,106,0.91365,0.99395
1998,Primary Level,West,"Dropout, No School Degree",0.74002,322,399,0.69693,0.78312
1998,Primary Level,West,No School Attended,0.14173,77,399,0.10747,0.17600
1998,Lower Secondary Level,West,Secondary School Degree,0.73429,1392,2164,0.71568,0.75291
1998,Lower Secondary Level,West,Intermediate School Degree,0.17324,383,2164,0.15729,0.18919
1998,Lower Secondary Level,West,Other Degree,0.09247,389,2164,0.08026,0.10468
1998,Lower Secondary Level,East,Secondary School Degree,0.67389,215,368,0.62592,0.72185
1998,Lower Secondary Level,East,Intermediate School Degree,0.31222,153,368,0.26481,0.35963
1998,Upper Secondary Level,West,Secondary School Degree,0.58189,2697,4841,0.56799,0.59579
1998,Upper Secondary Level,West,Intermediate School Degree,0.28592,1389,4841,0.27319,0.29865
1998,Upper Secondary Level,West,Technical School Degree,0.00980,53,4841,0.00703,0.01258
1998,Upper Secondary Level,West,Upper Secondary Degree,0.05587,279,4841,0.04940,0.06234
1998,Upper Secondary Level,West,Other Degree,0.04659,367,4841,0.04066,0.05253
1998,Upper Secondary Level,West,"Dropout, No School Degree",0.00717,56,4841,0.00479,0.00955
1998,Upper Secondary Level,East,Secondary School Degree,0.46978,885,2050,0.44817,0.49139
1998,Upper Secondary Level,East,Intermediate School Degree,0.48168,1088,2050,0.46005,0.50332
1998,Upper Secondary Level,East,Upper Secondary Degree,0.02719,77,2050,0.02015,0.03424
1998,Post-secondary Non-tertiary Level,West,Technical School Degree,0.26218,108,421,0.22011,0.30424
1998,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.55648,227,421,0.50896,0.60399
1998,Post-secondary Non-tertiary Level,West,Other Degree,0.14226,86,421,0.10885,0.17567
1998,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.91621,64,64,0.84779,0.98463
1998,First Stage of Tertiary Education,West,Secondary School Degree,0.37269,208,566,0.33282,0.41256
1998,First Stage of Tertiary Education,West,Intermediate School Degree,0.34439,220,566,0.30521,0.38358
1998,First Stage of Tertiary Education,West,Technical School Degree,0.08339,48,566,0.06059,0.10619
1998,First Stage of Tertiary Education,West,Upper Secondary Degree,0.17422,90,566,0.14294,0.20549
1998,First Stage of Tertiary Education,East,Secondary School Degree,0.38601,76,214,0.32063,0.45139
1998,First Stage of Tertiary Education,East,Intermediate School Degree,0.53462,138,214,0.46763,0.60160
1998,Second Stage of Tertiary Education,West,Intermediate School Degree,0.09477,119,1055,0.07708,0.11245
1998,Second Stage of Tertiary Education,West,Technical School Degree,0.17136,169,1055,0.14861,0.19411
1998,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.62234,689,1055,0.59307,0.65161
1998,Second Stage of Tertiary Education,West,Other Degree,0.05927,78,1055,0.04501,0.07352
1998,Second Stage of Tertiary Education,East,Secondary School Degree,0.16235,101,851,0.13756,0.18714
1998,Second Stage of Tertiary Education,East,Intermediate School Degree,0.40352,383,851,0.37054,0.43650
1998,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.40407,367,851,0.37108,0.43706
1999,Pre-primary Level,West,No School Degree Yet,0.99623,213,213,0.98798,1.00448
1999,Pre-primary Level,East,No School Degree Yet,0.95945,102,102,0.92098,0.99792
1999,Primary Level,West,"Dropout, No School Degree",0.75667,311,380,0.71347,0.79987
1999,Primary Level,West,No School Attended,0.13621,69,380,0.10168,0.17075
1999,Lower Secondary Level,West,Secondary School Degree,0.72546,1334,2069,0.70623,0.74470
1999,Lower Secondary Level,West,Intermediate School Degree,0.18271,378,2069,0.16606,0.19937
1999,Lower Secondary Level,West,Other Degree,0.09183,357,2069,0.07938,0.10428
1999,Lower Secondary Level,East,Secondary School Degree,0.66816,211,364,0.61972,0.71660
1999,Lower Secondary Level,East,Intermediate School Degree,0.31875,153,364,0.27082,0.36669
1999,Upper Secondary Level,West,Secondary School Degree,0.58696,2672,4772,0.57299,0.60093
1999,Upper Secondary Level,West,Intermediate School Degree,0.28324,1387,4772,0.27045,0.29603
1999,Upper Secondary Level,West,Technical School Degree,0.00891,50,4772,0.00625,0.01158
1999,Upper Secondary Level,West,Upper Secondary Degree,0.05345,267,4772,0.04707,0.05983
1999,Upper Secondary Level,West,Other Degree,0.04664,338,4772,0.04066,0.05263
1999,Upper Secondary Level,West,"Dropout, No School Degree",0.00796,58,4772,0.00544,0.01048
1999,Upper Secondary Level,East,Secondary School Degree,0.46102,861,2027,0.43932,0.48273
1999,Upper Secondary Level,East,Intermediate School Degree,0.48454,1079,2027,0.46278,0.50630
1999,Upper Secondary Level,East,Upper Secondary Degree,0.03211,87,2027,0.02443,0.03979
1999,Post-secondary Non-tertiary Level,West,Technical School Degree,0.25497,109,413,0.21288,0.29705
1999,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.56337,221,413,0.51548,0.61126
1999,Post-secondary Non-tertiary Level,West,Other Degree,0.14120,83,413,0.10757,0.17482
1999,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.93184,71,71,0.87280,0.99088
1999,First Stage of Tertiary Education,West,Secondary School Degree,0.37700,202,557,0.33671,0.41728
1999,First Stage of Tertiary Education,West,Intermediate School Degree,0.33801,218,557,0.29869,0.37733
1999,First Stage of Tertiary Education,West,Technical School Degree,0.08130,48,557,0.05859,0.10402
1999,First Stage of Tertiary Education,West,Upper Secondary Degree,0.17969,89,557,0.14777,0.21160
1999,First Stage of Tertiary Education,East,Secondary School Degree,0.36955,74,215,0.30488,0.43423
1999,First Stage of Tertiary Education,East,Intermediate School Degree,0.54488,141,215,0.47816,0.61160
1999,Second Stage of Tertiary Education,West,Intermediate School Degree,0.09002,113,1059,0.07277,0.10726
1999,Second Stage of Tertiary Education,West,Technical School Degree,0.16513,160,1059,0.14276,0.18751
1999,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.63962,712,1059,0.61069,0.66855
1999,Second Stage of Tertiary Education,West,Other Degree,0.05978,74,1059,0.04549,0.07406
1999,Second Stage of Tertiary Education,East,Secondary School Degree,0.16359,100,839,0.13855,0.18864
1999,Second Stage of Tertiary Education,East,Intermediate School Degree,0.40334,375,839,0.37013,0.43655
1999,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.40060,364,839,0.36742,0.43377
2000,Pre-primary Level,West,No School Degree Yet,0.99675,352,352,0.99080,1.00270
2000,Primary Level,West,Other Degree,0.09003,38,370,0.06083,0.11924
2000,Primary Level,West,"Dropout, No School Degree",0.87583,332,370,0.84218,0.90947
2000,Lower Secondary Level,West,Secondary School Degree,0.71928,2041,3040,0.70331,0.73526
2000,Lower Secondary Level,West,Intermediate School Degree,0.16701,540,3040,0.15375,0.18027
2000,Lower Secondary Level,West,Other Degree,0.11246,459,3040,0.10123,0.12370
2000,Lower Secondary Level,East,Secondary School Degree,0.65695,297,488,0.61479,0.69912
2000,Lower Secondary Level,East,Intermediate School Degree,0.29256,191,488,0.25215,0.33297
2000,Upper Secondary Level,West,Secondary School Degree,0.58757,5469,9536,0.57769,0.59745
2000,Upper Secondary Level,West,Intermediate School Degree,0.30492,2971,9536,0.29568,0.31416
2000,Upper Secondary Level,West,Technical School Degree,0.00719,73,9536,0.00550,0.00889
2000,Upper Secondary Level,West,Upper Secondary Degree,0.04753,462,9536,0.04326,0.05180
2000,Upper Secondary Level,West,Other Degree,0.04654,512,9536,0.04231,0.05077
2000,Upper Secondary Level,West,"Dropout, No School Degree",0.00520,49,9536,0.00375,0.00664
2000,Upper Secondary Level,East,Secondary School Degree,0.43678,1290,3235,0.41968,0.45387
2000,Upper Secondary Level,East,Intermediate School Degree,0.50910,1748,3235,0.49187,0.52633
2000,Upper Secondary Level,East,Upper Secondary Degree,0.03913,166,3235,0.03244,0.04581
2000,Upper Secondary Level,East,Other Degree,0.00962,31,3235,0.00626,0.01298
2000,Post-secondary Non-tertiary Level,West,Intermediate School Degree,0.04291,41,964,0.03011,0.05570
2000,Post-secondary Non-tertiary Level,West,Technical School Degree,0.28508,280,964,0.25657,0.31360
2000,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50915,487,964,0.47758,0.54073
2000,Post-secondary Non-tertiary Level,West,Other Degree,0.13115,156,964,0.10983,0.15247
2000,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.82739,104,104,0.75441,0.90037
2000,First Stage of Tertiary Education,West,Secondary School Degree,0.32591,442,1366,0.30104,0.35078
2000,First Stage of Tertiary Education,West,Intermediate School Degree,0.36590,516,1366,0.34034,0.39145
2000,First Stage of Tertiary Education,West,Technical School Degree,0.11873,162,1366,0.10157,0.13589
2000,First Stage of Tertiary Education,West,Upper Secondary Degree,0.13426,171,1366,0.11617,0.15235
2000,First Stage of Tertiary Education,West,Other Degree,0.04466,75,1366,0.03370,0.05562
2000,First Stage of Tertiary Education,East,Secondary School Degree,0.33749,151,486,0.29540,0.37957
2000,First Stage of Tertiary Education,East,Intermediate School Degree,0.55050,300,486,0.50623,0.59477
2000,First Stage of Tertiary Education,East,Upper Secondary Degree,0.06435,35,486,0.04251,0.08619
2000,Second Stage of Tertiary Education,West,Secondary School Degree,0.02605,69,2526,0.01984,0.03227
2000,Second Stage of Tertiary Education,West,Intermediate School Degree,0.08767,228,2526,0.07664,0.09870
2000,Second Stage of Tertiary Education,West,Technical School Degree,0.16745,402,2526,0.15288,0.18201
2000,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.63755,1624,2526,0.61880,0.65630
2000,Second Stage of Tertiary Education,West,Other Degree,0.08092,203,2526,0.07029,0.09156
2000,Second Stage of Tertiary Education,East,Secondary School Degree,0.13869,138,1277,0.11973,0.15766
2000,Second Stage of Tertiary Education,East,Intermediate School Degree,0.32538,445,1277,0.29967,0.35109
2000,Second Stage of Tertiary Education,East,Technical School Degree,0.05537,64,1277,0.04282,0.06792
2000,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.46784,630,1277,0.44047,0.49522
2001,Primary Level,West,Other Degree,0.10569,33,288,0.07012,0.14125
2001,Primary Level,West,"Dropout, No School Degree",0.87166,255,288,0.83296,0.91036
2001,Lower Secondary Level,West,Secondary School Degree,0.70338,1724,2631,0.68592,0.72083
2001,Lower Secondary Level,West,Intermediate School Degree,0.17235,483,2631,0.15792,0.18679
2001,Lower Secondary Level,West,Other Degree,0.12427,424,2631,0.11166,0.13688
2001,Lower Secondary Level,East,Secondary School Degree,0.68997,272,438,0.64660,0.73333
2001,Lower Secondary Level,East,Intermediate School Degree,0.27928,166,438,0.23721,0.32134
2001,Upper Secondary Level,West,Secondary School Degree,0.58003,4817,8568,0.56958,0.59049
2001,Upper Secondary Level,West,Intermediate School Degree,0.31139,2753,8568,0.30158,0.32119
2001,Upper Secondary Level,West,Technical School Degree,0.00805,68,8568,0.00615,0.00994
2001,Upper Secondary Level,West,Upper Secondary Degree,0.04770,432,8568,0.04319,0.05222
2001,Upper Secondary Level,West,Other Degree,0.04740,464,8568,0.04290,0.05190
2001,Upper Secondary Level,West,"Dropout, No School Degree",0.00403,34,8568,0.00269,0.00537
2001,Upper Secondary Level,East,Secondary School Degree,0.42807,1172,2954,0.41022,0.44591
2001,Upper Secondary Level,East,Intermediate School Degree,0.51385,1618,2954,0.49582,0.53187
2001,Upper Secondary Level,East,Upper Secondary Degree,0.04227,164,2954,0.03501,0.04953
2001,Post-secondary Non-tertiary Level,West,Intermediate School Degree,0.03921,37,916,0.02664,0.05179
2001,Post-secondary Non-tertiary Level,West,Technical School Degree,0.28642,277,916,0.25713,0.31571
2001,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.50326,450,916,0.47086,0.53566
2001,Post-secondary Non-tertiary Level,West,Other Degree,0.13654,152,916,0.11429,0.15878
2001,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.85923,103,103,0.79174,0.92672
2001,First Stage of Tertiary Education,West,Secondary School Degree,0.32446,391,1223,0.29821,0.35071
2001,First Stage of Tertiary Education,West,Intermediate School Degree,0.37680,473,1223,0.34963,0.40397
2001,First Stage of Tertiary Education,West,Technical School Degree,0.11532,146,1223,0.09741,0.13323
2001,First Stage of Tertiary Education,West,Upper Secondary Degree,0.13652,155,1223,0.11727,0.15577
2001,First Stage of Tertiary Education,West,Other Degree,0.03662,58,1223,0.02609,0.04715
2001,First Stage of Tertiary Education,East,Secondary School Degree,0.32959,131,424,0.28479,0.37439
2001,First Stage of Tertiary Education,East,Intermediate School Degree,0.53347,261,424,0.48593,0.58101
2001,First Stage of Tertiary Education,East,Upper Secondary Degree,0.07745,32,424,0.05197,0.10292
2001,Second Stage of Tertiary Education,West,Secondary School Degree,0.02390,60,2324,0.01769,0.03011
2001,Second Stage of Tertiary Education,West,Intermediate School Degree,0.08308,199,2324,0.07185,0.09430
2001,Second Stage of Tertiary Education,West,Technical School Degree,0.16243,363,2324,0.14743,0.17743
2001,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.64676,1524,2324,0.62732,0.66619
2001,Second Stage of Tertiary Education,West,Other Degree,0.08291,178,2324,0.07169,0.09412
2001,Second Stage of Tertiary Education,East,Secondary School Degree,0.13107,128,1214,0.11208,0.15006
2001,Second Stage of Tertiary Education,East,Intermediate School Degree,0.32660,427,1214,0.30021,0.35299
2001,Second Stage of Tertiary Education,East,Technical School Degree,0.05875,62,1214,0.04551,0.07198
2001,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.47470,597,1214,0.44659,0.50280
2002,Primary Level,West,Other Degree,0.11580,33,264,0.07713,0.15448
2002,Primary Level,West,"Dropout, No School Degree",0.86418,231,264,0.82278,0.90559
2002,Lower Secondary Level,West,Secondary School Degree,0.70296,1593,2471,0.68493,0.72098
2002,Lower Secondary Level,West,Intermediate School Degree,0.17099,487,2471,0.15614,0.18583
2002,Lower Secondary Level,West,Other Degree,0.12606,391,2471,0.11297,0.13915
2002,Lower Secondary Level,East,Secondary School Degree,0.66400,247,409,0.61817,0.70984
2002,Lower Secondary Level,East,Intermediate School Degree,0.30558,162,409,0.26088,0.35028
2002,Upper Secondary Level,West,Secondary School Degree,0.57526,4621,8689,0.56487,0.58565
2002,Upper Secondary Level,West,Intermediate School Degree,0.31481,2990,8689,0.30505,0.32458
2002,Upper Secondary Level,West,Technical School Degree,0.00721,68,8689,0.00543,0.00898
2002,Upper Secondary Level,West,Upper Secondary Degree,0.04870,536,8689,0.04417,0.05323
2002,Upper Secondary Level,West,Other Degree,0.04800,442,8689,0.04351,0.05250
2002,Upper Secondary Level,West,"Dropout, No School Degree",0.00392,32,8689,0.00261,0.00523
2002,Upper Secondary Level,East,Secondary School Degree,0.42287,1114,2835,0.40468,0.44106
2002,Upper Secondary Level,East,Intermediate School Degree,0.52084,1560,2835,0.50244,0.53923
2002,Upper Secondary Level,East,Upper Secondary Degree,0.04041,161,2835,0.03316,0.04766
2002,Post-secondary Non-tertiary Level,West,Intermediate School Degree,0.03900,36,1001,0.02700,0.05100
2002,Post-secondary Non-tertiary Level,West,Technical School Degree,0.29456,311,1001,0.26631,0.32282
2002,Post-secondary Non-tertiary Level,West,Upper Secondary Degree,0.49018,514,1001,0.45920,0.52117
2002,Post-secondary Non-tertiary Level,West,Other Degree,0.14042,140,1001,0.11888,0.16195
2002,Post-secondary Non-tertiary Level,East,Upper Secondary Degree,0.85974,115,115,0.79599,0.92348
2002,First Stage of Tertiary Education,West,Secondary School Degree,0.33542,396,1280,0.30955,0.36130
2002,First Stage of Tertiary Education,West,Intermediate School Degree,0.36687,488,1280,0.34046,0.39329
2002,First Stage of Tertiary Education,West,Technical School Degree,0.11112,157,1280,0.09390,0.12835
2002,First Stage of Tertiary Education,West,Upper Secondary Degree,0.13076,175,1280,0.11228,0.14923
2002,First Stage of Tertiary Education,West,Other Degree,0.04588,64,1280,0.03441,0.05734
2002,First Stage of Tertiary Education,East,Secondary School Degree,0.30729,124,404,0.26225,0.35234
2002,First Stage of Tertiary Education,East,Intermediate School Degree,0.57969,280,404,0.53150,0.62789
2002,Second Stage of Tertiary Education,West,Secondary School Degree,0.02815,76,3228,0.02245,0.03386
2002,Second Stage of Tertiary Education,West,Intermediate School Degree,0.08346,254,3228,0.07392,0.09300
2002,Second Stage of Tertiary Education,West,Technical School Degree,0.16248,450,3228,0.14975,0.17521
2002,Second Stage of Tertiary Education,West,Upper Secondary Degree,0.63966,2248,3228,0.62310,0.65623
2002,Second Stage of Tertiary Education,West,Other Degree,0.08408,200,3228,0.07451,0.09366
2002,Second Stage of Tertiary Education,East,Secondary School Degree,0.12814,122,1315,0.11007,0.14621
2002,Second Stage of Tertiary Education,East,Intermediate School Degree,0.33227,426,1315,0.30680,0.35774
2002,Second Stage of Tertiary Education,East,Technical School Degree,0.05698,60,1315,0.04444,0.06951
2002,Second Stage of Tertiary Education,East,Upper Secondary Degree,0.47224,707,1315,0.44525,0.49923
2003,Pre-primary Level,West,No School Degree Yet,0.99447,456,456,0.98766,1.00129
2003,Primary Level,West,Other Degree,0.11931,35,253,0.07929,0.15934
2003,Primary Level,West,"Dropout, No School Degree",0.86656,218,253,0.82457,0.90854
2003,Lower Secondary Level,West,Secondary School Degree,0.70437,1499,2324,0.68582,0.72293
2003,Lower Secondary Level,West,Intermediate School Degree,0.17135,461,2324,0.15602,0.18667
2003,Lower Secondary Level,West,Other Degree,0.12428,364,2324,0.11087,0.13770
2003,Lower Secondary Level,East,Secondary School Degree,0.63842,236,399,0.59122,0.68563
2003,Lower Secondary Level,East,Intermediate School Degree,0.33556,163,399,0.28917,0.38195
2003,Upper Secondary Level,West,Secondary School Degree,0.56830,4379,8272,0.55763,0.57898
2003,Upper Secondary Level,West,Intermediate School Degree,0.31795,2856,8272,0.30791,0.32798
2003,Upper Secondary Level,West,Technical School Degree,0.00765,77,8272,0.00578,0.00953
2003,Upper Secondary Level,West,Upper Secondary Degree,0.04759,511,8272,0.04300,0.05218
2003,Upper Secondary Level,West,Other Degree,0.05099,418,8272,0.04625,0.05573
2003,Upper Secondary Level,West,"Dropout, No School Degree",0.00433,31,8272,0.00291,0.00574
2003,Upper Secondary Level,East,Secondary School Degree,0.40709,1063,2762,0.38876,0.42542
2003,Upper Secondary Level,East,Intermediate School Degree,0.53195,1536,2762,0.51334,0.55056
2003,Upper Secondary Level,East,Upper Secondary Degree,0.04445,163,2762,0.03676,0.05214
2003,Post-secondary Non-tertiary Level,West,Intermediate School Degree,0.03930,35,983,0.02715,0.05145
2003,Post-secondary Non-tertiary Level,West,Technical School Degree,0.30122,306,983,0.27252,0.32991
