year,sampreg,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,West,female,Secondary School Degree,0.44702,3431,9021,0.43676,0.45728
2002,West,female,Intermediate School Degree,0.26701,2537,9021,0.25788,0.27614
2002,West,female,Technical School Degree,0.03984,389,9021,0.03580,0.04387
2002,West,female,Upper Secondary Degree,0.14009,1623,9021,0.13293,0.14725
2002,West,female,Other Degree,0.07015,650,9021,0.06488,0.07542
2002,West,female,"Dropout, No School Degree",0.01661,152,9021,0.01397,0.01925
2002,West,female,No School Degree Yet,0.01865,239,9021,0.01585,0.02144
2002,East,male,Secondary School Degree,0.32205,756,2576,0.30400,0.34009
2002,East,male,Intermediate School Degree,0.45719,1161,2576,0.43795,0.47643
2002,East,male,Technical School Degree,0.01972,50,2576,0.01435,0.02509
2002,East,male,Upper Secondary Degree,0.16261,533,2576,0.14836,0.17686
2002,East,male,No School Degree Yet,0.02511,76,2576,0.01906,0.03115
2002,East,female,Secondary School Degree,0.37941,853,2732,0.36121,0.39761
2002,East,female,Intermediate School Degree,0.42724,1268,2732,0.40869,0.44580
2002,East,female,Technical School Degree,0.02038,54,2732,0.01508,0.02568
2002,East,female,Upper Secondary Degree,0.13586,480,2732,0.12301,0.14871
2002,East,female,No School Degree Yet,0.02098,77,2732,0.01560,0.02635
2003,West,male,Secondary School Degree,0.44056,3121,7990,0.42968,0.45145
2003,West,male,Intermediate School Degree,0.20570,1638,7990,0.19684,0.21457
2003,West,male,Technical School Degree,0.06665,569,7990,0.06118,0.07212
2003,West,male,Upper Secondary Degree,0.17548,1748,7990,0.16714,0.18382
2003,West,male,Other Degree,0.07232,575,7990,0.06664,0.07799
2003,West,male,"Dropout, No School Degree",0.01622,107,7990,0.01345,0.01899
2003,West,male,No School Degree Yet,0.02307,232,7990,0.01977,0.02636
2003,West,female,Secondary School Degree,0.43810,3232,8610,0.42761,0.44858
2003,West,female,Intermediate School Degree,0.26379,2415,8610,0.25448,0.27310
2003,West,female,Technical School Degree,0.04276,380,8610,0.03849,0.04703
2003,West,female,Upper Secondary Degree,0.14833,1593,8610,0.14082,0.15584
2003,West,female,Other Degree,0.07144,618,8610,0.06599,0.07688
2003,West,female,"Dropout, No School Degree",0.01779,148,8610,0.01500,0.02058
2003,West,female,No School Degree Yet,0.01735,224,8610,0.01459,0.02011
2003,East,male,Secondary School Degree,0.31218,726,2512,0.29405,0.33030
2003,East,male,Intermediate School Degree,0.46403,1138,2512,0.44453,0.48354
2003,East,male,Technical School Degree,0.02107,52,2512,0.01546,0.02669
2003,East,male,Upper Secondary Degree,0.16652,526,2512,0.15195,0.18109
2003,East,male,No School Degree Yet,0.02015,70,2512,0.01466,0.02565
2003,East,female,Secondary School Degree,0.36246,814,2699,0.34432,0.38060
2003,East,female,Intermediate School Degree,0.43856,1253,2699,0.41984,0.45729
2003,East,female,Technical School Degree,0.02306,58,2699,0.01739,0.02872
2003,East,female,Upper Secondary Degree,0.13621,482,2699,0.12327,0.14915
2003,East,female,No School Degree Yet,0.02703,92,2699,0.02091,0.03315
2004,West,male,Secondary School Degree,0.43415,2972,7748,0.42311,0.44518
2004,West,male,Intermediate School Degree,0.20619,1598,7748,0.19718,0.21520
2004,West,male,Technical School Degree,0.06514,559,7748,0.05964,0.07063
2004,West,male,Upper Secondary Degree,0.17801,1733,7748,0.16949,0.18653
2004,West,male,Other Degree,0.07402,549,7748,0.06819,0.07985
2004,West,male,"Dropout, No School Degree",0.01680,102,7748,0.01394,0.01967
2004,West,male,No School Degree Yet,0.02569,235,7748,0.02217,0.02921
2004,West,female,Secondary School Degree,0.43548,3097,8377,0.42486,0.44610
2004,West,female,Intermediate School Degree,0.26337,2365,8377,0.25394,0.27281
2004,West,female,Technical School Degree,0.04313,380,8377,0.03878,0.04748
2004,West,female,Upper Secondary Degree,0.14494,1561,8377,0.13741,0.15248
2004,West,female,Other Degree,0.07454,591,8377,0.06892,0.08017
2004,West,female,"Dropout, No School Degree",0.01856,143,8377,0.01567,0.02145
2004,West,female,No School Degree Yet,0.01968,240,8377,0.01670,0.02265
2004,East,male,Secondary School Degree,0.31492,699,2423,0.29642,0.33342
2004,East,male,Intermediate School Degree,0.45825,1087,2423,0.43841,0.47809
2004,East,male,Technical School Degree,0.02275,50,2423,0.01681,0.02869
2004,East,male,Upper Secondary Degree,0.16527,512,2423,0.15048,0.18006
2004,East,male,No School Degree Yet,0.02118,75,2423,0.01545,0.02692
2004,East,female,Secondary School Degree,0.35234,769,2653,0.33416,0.37052
2004,East,female,Intermediate School Degree,0.44044,1232,2653,0.42155,0.45934
2004,East,female,Technical School Degree,0.02267,62,2653,0.01701,0.02834
2004,East,female,Upper Secondary Degree,0.14470,499,2653,0.13131,0.15809
2004,East,female,No School Degree Yet,0.02594,91,2653,0.01989,0.03199
2005,West,male,Secondary School Degree,0.42487,2794,7329,0.41356,0.43619
2005,West,male,Intermediate School Degree,0.21383,1528,7329,0.20444,0.22321
2005,West,male,Technical School Degree,0.06266,528,7329,0.05711,0.06821
2005,West,male,Upper Secondary Degree,0.17820,1621,7329,0.16944,0.18696
2005,West,male,Other Degree,0.07508,513,7329,0.06905,0.08112
2005,West,male,"Dropout, No School Degree",0.01825,97,7329,0.01519,0.02132
2005,West,male,No School Degree Yet,0.02710,248,7329,0.02338,0.03082
2005,West,female,Secondary School Degree,0.41827,2895,8023,0.40748,0.42907
2005,West,female,Intermediate School Degree,0.26707,2272,8023,0.25739,0.27675
2005,West,female,Technical School Degree,0.04428,373,8023,0.03978,0.04878
2005,West,female,Upper Secondary Degree,0.15073,1530,8023,0.14290,0.15855
2005,West,female,Other Degree,0.07619,563,8023,0.07039,0.08200
2005,West,female,"Dropout, No School Degree",0.01855,131,8023,0.01559,0.02150
2005,West,female,No School Degree Yet,0.02469,259,8023,0.02130,0.02809
2005,East,male,Secondary School Degree,0.29309,659,2333,0.27462,0.31157
2005,East,male,Intermediate School Degree,0.46258,1046,2333,0.44234,0.48282
2005,East,male,Technical School Degree,0.02626,52,2333,0.01977,0.03275
2005,East,male,Upper Secondary Degree,0.17494,511,2333,0.15952,0.19036
2005,East,male,No School Degree Yet,0.02159,65,2333,0.01569,0.02749
2005,East,female,Secondary School Degree,0.33627,723,2539,0.31789,0.35465
2005,East,female,Intermediate School Degree,0.43672,1175,2539,0.41743,0.45602
2005,East,female,Technical School Degree,0.02702,64,2539,0.02071,0.03332
2005,East,female,Upper Secondary Degree,0.15238,495,2539,0.13839,0.16636
2005,East,female,No School Degree Yet,0.02853,82,2539,0.02205,0.03501
2006,West,male,Secondary School Degree,0.41270,3000,7868,0.40183,0.42358
2006,West,male,Intermediate School Degree,0.21267,1655,7868,0.20363,0.22171
2006,West,male,Technical School Degree,0.06588,582,7868,0.06040,0.07136
2006,West,male,Upper Secondary Degree,0.18824,1752,7868,0.17960,0.19687
2006,West,male,Other Degree,0.07661,531,7868,0.07074,0.08249
2006,West,male,"Dropout, No School Degree",0.01696,90,7868,0.01411,0.01982
2006,West,male,No School Degree Yet,0.02693,258,7868,0.02336,0.03051
2006,West,female,Secondary School Degree,0.40762,3147,8675,0.39727,0.41796
2006,West,female,Intermediate School Degree,0.27123,2472,8675,0.26187,0.28058
2006,West,female,Technical School Degree,0.04539,418,8675,0.04101,0.04977
2006,West,female,Upper Secondary Degree,0.15849,1669,8675,0.15080,0.16617
2006,West,female,Other Degree,0.07856,596,8675,0.07290,0.08423
2006,West,female,"Dropout, No School Degree",0.01798,126,8675,0.01519,0.02078
2006,West,female,No School Degree Yet,0.02054,247,8675,0.01756,0.02353
2006,East,male,Secondary School Degree,0.29351,720,2484,0.27560,0.31142
2006,East,male,Intermediate School Degree,0.46008,1105,2484,0.44048,0.47969
2006,East,male,Technical School Degree,0.02350,51,2484,0.01754,0.02946
2006,East,male,Upper Secondary Degree,0.17279,534,2484,0.15792,0.18766
2006,East,male,No School Degree Yet,0.02190,74,2484,0.01614,0.02766
2006,East,female,Secondary School Degree,0.32136,750,2726,0.30382,0.33889
2006,East,female,Intermediate School Degree,0.44122,1260,2726,0.42258,0.45987
2006,East,female,Technical School Degree,0.02490,70,2726,0.01905,0.03075
2006,East,female,Upper Secondary Degree,0.16068,531,2726,0.14689,0.17446
2006,East,female,Other Degree,0.02203,42,2726,0.01652,0.02755
2006,East,female,No School Degree Yet,0.02443,73,2726,0.01863,0.03022
2007,West,male,Secondary School Degree,0.40338,2745,7311,0.39213,0.41463
2007,West,male,Intermediate School Degree,0.21107,1535,7311,0.20172,0.22043
2007,West,male,Technical School Degree,0.06869,544,7311,0.06289,0.07449
2007,West,male,Upper Secondary Degree,0.19621,1699,7311,0.18711,0.20531
2007,West,male,Other Degree,0.07684,476,7311,0.07073,0.08294
2007,West,male,"Dropout, No School Degree",0.01557,75,7311,0.01273,0.01841
2007,West,male,No School Degree Yet,0.02824,237,7311,0.02444,0.03204
2007,West,female,Secondary School Degree,0.39319,2834,8074,0.38254,0.40385
2007,West,female,Intermediate School Degree,0.27452,2334,8074,0.26479,0.28426
2007,West,female,Technical School Degree,0.04600,388,8074,0.04143,0.05057
2007,West,female,Upper Secondary Degree,0.16834,1624,8074,0.16018,0.17650
2007,West,female,Other Degree,0.07680,536,8074,0.07099,0.08260
2007,West,female,"Dropout, No School Degree",0.01751,117,8074,0.01465,0.02037
2007,West,female,No School Degree Yet,0.02342,241,8074,0.02012,0.02672
2007,East,male,Secondary School Degree,0.28638,665,2364,0.26816,0.30461
2007,East,male,Intermediate School Degree,0.45776,1050,2364,0.43767,0.47784
2007,East,male,Technical School Degree,0.02538,53,2364,0.01904,0.03173
2007,East,male,Upper Secondary Degree,0.18152,519,2364,0.16598,0.19706
2007,East,male,No School Degree Yet,0.02689,77,2364,0.02036,0.03341
2007,East,female,Secondary School Degree,0.31346,690,2565,0.29550,0.33141
2007,East,female,Intermediate School Degree,0.43634,1166,2565,0.41714,0.45553
2007,East,female,Technical School Degree,0.02941,73,2565,0.02287,0.03595
2007,East,female,Upper Secondary Degree,0.16649,525,2565,0.15207,0.18091
2007,East,female,Other Degree,0.02050,36,2565,0.01502,0.02599
2007,East,female,No School Degree Yet,0.02778,75,2565,0.02142,0.03414
2008,West,male,Secondary School Degree,0.39754,2545,6818,0.38592,0.40916
2008,West,male,Intermediate School Degree,0.21562,1456,6818,0.20586,0.22538
2008,West,male,Technical School Degree,0.06966,516,6818,0.06362,0.07571
2008,West,male,Upper Secondary Degree,0.20002,1589,6818,0.19053,0.20952
2008,West,male,Other Degree,0.07395,419,6818,0.06774,0.08017
2008,West,male,"Dropout, No School Degree",0.01539,72,6818,0.01247,0.01832
2008,West,male,No School Degree Yet,0.02781,221,6818,0.02390,0.03171
2008,West,female,Secondary School Degree,0.39079,2655,7562,0.37979,0.40179
2008,West,female,Intermediate School Degree,0.27665,2203,7562,0.26657,0.28674
2008,West,female,Technical School Degree,0.04693,377,7562,0.04216,0.05170
2008,West,female,Upper Secondary Degree,0.17107,1532,7562,0.16258,0.17955
2008,West,female,Other Degree,0.07425,473,7562,0.06834,0.08016
2008,West,female,"Dropout, No School Degree",0.01631,98,7562,0.01346,0.01917
2008,West,female,No School Degree Yet,0.02381,224,7562,0.02037,0.02724
2008,East,male,Secondary School Degree,0.28467,632,2240,0.26597,0.30336
2008,East,male,Intermediate School Degree,0.46176,1000,2240,0.44111,0.48241
2008,East,male,Technical School Degree,0.03188,52,2240,0.02461,0.03916
2008,East,male,Upper Secondary Degree,0.18429,494,2240,0.16823,0.20035
2008,East,male,No School Degree Yet,0.02253,62,2240,0.01638,0.02868
2008,East,female,Secondary School Degree,0.29954,642,2405,0.28123,0.31785
2008,East,female,Intermediate School Degree,0.45411,1112,2405,0.43421,0.47401
2008,East,female,Technical School Degree,0.03368,72,2405,0.02647,0.04089
2008,East,female,Upper Secondary Degree,0.16384,491,2405,0.14905,0.17864
2008,East,female,Other Degree,0.01931,35,2405,0.01381,0.02481
2008,East,female,No School Degree Yet,0.02391,53,2405,0.01780,0.03002
2009,West,male,Secondary School Degree,0.39026,2331,6334,0.37825,0.40228
2009,West,male,Intermediate School Degree,0.21698,1361,6334,0.20683,0.22713
2009,West,male,Technical School Degree,0.07474,494,6334,0.06826,0.08122
2009,West,male,Upper Secondary Degree,0.20441,1489,6334,0.19448,0.21434
2009,West,male,Other Degree,0.06790,359,6334,0.06171,0.07410
2009,West,male,"Dropout, No School Degree",0.01573,70,6334,0.01267,0.01879
2009,West,male,No School Degree Yet,0.02998,230,6334,0.02578,0.03418
2009,West,female,Secondary School Degree,0.37892,2419,6971,0.36753,0.39031
2009,West,female,Intermediate School Degree,0.28086,2055,6971,0.27031,0.29141
2009,West,female,Technical School Degree,0.04962,351,6971,0.04453,0.05472
2009,West,female,Upper Secondary Degree,0.18039,1466,6971,0.17136,0.18942
2009,West,female,Other Degree,0.07085,403,6971,0.06483,0.07688
2009,West,female,"Dropout, No School Degree",0.01569,83,6971,0.01278,0.01861
2009,West,female,No School Degree Yet,0.02347,194,6971,0.01991,0.02702
2009,East,male,Secondary School Degree,0.27572,593,2106,0.25663,0.29481
2009,East,male,Intermediate School Degree,0.46101,941,2106,0.43971,0.48230
2009,East,male,Technical School Degree,0.03518,51,2106,0.02731,0.04305
2009,East,male,Upper Secondary Degree,0.19617,477,2106,0.17920,0.21313
2009,East,male,No School Degree Yet,0.01994,44,2106,0.01397,0.02591
2009,East,female,Secondary School Degree,0.28288,604,2297,0.26446,0.30131
2009,East,female,Intermediate School Degree,0.46564,1075,2297,0.44524,0.48605
2009,East,female,Technical School Degree,0.03360,67,2297,0.02623,0.04097
2009,East,female,Upper Secondary Degree,0.17487,481,2297,0.15933,0.19041
2009,East,female,Other Degree,0.01694,32,2297,0.01166,0.02222
2009,East,female,No School Degree Yet,0.02007,38,2297,0.01433,0.02580
2010,West,male,Secondary School Degree,0.37050,2765,8357,0.36014,0.38085
2010,West,male,Intermediate School Degree,0.22397,1835,8357,0.21503,0.23291
2010,West,male,Technical School Degree,0.07460,636,8357,0.06897,0.08023
2010,West,male,Upper Secondary Degree,0.20932,1983,8357,0.20060,0.21804
2010,West,male,Other Degree,0.07805,683,8357,0.07230,0.08380
2010,West,male,"Dropout, No School Degree",0.01529,134,8357,0.01266,0.01792
2010,West,male,No School Degree Yet,0.02826,321,8357,0.02471,0.03182
2010,West,female,Secondary School Degree,0.36575,2893,10048,0.35633,0.37516
2010,West,female,Intermediate School Degree,0.27327,3073,10048,0.26456,0.28199
2010,West,female,Technical School Degree,0.05227,582,10048,0.04792,0.05663
2010,West,female,Upper Secondary Degree,0.18232,2206,10048,0.17477,0.18987
2010,West,female,Other Degree,0.08523,804,10048,0.07977,0.09069
2010,West,female,"Dropout, No School Degree",0.01691,189,10048,0.01439,0.01943
2010,West,female,No School Degree Yet,0.02407,301,10048,0.02107,0.02706
2010,East,male,Secondary School Degree,0.26233,600,2455,0.24493,0.27974
2010,East,male,Intermediate School Degree,0.46800,1130,2455,0.44826,0.48774
2010,East,male,Technical School Degree,0.03960,60,2455,0.03188,0.04731
2010,East,male,Upper Secondary Degree,0.20347,581,2455,0.18754,0.21939
2010,East,male,Other Degree,0.00968,39,2455,0.00581,0.01356
2010,East,male,No School Degree Yet,0.01300,45,2455,0.00852,0.01748
2010,East,female,Secondary School Degree,0.27462,620,2905,0.25838,0.29085
2010,East,female,Intermediate School Degree,0.47585,1443,2905,0.45769,0.49402
2010,East,female,Technical School Degree,0.03399,92,2905,0.02740,0.04058
2010,East,female,Upper Secondary Degree,0.17736,645,2905,0.16347,0.19126
2010,East,female,Other Degree,0.02078,62,2905,0.01559,0.02596
2010,East,female,No School Degree Yet,0.01042,43,2905,0.00672,0.01411
2011,West,male,Secondary School Degree,0.36150,3292,9827,0.35200,0.37100
2011,West,male,Intermediate School Degree,0.22009,2138,9827,0.21190,0.22828
2011,West,male,Technical School Degree,0.07529,760,9827,0.07007,0.08051
2011,West,male,Upper Secondary Degree,0.21724,2305,9827,0.20908,0.22539
2011,West,male,Other Degree,0.08090,779,9827,0.07551,0.08629
2011,West,male,"Dropout, No School Degree",0.01706,161,9827,0.01450,0.01962
2011,West,male,No School Degree Yet,0.02793,392,9827,0.02467,0.03119
2011,West,female,Secondary School Degree,0.34792,3477,11997,0.33940,0.35645
2011,West,female,Intermediate School Degree,0.27140,3623,11997,0.26344,0.27936
2011,West,female,Technical School Degree,0.05317,695,11997,0.04915,0.05718
2011,West,female,Upper Secondary Degree,0.19403,2627,11997,0.18695,0.20110
2011,West,female,Other Degree,0.09010,970,11997,0.08498,0.09523
2011,West,female,"Dropout, No School Degree",0.01872,214,11997,0.01629,0.02114
2011,West,female,No School Degree Yet,0.02452,391,11997,0.02175,0.02728
2011,East,male,Secondary School Degree,0.25003,687,2796,0.23397,0.26608
2011,East,male,Intermediate School Degree,0.48053,1293,2796,0.46201,0.49905
2011,East,male,Technical School Degree,0.03449,70,2796,0.02772,0.04125
2011,East,male,Upper Secondary Degree,0.19691,638,2796,0.18217,0.21166
2011,East,male,Other Degree,0.01345,49,2796,0.00918,0.01772
2011,East,male,No School Degree Yet,0.01525,59,2796,0.01071,0.01980
2011,East,female,Secondary School Degree,0.26934,741,3373,0.25436,0.28431
2011,East,female,Intermediate School Degree,0.47229,1658,3373,0.45544,0.48914
2011,East,female,Technical School Degree,0.03161,107,3373,0.02571,0.03752
2011,East,female,Upper Secondary Degree,0.18470,732,3373,0.17160,0.19780
2011,East,female,Other Degree,0.02493,83,3373,0.01967,0.03019
2011,East,female,No School Degree Yet,0.00967,52,3373,0.00636,0.01297
2012,West,male,Secondary School Degree,0.35480,3215,9661,0.34526,0.36434
2012,West,male,Intermediate School Degree,0.22596,2149,9661,0.21762,0.23430
2012,West,male,Technical School Degree,0.07321,741,9661,0.06801,0.07840
2012,West,male,Upper Secondary Degree,0.21421,2256,9661,0.20603,0.22239
2012,West,male,Other Degree,0.08909,762,9661,0.08341,0.09478
2012,West,male,"Dropout, No School Degree",0.01747,164,9661,0.01485,0.02008
2012,West,male,No School Degree Yet,0.02526,374,9661,0.02213,0.02839
2012,West,female,Secondary School Degree,0.33636,3323,11688,0.32779,0.34493
2012,West,female,Intermediate School Degree,0.26807,3502,11688,0.26003,0.27610
2012,West,female,Technical School Degree,0.05544,680,11688,0.05129,0.05959
2012,West,female,Upper Secondary Degree,0.19904,2598,11688,0.19181,0.20628
2012,West,female,Other Degree,0.09703,954,11688,0.09166,0.10240
2012,West,female,"Dropout, No School Degree",0.01865,204,11688,0.01620,0.02111
2012,West,female,No School Degree Yet,0.02522,427,11688,0.02237,0.02806
2012,East,male,Secondary School Degree,0.25680,683,2765,0.24051,0.27308
2012,East,male,Intermediate School Degree,0.46287,1257,2765,0.44429,0.48146
2012,East,male,Technical School Degree,0.04105,80,2765,0.03366,0.04845
2012,East,male,Upper Secondary Degree,0.20030,624,2765,0.18538,0.21522
2012,East,male,Other Degree,0.01731,58,2765,0.01245,0.02217
2012,East,male,No School Degree Yet,0.01317,63,2765,0.00892,0.01742
2012,East,female,Secondary School Degree,0.26934,730,3296,0.25419,0.28449
2012,East,female,Intermediate School Degree,0.46935,1606,3296,0.45231,0.48639
2012,East,female,Technical School Degree,0.02997,104,3296,0.02415,0.03579
2012,East,female,Upper Secondary Degree,0.18800,729,3296,0.17466,0.20134
2012,East,female,Other Degree,0.02627,81,3296,0.02081,0.03174
2012,East,female,No School Degree Yet,0.00898,46,3296,0.00576,0.01221
2013,West,male,Secondary School Degree,0.33791,3208,11078,0.32910,0.34672
2013,West,male,Intermediate School Degree,0.21992,2230,11078,0.21221,0.22764
2013,West,male,Technical School Degree,0.07705,799,11078,0.07208,0.08201
2013,West,male,Upper Secondary Degree,0.21877,2378,11078,0.21107,0.22647
2013,West,male,Other Degree,0.09957,1713,11078,0.09399,0.10514
2013,West,male,"Dropout, No School Degree",0.01930,281,11078,0.01673,0.02186
2013,West,male,No School Degree Yet,0.02748,469,11078,0.02444,0.03053
2013,West,female,Secondary School Degree,0.32752,3285,13163,0.31950,0.33554
2013,West,female,Intermediate School Degree,0.27081,3574,13163,0.26321,0.27840
2013,West,female,Technical School Degree,0.05593,720,13163,0.05200,0.05985
2013,West,female,Upper Secondary Degree,0.20119,2720,13163,0.19434,0.20803
2013,West,female,Other Degree,0.09857,2063,13163,0.09348,0.10366
2013,West,female,"Dropout, No School Degree",0.02130,334,13163,0.01883,0.02376
2013,West,female,No School Degree Yet,0.02456,467,13163,0.02192,0.02721
2013,East,male,Secondary School Degree,0.25430,632,2729,0.23796,0.27065
2013,East,male,Intermediate School Degree,0.46375,1202,2729,0.44503,0.48246
2013,East,male,Technical School Degree,0.03988,80,2729,0.03254,0.04723
2013,East,male,Upper Secondary Degree,0.18876,596,2729,0.17407,0.20344
2013,East,male,Other Degree,0.02908,149,2729,0.02277,0.03538
2013,East,male,No School Degree Yet,0.01391,70,2729,0.00951,0.01830
2013,East,female,Secondary School Degree,0.25132,672,3314,0.23655,0.26609
2013,East,female,Intermediate School Degree,0.47901,1540,3314,0.46200,0.49602
2013,East,female,Technical School Degree,0.02681,100,3314,0.02131,0.03232
2013,East,female,Upper Secondary Degree,0.18124,677,3314,0.16812,0.19436
2013,East,female,Other Degree,0.03792,205,3314,0.03142,0.04443
2013,East,female,"Dropout, No School Degree",0.01058,41,3314,0.00709,0.01406
2013,East,female,No School Degree Yet,0.01312,79,3314,0.00925,0.01700
2014,West,male,Secondary School Degree,0.32848,2838,9754,0.31916,0.33780
2014,West,male,Intermediate School Degree,0.21738,2010,9754,0.20920,0.22557
2014,West,male,Technical School Degree,0.07991,736,9754,0.07453,0.08529
2014,West,male,Upper Secondary Degree,0.22734,2205,9754,0.21902,0.23566
2014,West,male,Other Degree,0.10287,1371,9754,0.09684,0.10890
2014,West,male,"Dropout, No School Degree",0.01826,216,9754,0.01560,0.02092
2014,West,male,No School Degree Yet,0.02576,378,9754,0.02261,0.02890
2014,West,female,Secondary School Degree,0.31668,2907,11456,0.30816,0.32520
2014,West,female,Intermediate School Degree,0.26587,3119,11456,0.25778,0.27396
2014,West,female,Technical School Degree,0.05983,664,11456,0.05549,0.06418
2014,West,female,Upper Secondary Degree,0.21334,2458,11456,0.20584,0.22084
2014,West,female,Other Degree,0.09939,1635,11456,0.09391,0.10487
2014,West,female,"Dropout, No School Degree",0.02198,275,11456,0.01930,0.02467
2014,West,female,No School Degree Yet,0.02271,398,11456,0.01999,0.02544
2014,East,male,Secondary School Degree,0.25312,581,2478,0.23600,0.27025
2014,East,male,Intermediate School Degree,0.45886,1094,2478,0.43924,0.47849
2014,East,male,Technical School Degree,0.04560,75,2478,0.03739,0.05382
2014,East,male,Upper Secondary Degree,0.18624,545,2478,0.17091,0.20157
2014,East,male,Other Degree,0.03200,124,2478,0.02507,0.03893
2014,East,male,No School Degree Yet,0.01143,59,2478,0.00724,0.01562
2014,East,female,Secondary School Degree,0.25270,627,3006,0.23716,0.26823
2014,East,female,Intermediate School Degree,0.47046,1392,3006,0.45261,0.48830
2014,East,female,Technical School Degree,0.02963,97,3006,0.02357,0.03570
2014,East,female,Upper Secondary Degree,0.18836,634,3006,0.17438,0.20234
2014,East,female,Other Degree,0.03705,166,3006,0.03029,0.04380
2014,East,female,"Dropout, No School Degree",0.01030,33,3006,0.00669,0.01391
2014,East,female,No School Degree Yet,0.01151,57,3006,0.00769,0.01532
2015,West,male,Secondary School Degree,0.31860,2651,9682,0.30932,0.32788
2015,West,male,Intermediate School Degree,0.22220,1928,9682,0.21392,0.23048
2015,West,male,Technical School Degree,0.08069,713,9682,0.07526,0.08611
2015,West,male,Upper Secondary Degree,0.23175,2144,9682,0.22335,0.24016
2015,West,male,Other Degree,0.10868,1715,9682,0.10248,0.11488
2015,West,male,"Dropout, No School Degree",0.01791,230,9682,0.01527,0.02056
2015,West,male,No School Degree Yet,0.02016,301,9682,0.01736,0.02296
2015,West,female,Secondary School Degree,0.30343,2658,11340,0.29497,0.31189
2015,West,female,Intermediate School Degree,0.26879,2984,11340,0.26063,0.27695
2015,West,female,Technical School Degree,0.06022,637,11340,0.05584,0.06460
2015,West,female,Upper Secondary Degree,0.21789,2400,11340,0.21029,0.22549
2015,West,female,Other Degree,0.10807,2002,11340,0.10236,0.11379
2015,West,female,"Dropout, No School Degree",0.02195,302,11340,0.01926,0.02465
2015,West,female,No School Degree Yet,0.01964,357,11340,0.01709,0.02220
2015,East,male,Secondary School Degree,0.23942,538,2404,0.22236,0.25648
2015,East,male,Intermediate School Degree,0.46663,1047,2404,0.44668,0.48658
2015,East,male,Technical School Degree,0.04111,77,2404,0.03318,0.04905
2015,East,male,Upper Secondary Degree,0.18840,519,2404,0.17277,0.20404
2015,East,male,Other Degree,0.04085,167,2404,0.03294,0.04877
2015,East,male,No School Degree Yet,0.01080,56,2404,0.00667,0.01493
2015,East,female,Secondary School Degree,0.24871,586,2918,0.23303,0.26440
2015,East,female,Intermediate School Degree,0.46441,1319,2918,0.44631,0.48250
2015,East,female,Technical School Degree,0.02844,89,2918,0.02241,0.03448
2015,East,female,Upper Secondary Degree,0.19155,619,2918,0.17727,0.20583
2015,East,female,Other Degree,0.04035,202,2918,0.03321,0.04749
2015,East,female,"Dropout, No School Degree",0.01102,38,2918,0.00723,0.01481
2015,East,female,No School Degree Yet,0.01552,65,2918,0.01104,0.02001
2016,West,male,Secondary School Degree,0.31498,2464,10080,0.30591,0.32405
2016,West,male,Intermediate School Degree,0.22143,1755,10080,0.21332,0.22953
2016,West,male,Technical School Degree,0.08142,660,10080,0.07608,0.08676
2016,West,male,Upper Secondary Degree,0.23059,1994,10080,0.22237,0.23881
2016,West,male,Other Degree,0.11303,2206,10080,0.10685,0.11921
2016,West,male,"Dropout, No School Degree",0.01816,549,10080,0.01555,0.02076
2016,West,male,No School Degree Yet,0.02012,363,10080,0.01738,0.02286
2016,West,male,No School Attended,0.00028,89,10080,-0.00005,0.00061
2016,West,female,Secondary School Degree,0.29475,2427,11233,0.28631,0.30318
2016,West,female,Intermediate School Degree,0.26462,2739,11233,0.25646,0.27278
2016,West,female,Technical School Degree,0.06084,602,11233,0.05642,0.06526
2016,West,female,Upper Secondary Degree,0.22193,2267,11233,0.21424,0.22961
2016,West,female,Other Degree,0.11484,2171,11233,0.10894,0.12074
2016,West,female,"Dropout, No School Degree",0.02122,504,11233,0.01855,0.02388
2016,West,female,No School Degree Yet,0.02155,397,11233,0.01886,0.02423
2016,West,female,No School Attended,0.00026,126,11233,-0.00004,0.00057
2016,East,male,Secondary School Degree,0.20992,477,2521,0.19402,0.22582
2016,East,male,Intermediate School Degree,0.46178,977,2521,0.44231,0.48124
2016,East,male,Technical School Degree,0.04369,77,2521,0.03571,0.05167
2016,East,male,Upper Secondary Degree,0.20489,505,2521,0.18914,0.22065
2016,East,male,Other Degree,0.05078,320,2521,0.04221,0.05935
2016,East,male,"Dropout, No School Degree",0.01384,96,2521,0.00928,0.01840
2016,East,male,No School Degree Yet,0.01448,69,2521,0.00982,0.01914
2016,East,female,Secondary School Degree,0.23322,532,2921,0.21788,0.24856
2016,East,female,Intermediate School Degree,0.46837,1250,2921,0.45027,0.48647
2016,East,female,Technical School Degree,0.03209,90,2921,0.02570,0.03848
2016,East,female,Upper Secondary Degree,0.20450,598,2921,0.18987,0.21913
2016,East,female,Other Degree,0.04172,264,2921,0.03447,0.04898
2016,East,female,"Dropout, No School Degree",0.00971,76,2921,0.00615,0.01326
2016,East,female,No School Degree Yet,0.00973,68,2921,0.00617,0.01329
2016,East,female,No School Attended,0.00066,43,2921,-0.00027,0.00159
2017,West,male,Secondary School Degree,0.30322,2593,11381,0.29478,0.31167
2017,West,male,Intermediate School Degree,0.22609,2034,11381,0.21841,0.23378
2017,West,male,Technical School Degree,0.08287,788,11381,0.07780,0.08793
