year,migback,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.43231,268,675,0.39491,0.46972
1993,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.36374,293,675,0.32742,0.40006
1993,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06153,38,675,0.04339,0.07967
1993,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.13676,76,675,0.11082,0.16270
1993,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.06263,102,1485,0.05030,0.07496
1993,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.23061,474,1485,0.20918,0.25204
1993,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.11489,113,1485,0.09867,0.13111
1993,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.58787,796,1485,0.56282,0.61291
1993,Direct migration background,Primary Level,"Dropout, No School Degree",0.72917,379,496,0.69002,0.76832
1993,Direct migration background,Primary Level,No School Attended,0.24061,117,496,0.20296,0.27827
1993,Direct migration background,Lower Secondary Level,Secondary School Degree,0.48418,262,783,0.44915,0.51921
1993,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.09807,46,783,0.07723,0.11892
1993,Direct migration background,Lower Secondary Level,Other Degree,0.41775,475,783,0.38318,0.45232
1993,Direct migration background,Upper Secondary Level,Secondary School Degree,0.51854,327,777,0.48338,0.55369
1993,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.16359,89,777,0.13756,0.18962
1993,Direct migration background,Upper Secondary Level,Other Degree,0.23032,312,777,0.20069,0.25994
1993,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03375,49,777,0.02104,0.04645
1993,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.57965,65,65,0.45871,0.70058
1993,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.61669,62,62,0.49468,0.73870
1993,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.57212,115,186,0.50082,0.64341
1993,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.40515,71,186,0.33440,0.47589
1993,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.46731,72,105,0.37142,0.56320
1993,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.29455,33,105,0.20694,0.38216
1994,No migration background,Primary Level,"Dropout, No School Degree",0.73692,54,54,0.61838,0.85546
1994,No migration background,Lower Secondary Level,Secondary School Degree,0.81875,1240,1595,0.79984,0.83766
1994,No migration background,Lower Secondary Level,Intermediate School Degree,0.17916,355,1595,0.16033,0.19798
1994,No migration background,Upper Secondary Level,Secondary School Degree,0.60663,3101,5536,0.59376,0.61949
1994,No migration background,Upper Secondary Level,Intermediate School Degree,0.33621,2124,5536,0.32376,0.34865
1994,No migration background,Upper Secondary Level,Technical School Degree,0.00643,31,5536,0.00433,0.00854
1994,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04258,247,5536,0.03726,0.04790
1994,No migration background,Upper Secondary Level,Other Degree,0.00561,33,5536,0.00364,0.00757
1994,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.33264,86,291,0.27841,0.38686
1994,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.66736,205,291,0.61314,0.72159
1994,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.43328,261,676,0.39589,0.47066
1994,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.36635,302,676,0.33000,0.40269
1994,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06525,40,676,0.04662,0.08388
1994,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.12949,73,676,0.10416,0.15482
1994,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.06420,104,1501,0.05180,0.07661
1994,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.21746,461,1501,0.19658,0.23834
1994,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.11469,113,1501,0.09856,0.13081
1994,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.59941,823,1501,0.57461,0.62421
1994,Direct migration background,Primary Level,"Dropout, No School Degree",0.74134,355,462,0.70136,0.78131
1994,Direct migration background,Primary Level,No School Attended,0.23072,107,462,0.19226,0.26918
1994,Direct migration background,Lower Secondary Level,Secondary School Degree,0.47218,233,708,0.43538,0.50898
1994,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.08897,35,708,0.06798,0.10996
1994,Direct migration background,Lower Secondary Level,Other Degree,0.43885,440,708,0.40227,0.47543
1994,Direct migration background,Upper Secondary Level,Secondary School Degree,0.50820,321,750,0.47240,0.54401
1994,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.16223,90,750,0.13582,0.18863
1994,Direct migration background,Upper Secondary Level,Other Degree,0.23141,294,750,0.20120,0.26161
1994,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03091,45,750,0.01852,0.04331
1994,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.60905,57,57,0.48124,0.73685
1994,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.62569,58,58,0.50005,0.75133
1994,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.58438,108,176,0.51137,0.65740
1994,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.39733,68,176,0.32483,0.46983
1994,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.44344,73,112,0.35102,0.53586
1994,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.31997,39,112,0.23319,0.40675
1995,No migration background,Primary Level,"Dropout, No School Degree",0.67993,40,40,0.53352,0.82635
1995,No migration background,Lower Secondary Level,Secondary School Degree,0.81502,1171,1535,0.79559,0.83445
1995,No migration background,Lower Secondary Level,Intermediate School Degree,0.18190,364,1535,0.16259,0.20120
1995,No migration background,Upper Secondary Level,Secondary School Degree,0.60962,3050,5492,0.59671,0.62252
1995,No migration background,Upper Secondary Level,Intermediate School Degree,0.33381,2131,5492,0.32134,0.34628
1995,No migration background,Upper Secondary Level,Technical School Degree,0.00694,34,5492,0.00475,0.00914
1995,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04122,246,5492,0.03596,0.04648
1995,No migration background,Upper Secondary Level,Other Degree,0.00540,31,5492,0.00346,0.00733
1995,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.31465,89,302,0.26219,0.36711
1995,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.67746,213,302,0.62465,0.73027
1995,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.41165,251,682,0.37469,0.44861
1995,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.39978,323,682,0.36299,0.43657
1995,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06269,36,682,0.04448,0.08089
1995,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.12408,72,682,0.09932,0.14884
1995,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.06345,103,1527,0.05122,0.07568
1995,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.21473,458,1527,0.19413,0.23533
1995,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.11331,118,1527,0.09740,0.12921
1995,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.60192,848,1527,0.57736,0.62648
1995,Direct migration background,Primary Level,"Dropout, No School Degree",0.77751,356,453,0.73916,0.81585
1995,Direct migration background,Primary Level,No School Attended,0.18768,97,453,0.15169,0.22368
1995,Direct migration background,Lower Secondary Level,Secondary School Degree,0.46935,257,780,0.43431,0.50440
1995,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.08265,41,780,0.06332,0.10199
1995,Direct migration background,Lower Secondary Level,Other Degree,0.44799,482,780,0.41307,0.48291
1995,Direct migration background,Upper Secondary Level,Secondary School Degree,0.43109,333,948,0.39954,0.46263
1995,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.15884,111,948,0.13556,0.18213
1995,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.06327,49,948,0.04776,0.07878
1995,Direct migration background,Upper Secondary Level,Other Degree,0.30610,405,948,0.27674,0.33545
1995,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03109,50,948,0.02004,0.04215
1995,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.69237,108,108,0.60492,0.77982
1995,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.45925,67,143,0.37729,0.54122
1995,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.30749,76,143,0.23159,0.38339
1995,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.57560,97,163,0.49949,0.65171
1995,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.40804,66,163,0.33235,0.48372
1995,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.36796,81,128,0.28409,0.45184
1995,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.33857,47,128,0.25627,0.42088
1996,No migration background,Primary Level,"Dropout, No School Degree",0.69831,38,38,0.55041,0.84620
1996,No migration background,Lower Secondary Level,Secondary School Degree,0.80980,1120,1480,0.78980,0.82980
1996,No migration background,Lower Secondary Level,Intermediate School Degree,0.18777,360,1480,0.16786,0.20767
1996,No migration background,Upper Secondary Level,Secondary School Degree,0.60796,2990,5381,0.59491,0.62100
1996,No migration background,Upper Secondary Level,Intermediate School Degree,0.33834,2131,5381,0.32570,0.35098
1996,No migration background,Upper Secondary Level,Upper Secondary Degree,0.03929,225,5381,0.03410,0.04448
1996,No migration background,Upper Secondary Level,Other Degree,0.00569,35,5381,0.00368,0.00770
1996,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.31427,90,314,0.26285,0.36570
1996,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.66593,224,314,0.61367,0.71818
1996,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.40593,243,678,0.36894,0.44293
1996,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.39644,328,678,0.35959,0.43329
1996,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06260,34,678,0.04435,0.08085
1996,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.12845,73,678,0.10325,0.15366
1996,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.05960,99,1539,0.04777,0.07143
1996,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.21585,459,1539,0.19529,0.23642
1996,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.11450,121,1539,0.09858,0.13041
1996,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.60353,860,1539,0.57908,0.62797
1996,Direct migration background,Primary Level,"Dropout, No School Degree",0.78853,328,414,0.74914,0.82791
1996,Direct migration background,Primary Level,No School Attended,0.18560,86,414,0.14810,0.22310
1996,Direct migration background,Lower Secondary Level,Secondary School Degree,0.46105,241,725,0.42474,0.49736
1996,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.09199,41,725,0.07094,0.11304
1996,Direct migration background,Lower Secondary Level,Other Degree,0.44696,443,725,0.41075,0.48318
1996,Direct migration background,Upper Secondary Level,Secondary School Degree,0.42558,319,892,0.39312,0.45805
1996,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.15643,99,892,0.13258,0.18028
1996,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.05954,43,892,0.04400,0.07507
1996,Direct migration background,Upper Secondary Level,Other Degree,0.31659,386,892,0.28605,0.34713
1996,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03034,45,892,0.01908,0.04160
1996,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.65525,95,95,0.55917,0.75134
1996,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.44121,62,133,0.35650,0.52591
1996,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.31429,71,133,0.23509,0.39348
1996,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.59106,102,168,0.51649,0.66562
1996,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.39286,66,168,0.31879,0.46693
1996,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.35631,87,180,0.28615,0.42647
1996,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.33912,54,180,0.26977,0.40847
1996,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.22307,39,180,0.16208,0.28405
1997,No migration background,Primary Level,"Dropout, No School Degree",0.70045,37,37,0.55082,0.85009
1997,No migration background,Lower Secondary Level,Secondary School Degree,0.80814,1082,1434,0.78775,0.82852
1997,No migration background,Lower Secondary Level,Intermediate School Degree,0.18952,352,1434,0.16923,0.20981
1997,No migration background,Upper Secondary Level,Secondary School Degree,0.60501,2919,5321,0.59188,0.61815
1997,No migration background,Upper Secondary Level,Intermediate School Degree,0.33915,2102,5321,0.32643,0.35187
1997,No migration background,Upper Secondary Level,Technical School Degree,0.00666,33,5321,0.00447,0.00884
1997,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04066,233,5321,0.03535,0.04597
1997,No migration background,Upper Secondary Level,Other Degree,0.00552,34,5321,0.00352,0.00751
1997,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.29176,82,304,0.24057,0.34294
1997,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.68955,222,304,0.63746,0.74165
1997,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.38370,236,678,0.34707,0.42034
1997,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.39541,322,678,0.35858,0.43224
1997,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06739,39,678,0.04850,0.08627
1997,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.14693,81,678,0.12026,0.17360
1997,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.06224,100,1545,0.05019,0.07429
1997,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.21320,453,1545,0.19277,0.23363
1997,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.12036,123,1545,0.10413,0.13659
1997,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.59892,869,1545,0.57447,0.62336
1997,Direct migration background,Primary Level,"Dropout, No School Degree",0.76015,304,386,0.71749,0.80280
1997,Direct migration background,Primary Level,No School Attended,0.19167,82,386,0.15236,0.23099
1997,Direct migration background,Lower Secondary Level,Secondary School Degree,0.47439,233,691,0.43713,0.51165
1997,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10489,47,691,0.08203,0.12775
1997,Direct migration background,Lower Secondary Level,Other Degree,0.42072,411,691,0.38389,0.45756
1997,Direct migration background,Upper Secondary Level,Secondary School Degree,0.41574,307,858,0.38274,0.44874
1997,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.15684,97,858,0.13250,0.18119
1997,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.06302,44,858,0.04675,0.07928
1997,Direct migration background,Upper Secondary Level,Other Degree,0.32432,367,858,0.29298,0.35566
1997,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03080,43,858,0.01923,0.04237
1997,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.63679,84,84,0.53333,0.74026
1997,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.44194,61,130,0.35624,0.52764
1997,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.30314,69,130,0.22382,0.38245
1997,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.60913,117,193,0.54011,0.67815
1997,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.37504,76,193,0.30656,0.44353
1997,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.34737,85,165,0.27449,0.42024
1997,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.35510,47,165,0.28186,0.42834
1997,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.21647,33,165,0.15344,0.27950
1998,No migration background,Primary Level,"Dropout, No School Degree",0.66832,43,43,0.52593,0.81071
1998,No migration background,Lower Secondary Level,Secondary School Degree,0.79662,1256,1676,0.77734,0.81589
1998,No migration background,Lower Secondary Level,Intermediate School Degree,0.19933,420,1676,0.18020,0.21846
1998,No migration background,Upper Secondary Level,Secondary School Degree,0.58525,3199,5886,0.57266,0.59784
1998,No migration background,Upper Secondary Level,Intermediate School Degree,0.35028,2325,5886,0.33809,0.36247
1998,No migration background,Upper Secondary Level,Technical School Degree,0.00757,43,5886,0.00536,0.00978
1998,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04567,277,5886,0.04034,0.05101
1998,No migration background,Upper Secondary Level,Other Degree,0.00720,42,5886,0.00504,0.00936
1998,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.28503,96,349,0.23760,0.33246
1998,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.69463,253,349,0.64624,0.74302
1998,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.37154,251,736,0.33660,0.40647
1998,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.40040,342,736,0.36498,0.43583
1998,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06710,44,736,0.04901,0.08518
1998,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.15188,99,736,0.12593,0.17783
1998,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.06604,110,1721,0.05431,0.07778
1998,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.21125,480,1721,0.19196,0.23054
1998,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.12916,152,1721,0.11331,0.14501
1998,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.58648,979,1721,0.56321,0.60976
1998,Direct migration background,Primary Level,"Dropout, No School Degree",0.77145,279,355,0.72770,0.81519
1998,Direct migration background,Primary Level,No School Attended,0.19102,76,355,0.15007,0.23198
1998,Direct migration background,Lower Secondary Level,Secondary School Degree,0.46370,235,658,0.42557,0.50183
1998,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.09734,41,658,0.07467,0.12001
1998,Direct migration background,Lower Secondary Level,Other Degree,0.43896,382,658,0.40101,0.47691
1998,Direct migration background,Upper Secondary Level,Secondary School Degree,0.41965,298,812,0.38569,0.45362
1998,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.14782,96,812,0.12339,0.17225
1998,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.05955,43,812,0.04326,0.07584
1998,Direct migration background,Upper Secondary Level,Other Degree,0.33542,337,812,0.30293,0.36792
1998,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.02967,38,812,0.01799,0.04134
1998,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.57670,86,86,0.47166,0.68174
1998,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.41031,63,136,0.32733,0.49328
1998,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.33392,73,136,0.25437,0.41348
1998,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.63158,116,191,0.56298,0.70017
1998,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.35037,75,191,0.28253,0.41821
1998,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.32328,85,177,0.25418,0.39238
1998,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.37147,56,177,0.30008,0.44286
1998,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.23296,36,177,0.17051,0.29541
1999,No migration background,Primary Level,"Dropout, No School Degree",0.69948,46,46,0.56552,0.83344
1999,No migration background,Lower Secondary Level,Secondary School Degree,0.78728,1209,1626,0.76738,0.80718
1999,No migration background,Lower Secondary Level,Intermediate School Degree,0.20859,417,1626,0.18883,0.22834
1999,No migration background,Upper Secondary Level,Secondary School Degree,0.58806,3156,5844,0.57544,0.60068
1999,No migration background,Upper Secondary Level,Intermediate School Degree,0.34859,2326,5844,0.33637,0.36081
1999,No migration background,Upper Secondary Level,Technical School Degree,0.00681,39,5844,0.00470,0.00892
1999,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04496,281,5844,0.03964,0.05027
1999,No migration background,Upper Secondary Level,Other Degree,0.00789,42,5844,0.00562,0.01016
1999,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.27088,97,352,0.22439,0.31737
1999,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.70649,255,352,0.65885,0.75413
1999,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.36930,243,734,0.33436,0.40424
1999,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.39741,345,734,0.36198,0.43284
1999,No migration background,First Stage of Tertiary Education,Technical School Degree,0.06434,44,734,0.04658,0.08211
1999,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.15912,102,734,0.13264,0.18560
1999,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.06461,108,1720,0.05299,0.07624
1999,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.20234,468,1720,0.18335,0.22133
1999,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.12779,146,1720,0.11201,0.14357
1999,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.59775,998,1720,0.57457,0.62093
1999,Direct migration background,Primary Level,"Dropout, No School Degree",0.78299,266,334,0.73871,0.82726
1999,Direct migration background,Primary Level,No School Attended,0.18378,68,334,0.14218,0.22538
1999,Direct migration background,Lower Secondary Level,Secondary School Degree,0.45767,218,611,0.41813,0.49720
1999,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10174,43,611,0.07775,0.12573
1999,Direct migration background,Lower Secondary Level,Other Degree,0.44059,350,611,0.40119,0.47999
1999,Direct migration background,Upper Secondary Level,Secondary School Degree,0.41598,286,754,0.38078,0.45119
1999,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.13221,85,754,0.10801,0.15640
1999,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.06486,35,754,0.04727,0.08245
1999,Direct migration background,Upper Secondary Level,Other Degree,0.33965,309,754,0.30582,0.37347
1999,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03527,39,754,0.02210,0.04845
1999,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.58098,83,83,0.47419,0.68777
1999,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.42240,62,130,0.33716,0.50763
1999,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.35290,68,130,0.27044,0.43537
1999,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.63085,118,189,0.56186,0.69983
1999,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.35571,71,189,0.28728,0.42415
1999,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.36668,91,184,0.29686,0.43650
1999,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.35782,55,184,0.28837,0.42727
1999,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.19522,38,184,0.13779,0.25265
2000,No migration background,Primary Level,Other Degree,0.25174,36,103,0.16751,0.33597
2000,No migration background,Primary Level,"Dropout, No School Degree",0.73707,67,103,0.65164,0.82250
2000,No migration background,Lower Secondary Level,Secondary School Degree,0.80485,1861,2420,0.78906,0.82065
2000,No migration background,Lower Secondary Level,Intermediate School Degree,0.18520,559,2420,0.16972,0.20068
2000,No migration background,Upper Secondary Level,Secondary School Degree,0.57835,6126,11202,0.56921,0.58750
2000,No migration background,Upper Secondary Level,Intermediate School Degree,0.36760,4453,11202,0.35867,0.37653
2000,No migration background,Upper Secondary Level,Technical School Degree,0.00580,64,11202,0.00439,0.00721
2000,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04238,517,11202,0.03865,0.04611
2000,No migration background,Upper Secondary Level,Other Degree,0.00412,42,11202,0.00294,0.00531
2000,No migration background,Post-secondary Non-tertiary Level,Technical School Degree,0.32610,263,784,0.29326,0.35893
2000,No migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.64157,521,784,0.60798,0.67516
2000,No migration background,First Stage of Tertiary Education,Secondary School Degree,0.34463,541,1632,0.32156,0.36769
2000,No migration background,First Stage of Tertiary Education,Intermediate School Degree,0.42646,760,1632,0.40246,0.45047
2000,No migration background,First Stage of Tertiary Education,Technical School Degree,0.10206,157,1632,0.08737,0.11675
2000,No migration background,First Stage of Tertiary Education,Upper Secondary Degree,0.11398,174,1632,0.09855,0.12940
2000,No migration background,Second Stage of Tertiary Education,Secondary School Degree,0.05858,193,3347,0.05062,0.06653
2000,No migration background,Second Stage of Tertiary Education,Intermediate School Degree,0.16442,645,3347,0.15186,0.17698
2000,No migration background,Second Stage of Tertiary Education,Technical School Degree,0.14531,423,3347,0.13337,0.15726
2000,No migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.62676,2086,3347,0.61037,0.64315
2000,Direct migration background,Primary Level,"Dropout, No School Degree",0.94404,269,269,0.91652,0.97156
2000,Direct migration background,Lower Secondary Level,Secondary School Degree,0.41208,323,851,0.37899,0.44517
2000,Direct migration background,Lower Secondary Level,Intermediate School Degree,0.10971,72,851,0.08870,0.13072
2000,Direct migration background,Lower Secondary Level,Other Degree,0.47821,456,851,0.44463,0.51180
2000,Direct migration background,Upper Secondary Level,Secondary School Degree,0.37676,480,1214,0.34949,0.40403
2000,Direct migration background,Upper Secondary Level,Intermediate School Degree,0.13151,148,1214,0.11249,0.15053
2000,Direct migration background,Upper Secondary Level,Upper Secondary Degree,0.05206,50,1214,0.03956,0.06456
2000,Direct migration background,Upper Secondary Level,Other Degree,0.39794,498,1214,0.37040,0.42549
2000,Direct migration background,Upper Secondary Level,"Dropout, No School Degree",0.03595,38,1214,0.02547,0.04643
2000,Direct migration background,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.19766,48,197,0.14190,0.25341
2000,Direct migration background,Post-secondary Non-tertiary Level,Other Degree,0.50088,149,197,0.43088,0.57088
2000,Direct migration background,First Stage of Tertiary Education,Secondary School Degree,0.21006,38,149,0.14443,0.27569
2000,Direct migration background,First Stage of Tertiary Education,Intermediate School Degree,0.22864,40,149,0.16098,0.29630
2000,Direct migration background,First Stage of Tertiary Education,Other Degree,0.30537,71,149,0.23117,0.37957
2000,Direct migration background,Second Stage of Tertiary Education,Technical School Degree,0.08434,32,357,0.05547,0.11321
2000,Direct migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.34613,129,357,0.29671,0.39555
2000,Direct migration background,Second Stage of Tertiary Education,Other Degree,0.47194,196,357,0.42008,0.52380
2000,Indirect migration background,Lower Secondary Level,Secondary School Degree,0.57238,154,254,0.51141,0.63334
2000,Indirect migration background,Lower Secondary Level,Intermediate School Degree,0.40264,100,254,0.34221,0.46308
2000,Indirect migration background,Upper Secondary Level,Secondary School Degree,0.44248,153,332,0.38897,0.49599
2000,Indirect migration background,Upper Secondary Level,Intermediate School Degree,0.35568,118,332,0.30411,0.40725
2000,Indirect migration background,Upper Secondary Level,Upper Secondary Degree,0.16613,61,332,0.12604,0.20623
2000,Indirect migration background,Second Stage of Tertiary Education,Upper Secondary Degree,0.77127,39,39,0.63772,0.90481
2001,No migration background,Primary Level,Other Degree,0.27319,31,90,0.18062,0.36577
2001,No migration background,Primary Level,"Dropout, No School Degree",0.72681,59,90,0.63423,0.81938
2001,No migration background,Lower Secondary Level,Secondary School Degree,0.80022,1564,2060,0.78295,0.81749
2001,No migration background,Lower Secondary Level,Intermediate School Degree,0.19003,496,2060,0.17308,0.20697
2001,No migration background,Upper Secondary Level,Secondary School Degree,0.57038,5433,10152,0.56075,0.58001
2001,No migration background,Upper Secondary Level,Intermediate School Degree,0.37382,4135,10152,0.36441,0.38323
2001,No migration background,Upper Secondary Level,Technical School Degree,0.00693,66,10152,0.00531,0.00854
2001,No migration background,Upper Secondary Level,Upper Secondary Degree,0.04297,487,10152,0.03902,0.04691
