year,regtyp,sampreg,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Urban regions,West,Intermediate School Degree,0.19267,3216,13407,0.18600,0.19935
2002,Urban regions,West,Technical School Degree,0.04371,779,13407,0.04025,0.04717
2002,Urban regions,West,Upper Secondary Degree,0.14282,2921,13407,0.13690,0.14874
2002,Urban regions,West,Other Degree,0.06462,1082,13407,0.06046,0.06878
2002,Urban regions,West,"Dropout, No School Degree",0.01395,223,13407,0.01197,0.01594
2002,Urban regions,West,No School Degree Yet,0.01709,375,13407,0.01489,0.01928
2002,Urban regions,East,Secondary School Degree,0.25300,452,1739,0.23256,0.27344
2002,Urban regions,East,Intermediate School Degree,0.35795,747,1739,0.33541,0.38049
2002,Urban regions,East,Technical School Degree,0.01750,32,1739,0.01133,0.02366
2002,Urban regions,East,Upper Secondary Degree,0.19147,456,1739,0.17297,0.20997
2002,Urban regions,East,No School Degree Yet,0.02237,52,1739,0.01541,0.02932
2002,Rural regions,West,Secondary School Degree,0.42756,1904,4022,0.41227,0.44285
2002,Rural regions,West,Intermediate School Degree,0.19280,1039,4022,0.18060,0.20499
2002,Rural regions,West,Technical School Degree,0.04055,207,4022,0.03445,0.04665
2002,Rural regions,West,Upper Secondary Degree,0.07738,552,4022,0.06912,0.08564
2002,Rural regions,West,Other Degree,0.03663,188,4022,0.03082,0.04243
2002,Rural regions,West,"Dropout, No School Degree",0.01054,47,4022,0.00738,0.01369
2002,Rural regions,West,No School Degree Yet,0.01436,85,4022,0.01069,0.01804
2002,Rural regions,East,Secondary School Degree,0.32378,1157,3606,0.30851,0.33906
2002,Rural regions,East,Intermediate School Degree,0.38791,1682,3606,0.37200,0.40381
2002,Rural regions,East,Technical School Degree,0.01699,72,3606,0.01277,0.02121
2002,Rural regions,East,Upper Secondary Degree,0.09611,557,3606,0.08648,0.10573
2002,Rural regions,East,Other Degree,0.01069,37,3606,0.00733,0.01405
2002,Rural regions,East,No School Degree Yet,0.01836,101,3606,0.01398,0.02275
2003,Urban regions,West,Secondary School Degree,0.33759,4587,12823,0.32940,0.34577
2003,Urban regions,West,Intermediate School Degree,0.19085,3069,12823,0.18405,0.19765
2003,Urban regions,West,Technical School Degree,0.04519,754,12823,0.04160,0.04879
2003,Urban regions,West,Upper Secondary Degree,0.14657,2829,12823,0.14045,0.15269
2003,Urban regions,West,Other Degree,0.06443,1007,12823,0.06018,0.06868
2003,Urban regions,West,"Dropout, No School Degree",0.01463,209,12823,0.01255,0.01671
2003,Urban regions,West,No School Degree Yet,0.01748,368,12823,0.01521,0.01975
2003,Urban regions,East,Secondary School Degree,0.24878,435,1724,0.22837,0.26919
2003,Urban regions,East,Intermediate School Degree,0.37270,747,1724,0.34987,0.39553
2003,Urban regions,East,Technical School Degree,0.01829,34,1724,0.01196,0.02461
2003,Urban regions,East,Upper Secondary Degree,0.19402,454,1724,0.17535,0.21269
2003,Urban regions,East,No School Degree Yet,0.02011,54,1724,0.01348,0.02674
2003,Rural regions,West,Secondary School Degree,0.42316,1766,3777,0.40740,0.43892
2003,Rural regions,West,Intermediate School Degree,0.19540,984,3777,0.18275,0.20805
2003,Rural regions,West,Technical School Degree,0.04109,195,3777,0.03476,0.04742
2003,Rural regions,West,Upper Secondary Degree,0.08239,512,3777,0.07362,0.09116
2003,Rural regions,West,Other Degree,0.03927,186,3777,0.03308,0.04547
2003,Rural regions,West,"Dropout, No School Degree",0.01140,46,3777,0.00802,0.01479
2003,Rural regions,West,No School Degree Yet,0.01279,88,3777,0.00920,0.01637
2003,Rural regions,East,Secondary School Degree,0.30967,1105,3522,0.29440,0.32495
2003,Rural regions,East,Intermediate School Degree,0.39455,1644,3522,0.37841,0.41070
2003,Rural regions,East,Technical School Degree,0.01929,76,3522,0.01475,0.02383
2003,Rural regions,East,Upper Secondary Degree,0.09925,554,3522,0.08937,0.10913
2003,Rural regions,East,Other Degree,0.00904,35,3522,0.00592,0.01217
2003,Rural regions,East,No School Degree Yet,0.02040,108,3522,0.01573,0.02506
2004,Urban regions,West,Secondary School Degree,0.33389,4366,12407,0.32559,0.34218
2004,Urban regions,West,Intermediate School Degree,0.18841,2955,12407,0.18152,0.19529
2004,Urban regions,West,Technical School Degree,0.04516,747,12407,0.04151,0.04882
2004,Urban regions,West,Upper Secondary Degree,0.14688,2781,12407,0.14065,0.15311
2004,Urban regions,West,Other Degree,0.06754,969,12407,0.06312,0.07195
2004,Urban regions,West,"Dropout, No School Degree",0.01522,202,12407,0.01307,0.01738
2004,Urban regions,West,No School Degree Yet,0.01972,387,12407,0.01728,0.02217
2004,Urban regions,East,Secondary School Degree,0.24641,422,1715,0.22601,0.26681
2004,Urban regions,East,Intermediate School Degree,0.37313,743,1715,0.35024,0.39603
2004,Urban regions,East,Technical School Degree,0.01989,36,1715,0.01328,0.02650
2004,Urban regions,East,Upper Secondary Degree,0.19425,458,1715,0.17552,0.21298
2004,Urban regions,East,No School Degree Yet,0.02012,56,1715,0.01347,0.02676
2004,Rural regions,West,Secondary School Degree,0.42069,1703,3718,0.40482,0.43656
2004,Rural regions,West,Intermediate School Degree,0.20419,1008,3718,0.19123,0.21714
2004,Rural regions,West,Technical School Degree,0.03971,192,3718,0.03343,0.04599
2004,Rural regions,West,Upper Secondary Degree,0.08130,513,3718,0.07252,0.09009
2004,Rural regions,West,Other Degree,0.03833,171,3718,0.03216,0.04450
2004,Rural regions,West,"Dropout, No School Degree",0.01193,43,3718,0.00844,0.01542
2004,Rural regions,West,No School Degree Yet,0.01426,88,3718,0.01045,0.01807
2004,Rural regions,East,Secondary School Degree,0.30855,1046,3401,0.29302,0.32407
2004,Rural regions,East,Intermediate School Degree,0.39378,1576,3401,0.37736,0.41020
2004,Rural regions,East,Technical School Degree,0.01939,76,3401,0.01475,0.02402
2004,Rural regions,East,Upper Secondary Degree,0.10217,553,3401,0.09199,0.11235
2004,Rural regions,East,Other Degree,0.01111,40,3401,0.00758,0.01463
2004,Rural regions,East,No School Degree Yet,0.02043,110,3401,0.01567,0.02518
2005,Urban regions,West,Secondary School Degree,0.32353,4091,11831,0.31510,0.33196
2005,Urban regions,West,Intermediate School Degree,0.19329,2841,11831,0.18618,0.20041
2005,Urban regions,West,Technical School Degree,0.04448,720,11831,0.04077,0.04820
2005,Urban regions,West,Upper Secondary Degree,0.14928,2670,11831,0.14286,0.15571
2005,Urban regions,West,Other Degree,0.06911,913,11831,0.06454,0.07368
2005,Urban regions,West,"Dropout, No School Degree",0.01589,190,11831,0.01363,0.01814
2005,Urban regions,West,No School Degree Yet,0.02258,406,11831,0.01990,0.02525
2005,Urban regions,East,Secondary School Degree,0.23958,407,1654,0.21901,0.26016
2005,Urban regions,East,Intermediate School Degree,0.35943,707,1654,0.33630,0.38257
2005,Urban regions,East,Technical School Degree,0.02470,36,1654,0.01722,0.03219
2005,Urban regions,East,Upper Secondary Degree,0.20351,461,1654,0.18410,0.22292
2005,Urban regions,East,No School Degree Yet,0.01693,43,1654,0.01071,0.02315
2005,Rural regions,West,Secondary School Degree,0.40994,1598,3521,0.39369,0.42619
2005,Rural regions,West,Intermediate School Degree,0.20937,959,3521,0.19593,0.22281
2005,Rural regions,West,Technical School Degree,0.04008,181,3521,0.03360,0.04656
2005,Rural regions,West,Upper Secondary Degree,0.08545,481,3521,0.07622,0.09469
2005,Rural regions,West,Other Degree,0.03865,163,3521,0.03228,0.04502
2005,Rural regions,West,"Dropout, No School Degree",0.01233,38,3521,0.00869,0.01598
2005,Rural regions,West,No School Degree Yet,0.01651,101,3521,0.01230,0.02072
2005,Rural regions,East,Secondary School Degree,0.28708,975,3254,0.27154,0.30263
2005,Rural regions,East,Intermediate School Degree,0.40028,1514,3254,0.38344,0.41711
2005,Rural regions,East,Technical School Degree,0.02194,80,3254,0.01690,0.02697
2005,Rural regions,East,Upper Secondary Degree,0.10722,545,3254,0.09659,0.11785
2005,Rural regions,East,Other Degree,0.01084,36,3254,0.00728,0.01440
2005,Rural regions,East,No School Degree Yet,0.02403,104,3254,0.01877,0.02930
2006,Urban regions,West,Secondary School Degree,0.31426,4367,12613,0.30616,0.32237
2006,Urban regions,West,Intermediate School Degree,0.19352,3047,12613,0.18663,0.20042
2006,Urban regions,West,Technical School Degree,0.04573,795,12613,0.04208,0.04937
2006,Urban regions,West,Upper Secondary Degree,0.15784,2888,12613,0.15148,0.16421
2006,Urban regions,West,Other Degree,0.07091,941,12613,0.06643,0.07539
2006,Urban regions,West,"Dropout, No School Degree",0.01511,176,12613,0.01298,0.01724
2006,Urban regions,West,No School Degree Yet,0.02019,399,12613,0.01773,0.02264
2006,Urban regions,East,Secondary School Degree,0.23246,425,1710,0.21243,0.25249
2006,Urban regions,East,Intermediate School Degree,0.35333,725,1710,0.33067,0.37599
2006,Urban regions,East,Technical School Degree,0.02449,40,1710,0.01716,0.03182
2006,Urban regions,East,Upper Secondary Degree,0.20748,480,1710,0.18826,0.22671
2006,Urban regions,East,No School Degree Yet,0.01360,40,1710,0.00811,0.01910
2006,Rural regions,West,Secondary School Degree,0.39601,1780,3930,0.38072,0.41131
2006,Rural regions,West,Intermediate School Degree,0.21184,1080,3930,0.19906,0.22461
2006,Rural regions,West,Technical School Degree,0.04304,205,3930,0.03669,0.04939
2006,Rural regions,West,Upper Secondary Degree,0.08855,533,3930,0.07967,0.09744
2006,Rural regions,West,Other Degree,0.03965,186,3930,0.03355,0.04575
2006,Rural regions,West,"Dropout, No School Degree",0.01161,40,3930,0.00826,0.01496
2006,Rural regions,West,No School Degree Yet,0.01641,106,3930,0.01244,0.02038
2006,Rural regions,East,Secondary School Degree,0.28314,1045,3507,0.26823,0.29805
2006,Rural regions,East,Intermediate School Degree,0.40804,1640,3507,0.39177,0.42431
2006,Rural regions,East,Technical School Degree,0.01908,81,3507,0.01455,0.02361
2006,Rural regions,East,Upper Secondary Degree,0.11125,585,3507,0.10084,0.12166
2006,Rural regions,East,Other Degree,0.01499,49,3507,0.01097,0.01901
2006,Rural regions,East,No School Degree Yet,0.02336,107,3507,0.01836,0.02836
2007,Urban regions,West,Secondary School Degree,0.30608,3956,11711,0.29773,0.31443
2007,Urban regions,West,Intermediate School Degree,0.19455,2861,11711,0.18738,0.20172
2007,Urban regions,West,Technical School Degree,0.04762,739,11711,0.04376,0.05148
2007,Urban regions,West,Upper Secondary Degree,0.16699,2810,11711,0.16024,0.17375
2007,Urban regions,West,Other Degree,0.06681,818,11711,0.06229,0.07133
2007,Urban regions,West,"Dropout, No School Degree",0.01407,152,11711,0.01194,0.01621
2007,Urban regions,West,No School Degree Yet,0.02093,375,11711,0.01833,0.02352
2007,Urban regions,East,Secondary School Degree,0.23233,397,1628,0.21181,0.25285
2007,Urban regions,East,Intermediate School Degree,0.34322,679,1628,0.32015,0.36629
2007,Urban regions,East,Technical School Degree,0.02905,44,1628,0.02089,0.03721
2007,Urban regions,East,Upper Secondary Degree,0.21392,464,1628,0.19399,0.23384
2007,Urban regions,East,No School Degree Yet,0.02473,44,1628,0.01718,0.03228
2007,Rural regions,West,Secondary School Degree,0.38712,1623,3674,0.37136,0.40287
2007,Rural regions,West,Intermediate School Degree,0.21518,1008,3674,0.20189,0.22847
2007,Rural regions,West,Technical School Degree,0.04344,193,3674,0.03685,0.05003
2007,Rural regions,West,Upper Secondary Degree,0.09194,513,3674,0.08260,0.10129
2007,Rural regions,West,Other Degree,0.05053,194,3674,0.04345,0.05762
2007,Rural regions,West,"Dropout, No School Degree",0.01196,40,3674,0.00844,0.01547
2007,Rural regions,West,No School Degree Yet,0.02152,103,3674,0.01683,0.02621
2007,Rural regions,East,Secondary School Degree,0.27497,958,3304,0.25974,0.29020
2007,Rural regions,East,Intermediate School Degree,0.41097,1537,3304,0.39419,0.42775
2007,Rural regions,East,Technical School Degree,0.02113,82,3304,0.01622,0.02603
2007,Rural regions,East,Upper Secondary Degree,0.11885,580,3304,0.10781,0.12988
2007,Rural regions,East,Other Degree,0.01331,39,3304,0.00940,0.01722
2007,Rural regions,East,No School Degree Yet,0.02323,108,3304,0.01809,0.02836
2008,Urban regions,West,Secondary School Degree,0.30527,3694,10939,0.29664,0.31390
2008,Urban regions,West,Intermediate School Degree,0.19896,2706,10939,0.19148,0.20644
2008,Urban regions,West,Technical School Degree,0.04872,710,10939,0.04469,0.05276
2008,Urban regions,West,Upper Secondary Degree,0.16895,2628,10939,0.16193,0.17597
2008,Urban regions,West,Other Degree,0.06480,722,10939,0.06019,0.06941
2008,Urban regions,West,"Dropout, No School Degree",0.01361,138,10939,0.01143,0.01578
2008,Urban regions,West,No School Degree Yet,0.02071,341,10939,0.01804,0.02338
2008,Urban regions,East,Secondary School Degree,0.22089,378,1560,0.20030,0.24148
2008,Urban regions,East,Intermediate School Degree,0.34962,657,1560,0.32595,0.37329
2008,Urban regions,East,Technical School Degree,0.03263,42,1560,0.02381,0.04145
2008,Urban regions,East,Upper Secondary Degree,0.21933,451,1560,0.19879,0.23987
2008,Urban regions,East,No School Degree Yet,0.01917,32,1560,0.01237,0.02598
2008,Rural regions,West,Secondary School Degree,0.38097,1506,3441,0.36474,0.39719
2008,Rural regions,West,Intermediate School Degree,0.21594,953,3441,0.20219,0.22969
2008,Rural regions,West,Technical School Degree,0.04390,183,3441,0.03705,0.05074
2008,Rural regions,West,Upper Secondary Degree,0.09918,493,3441,0.08919,0.10917
2008,Rural regions,West,Other Degree,0.04865,170,3441,0.04146,0.05584
2008,Rural regions,West,"Dropout, No School Degree",0.01127,32,3441,0.00774,0.01479
2008,Rural regions,West,No School Degree Yet,0.02248,104,3441,0.01753,0.02744
2008,Rural regions,East,Secondary School Degree,0.26663,896,3085,0.25102,0.28224
2008,Rural regions,East,Intermediate School Degree,0.41622,1455,3085,0.39882,0.43361
2008,Rural regions,East,Technical School Degree,0.02577,82,3085,0.02018,0.03136
2008,Rural regions,East,Upper Secondary Degree,0.11244,534,3085,0.10129,0.12359
2008,Rural regions,East,Other Degree,0.01200,35,3085,0.00816,0.01585
2008,Rural regions,East,No School Degree Yet,0.02034,83,3085,0.01536,0.02532
2009,Urban regions,West,Secondary School Degree,0.29893,3352,10053,0.28998,0.30788
2009,Urban regions,West,Intermediate School Degree,0.20101,2509,10053,0.19317,0.20884
2009,Urban regions,West,Technical School Degree,0.05025,654,10053,0.04598,0.05452
2009,Urban regions,West,Upper Secondary Degree,0.17534,2468,10053,0.16791,0.18278
2009,Urban regions,West,Other Degree,0.06042,611,10053,0.05577,0.06508
2009,Urban regions,West,"Dropout, No School Degree",0.01370,125,10053,0.01143,0.01597
2009,Urban regions,West,No School Degree Yet,0.02286,334,10053,0.01994,0.02578
2009,Urban regions,East,Secondary School Degree,0.21435,364,1447,0.19320,0.23550
2009,Urban regions,East,Intermediate School Degree,0.34207,614,1447,0.31762,0.36652
2009,Urban regions,East,Technical School Degree,0.03957,42,1447,0.02952,0.04961
2009,Urban regions,East,Upper Secondary Degree,0.22771,427,1447,0.20610,0.24933
2009,Rural regions,West,Secondary School Degree,0.37067,1398,3224,0.35399,0.38734
2009,Rural regions,West,Intermediate School Degree,0.22032,907,3224,0.20601,0.23463
2009,Rural regions,West,Technical School Degree,0.05295,191,3224,0.04521,0.06068
2009,Rural regions,West,Upper Secondary Degree,0.10575,487,3224,0.09513,0.11636
2009,Rural regions,West,Other Degree,0.04726,151,3224,0.03993,0.05458
2009,Rural regions,West,No School Degree Yet,0.01910,90,3224,0.01438,0.02383
2009,Rural regions,East,Secondary School Degree,0.24851,833,2900,0.23278,0.26424
2009,Rural regions,East,Intermediate School Degree,0.41925,1402,2900,0.40129,0.43721
2009,Rural regions,East,Technical School Degree,0.02367,76,2900,0.01813,0.02920
2009,Rural regions,East,Upper Secondary Degree,0.12004,531,2900,0.10821,0.13187
2009,Rural regions,East,No School Degree Yet,0.01668,58,2900,0.01202,0.02134
2010,Urban regions,West,Secondary School Degree,0.28529,3883,13681,0.27772,0.29286
2010,Urban regions,West,Intermediate School Degree,0.20159,3478,13681,0.19487,0.20831
2010,Urban regions,West,Technical School Degree,0.05349,928,13681,0.04971,0.05726
2010,Urban regions,West,Upper Secondary Degree,0.17712,3502,13681,0.17072,0.18352
2010,Urban regions,West,Other Degree,0.07053,1183,13681,0.06624,0.07482
2010,Urban regions,West,"Dropout, No School Degree",0.01365,244,13681,0.01171,0.01560
2010,Urban regions,West,No School Degree Yet,0.02194,463,13681,0.01948,0.02439
2010,Urban regions,East,Secondary School Degree,0.20751,379,1835,0.18895,0.22607
2010,Urban regions,East,Intermediate School Degree,0.34935,784,1835,0.32753,0.37117
2010,Urban regions,East,Technical School Degree,0.03258,49,1835,0.02445,0.04070
2010,Urban regions,East,Upper Secondary Degree,0.24125,584,1835,0.22167,0.26083
2010,Urban regions,East,Other Degree,0.01597,39,1835,0.01023,0.02170
2010,Rural regions,West,Secondary School Degree,0.35767,1775,4724,0.34400,0.37134
2010,Rural regions,West,Intermediate School Degree,0.21711,1430,4724,0.20536,0.22887
2010,Rural regions,West,Technical School Degree,0.04716,290,4724,0.04111,0.05320
2010,Rural regions,West,Upper Secondary Degree,0.11098,687,4724,0.10202,0.11994
2010,Rural regions,West,Other Degree,0.05749,304,4724,0.05086,0.06413
2010,Rural regions,West,"Dropout, No School Degree",0.01213,79,4724,0.00900,0.01525
2010,Rural regions,West,No School Degree Yet,0.02012,159,4724,0.01611,0.02412
2010,Rural regions,East,Secondary School Degree,0.24260,841,3506,0.22840,0.25679
2010,Rural regions,East,Intermediate School Degree,0.43488,1789,3506,0.41847,0.45130
2010,Rural regions,East,Technical School Degree,0.03098,103,3506,0.02524,0.03671
2010,Rural regions,East,Upper Secondary Degree,0.12049,642,3506,0.10971,0.13126
2010,Rural regions,East,Other Degree,0.01146,62,3506,0.00794,0.01499
2010,Rural regions,East,No School Degree Yet,0.01213,69,3506,0.00850,0.01575
2011,Urban regions,West,Secondary School Degree,0.27412,4564,15845,0.26717,0.28106
2011,Urban regions,West,Intermediate School Degree,0.19664,3969,15845,0.19045,0.20283
2011,Urban regions,West,Technical School Degree,0.05356,1085,15845,0.05006,0.05707
2011,Urban regions,West,Upper Secondary Degree,0.18307,4029,15845,0.17705,0.18910
2011,Urban regions,West,Other Degree,0.07254,1346,15845,0.06850,0.07658
2011,Urban regions,West,"Dropout, No School Degree",0.01528,272,15845,0.01337,0.01719
2011,Urban regions,West,No School Degree Yet,0.02293,580,15845,0.02060,0.02526
2011,Urban regions,East,Secondary School Degree,0.19308,430,2136,0.17634,0.20982
2011,Urban regions,East,Intermediate School Degree,0.34998,904,2136,0.32975,0.37021
2011,Urban regions,East,Technical School Degree,0.03189,63,2136,0.02444,0.03934
2011,Urban regions,East,Upper Secondary Degree,0.24057,657,2136,0.22244,0.25870
2011,Urban regions,East,Other Degree,0.02407,51,2136,0.01757,0.03058
2011,Urban regions,East,No School Degree Yet,0.01018,31,2136,0.00593,0.01444
2011,Rural regions,West,Secondary School Degree,0.33573,2205,5979,0.32376,0.34770
2011,Rural regions,West,Intermediate School Degree,0.21660,1792,5979,0.20616,0.22705
2011,Rural regions,West,Technical School Degree,0.04806,370,5979,0.04264,0.05348
2011,Rural regions,West,Upper Secondary Degree,0.12279,903,5979,0.11447,0.13111
2011,Rural regions,West,Other Degree,0.06273,403,5979,0.05658,0.06887
2011,Rural regions,West,"Dropout, No School Degree",0.01281,103,5979,0.00996,0.01566
2011,Rural regions,West,No School Degree Yet,0.01685,203,5979,0.01359,0.02011
2011,Rural regions,East,Secondary School Degree,0.23713,998,4074,0.22407,0.25019
2011,Rural regions,East,Intermediate School Degree,0.43695,2047,4074,0.42171,0.45218
2011,Rural regions,East,Technical School Degree,0.02619,114,4074,0.02129,0.03110
2011,Rural regions,East,Upper Secondary Degree,0.12085,713,4074,0.11084,0.13086
2011,Rural regions,East,Other Degree,0.01233,81,4074,0.00894,0.01572
2011,Rural regions,East,"Dropout, No School Degree",0.00860,41,4074,0.00576,0.01143
2011,Rural regions,East,No School Degree Yet,0.01083,80,4074,0.00765,0.01400
2012,Urban regions,West,Secondary School Degree,0.26450,4357,15351,0.25752,0.27147
2012,Urban regions,West,Intermediate School Degree,0.19754,3867,15351,0.19124,0.20384
2012,Urban regions,West,Technical School Degree,0.05563,1072,15351,0.05200,0.05925
2012,Urban regions,West,Upper Secondary Degree,0.18651,3920,15351,0.18035,0.19267
2012,Urban regions,West,Other Degree,0.07870,1291,15351,0.07444,0.08296
2012,Urban regions,West,"Dropout, No School Degree",0.01561,263,15351,0.01365,0.01757
2012,Urban regions,West,No School Degree Yet,0.02087,581,15351,0.01861,0.02313
2012,Urban regions,East,Secondary School Degree,0.18751,407,2073,0.17070,0.20431
2012,Urban regions,East,Intermediate School Degree,0.34790,870,2073,0.32740,0.36841
2012,Urban regions,East,Technical School Degree,0.03285,68,2073,0.02517,0.04052
2012,Urban regions,East,Upper Secondary Degree,0.24533,643,2073,0.22681,0.26386
2012,Urban regions,East,Other Degree,0.02093,48,2073,0.01477,0.02709
2012,Urban regions,East,No School Degree Yet,0.01121,37,2073,0.00668,0.01574
2012,Rural regions,West,Secondary School Degree,0.33634,2181,5998,0.32438,0.34830
2012,Rural regions,West,Intermediate School Degree,0.21909,1784,5998,0.20862,0.22956
2012,Rural regions,West,Technical School Degree,0.04330,349,5998,0.03814,0.04845
2012,Rural regions,West,Upper Secondary Degree,0.11894,934,5998,0.11074,0.12713
2012,Rural regions,West,Other Degree,0.06973,425,5998,0.06328,0.07617
2012,Rural regions,West,"Dropout, No School Degree",0.01254,105,5998,0.00972,0.01535
2012,Rural regions,West,No School Degree Yet,0.02015,220,5998,0.01660,0.02371
2012,Rural regions,East,Secondary School Degree,0.24338,1006,4029,0.23013,0.25663
2012,Rural regions,East,Intermediate School Degree,0.42268,1993,4029,0.40743,0.43794
2012,Rural regions,East,Technical School Degree,0.02869,116,4029,0.02354,0.03385
2012,Rural regions,East,Upper Secondary Degree,0.12218,710,4029,0.11206,0.13229
2012,Rural regions,East,Other Degree,0.01735,91,4029,0.01332,0.02139
2012,Rural regions,East,"Dropout, No School Degree",0.00843,41,4029,0.00561,0.01126
2012,Rural regions,East,No School Degree Yet,0.00843,72,4029,0.00561,0.01125
2013,Urban regions,West,Secondary School Degree,0.25319,4405,17817,0.24680,0.25957
2013,Urban regions,West,Intermediate School Degree,0.19510,4023,17817,0.18928,0.20092
2013,Urban regions,West,Technical School Degree,0.05805,1173,17817,0.05462,0.06148
2013,Urban regions,West,Upper Secondary Degree,0.18913,4158,17817,0.18338,0.19488
2013,Urban regions,West,Other Degree,0.08544,2917,17817,0.08133,0.08954
2013,Urban regions,West,"Dropout, No School Degree",0.01786,464,17817,0.01591,0.01980
2013,Urban regions,West,No School Degree Yet,0.02088,677,17817,0.01878,0.02298
2013,Urban regions,East,Secondary School Degree,0.17862,381,2087,0.16218,0.19506
2013,Urban regions,East,Intermediate School Degree,0.36105,848,2087,0.34043,0.38166
2013,Urban regions,East,Technical School Degree,0.03437,71,2087,0.02655,0.04219
2013,Urban regions,East,Upper Secondary Degree,0.23338,607,2087,0.21523,0.25153
2013,Urban regions,East,Other Degree,0.03249,135,2087,0.02488,0.04010
2013,Urban regions,East,No School Degree Yet,0.01220,45,2087,0.00749,0.01691
2013,Rural regions,West,Secondary School Degree,0.33229,2088,6424,0.32077,0.34381
2013,Rural regions,West,Intermediate School Degree,0.22319,1781,6424,0.21301,0.23337
2013,Rural regions,West,Technical School Degree,0.04358,346,6424,0.03859,0.04857
2013,Rural regions,West,Upper Secondary Degree,0.12295,940,6424,0.11492,0.13099
2013,Rural regions,West,Other Degree,0.06952,859,6424,0.06330,0.07574
2013,Rural regions,West,"Dropout, No School Degree",0.01331,151,6424,0.01050,0.01611
2013,Rural regions,West,No School Degree Yet,0.02272,259,6424,0.01907,0.02636
2013,Rural regions,East,Secondary School Degree,0.23655,923,3963,0.22332,0.24978
2013,Rural regions,East,Intermediate School Degree,0.42679,1894,3963,0.41139,0.44219
2013,Rural regions,East,Technical School Degree,0.02548,109,3963,0.02057,0.03038
2013,Rural regions,East,Upper Secondary Degree,0.11991,666,3963,0.10980,0.13003
2013,Rural regions,East,Other Degree,0.02688,219,3963,0.02184,0.03192
2013,Rural regions,East,"Dropout, No School Degree",0.00927,48,3963,0.00628,0.01225
2013,Rural regions,East,No School Degree Yet,0.01127,104,3963,0.00798,0.01455
2014,Urban regions,West,Secondary School Degree,0.24404,3859,15508,0.23728,0.25080
2014,Urban regions,West,Intermediate School Degree,0.19145,3552,15508,0.18526,0.19764
2014,Urban regions,West,Technical School Degree,0.06072,1075,15508,0.05696,0.06448
2014,Urban regions,West,Upper Secondary Degree,0.19794,3791,15508,0.19167,0.20421
2014,Urban regions,West,Other Degree,0.08671,2300,15508,0.08228,0.09114
2014,Urban regions,West,"Dropout, No School Degree",0.01761,366,15508,0.01554,0.01968
2014,Urban regions,West,No School Degree Yet,0.01943,565,15508,0.01726,0.02160
2014,Urban regions,East,Secondary School Degree,0.17652,356,1895,0.15935,0.19370
2014,Urban regions,East,Intermediate School Degree,0.33841,765,1895,0.31710,0.35972
2014,Urban regions,East,Technical School Degree,0.04008,70,1895,0.03125,0.04892
2014,Urban regions,East,Upper Secondary Degree,0.23144,560,1895,0.21244,0.25043
2014,Urban regions,East,Other Degree,0.03305,109,1895,0.02500,0.04110
2014,Urban regions,East,No School Degree Yet,0.00619,35,1895,0.00266,0.00972
2014,Rural regions,West,Secondary School Degree,0.32499,1886,5702,0.31283,0.33715
2014,Rural regions,West,Intermediate School Degree,0.22011,1577,5702,0.20935,0.23086
2014,Rural regions,West,Technical School Degree,0.04629,325,5702,0.04084,0.05175
2014,Rural regions,West,Upper Secondary Degree,0.12886,872,5702,0.12016,0.13756
2014,Rural regions,West,Other Degree,0.07157,706,5702,0.06488,0.07826
2014,Rural regions,West,"Dropout, No School Degree",0.01336,125,5702,0.01038,0.01634
2014,Rural regions,West,No School Degree Yet,0.02106,211,5702,0.01734,0.02479
2014,Rural regions,East,Secondary School Degree,0.23254,852,3594,0.21873,0.24635
2014,Rural regions,East,Intermediate School Degree,0.41981,1721,3594,0.40367,0.43594
2014,Rural regions,East,Technical School Degree,0.02683,102,3594,0.02155,0.03212
2014,Rural regions,East,Upper Secondary Degree,0.11768,619,3594,0.10715,0.12822
2014,Rural regions,East,Other Degree,0.02698,181,3594,0.02168,0.03228
2014,Rural regions,East,"Dropout, No School Degree",0.01003,38,3594,0.00677,0.01329
2014,Rural regions,East,No School Degree Yet,0.01153,81,3594,0.00804,0.01502
2015,Urban regions,West,Secondary School Degree,0.23529,3546,15321,0.22857,0.24201
2015,Urban regions,West,Intermediate School Degree,0.19191,3374,15321,0.18568,0.19815
2015,Urban regions,West,Technical School Degree,0.06148,1027,15321,0.05768,0.06529
2015,Urban regions,West,Upper Secondary Degree,0.20076,3666,15321,0.19442,0.20710
2015,Urban regions,West,Other Degree,0.09333,2829,15321,0.08873,0.09794
2015,Urban regions,West,"Dropout, No School Degree",0.01772,400,15321,0.01563,0.01981
2015,Urban regions,West,No School Degree Yet,0.01565,479,15321,0.01369,0.01762
2015,Urban regions,East,Secondary School Degree,0.16824,340,1883,0.15134,0.18514
2015,Urban regions,East,Intermediate School Degree,0.34352,734,1883,0.32206,0.36497
2015,Urban regions,East,Technical School Degree,0.03262,65,1883,0.02459,0.04064
2015,Urban regions,East,Upper Secondary Degree,0.23800,537,1883,0.21876,0.25724
2015,Urban regions,East,Other Degree,0.04422,159,1883,0.03493,0.05351
2015,Urban regions,East,No School Degree Yet,0.01228,48,1883,0.00731,0.01726
2015,Rural regions,West,Secondary School Degree,0.31039,1763,5701,0.29838,0.32240
2015,Rural regions,West,Intermediate School Degree,0.22902,1538,5701,0.21811,0.23993
