year,pgisced97,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.30810,159,462,0.26596,0.35025
1992,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.08206,38,462,0.05700,0.10711
1992,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.16160,67,462,0.12800,0.19520
1992,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.42183,112,261,0.36180,0.48186
1992,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.43893,149,261,0.37861,0.49925
1992,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.04173,50,962,0.02909,0.05437
1992,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.16152,205,962,0.13825,0.18478
1992,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12681,98,962,0.10577,0.14785
1992,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.65469,609,962,0.62463,0.68476
1992,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.11301,65,596,0.08757,0.13845
1992,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.37434,302,596,0.33545,0.41322
1992,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.42260,229,596,0.38291,0.46229
1993,Primary Level,Urban regions,"Dropout, No School Degree",0.74327,385,486,0.70439,0.78214
1993,Primary Level,Urban regions,No School Attended,0.17282,101,486,0.13917,0.20647
1993,Primary Level,Rural regions,"Dropout, No School Degree",0.73264,79,79,0.63442,0.83086
1993,Lower Secondary Level,Urban regions,Secondary School Degree,0.73249,1121,1858,0.71236,0.75262
1993,Lower Secondary Level,Urban regions,Intermediate School Degree,0.18101,322,1858,0.16350,0.19853
1993,Lower Secondary Level,Urban regions,Other Degree,0.08649,415,1858,0.07371,0.09928
1993,Lower Secondary Level,Rural regions,Secondary School Degree,0.78779,555,820,0.75979,0.81580
1993,Lower Secondary Level,Rural regions,Intermediate School Degree,0.17501,184,820,0.14899,0.20103
1993,Lower Secondary Level,Rural regions,Other Degree,0.03720,81,820,0.02424,0.05016
1993,Upper Secondary Level,Urban regions,Secondary School Degree,0.59970,2280,4135,0.58476,0.61464
1993,Upper Secondary Level,Urban regions,Intermediate School Degree,0.30601,1264,4135,0.29196,0.32006
1993,Upper Secondary Level,Urban regions,Technical School Degree,0.00770,38,4135,0.00504,0.01037
1993,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05159,221,4135,0.04484,0.05833
1993,Upper Secondary Level,Urban regions,Other Degree,0.02964,284,4135,0.02447,0.03481
1993,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00483,48,4135,0.00272,0.00695
1993,Upper Secondary Level,Rural regions,Secondary School Degree,0.60253,1301,2436,0.58309,0.62197
1993,Upper Secondary Level,Rural regions,Intermediate School Degree,0.34758,999,2436,0.32867,0.36650
1993,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02667,70,2436,0.02027,0.03307
1993,Upper Secondary Level,Rural regions,Other Degree,0.01372,66,2436,0.00910,0.01834
1993,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.28872,73,287,0.23620,0.34125
1993,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.59937,154,287,0.54257,0.65616
1993,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.10590,60,287,0.07024,0.14156
1993,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.63152,65,65,0.51334,0.74971
1993,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.44046,190,457,0.39489,0.48602
1993,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.32715,169,457,0.28409,0.37022
1993,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.06976,33,457,0.04638,0.09315
1993,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.15899,65,457,0.12542,0.19255
1993,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.41784,109,248,0.35633,0.47935
1993,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.40572,139,248,0.34448,0.46696
1993,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.04056,47,981,0.02821,0.05292
1993,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.15673,204,981,0.13397,0.17949
1993,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12440,100,981,0.10374,0.14507
1993,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.65717,630,981,0.62746,0.68689
1993,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.10886,62,584,0.08358,0.13415
1993,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.36379,289,584,0.32474,0.40284
1993,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.43788,233,584,0.39761,0.47816
1994,Primary Level,Urban regions,"Dropout, No School Degree",0.74632,356,448,0.70598,0.78666
1994,Primary Level,Urban regions,No School Attended,0.16822,92,448,0.13354,0.20290
1994,Primary Level,Rural regions,"Dropout, No School Degree",0.71105,66,66,0.60086,0.82125
1994,Lower Secondary Level,Urban regions,Secondary School Degree,0.73347,1061,1734,0.71265,0.75428
1994,Lower Secondary Level,Urban regions,Intermediate School Degree,0.17516,288,1734,0.15727,0.19306
1994,Lower Secondary Level,Urban regions,Other Degree,0.09137,385,1734,0.07781,0.10494
1994,Lower Secondary Level,Rural regions,Secondary School Degree,0.80252,520,758,0.77416,0.83088
1994,Lower Secondary Level,Rural regions,Intermediate School Degree,0.16616,170,758,0.13964,0.19267
1994,Lower Secondary Level,Rural regions,Other Degree,0.03132,68,758,0.01891,0.04373
1994,Upper Secondary Level,Urban regions,Secondary School Degree,0.59496,2228,4080,0.57989,0.61002
1994,Upper Secondary Level,Urban regions,Intermediate School Degree,0.30776,1274,4080,0.29360,0.32193
1994,Upper Secondary Level,Urban regions,Technical School Degree,0.00856,41,4080,0.00573,0.01139
1994,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05184,220,4080,0.04503,0.05864
1994,Upper Secondary Level,Urban regions,Other Degree,0.03172,273,4080,0.02634,0.03710
1994,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00460,44,4080,0.00252,0.00667
1994,Upper Secondary Level,Rural regions,Secondary School Degree,0.59957,1267,2383,0.57989,0.61925
1994,Upper Secondary Level,Rural regions,Intermediate School Degree,0.34840,979,2383,0.32926,0.36753
1994,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02987,79,2383,0.02304,0.03671
1994,Upper Secondary Level,Rural regions,Other Degree,0.01246,58,2383,0.00801,0.01692
1994,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.29806,76,283,0.24467,0.35145
1994,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.58410,153,283,0.52658,0.64163
1994,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.11006,54,283,0.07353,0.14658
1994,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.63772,73,73,0.52670,0.74875
1994,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.45462,190,454,0.40876,0.50047
1994,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.30691,166,454,0.26443,0.34938
1994,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.07173,35,454,0.04797,0.09549
1994,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.16169,63,454,0.12778,0.19559
1994,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.39073,105,256,0.33084,0.45061
1994,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.44312,151,256,0.38215,0.50409
1994,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.04541,50,1005,0.03253,0.05829
1994,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.14468,203,1005,0.12292,0.16644
1994,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12453,102,1005,0.10411,0.14496
1994,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.66829,650,1005,0.63917,0.69741
1994,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.11410,64,578,0.08816,0.14004
1994,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.35221,278,578,0.31323,0.39118
1994,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.44695,236,578,0.40638,0.48751
1995,Primary Level,Urban regions,"Dropout, No School Degree",0.76377,347,430,0.72358,0.80397
1995,Primary Level,Urban regions,No School Attended,0.14473,83,430,0.11144,0.17803
1995,Primary Level,Rural regions,"Dropout, No School Degree",0.66570,60,60,0.54532,0.78607
1995,Lower Secondary Level,Urban regions,Secondary School Degree,0.72203,1019,1729,0.70091,0.74315
1995,Lower Secondary Level,Urban regions,Intermediate School Degree,0.17161,291,1729,0.15383,0.18939
1995,Lower Secondary Level,Urban regions,Other Degree,0.10636,419,1729,0.09183,0.12090
1995,Lower Secondary Level,Rural regions,Secondary School Degree,0.79594,506,763,0.76733,0.82456
1995,Lower Secondary Level,Rural regions,Intermediate School Degree,0.16918,180,763,0.14256,0.19580
1995,Lower Secondary Level,Rural regions,Other Degree,0.03488,77,763,0.02185,0.04791
1995,Upper Secondary Level,Urban regions,Secondary School Degree,0.58685,2205,4177,0.57192,0.60179
1995,Upper Secondary Level,Urban regions,Intermediate School Degree,0.29964,1280,4177,0.28575,0.31354
1995,Upper Secondary Level,Urban regions,Technical School Degree,0.00970,44,4177,0.00673,0.01267
1995,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05213,234,4177,0.04538,0.05887
1995,Upper Secondary Level,Urban regions,Other Degree,0.04594,362,4177,0.03959,0.05229
1995,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00541,52,4177,0.00319,0.00764
1995,Upper Secondary Level,Rural regions,Secondary School Degree,0.59171,1259,2437,0.57219,0.61123
1995,Upper Secondary Level,Rural regions,Intermediate School Degree,0.34908,1009,2437,0.33015,0.36801
1995,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02994,90,2437,0.02317,0.03671
1995,Upper Secondary Level,Rural regions,Other Degree,0.01793,79,2437,0.01266,0.02320
1995,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.24627,82,345,0.20074,0.29180
1995,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.53626,167,345,0.48356,0.58896
1995,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.19398,96,345,0.15219,0.23576
1995,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.60571,73,73,0.49282,0.71859
1995,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.42453,174,446,0.37860,0.47045
1995,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.35012,182,446,0.30580,0.39444
1995,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.07198,32,446,0.04797,0.09600
1995,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.14794,58,446,0.11495,0.18092
1995,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.39449,108,265,0.33553,0.45345
1995,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.44974,157,265,0.38973,0.50975
1995,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.04258,48,1096,0.03062,0.05454
1995,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.13702,203,1096,0.11666,0.15739
1995,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12015,110,1096,0.10089,0.13940
1995,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.63895,661,1096,0.61050,0.66740
1995,Second Stage of Tertiary Education,Urban regions,Other Degree,0.05799,74,1096,0.04415,0.07184
1995,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.11027,65,601,0.08520,0.13533
1995,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.33633,276,601,0.29853,0.37413
1995,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.44850,260,601,0.40871,0.48830
1996,Primary Level,Urban regions,"Dropout, No School Degree",0.77516,314,388,0.73357,0.81675
1996,Primary Level,Urban regions,No School Attended,0.14860,74,388,0.11316,0.18404
1996,Primary Level,Rural regions,"Dropout, No School Degree",0.68951,61,61,0.57243,0.80659
1996,Lower Secondary Level,Urban regions,Secondary School Degree,0.72225,982,1646,0.70060,0.74389
1996,Lower Secondary Level,Urban regions,Intermediate School Degree,0.16984,280,1646,0.15170,0.18799
1996,Lower Secondary Level,Urban regions,Other Degree,0.10791,384,1646,0.09292,0.12290
1996,Lower Secondary Level,Rural regions,Secondary School Degree,0.77312,481,739,0.74291,0.80334
1996,Lower Secondary Level,Rural regions,Intermediate School Degree,0.19376,187,739,0.16524,0.22227
1996,Lower Secondary Level,Rural regions,Other Degree,0.03312,71,739,0.02021,0.04603
1996,Upper Secondary Level,Urban regions,Secondary School Degree,0.58282,2140,4079,0.56769,0.59796
1996,Upper Secondary Level,Urban regions,Intermediate School Degree,0.30659,1282,4079,0.29243,0.32074
1996,Upper Secondary Level,Urban regions,Technical School Degree,0.00656,36,4079,0.00408,0.00903
1996,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05172,230,4079,0.04492,0.05852
1996,Upper Secondary Level,Urban regions,Other Degree,0.04661,344,4079,0.04014,0.05308
1996,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00537,47,4079,0.00313,0.00761
1996,Upper Secondary Level,Rural regions,Secondary School Degree,0.59313,1256,2417,0.57354,0.61272
1996,Upper Secondary Level,Rural regions,Intermediate School Degree,0.34764,1002,2417,0.32865,0.36663
1996,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02683,77,2417,0.02039,0.03328
1996,Upper Secondary Level,Rural regions,Other Degree,0.01905,82,2417,0.01360,0.02451
1996,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.25744,82,340,0.21090,0.30399
1996,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.54315,176,340,0.49012,0.59618
1996,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.16188,82,340,0.12267,0.20109
1996,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.59313,76,76,0.48195,0.70431
1996,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.41453,176,460,0.36946,0.45960
1996,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.35164,192,460,0.30796,0.39532
1996,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.07949,33,460,0.05474,0.10424
1996,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.14930,59,460,0.11669,0.18190
1996,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.40042,103,259,0.34063,0.46021
1996,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.45407,156,259,0.39332,0.51482
1996,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.03556,45,1105,0.02463,0.04648
1996,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.13824,201,1105,0.11788,0.15860
1996,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12097,112,1105,0.10173,0.14020
1996,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.64463,679,1105,0.61639,0.67286
1996,Second Stage of Tertiary Education,Urban regions,Other Degree,0.05742,68,1105,0.04370,0.07115
1996,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.12006,66,629,0.09463,0.14548
1996,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.34138,278,629,0.30429,0.37846
1996,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.08736,33,629,0.06528,0.10945
1996,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.43141,252,629,0.39268,0.47015
1997,Primary Level,Urban regions,"Dropout, No School Degree",0.74931,296,366,0.70484,0.79377
1997,Primary Level,Urban regions,No School Attended,0.15108,70,366,0.11434,0.18782
1997,Primary Level,Rural regions,"Dropout, No School Degree",0.68903,53,53,0.56321,0.81484
1997,Lower Secondary Level,Urban regions,Secondary School Degree,0.72424,974,1617,0.70245,0.74603
1997,Lower Secondary Level,Urban regions,Intermediate School Degree,0.17492,290,1617,0.15640,0.19344
1997,Lower Secondary Level,Urban regions,Other Degree,0.10084,353,1617,0.08616,0.11552
1997,Lower Secondary Level,Rural regions,Secondary School Degree,0.76678,458,712,0.73570,0.79787
1997,Lower Secondary Level,Rural regions,Intermediate School Degree,0.19687,185,712,0.16764,0.22610
1997,Lower Secondary Level,Rural regions,Other Degree,0.03635,69,712,0.02259,0.05010
1997,Upper Secondary Level,Urban regions,Secondary School Degree,0.57426,2086,3998,0.55893,0.58959
1997,Upper Secondary Level,Urban regions,Intermediate School Degree,0.30723,1257,3998,0.29293,0.32153
1997,Upper Secondary Level,Urban regions,Technical School Degree,0.00841,42,3998,0.00558,0.01124
1997,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.05650,243,3998,0.04934,0.06365
1997,Upper Secondary Level,Urban regions,Other Degree,0.04734,324,3998,0.04076,0.05393
1997,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00562,46,3998,0.00330,0.00793
1997,Upper Secondary Level,Rural regions,Secondary School Degree,0.59840,1225,2360,0.57862,0.61818
1997,Upper Secondary Level,Rural regions,Intermediate School Degree,0.34869,989,2360,0.32946,0.36793
1997,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02123,66,2360,0.01541,0.02704
1997,Upper Secondary Level,Rural regions,Other Degree,0.01999,80,2360,0.01434,0.02563
1997,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.25239,74,319,0.20464,0.30013
1997,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.54872,170,319,0.49403,0.60342
1997,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.15916,75,319,0.11895,0.19936
1997,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.66658,82,82,0.56391,0.76925
1997,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.40559,171,462,0.36076,0.45041
1997,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.33965,187,462,0.29642,0.38288
1997,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.08449,38,462,0.05910,0.10988
1997,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.16691,66,462,0.13287,0.20096
1997,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.37022,97,248,0.31000,0.43044
1997,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.46016,151,248,0.39800,0.52232
1997,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.04015,47,1094,0.02852,0.05179
1997,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.13688,198,1094,0.11650,0.15726
1997,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.12945,117,1094,0.10955,0.14935
1997,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.63810,668,1094,0.60961,0.66659
1997,Second Stage of Tertiary Education,Urban regions,Other Degree,0.05187,64,1094,0.03872,0.06501
1997,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.11400,65,642,0.08939,0.13860
1997,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.32898,274,642,0.29261,0.36536
1997,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.08991,31,642,0.06777,0.11206
1997,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.44481,272,642,0.40634,0.48328
1998,Primary Level,Urban regions,"Dropout, No School Degree",0.76401,281,346,0.71920,0.80881
1998,Primary Level,Urban regions,No School Attended,0.15072,65,346,0.11297,0.18848
1998,Primary Level,Rural regions,"Dropout, No School Degree",0.62703,50,50,0.49162,0.76243
1998,Lower Secondary Level,Urban regions,Secondary School Degree,0.71664,1093,1762,0.69559,0.73769
1998,Lower Secondary Level,Urban regions,Intermediate School Degree,0.17834,331,1762,0.16046,0.19622
1998,Lower Secondary Level,Urban regions,Other Degree,0.10502,338,1762,0.09070,0.11934
1998,Lower Secondary Level,Rural regions,Secondary School Degree,0.75544,514,777,0.72520,0.78568
1998,Lower Secondary Level,Rural regions,Intermediate School Degree,0.20978,205,777,0.18114,0.23843
1998,Lower Secondary Level,Rural regions,Other Degree,0.03478,58,777,0.02189,0.04767
1998,Upper Secondary Level,Urban regions,Secondary School Degree,0.55811,2240,4307,0.54328,0.57295
1998,Upper Secondary Level,Urban regions,Intermediate School Degree,0.31246,1386,4307,0.29861,0.32630
1998,Upper Secondary Level,Urban regions,Technical School Degree,0.00981,47,4307,0.00687,0.01276
1998,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.06379,280,4307,0.05649,0.07109
1998,Upper Secondary Level,Urban regions,Other Degree,0.04907,310,4307,0.04262,0.05552
1998,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00585,44,4307,0.00357,0.00813
1998,Upper Secondary Level,Rural regions,Secondary School Degree,0.57745,1342,2583,0.55839,0.59650
1998,Upper Secondary Level,Rural regions,Intermediate School Degree,0.36851,1091,2583,0.34990,0.38711
1998,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02342,76,2583,0.01758,0.02925
1998,Upper Secondary Level,Rural regions,Other Degree,0.01912,74,2583,0.01383,0.02440
1998,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.24871,89,369,0.20454,0.29287
1998,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.56246,206,369,0.51178,0.61315
1998,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.14434,74,369,0.10843,0.18024
1998,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.67901,85,85,0.57917,0.77884
1998,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.37503,176,502,0.33264,0.41742
1998,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.36048,208,502,0.31844,0.40252
1998,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.07675,39,502,0.05344,0.10006
1998,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.17844,79,502,0.14491,0.21197
1998,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.39113,108,258,0.33146,0.45079
1998,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.44209,150,258,0.38137,0.50280
1998,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.04395,52,1227,0.03248,0.05543
1998,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.13505,211,1227,0.11592,0.15418
1998,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.14515,144,1227,0.12543,0.16486
1998,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.62061,753,1227,0.59345,0.64777
1998,Second Stage of Tertiary Education,Urban regions,Other Degree,0.05151,67,1227,0.03914,0.06388
1998,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.11425,70,697,0.09062,0.13788
1998,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.32717,291,697,0.29231,0.36202
1998,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.08077,33,697,0.06052,0.10101
1998,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.44584,303,697,0.40891,0.48277
1999,Primary Level,Urban regions,"Dropout, No School Degree",0.77778,276,336,0.73326,0.82230
1999,Primary Level,Urban regions,No School Attended,0.14856,60,336,0.11047,0.18664
1999,Primary Level,Rural regions,"Dropout, No School Degree",0.63221,44,44,0.48808,0.77634
1999,Lower Secondary Level,Urban regions,Secondary School Degree,0.71474,1057,1687,0.69318,0.73629
1999,Lower Secondary Level,Urban regions,Intermediate School Degree,0.18238,325,1687,0.16395,0.20081
1999,Lower Secondary Level,Urban regions,Other Degree,0.10288,305,1687,0.08838,0.11739
1999,Lower Secondary Level,Rural regions,Secondary School Degree,0.73201,488,752,0.70034,0.76369
1999,Lower Secondary Level,Rural regions,Intermediate School Degree,0.22981,206,752,0.19972,0.25990
1999,Lower Secondary Level,Rural regions,Other Degree,0.03818,58,752,0.02447,0.05188
1999,Upper Secondary Level,Urban regions,Secondary School Degree,0.56263,2202,4229,0.54768,0.57759
1999,Upper Secondary Level,Urban regions,Intermediate School Degree,0.30842,1375,4229,0.29450,0.32234
1999,Upper Secondary Level,Urban regions,Technical School Degree,0.00965,46,4229,0.00670,0.01259
1999,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.06105,266,4229,0.05383,0.06827
1999,Upper Secondary Level,Urban regions,Other Degree,0.05085,292,4229,0.04422,0.05747
1999,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00702,48,4229,0.00450,0.00954
1999,Upper Secondary Level,Rural regions,Secondary School Degree,0.57784,1331,2575,0.55876,0.59693
1999,Upper Secondary Level,Rural regions,Intermediate School Degree,0.36818,1091,2575,0.34955,0.38681
1999,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.02699,88,2575,0.02073,0.03325
1999,Upper Secondary Level,Rural regions,Other Degree,0.01645,65,2575,0.01154,0.02137
1999,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.23379,89,369,0.19055,0.27703
1999,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.57908,208,369,0.52864,0.62952
1999,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.14132,72,369,0.10573,0.17691
1999,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.66797,84,84,0.56666,0.76929
1999,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.37862,170,490,0.33563,0.42161
1999,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.33956,200,490,0.29759,0.38154
1999,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.08341,41,490,0.05890,0.10792
1999,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.18729,79,490,0.15271,0.22187
1999,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.38198,106,296,0.32654,0.43743
1999,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.47559,159,296,0.41860,0.53258
1999,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.09530,31,296,0.06180,0.12881
1999,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.04370,51,1228,0.03226,0.05513
1999,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.13024,208,1228,0.11141,0.14908
1999,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.13320,133,1228,0.11418,0.15221
1999,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.63831,768,1228,0.61142,0.66519
1999,Second Stage of Tertiary Education,Urban regions,Other Degree,0.05455,68,1228,0.04185,0.06726
1999,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.11211,69,692,0.08858,0.13563
1999,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.31739,280,692,0.28268,0.35209
1999,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.09877,35,692,0.07652,0.12101
1999,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.44245,308,692,0.40542,0.47949
2000,Primary Level,Urban regions,Other Degree,0.08809,32,317,0.05684,0.11934
2000,Primary Level,Urban regions,"Dropout, No School Degree",0.88403,285,317,0.84872,0.91933
2000,Primary Level,Rural regions,"Dropout, No School Degree",0.79929,58,58,0.69531,0.90327
2000,Lower Secondary Level,Urban regions,Secondary School Degree,0.69832,1537,2397,0.67994,0.71670
2000,Lower Secondary Level,Urban regions,Intermediate School Degree,0.17457,458,2397,0.15937,0.18977
2000,Lower Secondary Level,Urban regions,Other Degree,0.12711,402,2397,0.11378,0.14045
2000,Lower Secondary Level,Rural regions,Secondary School Degree,0.74485,801,1156,0.71970,0.76999
2000,Lower Secondary Level,Rural regions,Intermediate School Degree,0.19744,273,1156,0.17449,0.22040
