year,migback,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Direct migration background,Urban regions,Other Degree,0.31373,796,1910,0.29291,0.33454
1997,Direct migration background,Urban regions,"Dropout, No School Degree",0.08840,303,1910,0.07567,0.10114
1997,Direct migration background,Urban regions,No School Attended,0.02335,76,1910,0.01658,0.03013
1997,Direct migration background,Rural regions,Secondary School Degree,0.36937,129,363,0.31965,0.41909
1997,Direct migration background,Rural regions,Intermediate School Degree,0.14783,48,363,0.11126,0.18439
1997,Direct migration background,Rural regions,Other Degree,0.19028,142,363,0.14984,0.23071
1997,Direct migration background,Rural regions,"Dropout, No School Degree",0.05511,44,363,0.03160,0.07862
1997,Indirect migration background,Urban regions,Secondary School Degree,0.12040,171,385,0.08785,0.15295
1997,Indirect migration background,Urban regions,Intermediate School Degree,0.09376,106,385,0.06461,0.12292
1997,Indirect migration background,Urban regions,Upper Secondary Degree,0.04725,51,385,0.02603,0.06848
1997,Indirect migration background,Urban regions,No School Degree Yet,0.04169,57,385,0.02169,0.06168
1997,Indirect migration background,Rural regions,Secondary School Degree,0.16150,38,38,0.04293,0.28008
1998,No migration background,Urban regions,Secondary School Degree,0.39593,2955,6483,0.38403,0.40784
1998,No migration background,Urban regions,Intermediate School Degree,0.21202,1905,6483,0.20207,0.22197
1998,No migration background,Urban regions,Technical School Degree,0.03548,263,6483,0.03097,0.03998
1998,No migration background,Urban regions,Upper Secondary Degree,0.13695,1146,6483,0.12858,0.14532
1998,No migration background,Urban regions,Other Degree,0.00532,40,6483,0.00355,0.00709
1998,No migration background,Urban regions,"Dropout, No School Degree",0.00467,39,6483,0.00301,0.00632
1998,No migration background,Urban regions,No School Degree Yet,0.01431,135,6483,0.01142,0.01720
1998,No migration background,Rural regions,Secondary School Degree,0.39469,1864,4211,0.37993,0.40946
1998,No migration background,Rural regions,Intermediate School Degree,0.25954,1664,4211,0.24630,0.27278
1998,No migration background,Rural regions,Technical School Degree,0.01973,72,4211,0.01553,0.02393
1998,No migration background,Rural regions,Upper Secondary Degree,0.07613,462,4211,0.06812,0.08414
1998,No migration background,Rural regions,Other Degree,0.00851,49,4211,0.00574,0.01129
1998,No migration background,Rural regions,No School Degree Yet,0.01389,100,4211,0.01036,0.01743
1998,Direct migration background,Urban regions,Secondary School Degree,0.25292,444,1829,0.23299,0.27285
1998,Direct migration background,Urban regions,Intermediate School Degree,0.08117,124,1829,0.06865,0.09369
1998,Direct migration background,Urban regions,Technical School Degree,0.02567,40,1829,0.01842,0.03292
1998,Direct migration background,Urban regions,Upper Secondary Degree,0.07789,115,1829,0.06560,0.09017
1998,Direct migration background,Urban regions,Other Degree,0.31118,758,1829,0.28996,0.33241
1998,Direct migration background,Urban regions,"Dropout, No School Degree",0.09140,278,1829,0.07818,0.10461
1998,Direct migration background,Urban regions,No School Attended,0.02377,70,1829,0.01678,0.03075
1998,Direct migration background,Rural regions,Secondary School Degree,0.37283,133,344,0.32166,0.42401
1998,Direct migration background,Rural regions,Intermediate School Degree,0.12443,45,344,0.08949,0.15936
1998,Direct migration background,Rural regions,Other Degree,0.19896,127,344,0.15671,0.24121
1998,Direct migration background,Rural regions,"Dropout, No School Degree",0.05572,39,344,0.03145,0.08000
1998,Indirect migration background,Urban regions,Secondary School Degree,0.12018,172,402,0.08836,0.15201
1998,Indirect migration background,Urban regions,Intermediate School Degree,0.09703,112,402,0.06806,0.12601
1998,Indirect migration background,Urban regions,Upper Secondary Degree,0.05422,57,402,0.03206,0.07639
1998,Indirect migration background,Urban regions,No School Degree Yet,0.04731,61,402,0.02653,0.06809
1998,Indirect migration background,Rural regions,Secondary School Degree,0.15927,38,38,0.04136,0.27718
1999,No migration background,Urban regions,Secondary School Degree,0.40780,2878,6393,0.39575,0.41984
1999,No migration background,Urban regions,Intermediate School Degree,0.21675,1886,6393,0.20665,0.22685
1999,No migration background,Urban regions,Technical School Degree,0.03528,256,6393,0.03076,0.03980
1999,No migration background,Urban regions,Upper Secondary Degree,0.14457,1154,6393,0.13595,0.15319
1999,No migration background,Urban regions,Other Degree,0.00628,42,6393,0.00434,0.00822
1999,No migration background,Urban regions,"Dropout, No School Degree",0.00561,43,6393,0.00378,0.00744
1999,No migration background,Urban regions,No School Degree Yet,0.01512,134,6393,0.01213,0.01811
1999,No migration background,Rural regions,Secondary School Degree,0.40826,1841,4210,0.39341,0.42311
1999,No migration background,Rural regions,Intermediate School Degree,0.27271,1672,4210,0.25926,0.28617
1999,No migration background,Rural regions,Technical School Degree,0.02018,70,4210,0.01593,0.02443
1999,No migration background,Rural regions,Upper Secondary Degree,0.07915,482,4210,0.07099,0.08730
1999,No migration background,Rural regions,Other Degree,0.00823,49,4210,0.00550,0.01096
1999,No migration background,Rural regions,No School Degree Yet,0.01317,96,4210,0.00973,0.01661
1999,Direct migration background,Urban regions,Secondary School Degree,0.25958,427,1723,0.23887,0.28028
1999,Direct migration background,Urban regions,Intermediate School Degree,0.07490,115,1723,0.06247,0.08733
1999,Direct migration background,Urban regions,Technical School Degree,0.02496,37,1723,0.01759,0.03233
1999,Direct migration background,Urban regions,Upper Secondary Degree,0.08413,104,1723,0.07102,0.09724
1999,Direct migration background,Urban regions,Other Degree,0.32351,702,1723,0.30142,0.34561
1999,Direct migration background,Urban regions,"Dropout, No School Degree",0.10194,273,1723,0.08765,0.11623
1999,Direct migration background,Urban regions,No School Attended,0.02242,65,1723,0.01543,0.02941
1999,Direct migration background,Rural regions,Secondary School Degree,0.37081,121,308,0.31678,0.42484
1999,Direct migration background,Rural regions,Intermediate School Degree,0.13854,41,308,0.09989,0.17718
1999,Direct migration background,Rural regions,Other Degree,0.20585,114,308,0.16062,0.25107
1999,Direct migration background,Rural regions,"Dropout, No School Degree",0.05296,32,308,0.02791,0.07801
1999,Indirect migration background,Urban regions,Secondary School Degree,0.13513,185,415,0.10220,0.16806
1999,Indirect migration background,Urban regions,Intermediate School Degree,0.09972,112,415,0.07086,0.12859
1999,Indirect migration background,Urban regions,Upper Secondary Degree,0.05754,63,415,0.03511,0.07998
1999,Indirect migration background,Urban regions,No School Degree Yet,0.05050,55,415,0.02941,0.07159
1999,Indirect migration background,Rural regions,Secondary School Degree,0.12418,33,33,0.00991,0.23844
2000,No migration background,Urban regions,Secondary School Degree,0.38984,5329,12290,0.38122,0.39847
2000,No migration background,Urban regions,Intermediate School Degree,0.22859,3553,12290,0.22117,0.23602
2000,No migration background,Urban regions,Technical School Degree,0.04728,669,12290,0.04352,0.05103
2000,No migration background,Urban regions,Upper Secondary Degree,0.16072,2394,12290,0.15423,0.16721
2000,No migration background,Urban regions,Other Degree,0.00559,79,12290,0.00427,0.00691
2000,No migration background,Urban regions,"Dropout, No School Degree",0.00397,50,12290,0.00286,0.00508
2000,No migration background,Urban regions,No School Degree Yet,0.01228,216,12290,0.01033,0.01423
2000,No migration background,Rural regions,Secondary School Degree,0.40681,3398,7664,0.39581,0.41781
2000,No migration background,Rural regions,Intermediate School Degree,0.28161,2875,7664,0.27154,0.29168
2000,No migration background,Rural regions,Technical School Degree,0.02985,238,7664,0.02604,0.03366
2000,No migration background,Rural regions,Upper Secondary Degree,0.08840,904,7664,0.08205,0.09476
2000,No migration background,Rural regions,Other Degree,0.00542,53,7664,0.00378,0.00707
2000,No migration background,Rural regions,"Dropout, No School Degree",0.00540,41,7664,0.00376,0.00705
2000,No migration background,Rural regions,No School Degree Yet,0.01412,155,7664,0.01148,0.01676
2000,Direct migration background,Urban regions,Secondary School Degree,0.23162,696,2702,0.21571,0.24753
2000,Direct migration background,Urban regions,Intermediate School Degree,0.09291,245,2702,0.08196,0.10385
2000,Direct migration background,Urban regions,Technical School Degree,0.02493,66,2702,0.01905,0.03081
2000,Direct migration background,Urban regions,Upper Secondary Degree,0.08981,218,2702,0.07903,0.10060
2000,Direct migration background,Urban regions,Other Degree,0.36702,1149,2702,0.34884,0.38520
2000,Direct migration background,Urban regions,"Dropout, No School Degree",0.08819,277,2702,0.07750,0.09889
2000,Direct migration background,Urban regions,No School Degree Yet,0.01601,51,2702,0.01128,0.02075
2000,Direct migration background,Rural regions,Secondary School Degree,0.28579,183,546,0.24786,0.32372
2000,Direct migration background,Rural regions,Intermediate School Degree,0.12066,70,546,0.09331,0.14800
2000,Direct migration background,Rural regions,Upper Secondary Degree,0.08530,35,546,0.06185,0.10875
2000,Direct migration background,Rural regions,Other Degree,0.32198,224,546,0.28275,0.36121
2000,Direct migration background,Rural regions,"Dropout, No School Degree",0.05078,34,546,0.03235,0.06922
2000,Indirect migration background,Urban regions,Secondary School Degree,0.14996,272,654,0.12257,0.17734
2000,Indirect migration background,Urban regions,Intermediate School Degree,0.12591,208,654,0.10046,0.15135
2000,Indirect migration background,Urban regions,Upper Secondary Degree,0.06738,114,654,0.04815,0.08660
2000,Indirect migration background,Urban regions,No School Degree Yet,0.03462,60,654,0.02059,0.04864
2000,Indirect migration background,Rural regions,Secondary School Degree,0.14683,52,52,0.04969,0.24397
2001,No migration background,Urban regions,Secondary School Degree,0.37411,4644,11211,0.36515,0.38307
2001,No migration background,Urban regions,Intermediate School Degree,0.23164,3308,11211,0.22383,0.23945
2001,No migration background,Urban regions,Technical School Degree,0.04817,623,11211,0.04421,0.05214
2001,No migration background,Urban regions,Upper Secondary Degree,0.16773,2269,11211,0.16081,0.17465
2001,No migration background,Urban regions,Other Degree,0.00543,59,11211,0.00407,0.00679
2001,No migration background,Urban regions,"Dropout, No School Degree",0.00460,51,11211,0.00335,0.00585
2001,No migration background,Urban regions,No School Degree Yet,0.01479,257,11211,0.01255,0.01702
2001,No migration background,Rural regions,Secondary School Degree,0.40735,3005,6936,0.39579,0.41891
2001,No migration background,Rural regions,Intermediate School Degree,0.28214,2616,6936,0.27155,0.29274
2001,No migration background,Rural regions,Technical School Degree,0.03121,230,6936,0.02712,0.03531
2001,No migration background,Rural regions,Upper Secondary Degree,0.09122,836,6936,0.08444,0.09799
2001,No migration background,Rural regions,Other Degree,0.00490,44,6936,0.00325,0.00654
2001,No migration background,Rural regions,"Dropout, No School Degree",0.00489,34,6936,0.00325,0.00653
2001,No migration background,Rural regions,No School Degree Yet,0.01527,171,6936,0.01238,0.01816
2001,Direct migration background,Urban regions,Secondary School Degree,0.23225,615,2368,0.21523,0.24926
2001,Direct migration background,Urban regions,Intermediate School Degree,0.09452,219,2368,0.08274,0.10631
2001,Direct migration background,Urban regions,Technical School Degree,0.02622,59,2368,0.01978,0.03266
2001,Direct migration background,Urban regions,Upper Secondary Degree,0.09040,194,2368,0.07885,0.10195
2001,Direct migration background,Urban regions,Other Degree,0.39943,1055,2368,0.37970,0.41916
2001,Direct migration background,Urban regions,"Dropout, No School Degree",0.06417,189,2368,0.05429,0.07404
2001,Direct migration background,Urban regions,No School Degree Yet,0.01643,37,2368,0.01131,0.02155
2001,Direct migration background,Rural regions,Secondary School Degree,0.29691,170,453,0.25479,0.33903
2001,Direct migration background,Rural regions,Intermediate School Degree,0.12124,66,453,0.09115,0.15133
2001,Direct migration background,Rural regions,Upper Secondary Degree,0.08517,33,453,0.05944,0.11091
2001,Direct migration background,Rural regions,Other Degree,0.31906,184,453,0.27609,0.36204
2001,Indirect migration background,Urban regions,Secondary School Degree,0.14062,242,600,0.11278,0.16846
2001,Indirect migration background,Urban regions,Intermediate School Degree,0.11501,184,600,0.08946,0.14056
2001,Indirect migration background,Urban regions,Upper Secondary Degree,0.07133,117,600,0.05072,0.09195
2001,Indirect migration background,Urban regions,No School Degree Yet,0.03594,57,600,0.02103,0.05085
2001,Indirect migration background,Rural regions,Secondary School Degree,0.13268,50,50,0.03770,0.22767
2002,No migration background,Urban regions,Secondary School Degree,0.37614,4476,12228,0.36756,0.38473
2002,No migration background,Urban regions,Intermediate School Degree,0.23495,3565,12228,0.22744,0.24247
2002,No migration background,Urban regions,Technical School Degree,0.04593,724,12228,0.04222,0.04964
2002,No migration background,Urban regions,Upper Secondary Degree,0.16502,3043,12228,0.15844,0.17160
2002,No migration background,Urban regions,Other Degree,0.00529,64,12228,0.00400,0.00657
2002,No migration background,Urban regions,"Dropout, No School Degree",0.00460,49,12228,0.00340,0.00580
2002,No migration background,Urban regions,No School Degree Yet,0.01413,307,12228,0.01203,0.01622
2002,No migration background,Rural regions,Secondary School Degree,0.40321,2872,7078,0.39178,0.41464
2002,No migration background,Rural regions,Intermediate School Degree,0.28488,2628,7078,0.27436,0.29539
2002,No migration background,Rural regions,Technical School Degree,0.03245,262,7078,0.02833,0.03658
2002,No migration background,Rural regions,Upper Secondary Degree,0.08835,1064,7078,0.08174,0.09496
2002,No migration background,Rural regions,Other Degree,0.00506,44,7078,0.00341,0.00671
2002,No migration background,Rural regions,"Dropout, No School Degree",0.00468,31,7078,0.00309,0.00627
2002,No migration background,Rural regions,No School Degree Yet,0.01617,177,7078,0.01323,0.01911
2002,Direct migration background,Urban regions,Secondary School Degree,0.23212,573,2276,0.21477,0.24946
2002,Direct migration background,Urban regions,Intermediate School Degree,0.09421,211,2276,0.08221,0.10622
2002,Direct migration background,Urban regions,Technical School Degree,0.02698,57,2276,0.02032,0.03363
2002,Direct migration background,Urban regions,Upper Secondary Degree,0.08842,203,2276,0.07676,0.10009
2002,Direct migration background,Urban regions,Other Degree,0.40180,1014,2276,0.38165,0.42194
2002,Direct migration background,Urban regions,"Dropout, No School Degree",0.06469,171,2276,0.05458,0.07479
2002,Direct migration background,Urban regions,No School Degree Yet,0.02329,47,2276,0.01709,0.02949
2002,Direct migration background,Rural regions,Secondary School Degree,0.28728,148,425,0.24421,0.33035
2002,Direct migration background,Rural regions,Intermediate School Degree,0.12591,68,425,0.09433,0.15749
2002,Direct migration background,Rural regions,Upper Secondary Degree,0.06237,31,425,0.03935,0.08539
2002,Direct migration background,Rural regions,Other Degree,0.34545,178,425,0.30019,0.39071
2002,Indirect migration background,Urban regions,Secondary School Degree,0.13091,214,605,0.10401,0.15781
2002,Indirect migration background,Urban regions,Intermediate School Degree,0.11912,187,605,0.09328,0.14495
2002,Indirect migration background,Urban regions,Upper Secondary Degree,0.06370,131,605,0.04423,0.08318
2002,Indirect migration background,Urban regions,No School Degree Yet,0.04360,73,605,0.02732,0.05989
2002,Indirect migration background,Rural regions,Secondary School Degree,0.14279,41,41,0.03436,0.25121
2003,No migration background,Urban regions,Secondary School Degree,0.36488,4264,11800,0.35619,0.37357
2003,No migration background,Urban regions,Intermediate School Degree,0.23425,3440,11800,0.22661,0.24190
2003,No migration background,Urban regions,Technical School Degree,0.04742,701,11800,0.04359,0.05126
2003,No migration background,Urban regions,Upper Secondary Degree,0.16958,2959,11800,0.16281,0.17635
2003,No migration background,Urban regions,Other Degree,0.00546,63,11800,0.00413,0.00679
2003,No migration background,Urban regions,"Dropout, No School Degree",0.00563,57,11800,0.00428,0.00698
2003,No migration background,Urban regions,No School Degree Yet,0.01527,316,11800,0.01306,0.01748
2003,No migration background,Rural regions,Secondary School Degree,0.39560,2696,6768,0.38395,0.40725
2003,No migration background,Rural regions,Intermediate School Degree,0.29158,2538,6768,0.28075,0.30241
2003,No migration background,Rural regions,Technical School Degree,0.03298,252,6768,0.02873,0.03724
2003,No migration background,Rural regions,Upper Secondary Degree,0.09212,1022,6768,0.08522,0.09901
2003,No migration background,Rural regions,Other Degree,0.00567,47,6768,0.00388,0.00746
2003,No migration background,Rural regions,"Dropout, No School Degree",0.00488,32,6768,0.00322,0.00654
2003,No migration background,Rural regions,No School Degree Yet,0.01566,181,6768,0.01270,0.01862
2003,Direct migration background,Urban regions,Secondary School Degree,0.23283,547,2122,0.21484,0.25082
2003,Direct migration background,Urban regions,Intermediate School Degree,0.09115,195,2122,0.07890,0.10340
2003,Direct migration background,Urban regions,Technical School Degree,0.03007,56,2122,0.02281,0.03734
2003,Direct migration background,Urban regions,Upper Secondary Degree,0.08886,188,2122,0.07675,0.10097
2003,Direct migration background,Urban regions,Other Degree,0.40557,940,2122,0.38467,0.42647
2003,Direct migration background,Urban regions,"Dropout, No School Degree",0.06384,152,2122,0.05344,0.07425
2003,Direct migration background,Urban regions,No School Degree Yet,0.02105,44,2122,0.01494,0.02716
2003,Direct migration background,Rural regions,Secondary School Degree,0.27468,137,403,0.23105,0.31831
2003,Direct migration background,Rural regions,Intermediate School Degree,0.11805,63,403,0.08651,0.14959
2003,Direct migration background,Rural regions,Upper Secondary Degree,0.08221,32,403,0.05536,0.10906
2003,Direct migration background,Rural regions,Other Degree,0.33734,171,403,0.29112,0.38356
2003,Indirect migration background,Urban regions,Secondary School Degree,0.14247,211,621,0.11496,0.16999
2003,Indirect migration background,Urban regions,Intermediate School Degree,0.12232,181,621,0.09653,0.14811
2003,Indirect migration background,Urban regions,Technical School Degree,0.01895,31,621,0.00822,0.02969
2003,Indirect migration background,Urban regions,Upper Secondary Degree,0.06435,136,621,0.04503,0.08366
2003,Indirect migration background,Urban regions,No School Degree Yet,0.03685,62,621,0.02202,0.05168
2003,Indirect migration background,Rural regions,Secondary School Degree,0.13730,38,38,0.02640,0.24819
2004,No migration background,Urban regions,Secondary School Degree,0.36212,4062,11444,0.35331,0.37093
2004,No migration background,Urban regions,Intermediate School Degree,0.23373,3336,11444,0.22597,0.24148
2004,No migration background,Urban regions,Technical School Degree,0.04790,699,11444,0.04399,0.05182
2004,No migration background,Urban regions,Upper Secondary Degree,0.17050,2911,11444,0.16361,0.17739
2004,No migration background,Urban regions,Other Degree,0.00575,60,11444,0.00436,0.00714
2004,No migration background,Urban regions,"Dropout, No School Degree",0.00572,53,11444,0.00433,0.00710
2004,No migration background,Urban regions,No School Degree Yet,0.01636,323,11444,0.01404,0.01869
2004,No migration background,Rural regions,Secondary School Degree,0.39412,2570,6593,0.38233,0.40592
2004,No migration background,Rural regions,Intermediate School Degree,0.29257,2490,6593,0.28158,0.30355
2004,No migration background,Rural regions,Technical School Degree,0.03241,249,6593,0.02814,0.03669
2004,No migration background,Rural regions,Upper Secondary Degree,0.09368,1026,6593,0.08665,0.10071
2004,No migration background,Rural regions,Other Degree,0.00682,52,6593,0.00484,0.00881
2004,No migration background,Rural regions,"Dropout, No School Degree",0.00533,31,6593,0.00357,0.00709
2004,No migration background,Rural regions,No School Degree Yet,0.01514,175,6593,0.01219,0.01809
2004,Direct migration background,Urban regions,Secondary School Degree,0.23012,523,2054,0.21191,0.24832
2004,Direct migration background,Urban regions,Intermediate School Degree,0.08747,186,2054,0.07525,0.09969
2004,Direct migration background,Urban regions,Technical School Degree,0.02826,54,2054,0.02109,0.03543
2004,Direct migration background,Urban regions,Upper Secondary Degree,0.08541,187,2054,0.07332,0.09750
2004,Direct migration background,Urban regions,Other Degree,0.41787,904,2054,0.39654,0.43921
2004,Direct migration background,Urban regions,"Dropout, No School Degree",0.06584,148,2054,0.05511,0.07657
2004,Direct migration background,Urban regions,No School Degree Yet,0.02397,52,2054,0.01735,0.03058
2004,Direct migration background,Rural regions,Secondary School Degree,0.27628,135,357,0.22983,0.32273
2004,Direct migration background,Rural regions,Intermediate School Degree,0.15002,65,357,0.11292,0.18711
2004,Direct migration background,Rural regions,Other Degree,0.33625,157,357,0.28717,0.38532
2004,Indirect migration background,Urban regions,Secondary School Degree,0.13537,203,588,0.10770,0.16305
2004,Indirect migration background,Urban regions,Intermediate School Degree,0.11920,176,588,0.09299,0.14542
2004,Indirect migration background,Urban regions,Upper Secondary Degree,0.07155,141,588,0.05070,0.09240
2004,Indirect migration background,Urban regions,No School Degree Yet,0.04616,68,588,0.02919,0.06314
2004,Indirect migration background,Rural regions,Secondary School Degree,0.17409,44,44,0.06075,0.28743
2005,No migration background,Urban regions,Secondary School Degree,0.35131,3810,10925,0.34235,0.36026
2005,No migration background,Urban regions,Intermediate School Degree,0.23767,3197,10925,0.22968,0.24565
2005,No migration background,Urban regions,Technical School Degree,0.04780,672,10925,0.04380,0.05180
2005,No migration background,Urban regions,Upper Secondary Degree,0.17552,2811,10925,0.16839,0.18266
2005,No migration background,Urban regions,Other Degree,0.00631,63,10925,0.00483,0.00780
2005,No migration background,Urban regions,"Dropout, No School Degree",0.00608,52,10925,0.00462,0.00754
2005,No migration background,Urban regions,No School Degree Yet,0.01877,320,10925,0.01623,0.02132
2005,No migration background,Rural regions,Secondary School Degree,0.37856,2416,6265,0.36655,0.39057
2005,No migration background,Rural regions,Intermediate School Degree,0.29513,2380,6265,0.28384,0.30643
2005,No migration background,Rural regions,Technical School Degree,0.03418,245,6265,0.02968,0.03868
2005,No migration background,Rural regions,Upper Secondary Degree,0.09851,987,6265,0.09113,0.10589
2005,No migration background,Rural regions,Other Degree,0.00657,50,6265,0.00457,0.00857
2005,No migration background,Rural regions,No School Degree Yet,0.01931,187,6265,0.01590,0.02272
2005,Direct migration background,Urban regions,Secondary School Degree,0.22270,479,1914,0.20406,0.24135
2005,Direct migration background,Urban regions,Intermediate School Degree,0.09000,177,1914,0.07718,0.10283
2005,Direct migration background,Urban regions,Technical School Degree,0.02750,50,1914,0.02017,0.03482
2005,Direct migration background,Urban regions,Upper Secondary Degree,0.08235,176,1914,0.07003,0.09467
2005,Direct migration background,Urban regions,Other Degree,0.42608,846,1914,0.40392,0.44824
2005,Direct migration background,Urban regions,"Dropout, No School Degree",0.06842,138,1914,0.05711,0.07973
2005,Direct migration background,Urban regions,No School Degree Yet,0.01987,48,1914,0.01362,0.02612
2005,Direct migration background,Rural regions,Secondary School Degree,0.25817,117,327,0.21066,0.30568
2005,Direct migration background,Rural regions,Intermediate School Degree,0.16975,64,327,0.12899,0.21050
2005,Direct migration background,Rural regions,Other Degree,0.34809,146,327,0.29638,0.39980
2005,Indirect migration background,Urban regions,Secondary School Degree,0.14235,209,642,0.11530,0.16940
2005,Indirect migration background,Urban regions,Intermediate School Degree,0.13111,174,642,0.10498,0.15724
2005,Indirect migration background,Urban regions,Technical School Degree,0.02042,34,642,0.00947,0.03137
2005,Indirect migration background,Urban regions,Upper Secondary Degree,0.07497,144,642,0.05458,0.09536
2005,Indirect migration background,Urban regions,No School Degree Yet,0.05580,81,642,0.03803,0.07357
2005,Indirect migration background,Rural regions,Secondary School Degree,0.17447,40,40,0.05536,0.29358
2006,No migration background,Urban regions,Secondary School Degree,0.34005,4123,11784,0.33149,0.34860
2006,No migration background,Urban regions,Intermediate School Degree,0.23916,3414,11784,0.23146,0.24686
2006,No migration background,Urban regions,Technical School Degree,0.04856,738,11784,0.04468,0.05244
2006,No migration background,Urban regions,Upper Secondary Degree,0.18522,3033,11784,0.17821,0.19224
2006,No migration background,Urban regions,Other Degree,0.00738,83,11784,0.00583,0.00892
2006,No migration background,Urban regions,"Dropout, No School Degree",0.00572,55,11784,0.00435,0.00708
2006,No migration background,Urban regions,No School Degree Yet,0.01697,338,11784,0.01464,0.01930
2006,No migration background,Rural regions,Secondary School Degree,0.36995,2668,6917,0.35857,0.38133
2006,No migration background,Rural regions,Intermediate School Degree,0.30259,2618,6917,0.29176,0.31342
2006,No migration background,Rural regions,Technical School Degree,0.03506,269,6917,0.03073,0.03940
2006,No migration background,Rural regions,Upper Secondary Degree,0.10268,1077,6917,0.09553,0.10984
2006,No migration background,Rural regions,Other Degree,0.00841,66,6917,0.00626,0.01056
2006,No migration background,Rural regions,"Dropout, No School Degree",0.00583,32,6917,0.00404,0.00763
2006,No migration background,Rural regions,No School Degree Yet,0.01809,187,6917,0.01494,0.02123
2006,Direct migration background,Urban regions,Secondary School Degree,0.21872,462,1871,0.19998,0.23745
2006,Direct migration background,Urban regions,Intermediate School Degree,0.08643,183,1871,0.07369,0.09916
2006,Direct migration background,Urban regions,Technical School Degree,0.02753,54,1871,0.02012,0.03495
2006,Direct migration background,Urban regions,Upper Secondary Degree,0.08463,186,1871,0.07201,0.09724
2006,Direct migration background,Urban regions,Other Degree,0.43821,865,1871,0.41572,0.46070
2006,Direct migration background,Urban regions,"Dropout, No School Degree",0.06324,121,1871,0.05221,0.07428
2006,Direct migration background,Rural regions,Secondary School Degree,0.25263,114,374,0.20853,0.29673
2006,Direct migration background,Rural regions,Intermediate School Degree,0.14038,63,374,0.10513,0.17564
2006,Direct migration background,Rural regions,Upper Secondary Degree,0.06640,31,374,0.04113,0.09167
2006,Direct migration background,Rural regions,Other Degree,0.35526,166,374,0.30669,0.40383
2006,Indirect migration background,Urban regions,Secondary School Degree,0.15139,207,647,0.12375,0.17903
2006,Indirect migration background,Urban regions,Intermediate School Degree,0.12300,175,647,0.09767,0.14833
2006,Indirect migration background,Urban regions,Technical School Degree,0.02729,43,647,0.01473,0.03986
2006,Indirect migration background,Urban regions,Upper Secondary Degree,0.08175,149,647,0.06062,0.10288
2006,Indirect migration background,Urban regions,No School Degree Yet,0.05617,73,647,0.03842,0.07393
2006,Indirect migration background,Rural regions,Secondary School Degree,0.15914,43,82,0.07947,0.23880
2006,Indirect migration background,Rural regions,Intermediate School Degree,0.12606,39,82,0.05377,0.19834
2007,No migration background,Urban regions,Secondary School Degree,0.32865,3746,11028,0.31989,0.33742
2007,No migration background,Urban regions,Intermediate School Degree,0.23698,3204,11028,0.22904,0.24492
2007,No migration background,Urban regions,Technical School Degree,0.05164,699,11028,0.04751,0.05577
2007,No migration background,Urban regions,Upper Secondary Degree,0.19385,2940,11028,0.18647,0.20123
2007,No migration background,Urban regions,Other Degree,0.00637,73,11028,0.00489,0.00786
2007,No migration background,Urban regions,"Dropout, No School Degree",0.00491,46,11028,0.00360,0.00621
2007,No migration background,Urban regions,No School Degree Yet,0.01974,320,11028,0.01714,0.02233
2007,No migration background,Rural regions,Secondary School Degree,0.36225,2441,6496,0.35056,0.37394
2007,No migration background,Rural regions,Intermediate School Degree,0.30951,2460,6496,0.29826,0.32075
2007,No migration background,Rural regions,Technical School Degree,0.03638,260,6496,0.03183,0.04093
2007,No migration background,Rural regions,Upper Secondary Degree,0.10808,1051,6496,0.10053,0.11563
2007,No migration background,Rural regions,Other Degree,0.00907,63,6496,0.00676,0.01137
2007,No migration background,Rural regions,"Dropout, No School Degree",0.00616,35,6496,0.00426,0.00806
2007,No migration background,Rural regions,No School Degree Yet,0.02051,186,6496,0.01706,0.02396
2007,Direct migration background,Urban regions,Secondary School Degree,0.22244,408,1666,0.20246,0.24241
2007,Direct migration background,Urban regions,Intermediate School Degree,0.08832,169,1666,0.07469,0.10194
2007,Direct migration background,Urban regions,Technical School Degree,0.02870,48,1666,0.02068,0.03672
2007,Direct migration background,Urban regions,Upper Secondary Degree,0.09078,182,1666,0.07698,0.10458
2007,Direct migration background,Urban regions,Other Degree,0.43336,751,1666,0.40956,0.45716
2007,Direct migration background,Urban regions,"Dropout, No School Degree",0.06578,108,1666,0.05387,0.07768
2007,Direct migration background,Rural regions,Secondary School Degree,0.25351,104,353,0.20806,0.29895
2007,Direct migration background,Rural regions,Intermediate School Degree,0.11570,51,353,0.08229,0.14912
2007,Direct migration background,Rural regions,Upper Secondary Degree,0.06286,31,353,0.03750,0.08821
2007,Direct migration background,Rural regions,Other Degree,0.40634,167,353,0.35503,0.45765
2007,Indirect migration background,Urban regions,Secondary School Degree,0.16002,199,632,0.13141,0.18862
2007,Indirect migration background,Urban regions,Intermediate School Degree,0.13105,167,632,0.10472,0.15739
2007,Indirect migration background,Urban regions,Technical School Degree,0.02208,36,632,0.01062,0.03355
2007,Indirect migration background,Urban regions,Upper Secondary Degree,0.09297,152,632,0.07031,0.11562
2007,Indirect migration background,Urban regions,No School Degree Yet,0.04860,78,632,0.03182,0.06537
2007,Indirect migration background,Rural regions,Secondary School Degree,0.12686,36,70,0.04833,0.20539
2007,Indirect migration background,Rural regions,Intermediate School Degree,0.13262,34,70,0.05259,0.21265
2008,No migration background,Urban regions,Secondary School Degree,0.32399,3493,10377,0.31498,0.33299
2008,No migration background,Urban regions,Intermediate School Degree,0.24259,3042,10377,0.23434,0.25084
