year,pgisced97,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Upper Secondary Level,male,"Dropout, No School Degree",0.00746,41,3385,0.00456,0.01036
1992,Upper Secondary Level,female,Secondary School Degree,0.57111,1707,3201,0.55396,0.58825
1992,Upper Secondary Level,female,Intermediate School Degree,0.36218,1251,3201,0.34552,0.37883
1992,Upper Secondary Level,female,Upper Secondary Degree,0.03927,116,3201,0.03254,0.04600
1992,Upper Secondary Level,female,Other Degree,0.01781,127,3201,0.01323,0.02239
1992,Post-secondary Non-tertiary Level,male,Technical School Degree,0.30319,58,213,0.24132,0.36507
1992,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.58244,112,213,0.51605,0.64883
1992,Post-secondary Non-tertiary Level,male,Other Degree,0.10712,43,213,0.06548,0.14875
1992,Post-secondary Non-tertiary Level,female,Technical School Degree,0.23309,31,140,0.16280,0.30338
1992,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.71201,109,140,0.63673,0.78729
1992,First Stage of Tertiary Education,male,Secondary School Degree,0.50129,227,486,0.45679,0.54579
1992,First Stage of Tertiary Education,male,Intermediate School Degree,0.30825,188,486,0.26715,0.34935
1992,First Stage of Tertiary Education,male,Technical School Degree,0.07687,31,486,0.05316,0.10057
1992,First Stage of Tertiary Education,male,Upper Secondary Degree,0.11042,40,486,0.08253,0.13831
1992,First Stage of Tertiary Education,female,Secondary School Degree,0.33578,84,250,0.27712,0.39444
1992,First Stage of Tertiary Education,female,Intermediate School Degree,0.41884,122,250,0.35756,0.48012
1992,First Stage of Tertiary Education,female,Upper Secondary Degree,0.17094,44,250,0.12418,0.21770
1992,Second Stage of Tertiary Education,male,Secondary School Degree,0.07731,81,880,0.05966,0.09497
1992,Second Stage of Tertiary Education,male,Intermediate School Degree,0.15954,189,880,0.13533,0.18375
1992,Second Stage of Tertiary Education,male,Technical School Degree,0.13642,89,880,0.11373,0.15911
1992,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.61335,521,880,0.58115,0.64554
1992,Second Stage of Tertiary Education,female,Secondary School Degree,0.04072,35,731,0.02638,0.05506
1992,Second Stage of Tertiary Education,female,Intermediate School Degree,0.32060,327,731,0.28674,0.35446
1992,Second Stage of Tertiary Education,female,Technical School Degree,0.07606,33,731,0.05683,0.09529
1992,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.54935,336,731,0.51325,0.58544
1993,Primary Level,male,"Dropout, No School Degree",0.73520,193,232,0.67830,0.79210
1993,Primary Level,male,No School Attended,0.11833,39,232,0.07668,0.15999
1993,Primary Level,female,"Dropout, No School Degree",0.74554,271,350,0.69985,0.79124
1993,Primary Level,female,No School Attended,0.17973,79,350,0.13945,0.22002
1993,Lower Secondary Level,male,Secondary School Degree,0.62693,483,943,0.59605,0.65782
1993,Lower Secondary Level,male,Intermediate School Degree,0.24341,206,943,0.21601,0.27082
1993,Lower Secondary Level,male,Other Degree,0.12966,254,943,0.10820,0.15111
1993,Lower Secondary Level,female,Secondary School Degree,0.79963,1193,1735,0.78079,0.81847
1993,Lower Secondary Level,female,Intermediate School Degree,0.15331,300,1735,0.13635,0.17026
1993,Lower Secondary Level,female,Other Degree,0.04706,242,1735,0.03709,0.05703
1993,Upper Secondary Level,male,Secondary School Degree,0.63238,1915,3339,0.61602,0.64874
1993,Upper Secondary Level,male,Intermediate School Degree,0.27571,998,3339,0.26055,0.29087
1993,Upper Secondary Level,male,Upper Secondary Degree,0.04635,159,3339,0.03922,0.05348
1993,Upper Secondary Level,male,Other Degree,0.03071,229,3339,0.02485,0.03656
1993,Upper Secondary Level,male,"Dropout, No School Degree",0.00713,38,3339,0.00427,0.00998
1993,Upper Secondary Level,female,Secondary School Degree,0.56745,1666,3184,0.55024,0.58466
1993,Upper Secondary Level,female,Intermediate School Degree,0.36528,1265,3184,0.34856,0.38201
1993,Upper Secondary Level,female,Upper Secondary Degree,0.04050,132,3184,0.03365,0.04734
1993,Upper Secondary Level,female,Other Degree,0.01795,121,3184,0.01334,0.02257
1993,Post-secondary Non-tertiary Level,male,Technical School Degree,0.33147,60,214,0.26825,0.39469
1993,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.54172,112,214,0.47481,0.60863
1993,Post-secondary Non-tertiary Level,male,Other Degree,0.11875,42,214,0.07531,0.16220
1993,Post-secondary Non-tertiary Level,female,Technical School Degree,0.25949,34,141,0.18687,0.33210
1993,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.68562,107,141,0.60872,0.76253
1993,First Stage of Tertiary Education,male,Secondary School Degree,0.51249,222,441,0.46579,0.55920
1993,First Stage of Tertiary Education,male,Intermediate School Degree,0.30945,182,441,0.26626,0.35265
1993,First Stage of Tertiary Education,male,Upper Secondary Degree,0.10863,37,441,0.07956,0.13771
1993,First Stage of Tertiary Education,female,Secondary School Degree,0.31099,77,251,0.25361,0.36837
1993,First Stage of Tertiary Education,female,Intermediate School Degree,0.42108,126,251,0.35987,0.48228
1993,First Stage of Tertiary Education,female,Upper Secondary Degree,0.20067,48,251,0.15102,0.25032
1993,Second Stage of Tertiary Education,male,Secondary School Degree,0.07387,75,877,0.05655,0.09120
1993,Second Stage of Tertiary Education,male,Intermediate School Degree,0.15167,181,877,0.12792,0.17543
1993,Second Stage of Tertiary Education,male,Technical School Degree,0.13656,92,877,0.11382,0.15930
1993,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.61960,529,877,0.58745,0.65175
1993,Second Stage of Tertiary Education,female,Secondary School Degree,0.04123,34,713,0.02663,0.05584
1993,Second Stage of Tertiary Education,female,Intermediate School Degree,0.31971,312,713,0.28545,0.35396
1993,Second Stage of Tertiary Education,female,Technical School Degree,0.07265,33,713,0.05358,0.09171
1993,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.54974,334,713,0.51319,0.58628
1994,Primary Level,male,"Dropout, No School Degree",0.71815,172,209,0.65701,0.77929
1994,Primary Level,male,No School Attended,0.12484,37,209,0.07992,0.16976
1994,Primary Level,female,"Dropout, No School Degree",0.75466,250,321,0.70752,0.80181
1994,Primary Level,female,No School Attended,0.17259,71,321,0.13119,0.21400
1994,Lower Secondary Level,male,Secondary School Degree,0.65596,454,855,0.62409,0.68782
1994,Lower Secondary Level,male,Intermediate School Degree,0.21220,172,855,0.18478,0.23962
1994,Lower Secondary Level,male,Other Degree,0.13184,229,855,0.10915,0.15454
1994,Lower Secondary Level,female,Secondary School Degree,0.79363,1127,1637,0.77402,0.81324
1994,Lower Secondary Level,female,Intermediate School Degree,0.15678,286,1637,0.13916,0.17439
1994,Lower Secondary Level,female,Other Degree,0.04959,224,1637,0.03907,0.06011
1994,Upper Secondary Level,male,Secondary School Degree,0.62764,1860,3262,0.61104,0.64423
1994,Upper Secondary Level,male,Intermediate School Degree,0.27637,987,3262,0.26102,0.29172
1994,Upper Secondary Level,male,Upper Secondary Degree,0.04776,163,3262,0.04044,0.05508
1994,Upper Secondary Level,male,Other Degree,0.03261,215,3262,0.02651,0.03871
1994,Upper Secondary Level,male,"Dropout, No School Degree",0.00706,37,3262,0.00419,0.00993
1994,Upper Secondary Level,female,Secondary School Degree,0.56426,1635,3153,0.54694,0.58157
1994,Upper Secondary Level,female,Intermediate School Degree,0.36665,1266,3153,0.34983,0.38347
1994,Upper Secondary Level,female,Upper Secondary Degree,0.04171,136,3153,0.03473,0.04869
1994,Upper Secondary Level,female,Other Degree,0.01824,116,3153,0.01357,0.02291
1994,Post-secondary Non-tertiary Level,male,Technical School Degree,0.34734,65,211,0.28295,0.41174
1994,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.53413,112,211,0.46666,0.60160
1994,Post-secondary Non-tertiary Level,male,Other Degree,0.11077,34,211,0.06832,0.15322
1994,Post-secondary Non-tertiary Level,female,Technical School Degree,0.26395,35,149,0.19294,0.33497
1994,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.67589,114,149,0.60048,0.75130
1994,First Stage of Tertiary Education,male,Secondary School Degree,0.49732,214,442,0.45066,0.54399
1994,First Stage of Tertiary Education,male,Intermediate School Degree,0.32875,193,442,0.28490,0.37259
1994,First Stage of Tertiary Education,male,Upper Secondary Degree,0.09796,35,442,0.07021,0.12570
1994,First Stage of Tertiary Education,female,Secondary School Degree,0.33264,81,252,0.27435,0.39093
1994,First Stage of Tertiary Education,female,Intermediate School Degree,0.39247,124,252,0.33206,0.45288
1994,First Stage of Tertiary Education,female,Upper Secondary Degree,0.20560,47,252,0.15560,0.25560
1994,Second Stage of Tertiary Education,male,Secondary School Degree,0.08283,80,884,0.06465,0.10102
1994,Second Stage of Tertiary Education,male,Intermediate School Degree,0.14608,177,884,0.12278,0.16938
1994,Second Stage of Tertiary Education,male,Technical School Degree,0.13509,93,884,0.11254,0.15763
1994,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.62301,534,884,0.59104,0.65498
1994,Second Stage of Tertiary Education,female,Secondary School Degree,0.04025,34,725,0.02594,0.05457
1994,Second Stage of Tertiary Education,female,Intermediate School Degree,0.29335,304,725,0.26019,0.32652
1994,Second Stage of Tertiary Education,female,Technical School Degree,0.07556,35,725,0.05631,0.09481
1994,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.57413,352,725,0.53811,0.61014
1995,Primary Level,male,"Dropout, No School Degree",0.72502,162,195,0.66219,0.78785
1995,Primary Level,male,No School Attended,0.10894,33,195,0.06510,0.15279
1995,Primary Level,female,"Dropout, No School Degree",0.75833,245,310,0.71059,0.80606
1995,Primary Level,female,No School Attended,0.14790,65,310,0.10832,0.18748
1995,Lower Secondary Level,male,Secondary School Degree,0.66544,459,869,0.63405,0.69683
1995,Lower Secondary Level,male,Intermediate School Degree,0.19123,171,869,0.16507,0.21740
1995,Lower Secondary Level,male,Other Degree,0.14332,239,869,0.12001,0.16663
1995,Lower Secondary Level,female,Secondary School Degree,0.77632,1066,1623,0.75604,0.79660
1995,Lower Secondary Level,female,Intermediate School Degree,0.16296,300,1623,0.14499,0.18094
1995,Lower Secondary Level,female,Other Degree,0.06072,257,1623,0.04909,0.07234
1995,Upper Secondary Level,male,Secondary School Degree,0.61467,1841,3324,0.59812,0.63122
1995,Upper Secondary Level,male,Intermediate School Degree,0.27226,990,3324,0.25713,0.28740
1995,Upper Secondary Level,male,Upper Secondary Degree,0.04903,173,3324,0.04169,0.05637
1995,Upper Secondary Level,male,Other Degree,0.04489,277,3324,0.03785,0.05193
1995,Upper Secondary Level,male,"Dropout, No School Degree",0.00860,43,3324,0.00546,0.01173
1995,Upper Secondary Level,female,Secondary School Degree,0.56124,1623,3237,0.54414,0.57833
1995,Upper Secondary Level,female,Intermediate School Degree,0.36096,1299,3237,0.34442,0.37751
1995,Upper Secondary Level,female,Upper Secondary Degree,0.04056,151,3237,0.03376,0.04735
1995,Upper Secondary Level,female,Other Degree,0.02837,164,3237,0.02265,0.03409
1995,Post-secondary Non-tertiary Level,male,Technical School Degree,0.31137,69,241,0.25279,0.36996
1995,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.49814,116,241,0.43488,0.56140
1995,Post-secondary Non-tertiary Level,male,Other Degree,0.16677,56,241,0.11961,0.21394
1995,Post-secondary Non-tertiary Level,female,Technical School Degree,0.21828,38,215,0.16294,0.27363
1995,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.61216,124,215,0.54688,0.67745
1995,Post-secondary Non-tertiary Level,female,Other Degree,0.15473,53,215,0.10627,0.20318
1995,First Stage of Tertiary Education,male,Secondary School Degree,0.48918,207,440,0.44242,0.53594
1995,First Stage of Tertiary Education,male,Intermediate School Degree,0.34858,201,440,0.30400,0.39316
1995,First Stage of Tertiary Education,male,Upper Secondary Degree,0.08054,32,440,0.05509,0.10600
1995,First Stage of Tertiary Education,female,Secondary School Degree,0.29798,75,262,0.24249,0.35346
1995,First Stage of Tertiary Education,female,Intermediate School Degree,0.44235,138,262,0.38209,0.50260
1995,First Stage of Tertiary Education,female,Upper Secondary Degree,0.21334,49,262,0.16364,0.26304
1995,Second Stage of Tertiary Education,male,Secondary School Degree,0.07877,78,945,0.06158,0.09595
1995,Second Stage of Tertiary Education,male,Intermediate School Degree,0.13710,173,945,0.11516,0.15904
1995,Second Stage of Tertiary Education,male,Technical School Degree,0.13150,96,945,0.10995,0.15306
1995,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.60403,550,945,0.57283,0.63523
1995,Second Stage of Tertiary Education,male,Other Degree,0.04463,48,945,0.03146,0.05780
1995,Second Stage of Tertiary Education,female,Secondary School Degree,0.03907,35,794,0.02559,0.05256
1995,Second Stage of Tertiary Education,female,Intermediate School Degree,0.27906,306,794,0.24784,0.31028
1995,Second Stage of Tertiary Education,female,Technical School Degree,0.07778,43,794,0.05914,0.09642
1995,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.55309,371,794,0.51848,0.58769
1995,Second Stage of Tertiary Education,female,Other Degree,0.05100,39,794,0.03569,0.06631
1996,Primary Level,male,"Dropout, No School Degree",0.73603,152,183,0.67199,0.80007
1996,Primary Level,male,No School Attended,0.11000,31,183,0.06455,0.15546
1996,Primary Level,female,"Dropout, No School Degree",0.77332,223,279,0.72410,0.82254
1996,Primary Level,female,No School Attended,0.14591,56,279,0.10441,0.18741
1996,Lower Secondary Level,male,Secondary School Degree,0.65899,437,822,0.62656,0.69141
1996,Lower Secondary Level,male,Intermediate School Degree,0.19795,169,822,0.17070,0.22521
1996,Lower Secondary Level,male,Other Degree,0.14306,216,822,0.11911,0.16701
1996,Lower Secondary Level,female,Secondary School Degree,0.76890,1026,1563,0.74800,0.78981
1996,Lower Secondary Level,female,Intermediate School Degree,0.16931,298,1563,0.15071,0.18791
1996,Lower Secondary Level,female,Other Degree,0.06179,239,1563,0.04985,0.07373
1996,Upper Secondary Level,male,Secondary School Degree,0.61353,1803,3270,0.59684,0.63023
1996,Upper Secondary Level,male,Intermediate School Degree,0.27738,997,3270,0.26204,0.29273
1996,Upper Secondary Level,male,Upper Secondary Degree,0.04772,162,3270,0.04041,0.05502
1996,Upper Secondary Level,male,Other Degree,0.04586,269,3270,0.03869,0.05303
1996,Upper Secondary Level,male,"Dropout, No School Degree",0.00856,39,3270,0.00540,0.01172
1996,Upper Secondary Level,female,Secondary School Degree,0.55790,1593,3182,0.54064,0.57516
1996,Upper Secondary Level,female,Intermediate School Degree,0.36354,1287,3182,0.34683,0.38026
1996,Upper Secondary Level,female,Upper Secondary Degree,0.03957,145,3182,0.03280,0.04635
1996,Upper Secondary Level,female,Other Degree,0.02936,157,3182,0.02350,0.03523
1996,Post-secondary Non-tertiary Level,male,Technical School Degree,0.31994,65,229,0.25939,0.38049
1996,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.48786,117,229,0.42298,0.55274
1996,Post-secondary Non-tertiary Level,male,Other Degree,0.14767,47,229,0.10162,0.19373
1996,Post-secondary Non-tertiary Level,female,Technical School Degree,0.22419,42,225,0.16958,0.27881
1996,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.62487,135,225,0.56146,0.68827
1996,Post-secondary Non-tertiary Level,female,Other Degree,0.13551,48,225,0.09069,0.18034
1996,First Stage of Tertiary Education,male,Secondary School Degree,0.47690,204,440,0.43017,0.52362
1996,First Stage of Tertiary Education,male,Intermediate School Degree,0.36020,204,440,0.31529,0.40511
1996,First Stage of Tertiary Education,male,Upper Secondary Degree,0.08137,32,440,0.05579,0.10694
1996,First Stage of Tertiary Education,female,Secondary School Degree,0.30882,75,268,0.25340,0.36423
1996,First Stage of Tertiary Education,female,Intermediate School Degree,0.42806,144,268,0.36871,0.48741
1996,First Stage of Tertiary Education,female,Upper Secondary Degree,0.19886,49,268,0.15098,0.24673
1996,Second Stage of Tertiary Education,male,Secondary School Degree,0.07414,76,953,0.05750,0.09078
1996,Second Stage of Tertiary Education,male,Intermediate School Degree,0.13990,173,953,0.11787,0.16194
1996,Second Stage of Tertiary Education,male,Technical School Degree,0.13644,104,953,0.11463,0.15824
1996,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.60523,557,953,0.57418,0.63628
1996,Second Stage of Tertiary Education,male,Other Degree,0.04046,43,953,0.02795,0.05298
1996,Second Stage of Tertiary Education,female,Secondary School Degree,0.03926,35,794,0.02574,0.05277
1996,Second Stage of Tertiary Education,female,Intermediate School Degree,0.27923,306,794,0.24801,0.31046
1996,Second Stage of Tertiary Education,female,Technical School Degree,0.07482,41,794,0.05650,0.09313
1996,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.55124,374,794,0.51663,0.58586
1996,Second Stage of Tertiary Education,female,Other Degree,0.05545,38,794,0.03952,0.07138
1997,Primary Level,male,"Dropout, No School Degree",0.72946,144,144,0.65665,0.80227
1997,Primary Level,female,"Dropout, No School Degree",0.74353,205,260,0.69034,0.79671
1997,Primary Level,female,No School Attended,0.15371,55,260,0.10978,0.19763
1997,Lower Secondary Level,male,Secondary School Degree,0.65477,445,828,0.62237,0.68717
1997,Lower Secondary Level,male,Intermediate School Degree,0.21147,184,828,0.18364,0.23930
1997,Lower Secondary Level,male,Other Degree,0.13376,199,828,0.11056,0.15696
1997,Lower Secondary Level,female,Secondary School Degree,0.77023,987,1501,0.74894,0.79152
1997,Lower Secondary Level,female,Intermediate School Degree,0.16960,291,1501,0.15061,0.18859
1997,Lower Secondary Level,female,Other Degree,0.06017,223,1501,0.04814,0.07221
1997,Upper Secondary Level,male,Secondary School Degree,0.61107,1752,3168,0.59409,0.62805
1997,Upper Secondary Level,male,Intermediate School Degree,0.27877,973,3168,0.26315,0.29439
1997,Upper Secondary Level,male,Upper Secondary Degree,0.04849,157,3168,0.04101,0.05597
1997,Upper Secondary Level,male,Other Degree,0.04443,248,3168,0.03725,0.05161
1997,Upper Secondary Level,male,"Dropout, No School Degree",0.00813,38,3168,0.00500,0.01126
1997,Upper Secondary Level,female,Secondary School Degree,0.55204,1559,3141,0.53464,0.56943
1997,Upper Secondary Level,female,Intermediate School Degree,0.36318,1273,3141,0.34636,0.38000
1997,Upper Secondary Level,female,Upper Secondary Degree,0.04224,153,3141,0.03520,0.04927
1997,Upper Secondary Level,female,Other Degree,0.03246,156,3141,0.02626,0.03865
1997,Post-secondary Non-tertiary Level,male,Technical School Degree,0.31692,63,222,0.25557,0.37826
1997,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.50666,119,222,0.44075,0.57258
1997,Post-secondary Non-tertiary Level,male,Other Degree,0.13186,40,222,0.08725,0.17646
1997,Post-secondary Non-tertiary Level,female,Technical School Degree,0.19497,36,213,0.14164,0.24830
1997,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.65655,133,213,0.59263,0.72047
1997,Post-secondary Non-tertiary Level,female,Other Degree,0.13329,44,213,0.08753,0.17904
1997,First Stage of Tertiary Education,male,Secondary School Degree,0.47290,202,439,0.42614,0.51965
1997,First Stage of Tertiary Education,male,Intermediate School Degree,0.34346,198,439,0.29899,0.38794
1997,First Stage of Tertiary Education,male,Upper Secondary Degree,0.10151,39,439,0.07323,0.12979
1997,First Stage of Tertiary Education,female,Secondary School Degree,0.27420,66,257,0.21955,0.32884
1997,First Stage of Tertiary Education,female,Intermediate School Degree,0.43241,140,257,0.37172,0.49310
1997,First Stage of Tertiary Education,female,Upper Secondary Degree,0.22001,51,257,0.16926,0.27075
1997,Second Stage of Tertiary Education,male,Secondary School Degree,0.07753,77,955,0.06056,0.09450
1997,Second Stage of Tertiary Education,male,Intermediate School Degree,0.14046,173,955,0.11841,0.16251
1997,Second Stage of Tertiary Education,male,Technical School Degree,0.13835,106,955,0.11644,0.16026
1997,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.60330,559,955,0.57226,0.63435
1997,Second Stage of Tertiary Education,male,Other Degree,0.03616,40,955,0.02431,0.04801
1997,Second Stage of Tertiary Education,female,Secondary School Degree,0.04022,35,793,0.02654,0.05390
1997,Second Stage of Tertiary Education,female,Intermediate School Degree,0.27330,299,793,0.24227,0.30434
1997,Second Stage of Tertiary Education,female,Technical School Degree,0.08734,42,793,0.06768,0.10700
1997,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.54622,381,793,0.51154,0.58089
1997,Second Stage of Tertiary Education,female,Other Degree,0.05292,36,793,0.03733,0.06851
1998,Primary Level,male,"Dropout, No School Degree",0.70932,134,134,0.63215,0.78649
1998,Primary Level,female,"Dropout, No School Degree",0.75613,197,248,0.70258,0.80969
1998,Primary Level,female,No School Attended,0.15146,51,248,0.10675,0.19617
1998,Lower Secondary Level,male,Secondary School Degree,0.64083,512,920,0.60981,0.67184
1998,Lower Secondary Level,male,Intermediate School Degree,0.22253,215,920,0.19564,0.24943
1998,Lower Secondary Level,male,Other Degree,0.13664,193,920,0.11443,0.15885
1998,Lower Secondary Level,female,Secondary School Degree,0.76749,1095,1619,0.74691,0.78807
1998,Lower Secondary Level,female,Intermediate School Degree,0.17179,321,1619,0.15341,0.19017
1998,Lower Secondary Level,female,Other Degree,0.06072,203,1619,0.04908,0.07236
1998,Upper Secondary Level,male,Secondary School Degree,0.59126,1901,3433,0.57482,0.60771
1998,Upper Secondary Level,male,Intermediate School Degree,0.29526,1088,3433,0.27999,0.31052
1998,Upper Secondary Level,male,Upper Secondary Degree,0.05184,178,3433,0.04443,0.05926
1998,Upper Secondary Level,male,Other Degree,0.04415,229,3433,0.03727,0.05102
1998,Upper Secondary Level,male,"Dropout, No School Degree",0.00816,37,3433,0.00515,0.01117
1998,Upper Secondary Level,female,Secondary School Degree,0.53722,1681,3403,0.52046,0.55397
1998,Upper Secondary Level,female,Intermediate School Degree,0.36771,1389,3403,0.35151,0.38392
1998,Upper Secondary Level,female,Upper Secondary Degree,0.04887,178,3403,0.04162,0.05611
1998,Upper Secondary Level,female,Other Degree,0.03397,155,3403,0.02788,0.04005
1998,Post-secondary Non-tertiary Level,male,Technical School Degree,0.25843,58,231,0.20185,0.31500
1998,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.55536,133,231,0.49114,0.61959
1998,Post-secondary Non-tertiary Level,male,Other Degree,0.13776,40,231,0.09322,0.18230
1998,Post-secondary Non-tertiary Level,female,Technical School Degree,0.23593,54,258,0.18402,0.28784
1998,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.61771,158,258,0.55830,0.67713
1998,Post-secondary Non-tertiary Level,female,Other Degree,0.12278,46,258,0.08265,0.16290
1998,First Stage of Tertiary Education,male,Secondary School Degree,0.46802,213,461,0.42242,0.51362
1998,First Stage of Tertiary Education,male,Intermediate School Degree,0.34269,200,461,0.29931,0.38606
1998,First Stage of Tertiary Education,male,Upper Secondary Degree,0.11352,48,461,0.08453,0.14250
1998,First Stage of Tertiary Education,female,Secondary School Degree,0.25201,71,289,0.20187,0.30215
1998,First Stage of Tertiary Education,female,Intermediate School Degree,0.45229,158,289,0.39481,0.50978
1998,First Stage of Tertiary Education,female,Upper Secondary Degree,0.21046,60,289,0.16338,0.25754
1998,Second Stage of Tertiary Education,male,Secondary School Degree,0.08041,83,1061,0.06404,0.09678
1998,Second Stage of Tertiary Education,male,Intermediate School Degree,0.14207,189,1061,0.12105,0.16309
1998,Second Stage of Tertiary Education,male,Technical School Degree,0.15438,128,1061,0.13263,0.17613
1998,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.58130,618,1061,0.55160,0.61100
1998,Second Stage of Tertiary Education,male,Other Degree,0.03743,43,1061,0.02600,0.04886
1998,Second Stage of Tertiary Education,female,Secondary School Degree,0.04461,39,881,0.03097,0.05826
1998,Second Stage of Tertiary Education,female,Intermediate School Degree,0.26763,313,881,0.23838,0.29688
1998,Second Stage of Tertiary Education,female,Technical School Degree,0.08436,49,881,0.06599,0.10272
1998,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.54649,438,881,0.51360,0.57939
1998,Second Stage of Tertiary Education,female,Other Degree,0.05691,42,881,0.04160,0.07221
1999,Primary Level,male,"Dropout, No School Degree",0.72815,126,126,0.65015,0.80615
1999,Primary Level,female,"Dropout, No School Degree",0.76953,194,240,0.71614,0.82292
1999,Primary Level,female,No School Attended,0.15264,46,240,0.10705,0.19824
1999,Lower Secondary Level,male,Secondary School Degree,0.61806,489,879,0.58592,0.65020
1999,Lower Secondary Level,male,Intermediate School Degree,0.23699,211,879,0.20886,0.26512
1999,Lower Secondary Level,male,Other Degree,0.14495,179,879,0.12166,0.16824
1999,Lower Secondary Level,female,Secondary School Degree,0.76591,1056,1560,0.74489,0.78693
1999,Lower Secondary Level,female,Intermediate School Degree,0.17771,320,1560,0.15874,0.19669
1999,Lower Secondary Level,female,Other Degree,0.05637,184,1560,0.04492,0.06782
1999,Upper Secondary Level,male,Secondary School Degree,0.59634,1884,3392,0.57983,0.61286
1999,Upper Secondary Level,male,Intermediate School Degree,0.28893,1080,3392,0.27367,0.30418
1999,Upper Secondary Level,male,Upper Secondary Degree,0.05251,174,3392,0.04500,0.06002
1999,Upper Secondary Level,male,Other Degree,0.04454,214,3392,0.03760,0.05148
1999,Upper Secondary Level,male,"Dropout, No School Degree",0.00935,40,3392,0.00611,0.01259
1999,Upper Secondary Level,female,Secondary School Degree,0.53797,1649,3358,0.52110,0.55483
1999,Upper Secondary Level,female,Intermediate School Degree,0.36949,1386,3358,0.35316,0.38582
1999,Upper Secondary Level,female,Upper Secondary Degree,0.04668,180,3358,0.03954,0.05381
1999,Upper Secondary Level,female,Other Degree,0.03392,143,3358,0.02780,0.04004
1999,Post-secondary Non-tertiary Level,male,Technical School Degree,0.22979,54,226,0.17482,0.28476
1999,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.59509,136,226,0.53095,0.65923
1999,Post-secondary Non-tertiary Level,male,Other Degree,0.12610,36,226,0.08273,0.16948
1999,Post-secondary Non-tertiary Level,female,Technical School Degree,0.24452,58,261,0.19227,0.29676
1999,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.60029,156,261,0.54075,0.65984
1999,Post-secondary Non-tertiary Level,female,Other Degree,0.12972,47,261,0.08888,0.17057
1999,First Stage of Tertiary Education,male,Secondary School Degree,0.47324,209,481,0.42857,0.51790
1999,First Stage of Tertiary Education,male,Intermediate School Degree,0.33906,197,481,0.29671,0.38141
1999,First Stage of Tertiary Education,male,Technical School Degree,0.06762,31,481,0.04516,0.09009
1999,First Stage of Tertiary Education,male,Upper Secondary Degree,0.11156,44,481,0.08340,0.13973
1999,First Stage of Tertiary Education,female,Secondary School Degree,0.24804,67,295,0.19867,0.29740
1999,First Stage of Tertiary Education,female,Intermediate School Degree,0.44486,162,295,0.38806,0.50167
1999,First Stage of Tertiary Education,female,Upper Secondary Degree,0.22315,66,295,0.17555,0.27074
1999,Second Stage of Tertiary Education,male,Secondary School Degree,0.08012,82,1062,0.06378,0.09645
1999,Second Stage of Tertiary Education,male,Intermediate School Degree,0.13602,183,1062,0.11539,0.15665
1999,Second Stage of Tertiary Education,male,Technical School Degree,0.15119,122,1062,0.12964,0.17275
1999,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.59317,632,1062,0.56361,0.62273
1999,Second Stage of Tertiary Education,male,Other Degree,0.03950,43,1062,0.02778,0.05122
1999,Second Stage of Tertiary Education,female,Secondary School Degree,0.04160,38,872,0.02834,0.05486
1999,Second Stage of Tertiary Education,female,Intermediate School Degree,0.25596,305,872,0.22698,0.28494
1999,Second Stage of Tertiary Education,female,Technical School Degree,0.08337,46,872,0.06501,0.10173
1999,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.56149,444,872,0.52854,0.59445
1999,Second Stage of Tertiary Education,female,Other Degree,0.05757,39,872,0.04210,0.07304
2000,Primary Level,male,"Dropout, No School Degree",0.87835,145,145,0.82496,0.93174
2000,Primary Level,female,"Dropout, No School Degree",0.86027,198,198,0.81186,0.90869
