"pgpsbil","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Abitur","1990","AkademikerInnen","direkter Migrationshintergrund","60","0.596012332806566","0.510671297458581","0.68135336815455"
"Abitur","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1990","Hauptschulabschluss","kein Migrationshintergrund","82","0.0119059732335984","0.00902927974294358","0.0147826667242532"
"Anderer Abschluss","1990","Hauptschulabschluss","direkter Migrationshintergrund","820","0.337311274042571","0.313109270206207","0.361513277878936"
"Anderer Abschluss","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1990","(Fach-)Abitur","direkter Migrationshintergrund","121","0.394413858223233","0.327675037567428","0.461152678879038"
"Anderer Abschluss","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","(noch) kein Abschluss","kein Migrationshintergrund","67","0.36592585211875","0.299334684169703","0.432517020067797"
"Ohne Abschluss verlassen","1990","(noch) kein Abschluss","direkter Migrationshintergrund","471","0.722843914574061","0.688166829975821","0.757520999172302"
"Ohne Abschluss verlassen","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","(noch) kein Abschluss","kein Migrationshintergrund","133","0.633278469656472","0.566656782313776","0.699900156999168"
"Noch kein Abschluss","1990","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.0643415026602365","0.0453323662697917","0.0833506390506812"
"Noch kein Abschluss","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","37","0.832223526114566","0.728650035131497","0.935797017097634"
"Noch kein Abschluss","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1990","(noch) kein Abschluss","direkter Migrationshintergrund","138","0.212814582765702","0.181104504345362","0.244524661186043"
"Keine Schule besucht","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","Hauptschulabschluss","kein Migrationshintergrund","5132","0.98830106814889","0.985380187933216","0.991221948364564"
"Hauptschulabschluss","1991","Hauptschulabschluss","direkter Migrationshintergrund","634","0.658022613925622","0.633487392892789","0.682557834958454"
"Hauptschulabschluss","1991","Hauptschulabschluss","indirekter Migrationshintergrund","156","0.904184013664383","0.859807606448378","0.948560420880388"
"Hauptschulabschluss","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","AkademikerInnen","kein Migrationshintergrund","112","0.0626628882358232","0.0505820670394148","0.0747437094322317"
"Hauptschulabschluss","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Realschulabschluss","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Realschulabschluss","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1991","Realschulabschluss","kein Migrationshintergrund","2912","0.997273568072935","0.995383558993204","0.999163577152665"
"Realschulabschluss","1991","Realschulabschluss","direkter Migrationshintergrund","167","0.994831034842045","0.983987524073658","1.00567454561043"
"Realschulabschluss","1991","Realschulabschluss","indirekter Migrationshintergrund","67","1","1","1"
"Realschulabschluss","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Realschulabschluss","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1991","AkademikerInnen","kein Migrationshintergrund","509","0.230898354026935","0.209892244037724","0.251904464016145"
"Realschulabschluss","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","(Fach-)Abitur","kein Migrationshintergrund","143","0.233471676487203","0.200999941230934","0.265943411743472"
"Fachhochschulreife","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","AkademikerInnen","kein Migrationshintergrund","111","0.113353883777661","0.0975509868818096","0.129156780673512"
"Fachhochschulreife","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Abitur","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Abitur","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Abitur","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Abitur","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Abitur","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Abitur","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Abitur","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1991","(Fach-)Abitur","kein Migrationshintergrund","508","0.766388573396135","0.733910082296268","0.798867064496002"
"Abitur","1991","(Fach-)Abitur","direkter Migrationshintergrund","51","0.399585600115897","0.332698103016077","0.466473097215717"
"Abitur","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Abitur","1991","AkademikerInnen","kein Migrationshintergrund","807","0.588583143113922","0.564053665631064","0.61311262059678"
"Abitur","1991","AkademikerInnen","direkter Migrationshintergrund","59","0.599002216081888","0.513426997072039","0.684577435091738"
"Abitur","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1991","Hauptschulabschluss","kein Migrationshintergrund","74","0.0116989318511099","0.00877805163543588","0.0146198120667838"
"Anderer Abschluss","1991","Hauptschulabschluss","direkter Migrationshintergrund","802","0.341977386074378","0.317442165041546","0.366512607107211"
"Anderer Abschluss","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1991","(Fach-)Abitur","direkter Migrationshintergrund","119","0.415129518345358","0.34784174761722","0.482417289073497"
"Anderer Abschluss","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","(noch) kein Abschluss","kein Migrationshintergrund","98","0.442359613939161","0.373353686431659","0.511365541446663"
"Ohne Abschluss verlassen","1991","(noch) kein Abschluss","direkter Migrationshintergrund","464","0.726551512016581","0.691352643464357","0.761750380568804"
"Ohne Abschluss verlassen","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","(noch) kein Abschluss","kein Migrationshintergrund","100","0.556824916714268","0.487805934499559","0.625843898928976"
"Noch kein Abschluss","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","35","0.724634117753089","0.602037791253281","0.847230444252897"
"Noch kein Abschluss","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1991","(noch) kein Abschluss","direkter Migrationshintergrund","131","0.212503293582367","0.180198650971513","0.244807936193221"
"Keine Schule besucht","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","Hauptschulabschluss","kein Migrationshintergrund","4931","0.988183577935065","0.985189282465558","0.991177873404571"
"Hauptschulabschluss","1992","Hauptschulabschluss","direkter Migrationshintergrund","617","0.643493754574639","0.61834142169303","0.668646087456249"
"Hauptschulabschluss","1992","Hauptschulabschluss","indirekter Migrationshintergrund","177","0.9336100792661","0.89820992688532","0.969010231646879"
"Hauptschulabschluss","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","AkademikerInnen","kein Migrationshintergrund","107","0.060616559633757","0.0486045524757036","0.0726285667918104"
"Hauptschulabschluss","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Hauptschulabschluss","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Realschulabschluss","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Realschulabschluss","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1992","Realschulabschluss","kein Migrationshintergrund","2858","0.996352102678393","0.994147613345666","0.99855659201112"
"Realschulabschluss","1992","Realschulabschluss","direkter Migrationshintergrund","158","0.992400915871606","0.978945029713634","1.00585680202958"
"Realschulabschluss","1992","Realschulabschluss","indirekter Migrationshintergrund","82","0.990038556841804","0.968673884846882","1.01140322883673"
"Realschulabschluss","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Realschulabschluss","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Realschulabschluss","1992","AkademikerInnen","kein Migrationshintergrund","497","0.232281354394579","0.211024122540992","0.253538586248165"
"Realschulabschluss","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Realschulabschluss","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"Fachhochschulreife","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","(Fach-)Abitur","kein Migrationshintergrund","149","0.239623575252088","0.206983999912167","0.27226315059201"
"Fachhochschulreife","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","AkademikerInnen","kein Migrationshintergrund","109","0.110514185777886","0.0947316414550586","0.126296730100713"
"Fachhochschulreife","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Fachhochschulreife","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Abitur","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Abitur","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Abitur","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Abitur","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Abitur","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"Abitur","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Abitur","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Abitur","1992","(Fach-)Abitur","kein Migrationshintergrund","507","0.760230228317267","0.727583836539894","0.79287662009464"
"Abitur","1992","(Fach-)Abitur","direkter Migrationshintergrund","51","0.411499029454225","0.344782576693686","0.478215482214763"
"Abitur","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Abitur","1992","AkademikerInnen","kein Migrationshintergrund","797","0.59265639944331","0.567923192662181","0.617389606224439"
"Abitur","1992","AkademikerInnen","direkter Migrationshintergrund","61","0.603509995767888","0.519743413083136","0.68727657845264"
"Abitur","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1992","Hauptschulabschluss","kein Migrationshintergrund","72","0.0118164220649354","0.00882212659542851","0.0148107175344422"
"Anderer Abschluss","1992","Hauptschulabschluss","direkter Migrationshintergrund","776","0.356506245425361","0.331353912543751","0.38165857830697"
"Anderer Abschluss","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1992","(Fach-)Abitur","direkter Migrationshintergrund","117","0.419017727186578","0.352125972716514","0.485909481656643"
"Anderer Abschluss","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Anderer Abschluss","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"Anderer Abschluss","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Anderer Abschluss","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","(noch) kein Abschluss","kein Migrationshintergrund","84","0.427794490704748","0.360067033333118","0.495521948076379"
"Ohne Abschluss verlassen","1992","(noch) kein Abschluss","direkter Migrationshintergrund","446","0.732044158674901","0.696185046132456","0.767903271217347"
"Ohne Abschluss verlassen","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Ohne Abschluss verlassen","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","(noch) kein Abschluss","kein Migrationshintergrund","120","0.571247252931946","0.503500781396907","0.638993724466985"
"Noch kein Abschluss","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","54","0.780191417713094","0.685838542690636","0.874544292735552"
"Noch kein Abschluss","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Noch kein Abschluss","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1992","(noch) kein Abschluss","direkter Migrationshintergrund","123","0.205642001020604","0.172918231125259","0.23836577091595"
"Keine Schule besucht","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Keine Schule besucht","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Keine Schule besucht","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Keine Schule besucht","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
