year,age_gr,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.58313,57,57,0.45400,0.71227
1994,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.21030,34,86,0.12367,0.29694
1994,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.48409,52,86,0.37785,0.59033
1995,17-29 y.,Primary Level,"Dropout, No School Degree",0.61621,53,53,0.48403,0.74839
1995,17-29 y.,Lower Secondary Level,Secondary School Degree,0.47001,359,763,0.43457,0.50545
1995,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.47366,343,763,0.43820,0.50911
1995,17-29 y.,Lower Secondary Level,Other Degree,0.05633,61,763,0.03996,0.07270
1995,17-29 y.,Upper Secondary Level,Secondary School Degree,0.30341,472,1552,0.28053,0.32629
1995,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.43071,698,1552,0.40607,0.45536
1995,17-29 y.,Upper Secondary Level,Technical School Degree,0.03309,40,1552,0.02419,0.04199
1995,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.18900,269,1552,0.16952,0.20849
1995,17-29 y.,Upper Secondary Level,Other Degree,0.03747,73,1552,0.02802,0.04692
1995,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.26374,49,153,0.19369,0.33379
1995,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.65178,104,153,0.57604,0.72751
1995,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.57783,60,60,0.45180,0.70386
1995,17-29 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.23376,45,142,0.16390,0.30361
1995,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.60164,97,142,0.52083,0.68245
1995,30-45 y.,Primary Level,"Dropout, No School Degree",0.80410,118,118,0.73218,0.87602
1995,30-45 y.,Lower Secondary Level,Secondary School Degree,0.63503,249,465,0.59123,0.67884
1995,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.17662,59,465,0.14192,0.21132
1995,30-45 y.,Lower Secondary Level,Other Degree,0.18835,157,465,0.15277,0.22393
1995,30-45 y.,Upper Secondary Level,Secondary School Degree,0.49176,1022,2327,0.47144,0.51207
1995,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.42419,1090,2327,0.40411,0.44428
1995,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02085,39,2327,0.01504,0.02665
1995,30-45 y.,Upper Secondary Level,Other Degree,0.05008,176,2327,0.04121,0.05894
1995,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.30764,49,205,0.24431,0.37098
1995,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49568,105,205,0.42707,0.56429
1995,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.18151,51,205,0.12862,0.23440
1995,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.27252,76,302,0.22222,0.32282
1995,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47666,184,302,0.42024,0.53309
1995,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.17361,42,302,0.13082,0.21640
1995,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17558,237,834,0.14975,0.20142
1995,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.10957,68,834,0.08836,0.13078
1995,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.65005,480,834,0.61766,0.68244
1995,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.05750,49,834,0.04169,0.07331
1995,46-65 y.,Primary Level,"Dropout, No School Degree",0.75738,210,269,0.70606,0.80870
1995,46-65 y.,Primary Level,No School Attended,0.19167,59,269,0.14454,0.23879
1995,46-65 y.,Lower Secondary Level,Secondary School Degree,0.81399,491,784,0.78674,0.84125
1995,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06219,34,784,0.04527,0.07911
1995,46-65 y.,Lower Secondary Level,Other Degree,0.12382,259,784,0.10075,0.14689
1995,46-65 y.,Upper Secondary Level,Secondary School Degree,0.74494,1390,1932,0.72549,0.76438
1995,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.20052,368,1932,0.18266,0.21838
1995,46-65 y.,Upper Secondary Level,Other Degree,0.03746,174,1932,0.02899,0.04593
1995,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.46039,40,40,0.30396,0.61682
1995,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.57377,139,215,0.50751,0.64002
1995,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.28036,76,215,0.22017,0.34054
1995,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.10809,75,555,0.08224,0.13395
1995,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.21324,161,555,0.17913,0.24735
1995,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11038,39,555,0.08429,0.13648
1995,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52531,280,555,0.48373,0.56689
1995,66 and older,Lower Secondary Level,Secondary School Degree,0.90198,426,461,0.87481,0.92915
1995,66 and older,Lower Secondary Level,Intermediate School Degree,0.08376,35,461,0.05845,0.10908
1995,66 and older,Upper Secondary Level,Secondary School Degree,0.75822,580,713,0.72677,0.78967
1995,66 and older,Upper Secondary Level,Intermediate School Degree,0.22182,133,713,0.19130,0.25234
1995,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.57876,54,54,0.44583,0.71170
1995,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.15914,31,131,0.09626,0.22202
1995,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.18949,36,131,0.12212,0.25686
1995,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.49433,64,131,0.40838,0.58027
1996,17-29 y.,Primary Level,"Dropout, No School Degree",0.54178,44,44,0.39285,0.69070
1996,17-29 y.,Lower Secondary Level,Secondary School Degree,0.45532,336,716,0.41882,0.49183
1996,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.49271,330,716,0.45606,0.52936
1996,17-29 y.,Lower Secondary Level,Other Degree,0.05197,50,716,0.03570,0.06824
1996,17-29 y.,Upper Secondary Level,Secondary School Degree,0.31392,436,1419,0.28977,0.33808
1996,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.42057,632,1419,0.39488,0.44627
1996,17-29 y.,Upper Secondary Level,Technical School Degree,0.02434,34,1419,0.01632,0.03236
1996,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.19043,248,1419,0.17000,0.21087
1996,17-29 y.,Upper Secondary Level,Other Degree,0.04034,69,1419,0.03010,0.05058
1996,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.23662,39,146,0.16745,0.30580
1996,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.65909,107,146,0.58193,0.73625
1996,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.57660,64,64,0.45459,0.69861
1996,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.65900,96,96,0.56367,0.75432
1996,30-45 y.,Primary Level,"Dropout, No School Degree",0.82991,101,101,0.75627,0.90355
1996,30-45 y.,Lower Secondary Level,Secondary School Degree,0.61825,238,445,0.57306,0.66344
1996,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.20758,69,445,0.16985,0.24531
1996,30-45 y.,Lower Secondary Level,Other Degree,0.17417,138,445,0.13889,0.20944
1996,30-45 y.,Upper Secondary Level,Secondary School Degree,0.48203,1009,2338,0.46178,0.50229
1996,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.43287,1120,2338,0.41278,0.45295
1996,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02274,44,2338,0.01670,0.02879
1996,30-45 y.,Upper Secondary Level,Other Degree,0.04945,165,2338,0.04066,0.05824
1996,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.34039,59,214,0.27676,0.40403
1996,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49450,111,214,0.42735,0.56164
1996,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.13315,44,214,0.08752,0.17878
1996,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.28168,77,306,0.23120,0.33217
1996,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.46857,187,306,0.41256,0.52457
1996,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.16304,42,306,0.12158,0.20450
1996,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.18219,242,833,0.15596,0.20842
1996,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.11070,71,833,0.08938,0.13202
1996,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.64440,481,833,0.61187,0.67693
1996,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.05334,39,833,0.03807,0.06861
1996,46-65 y.,Primary Level,"Dropout, No School Degree",0.79548,199,248,0.74518,0.84578
1996,46-65 y.,Primary Level,No School Attended,0.18540,49,248,0.13694,0.23387
1996,46-65 y.,Lower Secondary Level,Secondary School Degree,0.80184,475,757,0.77342,0.83025
1996,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06143,32,757,0.04432,0.07855
1996,46-65 y.,Lower Secondary Level,Other Degree,0.13673,250,757,0.11224,0.16122
1996,46-65 y.,Upper Secondary Level,Secondary School Degree,0.72378,1347,1919,0.70377,0.74379
1996,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.22126,402,1919,0.20269,0.23984
1996,46-65 y.,Upper Secondary Level,Other Degree,0.03830,170,1919,0.02971,0.04688
1996,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.42638,31,31,0.24941,0.60335
1996,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.52477,131,213,0.45755,0.59200
1996,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.31539,82,213,0.25284,0.37795
1996,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.09035,69,599,0.06737,0.11333
1996,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.22310,173,599,0.18973,0.25647
1996,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11113,39,599,0.08594,0.13632
1996,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52762,287,599,0.48761,0.56764
1996,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.04149,31,599,0.02551,0.05748
1996,66 and older,Primary Level,"Dropout, No School Degree",0.75090,31,31,0.59614,0.90567
1996,66 and older,Lower Secondary Level,Secondary School Degree,0.90032,414,450,0.87261,0.92803
1996,66 and older,Lower Secondary Level,Intermediate School Degree,0.08619,36,450,0.06023,0.11215
1996,66 and older,Upper Secondary Level,Secondary School Degree,0.76347,604,734,0.73271,0.79424
1996,66 and older,Upper Secondary Level,Intermediate School Degree,0.21290,130,734,0.18327,0.24254
1996,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.62508,55,55,0.49596,0.75420
1996,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.17062,34,137,0.10739,0.23384
1996,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.19506,36,137,0.12847,0.26166
1996,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.48904,67,137,0.40502,0.57305
1997,17-29 y.,Primary Level,"Dropout, No School Degree",0.56023,35,35,0.39339,0.72708
1997,17-29 y.,Lower Secondary Level,Secondary School Degree,0.45921,328,710,0.42253,0.49590
1997,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.49435,339,710,0.45755,0.53115
1997,17-29 y.,Lower Secondary Level,Other Degree,0.04644,43,710,0.03095,0.06193
1997,17-29 y.,Upper Secondary Level,Secondary School Degree,0.29137,400,1304,0.26669,0.31604
1997,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.41624,570,1304,0.38947,0.44300
1997,17-29 y.,Upper Secondary Level,Technical School Degree,0.03423,35,1304,0.02436,0.04410
1997,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.20962,244,1304,0.18752,0.23172
1997,17-29 y.,Upper Secondary Level,Other Degree,0.04134,55,1304,0.03053,0.05215
1997,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.24577,33,137,0.17341,0.31813
1997,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.67091,104,137,0.59194,0.74988
1997,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.49479,52,52,0.35757,0.63201
1997,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.67305,90,90,0.57559,0.77051
1997,30-45 y.,Primary Level,"Dropout, No School Degree",0.79243,93,93,0.70955,0.87530
1997,30-45 y.,Lower Secondary Level,Secondary School Degree,0.62569,249,445,0.58068,0.67071
1997,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.21821,72,445,0.17979,0.25663
1997,30-45 y.,Lower Secondary Level,Other Degree,0.15609,124,445,0.12233,0.18985
1997,30-45 y.,Upper Secondary Level,Secondary School Degree,0.46040,963,2292,0.43999,0.48081
1997,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.45470,1123,2292,0.43431,0.47509
1997,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02497,50,2292,0.01858,0.03136
1997,30-45 y.,Upper Secondary Level,Other Degree,0.04813,156,2292,0.03937,0.05690
1997,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.30706,57,210,0.24452,0.36960
1997,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52627,112,210,0.45857,0.59396
1997,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.13591,41,210,0.08945,0.18237
1997,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.28326,75,304,0.23253,0.33400
1997,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.45033,183,304,0.39431,0.50635
1997,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.18903,46,304,0.14494,0.23312
1997,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17770,224,817,0.15147,0.20392
1997,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.12495,77,817,0.10226,0.14764
1997,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.64282,480,817,0.60995,0.67570
1997,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.04738,36,817,0.03280,0.06196
1997,46-65 y.,Primary Level,"Dropout, No School Degree",0.75639,188,234,0.70127,0.81151
1997,46-65 y.,Primary Level,No School Attended,0.18513,46,234,0.13525,0.23500
1997,46-65 y.,Lower Secondary Level,Secondary School Degree,0.79201,439,708,0.76209,0.82193
1997,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06587,32,708,0.04758,0.08415
1997,46-65 y.,Lower Secondary Level,Other Degree,0.14212,237,708,0.11638,0.16786
1997,46-65 y.,Upper Secondary Level,Secondary School Degree,0.72306,1325,1914,0.70300,0.74311
1997,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.21836,425,1914,0.19984,0.23687
1997,46-65 y.,Upper Secondary Level,Other Degree,0.03970,164,1914,0.03095,0.04845
1997,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.49911,121,210,0.43132,0.56690
1997,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.33366,89,210,0.26974,0.39759
1997,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.08857,65,590,0.06562,0.11152
1997,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.23329,186,590,0.19914,0.26745
1997,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.10785,38,590,0.08280,0.13290
1997,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52433,301,590,0.48400,0.56466
1997,66 and older,Primary Level,"Dropout, No School Degree",0.74631,33,33,0.59554,0.89707
1997,66 and older,Lower Secondary Level,Secondary School Degree,0.90964,416,448,0.88307,0.93622
1997,66 and older,Lower Secondary Level,Intermediate School Degree,0.07551,32,448,0.05102,0.10000
1997,66 and older,Upper Secondary Level,Secondary School Degree,0.77118,623,751,0.74111,0.80124
1997,66 and older,Upper Secondary Level,Intermediate School Degree,0.20065,128,751,0.17198,0.22931
1997,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.60128,56,56,0.47187,0.73068
1997,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.19362,40,143,0.12862,0.25861
1997,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.16594,34,143,0.10475,0.22713
1997,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.47938,69,143,0.39721,0.56155
1998,17-29 y.,Lower Secondary Level,Secondary School Degree,0.44441,330,740,0.40858,0.48023
1998,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.50846,371,740,0.47242,0.54451
1998,17-29 y.,Lower Secondary Level,Other Degree,0.04713,39,740,0.03185,0.06241
1998,17-29 y.,Upper Secondary Level,Secondary School Degree,0.27959,401,1345,0.25560,0.30359
1998,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.41020,583,1345,0.38390,0.43650
1998,17-29 y.,Upper Secondary Level,Technical School Degree,0.03454,38,1345,0.02478,0.04431
1998,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.23048,277,1345,0.20796,0.25300
1998,17-29 y.,Upper Secondary Level,Other Degree,0.03519,46,1345,0.02534,0.04504
1998,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.22760,35,140,0.15790,0.29730
1998,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.70989,105,140,0.63444,0.78533
1998,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.51005,52,52,0.37285,0.64725
1998,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.61064,88,88,0.50818,0.71310
1998,30-45 y.,Primary Level,"Dropout, No School Degree",0.77252,83,83,0.68179,0.86326
1998,30-45 y.,Lower Secondary Level,Secondary School Degree,0.64058,286,481,0.59765,0.68351
1998,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.19828,80,481,0.16261,0.23395
1998,30-45 y.,Lower Secondary Level,Other Degree,0.16114,115,481,0.12825,0.19403
1998,30-45 y.,Upper Secondary Level,Secondary School Degree,0.43105,1016,2474,0.41153,0.45057
1998,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.48517,1257,2474,0.46547,0.50487
1998,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02506,55,2474,0.01890,0.03123
1998,30-45 y.,Upper Secondary Level,Other Degree,0.04584,146,2474,0.03760,0.05408
1998,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.27630,62,242,0.21984,0.33275
1998,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.54588,141,242,0.48301,0.60874
1998,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.13627,39,242,0.09295,0.17958
1998,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.25553,74,330,0.20840,0.30267
1998,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47068,197,330,0.41674,0.52461
1998,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.20732,59,330,0.16351,0.25112
1998,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.18110,239,907,0.15603,0.20618
1998,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.13771,91,907,0.11527,0.16015
1998,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.63693,546,907,0.60561,0.66824
1998,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.03812,31,907,0.02565,0.05058
1998,46-65 y.,Primary Level,"Dropout, No School Degree",0.77327,182,226,0.71856,0.82798
1998,46-65 y.,Primary Level,No School Attended,0.17671,44,226,0.12687,0.22655
1998,46-65 y.,Lower Secondary Level,Secondary School Degree,0.78120,500,762,0.75183,0.81057
1998,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06672,40,762,0.04899,0.08445
1998,46-65 y.,Lower Secondary Level,Other Degree,0.15208,222,762,0.12657,0.17760
1998,46-65 y.,Upper Secondary Level,Secondary School Degree,0.70821,1480,2138,0.68894,0.72748
1998,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.22855,498,2138,0.21075,0.24635
1998,46-65 y.,Upper Secondary Level,Other Degree,0.04480,160,2138,0.03603,0.05357
1998,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.29805,31,31,0.13437,0.46172
1998,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.51703,138,231,0.45245,0.58161
1998,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.31241,93,231,0.25251,0.37231
1998,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.09190,72,702,0.07051,0.11328
1998,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.22351,200,702,0.19267,0.25436
1998,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.10635,46,702,0.08353,0.12918
1998,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52100,346,702,0.48402,0.55798
1998,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.05039,38,702,0.03419,0.06658
1998,66 and older,Primary Level,"Dropout, No School Degree",0.75882,36,36,0.61709,0.90055
1998,66 and older,Lower Secondary Level,Secondary School Degree,0.89721,491,536,0.87148,0.92295
1998,66 and older,Lower Secondary Level,Intermediate School Degree,0.08710,45,536,0.06321,0.11100
1998,66 and older,Upper Secondary Level,Secondary School Degree,0.77597,685,856,0.74802,0.80392
1998,66 and older,Upper Secondary Level,Intermediate School Degree,0.18877,139,856,0.16254,0.21500
1998,66 and older,Upper Secondary Level,Other Degree,0.02036,32,856,0.01090,0.02983
1998,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.59517,55,55,0.46424,0.72609
1998,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.20567,42,159,0.14265,0.26870
1998,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.17692,41,159,0.11741,0.23642
1998,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.44902,76,159,0.37146,0.52658
1999,17-29 y.,Lower Secondary Level,Secondary School Degree,0.42220,311,710,0.38585,0.45856
1999,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.53993,367,710,0.50324,0.57662
1999,17-29 y.,Lower Secondary Level,Other Degree,0.03787,32,710,0.02382,0.05192
1999,17-29 y.,Upper Secondary Level,Secondary School Degree,0.29233,383,1288,0.26748,0.31717
1999,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.40330,549,1288,0.37650,0.43010
1999,17-29 y.,Upper Secondary Level,Technical School Degree,0.03064,36,1288,0.02123,0.04006
1999,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.22893,277,1288,0.20598,0.25189
1999,17-29 y.,Upper Secondary Level,Other Degree,0.03509,43,1288,0.02504,0.04514
1999,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.26203,37,135,0.18757,0.33648
1999,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.68238,98,135,0.60356,0.76121
1999,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.44128,48,48,0.29932,0.58324
1999,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.70173,95,95,0.60924,0.79421
1999,30-45 y.,Primary Level,"Dropout, No School Degree",0.76648,81,81,0.67377,0.85919
1999,30-45 y.,Lower Secondary Level,Secondary School Degree,0.62357,273,458,0.57915,0.66799
1999,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.21677,84,458,0.17899,0.25455
1999,30-45 y.,Lower Secondary Level,Other Degree,0.15965,101,458,0.12607,0.19324
1999,30-45 y.,Upper Secondary Level,Secondary School Degree,0.42979,1002,2465,0.41024,0.44934
1999,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.48022,1271,2465,0.46050,0.49995
1999,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02867,55,2465,0.02208,0.03526
1999,30-45 y.,Upper Secondary Level,Other Degree,0.04685,137,2465,0.03850,0.05519
1999,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.25123,61,254,0.19778,0.30467
1999,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.58360,153,254,0.52286,0.64435
1999,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.12784,40,254,0.08670,0.16899
1999,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.22191,67,330,0.17701,0.26681
1999,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.48674,199,330,0.43273,0.54075
1999,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.22750,64,330,0.18220,0.27280
1999,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17254,227,883,0.14761,0.19748
1999,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.12732,86,883,0.10532,0.14932
1999,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.64793,536,883,0.61641,0.67945
1999,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.04418,34,883,0.03062,0.05775
1999,46-65 y.,Primary Level,"Dropout, No School Degree",0.76627,168,209,0.70876,0.82379
1999,46-65 y.,Primary Level,No School Attended,0.17619,41,209,0.12441,0.22796
1999,46-65 y.,Lower Secondary Level,Secondary School Degree,0.76239,466,718,0.73124,0.79355
1999,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.07379,42,718,0.05465,0.09292
1999,46-65 y.,Lower Secondary Level,Other Degree,0.16382,210,718,0.13673,0.19091
1999,46-65 y.,Upper Secondary Level,Secondary School Degree,0.70366,1462,2121,0.68422,0.72310
1999,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.23581,513,2121,0.21774,0.25388
1999,46-65 y.,Upper Secondary Level,Other Degree,0.04426,146,2121,0.03551,0.05302
1999,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.52564,137,233,0.46138,0.58989
1999,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.31627,96,233,0.25643,0.37610
1999,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.07973,65,715,0.05986,0.09960
1999,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.22300,203,715,0.19247,0.25354
1999,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11471,50,715,0.09133,0.13808
1999,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.53332,362,715,0.49673,0.56992
1999,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.04923,35,715,0.03336,0.06511
1999,66 and older,Primary Level,"Dropout, No School Degree",0.80235,44,44,0.68332,0.92138
1999,66 and older,Lower Secondary Level,Secondary School Degree,0.90694,495,533,0.88226,0.93163
1999,66 and older,Lower Secondary Level,Intermediate School Degree,0.07750,38,533,0.05478,0.10022
1999,66 and older,Upper Secondary Level,Secondary School Degree,0.78108,686,850,0.75326,0.80889
1999,66 and older,Upper Secondary Level,Intermediate School Degree,0.18142,133,850,0.15550,0.20734
1999,66 and older,Upper Secondary Level,Other Degree,0.02097,31,850,0.01133,0.03061
1999,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.58367,55,55,0.45219,0.71515
1999,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.20958,47,170,0.14821,0.27094
1999,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.15445,40,170,0.09997,0.20894
1999,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.45821,83,170,0.38309,0.53333
2000,17-29 y.,Primary Level,"Dropout, No School Degree",0.68923,42,42,0.54756,0.83089
2000,17-29 y.,Lower Secondary Level,Secondary School Degree,0.45567,463,1060,0.42567,0.48566
