year,bula_h,hhtyp,pet_dog,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Lower Saxony,Couple without children,Yes,0.18633,56,329,0.14419,0.22847
2021,Lower Saxony,Couple without children,No,0.81334,273,329,0.77117,0.85551
2021,Lower Saxony,Single parent,No,0.78385,70,70,0.68673,0.88098
2021,Lower Saxony,Couple with children,Yes,0.24958,92,315,0.20171,0.29745
2021,Lower Saxony,Couple with children,No,0.72053,223,315,0.67089,0.77016
2021,North Rhine-Westphalia,Single-person household,Yes,0.05602,43,630,0.03805,0.07399
2021,North Rhine-Westphalia,Single-person household,No,0.93297,587,630,0.91343,0.95252
2021,North Rhine-Westphalia,Couple without children,Yes,0.13820,100,679,0.11222,0.16418
2021,North Rhine-Westphalia,Couple without children,No,0.86017,579,679,0.83406,0.88627
2021,North Rhine-Westphalia,Single parent,Yes,0.28423,40,165,0.21520,0.35327
2021,North Rhine-Westphalia,Single parent,No,0.69632,125,165,0.62594,0.76670
2021,North Rhine-Westphalia,Couple with children,Yes,0.22700,173,714,0.19625,0.25775
2021,North Rhine-Westphalia,Couple with children,No,0.74858,541,714,0.71674,0.78043
2021,North Rhine-Westphalia,Other Combinations,No,0.83802,57,57,0.74152,0.93452
2021,Hesse,Single-person household,No,0.87947,188,188,0.83280,0.92613
2021,Hesse,Couple without children,Yes,0.15347,33,214,0.10506,0.20188
2021,Hesse,Couple without children,No,0.84252,181,214,0.79360,0.89144
2021,Hesse,Single parent,No,0.77543,49,49,0.65737,0.89348
2021,Hesse,Couple with children,Yes,0.25445,40,184,0.19135,0.31756
2021,Hesse,Couple with children,No,0.69699,144,184,0.63040,0.76357
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.92789,140,140,0.88489,0.97089
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.85190,135,135,0.79176,0.91204
2021,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.18892,44,154,0.12689,0.25094
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.78227,110,154,0.71687,0.84766
2021,Baden-Wuerttemberg,Single-person household,No,0.92960,293,293,0.90026,0.95895
2021,Baden-Wuerttemberg,Couple without children,No,0.92330,338,338,0.89489,0.95171
2021,Baden-Wuerttemberg,Single parent,No,0.75032,69,69,0.64744,0.85320
2021,Baden-Wuerttemberg,Couple with children,Yes,0.12400,54,415,0.09225,0.15575
2021,Baden-Wuerttemberg,Couple with children,No,0.86213,361,415,0.82892,0.89534
2021,Bavaria,Single-person household,Yes,0.07559,35,519,0.05282,0.09835
2021,Bavaria,Single-person household,No,0.91827,484,519,0.89468,0.94186
2021,Bavaria,Couple without children,Yes,0.11045,63,504,0.08306,0.13785
2021,Bavaria,Couple without children,No,0.88671,441,504,0.85901,0.91441
2021,Bavaria,Single parent,No,0.80148,103,103,0.72407,0.87889
2021,Bavaria,Couple with children,Yes,0.15266,90,529,0.12198,0.18334
2021,Bavaria,Couple with children,No,0.83723,439,529,0.80575,0.86872
2021,Bavaria,Other Combinations,No,0.90731,40,40,0.81630,0.99833
2021,Berlin,Single-person household,No,0.95894,226,226,0.93302,0.98487
2021,Berlin,Couple without children,No,0.88930,135,135,0.83617,0.94242
2021,Berlin,Single parent,No,0.91428,35,35,0.82017,1.00838
2021,Berlin,Couple with children,No,0.83747,109,109,0.76789,0.90705
2021,Brandenburg,Single-person household,No,0.92988,109,109,0.88172,0.97804
2021,Brandenburg,Couple without children,No,0.87063,134,134,0.81360,0.92767
2021,Brandenburg,Couple with children,Yes,0.22617,36,113,0.14869,0.30365
2021,Brandenburg,Couple with children,No,0.76548,77,113,0.68701,0.84395
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.91471,76,76,0.85150,0.97792
2021,Mecklenburg-Western Pomerania,Couple without children,No,0.80020,71,71,0.70652,0.89387
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.61340,37,37,0.45432,0.77248
2021,Saxony,Single-person household,No,0.96325,190,190,0.93643,0.99008
2021,Saxony,Couple without children,Yes,0.13504,33,267,0.09397,0.17611
2021,Saxony,Couple without children,No,0.86373,234,267,0.82250,0.90496
2021,Saxony,Single parent,No,0.86078,59,59,0.77169,0.94987
2021,Saxony,Couple with children,No,0.88084,150,150,0.82882,0.93286
2021,Saxony-Anhalt,Single-person household,No,0.88724,102,102,0.82555,0.94893
2021,Saxony-Anhalt,Couple without children,No,0.73026,97,97,0.64148,0.81904
2021,Saxony-Anhalt,Couple with children,No,0.58806,52,52,0.45297,0.72314
2021,Thuringa,Single-person household,No,0.95464,114,114,0.91627,0.99301
2021,Thuringa,Couple without children,No,0.85396,113,113,0.78855,0.91936
2021,Thuringa,Couple with children,No,0.81833,72,72,0.72864,0.90801
