year,bula_h,quintil_oecd,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Bavaria,2nd Quintile,Very concerned,0.44501,197,428,0.39787,0.49215
2005,Bavaria,2nd Quintile,Somewhat concerned,0.39147,163,428,0.34517,0.43776
2005,Bavaria,2nd Quintile,Not concerned at all,0.16352,68,428,0.12844,0.19860
2005,Bavaria,3rd Quintile,Very concerned,0.38481,170,480,0.34124,0.42839
2005,Bavaria,3rd Quintile,Somewhat concerned,0.41570,227,480,0.37156,0.45983
2005,Bavaria,3rd Quintile,Not concerned at all,0.19949,83,480,0.16370,0.23528
2005,Bavaria,4th Quintile,Very concerned,0.49986,271,628,0.46073,0.53900
2005,Bavaria,4th Quintile,Somewhat concerned,0.34018,246,628,0.30309,0.37726
2005,Bavaria,4th Quintile,Not concerned at all,0.15996,111,628,0.13127,0.18865
2005,Bavaria,5th Quintile,Very concerned,0.40518,343,1045,0.37540,0.43496
2005,Bavaria,5th Quintile,Somewhat concerned,0.41827,486,1045,0.38835,0.44819
2005,Bavaria,5th Quintile,Not concerned at all,0.17655,216,1045,0.15342,0.19968
2005,Berlin,1st Quintile,Very concerned,0.36732,58,166,0.29376,0.44088
2005,Berlin,1st Quintile,Somewhat concerned,0.41108,71,166,0.33600,0.48615
2005,Berlin,1st Quintile,Not concerned at all,0.22160,37,166,0.15823,0.28498
2005,Berlin,2nd Quintile,Very concerned,0.37906,42,95,0.28098,0.47714
2005,Berlin,2nd Quintile,Somewhat concerned,0.50195,53,95,0.40087,0.60303
2005,Berlin,3rd Quintile,Very concerned,0.32872,41,94,0.23325,0.42420
2005,Berlin,3rd Quintile,Somewhat concerned,0.43342,53,94,0.33270,0.53413
2005,Berlin,4th Quintile,Very concerned,0.38822,61,123,0.30174,0.47469
2005,Berlin,4th Quintile,Somewhat concerned,0.40080,62,123,0.31384,0.48777
2005,Berlin,5th Quintile,Very concerned,0.30618,66,196,0.24148,0.37087
2005,Berlin,5th Quintile,Somewhat concerned,0.41202,83,196,0.34294,0.48111
2005,Berlin,5th Quintile,Not concerned at all,0.28180,47,196,0.21866,0.34495
2005,Brandenburg,1st Quintile,Very concerned,0.42155,72,129,0.33600,0.50710
2005,Brandenburg,1st Quintile,Somewhat concerned,0.37147,57,129,0.28776,0.45518
2005,Brandenburg,2nd Quintile,Very concerned,0.46704,90,214,0.40004,0.53404
2005,Brandenburg,2nd Quintile,Somewhat concerned,0.37932,85,214,0.31416,0.44449
2005,Brandenburg,2nd Quintile,Not concerned at all,0.15364,39,214,0.10521,0.20206
2005,Brandenburg,3rd Quintile,Very concerned,0.44987,64,147,0.36917,0.53057
2005,Brandenburg,3rd Quintile,Somewhat concerned,0.42877,83,147,0.34849,0.50905
2005,Brandenburg,4th Quintile,Very concerned,0.40063,80,175,0.32781,0.47344
2005,Brandenburg,4th Quintile,Somewhat concerned,0.48947,95,175,0.41520,0.56375
2005,Brandenburg,5th Quintile,Somewhat concerned,0.46579,64,111,0.37257,0.55901
2005,Brandenburg,5th Quintile,Not concerned at all,0.21803,47,111,0.14087,0.29520
2005,Mecklenburg-Western Pomerania,1st Quintile,Somewhat concerned,0.46817,52,52,0.33122,0.60512
2005,Mecklenburg-Western Pomerania,2nd Quintile,Very concerned,0.41730,58,121,0.32908,0.50553
2005,Mecklenburg-Western Pomerania,2nd Quintile,Somewhat concerned,0.45489,63,121,0.36580,0.54399
2005,Mecklenburg-Western Pomerania,3rd Quintile,Very concerned,0.40094,33,82,0.29421,0.50767
2005,Mecklenburg-Western Pomerania,3rd Quintile,Somewhat concerned,0.47256,49,82,0.36383,0.58128
2005,Mecklenburg-Western Pomerania,4th Quintile,Very concerned,0.45654,35,77,0.34455,0.56852
2005,Mecklenburg-Western Pomerania,4th Quintile,Somewhat concerned,0.45568,42,77,0.34371,0.56765
2005,Mecklenburg-Western Pomerania,5th Quintile,Somewhat concerned,0.59457,42,42,0.44428,0.74486
2005,Saxony,1st Quintile,Very concerned,0.37385,120,308,0.31973,0.42797
2005,Saxony,1st Quintile,Somewhat concerned,0.39198,125,308,0.33737,0.44659
2005,Saxony,1st Quintile,Not concerned at all,0.23417,63,308,0.18680,0.28154
2005,Saxony,2nd Quintile,Very concerned,0.42466,160,367,0.37402,0.47530
2005,Saxony,2nd Quintile,Somewhat concerned,0.41585,153,367,0.36535,0.46634
2005,Saxony,2nd Quintile,Not concerned at all,0.15949,54,367,0.12198,0.19701
2005,Saxony,3rd Quintile,Very concerned,0.45706,156,341,0.40411,0.51001
2005,Saxony,3rd Quintile,Somewhat concerned,0.39593,136,341,0.34394,0.44791
2005,Saxony,3rd Quintile,Not concerned at all,0.14701,49,341,0.10937,0.18465
2005,Saxony,4th Quintile,Very concerned,0.42797,120,295,0.37141,0.48453
2005,Saxony,4th Quintile,Somewhat concerned,0.43691,129,295,0.38021,0.49361
2005,Saxony,4th Quintile,Not concerned at all,0.13512,46,295,0.09604,0.17420
2005,Saxony,5th Quintile,Very concerned,0.42369,68,204,0.35571,0.49167
2005,Saxony,5th Quintile,Somewhat concerned,0.29864,75,204,0.23568,0.36160
2005,Saxony,5th Quintile,Not concerned at all,0.27767,61,204,0.21606,0.33928
2005,Saxony-Anhalt,1st Quintile,Very concerned,0.57189,88,146,0.49135,0.65243
2005,Saxony-Anhalt,1st Quintile,Somewhat concerned,0.27703,58,146,0.20419,0.34988
2005,Saxony-Anhalt,2nd Quintile,Very concerned,0.45264,93,215,0.38595,0.51933
2005,Saxony-Anhalt,2nd Quintile,Somewhat concerned,0.43608,91,215,0.36964,0.50252
2005,Saxony-Anhalt,2nd Quintile,Not concerned at all,0.11127,31,215,0.06914,0.15341
2005,Saxony-Anhalt,3rd Quintile,Very concerned,0.47805,94,191,0.40702,0.54908
2005,Saxony-Anhalt,3rd Quintile,Somewhat concerned,0.44331,97,191,0.37268,0.51395
2005,Saxony-Anhalt,4th Quintile,Very concerned,0.29826,51,169,0.22908,0.36745
2005,Saxony-Anhalt,4th Quintile,Somewhat concerned,0.50125,87,169,0.42564,0.57686
2005,Saxony-Anhalt,4th Quintile,Not concerned at all,0.20049,31,169,0.13995,0.26103
2005,Saxony-Anhalt,5th Quintile,Somewhat concerned,0.42663,55,90,0.32387,0.52938
2005,Saxony-Anhalt,5th Quintile,Not concerned at all,0.30305,35,90,0.20756,0.39853
2005,Thuringa,1st Quintile,Very concerned,0.57645,106,178,0.50365,0.64924
2005,Thuringa,1st Quintile,Somewhat concerned,0.31224,72,178,0.24397,0.38051
2005,Thuringa,2nd Quintile,Very concerned,0.53217,109,196,0.46214,0.60221
2005,Thuringa,2nd Quintile,Somewhat concerned,0.38469,87,196,0.31640,0.45297
2005,Thuringa,3rd Quintile,Very concerned,0.42640,89,173,0.35249,0.50031
2005,Thuringa,3rd Quintile,Somewhat concerned,0.45251,84,173,0.37813,0.52690
2005,Thuringa,4th Quintile,Very concerned,0.36862,69,138,0.28784,0.44941
2005,Thuringa,4th Quintile,Somewhat concerned,0.50074,69,138,0.41702,0.58447
2005,Thuringa,5th Quintile,Very concerned,0.39267,40,85,0.28824,0.49710
2005,Thuringa,5th Quintile,Somewhat concerned,0.42084,45,85,0.31526,0.52642
2006,Schleswig-Holstein,2nd Quintile,Somewhat concerned,0.43113,36,36,0.26706,0.59521
2006,Schleswig-Holstein,3rd Quintile,Somewhat concerned,0.38216,37,75,0.27144,0.49287
2006,Schleswig-Holstein,3rd Quintile,Not concerned at all,0.30284,38,75,0.19815,0.40753
2006,Schleswig-Holstein,4th Quintile,Very concerned,0.21757,37,145,0.15018,0.28496
2006,Schleswig-Holstein,4th Quintile,Somewhat concerned,0.52336,68,145,0.44178,0.60494
2006,Schleswig-Holstein,4th Quintile,Not concerned at all,0.25907,40,145,0.18751,0.33063
2006,Schleswig-Holstein,5th Quintile,Very concerned,0.29433,40,185,0.22848,0.36018
2006,Schleswig-Holstein,5th Quintile,Somewhat concerned,0.40869,84,185,0.33766,0.47972
2006,Schleswig-Holstein,5th Quintile,Not concerned at all,0.29698,61,185,0.23096,0.36300
2006,Hamburg,5th Quintile,Somewhat concerned,0.46084,41,82,0.35229,0.56940
2006,Hamburg,5th Quintile,Not concerned at all,0.40583,41,82,0.29889,0.51277
2006,Lower Saxony,1st Quintile,Very concerned,0.41879,76,200,0.35024,0.48733
2006,Lower Saxony,1st Quintile,Somewhat concerned,0.37661,82,200,0.30929,0.44394
2006,Lower Saxony,1st Quintile,Not concerned at all,0.20460,42,200,0.14855,0.26065
2006,Lower Saxony,2nd Quintile,Very concerned,0.40621,102,274,0.34795,0.46447
2006,Lower Saxony,2nd Quintile,Somewhat concerned,0.44252,131,274,0.38360,0.50144
2006,Lower Saxony,2nd Quintile,Not concerned at all,0.15127,41,274,0.10877,0.19378
2006,Lower Saxony,3rd Quintile,Very concerned,0.39900,112,288,0.34235,0.45566
2006,Lower Saxony,3rd Quintile,Somewhat concerned,0.42607,126,288,0.36886,0.48329
2006,Lower Saxony,3rd Quintile,Not concerned at all,0.17492,50,288,0.13097,0.21888
2006,Lower Saxony,4th Quintile,Very concerned,0.36162,126,387,0.31369,0.40956
2006,Lower Saxony,4th Quintile,Somewhat concerned,0.43283,179,387,0.38341,0.48226
2006,Lower Saxony,4th Quintile,Not concerned at all,0.20554,82,387,0.16523,0.24586
2006,Lower Saxony,5th Quintile,Very concerned,0.27524,140,518,0.23674,0.31374
2006,Lower Saxony,5th Quintile,Somewhat concerned,0.50154,247,518,0.45844,0.54464
2006,Lower Saxony,5th Quintile,Not concerned at all,0.22322,131,518,0.18733,0.25911
2006,North Rhine-Westphalia,1st Quintile,Very concerned,0.33005,227,613,0.29280,0.36731
2006,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.44151,259,613,0.40217,0.48085
2006,North Rhine-Westphalia,1st Quintile,Not concerned at all,0.22844,127,613,0.19517,0.26170
2006,North Rhine-Westphalia,2nd Quintile,Very concerned,0.38562,239,622,0.34734,0.42391
2006,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.45452,284,622,0.41536,0.49368
2006,North Rhine-Westphalia,2nd Quintile,Not concerned at all,0.15986,99,622,0.13103,0.18868
2006,North Rhine-Westphalia,3rd Quintile,Very concerned,0.40866,273,676,0.37158,0.44575
2006,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.44230,295,676,0.40483,0.47977
2006,North Rhine-Westphalia,3rd Quintile,Not concerned at all,0.14904,108,676,0.12217,0.17591
2006,North Rhine-Westphalia,4th Quintile,Very concerned,0.39805,298,774,0.36354,0.43256
2006,North Rhine-Westphalia,4th Quintile,Somewhat concerned,0.44679,343,774,0.41174,0.48184
2006,North Rhine-Westphalia,4th Quintile,Not concerned at all,0.15516,133,774,0.12964,0.18068
2006,North Rhine-Westphalia,5th Quintile,Very concerned,0.29758,385,1293,0.27265,0.32251
2006,North Rhine-Westphalia,5th Quintile,Somewhat concerned,0.42425,549,1293,0.39730,0.45120
2006,North Rhine-Westphalia,5th Quintile,Not concerned at all,0.27817,359,1293,0.25374,0.30261
2006,Hesse,1st Quintile,Very concerned,0.26297,43,163,0.19518,0.33077
2006,Hesse,1st Quintile,Somewhat concerned,0.44260,74,163,0.36612,0.51909
2006,Hesse,1st Quintile,Not concerned at all,0.29442,46,163,0.22424,0.36461
2006,Hesse,2nd Quintile,Very concerned,0.34098,62,159,0.26707,0.41490
2006,Hesse,2nd Quintile,Somewhat concerned,0.48822,66,159,0.41028,0.56617
2006,Hesse,2nd Quintile,Not concerned at all,0.17079,31,159,0.11211,0.22947
2006,Hesse,3rd Quintile,Very concerned,0.29633,73,225,0.23653,0.35613
2006,Hesse,3rd Quintile,Somewhat concerned,0.42517,100,225,0.36042,0.48991
2006,Hesse,3rd Quintile,Not concerned at all,0.27851,52,225,0.21980,0.33721
2006,Hesse,4th Quintile,Very concerned,0.31171,75,246,0.25371,0.36971
2006,Hesse,4th Quintile,Somewhat concerned,0.48718,123,246,0.42459,0.54977
2006,Hesse,4th Quintile,Not concerned at all,0.20111,48,246,0.15092,0.25130
2006,Hesse,5th Quintile,Very concerned,0.30564,122,472,0.26403,0.34724
2006,Hesse,5th Quintile,Somewhat concerned,0.46811,218,472,0.42304,0.51317
2006,Hesse,5th Quintile,Not concerned at all,0.22626,132,472,0.18847,0.26404
2006,"Rhineland-Palatinate, Saarland",1st Quintile,Very concerned,0.41019,61,174,0.33689,0.48349
2006,"Rhineland-Palatinate, Saarland",1st Quintile,Somewhat concerned,0.39726,72,174,0.32434,0.47017
2006,"Rhineland-Palatinate, Saarland",1st Quintile,Not concerned at all,0.19255,41,174,0.13379,0.25131
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,Very concerned,0.29713,56,209,0.23503,0.35924
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,Somewhat concerned,0.45665,101,209,0.38895,0.52434
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,Not concerned at all,0.24622,52,209,0.18767,0.30477
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,Very concerned,0.27739,62,215,0.21740,0.33737
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,Somewhat concerned,0.50763,109,215,0.44064,0.57461
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,Not concerned at all,0.21499,44,215,0.15994,0.27003
2006,"Rhineland-Palatinate, Saarland",4th Quintile,Very concerned,0.25141,72,239,0.19629,0.30652
2006,"Rhineland-Palatinate, Saarland",4th Quintile,Somewhat concerned,0.49510,117,239,0.43158,0.55862
2006,"Rhineland-Palatinate, Saarland",4th Quintile,Not concerned at all,0.25349,50,239,0.19823,0.30876
2006,"Rhineland-Palatinate, Saarland",5th Quintile,Very concerned,0.32195,89,311,0.26994,0.37397
2006,"Rhineland-Palatinate, Saarland",5th Quintile,Somewhat concerned,0.48237,151,311,0.42675,0.53800
2006,"Rhineland-Palatinate, Saarland",5th Quintile,Not concerned at all,0.19567,71,311,0.15151,0.23983
2006,Baden-Wuerttemberg,1st Quintile,Very concerned,0.30440,80,289,0.25125,0.35754
2006,Baden-Wuerttemberg,1st Quintile,Somewhat concerned,0.37368,119,289,0.31780,0.42955
2006,Baden-Wuerttemberg,1st Quintile,Not concerned at all,0.32193,90,289,0.26797,0.37589
2006,Baden-Wuerttemberg,2nd Quintile,Very concerned,0.32688,107,353,0.27788,0.37588
2006,Baden-Wuerttemberg,2nd Quintile,Somewhat concerned,0.46809,176,353,0.41597,0.52022
2006,Baden-Wuerttemberg,2nd Quintile,Not concerned at all,0.20503,70,353,0.16285,0.24720
2006,Baden-Wuerttemberg,3rd Quintile,Very concerned,0.38405,131,392,0.33584,0.43226
2006,Baden-Wuerttemberg,3rd Quintile,Somewhat concerned,0.42356,179,392,0.37458,0.47254
2006,Baden-Wuerttemberg,3rd Quintile,Not concerned at all,0.19239,82,392,0.15332,0.23146
2006,Baden-Wuerttemberg,4th Quintile,Very concerned,0.26843,155,535,0.23085,0.30602
2006,Baden-Wuerttemberg,4th Quintile,Somewhat concerned,0.50589,257,535,0.46348,0.54829
2006,Baden-Wuerttemberg,4th Quintile,Not concerned at all,0.22568,123,535,0.19023,0.26114
2006,Baden-Wuerttemberg,5th Quintile,Very concerned,0.29800,229,803,0.26635,0.32966
2006,Baden-Wuerttemberg,5th Quintile,Somewhat concerned,0.44177,368,803,0.40741,0.47614
2006,Baden-Wuerttemberg,5th Quintile,Not concerned at all,0.26022,206,803,0.22986,0.29059
2006,Bavaria,1st Quintile,Very concerned,0.37370,118,320,0.32061,0.42679
2006,Bavaria,1st Quintile,Somewhat concerned,0.38120,132,320,0.32790,0.43450
2006,Bavaria,1st Quintile,Not concerned at all,0.24510,70,320,0.19790,0.29230
2006,Bavaria,2nd Quintile,Very concerned,0.33551,132,365,0.28700,0.38402
2006,Bavaria,2nd Quintile,Somewhat concerned,0.48802,169,365,0.43667,0.53937
2006,Bavaria,2nd Quintile,Not concerned at all,0.17647,64,365,0.13731,0.21563
2006,Bavaria,3rd Quintile,Very concerned,0.29289,156,472,0.25179,0.33399
2006,Bavaria,3rd Quintile,Somewhat concerned,0.47296,213,472,0.42787,0.51805
2006,Bavaria,3rd Quintile,Not concerned at all,0.23415,103,472,0.19591,0.27239
2006,Bavaria,4th Quintile,Very concerned,0.42157,217,579,0.38131,0.46183
2006,Bavaria,4th Quintile,Somewhat concerned,0.41775,252,579,0.37754,0.45795
2006,Bavaria,4th Quintile,Not concerned at all,0.16068,110,579,0.13075,0.19062
2006,Bavaria,5th Quintile,Very concerned,0.32377,249,938,0.29381,0.35373
2006,Bavaria,5th Quintile,Somewhat concerned,0.44926,439,938,0.41741,0.48111
2006,Bavaria,5th Quintile,Not concerned at all,0.22696,250,938,0.20014,0.25379
2006,Berlin,1st Quintile,Very concerned,0.39402,47,135,0.31129,0.47676
2006,Berlin,1st Quintile,Somewhat concerned,0.34955,46,135,0.26881,0.43028
2006,Berlin,1st Quintile,Not concerned at all,0.25643,42,135,0.18250,0.33037
2006,Berlin,2nd Quintile,Very concerned,0.41749,47,119,0.32851,0.50647
2006,Berlin,2nd Quintile,Somewhat concerned,0.29010,37,119,0.20822,0.37198
2006,Berlin,2nd Quintile,Not concerned at all,0.29241,35,119,0.21033,0.37448
2006,Berlin,3rd Quintile,Very concerned,0.30281,39,85,0.20455,0.40107
2006,Berlin,3rd Quintile,Somewhat concerned,0.49325,46,85,0.38633,0.60017
2006,Berlin,4th Quintile,Very concerned,0.40212,56,108,0.30922,0.49503
2006,Berlin,4th Quintile,Somewhat concerned,0.33881,52,108,0.24913,0.42849
2006,Berlin,5th Quintile,Very concerned,0.40523,71,195,0.33614,0.47431
2006,Berlin,5th Quintile,Somewhat concerned,0.33115,82,195,0.26493,0.39738
2006,Berlin,5th Quintile,Not concerned at all,0.26362,42,195,0.20162,0.32562
2006,Brandenburg,1st Quintile,Very concerned,0.37301,54,142,0.29319,0.45284
2006,Brandenburg,1st Quintile,Somewhat concerned,0.48563,56,142,0.40313,0.56812
2006,Brandenburg,1st Quintile,Not concerned at all,0.14136,32,142,0.08385,0.19886
2006,Brandenburg,2nd Quintile,Very concerned,0.27161,60,196,0.20918,0.33404
2006,Brandenburg,2nd Quintile,Somewhat concerned,0.50120,97,196,0.43102,0.57138
2006,Brandenburg,2nd Quintile,Not concerned at all,0.22719,39,196,0.16838,0.28600
2006,Brandenburg,3rd Quintile,Very concerned,0.33671,70,173,0.26609,0.40734
2006,Brandenburg,3rd Quintile,Somewhat concerned,0.53906,103,173,0.46457,0.61356
2006,Brandenburg,4th Quintile,Very concerned,0.36750,54,149,0.28983,0.44518
2006,Brandenburg,4th Quintile,Somewhat concerned,0.40262,55,149,0.32361,0.48164
2006,Brandenburg,4th Quintile,Not concerned at all,0.22987,40,149,0.16209,0.29766
2006,Brandenburg,5th Quintile,Somewhat concerned,0.44169,65,112,0.34931,0.53408
2006,Brandenburg,5th Quintile,Not concerned at all,0.37611,47,112,0.28599,0.46622
2006,Mecklenburg-Western Pomerania,1st Quintile,Very concerned,0.46374,41,89,0.35954,0.56793
2006,Mecklenburg-Western Pomerania,1st Quintile,Somewhat concerned,0.43504,48,89,0.33146,0.53862
2006,Mecklenburg-Western Pomerania,2nd Quintile,Very concerned,0.21305,32,101,0.13280,0.29330
2006,Mecklenburg-Western Pomerania,2nd Quintile,Somewhat concerned,0.58303,69,101,0.48639,0.67967
2006,Mecklenburg-Western Pomerania,3rd Quintile,Somewhat concerned,0.55091,52,52,0.41440,0.68743
2006,Mecklenburg-Western Pomerania,5th Quintile,Somewhat concerned,0.47036,47,47,0.32612,0.61460
2006,Saxony,1st Quintile,Very concerned,0.32558,110,306,0.27299,0.37817
2006,Saxony,1st Quintile,Somewhat concerned,0.38392,122,306,0.32934,0.43850
2006,Saxony,1st Quintile,Not concerned at all,0.29050,74,306,0.23955,0.34145
2006,Saxony,2nd Quintile,Very concerned,0.43943,130,321,0.38505,0.49381
2006,Saxony,2nd Quintile,Somewhat concerned,0.35641,127,321,0.30393,0.40889
2006,Saxony,2nd Quintile,Not concerned at all,0.20417,64,321,0.16000,0.24833
2006,Saxony,3rd Quintile,Very concerned,0.45864,150,346,0.40605,0.51122
2006,Saxony,3rd Quintile,Somewhat concerned,0.35481,143,346,0.30432,0.40529
2006,Saxony,3rd Quintile,Not concerned at all,0.18656,53,346,0.14545,0.22766
2006,Saxony,4th Quintile,Very concerned,0.34139,87,262,0.28386,0.39892
2006,Saxony,4th Quintile,Somewhat concerned,0.45041,118,262,0.39004,0.51077
2006,Saxony,4th Quintile,Not concerned at all,0.20820,57,262,0.15894,0.25746
2006,Saxony,5th Quintile,Very concerned,0.28571,53,192,0.22164,0.34977
2006,Saxony,5th Quintile,Somewhat concerned,0.42688,78,192,0.35673,0.49703
2006,Saxony,5th Quintile,Not concerned at all,0.28741,61,192,0.22323,0.35159
2006,Saxony-Anhalt,1st Quintile,Very concerned,0.51088,71,127,0.42359,0.59816
2006,Saxony-Anhalt,1st Quintile,Somewhat concerned,0.35757,56,127,0.27388,0.44126
2006,Saxony-Anhalt,2nd Quintile,Very concerned,0.39315,66,163,0.31794,0.46837
2006,Saxony-Anhalt,2nd Quintile,Somewhat concerned,0.45204,97,163,0.37540,0.52868
2006,Saxony-Anhalt,3rd Quintile,Very concerned,0.40191,78,223,0.33741,0.46640
2006,Saxony-Anhalt,3rd Quintile,Somewhat concerned,0.44668,107,223,0.38128,0.51207
2006,Saxony-Anhalt,3rd Quintile,Not concerned at all,0.15142,38,223,0.10426,0.19857
2006,Saxony-Anhalt,4th Quintile,Very concerned,0.41682,55,144,0.33601,0.49762
2006,Saxony-Anhalt,4th Quintile,Somewhat concerned,0.33172,52,144,0.25455,0.40889
2006,Saxony-Anhalt,4th Quintile,Not concerned at all,0.25147,37,144,0.18036,0.32258
2006,Saxony-Anhalt,5th Quintile,Very concerned,0.27534,36,127,0.19735,0.35334
2006,Saxony-Anhalt,5th Quintile,Somewhat concerned,0.49460,60,127,0.40730,0.58190
2006,Saxony-Anhalt,5th Quintile,Not concerned at all,0.23006,31,127,0.15657,0.30354
2006,Thuringa,1st Quintile,Very concerned,0.47613,84,152,0.39647,0.55579
2006,Thuringa,1st Quintile,Somewhat concerned,0.39267,68,152,0.31478,0.47056
2006,Thuringa,2nd Quintile,Very concerned,0.39025,77,169,0.31648,0.46401
2006,Thuringa,2nd Quintile,Somewhat concerned,0.49183,92,169,0.41623,0.56743
2006,Thuringa,3rd Quintile,Very concerned,0.33934,54,136,0.25946,0.41921
2006,Thuringa,3rd Quintile,Somewhat concerned,0.49198,82,136,0.40765,0.57632
2006,Thuringa,4th Quintile,Very concerned,0.34758,70,182,0.27820,0.41696
2006,Thuringa,4th Quintile,Somewhat concerned,0.46389,81,182,0.39124,0.53654
2006,Thuringa,4th Quintile,Not concerned at all,0.18853,31,182,0.13155,0.24551
2006,Thuringa,5th Quintile,Very concerned,0.29096,31,84,0.19324,0.38867
2006,Thuringa,5th Quintile,Somewhat concerned,0.53534,53,84,0.42804,0.64264
2007,Schleswig-Holstein,1st Quintile,Somewhat concerned,0.43143,38,77,0.32008,0.54279
2007,Schleswig-Holstein,1st Quintile,Not concerned at all,0.29495,39,77,0.19242,0.39747
2007,Schleswig-Holstein,2nd Quintile,Somewhat concerned,0.40371,34,34,0.23631,0.57111
2007,Schleswig-Holstein,3rd Quintile,Very concerned,0.29907,32,137,0.22212,0.37603
2007,Schleswig-Holstein,3rd Quintile,Somewhat concerned,0.43767,57,137,0.35429,0.52105
2007,Schleswig-Holstein,3rd Quintile,Not concerned at all,0.26326,48,137,0.18924,0.33727
2007,Schleswig-Holstein,4th Quintile,Somewhat concerned,0.50411,48,48,0.36117,0.64706
2007,Schleswig-Holstein,5th Quintile,Somewhat concerned,0.39965,79,152,0.32152,0.47778
2007,Schleswig-Holstein,5th Quintile,Not concerned at all,0.41696,73,152,0.33832,0.49561
2007,Hamburg,5th Quintile,Somewhat concerned,0.45266,38,70,0.33521,0.57010
2007,Hamburg,5th Quintile,Not concerned at all,0.33097,32,70,0.21994,0.44200
2007,Lower Saxony,1st Quintile,Very concerned,0.29740,66,228,0.23793,0.35686
2007,Lower Saxony,1st Quintile,Somewhat concerned,0.48297,115,228,0.41796,0.54798
2007,Lower Saxony,1st Quintile,Not concerned at all,0.21963,47,228,0.16577,0.27349
2007,Lower Saxony,2nd Quintile,Very concerned,0.32921,101,306,0.27647,0.38195
2007,Lower Saxony,2nd Quintile,Somewhat concerned,0.44499,139,306,0.38921,0.50076
2007,Lower Saxony,2nd Quintile,Not concerned at all,0.22581,66,306,0.17888,0.27273
2007,Lower Saxony,3rd Quintile,Very concerned,0.33975,105,311,0.28703,0.39248
2007,Lower Saxony,3rd Quintile,Somewhat concerned,0.47218,150,311,0.41661,0.52776
2007,Lower Saxony,3rd Quintile,Not concerned at all,0.18807,56,311,0.14457,0.23157
2007,Lower Saxony,4th Quintile,Very concerned,0.34327,128,433,0.29850,0.38805
2007,Lower Saxony,4th Quintile,Somewhat concerned,0.41659,188,433,0.37010,0.46308
2007,Lower Saxony,4th Quintile,Not concerned at all,0.24013,117,433,0.19985,0.28042
2007,Lower Saxony,5th Quintile,Very concerned,0.22049,120,538,0.18543,0.25556
2007,Lower Saxony,5th Quintile,Somewhat concerned,0.49235,263,538,0.45006,0.53463
2007,Lower Saxony,5th Quintile,Not concerned at all,0.28716,155,538,0.24889,0.32543
2007,North Rhine-Westphalia,1st Quintile,Very concerned,0.31427,205,658,0.27877,0.34977
2007,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.43939,303,658,0.40144,0.47734
2007,North Rhine-Westphalia,1st Quintile,Not concerned at all,0.24634,150,658,0.21339,0.27928
2007,North Rhine-Westphalia,2nd Quintile,Very concerned,0.36532,231,631,0.32772,0.40292
2007,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.47649,293,631,0.43749,0.51549
2007,North Rhine-Westphalia,2nd Quintile,Not concerned at all,0.15819,107,631,0.12970,0.18669
2007,North Rhine-Westphalia,3rd Quintile,Very concerned,0.32775,243,734,0.29377,0.36173
2007,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.46054,329,734,0.42445,0.49662
2007,North Rhine-Westphalia,3rd Quintile,Not concerned at all,0.21171,162,734,0.18214,0.24129
2007,North Rhine-Westphalia,4th Quintile,Very concerned,0.34358,294,847,0.31158,0.37559
2007,North Rhine-Westphalia,4th Quintile,Somewhat concerned,0.42558,363,847,0.39226,0.45890
2007,North Rhine-Westphalia,4th Quintile,Not concerned at all,0.23084,190,847,0.20244,0.25923
2007,North Rhine-Westphalia,5th Quintile,Very concerned,0.26240,322,1297,0.23845,0.28636
2007,North Rhine-Westphalia,5th Quintile,Somewhat concerned,0.42604,553,1297,0.39912,0.45296
2007,North Rhine-Westphalia,5th Quintile,Not concerned at all,0.31155,422,1297,0.28634,0.33677
2007,Hesse,1st Quintile,Very concerned,0.30709,53,179,0.23932,0.37486
2007,Hesse,1st Quintile,Somewhat concerned,0.43917,84,179,0.36627,0.51208
2007,Hesse,1st Quintile,Not concerned at all,0.25374,42,179,0.18981,0.31766
2007,Hesse,2nd Quintile,Very concerned,0.30489,63,210,0.24248,0.36731
2007,Hesse,2nd Quintile,Somewhat concerned,0.42123,98,210,0.35429,0.48817
2007,Hesse,2nd Quintile,Not concerned at all,0.27387,49,210,0.21341,0.33433
2007,Hesse,3rd Quintile,Very concerned,0.24360,65,221,0.18688,0.30033
2007,Hesse,3rd Quintile,Somewhat concerned,0.48991,103,221,0.42385,0.55597
2007,Hesse,3rd Quintile,Not concerned at all,0.26648,53,221,0.20806,0.32491
2007,Hesse,4th Quintile,Very concerned,0.33422,89,284,0.27926,0.38918
2007,Hesse,4th Quintile,Somewhat concerned,0.40349,125,284,0.34633,0.46065
