,Unnamed: 0,year,migback,sampreg,plj0046,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
319,319,2020,Direct migration background,East,Not concerned at all,0.3957,188,25453,0.28652,0.51067
320,320,2020,Indirect migration background,West,Very concerned,0.22878,275,25453,0.19204,0.26941
321,321,2020,Indirect migration background,West,Somewhat concerned,0.37752,553,25453,0.33275,0.43377
322,322,2020,Indirect migration background,West,Not concerned at all,0.3937,591,25453,0.3492,0.43929
323,323,2020,Indirect migration background,East,Somewhat concerned,0.4412,42,25453,0.31305,0.60363
324,324,2020,Indirect migration background,East,Not concerned at all,0.5588,49,25453,0.31766,0.82322
325,325,2021,No migration background,West,Very concerned,0.21753,1756,17059,0.20579,0.2292
326,326,2021,No migration background,West,Somewhat concerned,0.38132,3718,17059,0.37078,0.39638
327,327,2021,No migration background,West,Not concerned at all,0.40114,4429,17059,0.38895,0.41625
328,328,2021,No migration background,East,Very concerned,0.33543,1011,17059,0.31124,0.35774
329,329,2021,No migration background,East,Somewhat concerned,0.40968,1285,17059,0.38275,0.4363
330,330,2021,No migration background,East,Not concerned at all,0.25489,965,17059,0.2328,0.27551
331,331,2021,Direct migration background,West,Very concerned,0.21378,579,17059,0.18375,0.24299
332,332,2021,Direct migration background,West,Somewhat concerned,0.41411,1155,17059,0.37416,0.45403
333,333,2021,Direct migration background,West,Not concerned at all,0.37212,1002,17059,0.32959,0.41096
334,334,2021,Direct migration background,East,Very concerned,0.24999,59,17059,0.1414,0.3932
335,335,2021,Direct migration background,East,Somewhat concerned,0.37664,99,17059,0.27068,0.51976
336,336,2021,Direct migration background,East,Not concerned at all,0.37337,107,17059,0.25541,0.50396
337,337,2021,Indirect migration background,West,Very concerned,0.17739,120,17059,0.13421,0.22311
338,338,2021,Indirect migration background,West,Somewhat concerned,0.33644,289,17059,0.28061,0.38727
339,339,2021,Indirect migration background,West,Not concerned at all,0.48617,446,17059,0.42031,0.55262
340,340,2021,Indirect migration background,East,Not concerned at all,1.0,39,17059,0.65148,1.60211
