year,migback,regtyp,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Indirect migration background,Urban regions,Not concerned at all,0.27884,359,1330,0.25473,0.30295
2017,Indirect migration background,Rural regions,Very concerned,0.27078,88,282,0.21883,0.32274
2017,Indirect migration background,Rural regions,Somewhat concerned,0.48792,123,282,0.42947,0.54636
2017,Indirect migration background,Rural regions,Not concerned at all,0.24130,71,282,0.19127,0.29133
2018,No migration background,Urban regions,Very concerned,0.29932,3389,11910,0.29110,0.30755
2018,No migration background,Urban regions,Somewhat concerned,0.43104,5112,11910,0.42215,0.43993
2018,No migration background,Urban regions,Not concerned at all,0.26964,3409,11910,0.26167,0.27761
2018,No migration background,Rural regions,Very concerned,0.37263,2616,7429,0.36163,0.38362
2018,No migration background,Rural regions,Somewhat concerned,0.42001,3233,7429,0.40878,0.43123
2018,No migration background,Rural regions,Not concerned at all,0.20736,1580,7429,0.19814,0.21658
2018,Direct migration background,Urban regions,Very concerned,0.26896,976,3409,0.25407,0.28385
2018,Direct migration background,Urban regions,Somewhat concerned,0.46521,1531,3409,0.44846,0.48196
2018,Direct migration background,Urban regions,Not concerned at all,0.26583,902,3409,0.25100,0.28066
2018,Direct migration background,Rural regions,Very concerned,0.27722,368,1167,0.25153,0.30292
2018,Direct migration background,Rural regions,Somewhat concerned,0.48567,555,1167,0.45698,0.51436
2018,Direct migration background,Rural regions,Not concerned at all,0.23711,244,1167,0.21270,0.26152
2018,Indirect migration background,Urban regions,Very concerned,0.23402,311,1310,0.21108,0.25695
2018,Indirect migration background,Urban regions,Somewhat concerned,0.44556,560,1310,0.41863,0.47248
2018,Indirect migration background,Urban regions,Not concerned at all,0.32042,439,1310,0.29514,0.34570
2018,Indirect migration background,Rural regions,Very concerned,0.22379,75,299,0.17647,0.27111
2018,Indirect migration background,Rural regions,Somewhat concerned,0.44962,137,299,0.39314,0.50610
2018,Indirect migration background,Rural regions,Not concerned at all,0.32659,87,299,0.27335,0.37984
2019,No migration background,No answer / don't know,Very concerned,0.14013,67,483,0.10914,0.17112
2019,No migration background,No answer / don't know,Somewhat concerned,0.35799,172,483,0.31519,0.40079
2019,No migration background,No answer / don't know,Not concerned at all,0.50188,244,483,0.45724,0.54652
2019,No migration background,Urban regions,Very concerned,0.27945,3119,12129,0.27147,0.28744
2019,No migration background,Urban regions,Somewhat concerned,0.43294,5180,12129,0.42412,0.44176
2019,No migration background,Urban regions,Not concerned at all,0.28760,3830,12129,0.27955,0.29566
2019,No migration background,Rural regions,Very concerned,0.34761,2503,7419,0.33678,0.35845
2019,No migration background,Rural regions,Somewhat concerned,0.43142,3187,7419,0.42015,0.44269
2019,No migration background,Rural regions,Not concerned at all,0.22097,1729,7419,0.21153,0.23041
2019,Direct migration background,Urban regions,Very concerned,0.25478,806,2940,0.23902,0.27053
2019,Direct migration background,Urban regions,Somewhat concerned,0.47483,1355,2940,0.45678,0.49288
2019,Direct migration background,Urban regions,Not concerned at all,0.27039,779,2940,0.25433,0.28645
2019,Direct migration background,Rural regions,Very concerned,0.24577,283,1014,0.21925,0.27228
2019,Direct migration background,Rural regions,Somewhat concerned,0.47000,477,1014,0.43926,0.50073
2019,Direct migration background,Rural regions,Not concerned at all,0.28424,254,1014,0.25646,0.31201
2019,Indirect migration background,Urban regions,Very concerned,0.23074,295,1232,0.20720,0.25428
2019,Indirect migration background,Urban regions,Somewhat concerned,0.40042,514,1232,0.37305,0.42779
2019,Indirect migration background,Urban regions,Not concerned at all,0.36884,423,1232,0.34189,0.39580
2019,Indirect migration background,Rural regions,Very concerned,0.26673,81,287,0.21548,0.31799
2019,Indirect migration background,Rural regions,Somewhat concerned,0.46153,126,287,0.40375,0.51930
2019,Indirect migration background,Rural regions,Not concerned at all,0.27174,80,287,0.22018,0.32330
2020,No migration background,Urban regions,Very concerned,0.24354,2558,11550,0.23571,0.25137
2020,No migration background,Urban regions,Somewhat concerned,0.40082,4498,11550,0.39188,0.40976
2020,No migration background,Urban regions,Not concerned at all,0.35564,4494,11550,0.34691,0.36437
2020,No migration background,Rural regions,Very concerned,0.31840,2110,6893,0.30740,0.32940
2020,No migration background,Rural regions,Somewhat concerned,0.41834,2789,6893,0.40669,0.42998
2020,No migration background,Rural regions,Not concerned at all,0.26326,1994,6893,0.25286,0.27366
2020,Direct migration background,Urban regions,Very concerned,0.21415,801,4148,0.20166,0.22663
2020,Direct migration background,Urban regions,Somewhat concerned,0.45010,1750,4148,0.43496,0.46524
2020,Direct migration background,Urban regions,Not concerned at all,0.33575,1597,4148,0.32138,0.35012
2020,Direct migration background,Rural regions,Very concerned,0.19857,278,1357,0.17733,0.21980
2020,Direct migration background,Rural regions,Somewhat concerned,0.48368,609,1357,0.45708,0.51028
2020,Direct migration background,Rural regions,Not concerned at all,0.31775,470,1357,0.29297,0.34253
2020,Indirect migration background,Urban regions,Very concerned,0.21482,228,1238,0.19193,0.23771
2020,Indirect migration background,Urban regions,Somewhat concerned,0.37587,470,1238,0.34888,0.40287
2020,Indirect migration background,Urban regions,Not concerned at all,0.40931,540,1238,0.38191,0.43671
2020,Indirect migration background,Rural regions,Very concerned,0.29412,67,290,0.24158,0.34665
2020,Indirect migration background,Rural regions,Somewhat concerned,0.37958,120,290,0.32363,0.43553
2020,Indirect migration background,Rural regions,Not concerned at all,0.32630,103,290,0.27225,0.38036
2021,No migration background,Urban regions,Very concerned,0.21673,1502,8277,0.20786,0.22561
2021,No migration background,Urban regions,Somewhat concerned,0.37326,3037,8277,0.36284,0.38368
2021,No migration background,Urban regions,Not concerned at all,0.41001,3738,8277,0.39941,0.42060
2021,No migration background,Rural regions,Very concerned,0.28789,1253,4831,0.27512,0.30066
2021,No migration background,Rural regions,Somewhat concerned,0.41341,1954,4831,0.39952,0.42729
2021,No migration background,Rural regions,Not concerned at all,0.29870,1624,4831,0.28579,0.31161
2021,Direct migration background,Urban regions,Very concerned,0.20831,472,2331,0.19182,0.22480
2021,Direct migration background,Urban regions,Somewhat concerned,0.39041,932,2331,0.37060,0.41022
2021,Direct migration background,Urban regions,Not concerned at all,0.40128,927,2331,0.38137,0.42118
2021,Direct migration background,Rural regions,Very concerned,0.24741,181,734,0.21617,0.27865
2021,Direct migration background,Rural regions,Somewhat concerned,0.45915,339,734,0.42307,0.49523
2021,Direct migration background,Rural regions,Not concerned at all,0.29344,214,734,0.26047,0.32640
2021,Indirect migration background,Urban regions,Very concerned,0.18264,98,735,0.15469,0.21059
2021,Indirect migration background,Urban regions,Somewhat concerned,0.33652,242,735,0.30233,0.37070
2021,Indirect migration background,Urban regions,Not concerned at all,0.48084,395,735,0.44470,0.51699
2021,Indirect migration background,Rural regions,Very concerned,0.20862,36,191,0.15085,0.26640
2021,Indirect migration background,Rural regions,Somewhat concerned,0.33167,66,191,0.26472,0.39862
2021,Indirect migration background,Rural regions,Not concerned at all,0.45971,89,191,0.38884,0.53057
2022,No migration background,Urban regions,Very concerned,0.20881,2119,11268,0.20131,0.21632
2022,No migration background,Urban regions,Somewhat concerned,0.39333,4157,11268,0.38431,0.40235
2022,No migration background,Urban regions,Not concerned at all,0.39786,4992,11268,0.38882,0.40690
2022,No migration background,Rural regions,Very concerned,0.32143,2223,6979,0.31047,0.33239
2022,No migration background,Rural regions,Somewhat concerned,0.40166,2703,6979,0.39016,0.41317
2022,No migration background,Rural regions,Not concerned at all,0.27691,2053,6979,0.26641,0.28741
2022,Direct migration background,Urban regions,Very concerned,0.22521,1071,5234,0.21389,0.23653
2022,Direct migration background,Urban regions,Somewhat concerned,0.38929,2177,5234,0.37607,0.40250
2022,Direct migration background,Urban regions,Not concerned at all,0.38551,1986,5234,0.37232,0.39869
2022,Direct migration background,Rural regions,Very concerned,0.27172,257,1042,0.24470,0.29875
2022,Direct migration background,Rural regions,Somewhat concerned,0.38252,424,1042,0.35299,0.41204
2022,Direct migration background,Rural regions,Not concerned at all,0.34576,361,1042,0.31687,0.37465
2022,Indirect migration background,Urban regions,Very concerned,0.19728,183,1107,0.17382,0.22073
2022,Indirect migration background,Urban regions,Somewhat concerned,0.35239,406,1107,0.32424,0.38054
2022,Indirect migration background,Urban regions,Not concerned at all,0.45033,518,1107,0.42101,0.47965
2022,Indirect migration background,Rural regions,Very concerned,0.32775,92,341,0.27786,0.37765
2022,Indirect migration background,Rural regions,Somewhat concerned,0.36714,131,341,0.31590,0.41838
2022,Indirect migration background,Rural regions,Not concerned at all,0.30511,118,341,0.25616,0.35405
