year,bula_h,pgisced97,plj0046,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.58064,49,18327,0.57873,0.58255
2005,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,0.41936,45,18327,0.41745,0.42127
2005,Hamburg,Upper Secondary Level,Very concerned,0.46618,47,18327,0.46476,0.46761
2005,Hamburg,Upper Secondary Level,Somewhat concerned,0.53382,57,18327,0.53239,0.53524
2005,Lower Saxony,Pre-primary Level,Somewhat concerned,1.00000,33,18327,1.00000,1.00000
2005,Lower Saxony,Lower Secondary Level,Very concerned,0.44227,93,18327,0.44132,0.44322
2005,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.41940,109,18327,0.41845,0.42034
2005,Lower Saxony,Lower Secondary Level,Not concerned at all,0.13833,40,18327,0.13767,0.13899
2005,Lower Saxony,Upper Secondary Level,Very concerned,0.43192,383,18327,0.43140,0.43244
2005,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.42379,401,18327,0.42327,0.42430
2005,Lower Saxony,Upper Secondary Level,Not concerned at all,0.14429,127,18327,0.14393,0.14466
2005,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.37613,31,18327,0.37435,0.37791
2005,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.62387,57,18327,0.62209,0.62565
2005,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.42265,31,18327,0.42097,0.42432
2005,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.57735,58,18327,0.57568,0.57903
2005,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.24935,71,18327,0.24844,0.25027
2005,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.41878,130,18327,0.41774,0.41983
2005,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.33186,91,18327,0.33087,0.33286
2005,Bremen,Upper Secondary Level,Very concerned,1.00000,32,18327,1.00000,1.00000
2005,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.54483,60,18327,0.54305,0.54660
2005,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.45517,49,18327,0.45340,0.45695
2005,North Rhine-Westphalia,Primary Level,Somewhat concerned,1.00000,42,18327,1.00000,1.00000
2005,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.41002,226,18327,0.40934,0.41069
2005,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.45446,235,18327,0.45378,0.45514
2005,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.13553,76,18327,0.13506,0.13599
2005,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.47668,965,18327,0.47632,0.47704
2005,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.40748,839,18327,0.40712,0.40783
2005,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.11585,256,18327,0.11561,0.11608
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.25090,95,18327,0.25007,0.25172
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.50448,162,18327,0.50353,0.50543
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.24462,63,18327,0.24381,0.24544
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.36354,116,18327,0.36260,0.36447
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.51225,149,18327,0.51128,0.51322
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.12422,46,18327,0.12358,0.12486
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.22485,207,18327,0.22429,0.22541
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.46830,349,18327,0.46763,0.46897
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.30685,255,18327,0.30623,0.30746
2005,Hesse,Lower Secondary Level,Very concerned,0.33065,51,18327,0.32954,0.33176
2005,Hesse,Lower Secondary Level,Somewhat concerned,0.41819,68,18327,0.41702,0.41936
2005,Hesse,Lower Secondary Level,Not concerned at all,0.25116,38,18327,0.25013,0.25219
2005,Hesse,Upper Secondary Level,Very concerned,0.47893,283,18327,0.47831,0.47956
2005,Hesse,Upper Secondary Level,Somewhat concerned,0.38250,256,18327,0.38190,0.38311
2005,Hesse,Upper Secondary Level,Not concerned at all,0.13856,91,18327,0.13813,0.13899
2005,Hesse,Post-secondary Non-tertiary Level,Very concerned,0.37184,35,18327,0.37006,0.37362
2005,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.62816,45,18327,0.62638,0.62994
2005,Hesse,First Stage of Tertiary Education,Very concerned,0.49206,41,18327,0.49029,0.49382
2005,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.50794,35,18327,0.50618,0.50971
2005,Hesse,Second Stage of Tertiary Education,Very concerned,0.14084,53,18327,0.14015,0.14154
2005,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.57402,160,18327,0.57303,0.57501
2005,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.28514,93,18327,0.28423,0.28604
2005,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.35467,78,18327,0.35359,0.35574
2005,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.41140,85,18327,0.41030,0.41250
2005,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.23393,45,18327,0.23298,0.23488
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.40227,257,18327,0.40164,0.40290
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.45579,297,18327,0.45515,0.45643
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.14194,88,18327,0.14149,0.14238
2005,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very concerned,0.50660,34,18327,0.50455,0.50865
2005,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,0.49340,42,18327,0.49135,0.49545
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very concerned,0.21894,37,18327,0.21762,0.22027
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.46293,86,18327,0.46133,0.46453
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.31812,46,18327,0.31663,0.31962
2005,Baden-Wuerttemberg,Pre-primary Level,Somewhat concerned,0.54198,39,18327,0.54004,0.54393
2005,Baden-Wuerttemberg,Pre-primary Level,Not concerned at all,0.45802,40,18327,0.45607,0.45996
2005,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.41518,139,18327,0.41439,0.41597
2005,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.40826,168,18327,0.40747,0.40906
2005,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.17656,81,18327,0.17594,0.17717
2005,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.40853,462,18327,0.40805,0.40901
2005,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.42391,497,18327,0.42343,0.42439
2005,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.16756,185,18327,0.16720,0.16792
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.39473,50,18327,0.39343,0.39603
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.42903,64,18327,0.42772,0.43035
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.17624,31,18327,0.17522,0.17725
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.45304,72,18327,0.45181,0.45427
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.54696,93,18327,0.54573,0.54819
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.19775,97,18327,0.19708,0.19843
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.49106,215,18327,0.49022,0.49191
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.31119,132,18327,0.31040,0.31197
2005,Bavaria,Pre-primary Level,Somewhat concerned,0.50838,38,18327,0.50590,0.51085
2005,Bavaria,Pre-primary Level,Not concerned at all,0.49162,31,18327,0.48915,0.49410
2005,Bavaria,Lower Secondary Level,Very concerned,0.48471,151,18327,0.48388,0.48555
2005,Bavaria,Lower Secondary Level,Somewhat concerned,0.39657,140,18327,0.39575,0.39739
2005,Bavaria,Lower Secondary Level,Not concerned at all,0.11872,44,18327,0.11817,0.11926
2005,Bavaria,Upper Secondary Level,Very concerned,0.50065,688,18327,0.50024,0.50107
2005,Bavaria,Upper Secondary Level,Somewhat concerned,0.37048,601,18327,0.37007,0.37088
2005,Bavaria,Upper Secondary Level,Not concerned at all,0.12887,197,18327,0.12859,0.12915
2005,Bavaria,Post-secondary Non-tertiary Level,Very concerned,0.30941,39,18327,0.30817,0.31066
2005,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.39010,58,18327,0.38878,0.39141
2005,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.30049,40,18327,0.29926,0.30173
2005,Bavaria,First Stage of Tertiary Education,Very concerned,0.44741,93,18327,0.44628,0.44854
2005,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.39986,99,18327,0.39874,0.40097
2005,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.15273,32,18327,0.15191,0.15355
2005,Bavaria,Second Stage of Tertiary Education,Very concerned,0.24275,111,18327,0.24206,0.24345
2005,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.42987,270,18327,0.42906,0.43067
2005,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.32738,175,18327,0.32662,0.32814
2005,Berlin,Upper Secondary Level,Very concerned,0.44831,134,18327,0.44745,0.44917
2005,Berlin,Upper Secondary Level,Somewhat concerned,0.38417,122,18327,0.38333,0.38501
2005,Berlin,Upper Secondary Level,Not concerned at all,0.16753,53,18327,0.16688,0.16817
2005,Berlin,Second Stage of Tertiary Education,Very concerned,0.25442,68,18327,0.25346,0.25539
2005,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.45450,102,18327,0.45340,0.45561
2005,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.29107,65,18327,0.29006,0.29208
2005,Brandenburg,Upper Secondary Level,Very concerned,0.46828,181,18327,0.46736,0.46920
2005,Brandenburg,Upper Secondary Level,Somewhat concerned,0.40352,194,18327,0.40262,0.40442
2005,Brandenburg,Upper Secondary Level,Not concerned at all,0.12820,58,18327,0.12759,0.12882
2005,Brandenburg,First Stage of Tertiary Education,Somewhat concerned,1.00000,31,18327,1.00000,1.00000
2005,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.32258,73,18327,0.32133,0.32382
2005,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.46840,110,18327,0.46707,0.46973
2005,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.20903,63,18327,0.20794,0.21011
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.47014,93,18327,0.46901,0.47128
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.52986,133,18327,0.52872,0.53099
2005,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.31001,33,18327,0.30810,0.31192
2005,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.68999,71,18327,0.68808,0.69190
2005,Saxony,Lower Secondary Level,Very concerned,0.58453,39,18327,0.58245,0.58660
2005,Saxony,Lower Secondary Level,Somewhat concerned,0.41547,37,18327,0.41340,0.41755
2005,Saxony,Upper Secondary Level,Very concerned,0.45655,381,18327,0.45590,0.45721
2005,Saxony,Upper Secondary Level,Somewhat concerned,0.41631,331,18327,0.41566,0.41697
2005,Saxony,Upper Secondary Level,Not concerned at all,0.12713,102,18327,0.12669,0.12757
2005,Saxony,First Stage of Tertiary Education,Very concerned,0.65932,78,18327,0.65756,0.66108
2005,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.34068,39,18327,0.33892,0.34244
2005,Saxony,Second Stage of Tertiary Education,Very concerned,0.29426,102,18327,0.29327,0.29524
2005,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.42517,164,18327,0.42410,0.42624
2005,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.28057,92,18327,0.27960,0.28155
2005,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.49442,193,18327,0.49348,0.49537
2005,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.38848,173,18327,0.38756,0.38940
2005,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.11710,56,18327,0.11649,0.11770
2005,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,0.66732,45,18327,0.66528,0.66935
2005,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,0.33268,32,18327,0.33065,0.33472
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.29294,66,18327,0.29156,0.29431
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.52293,112,18327,0.52142,0.52444
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.18414,44,18327,0.18296,0.18531
2005,Thuringa,Lower Secondary Level,Very concerned,1.00000,33,18327,1.00000,1.00000
2005,Thuringa,Upper Secondary Level,Very concerned,0.53805,284,18327,0.53716,0.53894
2005,Thuringa,Upper Secondary Level,Somewhat concerned,0.39373,210,18327,0.39286,0.39460
2005,Thuringa,Upper Secondary Level,Not concerned at all,0.06822,40,18327,0.06777,0.06867
2005,Thuringa,Second Stage of Tertiary Education,Very concerned,0.32964,48,18327,0.32777,0.33152
2005,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.42402,75,18327,0.42205,0.42599
2005,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.24634,42,18327,0.24462,0.24806
2006,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.37780,115,19596,0.37700,0.37861
2006,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.40739,144,19596,0.40657,0.40821
2006,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.21481,89,19596,0.21412,0.21549
2006,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.50162,53,19596,0.49991,0.50334
2006,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,0.49838,53,19596,0.49666,0.50009
2006,Hamburg,Upper Secondary Level,Very concerned,0.39194,38,19596,0.39047,0.39341
2006,Hamburg,Upper Secondary Level,Somewhat concerned,0.60806,67,19596,0.60659,0.60953
2006,Hamburg,Second Stage of Tertiary Education,Not concerned at all,1.00000,37,19596,1.00000,1.00000
2006,Lower Saxony,Lower Secondary Level,Very concerned,0.40673,94,19596,0.40574,0.40772
2006,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.43900,116,19596,0.43800,0.43999
2006,Lower Saxony,Lower Secondary Level,Not concerned at all,0.15427,41,19596,0.15355,0.15500
2006,Lower Saxony,Upper Secondary Level,Very concerned,0.40957,403,19596,0.40906,0.41008
2006,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.46072,484,19596,0.46020,0.46123
2006,Lower Saxony,Upper Secondary Level,Not concerned at all,0.12971,142,19596,0.12937,0.13006
2006,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.27576,33,19596,0.27434,0.27718
2006,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.49795,57,19596,0.49636,0.49954
2006,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.22629,31,19596,0.22496,0.22762
2006,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.36347,37,19596,0.36206,0.36489
2006,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.37260,62,19596,0.37118,0.37403
2006,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.26392,33,19596,0.26262,0.26522
2006,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.21756,68,19596,0.21670,0.21841
2006,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.41640,143,19596,0.41538,0.41742
2006,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.36604,115,19596,0.36504,0.36704
2006,Bremen,Upper Secondary Level,Very concerned,1.00000,32,19596,1.00000,1.00000
2006,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.56512,36,19596,0.56301,0.56724
2006,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.43488,36,19596,0.43276,0.43699
2006,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.37665,216,19596,0.37599,0.37732
2006,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.41523,224,19596,0.41456,0.41591
2006,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.20812,113,19596,0.20756,0.20867
2006,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.42651,925,19596,0.42615,0.42687
2006,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.44046,960,19596,0.44010,0.44082
2006,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.13303,302,19596,0.13279,0.13328
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.25497,86,19596,0.25415,0.25580
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.51696,184,19596,0.51601,0.51791
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.22807,76,19596,0.22727,0.22887
2006,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.32330,113,19596,0.32236,0.32423
2006,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.49921,142,19596,0.49821,0.50021
2006,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.17749,62,19596,0.17673,0.17825
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.19146,179,19596,0.19095,0.19198
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.44562,375,19596,0.44497,0.44628
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.36291,306,19596,0.36228,0.36354
2006,Hesse,Lower Secondary Level,Very concerned,0.26785,48,19596,0.26678,0.26892
2006,Hesse,Lower Secondary Level,Somewhat concerned,0.45657,67,19596,0.45536,0.45777
2006,Hesse,Lower Secondary Level,Not concerned at all,0.27559,46,19596,0.27450,0.27667
2006,Hesse,Upper Secondary Level,Very concerned,0.38790,262,19596,0.38729,0.38851
2006,Hesse,Upper Secondary Level,Somewhat concerned,0.42944,311,19596,0.42882,0.43006
2006,Hesse,Upper Secondary Level,Not concerned at all,0.18266,118,19596,0.18217,0.18314
2006,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,1.00000,61,19596,1.00000,1.00000
2006,Hesse,First Stage of Tertiary Education,Very concerned,0.50062,39,19596,0.49866,0.50257
2006,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.49938,35,19596,0.49743,0.50134
2006,Hesse,Second Stage of Tertiary Education,Very concerned,0.15254,51,19596,0.15183,0.15324
2006,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.50560,175,19596,0.50462,0.50658
2006,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.34186,127,19596,0.34093,0.34279
2006,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.24200,50,19596,0.24102,0.24297
2006,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.47412,106,19596,0.47298,0.47525
2006,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.28388,57,19596,0.28286,0.28491
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.35227,230,19596,0.35164,0.35291
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.46864,308,19596,0.46798,0.46931
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.17909,116,19596,0.17858,0.17960
2006,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very concerned,0.45940,35,19596,0.45746,0.46133
2006,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,0.54060,49,19596,0.53867,0.54254
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very concerned,0.16197,38,19596,0.16090,0.16304
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.46198,96,19596,0.46054,0.46343
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.37605,61,19596,0.37464,0.37746
2006,Baden-Wuerttemberg,Pre-primary Level,Somewhat concerned,1.00000,36,19596,1.00000,1.00000
2006,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.34042,122,19596,0.33963,0.34121
2006,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.45162,182,19596,0.45079,0.45245
2006,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.20797,88,19596,0.20729,0.20864
2006,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.35978,444,19596,0.35931,0.36024
2006,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.45370,587,19596,0.45322,0.45418
2006,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.18653,237,19596,0.18615,0.18690
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.32953,39,19596,0.32799,0.33108
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.67047,78,19596,0.66892,0.67201
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.33717,63,19596,0.33608,0.33826
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.46787,100,19596,0.46672,0.46902
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.19496,46,19596,0.19405,0.19587
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.20584,112,19596,0.20519,0.20649
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.42319,228,19596,0.42239,0.42399
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.37097,182,19596,0.37019,0.37175
2006,Bavaria,Lower Secondary Level,Very concerned,0.38360,124,19596,0.38277,0.38444
2006,Bavaria,Lower Secondary Level,Somewhat concerned,0.45628,165,19596,0.45542,0.45714
2006,Bavaria,Lower Secondary Level,Not concerned at all,0.16011,57,19596,0.15948,0.16074
2006,Bavaria,Upper Secondary Level,Very concerned,0.38366,630,19596,0.38326,0.38407
2006,Bavaria,Upper Secondary Level,Somewhat concerned,0.44546,720,19596,0.44505,0.44588
2006,Bavaria,Upper Secondary Level,Not concerned at all,0.17087,287,19596,0.17056,0.17119
2006,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.56766,69,19596,0.56622,0.56910
2006,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.43234,58,19596,0.43090,0.43378
2006,Bavaria,First Stage of Tertiary Education,Very concerned,0.37116,92,19596,0.37003,0.37229
2006,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.36101,99,19596,0.35989,0.36213
2006,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.26783,49,19596,0.26680,0.26886
2006,Bavaria,Second Stage of Tertiary Education,Very concerned,0.21466,104,19596,0.21402,0.21530
2006,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.43590,293,19596,0.43513,0.43668
2006,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.34944,212,19596,0.34869,0.35018
2006,Berlin,Upper Secondary Level,Very concerned,0.43857,139,19596,0.43771,0.43943
2006,Berlin,Upper Secondary Level,Somewhat concerned,0.36482,118,19596,0.36399,0.36566
2006,Berlin,Upper Secondary Level,Not concerned at all,0.19660,67,19596,0.19591,0.19729
2006,Berlin,First Stage of Tertiary Education,Somewhat concerned,1.00000,33,19596,1.00000,1.00000
2006,Berlin,Second Stage of Tertiary Education,Very concerned,0.32160,85,19596,0.32057,0.32263
2006,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.35029,103,19596,0.34924,0.35134
2006,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.32811,74,19596,0.32708,0.32914
2006,Brandenburg,Upper Secondary Level,Very concerned,0.37135,173,19596,0.37046,0.37224
2006,Brandenburg,Upper Secondary Level,Somewhat concerned,0.45501,198,19596,0.45409,0.45593
2006,Brandenburg,Upper Secondary Level,Not concerned at all,0.17364,82,19596,0.17294,0.17434
2006,Brandenburg,First Stage of Tertiary Education,Somewhat concerned,1.00000,37,19596,1.00000,1.00000
2006,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.20272,61,19596,0.20166,0.20378
2006,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.49544,126,19596,0.49413,0.49676
2006,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.30184,78,19596,0.30063,0.30305
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.39726,100,19596,0.39621,0.39831
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.47980,147,19596,0.47873,0.48088
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.12294,36,19596,0.12223,0.12364
2006,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.29607,33,19596,0.29439,0.29774
2006,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.48826,75,19596,0.48643,0.49010
2006,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not concerned at all,0.21567,38,19596,0.21416,0.21718
2006,Saxony,Lower Secondary Level,Very concerned,0.55271,35,19596,0.55033,0.55509
2006,Saxony,Lower Secondary Level,Somewhat concerned,0.44729,34,19596,0.44491,0.44967
2006,Saxony,Upper Secondary Level,Very concerned,0.41806,354,19596,0.41741,0.41872
2006,Saxony,Upper Secondary Level,Somewhat concerned,0.39876,359,19596,0.39812,0.39941
2006,Saxony,Upper Secondary Level,Not concerned at all,0.18317,143,19596,0.18266,0.18368
2006,Saxony,First Stage of Tertiary Education,Very concerned,0.50211,57,19596,0.50011,0.50412
2006,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.49789,55,19596,0.49588,0.49989
2006,Saxony,Second Stage of Tertiary Education,Very concerned,0.25903,96,19596,0.25810,0.25997
2006,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.43476,172,19596,0.43371,0.43582
2006,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.30620,115,19596,0.30522,0.30719
2006,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.43719,192,19596,0.43627,0.43811
2006,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.40000,198,19596,0.39909,0.40090
2006,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.16281,76,19596,0.16213,0.16350
2006,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,1.00000,45,19596,1.00000,1.00000
2006,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.32708,64,19596,0.32564,0.32852
2006,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.42528,105,19596,0.42376,0.42680
2006,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.24764,53,19596,0.24631,0.24897
2006,Thuringa,Lower Secondary Level,Somewhat concerned,1.00000,33,19596,1.00000,1.00000
