year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2019,Couple with children,Owner,,,,,,,,,,,,
2019,Couple with children,Tenant,1931,85.59911141300964,83.96142217202349,87.23680065399579,60.0,80.0,100.0,20.0,160.0,80.0,80.0,84.025
2019,Multi-generational household,Owner,,,,,,,,,,,,
2019,Multi-generational household,Tenant,49,86.14329442945325,73.9901857176148,98.29640314129169,49.873726308216206,78.25292019361837,100.0,35.0,175.18941053767568,79.0,58.0,103.0
2019,Other Combinations,Owner,,,,,,,,,,,,
2019,Other Combinations,Tenant,115,80.92407454591824,74.42113865976151,87.42701043207498,60.0,75.0,100.0,6.0,160.0,75.0,70.0,87.0
2020,Single-person household,Owner,,,,,,,,,,,,
2020,Single-person household,Tenant,3934,49.34591254234746,48.37289235806657,50.318932726628354,33.0,42.0,57.0,5.0,93.0,42.0,40.0,43.0
2020,Couple without children,Owner,,,,,,,,,,,,
2020,Couple without children,Tenant,2425,67.04084489860806,65.90556728941313,68.17612250780299,50.0,60.0,80.0,12.0,125.0,60.0,58.0,60.0
2020,Single parent,Owner,,,,,,,,,,,,
2020,Single parent,Tenant,1183,74.39301549772335,72.49781576381018,76.28821523163653,50.0,70.0,88.0,15.0,145.0,70.0,69.0,73.025
2020,Couple with children,Owner,,,,,,,,,,,,
2020,Couple with children,Tenant,3702,87.47526940866204,86.23380645116828,88.71673236615581,60.0,80.0,100.0,17.0,160.0,80.0,80.0,82.0
2020,Multi-generational household,Owner,,,,,,,,,,,,
2020,Multi-generational household,Tenant,90,94.6504794422107,88.05755233789253,101.24340654652886,65.0,100.0,120.0,38.0,202.5,100.0,99.74999999999994,135.0
2020,Other Combinations,Owner,,,,,,,,,,,,
2020,Other Combinations,Tenant,355,79.31517002017102,75.90165186624745,82.7286881740946,55.309952650945974,75.0,100.0,20.0,167.03507102358105,75.0,60.0,84.0
2021,Single-person household,Owner,,,,,,,,,,,,
2021,Single-person household,Tenant,2567,50.10353455591498,49.088144269548295,51.11892484228167,35.0,45.0,60.0,5.0,97.5,45.0,42.0,45.0
2021,Couple without children,Owner,,,,,,,,,,,,
2021,Couple without children,Tenant,1513,69.53482534845232,67.8155591102978,71.25409158660683,50.0,62.0,80.0,8.0,125.0,62.0,59.0,64.0
2021,Single parent,Owner,,,,,,,,,,,,
2021,Single parent,Tenant,753,77.08266278311265,74.64463901961105,79.52068654661426,50.0,70.0,100.0,17.0,175.0,70.0,65.975,75.0
2021,Couple with children,Owner,,,,,,,,,,,,
2021,Couple with children,Tenant,2028,89.93273974088329,88.23056209367466,91.63491738809192,65.0,81.83305022085544,101.0,11.0,155.0,82.0,74.0,84.0
2021,Multi-generational household,Owner,,,,,,,,,,,,
2021,Multi-generational household,Tenant,51,96.57652306628854,86.90539492419371,106.24765120838337,66.95530388574787,92.60158203623372,120.9321958816727,35.0,201.89753387555993,90.0,58.0,115.0
2021,Other Combinations,Owner,,,,,,,,,,,,
2021,Other Combinations,Tenant,225,81.04725599975248,76.05536126796858,86.03915073153638,50.0,74.9753680413871,100.0,30.0,175.0,75.0,65.0,85.0
