year,age_gr,quintil_oecd,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,66 and older,2nd Quintile,Yes,0.13763,147,1151,0.11772,0.15754
2018,66 and older,2nd Quintile,No,0.86237,1004,1151,0.84246,0.88228
2018,66 and older,3rd Quintile,Yes,0.07840,84,1048,0.06212,0.09468
2018,66 and older,3rd Quintile,No,0.92160,964,1048,0.90532,0.93788
2018,66 and older,4th Quintile,Yes,0.09445,90,847,0.07474,0.11415
2018,66 and older,4th Quintile,No,0.90555,757,847,0.88585,0.92526
2018,66 and older,5th Quintile,Yes,0.09409,98,975,0.07575,0.11242
2018,66 and older,5th Quintile,No,0.90591,877,975,0.88758,0.92425
2020,17-29 y.,1st Quintile,Yes,0.24378,456,1682,0.22325,0.26430
2020,17-29 y.,1st Quintile,No,0.75622,1226,1682,0.73570,0.77675
2020,17-29 y.,2nd Quintile,Yes,0.21253,205,830,0.18469,0.24038
2020,17-29 y.,2nd Quintile,No,0.78747,625,830,0.75962,0.81531
2020,17-29 y.,3rd Quintile,Yes,0.23339,145,670,0.20134,0.26544
2020,17-29 y.,3rd Quintile,No,0.76661,525,670,0.73456,0.79866
2020,17-29 y.,4th Quintile,Yes,0.22539,128,610,0.19221,0.25858
2020,17-29 y.,4th Quintile,No,0.77461,482,610,0.74142,0.80779
2020,17-29 y.,5th Quintile,Yes,0.17225,64,481,0.13847,0.20603
2020,17-29 y.,5th Quintile,No,0.82775,417,481,0.79397,0.86153
2020,30-45 y.,1st Quintile,Yes,0.41475,883,2332,0.39475,0.43475
2020,30-45 y.,1st Quintile,No,0.58525,1449,2332,0.56525,0.60525
2020,30-45 y.,2nd Quintile,Yes,0.33035,466,1318,0.30495,0.35575
2020,30-45 y.,2nd Quintile,No,0.66965,852,1318,0.64425,0.69505
2020,30-45 y.,3rd Quintile,Yes,0.25546,267,1064,0.22924,0.28167
2020,30-45 y.,3rd Quintile,No,0.74454,797,1064,0.71833,0.77076
2020,30-45 y.,4th Quintile,Yes,0.20060,200,1082,0.17673,0.22447
2020,30-45 y.,4th Quintile,No,0.79940,882,1082,0.77553,0.82327
2020,30-45 y.,5th Quintile,Yes,0.18727,179,1127,0.16449,0.21006
2020,30-45 y.,5th Quintile,No,0.81273,948,1127,0.78994,0.83551
2020,46-65 y.,1st Quintile,Yes,0.44480,717,1758,0.42156,0.46804
2020,46-65 y.,1st Quintile,No,0.55520,1041,1758,0.53196,0.57844
2020,46-65 y.,2nd Quintile,Yes,0.34910,521,1504,0.32500,0.37320
2020,46-65 y.,2nd Quintile,No,0.65090,983,1504,0.62680,0.67500
2020,46-65 y.,3rd Quintile,Yes,0.28452,438,1603,0.26243,0.30662
2020,46-65 y.,3rd Quintile,No,0.71548,1165,1603,0.69338,0.73757
2020,46-65 y.,4th Quintile,Yes,0.27271,445,1956,0.25297,0.29245
2020,46-65 y.,4th Quintile,No,0.72729,1511,1956,0.70755,0.74703
2020,46-65 y.,5th Quintile,Yes,0.16867,514,3228,0.15575,0.18159
2020,46-65 y.,5th Quintile,No,0.83133,2714,3228,0.81841,0.84425
2020,66 and older,1st Quintile,Yes,0.16979,157,800,0.14376,0.19583
2020,66 and older,1st Quintile,No,0.83021,643,800,0.80417,0.85624
2020,66 and older,2nd Quintile,Yes,0.12278,137,1179,0.10404,0.14152
2020,66 and older,2nd Quintile,No,0.87722,1042,1179,0.85848,0.89596
2020,66 and older,3rd Quintile,Yes,0.08810,88,929,0.06987,0.10634
2020,66 and older,3rd Quintile,No,0.91190,841,929,0.89366,0.93013
2020,66 and older,4th Quintile,Yes,0.12276,107,871,0.10095,0.14456
2020,66 and older,4th Quintile,No,0.87724,764,871,0.85544,0.89905
2020,66 and older,5th Quintile,Yes,0.13585,130,1116,0.11574,0.15596
2020,66 and older,5th Quintile,No,0.86415,986,1116,0.84404,0.88426
2022,17-29 y.,1st Quintile,Yes,0.23540,180,786,0.20573,0.26508
2022,17-29 y.,1st Quintile,No,0.76460,606,786,0.73492,0.79427
2022,17-29 y.,2nd Quintile,Yes,0.23100,119,494,0.19379,0.26820
2022,17-29 y.,2nd Quintile,No,0.76900,375,494,0.73180,0.80621
2022,17-29 y.,3rd Quintile,Yes,0.18078,78,413,0.14361,0.21794
2022,17-29 y.,3rd Quintile,No,0.81922,335,413,0.78206,0.85639
2022,17-29 y.,4th Quintile,Yes,0.18394,47,370,0.14441,0.22347
2022,17-29 y.,4th Quintile,No,0.81606,323,370,0.77653,0.85559
2022,17-29 y.,5th Quintile,Yes,0.20366,36,301,0.15809,0.24923
2022,17-29 y.,5th Quintile,No,0.79634,265,301,0.75077,0.84191
2022,30-45 y.,1st Quintile,Yes,0.44161,294,689,0.40450,0.47872
2022,30-45 y.,1st Quintile,No,0.55839,395,689,0.52128,0.59550
2022,30-45 y.,2nd Quintile,Yes,0.27338,216,736,0.24116,0.30560
2022,30-45 y.,2nd Quintile,No,0.72662,520,736,0.69440,0.75884
2022,30-45 y.,3rd Quintile,Yes,0.24671,185,722,0.21524,0.27818
2022,30-45 y.,3rd Quintile,No,0.75329,537,722,0.72182,0.78476
2022,30-45 y.,4th Quintile,Yes,0.17976,129,785,0.15288,0.20664
2022,30-45 y.,4th Quintile,No,0.82024,656,785,0.79336,0.84712
2022,30-45 y.,5th Quintile,Yes,0.15303,105,666,0.12567,0.18039
2022,30-45 y.,5th Quintile,No,0.84697,561,666,0.81961,0.87433
2022,46-65 y.,1st Quintile,Yes,0.43408,348,823,0.40020,0.46796
2022,46-65 y.,1st Quintile,No,0.56592,475,823,0.53204,0.59980
2022,46-65 y.,2nd Quintile,Yes,0.32644,303,947,0.29656,0.35632
2022,46-65 y.,2nd Quintile,No,0.67356,644,947,0.64368,0.70344
2022,46-65 y.,3rd Quintile,Yes,0.26171,250,1032,0.23488,0.28854
2022,46-65 y.,3rd Quintile,No,0.73829,782,1032,0.71146,0.76512
2022,46-65 y.,4th Quintile,Yes,0.21542,261,1317,0.19320,0.23763
2022,46-65 y.,4th Quintile,No,0.78458,1056,1317,0.76237,0.80680
2022,46-65 y.,5th Quintile,Yes,0.16689,336,2245,0.15147,0.18232
2022,46-65 y.,5th Quintile,No,0.83311,1909,2245,0.81768,0.84853
2022,66 and older,1st Quintile,Yes,0.20312,121,576,0.17023,0.23600
2022,66 and older,1st Quintile,No,0.79688,455,576,0.76400,0.82977
2022,66 and older,2nd Quintile,Yes,0.11840,107,784,0.09577,0.14103
2022,66 and older,2nd Quintile,No,0.88160,677,784,0.85897,0.90423
2022,66 and older,3rd Quintile,Yes,0.09527,78,716,0.07375,0.11679
2022,66 and older,3rd Quintile,No,0.90473,638,716,0.88321,0.92625
2022,66 and older,4th Quintile,Yes,0.09737,74,620,0.07402,0.12073
2022,66 and older,4th Quintile,No,0.90263,546,620,0.87927,0.92598
2022,66 and older,5th Quintile,Yes,0.11221,84,790,0.09018,0.13423
2022,66 and older,5th Quintile,No,0.88779,706,790,0.86577,0.90982
