year,pgisced97,quintil_oecd,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Upper Secondary Level,3rd Quintile,No,0.67119,1383,1922,0.65018,0.69220
2012,Upper Secondary Level,4th Quintile,Yes,0.28002,545,1963,0.26015,0.29989
2012,Upper Secondary Level,4th Quintile,No,0.67777,1418,1963,0.65709,0.69844
2012,Upper Secondary Level,5th Quintile,Yes,0.24715,375,1545,0.22564,0.26867
2012,Upper Secondary Level,5th Quintile,No,0.72413,1170,1545,0.70184,0.74643
2012,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.30852,55,132,0.22942,0.38761
2012,Post-secondary Non-tertiary Level,1st Quintile,No,0.43337,77,132,0.34851,0.51822
2012,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.17440,33,128,0.10840,0.24039
2012,Post-secondary Non-tertiary Level,2nd Quintile,No,0.55414,95,128,0.46769,0.64059
2012,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.23229,64,229,0.17747,0.28710
2012,Post-secondary Non-tertiary Level,3rd Quintile,No,0.62942,165,229,0.56673,0.69211
2012,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.26746,63,260,0.21355,0.32137
2012,Post-secondary Non-tertiary Level,4th Quintile,No,0.62572,197,260,0.56678,0.68466
2012,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.13361,44,275,0.09333,0.17390
2012,Post-secondary Non-tertiary Level,5th Quintile,No,0.80518,231,275,0.75828,0.85208
2012,First Stage of Tertiary Education,1st Quintile,Yes,0.23492,37,125,0.16030,0.30954
2012,First Stage of Tertiary Education,1st Quintile,No,0.70667,88,125,0.62654,0.78681
2012,First Stage of Tertiary Education,2nd Quintile,Yes,0.22427,50,197,0.16587,0.28266
2012,First Stage of Tertiary Education,2nd Quintile,No,0.68875,147,197,0.62393,0.75357
2012,First Stage of Tertiary Education,3rd Quintile,Yes,0.18669,63,286,0.14145,0.23193
2012,First Stage of Tertiary Education,3rd Quintile,No,0.70649,223,286,0.65362,0.75935
2012,First Stage of Tertiary Education,4th Quintile,Yes,0.18614,67,328,0.14395,0.22832
2012,First Stage of Tertiary Education,4th Quintile,No,0.74585,261,328,0.69866,0.79304
2012,First Stage of Tertiary Education,5th Quintile,Yes,0.24479,85,354,0.19994,0.28964
2012,First Stage of Tertiary Education,5th Quintile,No,0.72649,269,354,0.67999,0.77299
2012,Second Stage of Tertiary Education,1st Quintile,Yes,0.17147,57,243,0.12398,0.21896
2012,Second Stage of Tertiary Education,1st Quintile,No,0.69817,186,243,0.64033,0.75601
2012,Second Stage of Tertiary Education,2nd Quintile,Yes,0.20164,76,363,0.16030,0.24297
2012,Second Stage of Tertiary Education,2nd Quintile,No,0.67436,287,363,0.62609,0.72264
2012,Second Stage of Tertiary Education,3rd Quintile,Yes,0.14659,93,544,0.11684,0.17634
2012,Second Stage of Tertiary Education,3rd Quintile,No,0.73073,451,544,0.69342,0.76804
2012,Second Stage of Tertiary Education,4th Quintile,Yes,0.16551,147,896,0.14116,0.18986
2012,Second Stage of Tertiary Education,4th Quintile,No,0.73065,749,896,0.70158,0.75971
2012,Second Stage of Tertiary Education,5th Quintile,Yes,0.14765,321,2124,0.13256,0.16274
2012,Second Stage of Tertiary Education,5th Quintile,No,0.78442,1803,2124,0.76693,0.80192
2014,Pre-primary Level,1st Quintile,No,0.48123,125,125,0.39328,0.56917
2014,Pre-primary Level,2nd Quintile,No,0.48920,82,82,0.38033,0.59806
2014,Pre-primary Level,3rd Quintile,No,0.40517,56,56,0.27543,0.53492
2014,Pre-primary Level,4th Quintile,No,0.45931,59,59,0.33106,0.58756
2014,Pre-primary Level,5th Quintile,No,0.48358,62,62,0.35817,0.60899
2014,Primary Level,1st Quintile,Yes,0.49436,168,338,0.44098,0.54774
2014,Primary Level,1st Quintile,No,0.50564,170,338,0.45226,0.55902
2014,Primary Level,2nd Quintile,Yes,0.46229,48,98,0.36307,0.56151
2014,Primary Level,2nd Quintile,No,0.53771,50,98,0.43849,0.63693
2014,Lower Secondary Level,1st Quintile,Yes,0.38938,559,1270,0.36256,0.41621
2014,Lower Secondary Level,1st Quintile,No,0.59144,711,1270,0.56439,0.61848
2014,Lower Secondary Level,2nd Quintile,Yes,0.32113,303,828,0.28931,0.35296
2014,Lower Secondary Level,2nd Quintile,No,0.65336,525,828,0.62093,0.68580
2014,Lower Secondary Level,3rd Quintile,Yes,0.28464,177,548,0.24682,0.32245
2014,Lower Secondary Level,3rd Quintile,No,0.69281,371,548,0.65415,0.73147
2014,Lower Secondary Level,4th Quintile,Yes,0.33020,101,334,0.27969,0.38071
2014,Lower Secondary Level,4th Quintile,No,0.65549,233,334,0.60445,0.70653
2014,Lower Secondary Level,5th Quintile,Yes,0.18949,32,125,0.12051,0.25847
2014,Lower Secondary Level,5th Quintile,No,0.78894,93,125,0.71712,0.86076
2014,Upper Secondary Level,1st Quintile,Yes,0.38453,1155,2763,0.36639,0.40268
2014,Upper Secondary Level,1st Quintile,No,0.61389,1608,2763,0.59574,0.63205
2014,Upper Secondary Level,2nd Quintile,Yes,0.28033,912,3015,0.26429,0.29636
2014,Upper Secondary Level,2nd Quintile,No,0.71379,2103,3015,0.69765,0.72993
2014,Upper Secondary Level,3rd Quintile,Yes,0.29203,759,2640,0.27468,0.30937
2014,Upper Secondary Level,3rd Quintile,No,0.70343,1881,2640,0.68601,0.72086
2014,Upper Secondary Level,4th Quintile,Yes,0.27580,657,2419,0.25799,0.29362
2014,Upper Secondary Level,4th Quintile,No,0.72022,1762,2419,0.70232,0.73811
2014,Upper Secondary Level,5th Quintile,Yes,0.24357,378,1668,0.22297,0.26418
2014,Upper Secondary Level,5th Quintile,No,0.75643,1290,1668,0.73582,0.77703
2014,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.37953,127,366,0.32975,0.42932
2014,Post-secondary Non-tertiary Level,1st Quintile,No,0.61632,239,366,0.56643,0.66621
2014,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.33413,132,413,0.28858,0.37968
2014,Post-secondary Non-tertiary Level,2nd Quintile,No,0.66541,281,413,0.61985,0.71097
2014,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.27546,105,423,0.23284,0.31809
2014,Post-secondary Non-tertiary Level,3rd Quintile,No,0.72405,318,423,0.68140,0.76670
2014,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.25682,114,456,0.21668,0.29697
2014,Post-secondary Non-tertiary Level,4th Quintile,No,0.73650,342,456,0.69602,0.77698
2014,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.18158,77,383,0.14292,0.22024
2014,Post-secondary Non-tertiary Level,5th Quintile,No,0.81842,306,383,0.77976,0.85708
2014,First Stage of Tertiary Education,1st Quintile,No,0.82104,98,98,0.74476,0.89732
2014,First Stage of Tertiary Education,2nd Quintile,Yes,0.19082,59,277,0.14446,0.23718
2014,First Stage of Tertiary Education,2nd Quintile,No,0.80825,218,277,0.76180,0.85469
2014,First Stage of Tertiary Education,3rd Quintile,Yes,0.19795,59,344,0.15578,0.24012
2014,First Stage of Tertiary Education,3rd Quintile,No,0.80132,285,344,0.75909,0.84354
2014,First Stage of Tertiary Education,4th Quintile,Yes,0.23979,95,430,0.19938,0.28019
2014,First Stage of Tertiary Education,4th Quintile,No,0.76021,335,430,0.71981,0.80062
2014,First Stage of Tertiary Education,5th Quintile,Yes,0.21994,88,410,0.17980,0.26009
2014,First Stage of Tertiary Education,5th Quintile,No,0.77968,322,410,0.73951,0.81985
2014,Second Stage of Tertiary Education,1st Quintile,Yes,0.29081,125,536,0.25232,0.32929
2014,Second Stage of Tertiary Education,1st Quintile,No,0.70919,411,536,0.67071,0.74768
2014,Second Stage of Tertiary Education,2nd Quintile,Yes,0.16095,122,662,0.13293,0.18896
2014,Second Stage of Tertiary Education,2nd Quintile,No,0.82719,540,662,0.79837,0.85602
2014,Second Stage of Tertiary Education,3rd Quintile,Yes,0.16418,163,990,0.14109,0.18727
2014,Second Stage of Tertiary Education,3rd Quintile,No,0.83514,827,990,0.81202,0.85827
2014,Second Stage of Tertiary Education,4th Quintile,Yes,0.15831,207,1361,0.13891,0.17771
2014,Second Stage of Tertiary Education,4th Quintile,No,0.84065,1154,1361,0.82120,0.86010
2014,Second Stage of Tertiary Education,5th Quintile,Yes,0.15258,363,2670,0.13893,0.16622
2014,Second Stage of Tertiary Education,5th Quintile,No,0.84713,2307,2670,0.83347,0.86078
2016,Pre-primary Level,1st Quintile,No,0.42896,81,81,0.32050,0.53741
2016,Pre-primary Level,2nd Quintile,No,0.34800,67,67,0.23308,0.46292
2016,Pre-primary Level,3rd Quintile,No,0.41552,49,49,0.27610,0.55494
2016,Pre-primary Level,4th Quintile,No,0.34936,46,46,0.21006,0.48867
2016,Pre-primary Level,5th Quintile,No,0.52949,48,48,0.38679,0.67219
2016,Primary Level,1st Quintile,Yes,0.43772,125,252,0.37635,0.49910
2016,Primary Level,1st Quintile,No,0.54071,127,252,0.47906,0.60236
2016,Primary Level,2nd Quintile,Yes,0.39649,33,80,0.28862,0.50436
2016,Primary Level,2nd Quintile,No,0.56159,47,80,0.45217,0.67101
2016,Lower Secondary Level,1st Quintile,Yes,0.41364,484,1058,0.38395,0.44333
2016,Lower Secondary Level,1st Quintile,No,0.54562,574,1058,0.51560,0.57563
2016,Lower Secondary Level,2nd Quintile,Yes,0.26117,233,687,0.22829,0.29404
2016,Lower Secondary Level,2nd Quintile,No,0.69553,454,687,0.66109,0.72997
2016,Lower Secondary Level,3rd Quintile,Yes,0.30801,130,430,0.26432,0.35169
2016,Lower Secondary Level,3rd Quintile,No,0.67063,300,430,0.62616,0.71511
2016,Lower Secondary Level,4th Quintile,Yes,0.28373,74,248,0.22751,0.33996
2016,Lower Secondary Level,4th Quintile,No,0.68831,174,248,0.63055,0.74608
2016,Lower Secondary Level,5th Quintile,No,0.83227,104,104,0.76011,0.90443
2016,Upper Secondary Level,1st Quintile,Yes,0.36648,933,2329,0.34690,0.38605
2016,Upper Secondary Level,1st Quintile,No,0.62626,1396,2329,0.60661,0.64592
2016,Upper Secondary Level,2nd Quintile,Yes,0.28132,838,2721,0.26442,0.29821
2016,Upper Secondary Level,2nd Quintile,No,0.71327,1883,2721,0.69627,0.73027
2016,Upper Secondary Level,3rd Quintile,Yes,0.25931,629,2348,0.24158,0.27704
2016,Upper Secondary Level,3rd Quintile,No,0.73801,1719,2348,0.72022,0.75580
2016,Upper Secondary Level,4th Quintile,Yes,0.26283,524,2091,0.24396,0.28170
2016,Upper Secondary Level,4th Quintile,No,0.73297,1567,2091,0.71400,0.75194
2016,Upper Secondary Level,5th Quintile,Yes,0.22842,329,1462,0.20689,0.24994
2016,Upper Secondary Level,5th Quintile,No,0.76694,1133,1462,0.74526,0.78862
2016,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.35292,115,361,0.30355,0.40228
2016,Post-secondary Non-tertiary Level,1st Quintile,No,0.64321,246,361,0.59373,0.69270
2016,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.29710,157,452,0.25492,0.33927
2016,Post-secondary Non-tertiary Level,2nd Quintile,No,0.69429,295,452,0.65177,0.73681
2016,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.23729,106,427,0.19689,0.27769
2016,Post-secondary Non-tertiary Level,3rd Quintile,No,0.74955,321,427,0.70841,0.79069
2016,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.26686,110,423,0.22466,0.30907
2016,Post-secondary Non-tertiary Level,4th Quintile,No,0.73216,313,423,0.68990,0.77441
2016,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.16802,62,348,0.12868,0.20736
2016,Post-secondary Non-tertiary Level,5th Quintile,No,0.83113,286,348,0.79171,0.87055
2016,First Stage of Tertiary Education,1st Quintile,No,0.85477,82,82,0.77804,0.93150
2016,First Stage of Tertiary Education,2nd Quintile,Yes,0.20898,45,258,0.15927,0.25868
2016,First Stage of Tertiary Education,2nd Quintile,No,0.79083,213,258,0.74110,0.84056
2016,First Stage of Tertiary Education,3rd Quintile,Yes,0.23412,62,300,0.18612,0.28212
2016,First Stage of Tertiary Education,3rd Quintile,No,0.76473,238,300,0.71666,0.81281
2016,First Stage of Tertiary Education,4th Quintile,Yes,0.21584,79,347,0.17249,0.25919
2016,First Stage of Tertiary Education,4th Quintile,No,0.78225,268,347,0.73876,0.82574
2016,First Stage of Tertiary Education,5th Quintile,Yes,0.19688,69,383,0.15701,0.23676
2016,First Stage of Tertiary Education,5th Quintile,No,0.80047,314,383,0.76039,0.84054
2016,Second Stage of Tertiary Education,1st Quintile,Yes,0.22616,114,540,0.19084,0.26148
2016,Second Stage of Tertiary Education,1st Quintile,No,0.76764,426,540,0.73199,0.80330
2016,Second Stage of Tertiary Education,2nd Quintile,Yes,0.23809,118,642,0.20511,0.27106
2016,Second Stage of Tertiary Education,2nd Quintile,No,0.74633,524,642,0.71264,0.78001
2016,Second Stage of Tertiary Education,3rd Quintile,Yes,0.13675,118,910,0.11442,0.15909
2016,Second Stage of Tertiary Education,3rd Quintile,No,0.86240,792,910,0.84001,0.88480
2016,Second Stage of Tertiary Education,4th Quintile,Yes,0.17726,201,1366,0.15700,0.19752
2016,Second Stage of Tertiary Education,4th Quintile,No,0.82115,1165,1366,0.80082,0.84148
2016,Second Stage of Tertiary Education,5th Quintile,Yes,0.13499,306,2418,0.12137,0.14861
2016,Second Stage of Tertiary Education,5th Quintile,No,0.86161,2112,2418,0.84784,0.87537
2018,Pre-primary Level,1st Quintile,No,0.48040,82,82,0.37160,0.58921
2018,Pre-primary Level,2nd Quintile,No,0.44759,61,61,0.32177,0.57341
2018,Pre-primary Level,3rd Quintile,No,0.49608,61,61,0.36957,0.62259
2018,Pre-primary Level,4th Quintile,No,0.59723,51,51,0.46128,0.73317
2018,Pre-primary Level,5th Quintile,No,0.45401,43,43,0.30344,0.60459
2018,Primary Level,1st Quintile,Yes,0.35277,111,240,0.29219,0.41335
2018,Primary Level,1st Quintile,No,0.46116,129,240,0.39796,0.52436
2018,Primary Level,2nd Quintile,Yes,0.52075,53,99,0.42184,0.61966
2018,Primary Level,2nd Quintile,No,0.44051,46,99,0.34222,0.53880
2018,Lower Secondary Level,1st Quintile,Yes,0.36532,427,983,0.33521,0.39544
2018,Lower Secondary Level,1st Quintile,No,0.56842,556,983,0.53745,0.59940
2018,Lower Secondary Level,2nd Quintile,Yes,0.30752,253,707,0.27348,0.34156
2018,Lower Secondary Level,2nd Quintile,No,0.66725,454,707,0.63249,0.70201
2018,Lower Secondary Level,3rd Quintile,Yes,0.29965,132,441,0.25684,0.34245
2018,Lower Secondary Level,3rd Quintile,No,0.68240,309,441,0.63890,0.72590
2018,Lower Secondary Level,4th Quintile,Yes,0.26096,78,235,0.20469,0.31723
2018,Lower Secondary Level,4th Quintile,No,0.70977,157,235,0.65162,0.76793
2018,Lower Secondary Level,5th Quintile,Yes,0.21374,36,125,0.14159,0.28590
2018,Lower Secondary Level,5th Quintile,No,0.75240,89,125,0.67643,0.82837
2018,Upper Secondary Level,1st Quintile,Yes,0.34201,865,2202,0.32219,0.36183
2018,Upper Secondary Level,1st Quintile,No,0.64092,1337,2202,0.62088,0.66097
2018,Upper Secondary Level,2nd Quintile,Yes,0.28339,798,2704,0.26640,0.30037
2018,Upper Secondary Level,2nd Quintile,No,0.71085,1906,2704,0.69376,0.72795
2018,Upper Secondary Level,3rd Quintile,Yes,0.25189,593,2392,0.23449,0.26929
2018,Upper Secondary Level,3rd Quintile,No,0.74427,1799,2392,0.72678,0.76176
2018,Upper Secondary Level,4th Quintile,Yes,0.25867,518,2094,0.23991,0.27743
2018,Upper Secondary Level,4th Quintile,No,0.73743,1576,2094,0.71858,0.75628
2018,Upper Secondary Level,5th Quintile,Yes,0.22071,338,1573,0.20021,0.24121
2018,Upper Secondary Level,5th Quintile,No,0.77841,1235,1573,0.75788,0.79894
2018,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.37064,127,361,0.32075,0.42054
2018,Post-secondary Non-tertiary Level,1st Quintile,No,0.61875,234,361,0.56858,0.66892
2018,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.27007,128,438,0.22844,0.31170
2018,Post-secondary Non-tertiary Level,2nd Quintile,No,0.72138,310,438,0.67935,0.76342
2018,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.23780,101,456,0.19868,0.27692
2018,Post-secondary Non-tertiary Level,3rd Quintile,No,0.75583,355,456,0.71636,0.79530
2018,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.23518,101,426,0.19486,0.27550
2018,Post-secondary Non-tertiary Level,4th Quintile,No,0.76478,325,426,0.72446,0.80511
2018,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.20011,65,359,0.15866,0.24155
2018,Post-secondary Non-tertiary Level,5th Quintile,No,0.79502,294,359,0.75320,0.83683
2018,First Stage of Tertiary Education,1st Quintile,No,0.77234,76,76,0.67744,0.86724
2018,First Stage of Tertiary Education,2nd Quintile,Yes,0.14429,48,258,0.10133,0.18725
2018,First Stage of Tertiary Education,2nd Quintile,No,0.82471,210,258,0.77823,0.87120
2018,First Stage of Tertiary Education,3rd Quintile,Yes,0.20642,53,303,0.16077,0.25206
2018,First Stage of Tertiary Education,3rd Quintile,No,0.79358,250,303,0.74794,0.83923
2018,First Stage of Tertiary Education,4th Quintile,Yes,0.22572,75,359,0.18241,0.26902
2018,First Stage of Tertiary Education,4th Quintile,No,0.77071,284,359,0.72716,0.81425
2018,First Stage of Tertiary Education,5th Quintile,Yes,0.20634,65,374,0.16527,0.24741
2018,First Stage of Tertiary Education,5th Quintile,No,0.79319,309,374,0.75209,0.83429
2018,Second Stage of Tertiary Education,1st Quintile,Yes,0.16100,79,479,0.12805,0.19395
2018,Second Stage of Tertiary Education,1st Quintile,No,0.77429,400,479,0.73682,0.81177
2018,Second Stage of Tertiary Education,2nd Quintile,Yes,0.18289,124,693,0.15408,0.21169
2018,Second Stage of Tertiary Education,2nd Quintile,No,0.80798,569,693,0.77863,0.83733
2018,Second Stage of Tertiary Education,3rd Quintile,Yes,0.14677,146,947,0.12422,0.16932
2018,Second Stage of Tertiary Education,3rd Quintile,No,0.85086,801,947,0.82816,0.87356
2018,Second Stage of Tertiary Education,4th Quintile,Yes,0.14641,194,1427,0.12806,0.16476
2018,Second Stage of Tertiary Education,4th Quintile,No,0.84875,1233,1427,0.83016,0.86735
2018,Second Stage of Tertiary Education,5th Quintile,Yes,0.13251,280,2513,0.11925,0.14576
2018,Second Stage of Tertiary Education,5th Quintile,No,0.86313,2233,2513,0.84969,0.87657
2020,Pre-primary Level,1st Quintile,No,0.50072,57,57,0.36976,0.63168
2020,Pre-primary Level,2nd Quintile,No,0.37083,61,61,0.24861,0.49305
2020,Pre-primary Level,3rd Quintile,No,0.56567,60,60,0.43919,0.69215
2020,Pre-primary Level,4th Quintile,No,0.39726,49,49,0.25883,0.53569
2020,Pre-primary Level,5th Quintile,No,0.32877,50,50,0.19724,0.46031
2020,Primary Level,1st Quintile,Yes,0.38440,332,1031,0.35469,0.41411
2020,Primary Level,1st Quintile,No,0.61551,699,1031,0.58580,0.64522
2020,Primary Level,2nd Quintile,Yes,0.42949,68,144,0.34835,0.51062
2020,Primary Level,2nd Quintile,No,0.57051,76,144,0.48938,0.65165
2020,Lower Secondary Level,1st Quintile,Yes,0.35356,510,1333,0.32788,0.37923
2020,Lower Secondary Level,1st Quintile,No,0.62520,823,1333,0.59920,0.65120
2020,Lower Secondary Level,2nd Quintile,Yes,0.29436,219,630,0.25875,0.32998
2020,Lower Secondary Level,2nd Quintile,No,0.67194,411,630,0.63525,0.70863
2020,Lower Secondary Level,3rd Quintile,Yes,0.32198,117,371,0.27437,0.36959
2020,Lower Secondary Level,3rd Quintile,No,0.66549,254,371,0.61742,0.71357
2020,Lower Secondary Level,4th Quintile,Yes,0.22708,63,231,0.17294,0.28123
2020,Lower Secondary Level,4th Quintile,No,0.76035,168,231,0.70518,0.81552
2020,Lower Secondary Level,5th Quintile,Yes,0.21949,32,140,0.15068,0.28830
2020,Lower Secondary Level,5th Quintile,No,0.74350,108,140,0.67091,0.81610
2020,Upper Secondary Level,1st Quintile,Yes,0.33247,899,2439,0.31377,0.35117
2020,Upper Secondary Level,1st Quintile,No,0.66535,1540,2439,0.64661,0.68408
2020,Upper Secondary Level,2nd Quintile,Yes,0.25916,746,2544,0.24213,0.27619
2020,Upper Secondary Level,2nd Quintile,No,0.73731,1798,2544,0.72020,0.75441
2020,Upper Secondary Level,3rd Quintile,Yes,0.23326,514,2052,0.21495,0.25156
2020,Upper Secondary Level,3rd Quintile,No,0.76618,1538,2052,0.74786,0.78450
2020,Upper Secondary Level,4th Quintile,Yes,0.26810,475,1952,0.24845,0.28776
2020,Upper Secondary Level,4th Quintile,No,0.72978,1477,1952,0.71007,0.74948
2020,Upper Secondary Level,5th Quintile,Yes,0.20807,302,1636,0.18839,0.22774
2020,Upper Secondary Level,5th Quintile,No,0.78293,1334,1636,0.76294,0.80291
2020,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.28660,124,405,0.24251,0.33069
2020,Post-secondary Non-tertiary Level,1st Quintile,No,0.71340,281,405,0.66931,0.75749
2020,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.31695,115,401,0.27136,0.36255
2020,Post-secondary Non-tertiary Level,2nd Quintile,No,0.68263,286,401,0.63701,0.72824
2020,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.20489,83,414,0.16596,0.24382
2020,Post-secondary Non-tertiary Level,3rd Quintile,No,0.79511,331,414,0.75618,0.83404
2020,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.20128,84,421,0.16294,0.23963
2020,Post-secondary Non-tertiary Level,4th Quintile,No,0.79872,337,421,0.76037,0.83706
2020,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.18685,81,487,0.15219,0.22150
2020,Post-secondary Non-tertiary Level,5th Quintile,No,0.81315,406,487,0.77850,0.84781
2020,First Stage of Tertiary Education,1st Quintile,No,0.79358,83,83,0.70598,0.88118
2020,First Stage of Tertiary Education,2nd Quintile,Yes,0.12526,31,230,0.08239,0.16814
2020,First Stage of Tertiary Education,2nd Quintile,No,0.86209,199,230,0.81743,0.90675
2020,First Stage of Tertiary Education,3rd Quintile,Yes,0.18691,52,272,0.14050,0.23333
2020,First Stage of Tertiary Education,3rd Quintile,No,0.81309,220,272,0.76667,0.85950
2020,First Stage of Tertiary Education,4th Quintile,Yes,0.25726,71,351,0.21147,0.30306
2020,First Stage of Tertiary Education,4th Quintile,No,0.74274,280,351,0.69694,0.78853
2020,First Stage of Tertiary Education,5th Quintile,Yes,0.18188,82,494,0.14783,0.21593
2020,First Stage of Tertiary Education,5th Quintile,No,0.81780,412,494,0.78373,0.85188
2020,Second Stage of Tertiary Education,1st Quintile,Yes,0.22173,208,876,0.19421,0.24926
2020,Second Stage of Tertiary Education,1st Quintile,No,0.77669,668,876,0.74909,0.80428
2020,Second Stage of Tertiary Education,2nd Quintile,Yes,0.13970,110,694,0.11389,0.16551
2020,Second Stage of Tertiary Education,2nd Quintile,No,0.85840,584,694,0.83245,0.88436
2020,Second Stage of Tertiary Education,3rd Quintile,Yes,0.12468,134,970,0.10388,0.14548
2020,Second Stage of Tertiary Education,3rd Quintile,No,0.87532,836,970,0.85452,0.89612
2020,Second Stage of Tertiary Education,4th Quintile,Yes,0.11635,166,1443,0.09980,0.13290
2020,Second Stage of Tertiary Education,4th Quintile,No,0.88270,1277,1443,0.86609,0.89931
2020,Second Stage of Tertiary Education,5th Quintile,Yes,0.12675,370,3065,0.11497,0.13853
2020,Second Stage of Tertiary Education,5th Quintile,No,0.87325,2695,3065,0.86147,0.88503
2022,Pre-primary Level,1st Quintile,No,0.50744,41,41,0.35251,0.66237
2022,Primary Level,1st Quintile,Yes,0.28771,59,126,0.20835,0.36707
2022,Primary Level,1st Quintile,No,0.35046,67,126,0.26681,0.43410
2022,Lower Secondary Level,1st Quintile,Yes,0.39479,207,483,0.35115,0.43843
2022,Lower Secondary Level,1st Quintile,No,0.52549,276,483,0.48091,0.57007
2022,Lower Secondary Level,2nd Quintile,Yes,0.24879,98,309,0.20051,0.29707
2022,Lower Secondary Level,2nd Quintile,No,0.70794,211,309,0.65716,0.75873
2022,Lower Secondary Level,3rd Quintile,Yes,0.22462,59,191,0.16528,0.28396
2022,Lower Secondary Level,3rd Quintile,No,0.76935,132,191,0.70945,0.82925
2022,Lower Secondary Level,4th Quintile,No,0.81039,83,83,0.72554,0.89523
2022,Lower Secondary Level,5th Quintile,No,0.79663,66,66,0.69878,0.89448
2022,Upper Secondary Level,1st Quintile,Yes,0.31310,459,1318,0.28805,0.33814
2022,Upper Secondary Level,1st Quintile,No,0.65646,859,1318,0.63081,0.68210
2022,Upper Secondary Level,2nd Quintile,Yes,0.22716,407,1518,0.20607,0.24824
2022,Upper Secondary Level,2nd Quintile,No,0.76348,1111,1518,0.74210,0.78487
2022,Upper Secondary Level,3rd Quintile,Yes,0.22524,323,1275,0.20230,0.24818
2022,Upper Secondary Level,3rd Quintile,No,0.76844,952,1275,0.74528,0.79161
2022,Upper Secondary Level,4th Quintile,Yes,0.22268,237,1130,0.19841,0.24695
2022,Upper Secondary Level,4th Quintile,No,0.77607,893,1130,0.75175,0.80039
2022,Upper Secondary Level,5th Quintile,Yes,0.18772,187,1020,0.16374,0.21169
2022,Upper Secondary Level,5th Quintile,No,0.81144,833,1020,0.78742,0.83546
2022,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.32202,74,229,0.26137,0.38267
2022,Post-secondary Non-tertiary Level,1st Quintile,No,0.64549,155,229,0.58339,0.70758
2022,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.24424,85,286,0.19436,0.29412
2022,Post-secondary Non-tertiary Level,2nd Quintile,No,0.74675,201,286,0.69626,0.79724
2022,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.22660,66,308,0.17977,0.27343
2022,Post-secondary Non-tertiary Level,3rd Quintile,No,0.77195,242,308,0.72501,0.81888
2022,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.16329,54,296,0.12111,0.20548
2022,Post-secondary Non-tertiary Level,4th Quintile,No,0.83671,242,296,0.79452,0.87889
2022,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.19118,52,291,0.14592,0.23643
2022,Post-secondary Non-tertiary Level,5th Quintile,No,0.80797,239,291,0.76263,0.85331
2022,First Stage of Tertiary Education,1st Quintile,No,0.78308,61,61,0.67879,0.88737
2022,First Stage of Tertiary Education,2nd Quintile,No,0.85065,129,129,0.78891,0.91240
2022,First Stage of Tertiary Education,3rd Quintile,No,0.88690,162,162,0.83797,0.93582
2022,First Stage of Tertiary Education,4th Quintile,Yes,0.16865,39,229,0.12005,0.21726
2022,First Stage of Tertiary Education,4th Quintile,No,0.83135,190,229,0.78274,0.87995
2022,First Stage of Tertiary Education,5th Quintile,Yes,0.19726,43,291,0.15146,0.24306
2022,First Stage of Tertiary Education,5th Quintile,No,0.80159,248,291,0.75569,0.84749
2022,Second Stage of Tertiary Education,1st Quintile,Yes,0.17626,74,415,0.13955,0.21296
2022,Second Stage of Tertiary Education,1st Quintile,No,0.76414,341,415,0.72324,0.80503
2022,Second Stage of Tertiary Education,2nd Quintile,Yes,0.16290,87,541,0.13175,0.19405
2022,Second Stage of Tertiary Education,2nd Quintile,No,0.82802,454,541,0.79619,0.85985
2022,Second Stage of Tertiary Education,3rd Quintile,Yes,0.09563,98,807,0.07533,0.11593
2022,Second Stage of Tertiary Education,3rd Quintile,No,0.89621,709,807,0.87516,0.91727
2022,Second Stage of Tertiary Education,4th Quintile,Yes,0.10704,138,1215,0.08965,0.12443
