year,age_gr,pgisced97,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,30-45 y.,Lower Secondary Level,No,0.44706,291,617,0.40780,0.48633
2016,30-45 y.,Upper Secondary Level,Yes,0.36798,1121,2942,0.35055,0.38541
2016,30-45 y.,Upper Secondary Level,No,0.62174,1821,2942,0.60421,0.63927
2016,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.31339,288,907,0.28318,0.34359
2016,30-45 y.,Post-secondary Non-tertiary Level,No,0.68030,619,907,0.64993,0.71067
2016,30-45 y.,First Stage of Tertiary Education,Yes,0.21743,82,344,0.17377,0.26108
2016,30-45 y.,First Stage of Tertiary Education,No,0.78004,262,344,0.73620,0.82388
2016,30-45 y.,Second Stage of Tertiary Education,Yes,0.16760,293,2008,0.15126,0.18394
2016,30-45 y.,Second Stage of Tertiary Education,No,0.81781,1715,2008,0.80092,0.83470
2016,46-65 y.,Primary Level,Yes,0.47973,59,127,0.39250,0.56696
2016,46-65 y.,Primary Level,No,0.46787,68,127,0.38074,0.55499
2016,46-65 y.,Lower Secondary Level,Yes,0.40029,242,578,0.36031,0.44027
2016,46-65 y.,Lower Secondary Level,No,0.59247,336,578,0.55237,0.63256
2016,46-65 y.,Upper Secondary Level,Yes,0.35383,1446,4150,0.33928,0.36838
2016,46-65 y.,Upper Secondary Level,No,0.64439,2704,4150,0.62982,0.65896
2016,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.25200,169,713,0.22011,0.28389
2016,46-65 y.,Post-secondary Non-tertiary Level,No,0.74647,544,713,0.71452,0.77843
2016,46-65 y.,First Stage of Tertiary Education,Yes,0.27113,167,682,0.23774,0.30452
2016,46-65 y.,First Stage of Tertiary Education,No,0.72691,515,682,0.69345,0.76038
2016,46-65 y.,Second Stage of Tertiary Education,Yes,0.18670,384,2289,0.17073,0.20266
2016,46-65 y.,Second Stage of Tertiary Education,No,0.81077,1905,2289,0.79472,0.82682
2016,66 and older,Primary Level,No,0.83671,33,33,0.70864,0.96478
2016,66 and older,Lower Secondary Level,Yes,0.12323,64,611,0.09715,0.14932
2016,66 and older,Lower Secondary Level,No,0.87580,547,611,0.84962,0.90197
2016,66 and older,Upper Secondary Level,Yes,0.11825,280,2399,0.10533,0.13118
2016,66 and older,Upper Secondary Level,No,0.87912,2119,2399,0.86607,0.89217
2016,66 and older,Post-secondary Non-tertiary Level,No,0.89581,106,106,0.83737,0.95424
2016,66 and older,First Stage of Tertiary Education,No,0.91435,299,299,0.88257,0.94612
2016,66 and older,Second Stage of Tertiary Education,Yes,0.10629,123,1187,0.08875,0.12383
2016,66 and older,Second Stage of Tertiary Education,No,0.89331,1064,1187,0.87574,0.91088
2018,17-29 y.,Pre-primary Level,Yes,0.04105,31,332,0.01968,0.06243
2018,17-29 y.,Pre-primary Level,No,0.48870,301,332,0.43485,0.54255
2018,17-29 y.,Primary Level,Yes,0.24542,52,102,0.16149,0.32935
2018,17-29 y.,Primary Level,No,0.33890,50,102,0.24659,0.43121
2018,17-29 y.,Lower Secondary Level,Yes,0.36970,328,791,0.33604,0.40337
2018,17-29 y.,Lower Secondary Level,No,0.49375,463,791,0.45889,0.52862
2018,17-29 y.,Upper Secondary Level,Yes,0.26636,432,1707,0.24538,0.28734
2018,17-29 y.,Upper Secondary Level,No,0.71531,1275,1707,0.69389,0.73672
2018,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.20822,77,309,0.16288,0.25357
2018,17-29 y.,Post-secondary Non-tertiary Level,No,0.77992,232,309,0.73365,0.82619
2018,17-29 y.,First Stage of Tertiary Education,No,0.76655,45,45,0.64155,0.89155
2018,17-29 y.,Second Stage of Tertiary Education,Yes,0.13608,64,473,0.10515,0.16702
2018,17-29 y.,Second Stage of Tertiary Education,No,0.82662,409,473,0.79247,0.86078
2018,30-45 y.,Primary Level,Yes,0.42751,98,182,0.35544,0.49958
2018,30-45 y.,Primary Level,No,0.45879,84,182,0.38619,0.53138
2018,30-45 y.,Lower Secondary Level,Yes,0.49999,328,608,0.46021,0.53976
2018,30-45 y.,Lower Secondary Level,No,0.46715,280,608,0.42746,0.50684
2018,30-45 y.,Upper Secondary Level,Yes,0.36490,1014,2647,0.34655,0.38324
2018,30-45 y.,Upper Secondary Level,No,0.62361,1633,2647,0.60515,0.64207
2018,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.29320,243,829,0.26219,0.32421
2018,30-45 y.,Post-secondary Non-tertiary Level,No,0.69737,586,829,0.66608,0.72866
2018,30-45 y.,First Stage of Tertiary Education,Yes,0.18545,63,314,0.14239,0.22850
2018,30-45 y.,First Stage of Tertiary Education,No,0.81455,251,314,0.77150,0.85761
2018,30-45 y.,Second Stage of Tertiary Education,Yes,0.14190,278,2044,0.12677,0.15703
2018,30-45 y.,Second Stage of Tertiary Education,No,0.84223,1766,2044,0.82642,0.85804
2018,46-65 y.,Primary Level,Yes,0.45276,71,158,0.37489,0.53062
2018,46-65 y.,Primary Level,No,0.49014,87,158,0.41194,0.56834
2018,46-65 y.,Lower Secondary Level,Yes,0.42343,298,690,0.38653,0.46032
2018,46-65 y.,Lower Secondary Level,No,0.57213,392,690,0.53519,0.60908
2018,46-65 y.,Upper Secondary Level,Yes,0.34689,1555,4614,0.33315,0.36062
2018,46-65 y.,Upper Secondary Level,No,0.64936,3059,4614,0.63559,0.66313
2018,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.29564,210,831,0.26459,0.32668
2018,46-65 y.,Post-secondary Non-tertiary Level,No,0.70216,621,831,0.67105,0.73327
2018,46-65 y.,First Stage of Tertiary Education,Yes,0.26987,171,727,0.23758,0.30216
2018,46-65 y.,First Stage of Tertiary Education,No,0.72746,556,727,0.69507,0.75985
2018,46-65 y.,Second Stage of Tertiary Education,Yes,0.19337,414,2532,0.17798,0.20876
2018,46-65 y.,Second Stage of Tertiary Education,No,0.80199,2118,2532,0.78646,0.81751
2018,66 and older,Lower Secondary Level,Yes,0.11285,62,597,0.08745,0.13826
2018,66 and older,Lower Secondary Level,No,0.88636,535,597,0.86088,0.91184
2018,66 and older,Upper Secondary Level,Yes,0.11315,321,2541,0.10083,0.12547
2018,66 and older,Upper Secondary Level,No,0.88576,2220,2541,0.87339,0.89813
2018,66 and older,Post-secondary Non-tertiary Level,No,0.89007,132,132,0.83650,0.94364
2018,66 and older,First Stage of Tertiary Education,No,0.89351,312,312,0.85923,0.92780
2018,66 and older,Second Stage of Tertiary Education,Yes,0.09322,129,1283,0.07731,0.10914
2018,66 and older,Second Stage of Tertiary Education,No,0.90561,1154,1283,0.88960,0.92161
2020,17-29 y.,Pre-primary Level,Yes,0.03796,37,342,0.01767,0.05824
2020,17-29 y.,Pre-primary Level,No,0.43480,305,342,0.38219,0.48742
2020,17-29 y.,Primary Level,Yes,0.27405,109,375,0.22885,0.31926
2020,17-29 y.,Primary Level,No,0.62574,266,375,0.57669,0.67478
2020,17-29 y.,Lower Secondary Level,Yes,0.31284,317,954,0.28341,0.34228
2020,17-29 y.,Lower Secondary Level,No,0.58874,637,954,0.55749,0.61998
2020,17-29 y.,Upper Secondary Level,Yes,0.22649,416,1779,0.20703,0.24594
2020,17-29 y.,Upper Secondary Level,No,0.76386,1363,1779,0.74412,0.78360
2020,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.19498,82,348,0.15330,0.23667
2020,17-29 y.,Post-secondary Non-tertiary Level,No,0.80414,266,348,0.76238,0.84589
2020,17-29 y.,First Stage of Tertiary Education,No,0.72746,45,45,0.59589,0.85902
2020,17-29 y.,Second Stage of Tertiary Education,Yes,0.09688,114,763,0.07588,0.11788
2020,17-29 y.,Second Stage of Tertiary Education,No,0.89800,649,763,0.87651,0.91949
2020,30-45 y.,Primary Level,Yes,0.35406,258,732,0.31939,0.38873
2020,30-45 y.,Primary Level,No,0.58639,474,732,0.55069,0.62209
2020,30-45 y.,Lower Secondary Level,Yes,0.52312,401,861,0.48974,0.55650
2020,30-45 y.,Lower Secondary Level,No,0.46805,460,861,0.43471,0.50140
2020,30-45 y.,Upper Secondary Level,Yes,0.35586,937,2562,0.33732,0.37441
2020,30-45 y.,Upper Secondary Level,No,0.64106,1625,2562,0.62248,0.65964
2020,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.26765,230,857,0.23799,0.29731
2020,30-45 y.,Post-secondary Non-tertiary Level,No,0.73200,627,857,0.70233,0.76167
2020,30-45 y.,First Stage of Tertiary Education,Yes,0.16021,48,285,0.11755,0.20287
2020,30-45 y.,First Stage of Tertiary Education,No,0.83816,237,285,0.79532,0.88100
2020,30-45 y.,Second Stage of Tertiary Education,Yes,0.13105,384,2469,0.11774,0.14437
2020,30-45 y.,Second Stage of Tertiary Education,No,0.86565,2085,2469,0.85219,0.87910
2020,46-65 y.,Primary Level,Yes,0.51667,139,328,0.46251,0.57083
2020,46-65 y.,Primary Level,No,0.46230,189,328,0.40826,0.51634
2020,46-65 y.,Lower Secondary Level,Yes,0.36322,289,714,0.32792,0.39852
2020,46-65 y.,Lower Secondary Level,No,0.63520,425,714,0.59987,0.67054
2020,46-65 y.,Upper Secondary Level,Yes,0.32774,1442,4408,0.31388,0.34159
2020,46-65 y.,Upper Secondary Level,No,0.67016,2966,4408,0.65628,0.68404
2020,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.25432,225,971,0.22692,0.28173
2020,46-65 y.,Post-secondary Non-tertiary Level,No,0.74483,746,971,0.71739,0.77226
2020,46-65 y.,First Stage of Tertiary Education,Yes,0.24382,160,762,0.21331,0.27433
2020,46-65 y.,First Stage of Tertiary Education,No,0.75275,602,762,0.72209,0.78340
2020,46-65 y.,Second Stage of Tertiary Education,Yes,0.16017,472,3050,0.14715,0.17319
2020,46-65 y.,Second Stage of Tertiary Education,No,0.83942,2578,3050,0.82638,0.85245
2020,66 and older,Primary Level,No,0.74122,36,36,0.59612,0.88632
2020,66 and older,Lower Secondary Level,Yes,0.12054,62,504,0.09209,0.14899
2020,66 and older,Lower Secondary Level,No,0.87896,442,504,0.85046,0.90747
2020,66 and older,Upper Secondary Level,Yes,0.13295,342,2430,0.11945,0.14645
2020,66 and older,Upper Secondary Level,No,0.86177,2088,2430,0.84804,0.87549
2020,66 and older,Post-secondary Non-tertiary Level,No,0.91626,150,150,0.87179,0.96074
2020,66 and older,First Stage of Tertiary Education,Yes,0.13129,40,352,0.09596,0.16662
2020,66 and older,First Stage of Tertiary Education,No,0.86871,312,352,0.83338,0.90404
2020,66 and older,Second Stage of Tertiary Education,Yes,0.11180,149,1384,0.09519,0.12841
2020,66 and older,Second Stage of Tertiary Education,No,0.88741,1235,1384,0.87075,0.90407
2022,17-29 y.,Pre-primary Level,No,0.51117,252,252,0.44933,0.57301
2022,17-29 y.,Primary Level,Yes,0.22492,34,89,0.13768,0.31216
2022,17-29 y.,Primary Level,No,0.42687,55,89,0.32353,0.53022
2022,17-29 y.,Lower Secondary Level,Yes,0.30575,163,492,0.26500,0.34650
2022,17-29 y.,Lower Secondary Level,No,0.56823,329,492,0.52441,0.61204
2022,17-29 y.,Upper Secondary Level,Yes,0.21624,310,1650,0.19637,0.23611
2022,17-29 y.,Upper Secondary Level,No,0.76268,1340,1650,0.74215,0.78322
2022,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.20000,72,385,0.15999,0.24001
2022,17-29 y.,Post-secondary Non-tertiary Level,No,0.78876,313,385,0.74793,0.82958
2022,17-29 y.,First Stage of Tertiary Education,No,0.79642,55,55,0.68902,0.90382
2022,17-29 y.,Second Stage of Tertiary Education,Yes,0.07992,152,1429,0.06586,0.09399
2022,17-29 y.,Second Stage of Tertiary Education,No,0.90444,1277,1429,0.88919,0.91969
2022,30-45 y.,Primary Level,Yes,0.36009,56,109,0.26955,0.45062
2022,30-45 y.,Primary Level,No,0.32422,53,109,0.23594,0.41250
2022,30-45 y.,Lower Secondary Level,Yes,0.49381,167,367,0.44259,0.54504
2022,30-45 y.,Lower Secondary Level,No,0.46425,200,367,0.41315,0.51534
2022,30-45 y.,Upper Secondary Level,Yes,0.32788,665,2085,0.30772,0.34803
2022,30-45 y.,Upper Secondary Level,No,0.65961,1420,2085,0.63927,0.67995
2022,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.22793,195,810,0.19902,0.25684
2022,30-45 y.,Post-secondary Non-tertiary Level,No,0.76494,615,810,0.73572,0.79416
2022,30-45 y.,First Stage of Tertiary Education,Yes,0.23834,73,337,0.19278,0.28390
2022,30-45 y.,First Stage of Tertiary Education,No,0.75906,264,337,0.71333,0.80479
2022,30-45 y.,Second Stage of Tertiary Education,Yes,0.11283,363,2990,0.10149,0.12418
2022,30-45 y.,Second Stage of Tertiary Education,No,0.87155,2627,2990,0.85955,0.88354
2022,46-65 y.,Primary Level,Yes,0.49438,39,79,0.38343,0.60534
2022,46-65 y.,Primary Level,No,0.39796,40,79,0.28933,0.50659
2022,46-65 y.,Lower Secondary Level,Yes,0.36371,147,390,0.31590,0.41151
2022,46-65 y.,Lower Secondary Level,No,0.61853,243,390,0.57026,0.66680
2022,46-65 y.,Upper Secondary Level,Yes,0.30119,978,3306,0.28555,0.31683
2022,46-65 y.,Upper Secondary Level,No,0.69037,2328,3306,0.67461,0.70613
2022,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.22072,179,813,0.19219,0.24924
2022,46-65 y.,Post-secondary Non-tertiary Level,No,0.77838,634,813,0.74981,0.80694
2022,46-65 y.,First Stage of Tertiary Education,Yes,0.18533,101,647,0.15536,0.21529
2022,46-65 y.,First Stage of Tertiary Education,No,0.81467,546,647,0.78471,0.84464
2022,46-65 y.,Second Stage of Tertiary Education,Yes,0.14180,364,2638,0.12848,0.15511
2022,46-65 y.,Second Stage of Tertiary Education,No,0.85557,2274,2638,0.84215,0.86899
2022,66 and older,Lower Secondary Level,Yes,0.13772,48,319,0.09985,0.17560
2022,66 and older,Lower Secondary Level,No,0.86157,271,319,0.82362,0.89953
2022,66 and older,Upper Secondary Level,Yes,0.13098,271,1822,0.11548,0.14647
2022,66 and older,Upper Secondary Level,No,0.86727,1551,1822,0.85169,0.88286
2022,66 and older,Post-secondary Non-tertiary Level,No,0.88431,109,109,0.82399,0.94464
2022,66 and older,First Stage of Tertiary Education,Yes,0.10248,36,305,0.06839,0.13658
2022,66 and older,First Stage of Tertiary Education,No,0.89752,269,305,0.86342,0.93161
2022,66 and older,Second Stage of Tertiary Education,Yes,0.11299,131,1294,0.09574,0.13025
2022,66 and older,Second Stage of Tertiary Education,No,0.88266,1163,1294,0.86512,0.90021
