year,migback,pgisced97,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Indirect migration background,Upper Secondary Level,Yes,0.34515,192,612,0.30745,0.38285
2020,Indirect migration background,Upper Secondary Level,No,0.64797,420,612,0.61009,0.68584
2020,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.29732,37,135,0.21993,0.37471
2020,Indirect migration background,Post-secondary Non-tertiary Level,No,0.70268,98,135,0.62529,0.78007
2020,Indirect migration background,First Stage of Tertiary Education,No,0.86974,41,41,0.76543,0.97405
2020,Indirect migration background,Second Stage of Tertiary Education,Yes,0.17899,40,292,0.13495,0.22304
2020,Indirect migration background,Second Stage of Tertiary Education,No,0.82101,252,292,0.77696,0.86505
2022,No migration background,Pre-primary Level,No,0.47771,156,156,0.39907,0.55635
2022,No migration background,Primary Level,Yes,0.58394,68,116,0.49385,0.67403
2022,No migration background,Primary Level,No,0.40727,48,116,0.31747,0.49707
2022,No migration background,Lower Secondary Level,Yes,0.27574,337,977,0.24770,0.30378
2022,No migration background,Lower Secondary Level,No,0.70638,640,977,0.67781,0.73495
2022,No migration background,Upper Secondary Level,Yes,0.23022,1746,6998,0.22036,0.24009
2022,No migration background,Upper Secondary Level,No,0.76545,5252,6998,0.75552,0.77538
2022,No migration background,Post-secondary Non-tertiary Level,Yes,0.19240,314,1493,0.17240,0.21240
2022,No migration background,Post-secondary Non-tertiary Level,No,0.80743,1179,1493,0.78742,0.82744
2022,No migration background,First Stage of Tertiary Education,Yes,0.15518,190,1219,0.13485,0.17552
2022,No migration background,First Stage of Tertiary Education,No,0.84482,1029,1219,0.82448,0.86515
2022,No migration background,Second Stage of Tertiary Education,Yes,0.11193,646,5502,0.10360,0.12026
2022,No migration background,Second Stage of Tertiary Education,No,0.88508,4856,5502,0.87665,0.89351
2022,Direct migration background,Pre-primary Level,No,0.75866,90,90,0.66976,0.84756
2022,Direct migration background,Primary Level,Yes,0.21578,52,157,0.15123,0.28034
2022,Direct migration background,Primary Level,No,0.40477,105,157,0.32775,0.48180
2022,Direct migration background,Lower Secondary Level,Yes,0.32980,142,464,0.28697,0.37262
2022,Direct migration background,Lower Secondary Level,No,0.58635,322,464,0.54149,0.63121
2022,Direct migration background,Upper Secondary Level,Yes,0.27277,327,1284,0.24840,0.29714
2022,Direct migration background,Upper Secondary Level,No,0.67887,957,1284,0.65332,0.70442
2022,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.22411,116,496,0.18738,0.26085
2022,Direct migration background,Post-secondary Non-tertiary Level,No,0.75142,380,496,0.71335,0.78949
2022,Direct migration background,First Stage of Tertiary Education,No,0.69962,54,54,0.57621,0.82304
2022,Direct migration background,Second Stage of Tertiary Education,Yes,0.13895,314,2428,0.12519,0.15271
2022,Direct migration background,Second Stage of Tertiary Education,No,0.82479,2114,2428,0.80966,0.83991
2022,Indirect migration background,Pre-primary Level,No,0.49013,33,33,0.31692,0.66334
2022,Indirect migration background,Lower Secondary Level,Yes,0.35653,46,127,0.27290,0.44017
2022,Indirect migration background,Lower Secondary Level,No,0.61686,81,127,0.53197,0.70174
2022,Indirect migration background,Upper Secondary Level,Yes,0.31385,151,581,0.27609,0.35162
2022,Indirect migration background,Upper Secondary Level,No,0.68535,430,581,0.64755,0.72314
2022,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.30198,37,149,0.22801,0.37595
2022,Indirect migration background,Post-secondary Non-tertiary Level,No,0.69802,112,149,0.62405,0.77199
2022,Indirect migration background,First Stage of Tertiary Education,No,0.68571,51,51,0.55703,0.81438
2022,Indirect migration background,Second Stage of Tertiary Education,Yes,0.14467,50,421,0.11102,0.17831
2022,Indirect migration background,Second Stage of Tertiary Education,No,0.84280,371,421,0.80799,0.87761
