"ple0081_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2010","AkademikerIn","kein Migrationshintergrund","591","0.181315322688894","0.168501719105136","0.194128926272652"
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","48","0.195240517122127","0.148220282311314","0.24226075193294"
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","21","","",""
"Ja","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","228","","",""
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","61","0.687561158617033","0.590168405796292","0.784953911437775"
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","39","0.669723871121019","0.540646686188202","0.798801056053836"
"Nein","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","3412","0.724234640482377","0.711479927356705","0.736989353608048"
"Nein","2010","Hauptschule","direkter Migrationshintergrund","503","0.706098094876117","0.672278731937061","0.739917457815174"
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","92","0.503846432150909","0.431603338956311","0.576089525345507"
"Nein","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Realschule","kein Migrationshintergrund","2881","","",""
"Nein","2010","Realschule","direkter Migrationshintergrund","96","0.688233724563451","0.606372530043565","0.770094919083338"
"Nein","2010","Realschule","indirekter Migrationshintergrund","99","0.5579849313151","0.479292647700505","0.636677214929695"
"Nein","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(Fach-)Abitur","kein Migrationshintergrund","1173","","",""
"Nein","2010","(Fach-)Abitur","direkter Migrationshintergrund","187","","",""
"Nein","2010","(Fach-)Abitur","indirekter Migrationshintergrund","79","0.712920200276935","0.627598796778914","0.798241603774956"
"Nein","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","AkademikerIn","kein Migrationshintergrund","2882","","",""
"Nein","2010","AkademikerIn","direkter Migrationshintergrund","225","","",""
"Nein","2010","AkademikerIn","indirekter Migrationshintergrund","63","0.766851608300087","0.676428313761448","0.857274902838726"
"Nein","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","","","",""
"Ja","2011","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2011","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Realschule","kein Migrationshintergrund","","","",""
"Nein","2011","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2011","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2011","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2011","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(noch) kein Abschluss","kein Migrationshintergrund","111","","",""
"Ja","2012","(noch) kein Abschluss","direkter Migrationshintergrund","24","","",""
"Ja","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"Ja","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Hauptschule","kein Migrationshintergrund","1626","","",""
"Ja","2012","Hauptschule","direkter Migrationshintergrund","230","","",""
"Ja","2012","Hauptschule","indirekter Migrationshintergrund","105","","",""
"Ja","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Realschule","kein Migrationshintergrund","1567","","",""
"Ja","2012","Realschule","direkter Migrationshintergrund","47","0.344653784986815","0.27257345282054","0.41673411715309"
"Ja","2012","Realschule","indirekter Migrationshintergrund","55","0.330022474762018","0.262627244226068","0.397417705297968"
"Ja","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(Fach-)Abitur","kein Migrationshintergrund","433","0.230995209737372","0.211983853250318","0.250006566224425"
"Ja","2012","(Fach-)Abitur","direkter Migrationshintergrund","103","","",""
"Ja","2012","(Fach-)Abitur","indirekter Migrationshintergrund","30","0.203304502885555","0.138465412519961","0.268143593251148"
"Ja","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","AkademikerIn","kein Migrationshintergrund","675","0.17267547502305","0.161157964715725","0.184192985330375"
"Ja","2012","AkademikerIn","direkter Migrationshintergrund","60","0.178995928944291","0.140401668955005","0.217590188933576"
"Ja","2012","AkademikerIn","indirekter Migrationshintergrund","27","","",""
"Ja","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(noch) kein Abschluss","kein Migrationshintergrund","250","","",""
"Nein","2012","(noch) kein Abschluss","direkter Migrationshintergrund","90","0.738096483949878","0.657387310807015","0.818805657092741"
"Nein","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","52","0.776054407623016","0.676232001431734","0.875876813814298"
"Nein","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Hauptschule","kein Migrationshintergrund","4260","0.725241224789884","0.713837283065257","0.73664516651451"
"Nein","2012","Hauptschule","direkter Migrationshintergrund","609","0.702889820137002","0.671967682885646","0.733811957388357"
"Nein","2012","Hauptschule","indirekter Migrationshintergrund","99","0.471450484655049","0.402949961228109","0.539951008081989"
"Nein","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Realschule","kein Migrationshintergrund","3506","0.685053803063242","0.672271880417675","0.697835725708808"
"Nein","2012","Realschule","direkter Migrationshintergrund","120","","",""
"Nein","2012","Realschule","indirekter Migrationshintergrund","132","","",""
"Nein","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(Fach-)Abitur","kein Migrationshintergrund","1455","","",""
"Nein","2012","(Fach-)Abitur","direkter Migrationshintergrund","285","","",""
"Nein","2012","(Fach-)Abitur","indirekter Migrationshintergrund","118","","",""
"Nein","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","AkademikerIn","kein Migrationshintergrund","3462","0.82732452497695","0.815807014669625","0.838842035284275"
"Nein","2012","AkademikerIn","direkter Migrationshintergrund","319","0.821004071055709","0.782409811066424","0.859598331044995"
"Nein","2012","AkademikerIn","indirekter Migrationshintergrund","91","0.793335028648984","0.720276850391154","0.866393206906814"
"Nein","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2013","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2013","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Realschule","kein Migrationshintergrund","","","",""
"Ja","2013","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2013","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2013","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2013","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Realschule","kein Migrationshintergrund","","","",""
"Nein","2013","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2013","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2013","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(noch) kein Abschluss","kein Migrationshintergrund","149","","",""
"Ja","2014","(noch) kein Abschluss","direkter Migrationshintergrund","132","","",""
"Ja","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","43","0.344416397692475","0.266805484024894","0.422027311360057"
"Ja","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Hauptschule","kein Migrationshintergrund","1817","","",""
"Ja","2014","Hauptschule","direkter Migrationshintergrund","642","0.318697439026954","0.297656411753007","0.339738466300901"
"Ja","2014","Hauptschule","indirekter Migrationshintergrund","233","","",""
"Ja","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Realschule","kein Migrationshintergrund","1847","","",""
"Ja","2014","Realschule","direkter Migrationshintergrund","133","","",""
"Ja","2014","Realschule","indirekter Migrationshintergrund","162","","",""
"Ja","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(Fach-)Abitur","kein Migrationshintergrund","542","0.231367222020684","0.214544749614451","0.248189694426917"
"Ja","2014","(Fach-)Abitur","direkter Migrationshintergrund","357","0.284081027614191","0.258338911824444","0.309823143403939"
"Ja","2014","(Fach-)Abitur","indirekter Migrationshintergrund","102","","",""
"Ja","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","AkademikerIn","kein Migrationshintergrund","732","0.165936050821016","0.155454143149564","0.176417958492468"
"Ja","2014","AkademikerIn","direkter Migrationshintergrund","199","","",""
"Ja","2014","AkademikerIn","indirekter Migrationshintergrund","49","0.150578608590736","0.107998508067386","0.193158709114086"
"Ja","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(noch) kein Abschluss","kein Migrationshintergrund","331","0.675210162942956","0.633316515532305","0.717103810353606"
"Nein","2014","(noch) kein Abschluss","direkter Migrationshintergrund","245","","",""
"Nein","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","101","","",""
"Nein","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Hauptschule","kein Migrationshintergrund","4039","0.709653614543811","0.69802765041898","0.721279578668642"
"Nein","2014","Hauptschule","direkter Migrationshintergrund","1242","","",""
"Nein","2014","Hauptschule","indirekter Migrationshintergrund","219","","",""
"Nein","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Realschule","kein Migrationshintergrund","4174","0.698224544656823","0.686630010879428","0.709819078434218"
"Nein","2014","Realschule","direkter Migrationshintergrund","265","","",""
"Nein","2014","Realschule","indirekter Migrationshintergrund","283","","",""
"Nein","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(Fach-)Abitur","kein Migrationshintergrund","1872","","",""
"Nein","2014","(Fach-)Abitur","direkter Migrationshintergrund","822","0.715918972385808","0.690176856596061","0.741661088175556"
"Nein","2014","(Fach-)Abitur","indirekter Migrationshintergrund","241","","",""
"Nein","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","AkademikerIn","kein Migrationshintergrund","4107","0.834063949178984","0.823582041507532","0.844545856850436"
"Nein","2014","AkademikerIn","direkter Migrationshintergrund","911","0.809053266942393","0.785930953945426","0.832175579939361"
"Nein","2014","AkademikerIn","indirekter Migrationshintergrund","222","","",""
"Nein","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Realschule","kein Migrationshintergrund","","","",""
"Ja","2015","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Realschule","kein Migrationshintergrund","","","",""
"Nein","2015","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(noch) kein Abschluss","kein Migrationshintergrund","114","","",""
"Ja","2016","(noch) kein Abschluss","direkter Migrationshintergrund","124","","",""
"Ja","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","26","","",""
"Ja","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Hauptschule","kein Migrationshintergrund","1496","","",""
"Ja","2016","Hauptschule","direkter Migrationshintergrund","572","0.299917314155883","0.277485894136138","0.322348734175627"
"Ja","2016","Hauptschule","indirekter Migrationshintergrund","180","","",""
"Ja","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Realschule","kein Migrationshintergrund","1570","","",""
"Ja","2016","Realschule","direkter Migrationshintergrund","99","0.360252885782749","0.307321599040629","0.413184172524868"
"Ja","2016","Realschule","indirekter Migrationshintergrund","128","","",""
"Ja","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(Fach-)Abitur","kein Migrationshintergrund","451","0.211638620471296","0.194573938411781","0.22870330253081"
"Ja","2016","(Fach-)Abitur","direkter Migrationshintergrund","361","0.288698766329191","0.262462318986704","0.314935213671679"
"Ja","2016","(Fach-)Abitur","indirekter Migrationshintergrund","73","0.226741468813103","0.180863842484425","0.27261909514178"
"Ja","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","AkademikerIn","kein Migrationshintergrund","610","0.156593803951751","0.145893332895104","0.167294275008398"
"Ja","2016","AkademikerIn","direkter Migrationshintergrund","196","","",""
"Ja","2016","AkademikerIn","indirekter Migrationshintergrund","51","0.260077443725805","0.204228058695197","0.315926828756413"
"Ja","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(noch) kein Abschluss","kein Migrationshintergrund","253","","",""
"Nein","2016","(noch) kein Abschluss","direkter Migrationshintergrund","219","","",""
"Nein","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","74","0.680478270005952","0.589086850876616","0.771869689135289"
"Nein","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hauptschule","kein Migrationshintergrund","3474","0.722263434900316","0.709811574555389","0.734715295245243"
"Nein","2016","Hauptschule","direkter Migrationshintergrund","1031","","",""
"Nein","2016","Hauptschule","indirekter Migrationshintergrund","195","","",""
"Nein","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Realschule","kein Migrationshintergrund","3744","0.706756215419266","0.694516070995896","0.718996359842637"
"Nein","2016","Realschule","direkter Migrationshintergrund","217","","",""
"Nein","2016","Realschule","indirekter Migrationshintergrund","251","","",""
"Nein","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(Fach-)Abitur","kein Migrationshintergrund","1750","","",""
"Nein","2016","(Fach-)Abitur","direkter Migrationshintergrund","785","0.711301233670809","0.685064786328321","0.737537681013296"
"Nein","2016","(Fach-)Abitur","indirekter Migrationshintergrund","247","","",""
"Nein","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","AkademikerIn","kein Migrationshintergrund","3821","0.843406196048249","0.832705724991602","0.854106667104896"
"Nein","2016","AkademikerIn","direkter Migrationshintergrund","1013","","",""
"Nein","2016","AkademikerIn","indirekter Migrationshintergrund","186","","",""
"Nein","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Realschule","kein Migrationshintergrund","","","",""
"Ja","2017","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Realschule","kein Migrationshintergrund","","","",""
"Nein","2017","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","(noch) kein Abschluss","kein Migrationshintergrund","135","","",""
"Ja","2018","(noch) kein Abschluss","direkter Migrationshintergrund","125","","",""
"Ja","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","33","0.277039560651176","0.197298213683615","0.356780907618737"
"Ja","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Hauptschule","kein Migrationshintergrund","1532","","",""
"Ja","2018","Hauptschule","direkter Migrationshintergrund","503","0.321801534597317","0.2975967773769","0.346006291817735"
"Ja","2018","Hauptschule","indirekter Migrationshintergrund","180","","",""
"Ja","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Realschule","kein Migrationshintergrund","1697","","",""
"Ja","2018","Realschule","direkter Migrationshintergrund","99","0.402817163132186","0.347953279661428","0.457681046602944"
"Ja","2018","Realschule","indirekter Migrationshintergrund","124","","",""
"Ja","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","(Fach-)Abitur","kein Migrationshintergrund","539","0.212098490721652","0.196540049394924","0.22765693204838"
"Ja","2018","(Fach-)Abitur","direkter Migrationshintergrund","295","","",""
"Ja","2018","(Fach-)Abitur","indirekter Migrationshintergrund","88","0.262236776415698","0.216610052889953","0.307863499941444"
"Ja","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","AkademikerIn","kein Migrationshintergrund","660","0.142049830385698","0.132301005279313","0.151798655492083"
"Ja","2018","AkademikerIn","direkter Migrationshintergrund","183","","",""
"Ja","2018","AkademikerIn","indirekter Migrationshintergrund","42","0.213211110456085","0.164715008183401","0.261707212728768"
"Ja","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","(noch) kein Abschluss","kein Migrationshintergrund","279","","",""
"Nein","2018","(noch) kein Abschluss","direkter Migrationshintergrund","216","","",""
"Nein","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","88","0.722960439348824","0.643219092381263","0.802701786316384"
"Nein","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Hauptschule","kein Migrationshintergrund","3430","0.727753873448711","0.715368964200565","0.740138782696857"
"Nein","2018","Hauptschule","direkter Migrationshintergrund","928","0.678198465402683","0.653993708182265","0.7024032226231"
"Nein","2018","Hauptschule","indirekter Migrationshintergrund","199","","",""
"Nein","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Realschule","kein Migrationshintergrund","4235","0.722937975390151","0.711548950532759","0.734327000247544"
"Nein","2018","Realschule","direkter Migrationshintergrund","208","","",""
"Nein","2018","Realschule","indirekter Migrationshintergrund","285","","",""
"Nein","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","(Fach-)Abitur","kein Migrationshintergrund","2113","","",""
"Nein","2018","(Fach-)Abitur","direkter Migrationshintergrund","714","0.715499814598428","0.687661140453706","0.74333848874315"
"Nein","2018","(Fach-)Abitur","indirekter Migrationshintergrund","269","","",""
"Nein","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
