year,regtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Rural regions,10 or more rooms,0.01029,43,3844,0.00710,0.01348
2008,Urban regions,1 room,0.04215,220,7190,0.03750,0.04679
2008,Urban regions,2 rooms,0.21619,1185,7190,0.20667,0.22570
2008,Urban regions,3 rooms,0.31179,2114,7190,0.30108,0.32249
2008,Urban regions,4 rooms,0.18554,1483,7190,0.17656,0.19453
2008,Urban regions,5 rooms,0.12003,1007,7190,0.11252,0.12755
2008,Urban regions,6 rooms,0.07115,636,7190,0.06520,0.07709
2008,Urban regions,7 rooms,0.03118,311,7190,0.02717,0.03520
2008,Urban regions,8 rooms,0.01161,128,7190,0.00914,0.01409
2008,Urban regions,9 rooms,0.00660,73,7190,0.00473,0.00847
2008,Urban regions,10 or more rooms,0.00376,33,7190,0.00235,0.00518
2008,Rural regions,1 room,0.02309,65,3632,0.01820,0.02797
2008,Rural regions,2 rooms,0.17670,507,3632,0.16429,0.18910
2008,Rural regions,3 rooms,0.26924,954,3632,0.25482,0.28367
2008,Rural regions,4 rooms,0.21196,786,3632,0.19867,0.22525
2008,Rural regions,5 rooms,0.15994,625,3632,0.14802,0.17186
2008,Rural regions,6 rooms,0.07669,333,3632,0.06803,0.08534
2008,Rural regions,7 rooms,0.04029,175,3632,0.03389,0.04669
2008,Rural regions,8 rooms,0.02367,103,3632,0.01872,0.02861
2008,Rural regions,9 rooms,0.00728,40,3632,0.00452,0.01005
2008,Rural regions,10 or more rooms,0.01115,44,3632,0.00773,0.01456
2009,Urban regions,1 room,0.04132,190,6699,0.03655,0.04609
2009,Urban regions,2 rooms,0.21217,1094,6699,0.20238,0.22196
2009,Urban regions,3 rooms,0.31293,1988,6699,0.30183,0.32404
2009,Urban regions,4 rooms,0.18123,1353,6699,0.17201,0.19046
2009,Urban regions,5 rooms,0.12578,965,6699,0.11784,0.13372
2009,Urban regions,6 rooms,0.06924,583,6699,0.06316,0.07532
2009,Urban regions,7 rooms,0.03210,304,6699,0.02787,0.03632
2009,Urban regions,8 rooms,0.01398,127,6699,0.01117,0.01679
2009,Urban regions,9 rooms,0.00603,58,6699,0.00417,0.00788
2009,Urban regions,10 or more rooms,0.00522,37,6699,0.00349,0.00694
2009,Rural regions,1 room,0.02320,58,3478,0.01820,0.02821
2009,Rural regions,2 rooms,0.16975,482,3478,0.15727,0.18223
2009,Rural regions,3 rooms,0.26534,901,3478,0.25066,0.28002
2009,Rural regions,4 rooms,0.22178,783,3478,0.20798,0.23559
2009,Rural regions,5 rooms,0.15977,588,3478,0.14759,0.17195
2009,Rural regions,6 rooms,0.07382,316,3478,0.06513,0.08252
2009,Rural regions,7 rooms,0.04320,173,3478,0.03644,0.04996
2009,Rural regions,8 rooms,0.02179,84,3478,0.01693,0.02664
2009,Rural regions,9 rooms,0.01074,48,3478,0.00731,0.01416
2009,Rural regions,10 or more rooms,0.01060,45,3478,0.00720,0.01401
2010,Urban regions,1 room,0.03718,169,9087,0.03329,0.04107
2010,Urban regions,2 rooms,0.19916,1178,9087,0.19095,0.20737
2010,Urban regions,3 rooms,0.32731,2960,9087,0.31766,0.33695
2010,Urban regions,4 rooms,0.18895,2024,9087,0.18090,0.19700
2010,Urban regions,5 rooms,0.12004,1277,9087,0.11335,0.12672
2010,Urban regions,6 rooms,0.07315,814,9087,0.06779,0.07850
2010,Urban regions,7 rooms,0.02996,359,9087,0.02646,0.03347
2010,Urban regions,8 rooms,0.01331,165,9087,0.01095,0.01566
2010,Urban regions,9 rooms,0.00744,86,9087,0.00567,0.00920
2010,Urban regions,10 or more rooms,0.00351,55,9087,0.00229,0.00472
2010,Rural regions,1 room,0.02219,56,4712,0.01798,0.02639
2010,Rural regions,2 rooms,0.17240,493,4712,0.16161,0.18319
2010,Rural regions,3 rooms,0.27184,1263,4712,0.25914,0.28454
2010,Rural regions,4 rooms,0.21202,1134,4712,0.20035,0.22369
2010,Rural regions,5 rooms,0.15682,785,4712,0.14643,0.16720
2010,Rural regions,6 rooms,0.07918,458,4712,0.07147,0.08689
2010,Rural regions,7 rooms,0.04594,272,4712,0.03996,0.05192
2010,Rural regions,8 rooms,0.02212,136,4712,0.01792,0.02632
2010,Rural regions,9 rooms,0.00899,61,4712,0.00629,0.01168
2010,Rural regions,10 or more rooms,0.00852,54,4712,0.00590,0.01114
2011,Urban regions,1 room,0.03935,242,10757,0.03568,0.04303
2011,Urban regions,2 rooms,0.20939,1478,10757,0.20170,0.21708
2011,Urban regions,3 rooms,0.32425,3370,10757,0.31540,0.33309
2011,Urban regions,4 rooms,0.17767,2244,10757,0.17045,0.18489
2011,Urban regions,5 rooms,0.12579,1567,10757,0.11952,0.13206
2011,Urban regions,6 rooms,0.06936,996,10757,0.06456,0.07416
2011,Urban regions,7 rooms,0.02935,449,10757,0.02616,0.03254
2011,Urban regions,8 rooms,0.01588,245,10757,0.01352,0.01824
2011,Urban regions,9 rooms,0.00550,105,10757,0.00410,0.00690
2011,Urban regions,10 or more rooms,0.00346,61,10757,0.00235,0.00457
2011,Rural regions,1 room,0.02988,92,5846,0.02552,0.03425
2011,Rural regions,2 rooms,0.16594,632,5846,0.15640,0.17548
2011,Rural regions,3 rooms,0.26591,1544,5846,0.25458,0.27724
2011,Rural regions,4 rooms,0.21089,1357,5846,0.20043,0.22135
2011,Rural regions,5 rooms,0.15425,942,5846,0.14499,0.16351
2011,Rural regions,6 rooms,0.08712,621,5846,0.07989,0.09435
2011,Rural regions,7 rooms,0.04706,350,5846,0.04164,0.05249
2011,Rural regions,8 rooms,0.02344,171,5846,0.01956,0.02732
2011,Rural regions,9 rooms,0.00733,73,5846,0.00514,0.00952
2011,Rural regions,10 or more rooms,0.00817,64,5846,0.00586,0.01048
2012,Urban regions,1 room,0.04031,265,10448,0.03654,0.04408
2012,Urban regions,2 rooms,0.20468,1426,10448,0.19695,0.21242
2012,Urban regions,3 rooms,0.32116,3231,10448,0.31221,0.33012
2012,Urban regions,4 rooms,0.18184,2186,10448,0.17444,0.18924
2012,Urban regions,5 rooms,0.12522,1520,10448,0.11887,0.13157
2012,Urban regions,6 rooms,0.06906,981,10448,0.06420,0.07393
2012,Urban regions,7 rooms,0.03235,444,10448,0.02895,0.03574
2012,Urban regions,8 rooms,0.01450,222,10448,0.01221,0.01679
2012,Urban regions,9 rooms,0.00538,102,10448,0.00398,0.00679
2012,Urban regions,10 or more rooms,0.00549,71,10448,0.00407,0.00691
2012,Rural regions,1 room,0.02782,97,5855,0.02361,0.03203
2012,Rural regions,2 rooms,0.16747,655,5855,0.15790,0.17703
2012,Rural regions,3 rooms,0.27326,1549,5855,0.26184,0.28467
2012,Rural regions,4 rooms,0.21570,1366,5855,0.20516,0.22624
2012,Rural regions,5 rooms,0.14572,932,5855,0.13668,0.15475
2012,Rural regions,6 rooms,0.08479,595,5855,0.07765,0.09193
2012,Rural regions,7 rooms,0.04549,351,5855,0.04015,0.05083
2012,Rural regions,8 rooms,0.02328,177,5855,0.01942,0.02714
2012,Rural regions,9 rooms,0.00750,66,5855,0.00529,0.00972
2012,Rural regions,10 or more rooms,0.00897,67,5855,0.00655,0.01138
2013,Urban regions,1 room,0.04162,329,11851,0.03803,0.04522
2013,Urban regions,2 rooms,0.20761,1740,11851,0.20030,0.21491
2013,Urban regions,3 rooms,0.31842,3788,11851,0.31003,0.32681
2013,Urban regions,4 rooms,0.17990,2493,11851,0.17298,0.18681
2013,Urban regions,5 rooms,0.12707,1641,11851,0.12107,0.13306
2013,Urban regions,6 rooms,0.06851,1006,11851,0.06396,0.07306
2013,Urban regions,7 rooms,0.03309,469,11851,0.02987,0.03631
2013,Urban regions,8 rooms,0.01473,222,11851,0.01257,0.01690
2013,Urban regions,9 rooms,0.00515,92,11851,0.00386,0.00644
2013,Urban regions,10 or more rooms,0.00390,71,11851,0.00278,0.00502
2013,Rural regions,1 room,0.02951,112,6019,0.02523,0.03378
2013,Rural regions,2 rooms,0.16826,690,6019,0.15881,0.17771
2013,Rural regions,3 rooms,0.27600,1615,6019,0.26471,0.28730
2013,Rural regions,4 rooms,0.21047,1420,6019,0.20018,0.22077
2013,Rural regions,5 rooms,0.15002,951,6019,0.14100,0.15904
2013,Rural regions,6 rooms,0.08592,595,6019,0.07884,0.09300
2013,Rural regions,7 rooms,0.04246,334,6019,0.03736,0.04755
2013,Rural regions,8 rooms,0.02212,171,6019,0.01840,0.02584
2013,Rural regions,9 rooms,0.00910,73,6019,0.00670,0.01150
2013,Rural regions,10 or more rooms,0.00614,58,6019,0.00416,0.00811
2014,Urban regions,1 room,0.04159,279,10400,0.03775,0.04542
2014,Urban regions,2 rooms,0.20465,1482,10400,0.19690,0.21241
2014,Urban regions,3 rooms,0.31374,3277,10400,0.30482,0.32266
2014,Urban regions,4 rooms,0.18695,2175,10400,0.17945,0.19444
2014,Urban regions,5 rooms,0.12367,1492,10400,0.11734,0.12999
2014,Urban regions,6 rooms,0.06937,904,10400,0.06449,0.07425
2014,Urban regions,7 rooms,0.03386,430,10400,0.03038,0.03733
2014,Urban regions,8 rooms,0.01659,205,10400,0.01414,0.01905
2014,Urban regions,9 rooms,0.00546,92,10400,0.00405,0.00688
2014,Urban regions,10 or more rooms,0.00413,64,10400,0.00290,0.00536
2014,Rural regions,1 room,0.02648,86,5428,0.02221,0.03075
2014,Rural regions,2 rooms,0.17419,644,5428,0.16410,0.18428
2014,Rural regions,3 rooms,0.28313,1460,5428,0.27114,0.29511
2014,Rural regions,4 rooms,0.20472,1241,5428,0.19398,0.21545
2014,Rural regions,5 rooms,0.14454,847,5428,0.13518,0.15389
2014,Rural regions,6 rooms,0.08110,552,5428,0.07383,0.08836
2014,Rural regions,7 rooms,0.04691,322,5428,0.04128,0.05253
2014,Rural regions,8 rooms,0.02163,158,5428,0.01776,0.02551
2014,Rural regions,9 rooms,0.00928,64,5428,0.00673,0.01183
2014,Rural regions,10 or more rooms,0.00804,54,5428,0.00566,0.01041
2015,Urban regions,1 room,0.04413,355,10383,0.04018,0.04809
2015,Urban regions,2 rooms,0.20372,1622,10383,0.19597,0.21147
2015,Urban regions,3 rooms,0.31189,3292,10383,0.30298,0.32080
2015,Urban regions,4 rooms,0.18315,2043,10383,0.17571,0.19059
2015,Urban regions,5 rooms,0.12743,1443,10383,0.12102,0.13385
2015,Urban regions,6 rooms,0.07118,887,10383,0.06623,0.07612
2015,Urban regions,7 rooms,0.03427,402,10383,0.03077,0.03777
2015,Urban regions,8 rooms,0.01584,198,10383,0.01344,0.01824
2015,Urban regions,9 rooms,0.00556,88,10383,0.00413,0.00699
2015,Urban regions,10 or more rooms,0.00282,53,10383,0.00180,0.00384
2015,Rural regions,1 room,0.02521,100,5381,0.02102,0.02940
2015,Rural regions,2 rooms,0.17438,655,5381,0.16424,0.18452
2015,Rural regions,3 rooms,0.28426,1475,5381,0.27221,0.29632
2015,Rural regions,4 rooms,0.20010,1172,5381,0.18941,0.21079
2015,Rural regions,5 rooms,0.14148,833,5381,0.13217,0.15079
2015,Rural regions,6 rooms,0.08987,566,5381,0.08222,0.09751
2015,Rural regions,7 rooms,0.04489,309,5381,0.03935,0.05042
2015,Rural regions,8 rooms,0.01953,139,5381,0.01583,0.02323
2015,Rural regions,9 rooms,0.01164,74,5381,0.00878,0.01451
2015,Rural regions,10 or more rooms,0.00864,58,5381,0.00617,0.01111
2016,Urban regions,1 room,0.04525,464,10827,0.04133,0.04916
2016,Urban regions,2 rooms,0.20588,1773,10827,0.19826,0.21349
2016,Urban regions,3 rooms,0.30712,3449,10827,0.29843,0.31581
2016,Urban regions,4 rooms,0.18257,2167,10827,0.17530,0.18985
2016,Urban regions,5 rooms,0.12722,1400,10827,0.12094,0.13350
2016,Urban regions,6 rooms,0.07157,858,10827,0.06671,0.07642
2016,Urban regions,7 rooms,0.03407,385,10827,0.03065,0.03749
2016,Urban regions,8 rooms,0.01642,189,10827,0.01403,0.01882
2016,Urban regions,9 rooms,0.00507,81,10827,0.00373,0.00641
2016,Urban regions,10 or more rooms,0.00483,61,10827,0.00353,0.00614
2016,Rural regions,1 room,0.02584,139,5575,0.02167,0.03000
2016,Rural regions,2 rooms,0.15828,722,5575,0.14870,0.16786
2016,Rural regions,3 rooms,0.28475,1589,5575,0.27290,0.29659
2016,Rural regions,4 rooms,0.19989,1213,5575,0.18939,0.21039
2016,Rural regions,5 rooms,0.14547,819,5575,0.13621,0.15472
2016,Rural regions,6 rooms,0.09371,534,5575,0.08606,0.10136
2016,Rural regions,7 rooms,0.04926,308,5575,0.04358,0.05494
2016,Rural regions,8 rooms,0.02622,146,5575,0.02203,0.03042
2016,Rural regions,9 rooms,0.00770,50,5575,0.00541,0.01000
2016,Rural regions,10 or more rooms,0.00888,55,5575,0.00642,0.01135
2017,Urban regions,1 room,0.04823,510,12025,0.04440,0.05206
2017,Urban regions,2 rooms,0.19944,1933,12025,0.19229,0.20658
2017,Urban regions,3 rooms,0.30897,3776,12025,0.30071,0.31723
2017,Urban regions,4 rooms,0.18325,2474,12025,0.17634,0.19017
2017,Urban regions,5 rooms,0.12964,1571,12025,0.12364,0.13564
2017,Urban regions,6 rooms,0.07138,938,12025,0.06678,0.07598
2017,Urban regions,7 rooms,0.03303,439,12025,0.02984,0.03623
2017,Urban regions,8 rooms,0.01662,219,12025,0.01433,0.01890
2017,Urban regions,9 rooms,0.00441,94,12025,0.00323,0.00560
2017,Urban regions,10 or more rooms,0.00503,71,12025,0.00376,0.00629
2017,Rural regions,1 room,0.02828,177,6248,0.02417,0.03239
2017,Rural regions,2 rooms,0.16824,811,6248,0.15897,0.17752
2017,Rural regions,3 rooms,0.27067,1707,6248,0.25965,0.28168
2017,Rural regions,4 rooms,0.19618,1363,6248,0.18633,0.20603
2017,Rural regions,5 rooms,0.15288,961,6248,0.14396,0.16181
2017,Rural regions,6 rooms,0.09662,619,6248,0.08930,0.10395
2017,Rural regions,7 rooms,0.04935,340,6248,0.04398,0.05472
2017,Rural regions,8 rooms,0.01978,155,6248,0.01633,0.02323
2017,Rural regions,9 rooms,0.00843,55,6248,0.00616,0.01070
2017,Rural regions,10 or more rooms,0.00955,60,6248,0.00714,0.01197
2018,Urban regions,1 room,0.04891,557,11930,0.04504,0.05278
2018,Urban regions,2 rooms,0.20459,2055,11930,0.19735,0.21183
2018,Urban regions,3 rooms,0.29944,3690,11930,0.29122,0.30766
2018,Urban regions,4 rooms,0.18519,2457,11930,0.17822,0.19216
2018,Urban regions,5 rooms,0.12605,1504,11930,0.12010,0.13201
2018,Urban regions,6 rooms,0.07694,904,11930,0.07216,0.08173
2018,Urban regions,7 rooms,0.03347,419,11930,0.03024,0.03670
2018,Urban regions,8 rooms,0.01400,181,11930,0.01189,0.01611
2018,Urban regions,9 rooms,0.00674,94,11930,0.00527,0.00821
2018,Urban regions,10 or more rooms,0.00466,69,11930,0.00344,0.00588
2018,Rural regions,1 room,0.03007,191,5943,0.02573,0.03442
2018,Rural regions,2 rooms,0.16721,785,5943,0.15772,0.17670
2018,Rural regions,3 rooms,0.26300,1597,5943,0.25180,0.27419
2018,Rural regions,4 rooms,0.20553,1321,5943,0.19526,0.21580
2018,Rural regions,5 rooms,0.15124,893,5943,0.14213,0.16035
2018,Rural regions,6 rooms,0.09352,565,5943,0.08612,0.10092
2018,Rural regions,7 rooms,0.05018,312,5943,0.04463,0.05574
2018,Rural regions,8 rooms,0.02078,157,5943,0.01715,0.02440
2018,Rural regions,9 rooms,0.00756,59,5943,0.00536,0.00976
2018,Rural regions,10 or more rooms,0.01091,63,5943,0.00827,0.01355
2019,No answer / don't know,1 room,0.09692,44,413,0.06835,0.12549
2019,No answer / don't know,2 rooms,0.25143,120,413,0.20953,0.29332
2019,No answer / don't know,3 rooms,0.25113,138,413,0.20925,0.29300
2019,No answer / don't know,4 rooms,0.14004,67,413,0.10653,0.17355
2019,No answer / don't know,5 rooms,0.10990,44,413,0.07970,0.14010
2019,Urban regions,1 room,0.04294,482,11974,0.03931,0.04657
2019,Urban regions,2 rooms,0.20451,1873,11974,0.19728,0.21173
2019,Urban regions,3 rooms,0.30074,3434,11974,0.29253,0.30896
2019,Urban regions,4 rooms,0.18320,2446,11974,0.17627,0.19013
2019,Urban regions,5 rooms,0.13220,1657,11974,0.12614,0.13827
2019,Urban regions,6 rooms,0.07472,1043,11974,0.07001,0.07943
2019,Urban regions,7 rooms,0.03553,544,11974,0.03222,0.03885
2019,Urban regions,8 rooms,0.01591,254,11974,0.01367,0.01815
2019,Urban regions,9 rooms,0.00626,126,11974,0.00485,0.00767
2019,Urban regions,10 or more rooms,0.00399,115,11974,0.00286,0.00511
2019,Rural regions,1 room,0.02544,142,5985,0.02145,0.02943
2019,Rural regions,2 rooms,0.17042,733,5985,0.16090,0.17995
2019,Rural regions,3 rooms,0.26343,1526,5985,0.25227,0.27459
2019,Rural regions,4 rooms,0.20145,1301,5985,0.19129,0.21162
2019,Rural regions,5 rooms,0.15089,948,5985,0.14182,0.15996
2019,Rural regions,6 rooms,0.09495,613,5985,0.08753,0.10238
2019,Rural regions,7 rooms,0.05179,339,5985,0.04618,0.05741
2019,Rural regions,8 rooms,0.02195,200,5985,0.01824,0.02566
2019,Rural regions,9 rooms,0.00921,83,5985,0.00679,0.01163
2019,Rural regions,10 or more rooms,0.01047,100,5985,0.00789,0.01305
2020,Urban regions,1 room,0.04219,869,13391,0.03879,0.04560
2020,Urban regions,2 rooms,0.20299,2588,13391,0.19618,0.20981
2020,Urban regions,3 rooms,0.29012,4013,13391,0.28243,0.29780
2020,Urban regions,4 rooms,0.18643,2486,13391,0.17983,0.19302
2020,Urban regions,5 rooms,0.12969,1528,13391,0.12400,0.13538
2020,Urban regions,6 rooms,0.08179,962,13391,0.07714,0.08643
2020,Urban regions,7 rooms,0.03667,479,13391,0.03349,0.03986
2020,Urban regions,8 rooms,0.01889,267,13391,0.01659,0.02120
2020,Urban regions,9 rooms,0.00603,98,13391,0.00472,0.00735
2020,Urban regions,10 or more rooms,0.00519,101,13391,0.00397,0.00640
2020,Rural regions,1 room,0.02304,195,5937,0.01922,0.02686
2020,Rural regions,2 rooms,0.16473,814,5937,0.15530,0.17417
2020,Rural regions,3 rooms,0.25497,1575,5937,0.24388,0.26606
2020,Rural regions,4 rooms,0.19885,1239,5937,0.18870,0.20900
2020,Rural regions,5 rooms,0.15052,847,5937,0.14142,0.15961
2020,Rural regions,6 rooms,0.10630,594,5937,0.09846,0.11414
2020,Rural regions,7 rooms,0.04992,307,5937,0.04438,0.05546
2020,Rural regions,8 rooms,0.02723,198,5937,0.02309,0.03137
2020,Rural regions,9 rooms,0.01211,81,5937,0.00933,0.01490
2020,Rural regions,10 or more rooms,0.01233,87,5937,0.00952,0.01514
2021,Urban regions,1 room,0.04260,472,8620,0.03834,0.04686
2021,Urban regions,2 rooms,0.20315,1527,8620,0.19465,0.21164
2021,Urban regions,3 rooms,0.30157,2510,8620,0.29188,0.31126
2021,Urban regions,4 rooms,0.17774,1678,8620,0.16967,0.18581
2021,Urban regions,5 rooms,0.13266,1080,8620,0.12550,0.13982
2021,Urban regions,6 rooms,0.07894,683,8620,0.07325,0.08464
2021,Urban regions,7 rooms,0.03332,332,8620,0.02953,0.03711
2021,Urban regions,8 rooms,0.01861,191,8620,0.01576,0.02147
2021,Urban regions,9 rooms,0.00695,82,8620,0.00520,0.00871
2021,Urban regions,10 or more rooms,0.00445,65,8620,0.00304,0.00585
2021,Rural regions,1 room,0.02775,104,3944,0.02262,0.03288
2021,Rural regions,2 rooms,0.16983,508,3944,0.15811,0.18155
2021,Rural regions,3 rooms,0.24998,993,3944,0.23647,0.26350
2021,Rural regions,4 rooms,0.19978,814,3944,0.18730,0.21226
2021,Rural regions,5 rooms,0.14704,596,3944,0.13599,0.15810
2021,Rural regions,6 rooms,0.10136,435,3944,0.09194,0.11078
2021,Rural regions,7 rooms,0.05184,232,3944,0.04492,0.05876
2021,Rural regions,8 rooms,0.02821,139,3944,0.02304,0.03338
2021,Rural regions,9 rooms,0.01225,56,3944,0.00882,0.01569
2021,Rural regions,10 or more rooms,0.01194,67,3944,0.00855,0.01533
2022,Urban regions,1 room,0.04543,994,14118,0.04199,0.04886
2022,Urban regions,2 rooms,0.19743,2803,14118,0.19087,0.20400
2022,Urban regions,3 rooms,0.30414,4019,14118,0.29655,0.31173
2022,Urban regions,4 rooms,0.18801,2565,14118,0.18156,0.19445
2022,Urban regions,5 rooms,0.12789,1664,14118,0.12238,0.13340
2022,Urban regions,6 rooms,0.06939,984,14118,0.06520,0.07358
2022,Urban regions,7 rooms,0.03602,541,14118,0.03295,0.03909
2022,Urban regions,8 rooms,0.01812,300,14118,0.01592,0.02032
2022,Urban regions,9 rooms,0.00713,122,14118,0.00574,0.00851
2022,Urban regions,10 or more rooms,0.00644,126,14118,0.00512,0.00776
2022,Rural regions,1 room,0.02886,199,6324,0.02473,0.03298
2022,Rural regions,2 rooms,0.14111,759,6324,0.13253,0.14969
2022,Rural regions,3 rooms,0.26062,1557,6324,0.24980,0.27144
2022,Rural regions,4 rooms,0.20958,1357,6324,0.19955,0.21962
2022,Rural regions,5 rooms,0.15411,999,6324,0.14521,0.16300
2022,Rural regions,6 rooms,0.10889,669,6324,0.10122,0.11657
2022,Rural regions,7 rooms,0.05247,384,6324,0.04698,0.05797
2022,Rural regions,8 rooms,0.02419,210,6324,0.02040,0.02797
2022,Rural regions,9 rooms,0.00825,87,6324,0.00602,0.01048
2022,Rural regions,10 or more rooms,0.01192,103,6324,0.00925,0.01460
