,Unnamed: 0,year,bula_h,hhtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
985,985,2000,Bavaria,Single-person household,1 room,0.13034,45,9987,0.11514,0.14537
986,986,2000,Bavaria,Single-person household,2 rooms,0.45078,183,9987,0.42325,0.476
987,987,2000,Bavaria,Single-person household,3 rooms,0.26833,112,9987,0.24987,0.28826
988,988,2000,Bavaria,Single-person household,4 rooms,0.15055,68,9987,0.13772,0.16363
989,989,2000,Bavaria,Couple without children,2 rooms,0.15806,81,9987,0.13946,0.182
990,990,2000,Bavaria,Couple without children,3 rooms,0.3632,177,9987,0.33594,0.39372
991,991,2000,Bavaria,Couple without children,4 rooms,0.26801,136,9987,0.24795,0.28677
992,992,2000,Bavaria,Couple without children,5 rooms,0.12593,64,9987,0.11102,0.14304
993,993,2000,Bavaria,Couple without children,6 rooms,0.0848,42,9987,0.07132,0.10233
994,994,2000,Bavaria,Single parent,3 rooms,1.0,34,9987,0.85526,1.18458
995,995,2000,Bavaria,Couple with children,3 rooms,0.22944,140,9987,0.20644,0.25458
996,996,2000,Bavaria,Couple with children,4 rooms,0.28998,168,9987,0.26794,0.31176
997,997,2000,Bavaria,Couple with children,5 rooms,0.23629,132,9987,0.21451,0.26497
998,998,2000,Bavaria,Couple with children,6 rooms,0.17525,106,9987,0.1622,0.19156
999,999,2000,Bavaria,Couple with children,7 rooms,0.06904,45,9987,0.06259,0.07597
1000,1000,2000,Berlin,Single-person household,1 room,0.20129,38,9987,0.17885,0.23117
1001,1001,2000,Berlin,Single-person household,2 rooms,0.52787,97,9987,0.49397,0.5594
1002,1002,2000,Berlin,Single-person household,3 rooms,0.27084,48,9987,0.24504,0.29862
1003,1003,2000,Berlin,Couple without children,2 rooms,0.40222,34,9987,0.32744,0.47207
1004,1004,2000,Berlin,Couple without children,3 rooms,0.59778,53,9987,0.5301,0.68293
1005,1005,2000,Berlin,Couple with children,3 rooms,0.5707,60,9987,0.49083,0.66945
1006,1006,2000,Berlin,Couple with children,4 rooms,0.4293,45,9987,0.36867,0.50978
1007,1007,2000,Brandenburg,Single-person household,2 rooms,0.63767,57,9987,0.57079,0.70189
1008,1008,2000,Brandenburg,Single-person household,3 rooms,0.36233,36,9987,0.30967,0.42176
1009,1009,2000,Brandenburg,Couple without children,3 rooms,1.0,85,9987,0.92539,1.08506
1010,1010,2000,Brandenburg,Couple with children,3 rooms,0.42925,61,9987,0.38509,0.48823
1011,1011,2000,Brandenburg,Couple with children,4 rooms,0.33442,55,9987,0.29948,0.39015
1012,1012,2000,Brandenburg,Couple with children,5 rooms,0.23633,38,9987,0.19766,0.2686
1013,1013,2000,Mecklenburg-Western Pomerania,Single-person household,2 rooms,1.0,45,9987,0.91375,1.10363
1014,1014,2000,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,41,9987,0.87868,1.1114
1015,1015,2000,Mecklenburg-Western Pomerania,Couple with children,4 rooms,1.0,32,9987,0.84476,1.14805
1016,1016,2000,Saxony,Single-person household,1 room,0.15434,32,9987,0.13456,0.17443
1017,1017,2000,Saxony,Single-person household,2 rooms,0.51909,99,9987,0.49158,0.55409
1018,1018,2000,Saxony,Single-person household,3 rooms,0.32657,64,9987,0.28762,0.37391
1019,1019,2000,Saxony,Couple without children,2 rooms,0.24327,67,9987,0.21722,0.26666
1020,1020,2000,Saxony,Couple without children,3 rooms,0.54394,144,9987,0.50309,0.58375
1021,1021,2000,Saxony,Couple without children,4 rooms,0.21279,54,9987,0.17792,0.24482
1022,1022,2000,Saxony,Single parent,3 rooms,1.0,32,9987,0.89055,1.11786
1023,1023,2000,Saxony,Couple with children,3 rooms,0.41253,112,9987,0.36846,0.46438
1024,1024,2000,Saxony,Couple with children,4 rooms,0.31789,107,9987,0.29806,0.3387
1025,1025,2000,Saxony,Couple with children,5 rooms,0.17134,55,9987,0.1474,0.19661
1026,1026,2000,Saxony,Couple with children,6 rooms,0.09825,32,9987,0.08253,0.1165
1027,1027,2000,Saxony-Anhalt,Single-person household,2 rooms,1.0,51,9987,0.89859,1.08327
1028,1028,2000,Saxony-Anhalt,Couple without children,2 rooms,0.17406,33,9987,0.14428,0.20304
1029,1029,2000,Saxony-Anhalt,Couple without children,3 rooms,0.53982,94,9987,0.50251,0.5839
1030,1030,2000,Saxony-Anhalt,Couple without children,4 rooms,0.28612,50,9987,0.25135,0.32581
1031,1031,2000,Saxony-Anhalt,Couple with children,3 rooms,0.38804,53,9987,0.33058,0.45802
1032,1032,2000,Saxony-Anhalt,Couple with children,4 rooms,0.3383,53,9987,0.30153,0.37372
1033,1033,2000,Saxony-Anhalt,Couple with children,5 rooms,0.27366,45,9987,0.22836,0.32452
1034,1034,2000,Thuringa,Single-person household,2 rooms,0.57111,57,9987,0.51997,0.62071
1035,1035,2000,Thuringa,Single-person household,3 rooms,0.42889,39,9987,0.38234,0.48159
1036,1036,2000,Thuringa,Couple without children,3 rooms,0.67737,69,9987,0.60018,0.75641
1037,1037,2000,Thuringa,Couple without children,4 rooms,0.32263,32,9987,0.28503,0.35452
1038,1038,2000,Thuringa,Couple with children,3 rooms,0.31345,46,9987,0.26798,0.358
1039,1039,2000,Thuringa,Couple with children,4 rooms,0.35416,50,9987,0.30608,0.40982
1040,1040,2000,Thuringa,Couple with children,5 rooms,0.33239,45,9987,0.28688,0.38062
1041,1041,2001,Schleswig-Holstein,Single-person household,2 rooms,1.0,40,8670,0.8762,1.16821
1042,1042,2001,Schleswig-Holstein,Couple without children,3 rooms,0.41783,33,8670,0.35832,0.48531
1043,1043,2001,Schleswig-Holstein,Couple without children,4 rooms,0.58217,40,8670,0.48544,0.68897
1044,1044,2001,Schleswig-Holstein,Couple with children,5 rooms,1.0,34,8670,0.81768,1.22559
1045,1045,2001,Hamburg,Single-person household,2 rooms,1.0,41,8670,0.89994,1.12898
1046,1046,2001,Lower Saxony,Single-person household,2 rooms,0.52169,62,8670,0.46903,0.57136
1047,1047,2001,Lower Saxony,Single-person household,3 rooms,0.47831,61,8670,0.44108,0.5235
1048,1048,2001,Lower Saxony,Couple without children,3 rooms,0.36088,94,8670,0.33169,0.39695
1049,1049,2001,Lower Saxony,Couple without children,4 rooms,0.29024,77,8670,0.26416,0.32476
1050,1050,2001,Lower Saxony,Couple without children,5 rooms,0.20102,53,8670,0.1799,0.22567
1051,1051,2001,Lower Saxony,Couple without children,6 rooms,0.14786,39,8670,0.12991,0.16179
1052,1052,2001,Lower Saxony,Couple with children,3 rooms,0.18132,68,8670,0.15157,0.20686
1053,1053,2001,Lower Saxony,Couple with children,4 rooms,0.30829,102,8670,0.27328,0.34066
1054,1054,2001,Lower Saxony,Couple with children,5 rooms,0.2745,83,8670,0.2396,0.30632
1055,1055,2001,Lower Saxony,Couple with children,6 rooms,0.1243,45,8670,0.10787,0.14147
1056,1056,2001,Lower Saxony,Couple with children,7 rooms,0.1116,41,8670,0.09663,0.12988
1057,1057,2001,North Rhine-Westphalia,Single-person household,1 room,0.09565,57,8670,0.08527,0.10657
1058,1058,2001,North Rhine-Westphalia,Single-person household,2 rooms,0.42997,245,8670,0.40733,0.45393
1059,1059,2001,North Rhine-Westphalia,Single-person household,3 rooms,0.3237,182,8670,0.30409,0.34583
1060,1060,2001,North Rhine-Westphalia,Single-person household,4 rooms,0.10204,58,8670,0.0905,0.11394
1061,1061,2001,North Rhine-Westphalia,Single-person household,5 rooms,0.04864,31,8670,0.0417,0.05685
1062,1062,2001,North Rhine-Westphalia,Couple without children,2 rooms,0.15315,126,8670,0.13759,0.17048
1063,1063,2001,North Rhine-Westphalia,Couple without children,3 rooms,0.41785,309,8670,0.39196,0.44511
1064,1064,2001,North Rhine-Westphalia,Couple without children,4 rooms,0.20947,159,8670,0.19531,0.22763
1065,1065,2001,North Rhine-Westphalia,Couple without children,5 rooms,0.13217,102,8670,0.12092,0.14741
1066,1066,2001,North Rhine-Westphalia,Couple without children,6 rooms,0.08735,58,8670,0.07519,0.10077
1067,1067,2001,North Rhine-Westphalia,Single parent,3 rooms,0.66033,57,8670,0.56511,0.7669
1068,1068,2001,North Rhine-Westphalia,Single parent,4 rooms,0.33967,34,8670,0.28764,0.38834
1069,1069,2001,North Rhine-Westphalia,Couple with children,3 rooms,0.29581,243,8670,0.27473,0.31452
1070,1070,2001,North Rhine-Westphalia,Couple with children,4 rooms,0.27833,233,8670,0.25636,0.2961
1071,1071,2001,North Rhine-Westphalia,Couple with children,5 rooms,0.21082,174,8670,0.19367,0.22956
1072,1072,2001,North Rhine-Westphalia,Couple with children,6 rooms,0.15096,114,8670,0.13616,0.17283
1073,1073,2001,North Rhine-Westphalia,Couple with children,7 rooms,0.06408,54,8670,0.05463,0.07511
1074,1074,2001,Hesse,Single-person household,2 rooms,0.61032,81,8670,0.55611,0.67131
1075,1075,2001,Hesse,Single-person household,3 rooms,0.38968,56,8670,0.34658,0.42815
1076,1076,2001,Hesse,Couple without children,2 rooms,0.17264,37,8670,0.14005,0.22291
1077,1077,2001,Hesse,Couple without children,3 rooms,0.42841,80,8670,0.36929,0.49219
1078,1078,2001,Hesse,Couple without children,4 rooms,0.39895,75,8670,0.34851,0.45994
1079,1079,2001,Hesse,Couple with children,3 rooms,0.28941,73,8670,0.25576,0.33327
1080,1080,2001,Hesse,Couple with children,4 rooms,0.36211,80,8670,0.3216,0.41295
1081,1081,2001,Hesse,Couple with children,5 rooms,0.34849,65,8670,0.305,0.39175
1082,1082,2001,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.53433,59,8670,0.47321,0.60386
1083,1083,2001,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.46567,43,8670,0.41732,0.51777
1084,1084,2001,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.40007,47,8670,0.35689,0.45053
1085,1085,2001,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.35665,47,8670,0.31081,0.40311
1086,1086,2001,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.24328,35,8670,0.21452,0.26323
1087,1087,2001,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.23144,57,8670,0.1973,0.26341
1088,1088,2001,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.30907,69,8670,0.27363,0.34714
1089,1089,2001,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.23759,51,8670,0.1992,0.28229
1090,1090,2001,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.22191,51,8670,0.19352,0.25788
1091,1091,2001,Baden-Wuerttemberg,Single-person household,2 rooms,0.46473,128,8670,0.42253,0.51278
1092,1092,2001,Baden-Wuerttemberg,Single-person household,3 rooms,0.38029,103,8670,0.34861,0.4192
1093,1093,2001,Baden-Wuerttemberg,Single-person household,4 rooms,0.15498,41,8670,0.1311,0.18178
1094,1094,2001,Baden-Wuerttemberg,Couple without children,2 rooms,0.09159,45,8670,0.07075,0.11058
1095,1095,2001,Baden-Wuerttemberg,Couple without children,3 rooms,0.38288,125,8670,0.34267,0.41637
1096,1096,2001,Baden-Wuerttemberg,Couple without children,4 rooms,0.27267,90,8670,0.24519,0.29743
1097,1097,2001,Baden-Wuerttemberg,Couple without children,5 rooms,0.16577,53,8670,0.14039,0.19372
1098,1098,2001,Baden-Wuerttemberg,Couple without children,6 rooms,0.08709,33,8670,0.07522,0.09886
1099,1099,2001,Baden-Wuerttemberg,Single parent,3 rooms,1.0,34,8670,0.75711,1.20694
1100,1100,2001,Baden-Wuerttemberg,Couple with children,3 rooms,0.23902,125,8670,0.20964,0.27647
1101,1101,2001,Baden-Wuerttemberg,Couple with children,4 rooms,0.25993,139,8670,0.22864,0.2944
1102,1102,2001,Baden-Wuerttemberg,Couple with children,5 rooms,0.23481,114,8670,0.20985,0.25641
1103,1103,2001,Baden-Wuerttemberg,Couple with children,6 rooms,0.15217,68,8670,0.13229,0.17572
1104,1104,2001,Baden-Wuerttemberg,Couple with children,7 rooms,0.11407,43,8670,0.09438,0.14226
1105,1105,2001,Bavaria,Single-person household,1 room,0.09868,32,8670,0.0839,0.11408
1106,1106,2001,Bavaria,Single-person household,2 rooms,0.44481,167,8670,0.40488,0.47861
1107,1107,2001,Bavaria,Single-person household,3 rooms,0.29766,113,8670,0.27429,0.32178
1108,1108,2001,Bavaria,Single-person household,4 rooms,0.15885,61,8670,0.14203,0.17439
1109,1109,2001,Bavaria,Couple without children,2 rooms,0.17182,77,8670,0.14729,0.19576
1110,1110,2001,Bavaria,Couple without children,3 rooms,0.34391,144,8670,0.31475,0.37178
1111,1111,2001,Bavaria,Couple without children,4 rooms,0.27046,120,8670,0.2503,0.29342
1112,1112,2001,Bavaria,Couple without children,5 rooms,0.12761,55,8670,0.11312,0.14377
1113,1113,2001,Bavaria,Couple without children,6 rooms,0.0862,37,8670,0.07106,0.10234
1114,1114,2001,Bavaria,Single parent,3 rooms,1.0,35,8670,0.83891,1.21596
1115,1115,2001,Bavaria,Couple with children,3 rooms,0.2341,123,8670,0.20769,0.26567
1116,1116,2001,Bavaria,Couple with children,4 rooms,0.28491,146,8670,0.25672,0.31041
1117,1117,2001,Bavaria,Couple with children,5 rooms,0.2204,114,8670,0.20005,0.24501
1118,1118,2001,Bavaria,Couple with children,6 rooms,0.18192,100,8670,0.16201,0.19961
1119,1119,2001,Bavaria,Couple with children,7 rooms,0.07867,46,8670,0.07006,0.08658
1120,1120,2001,Berlin,Single-person household,1 room,0.18218,33,8670,0.15982,0.21013
1121,1121,2001,Berlin,Single-person household,2 rooms,0.53506,86,8670,0.4958,0.57783
1122,1122,2001,Berlin,Single-person household,3 rooms,0.28276,44,8670,0.25508,0.31681
1123,1123,2001,Berlin,Couple without children,3 rooms,1.0,52,8670,0.86583,1.13071
1124,1124,2001,Berlin,Couple with children,3 rooms,0.59762,63,8670,0.49988,0.70995
1125,1125,2001,Berlin,Couple with children,4 rooms,0.40238,46,8670,0.33345,0.48028
1126,1126,2001,Brandenburg,Single-person household,2 rooms,0.58851,50,8670,0.51889,0.66055
1127,1127,2001,Brandenburg,Single-person household,3 rooms,0.41149,38,8670,0.36024,0.46972
1128,1128,2001,Brandenburg,Couple without children,3 rooms,0.71778,88,8670,0.65944,0.77233
1129,1129,2001,Brandenburg,Couple without children,4 rooms,0.28222,32,8670,0.2343,0.32428
1130,1130,2001,Brandenburg,Couple with children,3 rooms,0.41004,52,8670,0.34877,0.4674
1131,1131,2001,Brandenburg,Couple with children,4 rooms,0.37606,51,8670,0.31514,0.42837
1132,1132,2001,Brandenburg,Couple with children,5 rooms,0.2139,35,8670,0.18718,0.24764
1133,1133,2001,Mecklenburg-Western Pomerania,Single-person household,2 rooms,1.0,42,8670,0.9169,1.10267
1134,1134,2001,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,37,8670,0.85495,1.1147
1135,1135,2001,Saxony,Single-person household,2 rooms,0.63408,97,8670,0.59014,0.68122
1136,1136,2001,Saxony,Single-person household,3 rooms,0.36592,56,8670,0.32557,0.40611
1137,1137,2001,Saxony,Couple without children,2 rooms,0.24455,65,8670,0.22142,0.27063
1138,1138,2001,Saxony,Couple without children,3 rooms,0.57405,141,8670,0.53132,0.61604
1139,1139,2001,Saxony,Couple without children,4 rooms,0.1814,51,8670,0.15498,0.20864
1140,1140,2001,Saxony,Couple with children,3 rooms,0.4782,103,8670,0.43057,0.53364
1141,1141,2001,Saxony,Couple with children,4 rooms,0.35012,89,8670,0.31429,0.38009
1142,1142,2001,Saxony,Couple with children,5 rooms,0.17167,49,8670,0.14757,0.19662
1143,1143,2001,Saxony-Anhalt,Single-person household,2 rooms,1.0,47,8670,0.87987,1.11805
1144,1144,2001,Saxony-Anhalt,Couple without children,3 rooms,0.65779,87,8670,0.60017,0.72985
1145,1145,2001,Saxony-Anhalt,Couple without children,4 rooms,0.34221,47,8670,0.30235,0.38492
1146,1146,2001,Saxony-Anhalt,Couple with children,3 rooms,0.32727,42,8670,0.28441,0.38994
1147,1147,2001,Saxony-Anhalt,Couple with children,4 rooms,0.38749,52,8670,0.32528,0.45772
1148,1148,2001,Saxony-Anhalt,Couple with children,5 rooms,0.28524,44,8670,0.23995,0.34785
1149,1149,2001,Thuringa,Single-person household,2 rooms,0.6104,61,8670,0.54651,0.67501
1150,1150,2001,Thuringa,Single-person household,3 rooms,0.3896,38,8670,0.34956,0.43171
1151,1151,2001,Thuringa,Couple without children,3 rooms,1.0,58,8670,0.86382,1.13638
1152,1152,2001,Thuringa,Couple with children,3 rooms,0.36639,44,8670,0.29943,0.44197
1153,1153,2001,Thuringa,Couple with children,4 rooms,0.34164,46,8670,0.28784,0.39359
1154,1154,2001,Thuringa,Couple with children,5 rooms,0.29197,38,8670,0.24816,0.33978
1155,1155,2002,Schleswig-Holstein,Single-person household,2 rooms,0.52283,41,9324,0.46145,0.58468
1156,1156,2002,Schleswig-Holstein,Single-person household,3 rooms,0.47717,34,9324,0.40238,0.54599
1157,1157,2002,Schleswig-Holstein,Couple without children,3 rooms,0.45206,36,9324,0.3819,0.53186
1158,1158,2002,Schleswig-Holstein,Couple without children,4 rooms,0.54794,40,9324,0.42575,0.65179
1159,1159,2002,Schleswig-Holstein,Couple with children,4 rooms,0.54366,35,9324,0.42434,0.68448
1160,1160,2002,Schleswig-Holstein,Couple with children,5 rooms,0.45634,37,9324,0.36097,0.56719
1161,1161,2002,Hamburg,Single-person household,2 rooms,1.0,38,9324,0.85176,1.16474
1162,1162,2002,Lower Saxony,Single-person household,2 rooms,0.41335,70,9324,0.37573,0.46113
1163,1163,2002,Lower Saxony,Single-person household,3 rooms,0.37324,62,9324,0.32682,0.41631
1164,1164,2002,Lower Saxony,Single-person household,4 rooms,0.21341,33,9324,0.17731,0.24955
1165,1165,2002,Lower Saxony,Couple without children,3 rooms,0.32279,84,9324,0.28664,0.3608
1166,1166,2002,Lower Saxony,Couple without children,4 rooms,0.30999,91,9324,0.26632,0.35015
1167,1167,2002,Lower Saxony,Couple without children,5 rooms,0.21811,62,9324,0.18602,0.25197
1168,1168,2002,Lower Saxony,Couple without children,6 rooms,0.14911,43,9324,0.12071,0.17698
1169,1169,2002,Lower Saxony,Couple with children,3 rooms,0.1985,65,9324,0.16651,0.22447
1170,1170,2002,Lower Saxony,Couple with children,4 rooms,0.24918,90,9324,0.20945,0.29796
1171,1171,2002,Lower Saxony,Couple with children,5 rooms,0.29041,97,9324,0.25227,0.33092
1172,1172,2002,Lower Saxony,Couple with children,6 rooms,0.16136,59,9324,0.12407,0.19494
1173,1173,2002,Lower Saxony,Couple with children,7 rooms,0.10055,37,9324,0.07461,0.13001
1174,1174,2002,North Rhine-Westphalia,Single-person household,1 room,0.07847,47,9324,0.06902,0.08942
1175,1175,2002,North Rhine-Westphalia,Single-person household,2 rooms,0.46445,276,9324,0.43825,0.49656
1176,1176,2002,North Rhine-Westphalia,Single-person household,3 rooms,0.30555,183,9324,0.28599,0.32621
1177,1177,2002,North Rhine-Westphalia,Single-person household,4 rooms,0.08984,52,9324,0.0807,0.1002
1178,1178,2002,North Rhine-Westphalia,Single-person household,5 rooms,0.06169,36,9324,0.05407,0.07082
1179,1179,2002,North Rhine-Westphalia,Couple without children,2 rooms,0.15346,120,9324,0.135,0.17167
1180,1180,2002,North Rhine-Westphalia,Couple without children,3 rooms,0.423,316,9324,0.39589,0.4522
1181,1181,2002,North Rhine-Westphalia,Couple without children,4 rooms,0.20927,184,9324,0.19031,0.22586
1182,1182,2002,North Rhine-Westphalia,Couple without children,5 rooms,0.15048,126,9324,0.13667,0.17089
1183,1183,2002,North Rhine-Westphalia,Couple without children,6 rooms,0.06379,65,9324,0.05304,0.07266
1184,1184,2002,North Rhine-Westphalia,Single parent,3 rooms,1.0,55,9324,0.83413,1.16434
1185,1185,2002,North Rhine-Westphalia,Couple with children,3 rooms,0.29692,235,9324,0.27468,0.32366
1186,1186,2002,North Rhine-Westphalia,Couple with children,4 rooms,0.27783,236,9324,0.25332,0.30652
1187,1187,2002,North Rhine-Westphalia,Couple with children,5 rooms,0.21244,195,9324,0.1894,0.23851
1188,1188,2002,North Rhine-Westphalia,Couple with children,6 rooms,0.13468,136,9324,0.11771,0.15488
1189,1189,2002,North Rhine-Westphalia,Couple with children,7 rooms,0.05094,63,9324,0.03871,0.06445
1190,1190,2002,North Rhine-Westphalia,Couple with children,8 rooms,0.02717,32,9324,0.02119,0.03354
1191,1191,2002,Hesse,Single-person household,2 rooms,0.60063,81,9324,0.54232,0.66795
1192,1192,2002,Hesse,Single-person household,3 rooms,0.39937,55,9324,0.36359,0.44567
1193,1193,2002,Hesse,Couple without children,2 rooms,0.17383,43,9324,0.14211,0.2105
1194,1194,2002,Hesse,Couple without children,3 rooms,0.33384,79,9324,0.28747,0.3882
1195,1195,2002,Hesse,Couple without children,4 rooms,0.29679,69,9324,0.25013,0.35181
1196,1196,2002,Hesse,Couple without children,5 rooms,0.19554,56,9324,0.1622,0.23213
1197,1197,2002,Hesse,Couple with children,3 rooms,0.22651,57,9324,0.18656,0.26754
1198,1198,2002,Hesse,Couple with children,4 rooms,0.35634,91,9324,0.30268,0.4181
1199,1199,2002,Hesse,Couple with children,5 rooms,0.27236,72,9324,0.21949,0.32115
1200,1200,2002,Hesse,Couple with children,6 rooms,0.14479,41,9324,0.11825,0.17318
1201,1201,2002,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.48602,55,9324,0.41718,0.54729
1202,1202,2002,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.51398,55,9324,0.45707,0.57514
1203,1203,2002,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.33693,44,9324,0.27953,0.39881
1204,1204,2002,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.41573,49,9324,0.36671,0.47467
1205,1205,2002,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.24734,44,9324,0.19832,0.30218
1206,1206,2002,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.16472,35,9324,0.13129,0.20358
1207,1207,2002,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.34303,75,9324,0.29251,0.38736
1208,1208,2002,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.26164,56,9324,0.21497,0.3069
1209,1209,2002,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.23061,49,9324,0.18005,0.2904
1210,1210,2002,Baden-Wuerttemberg,Single-person household,1 room,0.10079,31,9324,0.08772,0.11273
1211,1211,2002,Baden-Wuerttemberg,Single-person household,2 rooms,0.41974,122,9324,0.36907,0.46261
1212,1212,2002,Baden-Wuerttemberg,Single-person household,3 rooms,0.32988,92,9324,0.29673,0.36507
1213,1213,2002,Baden-Wuerttemberg,Single-person household,4 rooms,0.14958,45,9324,0.12667,0.17241
1214,1214,2002,Baden-Wuerttemberg,Couple without children,2 rooms,0.11096,53,9324,0.08769,0.13638
1215,1215,2002,Baden-Wuerttemberg,Couple without children,3 rooms,0.3315,118,9324,0.29182,0.365
1216,1216,2002,Baden-Wuerttemberg,Couple without children,4 rooms,0.27772,111,9324,0.24516,0.31469
1217,1217,2002,Baden-Wuerttemberg,Couple without children,5 rooms,0.1817,73,9324,0.14714,0.22125
1218,1218,2002,Baden-Wuerttemberg,Couple without children,6 rooms,0.09811,39,9324,0.07772,0.12009
1219,1219,2002,Baden-Wuerttemberg,Couple with children,3 rooms,0.22618,114,9324,0.1924,0.2622
1220,1220,2002,Baden-Wuerttemberg,Couple with children,4 rooms,0.2871,153,9324,0.25464,0.32924
1221,1221,2002,Baden-Wuerttemberg,Couple with children,5 rooms,0.21419,125,9324,0.18064,0.25192
1222,1222,2002,Baden-Wuerttemberg,Couple with children,6 rooms,0.13939,78,9324,0.11295,0.16959
1223,1223,2002,Baden-Wuerttemberg,Couple with children,7 rooms,0.08234,47,9324,0.06218,0.10305
1224,1224,2002,Baden-Wuerttemberg,Couple with children,8 rooms,0.05079,34,9324,0.03854,0.06489
1225,1225,2002,Bavaria,Single-person household,1 room,0.1086,33,9324,0.09447,0.12392
1226,1226,2002,Bavaria,Single-person household,2 rooms,0.41493,141,9324,0.38774,0.4413
1227,1227,2002,Bavaria,Single-person household,3 rooms,0.34657,123,9324,0.31662,0.36905
1228,1228,2002,Bavaria,Single-person household,4 rooms,0.1299,45,9324,0.11414,0.14642
1229,1229,2002,Bavaria,Couple without children,2 rooms,0.1503,72,9324,0.12504,0.18175
1230,1230,2002,Bavaria,Couple without children,3 rooms,0.31699,150,9324,0.28872,0.35253
1231,1231,2002,Bavaria,Couple without children,4 rooms,0.26398,130,9324,0.23689,0.29493
1232,1232,2002,Bavaria,Couple without children,5 rooms,0.19322,89,9324,0.15908,0.21998
1233,1233,2002,Bavaria,Couple without children,6 rooms,0.07551,55,9324,0.06309,0.0882
1234,1234,2002,Bavaria,Single parent,3 rooms,1.0,34,9324,0.82859,1.22058
1235,1235,2002,Bavaria,Couple with children,3 rooms,0.21296,107,9324,0.17701,0.24776
1236,1236,2002,Bavaria,Couple with children,4 rooms,0.29438,140,9324,0.25873,0.33736
1237,1237,2002,Bavaria,Couple with children,5 rooms,0.26194,149,9324,0.23136,0.29413
1238,1238,2002,Bavaria,Couple with children,6 rooms,0.14267,109,9324,0.12187,0.16414
1239,1239,2002,Bavaria,Couple with children,7 rooms,0.08805,67,9324,0.07413,0.10404
1240,1240,2002,Berlin,Single-person household,1 room,0.17903,34,9324,0.14791,0.21225
1241,1241,2002,Berlin,Single-person household,2 rooms,0.52207,87,9324,0.47478,0.56744
1242,1242,2002,Berlin,Single-person household,3 rooms,0.2989,51,9324,0.26992,0.33069
1243,1243,2002,Berlin,Couple without children,3 rooms,1.0,53,9324,0.84407,1.15233
1244,1244,2002,Berlin,Couple with children,3 rooms,0.67387,60,9324,0.53884,0.81411
1245,1245,2002,Berlin,Couple with children,4 rooms,0.32613,41,9324,0.26999,0.39501
1246,1246,2002,Brandenburg,Single-person household,2 rooms,0.59102,50,9324,0.51753,0.66615
1247,1247,2002,Brandenburg,Single-person household,3 rooms,0.40898,36,9324,0.34669,0.46516
1248,1248,2002,Brandenburg,Couple without children,3 rooms,0.73073,92,9324,0.6676,0.80025
1249,1249,2002,Brandenburg,Couple without children,4 rooms,0.26927,38,9324,0.22313,0.3245
1250,1250,2002,Brandenburg,Couple with children,3 rooms,0.34553,45,9324,0.28808,0.39201
1251,1251,2002,Brandenburg,Couple with children,4 rooms,0.45734,59,9324,0.38272,0.5451
1252,1252,2002,Brandenburg,Couple with children,5 rooms,0.19712,31,9324,0.17029,0.22851
1253,1253,2002,Mecklenburg-Western Pomerania,Single-person household,2 rooms,1.0,42,9324,0.8978,1.11262
1254,1254,2002,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,46,9324,0.87208,1.1401
1255,1255,2002,Mecklenburg-Western Pomerania,Couple with children,4 rooms,1.0,31,9324,0.70179,1.28862
1256,1256,2002,Saxony,Single-person household,2 rooms,0.67884,100,9324,0.62702,0.7258
1257,1257,2002,Saxony,Single-person household,3 rooms,0.32116,52,9324,0.28482,0.35516
1258,1258,2002,Saxony,Couple without children,2 rooms,0.26059,66,9324,0.23078,0.29232
1259,1259,2002,Saxony,Couple without children,3 rooms,0.544,130,9324,0.49844,0.58819
1260,1260,2002,Saxony,Couple without children,4 rooms,0.19541,50,9324,0.16575,0.22841
1261,1261,2002,Saxony,Couple with children,3 rooms,0.38878,92,9324,0.34014,0.45474
1262,1262,2002,Saxony,Couple with children,4 rooms,0.30605,86,9324,0.26831,0.34561
1263,1263,2002,Saxony,Couple with children,5 rooms,0.19922,61,9324,0.16339,0.24199
1264,1264,2002,Saxony,Couple with children,6 rooms,0.10595,35,9324,0.07357,0.13752
1265,1265,2002,Saxony-Anhalt,Single-person household,2 rooms,0.59188,56,9324,0.51775,0.69359
