year,hhtyp,regtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Single-person household,Rural regions,3 rooms,0.29926,110,365,0.25222,0.34631
1995,Single-person household,Rural regions,4 rooms,0.14695,50,365,0.11058,0.18332
1995,Couple without children,Urban regions,2 rooms,0.22598,339,1193,0.20224,0.24972
1995,Couple without children,Urban regions,3 rooms,0.37196,461,1193,0.34452,0.39940
1995,Couple without children,Urban regions,4 rooms,0.21618,249,1193,0.19281,0.23955
1995,Couple without children,Urban regions,5 rooms,0.08972,94,1193,0.07350,0.10594
1995,Couple without children,Urban regions,6 rooms,0.05171,50,1193,0.03914,0.06428
1995,Couple without children,Rural regions,2 rooms,0.17200,108,557,0.14063,0.20336
1995,Couple without children,Rural regions,3 rooms,0.34099,223,557,0.30158,0.38039
1995,Couple without children,Rural regions,4 rooms,0.20725,119,557,0.17356,0.24095
1995,Couple without children,Rural regions,5 rooms,0.12496,62,557,0.09747,0.15245
1995,Couple without children,Rural regions,6 rooms,0.09578,45,557,0.07132,0.12024
1995,Single parent,Urban regions,2 rooms,0.19586,51,194,0.13987,0.25185
1995,Single parent,Urban regions,3 rooms,0.33500,97,194,0.26841,0.40159
1995,Single parent,Urban regions,4 rooms,0.19445,46,194,0.13861,0.25029
1995,Single parent,Rural regions,3 rooms,0.32510,44,44,0.18509,0.46511
1995,Couple with children,Urban regions,2 rooms,0.04927,126,1738,0.03909,0.05945
1995,Couple with children,Urban regions,3 rooms,0.32762,696,1738,0.30554,0.34969
1995,Couple with children,Urban regions,4 rooms,0.25443,451,1738,0.23395,0.27492
1995,Couple with children,Urban regions,5 rooms,0.16955,232,1738,0.15190,0.18720
1995,Couple with children,Urban regions,6 rooms,0.10641,138,1738,0.09191,0.12092
1995,Couple with children,Urban regions,7 rooms,0.05591,64,1738,0.04510,0.06671
1995,Couple with children,Urban regions,8 rooms,0.01719,31,1738,0.01108,0.02331
1995,Couple with children,Rural regions,2 rooms,0.04887,56,998,0.03549,0.06226
1995,Couple with children,Rural regions,3 rooms,0.29008,334,998,0.26191,0.31825
1995,Couple with children,Rural regions,4 rooms,0.25253,273,998,0.22556,0.27950
1995,Couple with children,Rural regions,5 rooms,0.18140,166,998,0.15748,0.20532
1995,Couple with children,Rural regions,6 rooms,0.10668,91,998,0.08752,0.12585
1995,Couple with children,Rural regions,7 rooms,0.05413,45,998,0.04009,0.06818
1995,Couple with children,Rural regions,8 rooms,0.05124,33,998,0.03756,0.06493
1995,Other Combinations,Urban regions,3 rooms,0.29105,31,31,0.12850,0.45360
1996,Single-person household,Urban regions,1 room,0.14083,163,956,0.11877,0.16289
1996,Single-person household,Urban regions,2 rooms,0.43616,442,956,0.40470,0.46761
1996,Single-person household,Urban regions,3 rooms,0.27378,261,956,0.24550,0.30206
1996,Single-person household,Urban regions,4 rooms,0.09169,90,956,0.07338,0.10999
1996,Single-person household,Rural regions,1 room,0.10199,56,381,0.07156,0.13242
1996,Single-person household,Rural regions,2 rooms,0.33860,156,381,0.29101,0.38618
1996,Single-person household,Rural regions,3 rooms,0.30751,115,381,0.26111,0.35391
1996,Single-person household,Rural regions,4 rooms,0.14449,54,381,0.10914,0.17984
1996,Couple without children,Urban regions,2 rooms,0.22054,336,1178,0.19686,0.24423
1996,Couple without children,Urban regions,3 rooms,0.35148,440,1178,0.32421,0.37876
1996,Couple without children,Urban regions,4 rooms,0.23276,258,1178,0.20862,0.25690
1996,Couple without children,Urban regions,5 rooms,0.09429,94,1178,0.07759,0.11098
1996,Couple without children,Urban regions,6 rooms,0.05087,50,1178,0.03831,0.06342
1996,Couple without children,Rural regions,2 rooms,0.16366,111,576,0.13342,0.19390
1996,Couple without children,Rural regions,3 rooms,0.35268,236,576,0.31362,0.39173
1996,Couple without children,Rural regions,4 rooms,0.19525,116,576,0.16285,0.22765
1996,Couple without children,Rural regions,5 rooms,0.13061,67,576,0.10306,0.15815
1996,Couple without children,Rural regions,6 rooms,0.09643,46,576,0.07230,0.12056
1996,Single parent,Urban regions,2 rooms,0.18065,50,206,0.12799,0.23332
1996,Single parent,Urban regions,3 rooms,0.37652,109,206,0.31019,0.44285
1996,Single parent,Urban regions,4 rooms,0.18717,47,206,0.13378,0.24057
1996,Single parent,Rural regions,3 rooms,0.32597,43,43,0.18421,0.46774
1996,Couple with children,Urban regions,2 rooms,0.04596,104,1682,0.03595,0.05597
1996,Couple with children,Urban regions,3 rooms,0.31941,669,1682,0.29713,0.34170
1996,Couple with children,Urban regions,4 rooms,0.26632,458,1682,0.24519,0.28745
1996,Couple with children,Urban regions,5 rooms,0.17420,236,1682,0.15607,0.19233
1996,Couple with children,Urban regions,6 rooms,0.10680,146,1682,0.09203,0.12156
1996,Couple with children,Urban regions,7 rooms,0.05749,69,1682,0.04636,0.06862
1996,Couple with children,Rural regions,2 rooms,0.04736,47,909,0.03354,0.06117
1996,Couple with children,Rural regions,3 rooms,0.25031,282,909,0.22214,0.27849
1996,Couple with children,Rural regions,4 rooms,0.25019,262,909,0.22202,0.27837
1996,Couple with children,Rural regions,5 rooms,0.21663,179,909,0.18984,0.24343
1996,Couple with children,Rural regions,6 rooms,0.11745,94,909,0.09651,0.13839
1996,Couple with children,Rural regions,7 rooms,0.05791,45,909,0.04272,0.07311
1996,Other Combinations,Urban regions,3 rooms,0.29009,32,32,0.13034,0.44984
1997,Single-person household,Urban regions,1 room,0.13649,147,931,0.11442,0.15855
1997,Single-person household,Urban regions,2 rooms,0.43319,437,931,0.40135,0.46504
1997,Single-person household,Urban regions,3 rooms,0.28638,270,931,0.25732,0.31543
1997,Single-person household,Urban regions,4 rooms,0.08400,77,931,0.06617,0.10183
1997,Single-person household,Rural regions,1 room,0.09487,50,378,0.06529,0.12445
1997,Single-person household,Rural regions,2 rooms,0.35913,160,378,0.31071,0.40756
1997,Single-person household,Rural regions,3 rooms,0.30009,115,378,0.25383,0.34635
1997,Single-person household,Rural regions,4 rooms,0.14626,53,378,0.11059,0.18193
1997,Couple without children,Urban regions,2 rooms,0.20274,311,1200,0.17998,0.22549
1997,Couple without children,Urban regions,3 rooms,0.37163,461,1200,0.34428,0.39898
1997,Couple without children,Urban regions,4 rooms,0.22364,265,1200,0.20005,0.24722
1997,Couple without children,Urban regions,5 rooms,0.09982,106,1200,0.08285,0.11678
1997,Couple without children,Urban regions,6 rooms,0.05565,57,1200,0.04267,0.06862
1997,Couple without children,Rural regions,2 rooms,0.15334,119,594,0.12434,0.18234
1997,Couple without children,Rural regions,3 rooms,0.36247,240,594,0.32378,0.40117
1997,Couple without children,Rural regions,4 rooms,0.19691,119,594,0.16491,0.22892
1997,Couple without children,Rural regions,5 rooms,0.13478,69,594,0.10730,0.16227
1997,Couple without children,Rural regions,6 rooms,0.10052,47,594,0.07632,0.12472
1997,Single parent,Urban regions,2 rooms,0.18871,45,206,0.13515,0.24227
1997,Single parent,Urban regions,3 rooms,0.42781,125,206,0.36008,0.49554
1997,Single parent,Urban regions,4 rooms,0.13167,36,206,0.08539,0.17796
1997,Single parent,Rural regions,3 rooms,0.34679,48,48,0.21072,0.48286
1997,Couple with children,Urban regions,2 rooms,0.03560,85,1618,0.02657,0.04464
1997,Couple with children,Urban regions,3 rooms,0.31452,628,1618,0.29189,0.33716
1997,Couple with children,Urban regions,4 rooms,0.26800,460,1618,0.24642,0.28959
1997,Couple with children,Urban regions,5 rooms,0.17850,235,1618,0.15983,0.19716
1997,Couple with children,Urban regions,6 rooms,0.11113,144,1618,0.09581,0.12645
1997,Couple with children,Urban regions,7 rooms,0.06396,66,1618,0.05204,0.07589
1997,Couple with children,Rural regions,2 rooms,0.04327,44,911,0.03005,0.05649
1997,Couple with children,Rural regions,3 rooms,0.25210,267,911,0.22389,0.28031
1997,Couple with children,Rural regions,4 rooms,0.24777,252,911,0.21972,0.27582
1997,Couple with children,Rural regions,5 rooms,0.21558,176,911,0.18886,0.24230
1997,Couple with children,Rural regions,6 rooms,0.10360,90,911,0.08380,0.12340
1997,Couple with children,Rural regions,7 rooms,0.06762,50,911,0.05130,0.08393
1997,Couple with children,Rural regions,8 rooms,0.04997,32,911,0.03581,0.06412
1998,Single-person household,Urban regions,1 room,0.13096,177,1183,0.11173,0.15020
1998,Single-person household,Urban regions,2 rooms,0.43681,539,1183,0.40853,0.46509
1998,Single-person household,Urban regions,3 rooms,0.28074,323,1183,0.25513,0.30636
1998,Single-person household,Urban regions,4 rooms,0.09716,112,1183,0.08028,0.11405
1998,Single-person household,Urban regions,5 rooms,0.02909,32,1183,0.01951,0.03867
1998,Single-person household,Rural regions,1 room,0.07038,48,452,0.04677,0.09399
1998,Single-person household,Rural regions,2 rooms,0.41981,211,452,0.37426,0.46536
1998,Single-person household,Rural regions,3 rooms,0.28733,136,452,0.24556,0.32909
1998,Single-person household,Rural regions,4 rooms,0.13897,57,452,0.10705,0.17090
1998,Couple without children,Urban regions,2 rooms,0.17726,308,1399,0.15724,0.19727
1998,Couple without children,Urban regions,3 rooms,0.38461,561,1399,0.35911,0.41012
1998,Couple without children,Urban regions,4 rooms,0.23532,321,1399,0.21308,0.25755
1998,Couple without children,Urban regions,5 rooms,0.10621,129,1399,0.09006,0.12236
1998,Couple without children,Urban regions,6 rooms,0.06355,80,1399,0.05076,0.07634
1998,Couple without children,Rural regions,2 rooms,0.15719,133,694,0.13009,0.18429
1998,Couple without children,Rural regions,3 rooms,0.32269,256,694,0.28788,0.35750
1998,Couple without children,Rural regions,4 rooms,0.24632,169,694,0.21424,0.27840
1998,Couple without children,Rural regions,5 rooms,0.12730,83,694,0.10248,0.15212
1998,Couple without children,Rural regions,6 rooms,0.07713,53,694,0.05726,0.09699
1998,Single parent,Urban regions,2 rooms,0.19687,53,252,0.14768,0.24606
1998,Single parent,Urban regions,3 rooms,0.42573,138,252,0.36456,0.48690
1998,Single parent,Urban regions,4 rooms,0.20039,61,252,0.15087,0.24991
1998,Single parent,Rural regions,3 rooms,0.43564,65,106,0.34080,0.53048
1998,Single parent,Rural regions,4 rooms,0.26707,41,106,0.18244,0.35169
1998,Couple with children,Urban regions,2 rooms,0.04161,93,1756,0.03226,0.05095
1998,Couple with children,Urban regions,3 rooms,0.29651,618,1756,0.27515,0.31788
1998,Couple with children,Urban regions,4 rooms,0.26859,497,1756,0.24786,0.28933
1998,Couple with children,Urban regions,5 rooms,0.16807,258,1756,0.15058,0.18556
1998,Couple with children,Urban regions,6 rooms,0.11490,170,1756,0.09998,0.12982
1998,Couple with children,Urban regions,7 rooms,0.06577,84,1756,0.05417,0.07736
1998,Couple with children,Urban regions,8 rooms,0.02119,36,1756,0.01445,0.02793
1998,Couple with children,Rural regions,2 rooms,0.02188,32,1005,0.01283,0.03093
1998,Couple with children,Rural regions,3 rooms,0.21303,258,1005,0.18770,0.23836
1998,Couple with children,Rural regions,4 rooms,0.28247,295,1005,0.25462,0.31032
1998,Couple with children,Rural regions,5 rooms,0.21180,207,1005,0.18653,0.23708
1998,Couple with children,Rural regions,6 rooms,0.13393,122,1005,0.11286,0.15500
1998,Couple with children,Rural regions,7 rooms,0.07216,60,1005,0.05616,0.08817
1998,Couple with children,Rural regions,8 rooms,0.03466,31,1005,0.02335,0.04598
1998,Other Combinations,Urban regions,3 rooms,0.30694,31,31,0.14190,0.47199
1999,Single-person household,Urban regions,1 room,0.12889,162,1125,0.10930,0.14848
1999,Single-person household,Urban regions,2 rooms,0.45116,522,1125,0.42207,0.48025
1999,Single-person household,Urban regions,3 rooms,0.27286,301,1125,0.24682,0.29890
1999,Single-person household,Urban regions,4 rooms,0.09133,106,1125,0.07449,0.10817
1999,Single-person household,Urban regions,5 rooms,0.03203,34,1125,0.02173,0.04232
1999,Single-person household,Rural regions,1 room,0.06305,42,440,0.04031,0.08579
1999,Single-person household,Rural regions,2 rooms,0.40610,204,440,0.36016,0.45204
1999,Single-person household,Rural regions,3 rooms,0.30502,137,440,0.26195,0.34809
1999,Single-person household,Rural regions,4 rooms,0.13060,57,440,0.09908,0.16212
1999,Couple without children,Urban regions,2 rooms,0.16598,297,1368,0.14626,0.18570
1999,Couple without children,Urban regions,3 rooms,0.38052,536,1368,0.35478,0.40625
1999,Couple without children,Urban regions,4 rooms,0.24039,322,1368,0.21774,0.26304
1999,Couple without children,Urban regions,5 rooms,0.10439,129,1368,0.08818,0.12060
1999,Couple without children,Urban regions,6 rooms,0.07100,84,1368,0.05739,0.08461
1999,Couple without children,Rural regions,2 rooms,0.16066,126,695,0.13334,0.18798
1999,Couple without children,Rural regions,3 rooms,0.32523,262,695,0.29038,0.36009
1999,Couple without children,Rural regions,4 rooms,0.25103,172,695,0.21877,0.28329
1999,Couple without children,Rural regions,5 rooms,0.11873,83,695,0.09466,0.14279
1999,Couple without children,Rural regions,6 rooms,0.07930,52,695,0.05919,0.09940
1999,Single parent,Urban regions,2 rooms,0.18346,47,239,0.13429,0.23264
1999,Single parent,Urban regions,3 rooms,0.43678,134,239,0.37376,0.49979
1999,Single parent,Urban regions,4 rooms,0.21003,58,239,0.15828,0.26178
1999,Single parent,Rural regions,3 rooms,0.37194,66,111,0.28161,0.46226
1999,Single parent,Rural regions,4 rooms,0.26511,45,111,0.18263,0.34760
1999,Couple with children,Urban regions,2 rooms,0.03665,84,1716,0.02775,0.04554
1999,Couple with children,Urban regions,3 rooms,0.28784,578,1716,0.26641,0.30926
1999,Couple with children,Urban regions,4 rooms,0.27449,486,1716,0.25337,0.29562
1999,Couple with children,Urban regions,5 rooms,0.15786,255,1716,0.14060,0.17512
1999,Couple with children,Urban regions,6 rooms,0.12202,185,1716,0.10653,0.13751
1999,Couple with children,Urban regions,7 rooms,0.06767,87,1716,0.05578,0.07956
1999,Couple with children,Urban regions,8 rooms,0.02667,41,1716,0.01905,0.03430
1999,Couple with children,Rural regions,3 rooms,0.20726,240,936,0.18127,0.23324
1999,Couple with children,Rural regions,4 rooms,0.27347,278,936,0.24490,0.30204
1999,Couple with children,Rural regions,5 rooms,0.22904,216,936,0.20211,0.25598
1999,Couple with children,Rural regions,6 rooms,0.12458,110,936,0.10341,0.14575
1999,Couple with children,Rural regions,7 rooms,0.06747,58,936,0.05139,0.08355
1999,Couple with children,Rural regions,8 rooms,0.04488,34,936,0.03161,0.05815
2000,Single-person household,Urban regions,1 room,0.12175,281,2245,0.10822,0.13528
2000,Single-person household,Urban regions,2 rooms,0.42551,956,2245,0.40506,0.44597
2000,Single-person household,Urban regions,3 rooms,0.27974,632,2245,0.26116,0.29831
2000,Single-person household,Urban regions,4 rooms,0.10026,231,2245,0.08783,0.11269
2000,Single-person household,Urban regions,5 rooms,0.04037,95,2245,0.03223,0.04852
2000,Single-person household,Urban regions,6 rooms,0.01947,50,2245,0.01375,0.02519
2000,Single-person household,Rural regions,1 room,0.07386,88,936,0.05709,0.09062
2000,Single-person household,Rural regions,2 rooms,0.42161,400,936,0.38995,0.45326
2000,Single-person household,Rural regions,3 rooms,0.27921,266,936,0.25045,0.30796
2000,Single-person household,Rural regions,4 rooms,0.12530,128,936,0.10408,0.14652
2000,Single-person household,Rural regions,5 rooms,0.05594,54,936,0.04121,0.07067
2000,Couple without children,Urban regions,2 rooms,0.15274,441,2611,0.13894,0.16655
2000,Couple without children,Urban regions,3 rooms,0.37235,969,2611,0.35380,0.39090
2000,Couple without children,Urban regions,4 rooms,0.22790,600,2611,0.21180,0.24399
2000,Couple without children,Urban regions,5 rooms,0.11984,310,2611,0.10738,0.13230
2000,Couple without children,Urban regions,6 rooms,0.07827,190,2611,0.06797,0.08858
2000,Couple without children,Urban regions,7 rooms,0.02299,62,2611,0.01724,0.02874
2000,Couple without children,Urban regions,8 rooms,0.01414,39,2611,0.00961,0.01867
2000,Couple without children,Rural regions,2 rooms,0.13412,177,1285,0.11548,0.15276
2000,Couple without children,Rural regions,3 rooms,0.35372,490,1285,0.32756,0.37987
2000,Couple without children,Rural regions,4 rooms,0.23749,304,1285,0.21422,0.26077
2000,Couple without children,Rural regions,5 rooms,0.12823,169,1285,0.10994,0.14652
2000,Couple without children,Rural regions,6 rooms,0.07996,101,1285,0.06512,0.09480
2000,Couple without children,Rural regions,7 rooms,0.03474,44,1285,0.02472,0.04476
2000,Single parent,Urban regions,2 rooms,0.15737,75,460,0.12405,0.19068
2000,Single parent,Urban regions,3 rooms,0.46072,233,460,0.41512,0.50632
2000,Single parent,Urban regions,4 rooms,0.21258,107,460,0.17515,0.25001
2000,Single parent,Urban regions,5 rooms,0.07981,45,460,0.05502,0.10460
2000,Single parent,Rural regions,3 rooms,0.38883,100,165,0.31422,0.46344
2000,Single parent,Rural regions,4 rooms,0.24873,65,165,0.18257,0.31489
2000,Couple with children,Urban regions,2 rooms,0.03610,109,2925,0.02933,0.04286
2000,Couple with children,Urban regions,3 rooms,0.28835,865,2925,0.27193,0.30477
2000,Couple with children,Urban regions,4 rooms,0.26343,796,2925,0.24746,0.27939
2000,Couple with children,Urban regions,5 rooms,0.17740,524,2925,0.16356,0.19125
2000,Couple with children,Urban regions,6 rooms,0.11463,333,2925,0.10308,0.12617
2000,Couple with children,Urban regions,7 rooms,0.06932,190,2925,0.06011,0.07853
2000,Couple with children,Urban regions,8 rooms,0.02549,77,2925,0.01978,0.03121
2000,Couple with children,Urban regions,9 rooms,0.00927,31,2925,0.00580,0.01274
2000,Couple with children,Rural regions,3 rooms,0.20902,356,1601,0.18909,0.22894
2000,Couple with children,Rural regions,4 rooms,0.25682,439,1601,0.23541,0.27823
2000,Couple with children,Rural regions,5 rooms,0.23892,396,1601,0.21803,0.25981
2000,Couple with children,Rural regions,6 rooms,0.14481,235,1601,0.12757,0.16205
2000,Couple with children,Rural regions,7 rooms,0.06841,112,1601,0.05604,0.08078
2000,Couple with children,Rural regions,8 rooms,0.04012,63,1601,0.03051,0.04974
2000,Other Combinations,Urban regions,3 rooms,0.35215,33,33,0.18665,0.51764
2001,Single-person household,Urban regions,1 room,0.11287,233,2029,0.09909,0.12664
2001,Single-person household,Urban regions,2 rooms,0.41825,862,2029,0.39679,0.43972
2001,Single-person household,Urban regions,3 rooms,0.29609,601,2029,0.27622,0.31596
2001,Single-person household,Urban regions,4 rooms,0.09851,199,2029,0.08554,0.11148
2001,Single-person household,Urban regions,5 rooms,0.03723,81,2029,0.02899,0.04546
2001,Single-person household,Urban regions,6 rooms,0.02321,53,2029,0.01666,0.02977
2001,Single-person household,Rural regions,1 room,0.05437,56,824,0.03887,0.06986
2001,Single-person household,Rural regions,2 rooms,0.41659,358,824,0.38291,0.45027
2001,Single-person household,Rural regions,3 rooms,0.29424,245,824,0.26310,0.32537
2001,Single-person household,Rural regions,4 rooms,0.13242,115,824,0.10926,0.15557
2001,Single-person household,Rural regions,5 rooms,0.06016,50,824,0.04392,0.07641
2001,Couple without children,Urban regions,2 rooms,0.14510,395,2340,0.13082,0.15937
2001,Couple without children,Urban regions,3 rooms,0.37991,893,2340,0.36024,0.39958
2001,Couple without children,Urban regions,4 rooms,0.23071,527,2340,0.21364,0.24778
2001,Couple without children,Urban regions,5 rooms,0.11615,268,2340,0.10317,0.12914
2001,Couple without children,Urban regions,6 rooms,0.07938,173,2340,0.06842,0.09033
2001,Couple without children,Urban regions,7 rooms,0.02169,53,2340,0.01578,0.02759
2001,Couple without children,Urban regions,8 rooms,0.01312,31,2340,0.00851,0.01774
2001,Couple without children,Rural regions,2 rooms,0.12352,159,1173,0.10468,0.14235
2001,Couple without children,Rural regions,3 rooms,0.34855,434,1173,0.32127,0.37583
2001,Couple without children,Rural regions,4 rooms,0.24474,295,1173,0.22013,0.26936
2001,Couple without children,Rural regions,5 rooms,0.13311,157,1173,0.11367,0.15256
2001,Couple without children,Rural regions,6 rooms,0.07330,85,1173,0.05838,0.08822
2001,Couple without children,Rural regions,7 rooms,0.03785,43,1173,0.02692,0.04877
2001,Single parent,Urban regions,2 rooms,0.15162,70,428,0.11760,0.18563
2001,Single parent,Urban regions,3 rooms,0.45993,207,428,0.41266,0.50720
2001,Single parent,Urban regions,4 rooms,0.22027,107,428,0.18096,0.25958
2001,Single parent,Urban regions,5 rooms,0.08450,44,428,0.05812,0.11089
2001,Single parent,Rural regions,3 rooms,0.36654,88,159,0.29140,0.44167
2001,Single parent,Rural regions,4 rooms,0.28418,71,159,0.21385,0.35451
2001,Couple with children,Urban regions,2 rooms,0.03022,82,2655,0.02371,0.03673
2001,Couple with children,Urban regions,3 rooms,0.27195,754,2655,0.25502,0.28888
2001,Couple with children,Urban regions,4 rooms,0.26232,729,2655,0.24558,0.27905
2001,Couple with children,Urban regions,5 rooms,0.18708,485,2655,0.17224,0.20191
2001,Couple with children,Urban regions,6 rooms,0.12084,315,2655,0.10844,0.13324
2001,Couple with children,Urban regions,7 rooms,0.07186,178,2655,0.06204,0.08169
2001,Couple with children,Urban regions,8 rooms,0.02945,80,2655,0.02302,0.03589
2001,Couple with children,Urban regions,10 or more rooms,0.01499,32,2655,0.01037,0.01961
2001,Couple with children,Rural regions,3 rooms,0.19595,304,1417,0.17527,0.21662
2001,Couple with children,Rural regions,4 rooms,0.26898,397,1417,0.24589,0.29208
2001,Couple with children,Rural regions,5 rooms,0.23478,352,1417,0.21270,0.25686
2001,Couple with children,Rural regions,6 rooms,0.14380,208,1417,0.12553,0.16208
2001,Couple with children,Rural regions,7 rooms,0.06575,101,1417,0.05284,0.07866
2001,Couple with children,Rural regions,8 rooms,0.04058,55,1417,0.03030,0.05086
2002,Single-person household,Urban regions,1 room,0.10843,223,2046,0.09495,0.12190
2002,Single-person household,Urban regions,2 rooms,0.43003,883,2046,0.40857,0.45148
2002,Single-person household,Urban regions,3 rooms,0.28936,602,2046,0.26971,0.30901
2002,Single-person household,Urban regions,4 rooms,0.09478,195,2046,0.08209,0.10748
2002,Single-person household,Urban regions,5 rooms,0.04229,89,2046,0.03357,0.05101
2002,Single-person household,Urban regions,6 rooms,0.02307,54,2046,0.01657,0.02958
2002,Single-person household,Rural regions,1 room,0.06368,64,823,0.04699,0.08037
2002,Single-person household,Rural regions,2 rooms,0.40111,350,823,0.36761,0.43462
2002,Single-person household,Rural regions,3 rooms,0.32767,265,823,0.29558,0.35975
2002,Single-person household,Rural regions,4 rooms,0.10743,92,823,0.08626,0.12860
2002,Single-person household,Rural regions,5 rooms,0.06271,52,823,0.04614,0.07928
2002,Couple without children,Urban regions,2 rooms,0.14270,384,2588,0.12922,0.15618
2002,Couple without children,Urban regions,3 rooms,0.36561,893,2588,0.34705,0.38417
2002,Couple without children,Urban regions,4 rooms,0.22727,593,2588,0.21112,0.24342
2002,Couple without children,Urban regions,5 rooms,0.13829,386,2588,0.12498,0.15159
2002,Couple without children,Urban regions,6 rooms,0.06958,202,2588,0.05978,0.07939
2002,Couple without children,Urban regions,7 rooms,0.02971,92,2588,0.02317,0.03625
2002,Couple without children,Urban regions,8 rooms,0.01142,38,2588,0.00733,0.01552
2002,Couple without children,Rural regions,2 rooms,0.12622,156,1221,0.10759,0.14486
2002,Couple without children,Rural regions,3 rooms,0.32804,430,1221,0.30169,0.35438
2002,Couple without children,Rural regions,4 rooms,0.24145,299,1221,0.21744,0.26547
2002,Couple without children,Rural regions,5 rooms,0.16663,195,1221,0.14572,0.18754
2002,Couple without children,Rural regions,6 rooms,0.07750,103,1221,0.06249,0.09250
2002,Couple without children,Rural regions,7 rooms,0.03245,38,1221,0.02251,0.04240
2002,Single parent,Urban regions,2 rooms,0.16406,69,420,0.12860,0.19952
2002,Single parent,Urban regions,3 rooms,0.45500,206,420,0.40731,0.50268
2002,Single parent,Urban regions,4 rooms,0.22990,102,420,0.18961,0.27019
2002,Single parent,Urban regions,5 rooms,0.08657,43,420,0.05964,0.11349
2002,Single parent,Rural regions,3 rooms,0.34762,86,197,0.28095,0.41429
2002,Single parent,Rural regions,4 rooms,0.28672,79,197,0.22341,0.35003
2002,Single parent,Rural regions,5 rooms,0.12483,32,197,0.07855,0.17110
2002,Couple with children,Urban regions,2 rooms,0.02502,64,2859,0.01930,0.03075
2002,Couple with children,Urban regions,3 rooms,0.27579,690,2859,0.25940,0.29217
2002,Couple with children,Urban regions,4 rooms,0.27875,773,2859,0.26231,0.29519
2002,Couple with children,Urban regions,5 rooms,0.19664,581,2859,0.18207,0.21121
2002,Couple with children,Urban regions,6 rooms,0.11825,391,2859,0.10642,0.13009
2002,Couple with children,Urban regions,7 rooms,0.05551,207,2859,0.04711,0.06390
2002,Couple with children,Urban regions,8 rooms,0.02854,107,2859,0.02244,0.03465
2002,Couple with children,Urban regions,9 rooms,0.01255,46,2859,0.00847,0.01664
2002,Couple with children,Rural regions,3 rooms,0.19133,276,1425,0.17090,0.21176
2002,Couple with children,Rural regions,4 rooms,0.28310,389,1425,0.25970,0.30650
2002,Couple with children,Rural regions,5 rooms,0.25134,378,1425,0.22880,0.27387
2002,Couple with children,Rural regions,6 rooms,0.13154,214,1425,0.11398,0.14909
2002,Couple with children,Rural regions,7 rooms,0.07145,110,1425,0.05807,0.08483
2002,Couple with children,Rural regions,8 rooms,0.03697,58,1425,0.02717,0.04677
2003,Single-person household,Urban regions,1 room,0.11330,228,2037,0.09953,0.12707
2003,Single-person household,Urban regions,2 rooms,0.40928,833,2037,0.38792,0.43064
2003,Single-person household,Urban regions,3 rooms,0.29797,610,2037,0.27810,0.31783
2003,Single-person household,Urban regions,4 rooms,0.10008,218,2037,0.08705,0.11312
2003,Single-person household,Urban regions,5 rooms,0.04743,99,2037,0.03820,0.05667
2003,Single-person household,Urban regions,6 rooms,0.02143,49,2037,0.01514,0.02772
2003,Single-person household,Rural regions,1 room,0.07469,72,806,0.05653,0.09285
2003,Single-person household,Rural regions,2 rooms,0.39021,330,806,0.35651,0.42391
2003,Single-person household,Rural regions,3 rooms,0.31552,257,806,0.28342,0.34763
2003,Single-person household,Rural regions,4 rooms,0.11489,92,806,0.09286,0.13691
2003,Single-person household,Rural regions,5 rooms,0.06051,55,806,0.04404,0.07698
2003,Couple without children,Urban regions,2 rooms,0.15077,386,2513,0.13678,0.16476
2003,Couple without children,Urban regions,3 rooms,0.36685,864,2513,0.34800,0.38569
2003,Couple without children,Urban regions,4 rooms,0.21415,563,2513,0.19811,0.23019
2003,Couple without children,Urban regions,5 rooms,0.13650,358,2513,0.12307,0.14992
2003,Couple without children,Urban regions,6 rooms,0.07820,214,2513,0.06770,0.08870
2003,Couple without children,Urban regions,7 rooms,0.02928,92,2513,0.02268,0.03587
2003,Couple without children,Urban regions,8 rooms,0.01041,36,2513,0.00644,0.01438
2003,Couple without children,Rural regions,2 rooms,0.13166,167,1216,0.11265,0.15067
2003,Couple without children,Rural regions,3 rooms,0.34232,442,1216,0.31564,0.36900
2003,Couple without children,Rural regions,4 rooms,0.23923,296,1216,0.21524,0.26322
2003,Couple without children,Rural regions,5 rooms,0.16689,191,1216,0.14592,0.18786
2003,Couple without children,Rural regions,6 rooms,0.06017,85,1216,0.04679,0.07354
2003,Couple without children,Rural regions,7 rooms,0.02783,35,1216,0.01858,0.03708
2003,Single parent,Urban regions,2 rooms,0.13966,63,427,0.10674,0.17257
2003,Single parent,Urban regions,3 rooms,0.47548,215,427,0.42805,0.52290
2003,Single parent,Urban regions,4 rooms,0.23821,110,427,0.19776,0.27866
2003,Single parent,Urban regions,5 rooms,0.07712,39,427,0.05179,0.10246
2003,Single parent,Rural regions,3 rooms,0.37898,87,150,0.30109,0.45688
2003,Single parent,Rural regions,4 rooms,0.25692,63,150,0.18676,0.32708
2003,Couple with children,Urban regions,2 rooms,0.02241,62,2708,0.01684,0.02799
2003,Couple with children,Urban regions,3 rooms,0.27097,652,2708,0.25422,0.28771
2003,Couple with children,Urban regions,4 rooms,0.27034,707,2708,0.25361,0.28707
2003,Couple with children,Urban regions,5 rooms,0.19582,554,2708,0.18087,0.21077
