year,hhtyp,sampreg,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Single-person household,West,No,0.95285,2642,2718,0.94488,0.96082
2012,Single-person household,East,Yes,0.05796,54,922,0.04287,0.07305
2012,Single-person household,East,No,0.91648,868,922,0.89861,0.93434
2012,Couple without children,West,No,0.98030,3283,3283,0.97555,0.98506
2012,Couple without children,East,No,0.97049,1086,1086,0.96042,0.98056
2012,Single parent,West,Yes,0.11014,260,1652,0.09504,0.12524
2012,Single parent,West,No,0.86783,1392,1652,0.85150,0.88417
2012,Single parent,East,Yes,0.23563,143,491,0.19805,0.27321
2012,Single parent,East,No,0.72284,348,491,0.68320,0.76247
2012,Couple with children,West,Yes,0.03025,249,4526,0.02526,0.03524
2012,Couple with children,West,No,0.92245,4277,4526,0.91466,0.93024
2012,Couple with children,East,Yes,0.05146,88,1055,0.03813,0.06480
2012,Couple with children,East,No,0.87411,967,1055,0.85408,0.89414
2012,Multi-generational household,West,No,0.95835,83,83,0.91510,1.00159
2012,Other Combinations,West,No,0.98415,73,73,0.95530,1.01300
2013,Single-person household,West,Yes,0.02685,76,2909,0.02098,0.03273
2013,Single-person household,West,No,0.95907,2833,2909,0.95187,0.96628
2013,Single-person household,East,Yes,0.05818,50,886,0.04275,0.07360
2013,Single-person household,East,No,0.91782,836,886,0.89972,0.93591
2013,Couple without children,West,No,0.97704,3458,3458,0.97205,0.98204
2013,Couple without children,East,No,0.97364,1080,1080,0.96409,0.98320
2013,Single parent,West,Yes,0.09060,207,1752,0.07716,0.10405
2013,Single parent,West,No,0.89618,1545,1752,0.88189,0.91047
2013,Single parent,East,Yes,0.21960,122,465,0.18193,0.25727
2013,Single parent,East,No,0.74666,343,465,0.70709,0.78623
2013,Couple with children,West,Yes,0.02402,262,5394,0.01993,0.02811
2013,Couple with children,West,No,0.92671,5132,5394,0.91975,0.93366
2013,Couple with children,East,Yes,0.05002,80,1058,0.03688,0.06317
2013,Couple with children,East,No,0.89021,978,1058,0.87136,0.90906
2013,Multi-generational household,West,No,0.90757,106,106,0.85217,0.96297
2013,Other Combinations,West,No,0.93147,301,301,0.90288,0.96006
2014,Single-person household,West,Yes,0.02879,70,2660,0.02244,0.03515
2014,Single-person household,West,No,0.95957,2590,2660,0.95209,0.96706
2014,Single-person household,East,Yes,0.04720,40,881,0.03319,0.06121
2014,Single-person household,East,No,0.95153,841,881,0.93734,0.96572
2014,Couple without children,West,No,0.98346,3232,3232,0.97906,0.98786
2014,Couple without children,East,No,0.98311,1061,1061,0.97536,0.99087
2014,Single parent,West,Yes,0.08049,154,1419,0.06633,0.09465
2014,Single parent,West,No,0.91397,1265,1419,0.89937,0.92856
2014,Single parent,East,Yes,0.17380,76,387,0.13600,0.21160
2014,Single parent,East,No,0.82156,311,387,0.78336,0.85976
2014,Couple with children,West,Yes,0.02474,215,4676,0.02028,0.02919
2014,Couple with children,West,No,0.95691,4461,4676,0.95109,0.96273
2014,Couple with children,East,Yes,0.04809,75,962,0.03456,0.06162
2014,Couple with children,East,No,0.93413,887,962,0.91845,0.94982
2014,Multi-generational household,West,No,0.91434,91,91,0.85652,0.97216
2014,Other Combinations,West,No,0.92990,215,215,0.89569,0.96411
2015,Single-person household,West,Yes,0.02442,63,2696,0.01859,0.03024
2015,Single-person household,West,No,0.94668,2633,2696,0.93820,0.95516
2015,Single-person household,East,Yes,0.04521,36,848,0.03122,0.05920
2015,Single-person household,East,No,0.90621,812,848,0.88657,0.92584
2015,Couple without children,West,No,0.97334,3236,3236,0.96779,0.97889
2015,Couple without children,East,No,0.95767,1028,1028,0.94535,0.96998
2015,Single parent,West,Yes,0.06416,118,1322,0.05095,0.07738
2015,Single parent,West,No,0.90940,1204,1322,0.89392,0.92488
2015,Single parent,East,Yes,0.14732,59,352,0.11024,0.18440
2015,Single parent,East,No,0.81952,293,352,0.77928,0.85975
2015,Couple with children,West,Yes,0.01954,179,4603,0.01554,0.02353
2015,Couple with children,West,No,0.93726,4424,4603,0.93025,0.94426
2015,Couple with children,East,Yes,0.03700,51,883,0.02454,0.04946
2015,Couple with children,East,No,0.88741,832,883,0.86655,0.90828
2015,Multi-generational household,West,No,0.91926,101,101,0.86586,0.97266
2015,Other Combinations,West,No,0.94126,198,198,0.90842,0.97409
2015,Other Combinations,East,No,0.85377,32,32,0.72939,0.97816
2016,Single-person household,West,Yes,0.02456,70,2518,0.01852,0.03061
2016,Single-person household,West,No,0.95781,2448,2518,0.94996,0.96567
2016,Single-person household,East,Yes,0.03600,32,844,0.02342,0.04857
2016,Single-person household,East,No,0.94368,812,844,0.92812,0.95924
2016,Couple without children,West,No,0.98282,3047,3047,0.97821,0.98743
2016,Couple without children,East,No,0.97550,994,994,0.96588,0.98511
2016,Single parent,West,Yes,0.06501,97,1180,0.05094,0.07908
2016,Single parent,West,No,0.92537,1083,1180,0.91037,0.94037
2016,Single parent,East,Yes,0.10457,43,330,0.07151,0.13764
2016,Single parent,East,No,0.86200,287,330,0.82473,0.89927
2016,Couple with children,West,Yes,0.02161,142,4108,0.01716,0.02606
2016,Couple with children,West,No,0.95309,3966,4108,0.94662,0.95956
2016,Couple with children,East,Yes,0.03158,41,805,0.01949,0.04367
2016,Couple with children,East,No,0.91178,764,805,0.89218,0.93138
2016,Multi-generational household,West,No,0.85701,75,75,0.77725,0.93677
2016,Other Combinations,West,No,0.91890,156,156,0.87592,0.96188
2017,Single-person household,West,Yes,0.02151,78,3085,0.01639,0.02663
2017,Single-person household,West,No,0.96700,3007,3085,0.96070,0.97331
2017,Single-person household,East,Yes,0.04606,47,1020,0.03319,0.05893
2017,Single-person household,East,No,0.93403,973,1020,0.91879,0.94927
2017,Couple without children,West,No,0.98830,3500,3500,0.98474,0.99187
2017,Couple without children,East,No,0.98340,1125,1125,0.97593,0.99087
2017,Single parent,West,Yes,0.05951,106,1328,0.04678,0.07224
2017,Single parent,West,No,0.93573,1222,1328,0.92254,0.94893
2017,Single parent,East,Yes,0.09964,48,364,0.06883,0.13045
2017,Single parent,East,No,0.89092,316,364,0.85885,0.92299
2017,Couple with children,West,Yes,0.01855,214,5277,0.01491,0.02220
2017,Couple with children,West,No,0.96242,5063,5277,0.95729,0.96755
2017,Couple with children,East,Yes,0.02924,46,1092,0.01924,0.03923
2017,Couple with children,East,No,0.93611,1046,1092,0.92159,0.95062
2017,Multi-generational household,West,No,0.83629,106,106,0.76552,0.90707
2017,Other Combinations,West,No,0.93522,312,312,0.90787,0.96258
2017,Other Combinations,East,No,0.92818,49,49,0.85514,1.00122
2018,Single-person household,West,Yes,0.02184,125,3352,0.01689,0.02679
2018,Single-person household,West,No,0.97217,3227,3352,0.96660,0.97774
2018,Single-person household,East,Yes,0.04584,61,1084,0.03339,0.05830
2018,Single-person household,East,No,0.94003,1023,1084,0.92589,0.95417
2018,Couple without children,West,Yes,0.00455,39,3480,0.00231,0.00678
2018,Couple without children,West,No,0.98959,3441,3480,0.98622,0.99297
2018,Couple without children,East,No,0.97371,1122,1122,0.96434,0.98308
2018,Single parent,West,Yes,0.06411,125,1360,0.05108,0.07713
2018,Single parent,West,No,0.93260,1235,1360,0.91926,0.94593
2018,Single parent,East,Yes,0.10806,40,372,0.07647,0.13965
2018,Single parent,East,No,0.88894,332,372,0.85696,0.92091
2018,Couple with children,West,Yes,0.02445,355,5308,0.02029,0.02860
2018,Couple with children,West,No,0.96112,4953,5308,0.95592,0.96633
2018,Couple with children,East,Yes,0.02591,70,1082,0.01644,0.03539
2018,Couple with children,East,No,0.94328,1012,1082,0.92949,0.95707
2018,Multi-generational household,West,No,0.92562,121,121,0.87867,0.97256
2018,Other Combinations,West,Yes,0.03615,33,356,0.01673,0.05557
2018,Other Combinations,West,No,0.95657,323,356,0.93537,0.97777
2018,Other Combinations,East,No,0.93316,46,46,0.86020,1.00613
2019,Single-person household,West,Yes,0.03155,121,3472,0.02574,0.03737
2019,Single-person household,West,No,0.96311,3351,3472,0.95683,0.96938
2019,Single-person household,East,Yes,0.04372,49,1058,0.03139,0.05604
2019,Single-person household,East,No,0.93679,1009,1058,0.92212,0.95146
2019,Couple without children,West,No,0.98941,3846,3846,0.98617,0.99264
2019,Couple without children,East,No,0.97963,1247,1247,0.97179,0.98747
2019,Single parent,West,Yes,0.05426,77,1250,0.04170,0.06683
2019,Single parent,West,No,0.93563,1173,1250,0.92202,0.94924
2019,Single parent,East,Yes,0.09636,33,357,0.06571,0.12701
2019,Single parent,East,No,0.88739,324,357,0.85456,0.92023
2019,Couple with children,West,Yes,0.02189,223,5350,0.01797,0.02581
2019,Couple with children,West,No,0.96535,5127,5350,0.96045,0.97026
2019,Couple with children,East,Yes,0.02334,42,1127,0.01452,0.03216
2019,Couple with children,East,No,0.95624,1085,1127,0.94429,0.96819
2019,Multi-generational household,West,No,0.92026,104,104,0.86794,0.97257
2019,Other Combinations,West,No,0.96664,299,299,0.94625,0.98703
2019,Other Combinations,East,No,0.88331,46,46,0.78951,0.97712
2020,Single-person household,West,Yes,0.02676,128,4184,0.02187,0.03165
2020,Single-person household,West,No,0.96220,4056,4184,0.95642,0.96798
2020,Single-person household,East,Yes,0.03379,38,1124,0.02322,0.04435
2020,Single-person household,East,No,0.93908,1086,1124,0.92509,0.95307
2020,Couple without children,West,No,0.98240,3925,3925,0.97829,0.98651
2020,Couple without children,East,No,0.98371,1174,1174,0.97646,0.99095
2020,Single parent,West,Yes,0.05611,77,1236,0.04327,0.06894
2020,Single parent,West,No,0.92128,1159,1236,0.90626,0.93630
2020,Single parent,East,No,0.89232,315,315,0.85804,0.92661
2020,Couple with children,West,Yes,0.01855,226,5382,0.01495,0.02216
2020,Couple with children,West,No,0.94717,5156,5382,0.94119,0.95315
2020,Couple with children,East,Yes,0.02399,34,1061,0.01478,0.03320
2020,Couple with children,East,No,0.94815,1027,1061,0.93481,0.96150
2020,Multi-generational household,West,No,0.82208,109,109,0.74995,0.89421
2020,Other Combinations,West,No,0.96724,404,404,0.94986,0.98462
2020,Other Combinations,East,No,0.99421,53,53,0.97358,1.01483
2021,Single-person household,West,Yes,0.02155,73,2756,0.01613,0.02697
2021,Single-person household,West,No,0.97183,2683,2756,0.96566,0.97801
2021,Single-person household,East,No,0.95581,733,733,0.94092,0.97070
2021,Couple without children,West,No,0.99294,2631,2631,0.98974,0.99614
2021,Couple without children,East,No,0.97789,816,816,0.96779,0.98798
2021,Single parent,West,Yes,0.04555,44,764,0.03075,0.06034
2021,Single parent,West,No,0.95191,720,764,0.93673,0.96709
2021,Single parent,East,No,0.92659,234,234,0.89310,0.96008
2021,Couple with children,West,Yes,0.02694,212,3318,0.02143,0.03245
2021,Couple with children,West,No,0.95360,3106,3318,0.94644,0.96076
2021,Couple with children,East,No,0.97692,629,629,0.96517,0.98866
2021,Multi-generational household,West,No,0.97652,65,65,0.93941,1.01362
2021,Other Combinations,West,No,0.95329,286,286,0.92879,0.97779
2021,Other Combinations,East,No,0.99983,50,50,0.99613,1.00352
2022,Single-person household,West,Yes,0.02056,83,4478,0.01641,0.02472
2022,Single-person household,West,No,0.96733,4395,4478,0.96212,0.97254
2022,Single-person household,East,Yes,0.03922,34,1298,0.02866,0.04978
2022,Single-person household,East,No,0.92716,1264,1298,0.91302,0.94130
2022,Couple without children,West,No,0.98686,4471,4471,0.98352,0.99019
2022,Couple without children,East,No,0.99023,1251,1251,0.98478,0.99569
2022,Single parent,West,Yes,0.05023,47,900,0.03596,0.06451
2022,Single parent,West,No,0.94399,853,900,0.92896,0.95902
2022,Single parent,East,No,0.91869,292,292,0.88728,0.95009
2022,Couple with children,West,Yes,0.02340,219,4643,0.01905,0.02775
2022,Couple with children,West,No,0.95129,4424,4643,0.94509,0.95748
2022,Couple with children,East,Yes,0.01511,31,1103,0.00791,0.02231
2022,Couple with children,East,No,0.94869,1072,1103,0.93567,0.96172
2022,Multi-generational household,West,No,0.97849,71,71,0.94450,1.01248
2022,Other Combinations,West,No,0.94124,927,927,0.92610,0.95639
2022,Other Combinations,East,No,0.94811,217,217,0.91853,0.97769
