"pgisced97","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"middle vocational","1992","(noch) kein Abschluss","weiblich","33","0.0515529207216316","0.0321710238605161","0.0709348175827472"
"middle vocational","1992","Hauptschulabschluss","maennlich","2168","0.728776490144617","0.713331394050642","0.744221586238592"
"middle vocational","1992","Hauptschulabschluss","weiblich","1813","0.525788790277219","0.509012007329222","0.542565573225216"
"middle vocational","1992","Realschulabschluss","maennlich","997","0.732834734009967","0.709631799824781","0.756037668195152"
"middle vocational","1992","Realschulabschluss","weiblich","1259","0.72216884155996","0.700994008219362","0.743343674900559"
"middle vocational","1992","(Fach-)Abitur","maennlich","216","0.403314606005924","0.360571358917963","0.446057853093885"
"middle vocational","1992","(Fach-)Abitur","weiblich","167","0.404688266273622","0.356527413227655","0.452849119319588"
"middle vocational","1992","AkademikerInnen","maennlich","","","",""
"middle vocational","1992","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1992","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1992","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1992","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1992","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1992","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1992","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1992","(Fach-)Abitur","maennlich","218","0.407313338560389","0.364502895202103","0.450123781918676"
"vocational + Abi","1992","(Fach-)Abitur","weiblich","169","0.391221857221165","0.343336500824984","0.439107213617346"
"vocational + Abi","1992","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1992","AkademikerInnen","weiblich","","","",""
"higher vocational","1992","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1992","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1992","Hauptschulabschluss","maennlich","230","0.0854297632535155","0.0757192339079639","0.0951402925990671"
"higher vocational","1992","Hauptschulabschluss","weiblich","84","0.0315848441195522","0.0257087698787625","0.0374609183603418"
"higher vocational","1992","Realschulabschluss","maennlich","190","0.130166283367606","0.112521462276695","0.147811104458517"
"higher vocational","1992","Realschulabschluss","weiblich","125","0.0891585447058663","0.0756871353740227","0.10262995403771"
"higher vocational","1992","(Fach-)Abitur","maennlich","72","0.189372055433687","0.155233781056736","0.223510329810638"
"higher vocational","1992","(Fach-)Abitur","weiblich","63","0.204089876505213","0.164543710146644","0.243636042863782"
"higher vocational","1992","AkademikerInnen","maennlich","","","",""
"higher vocational","1992","AkademikerInnen","weiblich","","","",""
"higher education","1992","(noch) kein Abschluss","maennlich","","","",""
"higher education","1992","(noch) kein Abschluss","weiblich","","","",""
"higher education","1992","Hauptschulabschluss","maennlich","","","",""
"higher education","1992","Hauptschulabschluss","weiblich","","","",""
"higher education","1992","Realschulabschluss","maennlich","","","",""
"higher education","1992","Realschulabschluss","weiblich","","","",""
"higher education","1992","(Fach-)Abitur","maennlich","","","",""
"higher education","1992","(Fach-)Abitur","weiblich","","","",""
"higher education","1992","AkademikerInnen","maennlich","913","1","1","1"
"higher education","1992","AkademikerInnen","weiblich","747","1","1","1"
"in school","1993","(noch) kein Abschluss","maennlich","88","0.365137145851009","0.31614470205412","0.414129589647898"
"in school","1993","(noch) kein Abschluss","weiblich","99","0.303440678899207","0.262524678282487","0.344356679515927"
"in school","1993","Hauptschulabschluss","maennlich","","","",""
"in school","1993","Hauptschulabschluss","weiblich","","","",""
"in school","1993","Realschulabschluss","maennlich","","","",""
"in school","1993","Realschulabschluss","weiblich","","","",""
"in school","1993","(Fach-)Abitur","maennlich","","","",""
"in school","1993","(Fach-)Abitur","weiblich","","","",""
"in school","1993","AkademikerInnen","maennlich","","","",""
"in school","1993","AkademikerInnen","weiblich","","","",""
"inadequately","1993","(noch) kein Abschluss","maennlich","238","0.510351258190751","0.459484032407505","0.561218483973998"
"inadequately","1993","(noch) kein Abschluss","weiblich","354","0.639475696865961","0.596743372463488","0.682208021268433"
"inadequately","1993","Hauptschulabschluss","maennlich","","","",""
"inadequately","1993","Hauptschulabschluss","weiblich","","","",""
"inadequately","1993","Realschulabschluss","maennlich","","","",""
"inadequately","1993","Realschulabschluss","weiblich","","","",""
"inadequately","1993","(Fach-)Abitur","maennlich","","","",""
"inadequately","1993","(Fach-)Abitur","weiblich","","","",""
"inadequately","1993","AkademikerInnen","maennlich","","","",""
"inadequately","1993","AkademikerInnen","weiblich","","","",""
"general elemantary","1993","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1993","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1993","Hauptschulabschluss","maennlich","736","0.178789834107648","0.16529037606133","0.192289292153966"
"general elemantary","1993","Hauptschulabschluss","weiblich","1449","0.438091752883588","0.421153456357897","0.45503004940928"
"general elemantary","1993","Realschulabschluss","maennlich","213","0.14490592125888","0.126453875581506","0.163357966936254"
"general elemantary","1993","Realschulabschluss","weiblich","309","0.174340755512122","0.156368768477525","0.19231274254672"
"general elemantary","1993","(Fach-)Abitur","maennlich","","","",""
"general elemantary","1993","(Fach-)Abitur","weiblich","","","",""
"general elemantary","1993","AkademikerInnen","maennlich","","","",""
"general elemantary","1993","AkademikerInnen","weiblich","","","",""
"middle vocational","1993","(noch) kein Abschluss","maennlich","44","0.123854855922003","0.0903347266703434","0.157374985173663"
"middle vocational","1993","(noch) kein Abschluss","weiblich","30","0.0438051580220191","0.0255908345217198","0.0620194815223184"
"middle vocational","1993","Hauptschulabschluss","maennlich","2122","0.728033224525292","0.712356645717739","0.743709803332845"
"middle vocational","1993","Hauptschulabschluss","weiblich","1762","0.52880118070221","0.511759877861114","0.545842483543305"
"middle vocational","1993","Realschulabschluss","maennlich","1001","0.730132685425896","0.7068640698631","0.753401300988692"
"middle vocational","1993","Realschulabschluss","weiblich","1273","0.734235215061129","0.713310356404521","0.755160073717738"
"middle vocational","1993","(Fach-)Abitur","maennlich","215","0.41151887352712","0.368341226996793","0.454696520057448"
"middle vocational","1993","(Fach-)Abitur","weiblich","189","0.393346595417391","0.346684411566754","0.440008779268027"
"middle vocational","1993","AkademikerInnen","maennlich","","","",""
"middle vocational","1993","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1993","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1993","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1993","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1993","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1993","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1993","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1993","(Fach-)Abitur","maennlich","219","0.406957206983356","0.363853441967721","0.45006097199899"
"vocational + Abi","1993","(Fach-)Abitur","weiblich","168","0.392650984623007","0.346003357768781","0.439298611477232"
"vocational + Abi","1993","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1993","AkademikerInnen","weiblich","","","",""
"higher vocational","1993","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1993","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1993","Hauptschulabschluss","maennlich","224","0.0876664327382214","0.0777029480248179","0.097629917451625"
"higher vocational","1993","Hauptschulabschluss","weiblich","76","0.0297692067400591","0.0239672344850737","0.0355711789950445"
"higher vocational","1993","Realschulabschluss","maennlich","184","0.124961393315224","0.107627503083397","0.142295283547051"
"higher vocational","1993","Realschulabschluss","weiblich","130","0.0914240294267481","0.0777716920056735","0.105076366847823"
"higher vocational","1993","(Fach-)Abitur","maennlich","65","0.181523919489524","0.147704375741152","0.215343463237896"
"higher vocational","1993","(Fach-)Abitur","weiblich","64","0.214002419959603","0.174825797644463","0.253179042274743"
"higher vocational","1993","AkademikerInnen","maennlich","","","",""
"higher vocational","1993","AkademikerInnen","weiblich","","","",""
"higher education","1993","(noch) kein Abschluss","maennlich","","","",""
"higher education","1993","(noch) kein Abschluss","weiblich","","","",""
"higher education","1993","Hauptschulabschluss","maennlich","","","",""
"higher education","1993","Hauptschulabschluss","weiblich","","","",""
"higher education","1993","Realschulabschluss","maennlich","","","",""
"higher education","1993","Realschulabschluss","weiblich","","","",""
"higher education","1993","(Fach-)Abitur","maennlich","","","",""
"higher education","1993","(Fach-)Abitur","weiblich","","","",""
"higher education","1993","AkademikerInnen","maennlich","910","1","1","1"
"higher education","1993","AkademikerInnen","weiblich","730","1","1","1"
"in school","1994","(noch) kein Abschluss","maennlich","109","0.438596672075487","0.38775993056608","0.489433413584894"
"in school","1994","(noch) kein Abschluss","weiblich","133","0.360275528853952","0.31768117405049","0.402869883657415"
"in school","1994","Hauptschulabschluss","maennlich","","","",""
"in school","1994","Hauptschulabschluss","weiblich","","","",""
"in school","1994","Realschulabschluss","maennlich","","","",""
"in school","1994","Realschulabschluss","weiblich","","","",""
"in school","1994","(Fach-)Abitur","maennlich","","","",""
"in school","1994","(Fach-)Abitur","weiblich","","","",""
"in school","1994","AkademikerInnen","maennlich","","","",""
"in school","1994","AkademikerInnen","weiblich","","","",""
"inadequately","1994","(noch) kein Abschluss","maennlich","212","0.442351996274979","0.391469123848656","0.493234868701301"
"inadequately","1994","(noch) kein Abschluss","weiblich","324","0.583713885726115","0.539978379803136","0.627449391649094"
"inadequately","1994","Hauptschulabschluss","maennlich","","","",""
"inadequately","1994","Hauptschulabschluss","weiblich","","","",""
"inadequately","1994","Realschulabschluss","maennlich","","","",""
"inadequately","1994","Realschulabschluss","weiblich","","","",""
"inadequately","1994","(Fach-)Abitur","maennlich","","","",""
"inadequately","1994","(Fach-)Abitur","weiblich","","","",""
"inadequately","1994","AkademikerInnen","maennlich","","","",""
"inadequately","1994","AkademikerInnen","weiblich","","","",""
"general elemantary","1994","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1994","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1994","Hauptschulabschluss","maennlich","682","0.176569939081155","0.162838144236306","0.190301733926005"
"general elemantary","1994","Hauptschulabschluss","weiblich","1364","0.426608092826375","0.40942623598669","0.443789949666061"
"general elemantary","1994","Realschulabschluss","maennlich","178","0.1190400213041","0.101860686133453","0.136219356474747"
"general elemantary","1994","Realschulabschluss","weiblich","292","0.170969812588057","0.153041629519517","0.188897995656597"
"general elemantary","1994","(Fach-)Abitur","maennlich","","","",""
"general elemantary","1994","(Fach-)Abitur","weiblich","","","",""
"general elemantary","1994","AkademikerInnen","maennlich","","","",""
"general elemantary","1994","AkademikerInnen","weiblich","","","",""
"middle vocational","1994","(noch) kein Abschluss","maennlich","43","0.116932590923551","0.0840116482108232","0.149853533636278"
"middle vocational","1994","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","1994","Hauptschulabschluss","maennlich","2051","0.728927850482917","0.712919732161805","0.74493596880403"
"middle vocational","1994","Hauptschulabschluss","weiblich","1730","0.537927571941444","0.520607619241727","0.555247524641161"
"middle vocational","1994","Realschulabschluss","maennlich","992","0.744194318944981","0.721048101265249","0.767340536624713"
"middle vocational","1994","Realschulabschluss","weiblich","1273","0.744106387468167","0.723326718390156","0.764886056546178"
"middle vocational","1994","(Fach-)Abitur","maennlich","219","0.407871686672887","0.364838954412066","0.450904418933707"
"middle vocational","1994","(Fach-)Abitur","weiblich","188","0.395677118420304","0.349458298732378","0.44189593810823"
"middle vocational","1994","AkademikerInnen","maennlich","","","",""
"middle vocational","1994","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1994","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1994","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1994","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1994","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1994","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1994","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1994","(Fach-)Abitur","maennlich","216","0.406640474722144","0.36362809321539","0.449652856228898"
"vocational + Abi","1994","(Fach-)Abitur","weiblich","177","0.385688320108292","0.33968104698467","0.431695593231914"
"vocational + Abi","1994","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1994","AkademikerInnen","weiblich","","","",""
"higher vocational","1994","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1994","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1994","Hauptschulabschluss","maennlich","214","0.0882072776743692","0.0779942188336712","0.0984203365150672"
"higher vocational","1994","Hauptschulabschluss","weiblich","81","0.0321163588080044","0.0259913813151449","0.0382413363008638"
"higher vocational","1994","Realschulabschluss","maennlich","195","0.136765659750918","0.118537843074769","0.154993476427068"
"higher vocational","1994","Realschulabschluss","weiblich","129","0.0849237999437763","0.0716487939040626","0.09819880598349"
"higher vocational","1994","(Fach-)Abitur","maennlich","66","0.185487838604969","0.151452056477496","0.219523620732443"
"higher vocational","1994","(Fach-)Abitur","weiblich","65","0.218634561471404","0.179568433365313","0.257700689577495"
"higher vocational","1994","AkademikerInnen","maennlich","","","",""
"higher vocational","1994","AkademikerInnen","weiblich","","","",""
"higher education","1994","(noch) kein Abschluss","maennlich","","","",""
"higher education","1994","(noch) kein Abschluss","weiblich","","","",""
"higher education","1994","Hauptschulabschluss","maennlich","","","",""
"higher education","1994","Hauptschulabschluss","weiblich","","","",""
"higher education","1994","Realschulabschluss","maennlich","","","",""
"higher education","1994","Realschulabschluss","weiblich","","","",""
"higher education","1994","(Fach-)Abitur","maennlich","","","",""
"higher education","1994","(Fach-)Abitur","weiblich","","","",""
"higher education","1994","AkademikerInnen","maennlich","914","1","1","1"
"higher education","1994","AkademikerInnen","weiblich","742","1","1","1"
"in school","1995","(noch) kein Abschluss","maennlich","143","0.504792698667979","0.455424187283855","0.554161210052104"
"in school","1995","(noch) kein Abschluss","weiblich","145","0.414246641346974","0.370675971509422","0.457817311184525"
"in school","1995","Hauptschulabschluss","maennlich","","","",""
"in school","1995","Hauptschulabschluss","weiblich","","","",""
"in school","1995","Realschulabschluss","maennlich","","","",""
"in school","1995","Realschulabschluss","weiblich","","","",""
"in school","1995","(Fach-)Abitur","maennlich","","","",""
"in school","1995","(Fach-)Abitur","weiblich","","","",""
"in school","1995","AkademikerInnen","maennlich","","","",""
"in school","1995","AkademikerInnen","weiblich","","","",""
"inadequately","1995","(noch) kein Abschluss","maennlich","198","0.351044485182075","0.303915453021683","0.398173517342467"
"inadequately","1995","(noch) kein Abschluss","weiblich","314","0.532257305380523","0.488123470374929","0.576391140386116"
"inadequately","1995","Hauptschulabschluss","maennlich","","","",""
"inadequately","1995","Hauptschulabschluss","weiblich","","","",""
"inadequately","1995","Realschulabschluss","maennlich","","","",""
"inadequately","1995","Realschulabschluss","weiblich","","","",""
"inadequately","1995","(Fach-)Abitur","maennlich","","","",""
"inadequately","1995","(Fach-)Abitur","weiblich","","","",""
"inadequately","1995","AkademikerInnen","maennlich","","","",""
"inadequately","1995","AkademikerInnen","weiblich","","","",""
"general elemantary","1995","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1995","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1995","Hauptschulabschluss","maennlich","697","0.177432046439887","0.163754548965828","0.191109543913946"
"general elemantary","1995","Hauptschulabschluss","weiblich","1342","0.42385518551439","0.406663470277398","0.441046900751381"
"general elemantary","1995","Realschulabschluss","maennlich","175","0.104766126574364","0.0885787884338507","0.120953464714878"
"general elemantary","1995","Realschulabschluss","weiblich","302","0.175173924077187","0.157369786626389","0.192978061527985"
"general elemantary","1995","(Fach-)Abitur","maennlich","","","",""
"general elemantary","1995","(Fach-)Abitur","weiblich","","","",""
"general elemantary","1995","AkademikerInnen","maennlich","","","",""
"general elemantary","1995","AkademikerInnen","weiblich","","","",""
"middle vocational","1995","(noch) kein Abschluss","maennlich","51","0.141979518788378","0.107515838133339","0.176443199443417"
"middle vocational","1995","(noch) kein Abschluss","weiblich","30","0.0462636201759783","0.0276838077043801","0.0648434326475766"
"middle vocational","1995","Hauptschulabschluss","maennlich","2080","0.732216116442924","0.716362929561733","0.748069303324116"
"middle vocational","1995","Hauptschulabschluss","weiblich","1746","0.545449158068287","0.528126561106722","0.562771755029852"
"middle vocational","1995","Realschulabschluss","maennlich","997","0.752179573101317","0.729359025586207","0.775000120616426"
"middle vocational","1995","Realschulabschluss","weiblich","1306","0.730674595142784","0.709896502301681","0.751452687983887"
"middle vocational","1995","(Fach-)Abitur","maennlich","247","0.419686741215464","0.378921711352234","0.460451771078695"
"middle vocational","1995","(Fach-)Abitur","weiblich","224","0.357195377631379","0.315770718624372","0.398620036638385"
"middle vocational","1995","AkademikerInnen","maennlich","","","",""
"middle vocational","1995","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1995","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1995","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1995","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1995","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1995","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1995","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1995","(Fach-)Abitur","maennlich","252","0.430775774580308","0.389872204317532","0.471679344843084"
"vocational + Abi","1995","(Fach-)Abitur","weiblich","227","0.460106917140493","0.417019566162039","0.503194268118948"
"vocational + Abi","1995","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1995","AkademikerInnen","weiblich","","","",""
"higher vocational","1995","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1995","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1995","Hauptschulabschluss","maennlich","206","0.0851186344799979","0.07512785359156","0.0951094153684359"
"higher vocational","1995","Hauptschulabschluss","weiblich","76","0.0272450551332023","0.021581486094274","0.0329086241721305"
"higher vocational","1995","Realschulabschluss","maennlich","203","0.143054300324319","0.124547819029681","0.161560781618957"
"higher vocational","1995","Realschulabschluss","weiblich","143","0.0941514807800296","0.0804727316453007","0.107830229914759"
"higher vocational","1995","(Fach-)Abitur","maennlich","64","0.149537484204228","0.120079941433087","0.178995026975369"
"higher vocational","1995","(Fach-)Abitur","weiblich","63","0.182697705228128","0.149291708295968","0.216103702160288"
"higher vocational","1995","AkademikerInnen","maennlich","","","",""
"higher vocational","1995","AkademikerInnen","weiblich","","","",""
"higher education","1995","(noch) kein Abschluss","maennlich","","","",""
"higher education","1995","(noch) kein Abschluss","weiblich","","","",""
"higher education","1995","Hauptschulabschluss","maennlich","","","",""
"higher education","1995","Hauptschulabschluss","weiblich","","","",""
"higher education","1995","Realschulabschluss","maennlich","","","",""
"higher education","1995","Realschulabschluss","weiblich","","","",""
"higher education","1995","(Fach-)Abitur","maennlich","","","",""
"higher education","1995","(Fach-)Abitur","weiblich","","","",""
"higher education","1995","AkademikerInnen","maennlich","960","1","1","1"
"higher education","1995","AkademikerInnen","weiblich","803","1","1","1"
"in school","1996","(noch) kein Abschluss","maennlich","138","0.482561416230979","0.431782629136272","0.533340203325686"
"in school","1996","(noch) kein Abschluss","weiblich","156","0.445648882424179","0.400903544245315","0.490394220603042"
"in school","1996","Hauptschulabschluss","maennlich","","","",""
"in school","1996","Hauptschulabschluss","weiblich","","","",""
"in school","1996","Realschulabschluss","maennlich","","","",""
"in school","1996","Realschulabschluss","weiblich","","","",""
"in school","1996","(Fach-)Abitur","maennlich","","","",""
"in school","1996","(Fach-)Abitur","weiblich","","","",""
"in school","1996","AkademikerInnen","maennlich","","","",""
"in school","1996","AkademikerInnen","weiblich","","","",""
"inadequately","1996","(noch) kein Abschluss","maennlich","186","0.37713727830067","0.327885431271261","0.426389125330079"
"inadequately","1996","(noch) kein Abschluss","weiblich","283","0.46795858338405","0.423039038279972","0.512878128488128"
"inadequately","1996","Hauptschulabschluss","maennlich","","","",""
"inadequately","1996","Hauptschulabschluss","weiblich","","","",""
"inadequately","1996","Realschulabschluss","maennlich","","","",""
"inadequately","1996","Realschulabschluss","weiblich","","","",""
"inadequately","1996","(Fach-)Abitur","maennlich","","","",""
"inadequately","1996","(Fach-)Abitur","weiblich","","","",""
"inadequately","1996","AkademikerInnen","maennlich","","","",""
"inadequately","1996","AkademikerInnen","weiblich","","","",""
"general elemantary","1996","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1996","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1996","Hauptschulabschluss","maennlich","652","0.172576558422612","0.158828093839219","0.186325023006005"
"general elemantary","1996","Hauptschulabschluss","weiblich","1285","0.412832055161967","0.395458512632643","0.430205597691292"
"general elemantary","1996","Realschulabschluss","maennlich","172","0.10276516332955","0.086773294221658","0.118757032437442"
"general elemantary","1996","Realschulabschluss","weiblich","300","0.174336115041429","0.156514624201305","0.192157605881553"
"general elemantary","1996","(Fach-)Abitur","maennlich","","","",""
"general elemantary","1996","(Fach-)Abitur","weiblich","","","",""
"general elemantary","1996","AkademikerInnen","maennlich","","","",""
"general elemantary","1996","AkademikerInnen","weiblich","","","",""
"middle vocational","1996","(noch) kein Abschluss","maennlich","46","0.137855663007843","0.102822534943038","0.172888791072649"
"middle vocational","1996","(noch) kein Abschluss","weiblich","31","0.0558615569844777","0.035187139635004","0.0765359743339515"
"middle vocational","1996","Hauptschulabschluss","maennlich","2031","0.739874215985976","0.723912850787059","0.755835581184894"
"middle vocational","1996","Hauptschulabschluss","weiblich","1714","0.555102029706579","0.537565763616762","0.572638295796396"
"middle vocational","1996","Realschulabschluss","maennlich","1007","0.755933198700336","0.73331180967557","0.778554587725102"
"middle vocational","1996","Realschulabschluss","weiblich","1293","0.733778602041195","0.713017389870112","0.754539814212278"
"middle vocational","1996","(Fach-)Abitur","maennlich","226","0.390942082279501","0.349360045080114","0.432524119478888"
"middle vocational","1996","(Fach-)Abitur","weiblich","214","0.346824050724772","0.305717203192402","0.387930898257142"
"middle vocational","1996","AkademikerInnen","maennlich","","","",""
"middle vocational","1996","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1996","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1996","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1996","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1996","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1996","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1996","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1996","(Fach-)Abitur","maennlich","241","0.464886377652289","0.422383663066796","0.507389092237783"
"vocational + Abi","1996","(Fach-)Abitur","weiblich","237","0.486615401555082","0.443447710528237","0.529783092581928"
"vocational + Abi","1996","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1996","AkademikerInnen","weiblich","","","",""
"higher vocational","1996","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1996","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1996","Hauptschulabschluss","maennlich","203","0.082124173470245","0.0721350620131015","0.0921132849273885"
"higher vocational","1996","Hauptschulabschluss","weiblich","75","0.029063552563382","0.0231357973882984","0.0349913077384656"
"higher vocational","1996","Realschulabschluss","maennlich","206","0.141301637970114","0.122956663163403","0.159646612776825"
"higher vocational","1996","Realschulabschluss","weiblich","148","0.091885282917376","0.0783164641791257","0.105454101655626"
"higher vocational","1996","(Fach-)Abitur","maennlich","62","0.144171540068209","0.114238323618374","0.174104756518044"
"higher vocational","1996","(Fach-)Abitur","weiblich","64","0.166560547720146","0.134381915952655","0.198739179487636"
"higher vocational","1996","AkademikerInnen","maennlich","","","",""
"higher vocational","1996","AkademikerInnen","weiblich","","","",""
"higher education","1996","(noch) kein Abschluss","maennlich","","","",""
"higher education","1996","(noch) kein Abschluss","weiblich","","","",""
"higher education","1996","Hauptschulabschluss","maennlich","","","",""
"higher education","1996","Hauptschulabschluss","weiblich","","","",""
"higher education","1996","Realschulabschluss","maennlich","","","",""
"higher education","1996","Realschulabschluss","weiblich","","","",""
"higher education","1996","(Fach-)Abitur","maennlich","","","",""
"higher education","1996","(Fach-)Abitur","weiblich","","","",""
"higher education","1996","AkademikerInnen","maennlich","970","1","1","1"
"higher education","1996","AkademikerInnen","weiblich","800","1","1","1"
"in school","1997","(noch) kein Abschluss","maennlich","156","0.493115647899586","0.442581726231915","0.543649569567257"
"in school","1997","(noch) kein Abschluss","weiblich","160","0.445322857594662","0.400003397054767","0.490642318134557"
"in school","1997","Hauptschulabschluss","maennlich","","","",""
"in school","1997","Hauptschulabschluss","weiblich","","","",""
"in school","1997","Realschulabschluss","maennlich","","","",""
"in school","1997","Realschulabschluss","weiblich","","","",""
"in school","1997","(Fach-)Abitur","maennlich","","","",""
"in school","1997","(Fach-)Abitur","weiblich","","","",""
"in school","1997","AkademikerInnen","maennlich","","","",""
"in school","1997","AkademikerInnen","weiblich","","","",""
"inadequately","1997","(noch) kein Abschluss","maennlich","175","0.374949897300979","0.326017307309441","0.423882487292517"
"inadequately","1997","(noch) kein Abschluss","weiblich","264","0.464058036732397","0.418583096825762","0.509532976639031"
"inadequately","1997","Hauptschulabschluss","maennlich","","","",""
"inadequately","1997","Hauptschulabschluss","weiblich","","","",""
"inadequately","1997","Realschulabschluss","maennlich","","","",""
"inadequately","1997","Realschulabschluss","weiblich","","","",""
"inadequately","1997","(Fach-)Abitur","maennlich","","","",""
"inadequately","1997","(Fach-)Abitur","weiblich","","","",""
"inadequately","1997","AkademikerInnen","maennlich","","","",""
"inadequately","1997","AkademikerInnen","weiblich","","","",""
"general elemantary","1997","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1997","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1997","Hauptschulabschluss","maennlich","645","0.174820309545601","0.160829322192778","0.188811296898424"
"general elemantary","1997","Hauptschulabschluss","weiblich","1227","0.410528919890922","0.392887497047991","0.428170342733853"
"general elemantary","1997","Realschulabschluss","maennlich","186","0.111201973228853","0.0945606770049803","0.127843269452726"
"general elemantary","1997","Realschulabschluss","weiblich","292","0.173347502564482","0.155462955681297","0.191232049447667"
"general elemantary","1997","(Fach-)Abitur","maennlich","","","",""
"general elemantary","1997","(Fach-)Abitur","weiblich","","","",""
"general elemantary","1997","AkademikerInnen","maennlich","","","",""
"general elemantary","1997","AkademikerInnen","weiblich","","","",""
"middle vocational","1997","(noch) kein Abschluss","maennlich","45","0.131934454799435","0.0977278837740913","0.166141025824779"
"middle vocational","1997","(noch) kein Abschluss","weiblich","34","0.0593145946373872","0.0377753688102279","0.0808538204645465"
"middle vocational","1997","Hauptschulabschluss","maennlich","1967","0.738216712072997","0.722023199913957","0.754410224232037"
"middle vocational","1997","Hauptschulabschluss","weiblich","1683","0.559827633464086","0.542025623782635","0.577629643145538"
"middle vocational","1997","Realschulabschluss","maennlich","984","0.750912087627081","0.728019217858676","0.773804957395486"
"middle vocational","1997","Realschulabschluss","weiblich","1285","0.735848219406479","0.715018733618053","0.756677705194905"
"middle vocational","1997","(Fach-)Abitur","maennlich","218","0.39022014338446","0.348454052755255","0.431986234013665"
"middle vocational","1997","(Fach-)Abitur","weiblich","217","0.35771830256852","0.31603620280153","0.399400402335509"
"middle vocational","1997","AkademikerInnen","maennlich","","","",""
"middle vocational","1997","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1997","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1997","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1997","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1997","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1997","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1997","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1997","(Fach-)Abitur","maennlich","236","0.449140230585505","0.406551572685525","0.491728888485485"
"vocational + Abi","1997","(Fach-)Abitur","weiblich","222","0.459841426838077","0.416502224024019","0.503180629652135"
"vocational + Abi","1997","AkademikerInnen","maennlich","","","",""
