year,pgisced97,sex,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Primary Level,female,"No, never",0.23667,57,57,0.12535,0.34800
2019,Lower Secondary Level,male,"No, never",0.39823,423,589,0.35866,0.43779
2019,Lower Secondary Level,male,"Yes, every week",0.02628,43,589,0.01335,0.03921
2019,Lower Secondary Level,male,"Yes, every 2 weeks",0.05433,54,589,0.03601,0.07265
2019,Lower Secondary Level,male,"Yes, less frequently",0.05490,69,589,0.03649,0.07331
2019,Lower Secondary Level,female,"No, never",0.23068,418,584,0.19649,0.26488
2019,Lower Secondary Level,female,"Yes, every week",0.02379,39,584,0.01142,0.03616
2019,Lower Secondary Level,female,"Yes, every 2 weeks",0.04595,86,584,0.02895,0.06295
2019,Lower Secondary Level,female,"Yes, less frequently",0.02166,41,584,0.00985,0.03348
2019,Upper Secondary Level,male,"No, never",0.37741,1993,3263,0.36078,0.39405
2019,Upper Secondary Level,male,"Yes, every week",0.03895,228,3263,0.03231,0.04559
2019,Upper Secondary Level,male,"Yes, every 2 weeks",0.05679,314,3263,0.04884,0.06473
2019,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.04078,208,3263,0.03400,0.04757
2019,Upper Secondary Level,male,"Yes, less frequently",0.09269,520,3263,0.08274,0.10264
2019,Upper Secondary Level,female,"No, never",0.36538,2508,3585,0.34961,0.38114
2019,Upper Secondary Level,female,"Yes, every week",0.02587,175,3585,0.02067,0.03107
2019,Upper Secondary Level,female,"Yes, every 2 weeks",0.05365,383,3585,0.04628,0.06103
2019,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.02566,175,3585,0.02048,0.03083
2019,Upper Secondary Level,female,"Yes, less frequently",0.05418,344,3585,0.04676,0.06159
2019,Post-secondary Non-tertiary Level,male,"No, never",0.52646,398,700,0.48945,0.56348
2019,Post-secondary Non-tertiary Level,male,"Yes, every week",0.04197,45,700,0.02710,0.05683
2019,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.09930,79,700,0.07713,0.12147
2019,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.04482,48,700,0.02948,0.06016
2019,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.11750,130,700,0.09363,0.14137
2019,Post-secondary Non-tertiary Level,female,"No, never",0.48980,709,1019,0.45909,0.52050
2019,Post-secondary Non-tertiary Level,female,"Yes, every week",0.02721,47,1019,0.01722,0.03720
2019,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.07743,110,1019,0.06101,0.09385
2019,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.03458,62,1019,0.02336,0.04580
2019,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.06835,91,1019,0.05285,0.08385
2019,First Stage of Tertiary Education,male,"No, never",0.37850,425,787,0.34459,0.41241
2019,First Stage of Tertiary Education,male,"Yes, every week",0.04684,60,787,0.03207,0.06161
2019,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04990,56,787,0.03468,0.06512
2019,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.02727,50,787,0.01588,0.03865
2019,First Stage of Tertiary Education,male,"Yes, less frequently",0.17164,196,787,0.14528,0.19801
2019,First Stage of Tertiary Education,female,"No, never",0.40371,268,360,0.35296,0.45447
2019,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.08997,38,360,0.06037,0.11957
2019,First Stage of Tertiary Education,female,"Yes, less frequently",0.09722,54,360,0.06658,0.12787
2019,Second Stage of Tertiary Education,male,"No, never",0.35312,1311,2708,0.33512,0.37113
2019,Second Stage of Tertiary Education,male,"Yes, every week",0.05913,267,2708,0.05025,0.06802
2019,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.05265,234,2708,0.04423,0.06106
2019,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.05110,221,2708,0.04281,0.05940
2019,Second Stage of Tertiary Education,male,"Yes, less frequently",0.17732,675,2708,0.16293,0.19171
2019,Second Stage of Tertiary Education,female,"No, never",0.39488,1373,2431,0.37544,0.41432
2019,Second Stage of Tertiary Education,female,"Yes, every week",0.06256,225,2431,0.05293,0.07219
2019,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.05477,207,2431,0.04572,0.06382
2019,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.03522,171,2431,0.02789,0.04255
2019,Second Stage of Tertiary Education,female,"Yes, less frequently",0.11840,455,2431,0.10555,0.13124
2021,Primary Level,male,"No, never",0.33482,211,211,0.27099,0.39865
2021,Primary Level,female,"No, never",0.12532,52,52,0.03445,0.21619
2021,Lower Secondary Level,male,"No, never",0.31826,314,401,0.27261,0.36391
2021,Lower Secondary Level,male,"Yes, every week",0.04607,44,401,0.02552,0.06661
2021,Lower Secondary Level,male,"Yes, less frequently",0.05823,43,401,0.03528,0.08118
2021,Lower Secondary Level,female,"No, never",0.18663,222,275,0.14050,0.23277
2021,Lower Secondary Level,female,"Yes, every 2 weeks",0.04381,53,275,0.01958,0.06805
2021,Upper Secondary Level,male,"No, never",0.31423,1161,1829,0.29295,0.33551
2021,Upper Secondary Level,male,"Yes, every week",0.02413,117,1829,0.01710,0.03116
2021,Upper Secondary Level,male,"Yes, every 2 weeks",0.04348,173,1829,0.03413,0.05283
2021,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.03300,105,1829,0.02481,0.04119
2021,Upper Secondary Level,male,"Yes, less frequently",0.07932,273,1829,0.06693,0.09171
2021,Upper Secondary Level,female,"No, never",0.28858,1295,1897,0.26819,0.30898
2021,Upper Secondary Level,female,"Yes, every week",0.02328,93,1897,0.01649,0.03007
2021,Upper Secondary Level,female,"Yes, every 2 weeks",0.05072,242,1897,0.04084,0.06059
2021,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.01727,90,1897,0.01141,0.02313
2021,Upper Secondary Level,female,"Yes, less frequently",0.03100,177,1897,0.02320,0.03881
2021,Post-secondary Non-tertiary Level,male,"No, never",0.40629,271,394,0.35773,0.45484
2021,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.08041,51,394,0.05352,0.10729
2021,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.10757,72,394,0.07694,0.13821
2021,Post-secondary Non-tertiary Level,female,"No, never",0.44377,457,645,0.40540,0.48214
2021,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.07486,81,645,0.05453,0.09519
2021,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.04531,42,645,0.02925,0.06137
2021,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.05691,65,645,0.03902,0.07480
2021,First Stage of Tertiary Education,male,"No, never",0.31611,199,281,0.26165,0.37057
2021,First Stage of Tertiary Education,male,"Yes, less frequently",0.11172,82,281,0.07482,0.14862
2021,First Stage of Tertiary Education,female,"No, never",0.31525,137,176,0.24641,0.38409
2021,First Stage of Tertiary Education,female,"Yes, less frequently",0.06264,39,176,0.02674,0.09855
2021,Second Stage of Tertiary Education,male,"No, never",0.31539,973,1874,0.29435,0.33643
2021,Second Stage of Tertiary Education,male,"Yes, every week",0.05287,201,1874,0.04274,0.06301
2021,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04985,177,1874,0.04000,0.05971
2021,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.04153,123,1874,0.03250,0.05057
2021,Second Stage of Tertiary Education,male,"Yes, less frequently",0.11752,400,1874,0.10294,0.13211
2021,Second Stage of Tertiary Education,female,"No, never",0.35652,982,1676,0.33358,0.37946
2021,Second Stage of Tertiary Education,female,"Yes, every week",0.04700,153,1676,0.03687,0.05714
2021,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.05020,162,1676,0.03974,0.06066
2021,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.02547,90,1676,0.01793,0.03302
2021,Second Stage of Tertiary Education,female,"Yes, less frequently",0.09766,289,1676,0.08344,0.11187
