,Unnamed: 0,year,quintil_oecd,regtyp,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
274,274,2015,4th Quintile,Rural regions,"No, never",0.63751,744,15069,0.58473,0.68671
275,275,2015,4th Quintile,Rural regions,"Yes, every week",0.0453,63,15069,0.03397,0.05678
276,276,2015,4th Quintile,Rural regions,"Yes, every 2 weeks",0.08536,112,15069,0.06644,0.10464
277,277,2015,4th Quintile,Rural regions,"Yes, every 3-4 weeks",0.06726,77,15069,0.04905,0.08796
278,278,2015,4th Quintile,Rural regions,"Yes, less frequently",0.16458,204,15069,0.13879,0.18743
279,279,2015,5th Quintile,Urban regions,"No, never",0.53614,1457,15069,0.50443,0.56699
280,280,2015,5th Quintile,Urban regions,"Yes, every week",0.08808,235,15069,0.0767,0.10215
281,281,2015,5th Quintile,Urban regions,"Yes, every 2 weeks",0.06325,158,15069,0.05071,0.07253
282,282,2015,5th Quintile,Urban regions,"Yes, every 3-4 weeks",0.06341,153,15069,0.04794,0.07571
283,283,2015,5th Quintile,Urban regions,"Yes, less frequently",0.24913,622,15069,0.22629,0.27253
284,284,2015,5th Quintile,Rural regions,"No, never",0.50646,542,15069,0.46098,0.55703
285,285,2015,5th Quintile,Rural regions,"Yes, every week",0.09067,79,15069,0.06774,0.11675
286,286,2015,5th Quintile,Rural regions,"Yes, every 2 weeks",0.08909,79,15069,0.06413,0.11965
287,287,2015,5th Quintile,Rural regions,"Yes, every 3-4 weeks",0.06264,74,15069,0.04933,0.08318
288,288,2015,5th Quintile,Rural regions,"Yes, less frequently",0.25113,211,15069,0.21407,0.29226
289,289,2017,1st Quintile,Urban regions,"No, never",0.68811,897,13859,0.62738,0.75252
290,290,2017,1st Quintile,Urban regions,"Yes, every week",0.09106,114,13859,0.07126,0.11736
291,291,2017,1st Quintile,Urban regions,"Yes, every 2 weeks",0.07954,117,13859,0.06332,0.09735
292,292,2017,1st Quintile,Urban regions,"Yes, every 3-4 weeks",0.03475,61,13859,0.02449,0.04775
293,293,2017,1st Quintile,Urban regions,"Yes, less frequently",0.10653,116,13859,0.0838,0.13147
294,294,2017,1st Quintile,Rural regions,"No, never",0.67374,517,13859,0.59982,0.76255
295,295,2017,1st Quintile,Rural regions,"Yes, every week",0.07351,58,13859,0.052,0.10314
296,296,2017,1st Quintile,Rural regions,"Yes, every 2 weeks",0.10098,94,13859,0.07691,0.12256
297,297,2017,1st Quintile,Rural regions,"Yes, every 3-4 weeks",0.05616,43,13859,0.03506,0.09009
298,298,2017,1st Quintile,Rural regions,"Yes, less frequently",0.09562,73,13859,0.06941,0.13384
299,299,2017,2nd Quintile,Urban regions,"No, never",0.62383,1119,13859,0.57594,0.6842
300,300,2017,2nd Quintile,Urban regions,"Yes, every week",0.06742,110,13859,0.05659,0.08114
301,301,2017,2nd Quintile,Urban regions,"Yes, every 2 weeks",0.11923,206,13859,0.10242,0.13493
302,302,2017,2nd Quintile,Urban regions,"Yes, every 3-4 weeks",0.055,106,13859,0.04566,0.06722
303,303,2017,2nd Quintile,Urban regions,"Yes, less frequently",0.13452,174,13859,0.10572,0.16409
304,304,2017,2nd Quintile,Rural regions,"No, never",0.6799,737,13859,0.619,0.74682
305,305,2017,2nd Quintile,Rural regions,"Yes, every week",0.04509,60,13859,0.0306,0.05928
306,306,2017,2nd Quintile,Rural regions,"Yes, every 2 weeks",0.1281,120,13859,0.10013,0.15656
307,307,2017,2nd Quintile,Rural regions,"Yes, every 3-4 weeks",0.05231,78,13859,0.04235,0.06333
308,308,2017,2nd Quintile,Rural regions,"Yes, less frequently",0.0946,95,13859,0.07134,0.12017
309,309,2017,3rd Quintile,Urban regions,"No, never",0.66452,1153,13859,0.61688,0.70283
310,310,2017,3rd Quintile,Urban regions,"Yes, every week",0.05415,90,13859,0.04049,0.06688
311,311,2017,3rd Quintile,Urban regions,"Yes, every 2 weeks",0.10086,179,13859,0.08497,0.11852
312,312,2017,3rd Quintile,Urban regions,"Yes, every 3-4 weeks",0.04693,93,13859,0.0361,0.05687
313,313,2017,3rd Quintile,Urban regions,"Yes, less frequently",0.13355,206,13859,0.11263,0.157
314,314,2017,3rd Quintile,Rural regions,"No, never",0.65037,678,13859,0.58974,0.71188
315,315,2017,3rd Quintile,Rural regions,"Yes, every week",0.07157,69,13859,0.05359,0.09227
316,316,2017,3rd Quintile,Rural regions,"Yes, every 2 weeks",0.09396,112,13859,0.07424,0.11899
317,317,2017,3rd Quintile,Rural regions,"Yes, every 3-4 weeks",0.04876,67,13859,0.03411,0.06451
318,318,2017,3rd Quintile,Rural regions,"Yes, less frequently",0.13534,137,13859,0.11116,0.15824
319,319,2017,4th Quintile,Urban regions,"No, never",0.642,1213,13859,0.59937,0.68512
320,320,2017,4th Quintile,Urban regions,"Yes, every week",0.04458,111,13859,0.03526,0.05436
321,321,2017,4th Quintile,Urban regions,"Yes, every 2 weeks",0.089,171,13859,0.07237,0.10622
322,322,2017,4th Quintile,Urban regions,"Yes, every 3-4 weeks",0.07059,143,13859,0.05651,0.08644
323,323,2017,4th Quintile,Urban regions,"Yes, less frequently",0.15383,285,13859,0.13231,0.1741
324,324,2017,4th Quintile,Rural regions,"No, never",0.61898,638,13859,0.55555,0.6775
325,325,2017,4th Quintile,Rural regions,"Yes, every week",0.05804,76,13859,0.04546,0.07397
326,326,2017,4th Quintile,Rural regions,"Yes, every 2 weeks",0.09607,107,13859,0.07654,0.12245
327,327,2017,4th Quintile,Rural regions,"Yes, every 3-4 weeks",0.05609,64,13859,0.04137,0.07161
328,328,2017,4th Quintile,Rural regions,"Yes, less frequently",0.17082,152,13859,0.13915,0.2103
329,329,2017,5th Quintile,Urban regions,"No, never",0.54779,1330,13859,0.51001,0.58004
330,330,2017,5th Quintile,Urban regions,"Yes, every week",0.08188,212,13859,0.07006,0.09634
331,331,2017,5th Quintile,Urban regions,"Yes, every 2 weeks",0.07403,162,13859,0.06148,0.08709
332,332,2017,5th Quintile,Urban regions,"Yes, every 3-4 weeks",0.08471,170,13859,0.06999,0.10154
333,333,2017,5th Quintile,Urban regions,"Yes, less frequently",0.21159,478,13859,0.19043,0.23855
334,334,2017,5th Quintile,Rural regions,"No, never",0.56458,491,13859,0.51619,0.62744
335,335,2017,5th Quintile,Rural regions,"Yes, every week",0.09385,71,13859,0.07206,0.11901
336,336,2017,5th Quintile,Rural regions,"Yes, every 2 weeks",0.08908,76,13859,0.06924,0.10788
337,337,2017,5th Quintile,Rural regions,"Yes, every 3-4 weeks",0.05503,65,13859,0.03667,0.07664
338,338,2017,5th Quintile,Rural regions,"Yes, less frequently",0.19747,165,13859,0.1644,0.229
339,339,2019,1st Quintile,Urban regions,"No, never",0.6798,873,14162,0.62782,0.73261
340,340,2019,1st Quintile,Urban regions,"Yes, every week",0.05376,71,14162,0.04051,0.07219
341,341,2019,1st Quintile,Urban regions,"Yes, every 2 weeks",0.1054,117,14162,0.08227,0.13048
342,342,2019,1st Quintile,Urban regions,"Yes, every 3-4 weeks",0.06186,71,14162,0.04454,0.0826
343,343,2019,1st Quintile,Urban regions,"Yes, less frequently",0.09918,107,14162,0.07865,0.12047
344,344,2019,1st Quintile,Rural regions,"No, never",0.64951,487,14162,0.59116,0.74085
345,345,2019,1st Quintile,Rural regions,"Yes, every week",0.08227,59,14162,0.05893,0.10902
346,346,2019,1st Quintile,Rural regions,"Yes, every 2 weeks",0.11966,78,14162,0.0915,0.154
347,347,2019,1st Quintile,Rural regions,"Yes, every 3-4 weeks",0.06411,32,14162,0.03391,0.10997
348,348,2019,1st Quintile,Rural regions,"Yes, less frequently",0.08446,62,14162,0.06635,0.10435
349,349,2019,2nd Quintile,Urban regions,"No, never",0.66439,1115,14162,0.61753,0.71972
350,350,2019,2nd Quintile,Urban regions,"Yes, every week",0.0609,91,14162,0.04931,0.07791
351,351,2019,2nd Quintile,Urban regions,"Yes, every 2 weeks",0.11716,185,14162,0.10075,0.13558
352,352,2019,2nd Quintile,Urban regions,"Yes, every 3-4 weeks",0.04661,93,14162,0.03591,0.0557
353,353,2019,2nd Quintile,Urban regions,"Yes, less frequently",0.11094,159,14162,0.09052,0.13072
354,354,2019,2nd Quintile,Rural regions,"No, never",0.65311,734,14162,0.59835,0.71742
355,355,2019,2nd Quintile,Rural regions,"Yes, every week",0.06205,62,14162,0.046,0.08438
356,356,2019,2nd Quintile,Rural regions,"Yes, every 2 weeks",0.11879,121,14162,0.09691,0.14665
357,357,2019,2nd Quintile,Rural regions,"Yes, every 3-4 weeks",0.05695,63,14162,0.04104,0.07456
358,358,2019,2nd Quintile,Rural regions,"Yes, less frequently",0.10911,105,14162,0.08502,0.13953
359,359,2019,3rd Quintile,Urban regions,"No, never",0.6912,1220,14162,0.64582,0.73381
360,360,2019,3rd Quintile,Urban regions,"Yes, every week",0.04471,95,14162,0.03307,0.05793
361,361,2019,3rd Quintile,Urban regions,"Yes, every 2 weeks",0.09046,192,14162,0.07981,0.1085
362,362,2019,3rd Quintile,Urban regions,"Yes, every 3-4 weeks",0.04411,101,14162,0.0296,0.05602
363,363,2019,3rd Quintile,Urban regions,"Yes, less frequently",0.12952,252,14162,0.10728,0.14521
364,364,2019,3rd Quintile,Rural regions,"No, never",0.6511,722,14162,0.59708,0.707
365,365,2019,3rd Quintile,Rural regions,"Yes, every week",0.04529,62,14162,0.03477,0.05582
366,366,2019,3rd Quintile,Rural regions,"Yes, every 2 weeks",0.10079,119,14162,0.08127,0.12832
367,367,2019,3rd Quintile,Rural regions,"Yes, every 3-4 weeks",0.05385,62,14162,0.03492,0.07524
368,368,2019,3rd Quintile,Rural regions,"Yes, less frequently",0.14896,139,14162,0.11483,0.18093
369,369,2019,4th Quintile,Urban regions,"No, never",0.61759,1221,14162,0.57911,0.65038
370,370,2019,4th Quintile,Urban regions,"Yes, every week",0.07552,123,14162,0.0613,0.0903
371,371,2019,4th Quintile,Urban regions,"Yes, every 2 weeks",0.09814,188,14162,0.08304,0.11299
372,372,2019,4th Quintile,Urban regions,"Yes, every 3-4 weeks",0.04956,113,14162,0.03945,0.06057
373,373,2019,4th Quintile,Urban regions,"Yes, less frequently",0.15919,306,14162,0.13904,0.1805
374,374,2019,4th Quintile,Rural regions,"No, never",0.61329,660,14162,0.56186,0.67214
375,375,2019,4th Quintile,Rural regions,"Yes, every week",0.06881,60,14162,0.05167,0.08894
376,376,2019,4th Quintile,Rural regions,"Yes, every 2 weeks",0.09673,124,14162,0.07669,0.12029
377,377,2019,4th Quintile,Rural regions,"Yes, every 3-4 weeks",0.0557,65,14162,0.04126,0.06994
378,378,2019,4th Quintile,Rural regions,"Yes, less frequently",0.16547,154,14162,0.13521,0.20131
379,379,2019,5th Quintile,Urban regions,"No, never",0.57603,1486,14162,0.53509,0.61202
380,380,2019,5th Quintile,Urban regions,"Yes, every week",0.07298,196,14162,0.05917,0.08418
381,381,2019,5th Quintile,Urban regions,"Yes, every 2 weeks",0.07382,168,14162,0.05921,0.08764
382,382,2019,5th Quintile,Urban regions,"Yes, every 3-4 weeks",0.06773,163,14162,0.05562,0.07876
383,383,2019,5th Quintile,Urban regions,"Yes, less frequently",0.20943,506,14162,0.18245,0.2305
384,384,2019,5th Quintile,Rural regions,"No, never",0.59321,586,14162,0.53675,0.64998
385,385,2019,5th Quintile,Rural regions,"Yes, every week",0.06492,71,14162,0.05227,0.08187
386,386,2019,5th Quintile,Rural regions,"Yes, every 2 weeks",0.08296,78,14162,0.05876,0.11831
387,387,2019,5th Quintile,Rural regions,"Yes, every 3-4 weeks",0.05706,68,14162,0.04312,0.07117
388,388,2019,5th Quintile,Rural regions,"Yes, less frequently",0.20186,177,14162,0.16802,0.24654
389,389,2021,1st Quintile,Urban regions,"No, never",0.67208,942,10413,0.59167,0.75195
390,390,2021,1st Quintile,Urban regions,"Yes, every week",0.06954,120,10413,0.04842,0.09401
391,391,2021,1st Quintile,Urban regions,"Yes, every 2 weeks",0.12568,182,10413,0.09462,0.15616
392,392,2021,1st Quintile,Urban regions,"Yes, every 3-4 weeks",0.03412,58,10413,0.01951,0.05058
393,393,2021,1st Quintile,Urban regions,"Yes, less frequently",0.09858,134,10413,0.06413,0.13007
394,394,2021,1st Quintile,Rural regions,"No, never",0.64991,402,10413,0.54747,0.74297
395,395,2021,1st Quintile,Rural regions,"Yes, every week",0.05869,43,10413,0.03896,0.08498
396,396,2021,1st Quintile,Rural regions,"Yes, every 2 weeks",0.11494,66,10413,0.07623,0.15622
397,397,2021,1st Quintile,Rural regions,"Yes, every 3-4 weeks",0.06763,40,10413,0.0402,0.1069
398,398,2021,1st Quintile,Rural regions,"Yes, less frequently",0.10883,49,10413,0.06747,0.15896
399,399,2021,2nd Quintile,Urban regions,"No, never",0.67206,812,10413,0.61139,0.7434
400,400,2021,2nd Quintile,Urban regions,"Yes, every week",0.05012,71,10413,0.03491,0.06666
401,401,2021,2nd Quintile,Urban regions,"Yes, every 2 weeks",0.10542,133,10413,0.07985,0.13128
402,402,2021,2nd Quintile,Urban regions,"Yes, every 3-4 weeks",0.03824,52,10413,0.02764,0.05434
403,403,2021,2nd Quintile,Urban regions,"Yes, less frequently",0.13416,146,10413,0.10494,0.1597
404,404,2021,2nd Quintile,Rural regions,"No, never",0.67652,471,10413,0.57969,0.75866
405,405,2021,2nd Quintile,Rural regions,"Yes, every week",0.04057,39,10413,0.02939,0.05496
406,406,2021,2nd Quintile,Rural regions,"Yes, every 2 weeks",0.11458,74,10413,0.0912,0.14569
407,407,2021,2nd Quintile,Rural regions,"Yes, every 3-4 weeks",0.05513,46,10413,0.03311,0.08283
408,408,2021,2nd Quintile,Rural regions,"Yes, less frequently",0.1132,74,10413,0.07709,0.16132
409,409,2021,3rd Quintile,Urban regions,"No, never",0.6784,746,10413,0.60984,0.74012
410,410,2021,3rd Quintile,Urban regions,"Yes, every week",0.05217,63,10413,0.03626,0.06828
411,411,2021,3rd Quintile,Urban regions,"Yes, every 2 weeks",0.10145,135,10413,0.07899,0.11947
412,412,2021,3rd Quintile,Urban regions,"Yes, every 3-4 weeks",0.05127,57,10413,0.03644,0.07156
413,413,2021,3rd Quintile,Urban regions,"Yes, less frequently",0.11671,166,10413,0.09479,0.14314
414,414,2021,3rd Quintile,Rural regions,"No, never",0.6482,396,10413,0.55582,0.72845
415,415,2021,3rd Quintile,Rural regions,"Yes, every week",0.06568,35,10413,0.03869,0.09178
416,416,2021,3rd Quintile,Rural regions,"Yes, every 2 weeks",0.11912,84,10413,0.08763,0.15622
417,417,2021,3rd Quintile,Rural regions,"Yes, every 3-4 weeks",0.06871,46,10413,0.04598,0.10106
418,418,2021,3rd Quintile,Rural regions,"Yes, less frequently",0.09829,72,10413,0.06387,0.12918
419,419,2021,4th Quintile,Urban regions,"No, never",0.61065,837,10413,0.55533,0.66658
420,420,2021,4th Quintile,Urban regions,"Yes, every week",0.05527,83,10413,0.04191,0.07095
421,421,2021,4th Quintile,Urban regions,"Yes, every 2 weeks",0.08668,116,10413,0.06762,0.10642
422,422,2021,4th Quintile,Urban regions,"Yes, every 3-4 weeks",0.07197,78,10413,0.05443,0.08937
423,423,2021,4th Quintile,Urban regions,"Yes, less frequently",0.17544,215,10413,0.14599,0.2067
424,424,2021,4th Quintile,Rural regions,"No, never",0.62561,378,10413,0.55185,0.72129
425,425,2021,4th Quintile,Rural regions,"Yes, every week",0.09143,45,10413,0.05006,0.14351
426,426,2021,4th Quintile,Rural regions,"Yes, every 2 weeks",0.10146,76,10413,0.07931,0.13375
427,427,2021,4th Quintile,Rural regions,"Yes, every 3-4 weeks",0.03932,35,10413,0.02566,0.05691
428,428,2021,4th Quintile,Rural regions,"Yes, less frequently",0.14218,96,10413,0.10458,0.18844
429,429,2021,5th Quintile,Urban regions,"No, never",0.57402,1055,10413,0.5297,0.62658
430,430,2021,5th Quintile,Urban regions,"Yes, every week",0.08243,191,10413,0.06749,0.10063
431,431,2021,5th Quintile,Urban regions,"Yes, every 2 weeks",0.06264,147,10413,0.05169,0.07735
432,432,2021,5th Quintile,Urban regions,"Yes, every 3-4 weeks",0.0631,133,10413,0.04973,0.08089
433,433,2021,5th Quintile,Urban regions,"Yes, less frequently",0.21782,447,10413,0.18504,0.24674
434,434,2021,5th Quintile,Rural regions,"No, never",0.60964,399,10413,0.52615,0.70124
435,435,2021,5th Quintile,Rural regions,"Yes, every week",0.06765,77,10413,0.0531,0.08402
436,436,2021,5th Quintile,Rural regions,"Yes, every 2 weeks",0.09244,65,10413,0.06327,0.12973
437,437,2021,5th Quintile,Rural regions,"Yes, every 3-4 weeks",0.05364,34,10413,0.03331,0.0842
438,438,2021,5th Quintile,Rural regions,"Yes, less frequently",0.17663,152,10413,0.13619,0.2159
