,Unnamed: 0,year,migback,quintil_oecd,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
281,281,2017,Direct migration background,2nd Quintile,"Yes, every 3-4 weeks",0.04024,40,13355,0.02964,0.05365
282,282,2017,Direct migration background,2nd Quintile,"Yes, less frequently",0.09081,65,13355,0.06381,0.11897
283,283,2017,Direct migration background,3rd Quintile,"No, never",0.71558,355,13355,0.62054,0.82628
284,284,2017,Direct migration background,3rd Quintile,"Yes, every 2 weeks",0.13399,73,13355,0.09863,0.17213
285,285,2017,Direct migration background,3rd Quintile,"Yes, less frequently",0.15043,62,13355,0.10973,0.19095
286,286,2017,Direct migration background,4th Quintile,"No, never",0.62369,247,13355,0.50323,0.74697
287,287,2017,Direct migration background,4th Quintile,"Yes, every 2 weeks",0.09032,38,13355,0.05496,0.13452
288,288,2017,Direct migration background,4th Quintile,"Yes, every 3-4 weeks",0.11064,31,13355,0.07056,0.15423
289,289,2017,Direct migration background,4th Quintile,"Yes, less frequently",0.17535,50,13355,0.11002,0.26348
290,290,2017,Direct migration background,5th Quintile,"No, never",0.75223,201,13355,0.60734,0.90584
291,291,2017,Direct migration background,5th Quintile,"Yes, less frequently",0.24777,59,13355,0.14636,0.34005
292,292,2017,Indirect migration background,1st Quintile,"No, never",1.0,152,13355,0.76946,1.22679
293,293,2017,Indirect migration background,2nd Quintile,"No, never",1.0,133,13355,0.7621,1.25985
294,294,2017,Indirect migration background,3rd Quintile,"No, never",1.0,131,13355,0.8238,1.24809
295,295,2017,Indirect migration background,4th Quintile,"No, never",1.0,104,13355,0.79571,1.2185
296,296,2017,Indirect migration background,5th Quintile,"No, never",1.0,91,13355,0.74003,1.37689
297,297,2019,No migration background,1st Quintile,"No, never",0.66379,800,13655,0.61047,0.72506
298,298,2019,No migration background,1st Quintile,"Yes, every week",0.05976,74,13655,0.04398,0.07864
299,299,2019,No migration background,1st Quintile,"Yes, every 2 weeks",0.10803,120,13655,0.08578,0.13949
300,300,2019,No migration background,1st Quintile,"Yes, every 3-4 weeks",0.06321,71,13655,0.04669,0.08744
301,301,2019,No migration background,1st Quintile,"Yes, less frequently",0.1052,120,13655,0.08531,0.12744
302,302,2019,No migration background,2nd Quintile,"No, never",0.65175,1248,13655,0.6012,0.70387
303,303,2019,No migration background,2nd Quintile,"Yes, every week",0.05387,98,13655,0.04207,0.07044
304,304,2019,No migration background,2nd Quintile,"Yes, every 2 weeks",0.11502,186,13655,0.10009,0.13031
305,305,2019,No migration background,2nd Quintile,"Yes, every 3-4 weeks",0.05067,119,13655,0.04178,0.06027
306,306,2019,No migration background,2nd Quintile,"Yes, less frequently",0.12868,195,13655,0.10812,0.15205
307,307,2019,No migration background,3rd Quintile,"No, never",0.67086,1462,13655,0.63359,0.7051
308,308,2019,No migration background,3rd Quintile,"Yes, every week",0.04374,118,13655,0.03411,0.05561
309,309,2019,No migration background,3rd Quintile,"Yes, every 2 weeks",0.08631,217,13655,0.07356,0.10041
310,310,2019,No migration background,3rd Quintile,"Yes, every 3-4 weeks",0.05623,134,13655,0.04286,0.07191
311,311,2019,No migration background,3rd Quintile,"Yes, less frequently",0.14285,304,13655,0.11927,0.16391
312,312,2019,No migration background,4th Quintile,"No, never",0.62467,1581,13655,0.59662,0.65611
313,313,2019,No migration background,4th Quintile,"Yes, every week",0.06865,152,13655,0.05737,0.08157
314,314,2019,No migration background,4th Quintile,"Yes, every 2 weeks",0.08876,247,13655,0.0771,0.10258
315,315,2019,No migration background,4th Quintile,"Yes, every 3-4 weeks",0.05167,155,13655,0.04393,0.06014
316,316,2019,No migration background,4th Quintile,"Yes, less frequently",0.16625,389,13655,0.1479,0.18681
317,317,2019,No migration background,5th Quintile,"No, never",0.57373,1732,13655,0.54298,0.60388
318,318,2019,No migration background,5th Quintile,"Yes, every week",0.06911,227,13655,0.05827,0.08196
319,319,2019,No migration background,5th Quintile,"Yes, every 2 weeks",0.07406,203,13655,0.06053,0.08862
320,320,2019,No migration background,5th Quintile,"Yes, every 3-4 weeks",0.06782,203,13655,0.0591,0.0792
321,321,2019,No migration background,5th Quintile,"Yes, less frequently",0.21528,591,13655,0.19298,0.2357
322,322,2019,Direct migration background,1st Quintile,"No, never",0.73988,422,13655,0.61898,0.86038
323,323,2019,Direct migration background,1st Quintile,"Yes, every week",0.08443,46,13655,0.05519,0.11953
324,324,2019,Direct migration background,1st Quintile,"Yes, every 2 weeks",0.08548,45,13655,0.05242,0.11738
325,325,2019,Direct migration background,1st Quintile,"Yes, less frequently",0.09022,37,13655,0.05472,0.13999
326,326,2019,Direct migration background,2nd Quintile,"No, never",0.73387,462,13655,0.65713,0.83291
327,327,2019,Direct migration background,2nd Quintile,"Yes, every week",0.0692,37,13655,0.04914,0.09446
328,328,2019,Direct migration background,2nd Quintile,"Yes, every 2 weeks",0.12113,83,13655,0.08684,0.15519
329,329,2019,Direct migration background,2nd Quintile,"Yes, less frequently",0.0758,57,13655,0.05422,0.09536
330,330,2019,Direct migration background,3rd Quintile,"No, never",0.73905,321,13655,0.62909,0.87555
331,331,2019,Direct migration background,3rd Quintile,"Yes, every 2 weeks",0.1388,74,13655,0.10818,0.17592
332,332,2019,Direct migration background,3rd Quintile,"Yes, less frequently",0.12214,63,13655,0.09146,0.15867
333,333,2019,Direct migration background,4th Quintile,"No, never",0.71227,223,13655,0.60967,0.83623
334,334,2019,Direct migration background,4th Quintile,"Yes, every 2 weeks",0.15506,43,13655,0.10316,0.21524
335,335,2019,Direct migration background,4th Quintile,"Yes, less frequently",0.13267,44,13655,0.07889,0.19505
336,336,2019,Direct migration background,5th Quintile,"No, never",0.76588,219,13655,0.62477,0.89498
337,337,2019,Direct migration background,5th Quintile,"Yes, less frequently",0.23412,62,13655,0.17227,0.30138
338,338,2019,Indirect migration background,1st Quintile,"No, never",1.0,138,13655,0.77118,1.21554
339,339,2019,Indirect migration background,2nd Quintile,"No, never",0.8102,139,13655,0.62855,0.99403
340,340,2019,Indirect migration background,2nd Quintile,"Yes, every 2 weeks",0.1898,37,13655,0.13092,0.26723
341,341,2019,Indirect migration background,3rd Quintile,"No, never",1.0,159,13655,0.82728,1.17854
342,342,2019,Indirect migration background,4th Quintile,"No, never",1.0,77,13655,0.78575,1.31502
343,343,2019,Indirect migration background,5th Quintile,"No, never",1.0,121,13655,0.77155,1.27927
344,344,2021,No migration background,1st Quintile,"No, never",0.64957,492,10082,0.59039,0.72518
345,345,2021,No migration background,1st Quintile,"Yes, every week",0.07196,52,10082,0.05061,0.09871
346,346,2021,No migration background,1st Quintile,"Yes, every 2 weeks",0.11581,92,10082,0.08602,0.14647
347,347,2021,No migration background,1st Quintile,"Yes, every 3-4 weeks",0.05358,46,10082,0.03572,0.07955
348,348,2021,No migration background,1st Quintile,"Yes, less frequently",0.10909,81,10082,0.08399,0.13437
349,349,2021,No migration background,2nd Quintile,"No, never",0.66591,806,10082,0.61359,0.7149
350,350,2021,No migration background,2nd Quintile,"Yes, every week",0.04795,67,10082,0.03326,0.06206
351,351,2021,No migration background,2nd Quintile,"Yes, every 2 weeks",0.10263,116,10082,0.08246,0.12875
352,352,2021,No migration background,2nd Quintile,"Yes, every 3-4 weeks",0.04345,66,10082,0.03084,0.05595
353,353,2021,No migration background,2nd Quintile,"Yes, less frequently",0.14005,157,10082,0.11342,0.17088
354,354,2021,No migration background,3rd Quintile,"No, never",0.67787,858,10082,0.62502,0.73177
355,355,2021,No migration background,3rd Quintile,"Yes, every week",0.04631,69,10082,0.03562,0.05741
356,356,2021,No migration background,3rd Quintile,"Yes, every 2 weeks",0.10292,155,10082,0.08456,0.12078
357,357,2021,No migration background,3rd Quintile,"Yes, every 3-4 weeks",0.06114,87,10082,0.0464,0.07932
358,358,2021,No migration background,3rd Quintile,"Yes, less frequently",0.11177,187,10082,0.08917,0.13252
359,359,2021,No migration background,4th Quintile,"No, never",0.62001,944,10082,0.56943,0.66317
360,360,2021,No migration background,4th Quintile,"Yes, every week",0.0534,106,10082,0.04075,0.06535
361,361,2021,No migration background,4th Quintile,"Yes, every 2 weeks",0.09687,144,10082,0.07813,0.11475
362,362,2021,No migration background,4th Quintile,"Yes, every 3-4 weeks",0.05941,89,10082,0.04777,0.07224
363,363,2021,No migration background,4th Quintile,"Yes, less frequently",0.17031,264,10082,0.14782,0.20144
364,364,2021,No migration background,5th Quintile,"No, never",0.59546,1208,10082,0.55251,0.64344
365,365,2021,No migration background,5th Quintile,"Yes, every week",0.0804,234,10082,0.06845,0.09403
366,366,2021,No migration background,5th Quintile,"Yes, every 2 weeks",0.06421,169,10082,0.05132,0.08033
367,367,2021,No migration background,5th Quintile,"Yes, every 3-4 weeks",0.06555,143,10082,0.05012,0.08044
368,368,2021,No migration background,5th Quintile,"Yes, less frequently",0.19438,497,10082,0.17008,0.21867
369,369,2021,Direct migration background,1st Quintile,"No, never",0.69698,761,10082,0.55397,0.842
370,370,2021,Direct migration background,1st Quintile,"Yes, every week",0.05798,104,10082,0.04279,0.07253
371,371,2021,Direct migration background,1st Quintile,"Yes, every 2 weeks",0.11845,137,10082,0.07182,0.17064
372,372,2021,Direct migration background,1st Quintile,"Yes, every 3-4 weeks",0.03135,51,10082,0.01843,0.04632
373,373,2021,Direct migration background,1st Quintile,"Yes, less frequently",0.09524,94,10082,0.041,0.14689
374,374,2021,Direct migration background,2nd Quintile,"No, never",0.71791,390,10082,0.57205,0.85649
375,375,2021,Direct migration background,2nd Quintile,"Yes, every week",0.05746,36,10082,0.03345,0.08758
376,376,2021,Direct migration background,2nd Quintile,"Yes, every 2 weeks",0.119,75,10082,0.07644,0.15813
377,377,2021,Direct migration background,2nd Quintile,"Yes, less frequently",0.10563,53,10082,0.0698,0.15001
378,378,2021,Direct migration background,3rd Quintile,"No, never",0.72545,204,10082,0.56227,0.89643
379,379,2021,Direct migration background,3rd Quintile,"Yes, every 2 weeks",0.14319,53,10082,0.0919,0.20399
380,380,2021,Direct migration background,3rd Quintile,"Yes, less frequently",0.13136,43,10082,0.07026,0.21641
381,381,2021,Direct migration background,4th Quintile,"No, never",0.72494,204,10082,0.56724,0.91325
382,382,2021,Direct migration background,4th Quintile,"Yes, every 2 weeks",0.09888,38,10082,0.05479,0.15995
383,383,2021,Direct migration background,4th Quintile,"Yes, less frequently",0.17618,37,10082,0.0965,0.29327
384,384,2021,Direct migration background,5th Quintile,"No, never",0.68389,172,10082,0.45849,0.89582
385,385,2021,Direct migration background,5th Quintile,"Yes, less frequently",0.31611,71,10082,0.23242,0.41791
386,386,2021,Indirect migration background,1st Quintile,"No, never",1.0,91,10082,0.75492,1.35538
387,387,2021,Indirect migration background,2nd Quintile,"No, never",1.0,87,10082,0.77033,1.25228
388,388,2021,Indirect migration background,3rd Quintile,"No, never",1.0,80,10082,0.72942,1.26557
389,389,2021,Indirect migration background,4th Quintile,"No, never",1.0,67,10082,0.70675,1.44652
390,390,2021,Indirect migration background,5th Quintile,"No, never",0.6347,74,10082,0.47298,0.79418
391,391,2021,Indirect migration background,5th Quintile,"Yes, less frequently",0.3653,31,10082,0.20931,0.55953
