,Unnamed: 0,year,bula_h,regtyp,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
272,272,2011,Mecklenburg-Western Pomerania,Rural regions,"No, never",0.732,189,15799,0.60959,0.86893
273,273,2011,Mecklenburg-Western Pomerania,Rural regions,"Yes, every 2 weeks",0.12156,40,15799,0.08212,0.16734
274,274,2011,Mecklenburg-Western Pomerania,Rural regions,"Yes, less frequently",0.14644,47,15799,0.11697,0.17777
275,275,2011,Saxony,Urban regions,"No, never",0.64672,309,15799,0.56089,0.76809
276,276,2011,Saxony,Urban regions,"Yes, every 2 weeks",0.12697,59,15799,0.09588,0.15448
277,277,2011,Saxony,Urban regions,"Yes, less frequently",0.22631,102,15799,0.17854,0.28439
278,278,2011,Saxony,Rural regions,"No, never",0.53508,285,15799,0.47165,0.6058
279,279,2011,Saxony,Rural regions,"Yes, every week",0.0758,38,15799,0.05267,0.09842
280,280,2011,Saxony,Rural regions,"Yes, every 2 weeks",0.1564,63,15799,0.10719,0.21278
281,281,2011,Saxony,Rural regions,"Yes, every 3-4 weeks",0.04941,34,15799,0.03569,0.06772
282,282,2011,Saxony,Rural regions,"Yes, less frequently",0.18332,82,15799,0.14208,0.23376
283,283,2011,Saxony-Anhalt,Urban regions,"No, never",1.0,54,15799,0.75295,1.28118
284,284,2011,Saxony-Anhalt,Rural regions,"No, never",0.59886,293,15799,0.5259,0.70475
285,285,2011,Saxony-Anhalt,Rural regions,"Yes, every week",0.05798,34,15799,0.04088,0.07864
286,286,2011,Saxony-Anhalt,Rural regions,"Yes, every 2 weeks",0.1209,65,15799,0.09968,0.14368
287,287,2011,Saxony-Anhalt,Rural regions,"Yes, every 3-4 weeks",0.05103,33,15799,0.03361,0.06791
288,288,2011,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.17123,76,15799,0.1291,0.21694
289,289,2011,Thuringa,Urban regions,"No, never",0.74452,121,15799,0.58297,0.90203
290,290,2011,Thuringa,Urban regions,"Yes, less frequently",0.25548,36,15799,0.1126,0.44338
291,291,2011,Thuringa,Rural regions,"No, never",0.63679,250,15799,0.57304,0.72141
292,292,2011,Thuringa,Rural regions,"Yes, every 2 weeks",0.09339,31,15799,0.05699,0.13989
293,293,2011,Thuringa,Rural regions,"Yes, every 3-4 weeks",0.07712,33,15799,0.05459,0.10351
294,294,2011,Thuringa,Rural regions,"Yes, less frequently",0.19269,72,15799,0.15433,0.23039
295,295,2013,Schleswig-Holstein,Urban regions,"No, never",1.0,103,14497,0.80879,1.20655
296,296,2013,Schleswig-Holstein,Rural regions,"No, never",0.68956,223,14497,0.6052,0.80475
297,297,2013,Schleswig-Holstein,Rural regions,"Yes, every 2 weeks",0.14258,56,14497,0.10041,0.18489
298,298,2013,Schleswig-Holstein,Rural regions,"Yes, less frequently",0.16786,53,14497,0.12388,0.21183
299,299,2013,Hamburg,Urban regions,"No, never",0.6626,145,14497,0.52885,0.79145
300,300,2013,Hamburg,Urban regions,"Yes, less frequently",0.3374,47,14497,0.22615,0.46311
301,301,2013,Lower Saxony,Urban regions,"No, never",0.60714,342,14497,0.51663,0.68537
302,302,2013,Lower Saxony,Urban regions,"Yes, every week",0.0875,48,14497,0.06021,0.11643
303,303,2013,Lower Saxony,Urban regions,"Yes, every 2 weeks",0.08227,60,14497,0.0584,0.11335
304,304,2013,Lower Saxony,Urban regions,"Yes, less frequently",0.22309,105,14497,0.17435,0.27472
305,305,2013,Lower Saxony,Rural regions,"No, never",0.56183,479,14497,0.50188,0.60595
306,306,2013,Lower Saxony,Rural regions,"Yes, every week",0.05423,54,14497,0.038,0.07888
307,307,2013,Lower Saxony,Rural regions,"Yes, every 2 weeks",0.13271,113,14497,0.10511,0.16434
308,308,2013,Lower Saxony,Rural regions,"Yes, every 3-4 weeks",0.05375,47,14497,0.04226,0.06936
309,309,2013,Lower Saxony,Rural regions,"Yes, less frequently",0.19747,165,14497,0.16396,0.22653
310,310,2013,Bremen,Urban regions,"No, never",1.0,67,14497,0.71949,1.32808
311,311,2013,North Rhine-Westphalia,Urban regions,"No, never",0.60686,1860,14497,0.57592,0.63711
312,312,2013,North Rhine-Westphalia,Urban regions,"Yes, every week",0.06378,198,14497,0.0536,0.07628
313,313,2013,North Rhine-Westphalia,Urban regions,"Yes, every 2 weeks",0.08939,277,14497,0.07593,0.10394
314,314,2013,North Rhine-Westphalia,Urban regions,"Yes, every 3-4 weeks",0.0514,127,14497,0.04183,0.06381
315,315,2013,North Rhine-Westphalia,Urban regions,"Yes, less frequently",0.18858,508,14497,0.16913,0.21065
316,316,2013,North Rhine-Westphalia,Rural regions,"No, never",1.0,40,14497,0.7059,1.39372
317,317,2013,Hesse,Urban regions,"No, never",0.54913,485,14497,0.48816,0.62359
318,318,2013,Hesse,Urban regions,"Yes, every week",0.07878,73,14497,0.06344,0.09748
319,319,2013,Hesse,Urban regions,"Yes, every 2 weeks",0.09173,76,14497,0.06943,0.11825
320,320,2013,Hesse,Urban regions,"Yes, every 3-4 weeks",0.07338,53,14497,0.05355,0.09659
321,321,2013,Hesse,Urban regions,"Yes, less frequently",0.207,181,14497,0.17171,0.24771
322,322,2013,Hesse,Rural regions,"No, never",0.72937,122,14497,0.56357,0.90477
323,323,2013,Hesse,Rural regions,"Yes, less frequently",0.27063,52,14497,0.20019,0.34142
324,324,2013,"Rhineland-Palatinate, Saarland",Urban regions,"No, never",0.57233,389,14497,0.49911,0.64373
325,325,2013,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every week",0.05352,37,14497,0.03392,0.07622
326,326,2013,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 2 weeks",0.07838,53,14497,0.05424,0.10465
327,327,2013,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 3-4 weeks",0.05911,42,14497,0.04137,0.08726
328,328,2013,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, less frequently",0.23665,102,14497,0.19277,0.28926
329,329,2013,"Rhineland-Palatinate, Saarland",Rural regions,"No, never",0.79672,124,14497,0.63931,0.98652
330,330,2013,"Rhineland-Palatinate, Saarland",Rural regions,"Yes, less frequently",0.20328,36,14497,0.14671,0.27723
331,331,2013,Baden-Wuerttemberg,Urban regions,"No, never",0.66598,1157,14497,0.61852,0.71163
332,332,2013,Baden-Wuerttemberg,Urban regions,"Yes, every week",0.05521,90,14497,0.04211,0.06816
333,333,2013,Baden-Wuerttemberg,Urban regions,"Yes, every 2 weeks",0.07642,121,14497,0.06225,0.09239
334,334,2013,Baden-Wuerttemberg,Urban regions,"Yes, every 3-4 weeks",0.05173,69,14497,0.03938,0.06738
335,335,2013,Baden-Wuerttemberg,Urban regions,"Yes, less frequently",0.15066,257,14497,0.12947,0.17467
336,336,2013,Baden-Wuerttemberg,Rural regions,"No, never",0.69604,129,14497,0.54217,0.8404
337,337,2013,Baden-Wuerttemberg,Rural regions,"Yes, less frequently",0.30396,41,14497,0.17783,0.44608
338,338,2013,Bavaria,Urban regions,"No, never",0.61579,657,14497,0.56009,0.66406
339,339,2013,Bavaria,Urban regions,"Yes, every week",0.0697,86,14497,0.05143,0.09074
340,340,2013,Bavaria,Urban regions,"Yes, every 2 weeks",0.08961,99,14497,0.07128,0.11035
341,341,2013,Bavaria,Urban regions,"Yes, every 3-4 weeks",0.04908,51,14497,0.03613,0.06458
342,342,2013,Bavaria,Urban regions,"Yes, less frequently",0.17582,186,14497,0.14141,0.21252
343,343,2013,Bavaria,Rural regions,"No, never",0.65631,947,14497,0.60963,0.7039
344,344,2013,Bavaria,Rural regions,"Yes, every week",0.05564,87,14497,0.04075,0.07336
345,345,2013,Bavaria,Rural regions,"Yes, every 2 weeks",0.07338,118,14497,0.05661,0.09128
346,346,2013,Bavaria,Rural regions,"Yes, every 3-4 weeks",0.04807,75,14497,0.03236,0.06952
347,347,2013,Bavaria,Rural regions,"Yes, less frequently",0.1666,225,14497,0.14501,0.19142
348,348,2013,Berlin,Urban regions,"No, never",0.53095,304,14497,0.46968,0.59398
349,349,2013,Berlin,Urban regions,"Yes, every week",0.07975,45,14497,0.0589,0.10445
350,350,2013,Berlin,Urban regions,"Yes, every 2 weeks",0.11104,59,14497,0.08188,0.13832
351,351,2013,Berlin,Urban regions,"Yes, every 3-4 weeks",0.06723,36,14497,0.04778,0.09049
352,352,2013,Berlin,Urban regions,"Yes, less frequently",0.21102,122,14497,0.17399,0.25602
353,353,2013,Brandenburg,Urban regions,"No, never",1.0,31,14497,0.71869,1.27535
354,354,2013,Brandenburg,Rural regions,"No, never",0.50881,260,14497,0.43343,0.58242
355,355,2013,Brandenburg,Rural regions,"Yes, every week",0.07608,32,14497,0.0505,0.11851
356,356,2013,Brandenburg,Rural regions,"Yes, every 2 weeks",0.12168,67,14497,0.0921,0.14623
357,357,2013,Brandenburg,Rural regions,"Yes, every 3-4 weeks",0.09539,33,14497,0.05387,0.1433
358,358,2013,Brandenburg,Rural regions,"Yes, less frequently",0.19804,92,14497,0.16539,0.23919
359,359,2013,Mecklenburg-Western Pomerania,Rural regions,"No, never",0.6693,171,14497,0.57884,0.75593
360,360,2013,Mecklenburg-Western Pomerania,Rural regions,"Yes, every 2 weeks",0.14449,36,14497,0.08389,0.20221
361,361,2013,Mecklenburg-Western Pomerania,Rural regions,"Yes, less frequently",0.18622,53,14497,0.12849,0.24379
362,362,2013,Saxony,Urban regions,"No, never",0.62637,293,14497,0.54076,0.72238
363,363,2013,Saxony,Urban regions,"Yes, every 2 weeks",0.09357,51,14497,0.07442,0.11631
364,364,2013,Saxony,Urban regions,"Yes, less frequently",0.28007,108,14497,0.221,0.34824
365,365,2013,Saxony,Rural regions,"No, never",0.58809,292,14497,0.51306,0.66818
366,366,2013,Saxony,Rural regions,"Yes, every 2 weeks",0.19475,72,14497,0.1397,0.25679
367,367,2013,Saxony,Rural regions,"Yes, less frequently",0.21716,88,14497,0.15951,0.27563
368,368,2013,Saxony-Anhalt,Urban regions,"No, never",1.0,52,14497,0.75149,1.24646
369,369,2013,Saxony-Anhalt,Rural regions,"No, never",0.60225,259,14497,0.52147,0.68454
370,370,2013,Saxony-Anhalt,Rural regions,"Yes, every week",0.06713,31,14497,0.04463,0.0988
371,371,2013,Saxony-Anhalt,Rural regions,"Yes, every 2 weeks",0.10512,47,14497,0.07855,0.13385
372,372,2013,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.2255,80,14497,0.16735,0.28017
373,373,2013,Thuringa,Urban regions,"No, never",1.0,112,14497,0.75901,1.34457
374,374,2013,Thuringa,Rural regions,"No, never",0.68956,239,14497,0.60013,0.76304
375,375,2013,Thuringa,Rural regions,"Yes, every 2 weeks",0.12335,34,14497,0.08818,0.15827
376,376,2013,Thuringa,Rural regions,"Yes, less frequently",0.18708,61,14497,0.14321,0.23724
377,377,2015,Schleswig-Holstein,Urban regions,"No, never",1.0,96,14295,0.79959,1.21532
378,378,2015,Schleswig-Holstein,Rural regions,"No, never",0.66201,225,14295,0.56129,0.76172
379,379,2015,Schleswig-Holstein,Rural regions,"Yes, every week",0.07833,36,14295,0.05373,0.10325
380,380,2015,Schleswig-Holstein,Rural regions,"Yes, every 2 weeks",0.11187,51,14295,0.08007,0.15233
381,381,2015,Schleswig-Holstein,Rural regions,"Yes, less frequently",0.1478,50,14295,0.10493,0.19571
382,382,2015,Hamburg,Urban regions,"No, never",0.78164,168,14295,0.62932,0.93116
383,383,2015,Hamburg,Urban regions,"Yes, less frequently",0.21836,41,14295,0.13717,0.30947
384,384,2015,Lower Saxony,Urban regions,"No, never",0.55212,333,14295,0.46989,0.62563
385,385,2015,Lower Saxony,Urban regions,"Yes, every week",0.04986,43,14295,0.03622,0.06649
386,386,2015,Lower Saxony,Urban regions,"Yes, every 2 weeks",0.11289,65,14295,0.08359,0.14879
387,387,2015,Lower Saxony,Urban regions,"Yes, every 3-4 weeks",0.06185,31,14295,0.03942,0.08437
388,388,2015,Lower Saxony,Urban regions,"Yes, less frequently",0.22327,105,14295,0.1745,0.29017
389,389,2015,Lower Saxony,Rural regions,"No, never",0.59573,526,14295,0.53784,0.66278
390,390,2015,Lower Saxony,Rural regions,"Yes, every week",0.07207,55,14295,0.04866,0.09373
391,391,2015,Lower Saxony,Rural regions,"Yes, every 2 weeks",0.10712,97,14295,0.08405,0.1356
392,392,2015,Lower Saxony,Rural regions,"Yes, every 3-4 weeks",0.04213,44,14295,0.02691,0.0675
393,393,2015,Lower Saxony,Rural regions,"Yes, less frequently",0.18296,141,14295,0.14821,0.21792
394,394,2015,Bremen,Urban regions,"No, never",1.0,57,14295,0.69972,1.34122
395,395,2015,North Rhine-Westphalia,Urban regions,"No, never",0.60496,1909,14295,0.57536,0.64336
396,396,2015,North Rhine-Westphalia,Urban regions,"Yes, every week",0.06084,192,14295,0.04926,0.07163
397,397,2015,North Rhine-Westphalia,Urban regions,"Yes, every 2 weeks",0.10156,311,14295,0.08933,0.11765
398,398,2015,North Rhine-Westphalia,Urban regions,"Yes, every 3-4 weeks",0.04589,127,14295,0.03635,0.05669
399,399,2015,North Rhine-Westphalia,Urban regions,"Yes, less frequently",0.18675,505,14295,0.16569,0.20917
400,400,2015,North Rhine-Westphalia,Rural regions,"No, never",1.0,36,14295,0.66988,1.37674
401,401,2015,Hesse,Urban regions,"No, never",0.53056,498,14295,0.48506,0.5834
402,402,2015,Hesse,Urban regions,"Yes, every week",0.10162,75,14295,0.07741,0.133
403,403,2015,Hesse,Urban regions,"Yes, every 2 weeks",0.10366,89,14295,0.08108,0.12906
404,404,2015,Hesse,Urban regions,"Yes, every 3-4 weeks",0.0678,46,14295,0.05058,0.08759
405,405,2015,Hesse,Urban regions,"Yes, less frequently",0.19635,162,14295,0.16562,0.23433
406,406,2015,Hesse,Rural regions,"No, never",0.64977,106,14295,0.49553,0.81442
407,407,2015,Hesse,Rural regions,"Yes, less frequently",0.35023,56,14295,0.26277,0.44818
408,408,2015,"Rhineland-Palatinate, Saarland",Urban regions,"No, never",0.56916,395,14295,0.51504,0.63358
409,409,2015,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every week",0.07045,43,14295,0.05063,0.09459
410,410,2015,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 2 weeks",0.08575,58,14295,0.06016,0.12371
411,411,2015,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 3-4 weeks",0.06867,37,14295,0.04386,0.09852
412,412,2015,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, less frequently",0.20597,114,14295,0.16606,0.26052
413,413,2015,"Rhineland-Palatinate, Saarland",Rural regions,"No, never",0.74801,141,14295,0.6325,0.90732
414,414,2015,"Rhineland-Palatinate, Saarland",Rural regions,"Yes, less frequently",0.25199,38,14295,0.17411,0.35821
415,415,2015,Baden-Wuerttemberg,Urban regions,"No, never",0.61116,1096,14295,0.55675,0.66134
416,416,2015,Baden-Wuerttemberg,Urban regions,"Yes, every week",0.0665,108,14295,0.05179,0.08286
417,417,2015,Baden-Wuerttemberg,Urban regions,"Yes, every 2 weeks",0.10568,137,14295,0.08906,0.13083
418,418,2015,Baden-Wuerttemberg,Urban regions,"Yes, every 3-4 weeks",0.05853,89,14295,0.04668,0.07271
419,419,2015,Baden-Wuerttemberg,Urban regions,"Yes, less frequently",0.15813,278,14295,0.13704,0.18509
420,420,2015,Baden-Wuerttemberg,Rural regions,"No, never",1.0,137,14295,0.79772,1.22678
421,421,2015,Bavaria,Urban regions,"No, never",0.60823,704,14295,0.55445,0.66463
422,422,2015,Bavaria,Urban regions,"Yes, every week",0.06828,86,14295,0.04792,0.0969
423,423,2015,Bavaria,Urban regions,"Yes, every 2 weeks",0.07982,99,14295,0.06141,0.09844
424,424,2015,Bavaria,Urban regions,"Yes, every 3-4 weeks",0.05412,52,14295,0.03327,0.08125
425,425,2015,Bavaria,Urban regions,"Yes, less frequently",0.18954,200,14295,0.16139,0.22885
426,426,2015,Bavaria,Rural regions,"No, never",0.64898,909,14295,0.58638,0.69964
427,427,2015,Bavaria,Rural regions,"Yes, every week",0.06245,86,14295,0.04712,0.08072
428,428,2015,Bavaria,Rural regions,"Yes, every 2 weeks",0.07991,129,14295,0.06782,0.0951
429,429,2015,Bavaria,Rural regions,"Yes, every 3-4 weeks",0.05767,89,14295,0.04153,0.076
430,430,2015,Bavaria,Rural regions,"Yes, less frequently",0.15098,234,14295,0.13042,0.17126
431,431,2015,Berlin,Urban regions,"No, never",0.5519,264,14295,0.49434,0.62504
432,432,2015,Berlin,Urban regions,"Yes, every week",0.07209,47,14295,0.05514,0.09284
433,433,2015,Berlin,Urban regions,"Yes, every 2 weeks",0.12531,60,14295,0.09202,0.16451
434,434,2015,Berlin,Urban regions,"Yes, less frequently",0.2507,126,14295,0.20716,0.29788
435,435,2015,Brandenburg,Rural regions,"No, never",0.61208,275,14295,0.54319,0.68565
436,436,2015,Brandenburg,Rural regions,"Yes, every week",0.09164,43,14295,0.0602,0.13399
437,437,2015,Brandenburg,Rural regions,"Yes, every 2 weeks",0.10922,52,14295,0.08112,0.13542
438,438,2015,Brandenburg,Rural regions,"Yes, less frequently",0.18706,69,14295,0.13995,0.24802
439,439,2015,Mecklenburg-Western Pomerania,Rural regions,"No, never",0.67122,152,14295,0.54747,0.81187
440,440,2015,Mecklenburg-Western Pomerania,Rural regions,"Yes, every 2 weeks",0.19924,39,14295,0.12547,0.28391
441,441,2015,Mecklenburg-Western Pomerania,Rural regions,"Yes, less frequently",0.12953,39,14295,0.08799,0.19267
442,442,2015,Saxony,Urban regions,"No, never",0.6286,277,14295,0.53688,0.71718
443,443,2015,Saxony,Urban regions,"Yes, every 2 weeks",0.16488,55,14295,0.11851,0.22259
444,444,2015,Saxony,Urban regions,"Yes, every 3-4 weeks",0.06532,32,14295,0.04653,0.09317
445,445,2015,Saxony,Urban regions,"Yes, less frequently",0.1412,71,14295,0.10791,0.17355
446,446,2015,Saxony,Rural regions,"No, never",0.72351,255,14295,0.61162,0.83419
447,447,2015,Saxony,Rural regions,"Yes, every 2 weeks",0.13924,54,14295,0.09697,0.1892
448,448,2015,Saxony,Rural regions,"Yes, less frequently",0.13724,62,14295,0.1003,0.17692
449,449,2015,Saxony-Anhalt,Urban regions,"No, never",1.0,58,14295,0.60934,1.44558
450,450,2015,Saxony-Anhalt,Rural regions,"No, never",0.63619,212,14295,0.55206,0.74338
451,451,2015,Saxony-Anhalt,Rural regions,"Yes, every 2 weeks",0.16132,46,14295,0.12667,0.2
452,452,2015,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.20248,67,14295,0.14792,0.26225
453,453,2015,Thuringa,Urban regions,"No, never",1.0,95,14295,0.79653,1.23876
454,454,2015,Thuringa,Rural regions,"No, never",0.66891,218,14295,0.57912,0.75618
455,455,2015,Thuringa,Rural regions,"Yes, every 2 weeks",0.11965,34,14295,0.07914,0.16107
456,456,2015,Thuringa,Rural regions,"Yes, less frequently",0.21144,58,14295,0.16137,0.26384
457,457,2017,Schleswig-Holstein,Urban regions,"No, never",1.0,123,15864,0.81702,1.17085
458,458,2017,Schleswig-Holstein,Rural regions,"No, never",0.65322,254,15864,0.56226,0.75764
459,459,2017,Schleswig-Holstein,Rural regions,"Yes, every week",0.06521,32,15864,0.04299,0.08721
460,460,2017,Schleswig-Holstein,Rural regions,"Yes, every 2 weeks",0.11332,50,15864,0.08312,0.15346
461,461,2017,Schleswig-Holstein,Rural regions,"Yes, less frequently",0.16825,50,15864,0.11249,0.21981
462,462,2017,Hamburg,Urban regions,"No, never",0.72579,188,15864,0.62177,0.83174
463,463,2017,Hamburg,Urban regions,"Yes, less frequently",0.27421,50,15864,0.17941,0.39697
464,464,2017,Lower Saxony,Urban regions,"No, never",0.60668,420,15864,0.53654,0.67418
465,465,2017,Lower Saxony,Urban regions,"Yes, every week",0.04884,41,15864,0.03706,0.06241
466,466,2017,Lower Saxony,Urban regions,"Yes, every 2 weeks",0.10236,58,15864,0.07827,0.12965
467,467,2017,Lower Saxony,Urban regions,"Yes, every 3-4 weeks",0.07614,52,15864,0.05552,0.10256
468,468,2017,Lower Saxony,Urban regions,"Yes, less frequently",0.16597,113,15864,0.12764,0.20515
469,469,2017,Lower Saxony,Rural regions,"No, never",0.59263,620,15864,0.53827,0.65546
470,470,2017,Lower Saxony,Rural regions,"Yes, every week",0.07529,69,15864,0.0552,0.10108
471,471,2017,Lower Saxony,Rural regions,"Yes, every 2 weeks",0.10132,102,15864,0.08221,0.12042
472,472,2017,Lower Saxony,Rural regions,"Yes, every 3-4 weeks",0.06361,65,15864,0.04271,0.08828
473,473,2017,Lower Saxony,Rural regions,"Yes, less frequently",0.16715,146,15864,0.13402,0.19672
474,474,2017,Bremen,Urban regions,"No, never",1.0,87,15864,0.78615,1.22362
475,475,2017,North Rhine-Westphalia,Urban regions,"No, never",0.60484,2089,15864,0.57205,0.62972
476,476,2017,North Rhine-Westphalia,Urban regions,"Yes, every week",0.07157,243,15864,0.06139,0.08302
477,477,2017,North Rhine-Westphalia,Urban regions,"Yes, every 2 weeks",0.10047,348,15864,0.0872,0.11242
478,478,2017,North Rhine-Westphalia,Urban regions,"Yes, every 3-4 weeks",0.05766,171,15864,0.04799,0.06846
479,479,2017,North Rhine-Westphalia,Urban regions,"Yes, less frequently",0.16547,468,15864,0.14846,0.18822
480,480,2017,North Rhine-Westphalia,Rural regions,"No, never",1.0,40,15864,0.66976,1.3451
481,481,2017,Hesse,Urban regions,"No, never",0.59151,556,15864,0.5351,0.65433
482,482,2017,Hesse,Urban regions,"Yes, every week",0.0712,64,15864,0.05455,0.09539
483,483,2017,Hesse,Urban regions,"Yes, every 2 weeks",0.11624,101,15864,0.09191,0.14446
484,484,2017,Hesse,Urban regions,"Yes, every 3-4 weeks",0.05906,58,15864,0.04687,0.07522
485,485,2017,Hesse,Urban regions,"Yes, less frequently",0.162,135,15864,0.13754,0.18869
486,486,2017,Hesse,Rural regions,"No, never",0.80333,137,15864,0.66952,0.96035
487,487,2017,Hesse,Rural regions,"Yes, less frequently",0.19667,39,15864,0.14621,0.24928
488,488,2017,"Rhineland-Palatinate, Saarland",Urban regions,"No, never",0.62428,440,15864,0.56698,0.68838
489,489,2017,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every week",0.07784,48,15864,0.06124,0.09754
490,490,2017,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 2 weeks",0.08281,64,15864,0.05992,0.10534
491,491,2017,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 3-4 weeks",0.06009,49,15864,0.04585,0.07226
492,492,2017,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, less frequently",0.15498,89,15864,0.12095,0.1869
493,493,2017,"Rhineland-Palatinate, Saarland",Rural regions,"No, never",0.76872,145,15864,0.64014,0.92471
494,494,2017,"Rhineland-Palatinate, Saarland",Rural regions,"Yes, less frequently",0.23128,35,15864,0.16471,0.30136
495,495,2017,Baden-Wuerttemberg,Urban regions,"No, never",0.65346,1183,15864,0.61145,0.69669
496,496,2017,Baden-Wuerttemberg,Urban regions,"Yes, every week",0.05499,105,15864,0.04259,0.06832
497,497,2017,Baden-Wuerttemberg,Urban regions,"Yes, every 2 weeks",0.09572,139,15864,0.08086,0.11225
498,498,2017,Baden-Wuerttemberg,Urban regions,"Yes, every 3-4 weeks",0.06845,126,15864,0.05237,0.08509
499,499,2017,Baden-Wuerttemberg,Urban regions,"Yes, less frequently",0.12738,227,15864,0.10911,0.14747
500,500,2017,Baden-Wuerttemberg,Rural regions,"No, never",1.0,161,15864,0.79571,1.19502
501,501,2017,Bavaria,Urban regions,"No, never",0.64517,780,15864,0.59152,0.69838
502,502,2017,Bavaria,Urban regions,"Yes, every week",0.06559,94,15864,0.05017,0.08248
503,503,2017,Bavaria,Urban regions,"Yes, every 2 weeks",0.07692,107,15864,0.05653,0.09931
504,504,2017,Bavaria,Urban regions,"Yes, every 3-4 weeks",0.05975,81,15864,0.04141,0.08124
505,505,2017,Bavaria,Urban regions,"Yes, less frequently",0.15257,175,15864,0.12685,0.18454
506,506,2017,Bavaria,Rural regions,"No, never",0.67626,1020,15864,0.63538,0.7217
507,507,2017,Bavaria,Rural regions,"Yes, every week",0.06061,99,15864,0.047,0.07379
508,508,2017,Bavaria,Rural regions,"Yes, every 2 weeks",0.08441,138,15864,0.0692,0.09969
509,509,2017,Bavaria,Rural regions,"Yes, every 3-4 weeks",0.04062,85,15864,0.03208,0.05427
510,510,2017,Bavaria,Rural regions,"Yes, less frequently",0.1381,187,15864,0.11695,0.16449
511,511,2017,Berlin,Urban regions,"No, never",0.59809,347,15864,0.52778,0.66292
512,512,2017,Berlin,Urban regions,"Yes, every week",0.06431,43,15864,0.04374,0.08204
513,513,2017,Berlin,Urban regions,"Yes, every 2 weeks",0.09503,58,15864,0.07549,0.11402
514,514,2017,Berlin,Urban regions,"Yes, every 3-4 weeks",0.06094,43,15864,0.04499,0.08061
515,515,2017,Berlin,Urban regions,"Yes, less frequently",0.18163,111,15864,0.14254,0.22361
516,516,2017,Brandenburg,Urban regions,"No, never",1.0,33,15864,0.71938,1.35455
517,517,2017,Brandenburg,Rural regions,"No, never",0.59336,315,15864,0.51977,0.65711
518,518,2017,Brandenburg,Rural regions,"Yes, every week",0.05277,31,15864,0.04065,0.06658
519,519,2017,Brandenburg,Rural regions,"Yes, every 2 weeks",0.13793,68,15864,0.10711,0.16887
520,520,2017,Brandenburg,Rural regions,"Yes, every 3-4 weeks",0.07397,38,15864,0.04938,0.10129
521,521,2017,Brandenburg,Rural regions,"Yes, less frequently",0.14198,56,15864,0.10871,0.18287
522,522,2017,Mecklenburg-Western Pomerania,Urban regions,"No, never",1.0,34,15864,0.66666,1.27873
523,523,2017,Mecklenburg-Western Pomerania,Rural regions,"No, never",0.66106,159,15864,0.54987,0.7927
524,524,2017,Mecklenburg-Western Pomerania,Rural regions,"Yes, every 2 weeks",0.1456,35,15864,0.10493,0.19275
525,525,2017,Mecklenburg-Western Pomerania,Rural regions,"Yes, less frequently",0.19334,34,15864,0.11855,0.28116
526,526,2017,Saxony,Urban regions,"No, never",0.6457,313,15864,0.56176,0.73748
527,527,2017,Saxony,Urban regions,"Yes, every 2 weeks",0.10853,54,15864,0.07819,0.15205
528,528,2017,Saxony,Urban regions,"Yes, every 3-4 weeks",0.0582,33,15864,0.03751,0.08322
529,529,2017,Saxony,Urban regions,"Yes, less frequently",0.18758,82,15864,0.15015,0.23646
530,530,2017,Saxony,Rural regions,"No, never",0.61767,297,15864,0.55115,0.71125
531,531,2017,Saxony,Rural regions,"Yes, every week",0.05617,32,15864,0.03805,0.08201
532,532,2017,Saxony,Rural regions,"Yes, every 2 weeks",0.132,59,15864,0.09093,0.18507
533,533,2017,Saxony,Rural regions,"Yes, every 3-4 weeks",0.05536,31,15864,0.0405,0.06854
534,534,2017,Saxony,Rural regions,"Yes, less frequently",0.1388,62,15864,0.10548,0.17599
535,535,2017,Saxony-Anhalt,Urban regions,"No, never",1.0,57,15864,0.71888,1.31309
536,536,2017,Saxony-Anhalt,Rural regions,"No, never",0.72202,267,15864,0.63364,0.83275
537,537,2017,Saxony-Anhalt,Rural regions,"Yes, every 2 weeks",0.10788,49,15864,0.09103,0.12919
538,538,2017,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.17009,71,15864,0.13886,0.20221
539,539,2017,Thuringa,Urban regions,"No, never",1.0,113,15864,0.75709,1.26885
540,540,2017,Thuringa,Rural regions,"No, never",0.67374,265,15864,0.59885,0.76526
541,541,2017,Thuringa,Rural regions,"Yes, every 2 weeks",0.08173,32,15864,0.06021,0.10222
542,542,2017,Thuringa,Rural regions,"Yes, every 3-4 weeks",0.07616,33,15864,0.05166,0.09921
543,543,2017,Thuringa,Rural regions,"Yes, less frequently",0.16837,63,15864,0.13277,0.20623
