year,quintil_oecd,sampreg,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,1st Quintile,West,"Yes, every week",0.05318,89,1477,0.04173,0.06462
2019,1st Quintile,West,"Yes, every 2 weeks",0.10764,146,1477,0.09182,0.12345
2019,1st Quintile,West,"Yes, every 3-4 weeks",0.06842,88,1477,0.05554,0.08131
2019,1st Quintile,West,"Yes, less frequently",0.08399,121,1477,0.06984,0.09814
2019,1st Quintile,East,"No, never",0.64833,342,479,0.60553,0.69114
2019,1st Quintile,East,"Yes, every week",0.08822,40,479,0.06279,0.11364
2019,1st Quintile,East,"Yes, every 2 weeks",0.11100,52,479,0.08284,0.13916
2019,1st Quintile,East,"Yes, less frequently",0.11941,45,479,0.09034,0.14848
2019,2nd Quintile,West,"No, never",0.66379,1437,2114,0.64364,0.68393
2019,2nd Quintile,West,"Yes, every week",0.06088,118,2114,0.05068,0.07108
2019,2nd Quintile,West,"Yes, every 2 weeks",0.12143,242,2114,0.10750,0.13536
2019,2nd Quintile,West,"Yes, every 3-4 weeks",0.04980,111,2114,0.04052,0.05908
2019,2nd Quintile,West,"Yes, less frequently",0.10410,206,2114,0.09108,0.11712
2019,2nd Quintile,East,"No, never",0.64741,445,654,0.61076,0.68405
2019,2nd Quintile,East,"Yes, every week",0.05654,36,654,0.03883,0.07426
2019,2nd Quintile,East,"Yes, every 2 weeks",0.12435,69,654,0.09904,0.14966
2019,2nd Quintile,East,"Yes, every 3-4 weeks",0.05406,36,654,0.03671,0.07140
2019,2nd Quintile,East,"Yes, less frequently",0.11764,68,654,0.09293,0.14235
2019,3rd Quintile,West,"No, never",0.68201,1502,2254,0.66278,0.70124
2019,3rd Quintile,West,"Yes, every week",0.04594,117,2254,0.03729,0.05458
2019,3rd Quintile,West,"Yes, every 2 weeks",0.08940,223,2254,0.07762,0.10118
2019,3rd Quintile,West,"Yes, every 3-4 weeks",0.05040,127,2254,0.04137,0.05944
2019,3rd Quintile,West,"Yes, less frequently",0.13226,285,2254,0.11827,0.14624
2019,3rd Quintile,East,"No, never",0.60346,396,643,0.56561,0.64130
2019,3rd Quintile,East,"Yes, every week",0.06005,33,643,0.04168,0.07843
2019,3rd Quintile,East,"Yes, every 2 weeks",0.09249,75,643,0.07008,0.11490
2019,3rd Quintile,East,"Yes, every 3-4 weeks",0.04364,41,643,0.02784,0.05944
2019,3rd Quintile,East,"Yes, less frequently",0.20036,98,643,0.16940,0.23132
2019,4th Quintile,West,"No, never",0.62657,1545,2463,0.60746,0.64567
2019,4th Quintile,West,"Yes, every week",0.07629,161,2463,0.06581,0.08678
2019,4th Quintile,West,"Yes, every 2 weeks",0.09188,233,2463,0.08047,0.10329
2019,4th Quintile,West,"Yes, every 3-4 weeks",0.04777,150,2463,0.03934,0.05619
2019,4th Quintile,West,"Yes, less frequently",0.15750,374,2463,0.14311,0.17189
2019,4th Quintile,East,"No, never",0.63406,322,507,0.59208,0.67603
2019,4th Quintile,East,"Yes, every 2 weeks",0.11591,73,507,0.08802,0.14380
2019,4th Quintile,East,"Yes, every 3-4 weeks",0.05729,33,507,0.03704,0.07753
2019,4th Quintile,East,"Yes, less frequently",0.15042,79,507,0.11927,0.18157
2019,5th Quintile,West,"No, never",0.57858,1787,3026,0.56098,0.59617
2019,5th Quintile,West,"Yes, every week",0.07237,238,3026,0.06313,0.08160
2019,5th Quintile,West,"Yes, every 2 weeks",0.07384,213,3026,0.06452,0.08316
2019,5th Quintile,West,"Yes, every 3-4 weeks",0.06180,190,3026,0.05322,0.07038
2019,5th Quintile,West,"Yes, less frequently",0.21342,598,3026,0.19882,0.22802
2019,5th Quintile,East,"No, never",0.54839,295,501,0.50477,0.59201
2019,5th Quintile,East,"Yes, every week",0.06682,34,501,0.04493,0.08871
2019,5th Quintile,East,"Yes, every 2 weeks",0.11954,44,501,0.09110,0.14798
2019,5th Quintile,East,"Yes, every 3-4 weeks",0.07913,35,501,0.05547,0.10279
2019,5th Quintile,East,"Yes, less frequently",0.18611,93,501,0.15200,0.22023
2021,1st Quintile,West,"No, never",0.67050,1090,1644,0.64778,0.69323
2021,1st Quintile,West,"Yes, every week",0.05548,123,1644,0.04441,0.06655
2021,1st Quintile,West,"Yes, every 2 weeks",0.12624,204,1644,0.11018,0.14230
2021,1st Quintile,West,"Yes, every 3-4 weeks",0.04660,75,1644,0.03641,0.05679
2021,1st Quintile,West,"Yes, less frequently",0.10118,152,1644,0.08659,0.11576
2021,1st Quintile,East,"No, never",0.69953,276,389,0.65391,0.74515
2021,1st Quintile,East,"Yes, every week",0.08364,37,389,0.05609,0.11119
2021,1st Quintile,East,"Yes, every 2 weeks",0.10540,43,389,0.07484,0.13595
2021,1st Quintile,East,"Yes, less frequently",0.07487,33,389,0.04869,0.10106
2021,2nd Quintile,West,"No, never",0.66453,979,1469,0.64038,0.68869
2021,2nd Quintile,West,"Yes, every week",0.05449,95,1469,0.04288,0.06610
2021,2nd Quintile,West,"Yes, every 2 weeks",0.11166,158,1469,0.09555,0.12777
2021,2nd Quintile,West,"Yes, every 3-4 weeks",0.04569,81,1469,0.03501,0.05637
2021,2nd Quintile,West,"Yes, less frequently",0.12363,156,1469,0.10679,0.14046
2021,2nd Quintile,East,"No, never",0.61781,247,343,0.56630,0.66931
2021,2nd Quintile,East,"Yes, every 2 weeks",0.12769,48,343,0.09232,0.16307
2021,2nd Quintile,East,"Yes, less frequently",0.12287,48,343,0.08808,0.15766
2021,3rd Quintile,West,"No, never",0.64964,922,1471,0.62525,0.67402
2021,3rd Quintile,West,"Yes, every week",0.05793,88,1471,0.04599,0.06987
2021,3rd Quintile,West,"Yes, every 2 weeks",0.11554,183,1471,0.09920,0.13188
2021,3rd Quintile,West,"Yes, every 3-4 weeks",0.05688,79,1471,0.04504,0.06872
2021,3rd Quintile,West,"Yes, less frequently",0.12001,199,1471,0.10340,0.13663
2021,3rd Quintile,East,"No, never",0.62412,272,382,0.57548,0.67275
2021,3rd Quintile,East,"Yes, every 2 weeks",0.15367,60,382,0.11746,0.18988
2021,3rd Quintile,East,"Yes, less frequently",0.11736,50,382,0.08504,0.14968
2021,4th Quintile,West,"No, never",0.62939,977,1569,0.60548,0.65329
2021,4th Quintile,West,"Yes, every week",0.06794,105,1569,0.05548,0.08039
2021,4th Quintile,West,"Yes, every 2 weeks",0.07577,144,1569,0.06267,0.08887
2021,4th Quintile,West,"Yes, every 3-4 weeks",0.06140,91,1569,0.04952,0.07329
2021,4th Quintile,West,"Yes, less frequently",0.16550,252,1569,0.14711,0.18390
2021,4th Quintile,East,"No, never",0.64239,212,274,0.58553,0.69924
2021,4th Quintile,East,"Yes, less frequently",0.14628,62,274,0.10436,0.18820
2021,5th Quintile,West,"No, never",0.59037,1229,2272,0.57015,0.61060
2021,5th Quintile,West,"Yes, every week",0.07527,228,2272,0.06442,0.08612
2021,5th Quintile,West,"Yes, every 2 weeks",0.06713,181,2272,0.05684,0.07743
2021,5th Quintile,West,"Yes, every 3-4 weeks",0.06240,136,2272,0.05246,0.07235
2021,5th Quintile,West,"Yes, less frequently",0.20482,498,2272,0.18822,0.22142
2021,5th Quintile,East,"No, never",0.59248,235,377,0.54281,0.64215
2021,5th Quintile,East,"Yes, every week",0.07081,41,377,0.04488,0.09674
2021,5th Quintile,East,"Yes, less frequently",0.23154,101,377,0.18890,0.27418
