,Unnamed: 0,year,quintil_oecd,sex,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
298,298,2017,1st Quintile,female,"Yes, every 2 weeks",0.10653,135,13859,0.08597,0.1242
299,299,2017,1st Quintile,female,"Yes, every 3-4 weeks",0.04963,55,13859,0.03143,0.07058
300,300,2017,1st Quintile,female,"Yes, less frequently",0.09664,94,13859,0.07037,0.12207
301,301,2017,2nd Quintile,male,"No, never",0.62489,858,13859,0.5746,0.67633
302,302,2017,2nd Quintile,male,"Yes, every week",0.06015,78,13859,0.04549,0.07641
303,303,2017,2nd Quintile,male,"Yes, every 2 weeks",0.11448,138,13859,0.09373,0.13816
304,304,2017,2nd Quintile,male,"Yes, every 3-4 weeks",0.05809,96,13859,0.04504,0.06971
305,305,2017,2nd Quintile,male,"Yes, less frequently",0.14238,164,13859,0.1151,0.16986
306,306,2017,2nd Quintile,female,"No, never",0.66369,998,13859,0.61654,0.72015
307,307,2017,2nd Quintile,female,"Yes, every week",0.05892,92,13859,0.04518,0.07472
308,308,2017,2nd Quintile,female,"Yes, every 2 weeks",0.13083,188,13859,0.11064,0.16015
309,309,2017,2nd Quintile,female,"Yes, every 3-4 weeks",0.0497,88,13859,0.03698,0.06369
310,310,2017,2nd Quintile,female,"Yes, less frequently",0.09685,105,13859,0.06936,0.12389
311,311,2017,3rd Quintile,male,"No, never",0.64523,836,13859,0.59766,0.69959
312,312,2017,3rd Quintile,male,"Yes, every week",0.04521,71,13859,0.03218,0.0588
313,313,2017,3rd Quintile,male,"Yes, every 2 weeks",0.08269,115,13859,0.06509,0.10067
314,314,2017,3rd Quintile,male,"Yes, every 3-4 weeks",0.05924,94,13859,0.04528,0.07561
315,315,2017,3rd Quintile,male,"Yes, less frequently",0.16762,205,13859,0.13865,0.19403
316,316,2017,3rd Quintile,female,"No, never",0.6732,995,13859,0.62656,0.717
317,317,2017,3rd Quintile,female,"Yes, every week",0.0753,88,13859,0.05591,0.09481
318,318,2017,3rd Quintile,female,"Yes, every 2 weeks",0.11365,176,13859,0.09859,0.12966
319,319,2017,3rd Quintile,female,"Yes, every 3-4 weeks",0.03624,66,13859,0.02881,0.04988
320,320,2017,3rd Quintile,female,"Yes, less frequently",0.10161,138,13859,0.08014,0.12509
321,321,2017,4th Quintile,male,"No, never",0.59242,856,13859,0.5411,0.64172
322,322,2017,4th Quintile,male,"Yes, every week",0.05416,94,13859,0.04311,0.06669
323,323,2017,4th Quintile,male,"Yes, every 2 weeks",0.08911,123,13859,0.06894,0.1054
324,324,2017,4th Quintile,male,"Yes, every 3-4 weeks",0.07426,117,13859,0.05846,0.09238
325,325,2017,4th Quintile,male,"Yes, less frequently",0.19005,264,13859,0.15863,0.223
326,326,2017,4th Quintile,female,"No, never",0.68426,995,13859,0.64163,0.74233
327,327,2017,4th Quintile,female,"Yes, every week",0.04279,93,13859,0.03199,0.05471
328,328,2017,4th Quintile,female,"Yes, every 2 weeks",0.09387,155,13859,0.07918,0.11359
329,329,2017,4th Quintile,female,"Yes, every 3-4 weeks",0.05598,90,13859,0.04446,0.06806
330,330,2017,4th Quintile,female,"Yes, less frequently",0.12309,173,13859,0.10708,0.14617
331,331,2017,5th Quintile,male,"No, never",0.50535,833,13859,0.46813,0.5453
332,332,2017,5th Quintile,male,"Yes, every week",0.09082,151,13859,0.07641,0.10637
333,333,2017,5th Quintile,male,"Yes, every 2 weeks",0.07608,133,13859,0.06423,0.09095
334,334,2017,5th Quintile,male,"Yes, every 3-4 weeks",0.09424,134,13859,0.07338,0.11625
335,335,2017,5th Quintile,male,"Yes, less frequently",0.23351,386,13859,0.20819,0.25932
336,336,2017,5th Quintile,female,"No, never",0.60897,988,13859,0.56443,0.6493
337,337,2017,5th Quintile,female,"Yes, every week",0.07741,132,13859,0.06329,0.09149
338,338,2017,5th Quintile,female,"Yes, every 2 weeks",0.07968,105,13859,0.06387,0.10183
339,339,2017,5th Quintile,female,"Yes, every 3-4 weeks",0.05691,101,13859,0.04359,0.07147
340,340,2017,5th Quintile,female,"Yes, less frequently",0.17703,257,13859,0.15231,0.20404
341,341,2019,1st Quintile,male,"No, never",0.68413,610,14162,0.6148,0.76959
342,342,2019,1st Quintile,male,"Yes, every week",0.06611,66,14162,0.05158,0.08402
343,343,2019,1st Quintile,male,"Yes, every 2 weeks",0.10224,76,14162,0.07826,0.12792
344,344,2019,1st Quintile,male,"Yes, every 3-4 weeks",0.0689,47,14162,0.04548,0.1
345,345,2019,1st Quintile,male,"Yes, less frequently",0.07862,84,14162,0.05963,0.10371
346,346,2019,1st Quintile,female,"No, never",0.65668,750,14162,0.60409,0.72902
347,347,2019,1st Quintile,female,"Yes, every week",0.0589,64,14162,0.04277,0.08468
348,348,2019,1st Quintile,female,"Yes, every 2 weeks",0.11742,119,14162,0.09495,0.14291
349,349,2019,1st Quintile,female,"Yes, every 3-4 weeks",0.05613,56,14162,0.03564,0.08147
350,350,2019,1st Quintile,female,"Yes, less frequently",0.11087,85,14162,0.08798,0.13489
351,351,2019,2nd Quintile,male,"No, never",0.65002,849,14162,0.59319,0.7012
352,352,2019,2nd Quintile,male,"Yes, every week",0.05494,68,14162,0.0417,0.06966
353,353,2019,2nd Quintile,male,"Yes, every 2 weeks",0.09985,113,14162,0.0807,0.12119
354,354,2019,2nd Quintile,male,"Yes, every 3-4 weeks",0.0589,74,14162,0.04743,0.0737
355,355,2019,2nd Quintile,male,"Yes, less frequently",0.1363,163,14162,0.10774,0.16439
356,356,2019,2nd Quintile,female,"No, never",0.67106,1000,14162,0.61608,0.72087
357,357,2019,2nd Quintile,female,"Yes, every week",0.06817,85,14162,0.05003,0.08632
358,358,2019,2nd Quintile,female,"Yes, every 2 weeks",0.13698,193,14162,0.12211,0.15876
359,359,2019,2nd Quintile,female,"Yes, every 3-4 weeks",0.04144,82,14162,0.03252,0.05213
360,360,2019,2nd Quintile,female,"Yes, less frequently",0.08235,101,14162,0.06327,0.10378
361,361,2019,3rd Quintile,male,"No, never",0.64989,881,14162,0.60174,0.70339
362,362,2019,3rd Quintile,male,"Yes, every week",0.04507,80,14162,0.0317,0.05775
363,363,2019,3rd Quintile,male,"Yes, every 2 weeks",0.08883,130,14162,0.07351,0.10861
364,364,2019,3rd Quintile,male,"Yes, every 3-4 weeks",0.05076,85,14162,0.03525,0.07004
365,365,2019,3rd Quintile,male,"Yes, less frequently",0.16545,238,14162,0.14017,0.19623
366,366,2019,3rd Quintile,female,"No, never",0.7081,1061,14162,0.6581,0.76258
367,367,2019,3rd Quintile,female,"Yes, every week",0.04471,77,14162,0.03306,0.05979
368,368,2019,3rd Quintile,female,"Yes, every 2 weeks",0.09866,181,14162,0.08296,0.11716
369,369,2019,3rd Quintile,female,"Yes, every 3-4 weeks",0.04346,78,14162,0.02956,0.05702
370,370,2019,3rd Quintile,female,"Yes, less frequently",0.10507,153,14162,0.08884,0.12377
371,371,2019,4th Quintile,male,"No, never",0.58438,855,14162,0.53654,0.63036
372,372,2019,4th Quintile,male,"Yes, every week",0.07655,95,14162,0.06008,0.09383
373,373,2019,4th Quintile,male,"Yes, every 2 weeks",0.09487,135,14162,0.07885,0.11199
374,374,2019,4th Quintile,male,"Yes, every 3-4 weeks",0.05953,103,14162,0.0482,0.07045
375,375,2019,4th Quintile,male,"Yes, less frequently",0.18467,259,14162,0.15672,0.21531
376,376,2019,4th Quintile,female,"No, never",0.65049,1026,14162,0.60728,0.69959
377,377,2019,4th Quintile,female,"Yes, every week",0.06984,88,14162,0.05328,0.08857
378,378,2019,4th Quintile,female,"Yes, every 2 weeks",0.10071,177,14162,0.08584,0.1213
379,379,2019,4th Quintile,female,"Yes, every 3-4 weeks",0.04297,75,14162,0.03254,0.05833
380,380,2019,4th Quintile,female,"Yes, less frequently",0.13598,201,14162,0.11881,0.1564
381,381,2019,5th Quintile,male,"No, never",0.52665,953,14162,0.4969,0.56741
382,382,2019,5th Quintile,male,"Yes, every week",0.07257,140,14162,0.06021,0.08584
383,383,2019,5th Quintile,male,"Yes, every 2 weeks",0.07345,127,14162,0.05493,0.09364
384,384,2019,5th Quintile,male,"Yes, every 3-4 weeks",0.07626,139,14162,0.06366,0.09343
385,385,2019,5th Quintile,male,"Yes, less frequently",0.25107,422,14162,0.22669,0.27823
386,386,2019,5th Quintile,female,"No, never",0.64971,1119,14162,0.59886,0.6952
387,387,2019,5th Quintile,female,"Yes, every week",0.0688,127,14162,0.05359,0.08736
388,388,2019,5th Quintile,female,"Yes, every 2 weeks",0.07964,119,14162,0.06256,0.09703
389,389,2019,5th Quintile,female,"Yes, every 3-4 weeks",0.05052,92,14162,0.03936,0.06247
390,390,2019,5th Quintile,female,"Yes, less frequently",0.15133,261,14162,0.1317,0.17238
391,391,2021,1st Quintile,male,"No, never",0.64471,781,10411,0.54671,0.74775
392,392,2021,1st Quintile,male,"Yes, every week",0.06841,99,10411,0.03802,0.103
393,393,2021,1st Quintile,male,"Yes, every 2 weeks",0.11302,130,10411,0.0801,0.14977
394,394,2021,1st Quintile,male,"Yes, every 3-4 weeks",0.05446,52,10411,0.02984,0.08561
395,395,2021,1st Quintile,male,"Yes, less frequently",0.1194,117,10411,0.07439,0.17257
396,396,2021,1st Quintile,female,"No, never",0.67924,562,10411,0.58143,0.76751
397,397,2021,1st Quintile,female,"Yes, every week",0.0636,64,10411,0.04709,0.08359
398,398,2021,1st Quintile,female,"Yes, every 2 weeks",0.13762,119,10411,0.10362,0.17456
399,399,2021,1st Quintile,female,"Yes, every 3-4 weeks",0.03513,46,10411,0.02448,0.04963
400,400,2021,1st Quintile,female,"Yes, less frequently",0.0844,66,10411,0.05802,0.1114
401,401,2021,2nd Quintile,male,"No, never",0.67044,622,10411,0.59224,0.73688
402,402,2021,2nd Quintile,male,"Yes, every week",0.0415,60,10411,0.02974,0.0547
403,403,2021,2nd Quintile,male,"Yes, every 2 weeks",0.08235,74,10411,0.05772,0.11318
404,404,2021,2nd Quintile,male,"Yes, every 3-4 weeks",0.03998,46,10411,0.02514,0.05653
405,405,2021,2nd Quintile,male,"Yes, less frequently",0.16573,124,10411,0.12481,0.21123
406,406,2021,2nd Quintile,female,"No, never",0.67736,661,10411,0.60653,0.75283
407,407,2021,2nd Quintile,female,"Yes, every week",0.05192,50,10411,0.03596,0.07096
408,408,2021,2nd Quintile,female,"Yes, every 2 weeks",0.13494,133,10411,0.10499,0.16706
409,409,2021,2nd Quintile,female,"Yes, every 3-4 weeks",0.04855,52,10411,0.03203,0.06329
410,410,2021,2nd Quintile,female,"Yes, less frequently",0.08723,94,10411,0.06598,0.10292
411,411,2021,3rd Quintile,male,"No, never",0.66443,514,10411,0.58992,0.74005
412,412,2021,3rd Quintile,male,"Yes, every week",0.05287,56,10411,0.03587,0.0705
413,413,2021,3rd Quintile,male,"Yes, every 2 weeks",0.08655,94,10411,0.07179,0.10686
414,414,2021,3rd Quintile,male,"Yes, every 3-4 weeks",0.06263,52,10411,0.04202,0.08674
415,415,2021,3rd Quintile,male,"Yes, less frequently",0.13353,136,10411,0.10258,0.17144
416,416,2021,3rd Quintile,female,"No, never",0.67205,628,10411,0.60379,0.75292
417,417,2021,3rd Quintile,female,"Yes, every week",0.06088,42,10411,0.03886,0.0871
418,418,2021,3rd Quintile,female,"Yes, every 2 weeks",0.12956,125,10411,0.10145,0.16022
419,419,2021,3rd Quintile,female,"Yes, every 3-4 weeks",0.05146,51,10411,0.03405,0.06885
420,420,2021,3rd Quintile,female,"Yes, less frequently",0.08605,102,10411,0.06277,0.11303
421,421,2021,4th Quintile,male,"No, never",0.56433,546,10411,0.51255,0.63618
422,422,2021,4th Quintile,male,"Yes, every week",0.08041,67,10411,0.0581,0.10991
423,423,2021,4th Quintile,male,"Yes, every 2 weeks",0.08051,84,10411,0.06066,0.10132
424,424,2021,4th Quintile,male,"Yes, every 3-4 weeks",0.07497,67,10411,0.05933,0.09901
425,425,2021,4th Quintile,male,"Yes, less frequently",0.19978,188,10411,0.16009,0.23817
426,426,2021,4th Quintile,female,"No, never",0.67524,669,10411,0.61159,0.74327
427,427,2021,4th Quintile,female,"Yes, every week",0.04874,61,10411,0.02714,0.07508
428,428,2021,4th Quintile,female,"Yes, every 2 weeks",0.10352,108,10411,0.08126,0.12711
429,429,2021,4th Quintile,female,"Yes, every 3-4 weeks",0.04738,46,10411,0.03302,0.06498
430,430,2021,4th Quintile,female,"Yes, less frequently",0.12513,123,10411,0.09867,0.1581
431,431,2021,5th Quintile,male,"No, never",0.54165,738,10411,0.48511,0.60231
432,432,2021,5th Quintile,male,"Yes, every week",0.08206,166,10411,0.06297,0.10231
433,433,2021,5th Quintile,male,"Yes, every 2 weeks",0.07085,114,10411,0.05034,0.0902
434,434,2021,5th Quintile,male,"Yes, every 3-4 weeks",0.06632,97,10411,0.04735,0.08636
435,435,2021,5th Quintile,male,"Yes, less frequently",0.23913,364,10411,0.20284,0.27229
436,436,2021,5th Quintile,female,"No, never",0.63629,716,10411,0.57691,0.6941
437,437,2021,5th Quintile,female,"Yes, every week",0.07402,102,10411,0.0574,0.09463
438,438,2021,5th Quintile,female,"Yes, every 2 weeks",0.07015,98,10411,0.05606,0.0977
439,439,2021,5th Quintile,female,"Yes, every 3-4 weeks",0.05335,70,10411,0.03755,0.07361
440,440,2021,5th Quintile,female,"Yes, less frequently",0.16618,235,10411,0.13079,0.20004
