year,migback,regtyp,plb0219_v1,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2021,No migration background,Rural regions,"Yes, every 3-4 weeks",0.06125634022629731,27598,0.05842712297387785,0.06408555747871676
2021,Direct migration background,Urban regions,"No, never",0.6547619047619048,27598,0.6491524800446362,0.6603713294791733
2021,Direct migration background,Urban regions,"Yes, every 2 weeks",0.11675824175824176,27598,0.11296944912567516,0.12054703439080836
2021,Direct migration background,Urban regions,"Yes, less frequently",0.11675824175824176,27598,0.11296944912567516,0.12054703439080836
2021,Direct migration background,Urban regions,"Yes, every week",0.07417582417582418,27598,0.071084014762731,0.07726763358891735
2021,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.037545787545787544,27598,0.03530300114431996,0.03978857394725513
2021,Direct migration background,Rural regions,"No, never",0.645933014354067,27598,0.6402907461786634,0.6515752825294706
2021,Direct migration background,Rural regions,"Yes, every 2 weeks",0.13556618819776714,27598,0.13152732789903124,0.13960504849650304
2021,Direct migration background,Rural regions,"Yes, less frequently",0.08293460925039872,27598,0.07968085072133708,0.08618836777946036
2021,Direct migration background,Rural regions,"Yes, every week",0.07496012759170653,27598,0.07185333220841474,0.07806692297499833
2021,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.06060606060606061,27598,0.05779092596411221,0.063421195248009
2021,Indirect migration background,Urban regions,"No, never",0.6742738589211619,27598,0.6687446661105041,0.6798030517318197
2021,Indirect migration background,Urban regions,"Yes, less frequently",0.11410788381742738,27598,0.11035672449538647,0.1178590431394683
2021,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.10580912863070539,27598,0.10218007028062923,0.10943818698078156
2021,Indirect migration background,Urban regions,"Yes, every week",0.06016597510373444,27598,0.057360423069519745,0.06297152713794914
2021,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.04564315352697095,27598,0.04318074285777133,0.048105564196170576
2021,Indirect migration background,Rural regions,"No, never",0.6048387096774194,27598,0.5990707229449312,0.6106066964099075
2021,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.1532258064516129,27598,0.14897602074952987,0.15747559215369594
2021,Indirect migration background,Rural regions,"Yes, every week",0.0967741935483871,27598,0.09328604304331653,0.10026234405345766
2021,Indirect migration background,Rural regions,"Yes, less frequently",0.0967741935483871,27598,0.09328604304331653,0.10026234405345766
2021,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.04838709677419355,27598,0.04585539695910703,0.050918796589280065
