year,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,female,CDU/CSU,0.12803,1883,12437,0.12216,0.13390
2013,female,FDP,0.00649,98,12437,0.00508,0.00790
2013,female,Bündnis90/Grüne,0.05361,864,12437,0.04965,0.05757
2013,female,PDS/Linke,0.01348,237,12437,0.01145,0.01551
2013,female,Others,0.00409,60,12437,0.00297,0.00521
2013,female,Party combinations,0.00342,50,12437,0.00239,0.00444
2014,male,Not leaning towards specific party,0.41276,6327,12240,0.40404,0.42148
2014,male,SPD,0.13140,1795,12240,0.12541,0.13738
2014,male,CDU/CSU,0.16567,2438,12240,0.15908,0.17226
2014,male,FDP,0.01168,192,12240,0.00978,0.01358
2014,male,Bündnis90/Grüne,0.04307,653,12240,0.03947,0.04666
2014,male,PDS/Linke,0.02970,468,12240,0.02669,0.03270
2014,male,Far right parties,0.00565,68,12240,0.00432,0.00697
2014,male,AfD,0.00834,135,12240,0.00673,0.00995
2014,male,Others,0.00805,122,12240,0.00647,0.00964
2014,male,Party combinations,0.00655,42,12240,0.00512,0.00797
2014,female,Not leaning towards specific party,0.46499,8483,14443,0.45685,0.47312
2014,female,SPD,0.11624,1770,14443,0.11101,0.12147
2014,female,CDU/CSU,0.15306,2339,14443,0.14719,0.15894
2014,female,FDP,0.00659,110,14443,0.00527,0.00791
2014,female,Bündnis90/Grüne,0.05897,1050,14443,0.05512,0.06281
2014,female,PDS/Linke,0.02399,443,14443,0.02149,0.02649
2014,female,Far right parties,0.00172,31,14443,0.00105,0.00240
2014,female,AfD,0.00392,71,14443,0.00290,0.00494
2014,female,Others,0.00471,89,14443,0.00360,0.00583
2014,female,Party combinations,0.00442,57,14443,0.00334,0.00550
2015,male,Not leaning towards specific party,0.45070,6965,12159,0.44186,0.45955
2015,male,SPD,0.11127,1508,12159,0.10568,0.11686
2015,male,CDU/CSU,0.15795,2152,12159,0.15147,0.16443
2015,male,FDP,0.01133,175,12159,0.00945,0.01322
2015,male,Bündnis90/Grüne,0.04019,553,12159,0.03670,0.04368
2015,male,PDS/Linke,0.02551,415,12159,0.02271,0.02832
2015,male,Far right parties,0.00507,66,12159,0.00381,0.00634
2015,male,AfD,0.01410,177,12159,0.01200,0.01619
2015,male,Others,0.00760,104,12159,0.00606,0.00914
2015,male,Party combinations,0.00496,44,12159,0.00371,0.00621
2015,female,Not leaning towards specific party,0.50367,9208,14276,0.49547,0.51188
2015,female,SPD,0.09978,1454,14276,0.09486,0.10470
2015,female,CDU/CSU,0.13785,1968,14276,0.13220,0.14351
2015,female,FDP,0.00576,93,14276,0.00452,0.00700
2015,female,Bündnis90/Grüne,0.05434,918,14276,0.05062,0.05806
2015,female,PDS/Linke,0.02172,406,14276,0.01933,0.02411
2015,female,Far right parties,0.00240,32,14276,0.00160,0.00320
2015,female,AfD,0.00711,96,14276,0.00573,0.00849
2015,female,Others,0.00318,57,14276,0.00226,0.00411
2015,female,Party combinations,0.00330,44,14276,0.00236,0.00424
2016,male,Not leaning towards specific party,0.45445,6244,10995,0.44514,0.46376
2016,male,SPD,0.09905,1267,10995,0.09347,0.10464
2016,male,CDU/CSU,0.14185,1869,10995,0.13532,0.14837
2016,male,FDP,0.01347,188,10995,0.01132,0.01563
2016,male,Bündnis90/Grüne,0.04658,597,10995,0.04264,0.05052
2016,male,PDS/Linke,0.02460,354,10995,0.02170,0.02749
2016,male,Far right parties,0.00470,48,10995,0.00343,0.00598
2016,male,AfD,0.02449,329,10995,0.02160,0.02738
2016,male,Others,0.00876,99,10995,0.00702,0.01050
2016,female,Not leaning towards specific party,0.51776,8377,12982,0.50916,0.52635
2016,female,SPD,0.08673,1197,12982,0.08188,0.09157
2016,female,CDU/CSU,0.12749,1784,12982,0.12175,0.13322
2016,female,FDP,0.00637,91,12982,0.00500,0.00774
2016,female,Bündnis90/Grüne,0.05738,897,12982,0.05338,0.06138
2016,female,PDS/Linke,0.01931,346,12982,0.01695,0.02168
2016,female,AfD,0.01195,185,12982,0.01008,0.01382
2016,female,Others,0.00352,54,12982,0.00250,0.00454
2016,female,Party combinations,0.00331,51,12982,0.00232,0.00430
2017,male,Not leaning towards specific party,0.44936,7833,13320,0.44091,0.45781
2017,male,SPD,0.11244,1582,13320,0.10708,0.11781
2017,male,CDU/CSU,0.13573,2163,13320,0.12992,0.14155
2017,male,FDP,0.01679,274,13320,0.01461,0.01897
2017,male,Bündnis90/Grüne,0.03474,572,13320,0.03163,0.03785
2017,male,PDS/Linke,0.02686,418,13320,0.02412,0.02961
2017,male,Far right parties,0.00307,57,13320,0.00213,0.00401
2017,male,AfD,0.02812,349,13320,0.02531,0.03093
2017,male,Others,0.00586,72,13320,0.00456,0.00715
2017,female,Not leaning towards specific party,0.50761,9630,14864,0.49958,0.51565
2017,female,SPD,0.10556,1577,14864,0.10062,0.11050
2017,female,CDU/CSU,0.12355,2037,14864,0.11826,0.12884
2017,female,FDP,0.00988,152,14864,0.00829,0.01147
2017,female,Bündnis90/Grüne,0.04583,814,14864,0.04247,0.04919
2017,female,PDS/Linke,0.02137,391,14864,0.01904,0.02369
2017,female,AfD,0.00959,162,14864,0.00802,0.01116
2017,female,Others,0.00266,47,14864,0.00183,0.00349
2017,female,Party combinations,0.00452,54,14864,0.00344,0.00560
2018,male,Not leaning towards specific party,0.44091,7827,13455,0.43252,0.44930
2018,male,SPD,0.10343,1399,13455,0.09828,0.10858
2018,male,CDU/CSU,0.13488,2097,13455,0.12911,0.14065
2018,male,FDP,0.02214,333,13455,0.01965,0.02463
2018,male,Bündnis90/Grüne,0.04554,722,13455,0.04202,0.04907
2018,male,PDS/Linke,0.02968,481,13455,0.02681,0.03255
2018,male,AfD,0.03559,466,13455,0.03246,0.03872
2018,male,Others,0.00827,94,13455,0.00674,0.00980
2018,male,Party combinations,0.00306,36,13455,0.00213,0.00399
2018,female,Not leaning towards specific party,0.50342,9547,14893,0.49539,0.51145
2018,female,SPD,0.08762,1304,14893,0.08308,0.09216
2018,female,CDU/CSU,0.12638,1958,14893,0.12104,0.13172
2018,female,FDP,0.01322,207,14893,0.01139,0.01506
2018,female,Bündnis90/Grüne,0.05899,1029,14893,0.05520,0.06277
2018,female,PDS/Linke,0.02693,483,14893,0.02433,0.02953
2018,female,AfD,0.01484,251,14893,0.01290,0.01678
2018,female,Others,0.00307,71,14893,0.00218,0.00396
2018,female,Party combinations,0.00317,43,14893,0.00227,0.00408
2019,male,Not leaning towards specific party,0.43372,6201,12043,0.42487,0.44257
2019,male,SPD,0.08085,1139,12043,0.07598,0.08571
2019,male,CDU/CSU,0.12136,2037,12043,0.11552,0.12719
2019,male,FDP,0.02204,438,12043,0.01942,0.02466
2019,male,Bündnis90/Grüne,0.06877,1100,12043,0.06425,0.07329
2019,male,PDS/Linke,0.03099,453,12043,0.02790,0.03409
2019,male,AfD,0.03872,499,12043,0.03527,0.04216
2019,male,Others,0.00930,143,12043,0.00759,0.01102
2019,male,Party combinations,0.00385,33,12043,0.00275,0.00496
2019,female,Not leaning towards specific party,0.49702,7827,13227,0.48850,0.50554
2019,female,SPD,0.06915,969,13227,0.06482,0.07347
2019,female,CDU/CSU,0.10986,1741,13227,0.10453,0.11519
2019,female,FDP,0.01153,227,13227,0.00971,0.01335
2019,female,Bündnis90/Grüne,0.08930,1613,13227,0.08444,0.09416
2019,female,PDS/Linke,0.02537,444,13227,0.02269,0.02805
2019,female,AfD,0.01495,242,13227,0.01289,0.01702
2019,female,Others,0.00594,119,13227,0.00463,0.00725
2019,female,Party combinations,0.00552,45,13227,0.00426,0.00678
2020,male,Not leaning towards specific party,0.42647,8045,13808,0.41822,0.43472
2020,male,SPD,0.07878,1065,13808,0.07429,0.08327
2020,male,CDU/CSU,0.13215,2111,13808,0.12650,0.13780
2020,male,FDP,0.01848,322,13808,0.01623,0.02072
2020,male,Bündnis90/Grüne,0.07916,1217,13808,0.07465,0.08366
2020,male,PDS/Linke,0.02942,438,13808,0.02661,0.03224
2020,male,AfD,0.03480,412,13808,0.03174,0.03785
2020,male,Others,0.00979,126,13808,0.00815,0.01144
2020,male,Party combinations,0.00575,72,13808,0.00449,0.00701
2020,female,Not leaning towards specific party,0.48979,8955,14276,0.48159,0.49799
2020,female,SPD,0.06828,944,14276,0.06414,0.07242
2020,female,CDU/CSU,0.11804,1784,14276,0.11274,0.12333
2020,female,FDP,0.00740,154,14276,0.00599,0.00881
2020,female,Bündnis90/Grüne,0.09309,1595,14276,0.08832,0.09785
2020,female,PDS/Linke,0.02764,431,14276,0.02495,0.03033
2020,female,AfD,0.01237,213,14276,0.01056,0.01418
2020,female,Others,0.00773,106,14276,0.00630,0.00917
2020,female,Party combinations,0.00634,94,14276,0.00504,0.00764
2021,male,Not leaning towards specific party,0.41597,5009,9198,0.40590,0.42605
2021,male,SPD,0.08325,879,9198,0.07760,0.08890
2021,male,CDU/CSU,0.12409,1356,9198,0.11735,0.13082
2021,male,FDP,0.03607,387,9198,0.03226,0.03988
2021,male,Bündnis90/Grüne,0.08298,953,9198,0.07734,0.08862
2021,male,PDS/Linke,0.02514,287,9198,0.02194,0.02834
2021,male,AfD,0.02800,219,9198,0.02463,0.03138
2021,male,Others,0.01092,108,9198,0.00880,0.01304
2021,female,Not leaning towards specific party,0.45566,5724,9719,0.44576,0.46557
2021,female,SPD,0.07929,796,9719,0.07391,0.08466
2021,female,CDU/CSU,0.11358,1187,9719,0.10727,0.11989
2021,female,FDP,0.01707,207,9719,0.01449,0.01964
2021,female,Bündnis90/Grüne,0.10803,1300,9719,0.10186,0.11420
2021,female,PDS/Linke,0.02352,281,9719,0.02051,0.02653
2021,female,AfD,0.01108,130,9719,0.00900,0.01316
2021,female,Others,0.00824,94,9719,0.00645,0.01004
