year,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Direct migration background,Not leaning towards specific party,0.65361,1985,2910,0.63632,0.67090
2010,Direct migration background,SPD,0.12399,332,2910,0.11201,0.13596
2010,Direct migration background,CDU/CSU,0.12349,396,2910,0.11154,0.13545
2010,Direct migration background,FDP,0.01244,45,2910,0.00842,0.01647
2010,Direct migration background,Bündnis90/Grüne,0.02834,97,2910,0.02231,0.03437
2010,Direct migration background,PDS/Linke,0.01761,55,2910,0.01283,0.02239
2010,Indirect migration background,Not leaning towards specific party,0.31489,729,1033,0.28655,0.34323
2010,Indirect migration background,SPD,0.06022,136,1033,0.04571,0.07474
2010,Indirect migration background,CDU/CSU,0.03638,95,1033,0.02495,0.04780
2010,Indirect migration background,Bündnis90/Grüne,0.02357,73,1033,0.01432,0.03283
2011,No migration background,Not leaning towards specific party,0.41589,9526,17746,0.40863,0.42314
2011,No migration background,SPD,0.11739,2507,17746,0.11266,0.12213
2011,No migration background,CDU/CSU,0.14234,3215,17746,0.13720,0.14748
2011,No migration background,FDP,0.00968,277,17746,0.00824,0.01112
2011,No migration background,Bündnis90/Grüne,0.05884,1380,17746,0.05538,0.06231
2011,No migration background,PDS/Linke,0.02251,542,17746,0.02033,0.02469
2011,No migration background,Far right parties,0.00562,105,17746,0.00452,0.00672
2011,No migration background,Others,0.00517,97,17746,0.00411,0.00622
2011,No migration background,Party combinations,0.00550,97,17746,0.00441,0.00659
2011,Direct migration background,Not leaning towards specific party,0.57681,1378,1975,0.55501,0.59860
2011,Direct migration background,SPD,0.09684,217,1975,0.08379,0.10989
2011,Direct migration background,CDU/CSU,0.09090,264,1975,0.07821,0.10358
2011,Direct migration background,Bündnis90/Grüne,0.03792,85,1975,0.02949,0.04635
2011,Direct migration background,PDS/Linke,0.01240,31,1975,0.00752,0.01728
2011,Indirect migration background,Not leaning towards specific party,0.27549,559,758,0.24366,0.30731
2011,Indirect migration background,SPD,0.04651,84,758,0.03150,0.06151
2011,Indirect migration background,CDU/CSU,0.02963,58,758,0.01755,0.04171
2011,Indirect migration background,Bündnis90/Grüne,0.02998,57,758,0.01783,0.04212
2012,No migration background,Not leaning towards specific party,0.42505,9521,17539,0.41774,0.43237
2012,No migration background,SPD,0.11686,2550,17539,0.11211,0.12162
2012,No migration background,CDU/CSU,0.14067,3158,17539,0.13552,0.14582
2012,No migration background,FDP,0.00797,205,17539,0.00665,0.00928
2012,No migration background,Bündnis90/Grüne,0.05416,1227,17539,0.05081,0.05751
2012,No migration background,PDS/Linke,0.02082,493,17539,0.01871,0.02294
2012,No migration background,Far right parties,0.00471,82,17539,0.00370,0.00572
2012,No migration background,Others,0.01103,232,17539,0.00949,0.01258
2012,No migration background,Party combinations,0.00444,71,17539,0.00346,0.00542
2012,Direct migration background,Not leaning towards specific party,0.59095,1358,1904,0.56886,0.61304
2012,Direct migration background,SPD,0.09006,206,1904,0.07720,0.10292
2012,Direct migration background,CDU/CSU,0.09758,272,1904,0.08424,0.11091
2012,Direct migration background,Bündnis90/Grüne,0.03064,68,1904,0.02290,0.03839
2012,Indirect migration background,Not leaning towards specific party,0.27524,546,739,0.24302,0.30746
2012,Indirect migration background,SPD,0.04860,89,739,0.03309,0.06411
2012,Indirect migration background,CDU/CSU,0.03072,61,739,0.01827,0.04317
2012,Indirect migration background,Bündnis90/Grüne,0.02283,43,739,0.01205,0.03361
2013,No migration background,Not leaning towards specific party,0.42023,8804,16559,0.41271,0.42775
2013,No migration background,SPD,0.11624,2390,16559,0.11136,0.12112
2013,No migration background,CDU/CSU,0.15330,3217,16559,0.14781,0.15879
2013,No migration background,FDP,0.00881,229,16559,0.00739,0.01023
2013,No migration background,Bündnis90/Grüne,0.05414,1204,16559,0.05070,0.05759
2013,No migration background,PDS/Linke,0.01819,439,16559,0.01616,0.02023
2013,No migration background,Far right parties,0.00360,57,16559,0.00269,0.00451
2013,No migration background,Others,0.00750,138,16559,0.00619,0.00882
2013,No migration background,Party combinations,0.00452,81,16559,0.00350,0.00554
2013,Direct migration background,Not leaning towards specific party,0.63351,3970,5370,0.62063,0.64640
2013,Direct migration background,SPD,0.09979,498,5370,0.09177,0.10781
2013,Direct migration background,CDU/CSU,0.10890,605,5370,0.10057,0.11723
2013,Direct migration background,FDP,0.00833,31,5370,0.00589,0.01076
2013,Direct migration background,Bündnis90/Grüne,0.03345,164,5370,0.02864,0.03826
2013,Direct migration background,PDS/Linke,0.01355,69,5370,0.01046,0.01665
2013,Direct migration background,Others,0.00529,33,5370,0.00335,0.00723
2013,Indirect migration background,Not leaning towards specific party,0.29130,1099,1520,0.26845,0.31415
2013,Indirect migration background,SPD,0.05601,217,1520,0.04445,0.06758
2013,Indirect migration background,CDU/CSU,0.03216,114,1520,0.02329,0.04104
2013,Indirect migration background,Bündnis90/Grüne,0.02724,90,1520,0.01905,0.03542
2014,No migration background,Not leaning towards specific party,0.41670,9942,19803,0.40984,0.42357
2014,No migration background,SPD,0.13412,2881,19803,0.12937,0.13886
2014,No migration background,CDU/CSU,0.17901,4024,19803,0.17367,0.18435
2014,No migration background,FDP,0.01048,263,19803,0.00906,0.01190
2014,No migration background,Bündnis90/Grüne,0.05528,1445,19803,0.05210,0.05846
2014,No migration background,PDS/Linke,0.02859,731,19803,0.02627,0.03091
2014,No migration background,Far right parties,0.00440,87,19803,0.00348,0.00533
2014,No migration background,AfD,0.00713,180,19803,0.00595,0.00830
2014,No migration background,Others,0.00631,161,19803,0.00520,0.00741
2014,No migration background,Party combinations,0.00638,89,19803,0.00527,0.00749
2014,Direct migration background,Not leaning towards specific party,0.66391,3723,5134,0.65099,0.67683
2014,Direct migration background,SPD,0.09890,464,5134,0.09074,0.10707
2014,Direct migration background,CDU/CSU,0.11871,625,5134,0.10987,0.12756
2014,Direct migration background,Bündnis90/Grüne,0.03744,158,5134,0.03224,0.04263
2014,Direct migration background,PDS/Linke,0.02264,133,5134,0.01857,0.02671
2014,Direct migration background,Others,0.00621,31,5134,0.00406,0.00836
2014,Indirect migration background,Not leaning towards specific party,0.31942,1145,1640,0.29685,0.34199
2014,Indirect migration background,SPD,0.06214,220,1640,0.05046,0.07383
2014,Indirect migration background,CDU/CSU,0.03330,128,1640,0.02461,0.04198
2014,Indirect migration background,Bündnis90/Grüne,0.03259,100,1640,0.02400,0.04119
2014,Indirect migration background,PDS/Linke,0.01603,47,1640,0.00995,0.02212
2015,No migration background,Not leaning towards specific party,0.45372,10332,18880,0.44662,0.46082
2015,No migration background,SPD,0.11614,2423,18880,0.11157,0.12071
2015,No migration background,CDU/CSU,0.16689,3453,18880,0.16157,0.17221
2015,No migration background,FDP,0.00994,235,18880,0.00853,0.01136
2015,No migration background,Bündnis90/Grüne,0.05190,1260,18880,0.04874,0.05507
2015,No migration background,PDS/Linke,0.02521,636,18880,0.02298,0.02745
2015,No migration background,Far right parties,0.00450,86,18880,0.00354,0.00545
2015,No migration background,AfD,0.01231,246,18880,0.01074,0.01388
2015,No migration background,Others,0.00563,128,18880,0.00456,0.00669
2015,No migration background,Party combinations,0.00494,81,18880,0.00394,0.00594
2015,Direct migration background,Not leaning towards specific party,0.70370,4684,5878,0.69203,0.71538
2015,Direct migration background,SPD,0.07833,371,5878,0.07146,0.08520
2015,Direct migration background,CDU/CSU,0.10579,547,5878,0.09793,0.11366
2015,Direct migration background,Bündnis90/Grüne,0.03305,128,5878,0.02848,0.03762
2015,Direct migration background,PDS/Linke,0.02106,148,5878,0.01739,0.02473
2015,Indirect migration background,Not leaning towards specific party,0.34945,1157,1565,0.32582,0.37308
2015,Indirect migration background,SPD,0.04780,168,1565,0.03723,0.05838
2015,Indirect migration background,CDU/CSU,0.03457,120,1565,0.02551,0.04362
2015,Indirect migration background,Bündnis90/Grüne,0.02745,83,1565,0.01935,0.03554
2015,Indirect migration background,PDS/Linke,0.01234,37,1565,0.00687,0.01781
2016,No migration background,Not leaning towards specific party,0.46510,9710,17588,0.45772,0.47247
2016,No migration background,SPD,0.10015,2003,17588,0.09571,0.10458
2016,No migration background,CDU/CSU,0.15458,3112,17588,0.14923,0.15992
2016,No migration background,FDP,0.01138,246,17588,0.00981,0.01295
2016,No migration background,Bündnis90/Grüne,0.05855,1271,17588,0.05508,0.06202
2016,No migration background,PDS/Linke,0.02364,553,17588,0.02139,0.02588
2016,No migration background,Far right parties,0.00367,59,17588,0.00277,0.00456
2016,No migration background,AfD,0.02160,443,17588,0.01946,0.02375
2016,No migration background,Others,0.00586,122,17588,0.00474,0.00699
2016,No migration background,Party combinations,0.00314,69,17588,0.00232,0.00397
2016,Direct migration background,Not leaning towards specific party,0.69166,3846,4904,0.67874,0.70459
2016,Direct migration background,SPD,0.07580,314,4904,0.06839,0.08321
2016,Direct migration background,CDU/CSU,0.08778,440,4904,0.07986,0.09570
2016,Direct migration background,Bündnis90/Grüne,0.03149,148,4904,0.02661,0.03638
2016,Direct migration background,PDS/Linke,0.01717,104,4904,0.01354,0.02081
2016,Direct migration background,AfD,0.00644,52,4904,0.00420,0.00868
2016,Indirect migration background,Not leaning towards specific party,0.35618,1065,1431,0.33136,0.38100
2016,Indirect migration background,SPD,0.05443,147,1431,0.04267,0.06618
2016,Indirect migration background,CDU/CSU,0.03059,101,1431,0.02167,0.03952
2016,Indirect migration background,Bündnis90/Grüne,0.02628,75,1431,0.01799,0.03457
2016,Indirect migration background,PDS/Linke,0.01413,43,1431,0.00801,0.02025
2017,No migration background,Not leaning towards specific party,0.45831,11017,19810,0.45137,0.46525
2017,No migration background,SPD,0.11883,2593,19810,0.11432,0.12333
2017,No migration background,CDU/CSU,0.14869,3350,19810,0.14373,0.15364
2017,No migration background,FDP,0.01544,376,19810,0.01373,0.01716
2017,No migration background,Bündnis90/Grüne,0.04493,1161,19810,0.04205,0.04782
2017,No migration background,PDS/Linke,0.02525,630,19810,0.02306,0.02743
2017,No migration background,Far right parties,0.00289,79,19810,0.00214,0.00364
2017,No migration background,AfD,0.02178,440,19810,0.01974,0.02381
2017,No migration background,Others,0.00444,88,19810,0.00352,0.00537
2017,No migration background,Party combinations,0.00468,76,19810,0.00373,0.00563
2017,Direct migration background,Not leaning towards specific party,0.66840,5289,6789,0.65720,0.67960
2017,Direct migration background,SPD,0.08985,401,6789,0.08305,0.09666
2017,Direct migration background,CDU/CSU,0.08934,727,6789,0.08255,0.09612
2017,Direct migration background,FDP,0.00861,37,6789,0.00641,0.01081
2017,Direct migration background,Bündnis90/Grüne,0.02663,151,6789,0.02280,0.03046
2017,Direct migration background,PDS/Linke,0.02069,126,6789,0.01730,0.02407
2017,Direct migration background,AfD,0.01188,58,6789,0.00930,0.01446
2017,Indirect migration background,Not leaning towards specific party,0.36470,1157,1572,0.34090,0.38851
2017,Indirect migration background,SPD,0.05452,165,1572,0.04329,0.06575
2017,Indirect migration background,CDU/CSU,0.02897,123,1572,0.02068,0.03727
2017,Indirect migration background,Bündnis90/Grüne,0.02214,74,1572,0.01486,0.02941
2017,Indirect migration background,PDS/Linke,0.01945,53,1572,0.01262,0.02628
2018,No migration background,Not leaning towards specific party,0.45033,10322,19113,0.44327,0.45738
2018,No migration background,SPD,0.10252,2167,19113,0.09822,0.10682
2018,No migration background,CDU/CSU,0.14967,3147,19113,0.14461,0.15473
2018,No migration background,FDP,0.02009,462,19113,0.01810,0.02208
2018,No migration background,Bündnis90/Grüne,0.05917,1448,19113,0.05582,0.06251
2018,No migration background,PDS/Linke,0.03008,777,19113,0.02766,0.03250
2018,No migration background,AfD,0.02779,590,19113,0.02546,0.03012
2018,No migration background,Others,0.00632,130,19113,0.00520,0.00745
2018,No migration background,Party combinations,0.00388,70,19113,0.00300,0.00477
2018,Direct migration background,Not leaning towards specific party,0.67648,5941,7594,0.66595,0.68700
2018,Direct migration background,SPD,0.08549,367,7594,0.07921,0.09178
2018,Direct migration background,CDU/CSU,0.09120,789,7594,0.08472,0.09767
2018,Direct migration background,FDP,0.00800,48,7594,0.00599,0.01000
2018,Direct migration background,Bündnis90/Grüne,0.02877,223,7594,0.02501,0.03253
2018,Direct migration background,PDS/Linke,0.02144,125,7594,0.01818,0.02470
2018,Direct migration background,AfD,0.02109,101,7594,0.01786,0.02433
2018,Indirect migration background,Not leaning towards specific party,0.34398,1111,1541,0.32025,0.36770
2018,Indirect migration background,SPD,0.05256,169,1541,0.04141,0.06370
2018,Indirect migration background,CDU/CSU,0.03399,119,1541,0.02494,0.04305
2018,Indirect migration background,Bündnis90/Grüne,0.03202,80,1541,0.02323,0.04081
2018,Indirect migration background,PDS/Linke,0.02402,62,1541,0.01637,0.03167
2019,No migration background,Not leaning towards specific party,0.44620,10138,19801,0.43927,0.45312
2019,No migration background,SPD,0.08102,1757,19801,0.07722,0.08482
2019,No migration background,CDU/CSU,0.13284,3275,19801,0.12811,0.13757
2019,No migration background,FDP,0.01924,595,19801,0.01733,0.02116
2019,No migration background,Bündnis90/Grüne,0.08944,2331,19801,0.08547,0.09342
2019,No migration background,PDS/Linke,0.03086,766,19801,0.02845,0.03327
2019,No migration background,AfD,0.03031,633,19801,0.02793,0.03270
2019,No migration background,Others,0.00893,235,19801,0.00762,0.01024
2019,No migration background,Party combinations,0.00576,71,19801,0.00471,0.00681
2019,Direct migration background,Not leaning towards specific party,0.64234,2855,3894,0.62729,0.65740
2019,Direct migration background,SPD,0.06853,240,3894,0.06059,0.07646
2019,Direct migration background,CDU/CSU,0.08157,384,3894,0.07298,0.09017
2019,Direct migration background,FDP,0.00951,42,3894,0.00646,0.01255
2019,Direct migration background,Bündnis90/Grüne,0.04762,210,3894,0.04093,0.05431
2019,Direct migration background,PDS/Linke,0.02049,82,3894,0.01604,0.02494
2019,Direct migration background,AfD,0.02000,81,3894,0.01560,0.02439
2019,Indirect migration background,Not leaning towards specific party,0.35968,1037,1492,0.33532,0.38404
2019,Indirect migration background,SPD,0.03578,111,1492,0.02635,0.04520
2019,Indirect migration background,CDU/CSU,0.02797,120,1492,0.01960,0.03634
2019,Indirect migration background,Bündnis90/Grüne,0.04374,174,1492,0.03336,0.05412
2019,Indirect migration background,PDS/Linke,0.01792,50,1492,0.01119,0.02466
2020,No migration background,Not leaning towards specific party,0.43279,9152,18311,0.42561,0.43996
2020,No migration background,SPD,0.08115,1643,18311,0.07720,0.08511
2020,No migration background,CDU/CSU,0.14253,3142,18311,0.13747,0.14760
2020,No migration background,FDP,0.01517,422,18311,0.01340,0.01694
2020,No migration background,Bündnis90/Grüne,0.09658,2338,18311,0.09230,0.10086
2020,No migration background,PDS/Linke,0.03223,734,18311,0.02968,0.03479
2020,No migration background,AfD,0.02688,542,18311,0.02453,0.02922
2020,No migration background,Others,0.01025,206,18311,0.00879,0.01171
2020,No migration background,Party combinations,0.00647,132,18311,0.00531,0.00763
2020,Direct migration background,Not leaning towards specific party,0.69832,6851,8229,0.68840,0.70824
2020,Direct migration background,SPD,0.05140,255,8229,0.04663,0.05617
2020,Direct migration background,CDU/CSU,0.08224,629,8229,0.07631,0.08818
2020,Direct migration background,FDP,0.00656,40,8229,0.00482,0.00830
2020,Direct migration background,Bündnis90/Grüne,0.04727,297,8229,0.04268,0.05185
2020,Direct migration background,PDS/Linke,0.01694,91,8229,0.01415,0.01973
2020,Direct migration background,AfD,0.01544,66,8229,0.01277,0.01810
2020,Indirect migration background,Not leaning towards specific party,0.33212,999,1460,0.30795,0.35629
2020,Indirect migration background,SPD,0.03914,111,1460,0.02919,0.04909
2020,Indirect migration background,CDU/CSU,0.03635,125,1460,0.02675,0.04596
2020,Indirect migration background,Bündnis90/Grüne,0.05317,180,1460,0.04165,0.06468
2020,Indirect migration background,PDS/Linke,0.01344,45,1460,0.00753,0.01935
2021,No migration background,Not leaning towards specific party,0.41452,6169,12897,0.40601,0.42302
2021,No migration background,SPD,0.08802,1332,12897,0.08313,0.09291
2021,No migration background,CDU/CSU,0.13561,2089,12897,0.12970,0.14151
2021,No migration background,FDP,0.02977,501,12897,0.02684,0.03271
2021,No migration background,Bündnis90/Grüne,0.10830,1872,12897,0.10294,0.11367
2021,No migration background,PDS/Linke,0.02716,478,12897,0.02435,0.02996
2021,No migration background,AfD,0.02167,287,12897,0.01916,0.02419
2021,No migration background,Others,0.01003,169,12897,0.00831,0.01175
2021,Direct migration background,Not leaning towards specific party,0.64570,3989,5085,0.63255,0.65884
2021,Direct migration background,SPD,0.07696,281,5085,0.06963,0.08429
2021,Direct migration background,CDU/CSU,0.08576,379,5085,0.07806,0.09345
2021,Direct migration background,FDP,0.01508,59,5085,0.01173,0.01843
2021,Direct migration background,Bündnis90/Grüne,0.05699,269,5085,0.05061,0.06336
2021,Direct migration background,PDS/Linke,0.01489,61,5085,0.01156,0.01821
2021,Direct migration background,AfD,0.01592,47,5085,0.01248,0.01936
2021,Indirect migration background,Not leaning towards specific party,0.30600,576,862,0.27522,0.33678
2021,Indirect migration background,SPD,0.03198,62,862,0.02023,0.04373
2021,Indirect migration background,CDU/CSU,0.02918,75,862,0.01794,0.04042
2021,Indirect migration background,FDP,0.01614,34,862,0.00772,0.02456
2021,Indirect migration background,Bündnis90/Grüne,0.04848,115,862,0.03413,0.06283
