year,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,East,Far right parties,0.00690,33,4951,0.00459,0.00920
2016,East,AfD,0.03673,191,4951,0.03149,0.04197
2017,West,Not leaning towards specific party,0.46307,13425,22356,0.45653,0.46960
2017,West,SPD,0.11930,2756,22356,0.11505,0.12355
2017,West,CDU/CSU,0.13913,3613,22356,0.13460,0.14367
2017,West,FDP,0.01425,364,22356,0.01270,0.01580
2017,West,Bündnis90/Grüne,0.04457,1241,22356,0.04186,0.04727
2017,West,PDS/Linke,0.01616,404,22356,0.01450,0.01781
2017,West,Far right parties,0.00190,55,22356,0.00133,0.00247
2017,West,AfD,0.01588,330,22356,0.01424,0.01752
2017,West,Others,0.00420,102,22356,0.00336,0.00505
2017,West,Party combinations,0.00399,66,22356,0.00316,0.00482
2017,East,Not leaning towards specific party,0.55446,4038,5852,0.54172,0.56719
2017,East,SPD,0.05895,403,5852,0.05292,0.06499
2017,East,CDU/CSU,0.08338,587,5852,0.07630,0.09046
2017,East,FDP,0.00874,62,5852,0.00635,0.01112
2017,East,Bündnis90/Grüne,0.01983,145,5852,0.01626,0.02340
2017,East,PDS/Linke,0.06247,405,5852,0.05627,0.06867
2017,East,Far right parties,0.00443,31,5852,0.00273,0.00613
2017,East,AfD,0.03277,181,5852,0.02821,0.03734
2018,West,Not leaning towards specific party,0.45639,13381,22492,0.44988,0.46290
2018,West,SPD,0.10548,2394,22492,0.10146,0.10949
2018,West,CDU/CSU,0.14099,3481,22492,0.13644,0.14554
2018,West,FDP,0.01900,469,22492,0.01722,0.02079
2018,West,Bündnis90/Grüne,0.05791,1573,22492,0.05486,0.06096
2018,West,PDS/Linke,0.02060,519,22492,0.01874,0.02246
2018,West,AfD,0.02108,476,22492,0.01920,0.02296
2018,West,Others,0.00606,139,22492,0.00504,0.00707
2018,West,Party combinations,0.00330,60,22492,0.00255,0.00405
2018,East,Not leaning towards specific party,0.54967,3993,5811,0.53688,0.56247
2018,East,SPD,0.04702,309,5811,0.04158,0.05247
2018,East,CDU/CSU,0.08036,574,5811,0.07337,0.08736
2018,East,FDP,0.01105,71,5811,0.00836,0.01374
2018,East,Bündnis90/Grüne,0.02541,178,5811,0.02136,0.02945
2018,East,PDS/Linke,0.06537,445,5811,0.05901,0.07172
2018,East,AfD,0.04454,241,5811,0.03924,0.04985
2019,West,Not leaning towards specific party,0.45186,10602,19755,0.44492,0.45880
2019,West,SPD,0.08178,1836,19755,0.07796,0.08560
2019,West,CDU/CSU,0.12361,3173,19755,0.11902,0.12820
2019,West,FDP,0.01792,560,19755,0.01607,0.01977
2019,West,Bündnis90/Grüne,0.08687,2388,19755,0.08294,0.09080
2019,West,PDS/Linke,0.01982,458,19755,0.01787,0.02176
2019,West,AfD,0.02222,460,19755,0.02017,0.02428
2019,West,Others,0.00800,218,19755,0.00676,0.00925
2019,West,Party combinations,0.00502,60,19755,0.00403,0.00601
2019,East,Not leaning towards specific party,0.53331,3399,5428,0.52004,0.54658
2019,East,SPD,0.04136,264,5428,0.03607,0.04666
2019,East,CDU/CSU,0.07664,603,5428,0.06957,0.08372
2019,East,FDP,0.01100,105,5428,0.00823,0.01378
2019,East,Bündnis90/Grüne,0.03962,305,5428,0.03443,0.04481
2019,East,PDS/Linke,0.06854,431,5428,0.06182,0.07526
2019,East,AfD,0.04861,279,5428,0.04289,0.05434
2019,East,Others,0.00585,42,5428,0.00382,0.00788
2020,West,Not leaning towards specific party,0.44533,13408,22426,0.43883,0.45184
2020,West,SPD,0.08083,1759,22426,0.07726,0.08440
2020,West,CDU/CSU,0.13317,3292,22426,0.12872,0.13762
2020,West,FDP,0.01318,395,22426,0.01168,0.01467
2020,West,Bündnis90/Grüne,0.09552,2486,22426,0.09167,0.09937
2020,West,PDS/Linke,0.01866,417,22426,0.01689,0.02043
2020,West,AfD,0.01790,345,22426,0.01616,0.01963
2020,West,Others,0.00909,192,22426,0.00785,0.01033
2020,West,Party combinations,0.00610,132,22426,0.00508,0.00712
2020,East,Not leaning towards specific party,0.52059,3594,5666,0.50758,0.53360
2020,East,SPD,0.03779,250,5666,0.03283,0.04276
2020,East,CDU/CSU,0.08545,604,5666,0.07817,0.09272
2020,East,FDP,0.01141,81,5666,0.00865,0.01418
2020,East,Bündnis90/Grüne,0.04119,329,5666,0.03601,0.04636
2020,East,PDS/Linke,0.07603,453,5666,0.06912,0.08293
2020,East,AfD,0.05019,280,5666,0.04450,0.05588
2020,East,Others,0.00748,41,5666,0.00524,0.00972
2020,East,Party combinations,0.00578,34,5666,0.00381,0.00775
2021,West,Not leaning towards specific party,0.42198,8405,15115,0.41410,0.42985
2021,West,SPD,0.08706,1438,15115,0.08257,0.09156
2021,West,CDU/CSU,0.12814,2156,15115,0.12282,0.13347
2021,West,FDP,0.02666,496,15115,0.02409,0.02922
2021,West,Bündnis90/Grüne,0.10349,1960,15115,0.09863,0.10834
2021,West,PDS/Linke,0.01659,298,15115,0.01456,0.01863
2021,West,AfD,0.01500,198,15115,0.01306,0.01693
2021,West,Others,0.01014,164,15115,0.00854,0.01174
2021,East,Not leaning towards specific party,0.50459,2329,3808,0.48871,0.52048
2021,East,SPD,0.05260,237,3808,0.04551,0.05969
2021,East,CDU/CSU,0.07268,387,3808,0.06443,0.08092
2021,East,FDP,0.02558,98,3808,0.02057,0.03060
2021,East,Bündnis90/Grüne,0.05712,296,3808,0.04975,0.06449
2021,East,PDS/Linke,0.06229,271,3808,0.05461,0.06997
2021,East,AfD,0.04133,151,3808,0.03501,0.04765
2021,East,Others,0.00724,39,3808,0.00455,0.00993
