year,bula_h,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Hesse,Not leaning towards specific party,0.42179,553,889,0.38930,0.45427
1993,Hesse,SPD,0.19147,183,889,0.16559,0.21734
1993,Hesse,CDU/CSU,0.12103,105,889,0.09958,0.14248
1993,Hesse,Bündnis90/Grüne,0.04860,48,889,0.03446,0.06275
1993,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.47308,375,601,0.43313,0.51303
1993,"Rhineland-Palatinate, Saarland",SPD,0.16675,141,601,0.13692,0.19658
1993,"Rhineland-Palatinate, Saarland",CDU/CSU,0.13614,85,601,0.10870,0.16358
1993,Baden-Wuerttemberg,Not leaning towards specific party,0.48738,1174,1720,0.46375,0.51101
1993,Baden-Wuerttemberg,SPD,0.11179,259,1720,0.09689,0.12668
1993,Baden-Wuerttemberg,CDU/CSU,0.14327,229,1720,0.12671,0.15984
1993,Baden-Wuerttemberg,Bündnis90/Grüne,0.03227,58,1720,0.02392,0.04063
1993,Bavaria,Not leaning towards specific party,0.47419,990,1549,0.44931,0.49906
1993,Bavaria,SPD,0.11368,210,1549,0.09787,0.12949
1993,Bavaria,CDU/CSU,0.17698,300,1549,0.15796,0.19599
1993,Bavaria,Bündnis90/Grüne,0.02671,49,1549,0.01868,0.03474
1993,Berlin,Not leaning towards specific party,0.45468,345,538,0.41257,0.49680
1993,Berlin,SPD,0.17044,106,538,0.13864,0.20225
1993,Berlin,CDU/CSU,0.09649,55,538,0.07151,0.12146
1993,Berlin,Bündnis90/Grüne,0.05103,32,538,0.03242,0.06964
1993,Brandenburg,Not leaning towards specific party,0.54411,423,566,0.50304,0.58518
1993,Brandenburg,SPD,0.13335,101,566,0.10532,0.16139
1993,Brandenburg,CDU/CSU,0.06046,42,566,0.04081,0.08011
1993,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.57158,291,375,0.52142,0.62173
1993,Mecklenburg-Western Pomerania,SPD,0.09264,51,375,0.06325,0.12202
1993,Mecklenburg-Western Pomerania,CDU/CSU,0.06315,33,375,0.03850,0.08780
1993,Saxony,Not leaning towards specific party,0.57376,793,1082,0.54428,0.60324
1993,Saxony,SPD,0.08014,100,1082,0.06395,0.09632
1993,Saxony,CDU/CSU,0.09349,122,1082,0.07614,0.11085
1993,Saxony,Bündnis90/Grüne,0.02382,35,1082,0.01473,0.03291
1993,Saxony,PDS/Linke,0.02422,32,1082,0.01506,0.03339
1993,Saxony-Anhalt,Not leaning towards specific party,0.59632,529,669,0.55911,0.63353
1993,Saxony-Anhalt,SPD,0.07809,73,669,0.05774,0.09844
1993,Saxony-Anhalt,CDU/CSU,0.06675,67,669,0.04782,0.08568
1993,Thuringa,Not leaning towards specific party,0.58251,504,614,0.54347,0.62155
1993,Thuringa,SPD,0.07187,47,614,0.05142,0.09231
1993,Thuringa,CDU/CSU,0.08296,63,614,0.06113,0.10480
1994,Schleswig-Holstein,Not leaning towards specific party,0.36514,140,258,0.30628,0.42401
1994,Schleswig-Holstein,SPD,0.21384,76,258,0.16371,0.26397
1994,Schleswig-Holstein,CDU/CSU,0.14545,42,258,0.10235,0.18856
1994,Hamburg,Not leaning towards specific party,0.35510,68,106,0.26357,0.44664
1994,Hamburg,SPD,0.28553,38,106,0.19914,0.37193
1994,Lower Saxony,Not leaning towards specific party,0.37296,487,939,0.34201,0.40391
1994,Lower Saxony,SPD,0.22937,256,939,0.20247,0.25628
1994,Lower Saxony,CDU/CSU,0.16454,162,939,0.14082,0.18827
1994,Lower Saxony,Bündnis90/Grüne,0.03000,34,939,0.01908,0.04091
1994,Bremen,Not leaning towards specific party,0.40145,42,42,0.25140,0.55150
1994,North Rhine-Westphalia,Not leaning towards specific party,0.36808,1264,2410,0.34883,0.38734
1994,North Rhine-Westphalia,SPD,0.22764,656,2410,0.21090,0.24439
1994,North Rhine-Westphalia,CDU/CSU,0.16354,380,2410,0.14877,0.17831
1994,North Rhine-Westphalia,FDP,0.01561,34,2410,0.01066,0.02056
1994,North Rhine-Westphalia,Bündnis90/Grüne,0.02588,76,2410,0.01954,0.03222
1994,Hesse,Not leaning towards specific party,0.42574,526,890,0.39323,0.45824
1994,Hesse,SPD,0.21047,208,890,0.18367,0.23727
1994,Hesse,CDU/CSU,0.13336,110,890,0.11101,0.15571
1994,Hesse,Bündnis90/Grüne,0.04537,46,890,0.03169,0.05905
1994,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.41702,348,591,0.37723,0.45680
1994,"Rhineland-Palatinate, Saarland",SPD,0.19734,151,591,0.16522,0.22945
1994,"Rhineland-Palatinate, Saarland",CDU/CSU,0.14279,92,591,0.11456,0.17103
1994,Baden-Wuerttemberg,Not leaning towards specific party,0.46503,1108,1688,0.44122,0.48883
1994,Baden-Wuerttemberg,SPD,0.13518,299,1688,0.11886,0.15150
1994,Baden-Wuerttemberg,CDU/CSU,0.15865,236,1688,0.14122,0.17609
1994,Baden-Wuerttemberg,Bündnis90/Grüne,0.02431,45,1688,0.01696,0.03166
1994,Bavaria,Not leaning towards specific party,0.45553,948,1528,0.43055,0.48051
1994,Bavaria,SPD,0.14575,253,1528,0.12805,0.16345
1994,Bavaria,CDU/CSU,0.17381,295,1528,0.15480,0.19281
1994,Bavaria,Bündnis90/Grüne,0.01507,32,1528,0.00896,0.02118
1994,Berlin,Not leaning towards specific party,0.45035,317,513,0.40725,0.49345
1994,Berlin,SPD,0.15903,104,513,0.12735,0.19071
1994,Berlin,CDU/CSU,0.09617,55,513,0.07063,0.12171
1994,Berlin,Bündnis90/Grüne,0.06534,37,513,0.04393,0.08674
1994,Brandenburg,Not leaning towards specific party,0.51577,389,569,0.47467,0.55687
1994,Brandenburg,SPD,0.13887,97,569,0.11043,0.16731
1994,Brandenburg,CDU/CSU,0.06438,47,569,0.04419,0.08456
1994,Brandenburg,PDS/Linke,0.05002,36,569,0.03209,0.06795
1994,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.55340,293,371,0.50274,0.60405
1994,Mecklenburg-Western Pomerania,SPD,0.07739,37,371,0.05016,0.10461
1994,Mecklenburg-Western Pomerania,CDU/CSU,0.07816,41,371,0.05081,0.10551
1994,Saxony,Not leaning towards specific party,0.57791,801,1086,0.54852,0.60730
1994,Saxony,SPD,0.07319,93,1086,0.05769,0.08869
1994,Saxony,CDU/CSU,0.08904,117,1086,0.07210,0.10599
1994,Saxony,Bündnis90/Grüne,0.01935,32,1086,0.01115,0.02755
1994,Saxony,PDS/Linke,0.03489,43,1086,0.02397,0.04581
1994,Saxony-Anhalt,Not leaning towards specific party,0.58295,490,677,0.54578,0.62012
1994,Saxony-Anhalt,SPD,0.07600,67,677,0.05602,0.09597
1994,Saxony-Anhalt,CDU/CSU,0.09751,80,677,0.07515,0.11987
1994,Saxony-Anhalt,PDS/Linke,0.05151,40,677,0.03485,0.06817
1994,Thuringa,Not leaning towards specific party,0.59262,505,606,0.55346,0.63177
1994,Thuringa,SPD,0.06310,46,606,0.04373,0.08248
1994,Thuringa,CDU/CSU,0.07202,55,606,0.05142,0.09262
1995,Schleswig-Holstein,Not leaning towards specific party,0.30216,126,258,0.24602,0.35830
1995,Schleswig-Holstein,SPD,0.27789,90,258,0.22312,0.33266
1995,Schleswig-Holstein,CDU/CSU,0.13669,42,258,0.09469,0.17869
1995,Hamburg,Not leaning towards specific party,0.31656,60,103,0.22629,0.40683
1995,Hamburg,SPD,0.34548,43,103,0.25319,0.43776
1995,Lower Saxony,Not leaning towards specific party,0.36570,506,1018,0.33610,0.39530
1995,Lower Saxony,SPD,0.22647,281,1018,0.20075,0.25219
1995,Lower Saxony,CDU/CSU,0.16328,190,1018,0.14056,0.18600
1995,Lower Saxony,Bündnis90/Grüne,0.02968,41,1018,0.01925,0.04012
1995,Bremen,Not leaning towards specific party,0.37958,39,39,0.22528,0.53388
1995,North Rhine-Westphalia,Not leaning towards specific party,0.33217,1230,2541,0.31385,0.35049
1995,North Rhine-Westphalia,SPD,0.22223,648,2541,0.20607,0.23840
1995,North Rhine-Westphalia,CDU/CSU,0.19712,502,2541,0.18165,0.21259
1995,North Rhine-Westphalia,FDP,0.01198,35,2541,0.00775,0.01621
1995,North Rhine-Westphalia,Bündnis90/Grüne,0.04314,126,2541,0.03524,0.05104
1995,Hesse,Not leaning towards specific party,0.39751,528,917,0.36582,0.42920
1995,Hesse,SPD,0.19832,191,917,0.17250,0.22414
1995,Hesse,CDU/CSU,0.15441,131,917,0.13101,0.17781
1995,Hesse,Bündnis90/Grüne,0.06076,67,917,0.04529,0.07623
1995,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.41988,403,701,0.38332,0.45644
1995,"Rhineland-Palatinate, Saarland",SPD,0.16720,144,701,0.13956,0.19485
1995,"Rhineland-Palatinate, Saarland",CDU/CSU,0.15817,120,701,0.13113,0.18520
1995,"Rhineland-Palatinate, Saarland",Bündnis90/Grüne,0.04794,34,701,0.03212,0.06377
1995,Baden-Wuerttemberg,Not leaning towards specific party,0.43810,1077,1755,0.41488,0.46132
1995,Baden-Wuerttemberg,SPD,0.14099,327,1755,0.12470,0.15728
1995,Baden-Wuerttemberg,CDU/CSU,0.16617,268,1755,0.14875,0.18359
1995,Baden-Wuerttemberg,Bündnis90/Grüne,0.04040,83,1755,0.03118,0.04961
1995,Bavaria,Not leaning towards specific party,0.41230,962,1640,0.38846,0.43613
1995,Bavaria,SPD,0.14354,248,1640,0.12656,0.16051
1995,Bavaria,CDU/CSU,0.20867,372,1640,0.18900,0.22834
1995,Bavaria,Bündnis90/Grüne,0.03085,58,1640,0.02248,0.03922
1995,Berlin,Not leaning towards specific party,0.39714,292,557,0.35647,0.43781
1995,Berlin,SPD,0.17519,114,557,0.14360,0.20679
1995,Berlin,CDU/CSU,0.13537,79,557,0.10693,0.16381
1995,Berlin,Bündnis90/Grüne,0.06831,40,557,0.04734,0.08928
1995,Berlin,PDS/Linke,0.03765,32,557,0.02182,0.05347
1995,Brandenburg,Not leaning towards specific party,0.49358,369,564,0.45228,0.53488
1995,Brandenburg,SPD,0.14820,99,564,0.11885,0.17755
1995,Brandenburg,CDU/CSU,0.07602,58,564,0.05413,0.09792
1995,Brandenburg,PDS/Linke,0.06705,38,564,0.04639,0.08771
1995,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.51036,264,402,0.46143,0.55929
1995,Mecklenburg-Western Pomerania,SPD,0.09892,40,402,0.06970,0.12814
1995,Mecklenburg-Western Pomerania,CDU/CSU,0.12323,64,402,0.09106,0.15541
1995,Mecklenburg-Western Pomerania,PDS/Linke,0.06013,34,402,0.03686,0.08340
1995,Saxony,Not leaning towards specific party,0.51571,705,1049,0.48546,0.54597
1995,Saxony,SPD,0.08391,106,1049,0.06712,0.10069
1995,Saxony,CDU/CSU,0.14983,183,1049,0.12822,0.17143
1995,Saxony,PDS/Linke,0.04291,55,1049,0.03064,0.05518
1995,Saxony-Anhalt,Not leaning towards specific party,0.51699,421,659,0.47881,0.55517
1995,Saxony-Anhalt,SPD,0.08426,73,659,0.06304,0.10549
1995,Saxony-Anhalt,CDU/CSU,0.13066,113,659,0.10490,0.15641
1995,Saxony-Anhalt,PDS/Linke,0.08288,52,659,0.06181,0.10394
1995,Thuringa,Not leaning towards specific party,0.53630,444,625,0.49717,0.57542
1995,Thuringa,SPD,0.07728,64,625,0.05632,0.09823
1995,Thuringa,CDU/CSU,0.11179,85,625,0.08706,0.13651
1995,Thuringa,PDS/Linke,0.03959,32,625,0.02429,0.05490
1996,Schleswig-Holstein,Not leaning towards specific party,0.28510,124,254,0.22947,0.34074
1996,Schleswig-Holstein,SPD,0.22784,78,254,0.17616,0.27953
1996,Schleswig-Holstein,CDU/CSU,0.18050,52,254,0.13310,0.22789
1996,Hamburg,Not leaning towards specific party,0.39709,58,92,0.29656,0.49762
1996,Hamburg,SPD,0.26340,34,92,0.17290,0.35391
1996,Lower Saxony,Not leaning towards specific party,0.40590,565,1017,0.37570,0.43610
1996,Lower Saxony,SPD,0.18575,224,1017,0.16183,0.20966
1996,Lower Saxony,CDU/CSU,0.16335,186,1017,0.14062,0.18608
1996,Lower Saxony,Bündnis90/Grüne,0.03041,42,1017,0.01985,0.04097
1996,Bremen,Not leaning towards specific party,0.48211,51,51,0.34361,0.62061
1996,North Rhine-Westphalia,Not leaning towards specific party,0.36538,1321,2505,0.34652,0.38425
1996,North Rhine-Westphalia,SPD,0.19502,573,2505,0.17950,0.21054
1996,North Rhine-Westphalia,CDU/CSU,0.19748,487,2505,0.18189,0.21308
1996,North Rhine-Westphalia,Bündnis90/Grüne,0.04415,124,2505,0.03610,0.05220
1996,Hesse,Not leaning towards specific party,0.42248,520,892,0.39004,0.45491
1996,Hesse,SPD,0.18370,182,892,0.15828,0.20913
1996,Hesse,CDU/CSU,0.15057,125,892,0.12709,0.17405
1996,Hesse,Bündnis90/Grüne,0.06325,65,892,0.04727,0.07924
1996,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.42697,385,675,0.38963,0.46431
1996,"Rhineland-Palatinate, Saarland",SPD,0.14626,132,675,0.11958,0.17294
1996,"Rhineland-Palatinate, Saarland",CDU/CSU,0.16910,127,675,0.14080,0.19740
1996,"Rhineland-Palatinate, Saarland",Bündnis90/Grüne,0.04617,31,675,0.03033,0.06201
1996,Baden-Wuerttemberg,Not leaning towards specific party,0.42622,1035,1658,0.40241,0.45003
1996,Baden-Wuerttemberg,SPD,0.13354,281,1658,0.11716,0.14992
1996,Baden-Wuerttemberg,CDU/CSU,0.16799,265,1658,0.14999,0.18599
1996,Baden-Wuerttemberg,Bündnis90/Grüne,0.04240,77,1658,0.03270,0.05210
1996,Bavaria,Not leaning towards specific party,0.42323,939,1612,0.39910,0.44736
1996,Bavaria,SPD,0.13051,238,1612,0.11406,0.14696
1996,Bavaria,CDU/CSU,0.21724,377,1612,0.19710,0.23738
1996,Bavaria,Bündnis90/Grüne,0.02989,58,1612,0.02157,0.03820
1996,Berlin,Not leaning towards specific party,0.40656,283,526,0.36455,0.44858
1996,Berlin,SPD,0.14553,86,526,0.11537,0.17570
1996,Berlin,CDU/CSU,0.12130,69,526,0.09337,0.14923
1996,Berlin,Bündnis90/Grüne,0.08439,53,526,0.06061,0.10816
1996,Berlin,PDS/Linke,0.04667,35,526,0.02862,0.06471
1996,Brandenburg,Not leaning towards specific party,0.54385,392,570,0.50293,0.58478
1996,Brandenburg,SPD,0.09257,66,570,0.06875,0.11638
1996,Brandenburg,CDU/CSU,0.07072,56,570,0.04965,0.09178
1996,Brandenburg,PDS/Linke,0.08172,56,570,0.05921,0.10423
1996,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.51890,255,383,0.46879,0.56900
1996,Mecklenburg-Western Pomerania,SPD,0.08730,34,383,0.05899,0.11561
1996,Mecklenburg-Western Pomerania,CDU/CSU,0.12090,60,383,0.08820,0.15359
1996,Mecklenburg-Western Pomerania,PDS/Linke,0.06571,34,383,0.04087,0.09056
1996,Saxony,Not leaning towards specific party,0.56773,764,1091,0.53832,0.59714
1996,Saxony,SPD,0.05462,73,1091,0.04113,0.06811
1996,Saxony,CDU/CSU,0.13119,164,1091,0.11115,0.15123
1996,Saxony,Bündnis90/Grüne,0.01909,32,1091,0.01097,0.02722
1996,Saxony,PDS/Linke,0.04133,58,1091,0.02951,0.05315
1996,Saxony-Anhalt,Not leaning towards specific party,0.56211,440,645,0.52380,0.60043
1996,Saxony-Anhalt,SPD,0.07410,62,645,0.05387,0.09433
1996,Saxony-Anhalt,CDU/CSU,0.13052,108,645,0.10450,0.15654
1996,Saxony-Anhalt,PDS/Linke,0.04998,35,645,0.03315,0.06681
1996,Thuringa,Not leaning towards specific party,0.54695,461,634,0.50817,0.58573
1996,Thuringa,SPD,0.08020,55,634,0.05904,0.10136
1996,Thuringa,CDU/CSU,0.11191,83,634,0.08735,0.13647
1996,Thuringa,PDS/Linke,0.04410,35,634,0.02811,0.06010
1997,Schleswig-Holstein,Not leaning towards specific party,0.29779,127,242,0.24006,0.35553
1997,Schleswig-Holstein,SPD,0.21138,67,242,0.15983,0.26292
1997,Schleswig-Holstein,CDU/CSU,0.18701,48,242,0.13778,0.23624
1997,Hamburg,Not leaning towards specific party,0.42753,67,98,0.32908,0.52599
1997,Hamburg,SPD,0.25970,31,98,0.17244,0.34696
1997,Lower Saxony,Not leaning towards specific party,0.40221,563,1006,0.37189,0.43253
1997,Lower Saxony,SPD,0.19870,237,1006,0.17403,0.22337
1997,Lower Saxony,CDU/CSU,0.14994,163,1006,0.12787,0.17202
1997,Lower Saxony,Bündnis90/Grüne,0.03368,43,1006,0.02253,0.04484
1997,Bremen,Not leaning towards specific party,0.47447,52,52,0.33742,0.61152
1997,North Rhine-Westphalia,Not leaning towards specific party,0.38471,1348,2459,0.36547,0.40394
1997,North Rhine-Westphalia,SPD,0.20513,567,2459,0.18917,0.22109
1997,North Rhine-Westphalia,CDU/CSU,0.17303,428,2459,0.15807,0.18798
1997,North Rhine-Westphalia,Bündnis90/Grüne,0.04243,116,2459,0.03446,0.05040
1997,Hesse,Not leaning towards specific party,0.41046,460,824,0.37685,0.44407
1997,Hesse,SPD,0.22156,199,824,0.19319,0.24993
1997,Hesse,CDU/CSU,0.13880,120,824,0.11517,0.16242
1997,Hesse,Bündnis90/Grüne,0.04190,45,824,0.02822,0.05559
1997,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.43411,401,664,0.39639,0.47184
1997,"Rhineland-Palatinate, Saarland",SPD,0.16439,140,664,0.13618,0.19260
1997,"Rhineland-Palatinate, Saarland",CDU/CSU,0.16047,123,664,0.13253,0.18841
1997,Baden-Wuerttemberg,Not leaning towards specific party,0.44034,1084,1663,0.41647,0.46420
1997,Baden-Wuerttemberg,SPD,0.13271,260,1663,0.11640,0.14902
1997,Baden-Wuerttemberg,CDU/CSU,0.16137,241,1663,0.14368,0.17905
1997,Baden-Wuerttemberg,Bündnis90/Grüne,0.04150,78,1663,0.03191,0.05109
1997,Bavaria,Not leaning towards specific party,0.44689,986,1585,0.42241,0.47138
1997,Bavaria,SPD,0.13044,221,1585,0.11385,0.14702
1997,Bavaria,CDU/CSU,0.19249,327,1585,0.17308,0.21191
1997,Bavaria,Bündnis90/Grüne,0.03192,51,1585,0.02327,0.04058
1997,Berlin,Not leaning towards specific party,0.42941,282,463,0.38427,0.47455
1997,Berlin,SPD,0.15128,86,463,0.11861,0.18396
1997,Berlin,CDU/CSU,0.10864,59,463,0.08026,0.13701
1997,Berlin,Bündnis90/Grüne,0.06257,36,463,0.04049,0.08466
1997,Brandenburg,Not leaning towards specific party,0.54855,402,570,0.50766,0.58944
1997,Brandenburg,SPD,0.10797,71,570,0.08247,0.13346
1997,Brandenburg,CDU/CSU,0.07874,52,570,0.05661,0.10087
1997,Brandenburg,PDS/Linke,0.06904,45,570,0.04821,0.08987
1997,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.57962,269,353,0.52805,0.63119
1997,Mecklenburg-Western Pomerania,SPD,0.08342,35,353,0.05453,0.11231
1997,Mecklenburg-Western Pomerania,CDU/CSU,0.10657,49,353,0.07433,0.13880
1997,Saxony,Not leaning towards specific party,0.56778,758,1038,0.53762,0.59793
1997,Saxony,SPD,0.05867,71,1038,0.04437,0.07298
1997,Saxony,CDU/CSU,0.12908,150,1038,0.10867,0.14949
1997,Saxony,PDS/Linke,0.04509,59,1038,0.03246,0.05772
1997,Saxony-Anhalt,Not leaning towards specific party,0.58373,457,650,0.54580,0.62165
1997,Saxony-Anhalt,SPD,0.10167,70,650,0.07842,0.12493
1997,Saxony-Anhalt,CDU/CSU,0.10178,84,650,0.07852,0.12505
1997,Saxony-Anhalt,PDS/Linke,0.05780,39,650,0.03985,0.07576
1997,Thuringa,Not leaning towards specific party,0.57780,496,614,0.53870,0.61690
1997,Thuringa,SPD,0.08393,60,614,0.06198,0.10588
1997,Thuringa,CDU/CSU,0.07519,58,614,0.05432,0.09607
1998,Schleswig-Holstein,Not leaning towards specific party,0.32714,153,312,0.27499,0.37928
1998,Schleswig-Holstein,SPD,0.20745,94,312,0.16239,0.25252
1998,Schleswig-Holstein,CDU/CSU,0.17108,65,312,0.12923,0.21294
1998,Hamburg,Not leaning towards specific party,0.46732,81,122,0.37842,0.55622
1998,Hamburg,SPD,0.23196,41,122,0.15675,0.30716
1998,Lower Saxony,Not leaning towards specific party,0.35314,569,1152,0.32553,0.38075
1998,Lower Saxony,SPD,0.23290,330,1152,0.20848,0.25732
1998,Lower Saxony,CDU/CSU,0.15515,210,1152,0.13424,0.17607
1998,Lower Saxony,Bündnis90/Grüne,0.03055,43,1152,0.02060,0.04049
1998,Bremen,Not leaning towards specific party,0.39822,44,76,0.28743,0.50901
1998,Bremen,SPD,0.30577,32,76,0.20150,0.41005
1998,North Rhine-Westphalia,Not leaning towards specific party,0.38052,1471,2797,0.36252,0.39851
1998,North Rhine-Westphalia,SPD,0.21551,707,2797,0.20027,0.23075
1998,North Rhine-Westphalia,CDU/CSU,0.16391,469,2797,0.15019,0.17763
1998,North Rhine-Westphalia,FDP,0.01261,33,2797,0.00848,0.01675
1998,North Rhine-Westphalia,Bündnis90/Grüne,0.03470,117,2797,0.02792,0.04149
1998,Hesse,Not leaning towards specific party,0.42685,536,912,0.39473,0.45897
1998,Hesse,SPD,0.19836,212,912,0.17247,0.22426
1998,Hesse,CDU/CSU,0.11941,115,912,0.09835,0.14047
1998,Hesse,Bündnis90/Grüne,0.03955,49,912,0.02689,0.05220
1998,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.42774,450,755,0.39243,0.46306
1998,"Rhineland-Palatinate, Saarland",SPD,0.19279,173,755,0.16464,0.22095
1998,"Rhineland-Palatinate, Saarland",CDU/CSU,0.14679,132,755,0.12153,0.17205
1998,Baden-Wuerttemberg,Not leaning towards specific party,0.43657,1121,1744,0.41329,0.45985
1998,Baden-Wuerttemberg,SPD,0.14353,298,1744,0.12707,0.15999
1998,Baden-Wuerttemberg,CDU/CSU,0.14749,247,1744,0.13084,0.16414
1998,Baden-Wuerttemberg,Bündnis90/Grüne,0.04285,78,1744,0.03334,0.05236
1998,Bavaria,Not leaning towards specific party,0.44812,1132,1814,0.42523,0.47101
1998,Bavaria,SPD,0.15138,289,1814,0.13488,0.16787
1998,Bavaria,CDU/CSU,0.17528,339,1814,0.15778,0.19278
1998,Bavaria,Bündnis90/Grüne,0.02527,54,1814,0.01804,0.03249
1998,Berlin,Not leaning towards specific party,0.42077,284,489,0.37697,0.46457
1998,Berlin,SPD,0.16229,95,489,0.12958,0.19501
1998,Berlin,CDU/CSU,0.10039,59,489,0.07372,0.12705
1998,Berlin,Bündnis90/Grüne,0.08379,51,489,0.05921,0.10837
1998,Brandenburg,Not leaning towards specific party,0.52659,396,580,0.48592,0.56726
1998,Brandenburg,SPD,0.11916,87,580,0.09277,0.14554
1998,Brandenburg,CDU/CSU,0.07035,49,580,0.04952,0.09118
1998,Brandenburg,PDS/Linke,0.06951,48,580,0.04879,0.09022
1998,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.55380,282,366,0.50280,0.60480
1998,Mecklenburg-Western Pomerania,SPD,0.08661,36,366,0.05776,0.11547
1998,Mecklenburg-Western Pomerania,CDU/CSU,0.10222,48,366,0.07114,0.13330
1998,Saxony,Not leaning towards specific party,0.58207,829,1144,0.55348,0.61067
1998,Saxony,SPD,0.07503,108,1144,0.05976,0.09030
1998,Saxony,CDU/CSU,0.08755,114,1144,0.07117,0.10394
1998,Saxony,Bündnis90/Grüne,0.02533,32,1144,0.01622,0.03444
1998,Saxony,PDS/Linke,0.04205,61,1144,0.03042,0.05369
1998,Saxony-Anhalt,Not leaning towards specific party,0.58491,472,658,0.54723,0.62259
1998,Saxony-Anhalt,SPD,0.10258,81,658,0.07938,0.12579
1998,Saxony-Anhalt,CDU/CSU,0.08861,68,658,0.06688,0.11034
1998,Saxony-Anhalt,PDS/Linke,0.05057,37,658,0.03382,0.06733
1998,Thuringa,Not leaning towards specific party,0.58293,542,673,0.54565,0.62021
1998,Thuringa,SPD,0.08105,63,673,0.06041,0.10168
1998,Thuringa,CDU/CSU,0.08123,68,673,0.06058,0.10189
1999,Schleswig-Holstein,Not leaning towards specific party,0.30994,133,293,0.25690,0.36299
1999,Schleswig-Holstein,SPD,0.24285,97,293,0.19367,0.29204
1999,Schleswig-Holstein,CDU/CSU,0.17413,63,293,0.13063,0.21762
1999,Hamburg,Not leaning towards specific party,0.34130,61,107,0.25104,0.43156
1999,Hamburg,SPD,0.30317,46,107,0.21567,0.39067
1999,Lower Saxony,Not leaning towards specific party,0.33692,523,1126,0.30930,0.36454
1999,Lower Saxony,SPD,0.22996,321,1126,0.20537,0.25455
1999,Lower Saxony,CDU/CSU,0.19466,244,1126,0.17152,0.21780
1999,Lower Saxony,Bündnis90/Grüne,0.02482,38,1126,0.01573,0.03391
1999,Bremen,Not leaning towards specific party,0.44885,43,43,0.29842,0.59927
1999,North Rhine-Westphalia,Not leaning towards specific party,0.36977,1330,2636,0.35134,0.38820
1999,North Rhine-Westphalia,SPD,0.21151,656,2636,0.19591,0.22710
1999,North Rhine-Westphalia,CDU/CSU,0.18100,522,2636,0.16630,0.19570
1999,North Rhine-Westphalia,FDP,0.01355,35,2636,0.00914,0.01797
1999,North Rhine-Westphalia,Bündnis90/Grüne,0.02746,93,2636,0.02122,0.03370
1999,Hesse,Not leaning towards specific party,0.39824,478,861,0.36552,0.43095
1999,Hesse,SPD,0.20509,207,861,0.17810,0.23207
1999,Hesse,CDU/CSU,0.15507,135,861,0.13088,0.17926
1999,Hesse,Bündnis90/Grüne,0.03606,41,861,0.02360,0.04852
1999,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.40551,392,724,0.36972,0.44130
1999,"Rhineland-Palatinate, Saarland",SPD,0.19231,180,724,0.16359,0.22104
1999,"Rhineland-Palatinate, Saarland",CDU/CSU,0.18286,152,724,0.15468,0.21104
1999,Baden-Wuerttemberg,Not leaning towards specific party,0.41753,1015,1667,0.39385,0.44121
1999,Baden-Wuerttemberg,SPD,0.14613,297,1667,0.12917,0.16309
1999,Baden-Wuerttemberg,CDU/CSU,0.17682,288,1667,0.15850,0.19515
1999,Baden-Wuerttemberg,Bündnis90/Grüne,0.03606,67,1667,0.02711,0.04502
1999,Bavaria,Not leaning towards specific party,0.40250,961,1744,0.37948,0.42552
1999,Bavaria,SPD,0.15442,303,1744,0.13745,0.17138
1999,Bavaria,CDU/CSU,0.23121,442,1744,0.21142,0.25101
1999,Bavaria,Bündnis90/Grüne,0.01921,38,1744,0.01276,0.02565
1999,Berlin,Not leaning towards specific party,0.36727,249,466,0.32345,0.41108
1999,Berlin,SPD,0.17680,107,466,0.14212,0.21147
1999,Berlin,CDU/CSU,0.13132,65,466,0.10062,0.16202
1999,Berlin,Bündnis90/Grüne,0.07854,45,466,0.05409,0.10300
1999,Brandenburg,Not leaning towards specific party,0.47764,350,566,0.43646,0.51883
1999,Brandenburg,SPD,0.15171,109,566,0.12213,0.18129
1999,Brandenburg,CDU/CSU,0.06763,48,566,0.04693,0.08834
1999,Brandenburg,PDS/Linke,0.09795,59,566,0.07344,0.12246
1999,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.50336,243,352,0.45105,0.55567
1999,Mecklenburg-Western Pomerania,SPD,0.13113,51,352,0.09582,0.16644
1999,Mecklenburg-Western Pomerania,CDU/CSU,0.12358,58,352,0.08915,0.15801
1999,Saxony,Not leaning towards specific party,0.51636,723,1094,0.48673,0.54599
1999,Saxony,SPD,0.11246,148,1094,0.09373,0.13119
1999,Saxony,CDU/CSU,0.11964,149,1094,0.10040,0.13888
1999,Saxony,PDS/Linke,0.05475,74,1094,0.04126,0.06824
