year,age_gr,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,30-45 y.,West,Bündnis90/Grüne,0.07567,229,3458,0.06685,0.08448
1998,30-45 y.,East,Not leaning towards specific party,0.74567,927,1207,0.72110,0.77025
1998,30-45 y.,East,SPD,0.06837,99,1207,0.05412,0.08261
1998,30-45 y.,East,CDU/CSU,0.06363,85,1207,0.04986,0.07741
1998,30-45 y.,East,Bündnis90/Grüne,0.03837,42,1207,0.02752,0.04921
1998,30-45 y.,East,PDS/Linke,0.04486,54,1207,0.03318,0.05654
1998,46-65 y.,West,Not leaning towards specific party,0.41355,1473,3066,0.39612,0.43099
1998,46-65 y.,West,SPD,0.28599,823,3066,0.26999,0.30198
1998,46-65 y.,West,CDU/CSU,0.22851,634,3066,0.21364,0.24337
1998,46-65 y.,West,FDP,0.01852,52,3066,0.01374,0.02329
1998,46-65 y.,West,Bündnis90/Grüne,0.03096,84,3066,0.02483,0.03710
1998,46-65 y.,East,Not leaning towards specific party,0.60884,774,1214,0.58138,0.63631
1998,46-65 y.,East,SPD,0.14136,186,1214,0.12176,0.16097
1998,46-65 y.,East,CDU/CSU,0.14563,173,1214,0.12578,0.16548
1998,46-65 y.,East,PDS/Linke,0.05631,81,1214,0.04333,0.06928
1998,66 and older,West,Not leaning towards specific party,0.39000,575,1321,0.36368,0.41631
1998,66 and older,West,SPD,0.26180,349,1321,0.23809,0.28552
1998,66 and older,West,CDU/CSU,0.30068,397,1321,0.27594,0.32542
1998,66 and older,East,Not leaning towards specific party,0.56454,263,465,0.51942,0.60965
1998,66 and older,East,SPD,0.18693,85,465,0.15145,0.22240
1998,66 and older,East,CDU/CSU,0.12348,63,465,0.09355,0.15341
1998,66 and older,East,PDS/Linke,0.10349,54,465,0.07577,0.13120
1999,17-29 y.,West,Not leaning towards specific party,0.63188,1410,2062,0.61106,0.65270
1999,17-29 y.,West,SPD,0.14062,294,2062,0.12562,0.15563
1999,17-29 y.,West,CDU/CSU,0.13755,261,2062,0.12268,0.15242
1999,17-29 y.,West,Bündnis90/Grüne,0.05248,97,2062,0.04285,0.06211
1999,17-29 y.,East,Not leaning towards specific party,0.68431,599,763,0.65131,0.71731
1999,17-29 y.,East,SPD,0.08500,64,763,0.06520,0.10480
1999,17-29 y.,East,CDU/CSU,0.06677,59,763,0.04905,0.08450
1999,17-29 y.,East,PDS/Linke,0.06093,41,763,0.04394,0.07791
1999,30-45 y.,West,Not leaning towards specific party,0.49273,1817,3425,0.47599,0.50948
1999,30-45 y.,West,SPD,0.23519,800,3425,0.22098,0.24939
1999,30-45 y.,West,CDU/CSU,0.17394,573,3425,0.16124,0.18663
1999,30-45 y.,West,FDP,0.01071,31,3425,0.00727,0.01416
1999,30-45 y.,West,Bündnis90/Grüne,0.05622,172,3425,0.04851,0.06394
1999,30-45 y.,West,Party combinations,0.01150,32,3425,0.00793,0.01507
1999,30-45 y.,East,Not leaning towards specific party,0.67270,824,1156,0.64564,0.69976
1999,30-45 y.,East,SPD,0.10767,141,1156,0.08979,0.12555
1999,30-45 y.,East,CDU/CSU,0.10615,131,1156,0.08839,0.12392
1999,30-45 y.,East,PDS/Linke,0.05022,60,1156,0.03763,0.06282
1999,46-65 y.,West,Not leaning towards specific party,0.39711,1318,2890,0.37927,0.41495
1999,46-65 y.,West,SPD,0.28572,798,2890,0.26925,0.30219
1999,46-65 y.,West,CDU/CSU,0.24901,654,2890,0.23324,0.26478
1999,46-65 y.,West,FDP,0.01977,49,2890,0.01469,0.02484
1999,46-65 y.,West,Bündnis90/Grüne,0.02509,71,2890,0.01938,0.03079
1999,46-65 y.,East,Not leaning towards specific party,0.54938,682,1202,0.52124,0.57752
1999,46-65 y.,East,SPD,0.18224,224,1202,0.16040,0.20407
1999,46-65 y.,East,CDU/CSU,0.16777,200,1202,0.14664,0.18891
1999,46-65 y.,East,PDS/Linke,0.07322,96,1202,0.05849,0.08796
1999,66 and older,West,Not leaning towards specific party,0.36936,518,1270,0.34281,0.39592
1999,66 and older,West,SPD,0.23936,309,1270,0.21589,0.26284
1999,66 and older,West,CDU/CSU,0.35340,443,1270,0.32710,0.37970
1999,66 and older,East,Not leaning towards specific party,0.48143,229,472,0.43631,0.52656
1999,66 and older,East,SPD,0.23089,109,472,0.19283,0.26895
1999,66 and older,East,CDU/CSU,0.13229,70,472,0.10169,0.16289
1999,66 and older,East,PDS/Linke,0.12935,64,472,0.09904,0.15966
2000,17-29 y.,West,Not leaning towards specific party,0.66892,2330,3262,0.65277,0.68507
2000,17-29 y.,West,SPD,0.13225,430,3262,0.12063,0.14388
2000,17-29 y.,West,CDU/CSU,0.11412,369,3262,0.10321,0.12503
2000,17-29 y.,West,Bündnis90/Grüne,0.04387,133,3262,0.03684,0.05090
2000,17-29 y.,East,Not leaning towards specific party,0.74681,910,1128,0.72142,0.77219
2000,17-29 y.,East,SPD,0.04912,60,1128,0.03651,0.06174
2000,17-29 y.,East,CDU/CSU,0.07196,85,1128,0.05688,0.08705
2000,17-29 y.,East,PDS/Linke,0.06401,73,1128,0.04972,0.07830
2000,30-45 y.,West,Not leaning towards specific party,0.53720,3490,6202,0.52478,0.54961
2000,30-45 y.,West,SPD,0.21326,1329,6202,0.20306,0.22345
2000,30-45 y.,West,CDU/CSU,0.14729,933,6202,0.13847,0.15611
2000,30-45 y.,West,FDP,0.01135,60,6202,0.00872,0.01399
2000,30-45 y.,West,Bündnis90/Grüne,0.06101,352,6202,0.05505,0.06696
2000,30-45 y.,West,Party combinations,0.00660,38,6202,0.00458,0.00861
2000,30-45 y.,East,Not leaning towards specific party,0.66279,1229,1756,0.64067,0.68491
2000,30-45 y.,East,SPD,0.09661,167,1756,0.08279,0.11043
2000,30-45 y.,East,CDU/CSU,0.11185,205,1756,0.09711,0.12660
2000,30-45 y.,East,Bündnis90/Grüne,0.01857,33,1756,0.01225,0.02489
2000,30-45 y.,East,PDS/Linke,0.06883,122,1756,0.05698,0.08067
2000,46-65 y.,West,Not leaning towards specific party,0.43780,2657,5686,0.42490,0.45070
2000,46-65 y.,West,SPD,0.26645,1484,5686,0.25496,0.27795
2000,46-65 y.,West,CDU/CSU,0.22175,1271,5686,0.21095,0.23255
2000,46-65 y.,West,FDP,0.01930,103,5686,0.01572,0.02288
2000,46-65 y.,West,Bündnis90/Grüne,0.02536,139,5686,0.02127,0.02944
2000,46-65 y.,West,Party combinations,0.00646,32,5686,0.00438,0.00855
2000,46-65 y.,East,Not leaning towards specific party,0.57174,1105,1888,0.54941,0.59406
2000,46-65 y.,East,SPD,0.15574,312,1888,0.13938,0.17210
2000,46-65 y.,East,CDU/CSU,0.15923,309,1888,0.14272,0.17574
2000,46-65 y.,East,PDS/Linke,0.08105,162,1888,0.06874,0.09337
2000,66 and older,West,Not leaning towards specific party,0.40738,1127,2649,0.38866,0.42609
2000,66 and older,West,SPD,0.22719,621,2649,0.21123,0.24315
2000,66 and older,West,CDU/CSU,0.31910,855,2649,0.30135,0.33685
2000,66 and older,West,FDP,0.02008,46,2649,0.01474,0.02543
2000,66 and older,East,Not leaning towards specific party,0.52278,445,855,0.48928,0.55628
2000,66 and older,East,SPD,0.18621,169,855,0.16010,0.21232
2000,66 and older,East,CDU/CSU,0.14125,132,855,0.11789,0.16461
2000,66 and older,East,PDS/Linke,0.12601,109,855,0.10375,0.14827
2001,17-29 y.,West,Not leaning towards specific party,0.70045,2128,2927,0.68386,0.71705
2001,17-29 y.,West,SPD,0.11173,334,2927,0.10031,0.12314
2001,17-29 y.,West,CDU/CSU,0.10626,309,2927,0.09509,0.11742
2001,17-29 y.,West,FDP,0.01423,35,2927,0.00994,0.01852
2001,17-29 y.,West,Bündnis90/Grüne,0.04390,121,2927,0.03648,0.05132
2001,17-29 y.,East,Not leaning towards specific party,0.80112,891,1047,0.77693,0.82531
2001,17-29 y.,East,SPD,0.03685,48,1047,0.02543,0.04827
2001,17-29 y.,East,CDU/CSU,0.05763,66,1047,0.04350,0.07175
2001,17-29 y.,East,PDS/Linke,0.04606,42,1047,0.03336,0.05877
2001,30-45 y.,West,Not leaning towards specific party,0.55712,3201,5561,0.54407,0.57018
2001,30-45 y.,West,SPD,0.20517,1170,5561,0.19456,0.21579
2001,30-45 y.,West,CDU/CSU,0.13779,787,5561,0.12873,0.14685
2001,30-45 y.,West,FDP,0.01094,53,5561,0.00821,0.01368
2001,30-45 y.,West,Bündnis90/Grüne,0.05781,319,5561,0.05167,0.06394
2001,30-45 y.,West,Party combinations,0.00736,31,5561,0.00512,0.00961
2001,30-45 y.,East,Not leaning towards specific party,0.70576,1158,1594,0.68339,0.72814
2001,30-45 y.,East,SPD,0.08438,149,1594,0.07073,0.09803
2001,30-45 y.,East,CDU/CSU,0.10214,170,1594,0.08727,0.11701
2001,30-45 y.,East,Bündnis90/Grüne,0.02262,34,1594,0.01532,0.02993
2001,30-45 y.,East,PDS/Linke,0.05155,83,1594,0.04069,0.06240
2001,46-65 y.,West,Not leaning towards specific party,0.46249,2509,5147,0.44887,0.47612
2001,46-65 y.,West,SPD,0.26004,1328,5147,0.24805,0.27202
2001,46-65 y.,West,CDU/CSU,0.20751,1068,5147,0.19643,0.21859
2001,46-65 y.,West,FDP,0.02228,107,5147,0.01824,0.02631
2001,46-65 y.,West,Bündnis90/Grüne,0.02527,135,5147,0.02098,0.02956
2001,46-65 y.,East,Not leaning towards specific party,0.60079,1114,1785,0.57806,0.62352
2001,46-65 y.,East,SPD,0.15039,272,1785,0.13380,0.16697
2001,46-65 y.,East,CDU/CSU,0.13956,254,1785,0.12348,0.15564
2001,46-65 y.,East,PDS/Linke,0.07788,145,1785,0.06544,0.09031
2001,66 and older,West,Not leaning towards specific party,0.41744,1097,2508,0.39813,0.43674
2001,66 and older,West,SPD,0.23930,611,2508,0.22259,0.25600
2001,66 and older,West,CDU/CSU,0.29812,742,2508,0.28022,0.31603
2001,66 and older,West,FDP,0.02560,58,2508,0.01942,0.03178
2001,66 and older,East,Not leaning towards specific party,0.55386,456,817,0.51975,0.58796
2001,66 and older,East,SPD,0.15333,136,817,0.12861,0.17805
2001,66 and older,East,CDU/CSU,0.13707,116,817,0.11348,0.16067
2001,66 and older,East,PDS/Linke,0.12845,109,817,0.10550,0.15141
2002,17-29 y.,West,Not leaning towards specific party,0.71257,2125,2988,0.69634,0.72880
2002,17-29 y.,West,SPD,0.12466,396,2988,0.11282,0.13651
2002,17-29 y.,West,CDU/CSU,0.08205,312,2988,0.07221,0.09189
2002,17-29 y.,West,FDP,0.01872,57,2988,0.01386,0.02358
2002,17-29 y.,West,Bündnis90/Grüne,0.03431,98,2988,0.02778,0.04084
2002,17-29 y.,East,Not leaning towards specific party,0.74860,827,1002,0.72173,0.77548
2002,17-29 y.,East,SPD,0.03660,41,1002,0.02496,0.04823
2002,17-29 y.,East,CDU/CSU,0.06085,72,1002,0.04604,0.07566
2002,17-29 y.,East,PDS/Linke,0.06929,62,1002,0.05356,0.08502
2002,30-45 y.,West,Not leaning towards specific party,0.56098,3152,5718,0.54811,0.57384
2002,30-45 y.,West,SPD,0.19755,1205,5718,0.18723,0.20787
2002,30-45 y.,West,CDU/CSU,0.14702,934,5718,0.13784,0.15620
2002,30-45 y.,West,FDP,0.01454,105,5718,0.01143,0.01764
2002,30-45 y.,West,Bündnis90/Grüne,0.05266,322,5718,0.04687,0.05845
2002,30-45 y.,East,Not leaning towards specific party,0.69962,1076,1496,0.67638,0.72286
2002,30-45 y.,East,SPD,0.07440,131,1496,0.06110,0.08771
2002,30-45 y.,East,CDU/CSU,0.10829,183,1496,0.09253,0.12404
2002,30-45 y.,East,PDS/Linke,0.06490,106,1496,0.05241,0.07739
2002,46-65 y.,West,Not leaning towards specific party,0.47404,2625,5868,0.46127,0.48682
2002,46-65 y.,West,SPD,0.23954,1444,5868,0.22862,0.25046
2002,46-65 y.,West,CDU/CSU,0.20970,1365,5868,0.19928,0.22011
2002,46-65 y.,West,FDP,0.02083,172,5868,0.01718,0.02449
2002,46-65 y.,West,Bündnis90/Grüne,0.02808,229,5868,0.02386,0.03231
2002,46-65 y.,West,Party combinations,0.00574,33,5868,0.00381,0.00768
2002,46-65 y.,East,Not leaning towards specific party,0.61662,1120,1810,0.59421,0.63903
2002,46-65 y.,East,SPD,0.12120,237,1810,0.10616,0.13624
2002,46-65 y.,East,CDU/CSU,0.13505,276,1810,0.11930,0.15080
2002,46-65 y.,East,PDS/Linke,0.09197,177,1810,0.07865,0.10529
2002,66 and older,West,Not leaning towards specific party,0.38916,1057,2643,0.37057,0.40776
2002,66 and older,West,SPD,0.24649,638,2643,0.23006,0.26292
2002,66 and older,West,CDU/CSU,0.31848,875,2643,0.30071,0.33624
2002,66 and older,West,FDP,0.02418,73,2643,0.01833,0.03004
2002,66 and older,East,Not leaning towards specific party,0.54767,472,870,0.51458,0.58077
2002,66 and older,East,SPD,0.16372,152,870,0.13912,0.18833
2002,66 and older,East,CDU/CSU,0.12537,118,870,0.10335,0.14738
2002,66 and older,East,PDS/Linke,0.14558,128,870,0.12213,0.16902
2003,17-29 y.,West,Not leaning towards specific party,0.62566,1825,2847,0.60788,0.64344
2003,17-29 y.,West,SPD,0.12079,358,2847,0.10882,0.13276
2003,17-29 y.,West,CDU/CSU,0.14669,447,2847,0.13370,0.15969
2003,17-29 y.,West,FDP,0.01905,55,2847,0.01403,0.02408
2003,17-29 y.,West,Bündnis90/Grüne,0.05313,162,2847,0.04489,0.06137
2003,17-29 y.,East,Not leaning towards specific party,0.72050,791,1026,0.69302,0.74797
2003,17-29 y.,East,SPD,0.05173,58,1026,0.03817,0.06529
2003,17-29 y.,East,CDU/CSU,0.08644,97,1026,0.06924,0.10365
2003,17-29 y.,East,Bündnis90/Grüne,0.04257,36,1026,0.03021,0.05493
2003,17-29 y.,East,PDS/Linke,0.04976,44,1026,0.03645,0.06307
2003,30-45 y.,West,Not leaning towards specific party,0.53075,2808,5358,0.51738,0.54411
2003,30-45 y.,West,SPD,0.17420,970,5358,0.16404,0.18435
2003,30-45 y.,West,CDU/CSU,0.18202,1064,5358,0.17169,0.19236
2003,30-45 y.,West,FDP,0.01446,91,5358,0.01126,0.01765
2003,30-45 y.,West,Bündnis90/Grüne,0.07117,382,5358,0.06428,0.07805
2003,30-45 y.,West,Party combinations,0.00872,43,5358,0.00623,0.01121
2003,30-45 y.,East,Not leaning towards specific party,0.69274,999,1433,0.66884,0.71663
2003,30-45 y.,East,SPD,0.06796,116,1433,0.05492,0.08099
2003,30-45 y.,East,CDU/CSU,0.12834,205,1433,0.11102,0.14566
2003,30-45 y.,East,Bündnis90/Grüne,0.03263,45,1433,0.02343,0.04184
2003,30-45 y.,East,PDS/Linke,0.03946,68,1433,0.02938,0.04954
2003,46-65 y.,West,Not leaning towards specific party,0.44669,2377,5607,0.43367,0.45970
2003,46-65 y.,West,SPD,0.23280,1310,5607,0.22174,0.24386
2003,46-65 y.,West,CDU/CSU,0.23013,1437,5607,0.21911,0.24114
2003,46-65 y.,West,FDP,0.02340,153,5607,0.01945,0.02736
2003,46-65 y.,West,Bündnis90/Grüne,0.04316,289,5607,0.03784,0.04848
2003,46-65 y.,West,Party combinations,0.00802,41,5607,0.00568,0.01035
2003,46-65 y.,East,Not leaning towards specific party,0.59809,1081,1832,0.57564,0.62055
2003,46-65 y.,East,SPD,0.14067,273,1832,0.12474,0.15659
2003,46-65 y.,East,CDU/CSU,0.15838,323,1832,0.14165,0.17510
2003,46-65 y.,East,Bündnis90/Grüne,0.01386,35,1832,0.00850,0.01921
2003,46-65 y.,East,PDS/Linke,0.06472,120,1832,0.05345,0.07599
2003,66 and older,West,Not leaning towards specific party,0.37891,1052,2707,0.36064,0.39719
2003,66 and older,West,SPD,0.24094,625,2707,0.22482,0.25705
2003,66 and older,West,CDU/CSU,0.33644,938,2707,0.31863,0.35424
2003,66 and older,West,FDP,0.01830,56,2707,0.01325,0.02335
2003,66 and older,West,Bündnis90/Grüne,0.01164,36,2707,0.00760,0.01568
2003,66 and older,East,Not leaning towards specific party,0.53782,477,888,0.50501,0.57063
2003,66 and older,East,SPD,0.18982,178,888,0.16401,0.21562
2003,66 and older,East,CDU/CSU,0.12416,121,888,0.10245,0.14586
2003,66 and older,East,PDS/Linke,0.12782,112,888,0.10585,0.14979
2004,17-29 y.,West,Not leaning towards specific party,0.69997,1988,2821,0.68305,0.71688
2004,17-29 y.,West,SPD,0.10001,291,2821,0.08893,0.11108
2004,17-29 y.,West,CDU/CSU,0.12390,380,2821,0.11174,0.13606
2004,17-29 y.,West,FDP,0.01449,37,2821,0.01008,0.01890
2004,17-29 y.,West,Bündnis90/Grüne,0.03647,125,2821,0.02955,0.04339
2004,17-29 y.,East,Not leaning towards specific party,0.76225,835,999,0.73584,0.78866
2004,17-29 y.,East,SPD,0.05298,54,999,0.03908,0.06687
2004,17-29 y.,East,CDU/CSU,0.06626,73,999,0.05082,0.08169
2004,17-29 y.,East,PDS/Linke,0.03757,37,999,0.02577,0.04937
2004,30-45 y.,West,Not leaning towards specific party,0.60907,3066,5067,0.59563,0.62251
2004,30-45 y.,West,SPD,0.13998,748,5067,0.13043,0.14954
2004,30-45 y.,West,CDU/CSU,0.15085,833,5067,0.14100,0.16071
2004,30-45 y.,West,FDP,0.01592,87,5067,0.01247,0.01937
2004,30-45 y.,West,Bündnis90/Grüne,0.06567,333,5067,0.05885,0.07250
2004,30-45 y.,East,Not leaning towards specific party,0.75602,1008,1331,0.73294,0.77910
2004,30-45 y.,East,SPD,0.05199,77,1331,0.04006,0.06392
2004,30-45 y.,East,CDU/CSU,0.09370,148,1331,0.07804,0.10936
2004,30-45 y.,East,Bündnis90/Grüne,0.02555,36,1331,0.01707,0.03403
2004,30-45 y.,East,PDS/Linke,0.04577,62,1331,0.03454,0.05700
2004,46-65 y.,West,Not leaning towards specific party,0.52053,2637,5435,0.50725,0.53381
2004,46-65 y.,West,SPD,0.19230,1079,5435,0.18182,0.20278
2004,46-65 y.,West,CDU/CSU,0.21371,1327,5435,0.20281,0.22461
2004,46-65 y.,West,FDP,0.01597,131,5435,0.01264,0.01931
2004,46-65 y.,West,Bündnis90/Grüne,0.03676,261,5435,0.03176,0.04176
2004,46-65 y.,East,Not leaning towards specific party,0.65230,1168,1780,0.63017,0.67443
2004,46-65 y.,East,SPD,0.09003,179,1780,0.07673,0.10333
2004,46-65 y.,East,CDU/CSU,0.13455,252,1780,0.11869,0.15041
2004,46-65 y.,East,Bündnis90/Grüne,0.01689,33,1780,0.01091,0.02288
2004,46-65 y.,East,PDS/Linke,0.07913,148,1780,0.06659,0.09168
2004,66 and older,West,Not leaning towards specific party,0.45518,1267,2771,0.43663,0.47372
2004,66 and older,West,SPD,0.19230,520,2771,0.17762,0.20697
2004,66 and older,West,CDU/CSU,0.30431,874,2771,0.28718,0.32145
2004,66 and older,West,FDP,0.02110,63,2771,0.01575,0.02645
2004,66 and older,West,Bündnis90/Grüne,0.01336,47,2771,0.00908,0.01763
2004,66 and older,East,Not leaning towards specific party,0.59712,558,929,0.56557,0.62868
2004,66 and older,East,SPD,0.13969,132,929,0.11738,0.16199
2004,66 and older,East,CDU/CSU,0.12568,124,929,0.10435,0.14701
2004,66 and older,East,PDS/Linke,0.11994,115,929,0.09904,0.14084
2005,17-29 y.,West,Not leaning towards specific party,0.70524,1931,2738,0.68816,0.72232
2005,17-29 y.,West,SPD,0.10617,309,2738,0.09463,0.11771
2005,17-29 y.,West,CDU/CSU,0.09689,315,2738,0.08581,0.10797
2005,17-29 y.,West,FDP,0.01684,41,2738,0.01202,0.02167
2005,17-29 y.,West,Bündnis90/Grüne,0.04713,142,2738,0.03919,0.05507
2005,17-29 y.,East,Not leaning towards specific party,0.75447,770,964,0.72729,0.78165
2005,17-29 y.,East,SPD,0.04907,54,964,0.03543,0.06271
2005,17-29 y.,East,CDU/CSU,0.05255,62,964,0.03845,0.06664
2005,17-29 y.,East,Bündnis90/Grüne,0.04686,33,964,0.03351,0.06021
2005,17-29 y.,East,PDS/Linke,0.03678,45,964,0.02489,0.04867
2005,30-45 y.,West,Not leaning towards specific party,0.58519,2777,4671,0.57106,0.59932
2005,30-45 y.,West,SPD,0.15551,744,4671,0.14511,0.16590
2005,30-45 y.,West,CDU/CSU,0.15061,752,4671,0.14035,0.16087
2005,30-45 y.,West,FDP,0.01327,78,4671,0.00999,0.01655
2005,30-45 y.,West,Bündnis90/Grüne,0.06695,320,4671,0.05978,0.07411
2005,30-45 y.,East,Not leaning towards specific party,0.71371,897,1242,0.68856,0.73886
2005,30-45 y.,East,SPD,0.06004,95,1242,0.04682,0.07325
2005,30-45 y.,East,CDU/CSU,0.09512,143,1242,0.07880,0.11144
2005,30-45 y.,East,Bündnis90/Grüne,0.03512,42,1242,0.02487,0.04536
2005,30-45 y.,East,PDS/Linke,0.05212,65,1242,0.03976,0.06449
2005,46-65 y.,West,Not leaning towards specific party,0.51718,2450,5157,0.50354,0.53082
2005,46-65 y.,West,SPD,0.20227,1102,5157,0.19130,0.21323
2005,46-65 y.,West,CDU/CSU,0.19364,1169,5157,0.18286,0.20443
2005,46-65 y.,West,FDP,0.01741,129,5157,0.01384,0.02098
2005,46-65 y.,West,Bündnis90/Grüne,0.04480,275,5157,0.03915,0.05045
2005,46-65 y.,West,Party combinations,0.00558,32,5157,0.00355,0.00761
2005,46-65 y.,East,Not leaning towards specific party,0.63992,1113,1714,0.61719,0.66266
2005,46-65 y.,East,SPD,0.08815,181,1714,0.07472,0.10158
2005,46-65 y.,East,CDU/CSU,0.12621,247,1714,0.11049,0.14194
2005,46-65 y.,East,Bündnis90/Grüne,0.01964,35,1714,0.01307,0.02622
2005,46-65 y.,East,PDS/Linke,0.07771,138,1714,0.06503,0.09039
2005,66 and older,West,Not leaning towards specific party,0.39218,1095,2762,0.37397,0.41040
2005,66 and older,West,SPD,0.23085,632,2762,0.21513,0.24657
2005,66 and older,West,CDU/CSU,0.33203,932,2762,0.31446,0.34960
2005,66 and older,West,FDP,0.01765,64,2762,0.01274,0.02256
2005,66 and older,West,Bündnis90/Grüne,0.01177,39,2762,0.00774,0.01579
2005,66 and older,East,Not leaning towards specific party,0.54528,509,925,0.51317,0.57738
2005,66 and older,East,SPD,0.16800,159,925,0.14390,0.19211
2005,66 and older,East,CDU/CSU,0.12663,127,925,0.10519,0.14807
2005,66 and older,East,PDS/Linke,0.13208,130,925,0.11025,0.15391
2006,17-29 y.,West,Not leaning towards specific party,0.59631,1660,2614,0.57750,0.61512
2006,17-29 y.,West,SPD,0.14034,411,2614,0.12702,0.15365
2006,17-29 y.,West,CDU/CSU,0.10326,341,2614,0.09160,0.11493
2006,17-29 y.,West,FDP,0.02179,58,2614,0.01619,0.02739
2006,17-29 y.,West,Bündnis90/Grüne,0.04230,144,2614,0.03458,0.05002
2006,17-29 y.,East,Not leaning towards specific party,0.62955,683,879,0.59761,0.66150
2006,17-29 y.,East,SPD,0.09011,78,879,0.07117,0.10905
2006,17-29 y.,East,CDU/CSU,0.07099,68,879,0.05400,0.08798
2006,17-29 y.,East,PDS/Linke,0.05454,50,879,0.03952,0.06956
2006,30-45 y.,West,Not leaning towards specific party,0.54933,2670,4907,0.53541,0.56326
2006,30-45 y.,West,SPD,0.16594,848,4907,0.15553,0.17635
2006,30-45 y.,West,CDU/CSU,0.15692,833,4907,0.14674,0.16710
2006,30-45 y.,West,FDP,0.02425,121,4907,0.01995,0.02856
2006,30-45 y.,West,Bündnis90/Grüne,0.06667,331,4907,0.05969,0.07365
2006,30-45 y.,West,PDS/Linke,0.00791,36,4907,0.00543,0.01039
2006,30-45 y.,West,Far right parties,0.00776,35,4907,0.00531,0.01022
2006,30-45 y.,West,Party combinations,0.01086,33,4907,0.00796,0.01376
2006,30-45 y.,East,Not leaning towards specific party,0.67778,867,1278,0.65214,0.70341
2006,30-45 y.,East,SPD,0.07465,108,1278,0.06023,0.08906
2006,30-45 y.,East,CDU/CSU,0.08578,143,1278,0.07042,0.10114
2006,30-45 y.,East,FDP,0.02395,35,1278,0.01556,0.03234
2006,30-45 y.,East,Bündnis90/Grüne,0.03324,45,1278,0.02341,0.04307
2006,30-45 y.,East,PDS/Linke,0.06364,80,1278,0.05025,0.07703
2006,46-65 y.,West,Not leaning towards specific party,0.47414,2465,5602,0.46106,0.48721
2006,46-65 y.,West,SPD,0.21501,1227,5602,0.20425,0.22577
2006,46-65 y.,West,CDU/CSU,0.21182,1386,5602,0.20112,0.22252
2006,46-65 y.,West,FDP,0.01689,142,5602,0.01352,0.02027
2006,46-65 y.,West,Bündnis90/Grüne,0.04486,298,5602,0.03944,0.05028
2006,46-65 y.,West,PDS/Linke,0.01914,84,5602,0.01555,0.02273
2006,46-65 y.,East,Not leaning towards specific party,0.60532,1093,1821,0.58287,0.62778
2006,46-65 y.,East,SPD,0.09016,211,1821,0.07700,0.10332
2006,46-65 y.,East,CDU/CSU,0.15510,299,1821,0.13847,0.17173
2006,46-65 y.,East,Bündnis90/Grüne,0.01538,35,1821,0.00973,0.02103
2006,46-65 y.,East,PDS/Linke,0.10463,183,1821,0.09057,0.11869
2006,66 and older,West,Not leaning towards specific party,0.40398,1324,3236,0.38707,0.42089
2006,66 and older,West,SPD,0.22571,715,3236,0.21131,0.24012
2006,66 and older,West,CDU/CSU,0.31762,1073,3236,0.30157,0.33366
2006,66 and older,West,FDP,0.02179,81,3236,0.01675,0.02682
2006,66 and older,West,Bündnis90/Grüne,0.01006,43,3236,0.00662,0.01350
2006,66 and older,East,Not leaning towards specific party,0.55379,610,1107,0.52449,0.58308
2006,66 and older,East,SPD,0.16447,189,1107,0.14262,0.18632
2006,66 and older,East,CDU/CSU,0.14208,163,1107,0.12151,0.16266
2006,66 and older,East,PDS/Linke,0.12954,145,1107,0.10975,0.14933
2007,17-29 y.,West,Not leaning towards specific party,0.63689,1677,2447,0.61783,0.65595
2007,17-29 y.,West,SPD,0.10196,297,2447,0.08997,0.11395
2007,17-29 y.,West,CDU/CSU,0.08906,263,2447,0.07777,0.10035
2007,17-29 y.,West,FDP,0.01666,52,2447,0.01159,0.02174
2007,17-29 y.,West,Bündnis90/Grüne,0.03908,127,2447,0.03140,0.04676
2007,17-29 y.,West,Far right parties,0.01390,31,2447,0.00926,0.01853
2007,17-29 y.,East,Not leaning towards specific party,0.63641,658,833,0.60372,0.66909
2007,17-29 y.,East,SPD,0.07467,62,833,0.05681,0.09253
2007,17-29 y.,East,CDU/CSU,0.06893,65,833,0.05171,0.08614
2007,17-29 y.,East,PDS/Linke,0.05690,48,833,0.04116,0.07264
2007,30-45 y.,West,Not leaning towards specific party,0.60736,2643,4373,0.59288,0.62183
2007,30-45 y.,West,SPD,0.14357,663,4373,0.13318,0.15397
2007,30-45 y.,West,CDU/CSU,0.13645,675,4373,0.12628,0.14663
2007,30-45 y.,West,FDP,0.01879,101,4373,0.01477,0.02282
2007,30-45 y.,West,Bündnis90/Grüne,0.06573,291,4373,0.05838,0.07307
2007,30-45 y.,East,Not leaning towards specific party,0.71375,883,1197,0.68813,0.73937
2007,30-45 y.,East,SPD,0.08041,84,1197,0.06500,0.09582
2007,30-45 y.,East,CDU/CSU,0.06346,102,1197,0.04965,0.07728
2007,30-45 y.,East,FDP,0.02374,32,1197,0.01511,0.03237
2007,30-45 y.,East,Bündnis90/Grüne,0.03411,32,1197,0.02382,0.04439
2007,30-45 y.,East,PDS/Linke,0.06530,64,1197,0.05130,0.07930
2007,46-65 y.,West,Not leaning towards specific party,0.53244,2588,5203,0.51888,0.54600
2007,46-65 y.,West,SPD,0.18708,1031,5203,0.17648,0.19768
2007,46-65 y.,West,CDU/CSU,0.17825,1088,5203,0.16785,0.18865
2007,46-65 y.,West,FDP,0.01797,142,5203,0.01436,0.02158
