year,age_gr,bula_h,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,17-29 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.68136,338,408,0.63609,0.72663
1997,17-29 y.,Baden-Wuerttemberg,SPD,0.08214,36,408,0.05546,0.10881
1997,17-29 y.,Baden-Wuerttemberg,CDU/CSU,0.11497,34,408,0.08398,0.14596
1997,17-29 y.,Bavaria,Not leaning towards specific party,0.68859,288,364,0.64096,0.73623
1997,17-29 y.,Bavaria,SPD,0.09610,35,364,0.06578,0.12642
1997,17-29 y.,Bavaria,CDU/CSU,0.13075,41,364,0.09606,0.16543
1997,17-29 y.,Berlin,Not leaning towards specific party,0.68281,72,72,0.57456,0.79106
1997,17-29 y.,Brandenburg,Not leaning towards specific party,0.72596,108,108,0.64145,0.81047
1997,17-29 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.81507,81,81,0.72999,0.90014
1997,17-29 y.,Saxony,Not leaning towards specific party,0.80576,189,189,0.74921,0.86231
1997,17-29 y.,Saxony-Anhalt,Not leaning towards specific party,0.78234,130,130,0.71113,0.85355
1997,17-29 y.,Thuringa,Not leaning towards specific party,0.80020,130,130,0.73120,0.86920
1997,30-45 y.,Schleswig-Holstein,Not leaning towards specific party,0.46757,49,49,0.32642,0.60873
1997,30-45 y.,Lower Saxony,Not leaning towards specific party,0.52887,205,332,0.47510,0.58265
1997,30-45 y.,Lower Saxony,SPD,0.23550,79,332,0.18979,0.28121
1997,30-45 y.,Lower Saxony,CDU/CSU,0.12634,48,332,0.09055,0.16214
1997,30-45 y.,North Rhine-Westphalia,Not leaning towards specific party,0.50400,465,858,0.47053,0.53748
1997,30-45 y.,North Rhine-Westphalia,SPD,0.22294,200,858,0.19507,0.25080
1997,30-45 y.,North Rhine-Westphalia,CDU/CSU,0.17600,138,858,0.15050,0.20150
1997,30-45 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.07921,55,858,0.06113,0.09729
1997,30-45 y.,Hesse,Not leaning towards specific party,0.51395,154,259,0.45296,0.57494
1997,30-45 y.,Hesse,SPD,0.22387,62,259,0.17301,0.27474
1997,30-45 y.,Hesse,CDU/CSU,0.17814,43,259,0.13145,0.22483
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.61797,165,214,0.55272,0.68322
1997,30-45 y.,"Rhineland-Palatinate, Saarland",SPD,0.17194,49,214,0.12126,0.22261
1997,30-45 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.58380,371,575,0.54347,0.62413
1997,30-45 y.,Baden-Wuerttemberg,SPD,0.13863,92,575,0.11036,0.16690
1997,30-45 y.,Baden-Wuerttemberg,CDU/CSU,0.15048,72,575,0.12123,0.17973
1997,30-45 y.,Baden-Wuerttemberg,Bündnis90/Grüne,0.09136,40,575,0.06779,0.11493
1997,30-45 y.,Bavaria,Not leaning towards specific party,0.61649,372,527,0.57494,0.65805
1997,30-45 y.,Bavaria,SPD,0.13275,70,527,0.10375,0.16174
1997,30-45 y.,Bavaria,CDU/CSU,0.15424,85,527,0.12337,0.18510
1997,30-45 y.,Berlin,Not leaning towards specific party,0.55589,108,108,0.46174,0.65003
1997,30-45 y.,Brandenburg,Not leaning towards specific party,0.71074,143,143,0.63616,0.78532
1997,30-45 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.78815,89,89,0.70277,0.87352
1997,30-45 y.,Saxony,Not leaning towards specific party,0.73082,258,312,0.68153,0.78012
1997,30-45 y.,Saxony,CDU/CSU,0.17976,54,312,0.13708,0.22244
1997,30-45 y.,Saxony-Anhalt,Not leaning towards specific party,0.74068,144,144,0.66885,0.81251
1997,30-45 y.,Thuringa,Not leaning towards specific party,0.78713,189,189,0.72862,0.84565
1997,46-65 y.,Lower Saxony,Not leaning towards specific party,0.42559,137,292,0.36878,0.48240
1997,46-65 y.,Lower Saxony,SPD,0.29147,89,292,0.23926,0.34369
1997,46-65 y.,Lower Saxony,CDU/CSU,0.24993,66,292,0.20018,0.29968
1997,46-65 y.,North Rhine-Westphalia,Not leaning towards specific party,0.37638,346,703,0.34054,0.41222
1997,46-65 y.,North Rhine-Westphalia,SPD,0.32595,211,703,0.29128,0.36063
1997,46-65 y.,North Rhine-Westphalia,CDU/CSU,0.23960,146,703,0.20802,0.27117
1997,46-65 y.,Hesse,Not leaning towards specific party,0.43035,130,250,0.36886,0.49185
1997,46-65 y.,Hesse,SPD,0.28233,75,250,0.22642,0.33824
1997,46-65 y.,Hesse,CDU/CSU,0.20110,45,250,0.15131,0.25088
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.37584,73,167,0.30216,0.44952
1997,46-65 y.,"Rhineland-Palatinate, Saarland",SPD,0.28540,47,167,0.21670,0.35410
1997,46-65 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.26887,47,167,0.20142,0.33632
1997,46-65 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.48353,284,457,0.43766,0.52939
1997,46-65 y.,Baden-Wuerttemberg,SPD,0.22297,93,457,0.18477,0.26118
1997,46-65 y.,Baden-Wuerttemberg,CDU/CSU,0.24949,80,457,0.20977,0.28921
1997,46-65 y.,Bavaria,Not leaning towards specific party,0.46350,238,443,0.41701,0.50999
1997,46-65 y.,Bavaria,SPD,0.22493,86,443,0.18601,0.26386
1997,46-65 y.,Bavaria,CDU/CSU,0.27933,119,443,0.23750,0.32116
1997,46-65 y.,Berlin,Not leaning towards specific party,0.41403,75,127,0.32802,0.50003
1997,46-65 y.,Berlin,SPD,0.31725,52,127,0.23598,0.39851
1997,46-65 y.,Brandenburg,Not leaning towards specific party,0.60413,117,149,0.52534,0.68292
1997,46-65 y.,Brandenburg,SPD,0.15402,32,149,0.09586,0.21218
1997,46-65 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.59688,80,80,0.48871,0.70504
1997,46-65 y.,Saxony,Not leaning towards specific party,0.63026,230,326,0.57778,0.68274
1997,46-65 y.,Saxony,SPD,0.08351,34,326,0.05343,0.11358
1997,46-65 y.,Saxony,CDU/CSU,0.19676,62,326,0.15353,0.23998
1997,46-65 y.,Saxony-Anhalt,Not leaning towards specific party,0.61923,138,208,0.55308,0.68538
1997,46-65 y.,Saxony-Anhalt,SPD,0.14931,32,208,0.10076,0.19786
1997,46-65 y.,Saxony-Anhalt,CDU/CSU,0.15728,38,208,0.10768,0.20687
1997,46-65 y.,Thuringa,Not leaning towards specific party,0.64631,123,157,0.57128,0.72134
1997,46-65 y.,Thuringa,CDU/CSU,0.17090,34,157,0.11183,0.22997
1997,66 and older,Lower Saxony,Not leaning towards specific party,0.38832,54,118,0.30001,0.47664
1997,66 and older,Lower Saxony,SPD,0.25866,33,118,0.17931,0.33801
1997,66 and older,Lower Saxony,CDU/CSU,0.25129,31,118,0.17269,0.32988
1997,66 and older,North Rhine-Westphalia,Not leaning towards specific party,0.37680,112,269,0.31878,0.43482
1997,66 and older,North Rhine-Westphalia,SPD,0.25979,78,269,0.20729,0.31230
1997,66 and older,North Rhine-Westphalia,CDU/CSU,0.31180,79,269,0.25634,0.36726
1997,66 and older,Hesse,Not leaning towards specific party,0.39520,46,87,0.29187,0.49853
1997,66 and older,Hesse,SPD,0.39466,41,87,0.29135,0.49796
1997,66 and older,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.40889,45,79,0.29979,0.51800
1997,66 and older,"Rhineland-Palatinate, Saarland",CDU/CSU,0.32876,34,79,0.22451,0.43302
1997,66 and older,Baden-Wuerttemberg,Not leaning towards specific party,0.44899,91,185,0.37712,0.52086
1997,66 and older,Baden-Wuerttemberg,SPD,0.20872,39,185,0.15000,0.26745
1997,66 and older,Baden-Wuerttemberg,CDU/CSU,0.30155,55,185,0.23523,0.36786
1997,66 and older,Bavaria,Not leaning towards specific party,0.43075,88,170,0.35610,0.50541
1997,66 and older,Bavaria,CDU/CSU,0.37654,82,170,0.30349,0.44959
1997,66 and older,Brandenburg,Not leaning towards specific party,0.52129,34,34,0.35085,0.69173
1997,66 and older,Saxony,Not leaning towards specific party,0.57631,81,81,0.46803,0.68460
1997,66 and older,Saxony-Anhalt,Not leaning towards specific party,0.58506,45,45,0.43947,0.73064
1997,66 and older,Thuringa,Not leaning towards specific party,0.64372,54,54,0.51478,0.77265
1998,17-29 y.,Schleswig-Holstein,Not leaning towards specific party,0.71730,48,48,0.58856,0.84604
1998,17-29 y.,Lower Saxony,Not leaning towards specific party,0.64372,186,233,0.58209,0.70534
1998,17-29 y.,Lower Saxony,SPD,0.17743,47,233,0.12827,0.22659
1998,17-29 y.,North Rhine-Westphalia,Not leaning towards specific party,0.66652,446,588,0.62838,0.70466
1998,17-29 y.,North Rhine-Westphalia,SPD,0.16379,89,588,0.13385,0.19373
1998,17-29 y.,North Rhine-Westphalia,CDU/CSU,0.08430,53,588,0.06182,0.10677
1998,17-29 y.,Hesse,Not leaning towards specific party,0.66275,138,138,0.58358,0.74192
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.74830,118,118,0.66966,0.82694
1998,17-29 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.67569,341,380,0.62856,0.72282
1998,17-29 y.,Baden-Wuerttemberg,SPD,0.10909,39,380,0.07770,0.14047
1998,17-29 y.,Bavaria,Not leaning towards specific party,0.70185,299,377,0.65561,0.74809
1998,17-29 y.,Bavaria,SPD,0.08947,37,377,0.06062,0.11832
1998,17-29 y.,Bavaria,CDU/CSU,0.13216,41,377,0.09793,0.16639
1998,17-29 y.,Berlin,Not leaning towards specific party,0.64614,78,78,0.53933,0.75294
1998,17-29 y.,Brandenburg,Not leaning towards specific party,0.70826,113,113,0.62407,0.79245
1998,17-29 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.79359,80,80,0.70434,0.88284
1998,17-29 y.,Saxony,Not leaning towards specific party,0.82502,210,210,0.77350,0.87653
1998,17-29 y.,Saxony-Anhalt,Not leaning towards specific party,0.72196,117,117,0.64043,0.80350
1998,17-29 y.,Thuringa,Not leaning towards specific party,0.85641,144,144,0.79894,0.91389
1998,30-45 y.,Schleswig-Holstein,Not leaning towards specific party,0.41968,54,92,0.31828,0.52108
1998,30-45 y.,Schleswig-Holstein,SPD,0.26194,38,92,0.17160,0.35229
1998,30-45 y.,Lower Saxony,Not leaning towards specific party,0.46677,207,385,0.41687,0.51667
1998,30-45 y.,Lower Saxony,SPD,0.28067,115,385,0.23573,0.32561
1998,30-45 y.,Lower Saxony,CDU/CSU,0.13780,63,385,0.10332,0.17228
1998,30-45 y.,North Rhine-Westphalia,Not leaning towards specific party,0.48050,494,945,0.44863,0.51237
1998,30-45 y.,North Rhine-Westphalia,SPD,0.25118,259,945,0.22352,0.27885
1998,30-45 y.,North Rhine-Westphalia,CDU/CSU,0.15565,131,945,0.13253,0.17878
1998,30-45 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.06711,61,945,0.05115,0.08307
1998,30-45 y.,Hesse,Not leaning towards specific party,0.58721,183,281,0.52954,0.64487
1998,30-45 y.,Hesse,SPD,0.17174,57,281,0.12756,0.21591
1998,30-45 y.,Hesse,CDU/CSU,0.13593,41,281,0.09579,0.17608
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.55162,180,245,0.48922,0.61403
1998,30-45 y.,"Rhineland-Palatinate, Saarland",SPD,0.24774,65,245,0.19357,0.30191
1998,30-45 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.57794,381,618,0.53897,0.61691
1998,30-45 y.,Baden-Wuerttemberg,SPD,0.17398,129,618,0.14407,0.20390
1998,30-45 y.,Baden-Wuerttemberg,CDU/CSU,0.10818,67,618,0.08367,0.13269
1998,30-45 y.,Baden-Wuerttemberg,Bündnis90/Grüne,0.07795,41,618,0.05679,0.09910
1998,30-45 y.,Bavaria,Not leaning towards specific party,0.61365,416,590,0.57433,0.65298
1998,30-45 y.,Bavaria,SPD,0.16637,90,590,0.13629,0.19644
1998,30-45 y.,Bavaria,CDU/CSU,0.12897,84,590,0.10190,0.15604
1998,30-45 y.,Berlin,Not leaning towards specific party,0.54172,106,106,0.44641,0.63702
1998,30-45 y.,Brandenburg,Not leaning towards specific party,0.73192,135,135,0.65692,0.80692
1998,30-45 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.75966,98,98,0.67463,0.84469
1998,30-45 y.,Saxony,Not leaning towards specific party,0.76577,295,295,0.71736,0.81418
1998,30-45 y.,Saxony-Anhalt,Not leaning towards specific party,0.74712,147,147,0.67662,0.81763
1998,30-45 y.,Thuringa,Not leaning towards specific party,0.74843,189,189,0.68640,0.81046
1998,46-65 y.,Schleswig-Holstein,Not leaning towards specific party,0.23816,31,67,0.13539,0.34092
1998,46-65 y.,Schleswig-Holstein,SPD,0.37053,36,67,0.25401,0.48704
1998,46-65 y.,Lower Saxony,Not leaning towards specific party,0.31541,122,329,0.26512,0.36570
1998,46-65 y.,Lower Saxony,SPD,0.34102,121,329,0.28971,0.39232
1998,46-65 y.,Lower Saxony,CDU/CSU,0.27063,86,329,0.22255,0.31871
1998,46-65 y.,North Rhine-Westphalia,Not leaning towards specific party,0.40084,397,839,0.36765,0.43402
1998,46-65 y.,North Rhine-Westphalia,SPD,0.31482,261,839,0.28337,0.34626
1998,46-65 y.,North Rhine-Westphalia,CDU/CSU,0.22764,181,839,0.19925,0.25603
1998,46-65 y.,Hesse,Not leaning towards specific party,0.43609,157,291,0.37901,0.49316
1998,46-65 y.,Hesse,SPD,0.28551,91,291,0.23353,0.33750
1998,46-65 y.,Hesse,CDU/CSU,0.17593,43,291,0.13210,0.21975
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.43561,96,202,0.36706,0.50416
1998,46-65 y.,"Rhineland-Palatinate, Saarland",SPD,0.28823,57,202,0.22561,0.35085
1998,46-65 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.19781,49,202,0.14274,0.25288
1998,46-65 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.46391,301,485,0.41948,0.50834
1998,46-65 y.,Baden-Wuerttemberg,SPD,0.20077,88,485,0.16508,0.23645
1998,46-65 y.,Baden-Wuerttemberg,CDU/CSU,0.25333,96,485,0.21459,0.29208
1998,46-65 y.,Bavaria,Not leaning towards specific party,0.46651,288,526,0.42383,0.50918
1998,46-65 y.,Bavaria,SPD,0.23585,111,526,0.19954,0.27217
1998,46-65 y.,Bavaria,CDU/CSU,0.25071,127,526,0.21363,0.28778
1998,46-65 y.,Berlin,Not leaning towards specific party,0.41165,75,121,0.32360,0.49970
1998,46-65 y.,Berlin,SPD,0.28538,46,121,0.20458,0.36618
1998,46-65 y.,Brandenburg,Not leaning towards specific party,0.57269,120,163,0.49652,0.64887
1998,46-65 y.,Brandenburg,SPD,0.19518,43,163,0.13415,0.25621
1998,46-65 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.60319,85,85,0.49856,0.70781
1998,46-65 y.,Saxony,Not leaning towards specific party,0.61752,237,346,0.56624,0.66881
1998,46-65 y.,Saxony,SPD,0.11730,51,346,0.08334,0.15125
1998,46-65 y.,Saxony,CDU/CSU,0.17281,58,346,0.13291,0.21271
1998,46-65 y.,Saxony-Anhalt,Not leaning towards specific party,0.65488,160,223,0.59234,0.71741
1998,46-65 y.,Saxony-Anhalt,SPD,0.11379,31,223,0.07202,0.15556
1998,46-65 y.,Saxony-Anhalt,CDU/CSU,0.13277,32,223,0.08813,0.17740
1998,46-65 y.,Thuringa,Not leaning towards specific party,0.62871,141,176,0.55712,0.70029
1998,46-65 y.,Thuringa,CDU/CSU,0.16943,35,176,0.11385,0.22501
1998,66 and older,Lower Saxony,Not leaning towards specific party,0.37489,54,139,0.29412,0.45566
1998,66 and older,Lower Saxony,SPD,0.31708,47,139,0.23944,0.39472
1998,66 and older,Lower Saxony,CDU/CSU,0.24440,38,139,0.17270,0.31610
1998,66 and older,North Rhine-Westphalia,Not leaning towards specific party,0.34984,134,336,0.29877,0.40091
1998,66 and older,North Rhine-Westphalia,SPD,0.27631,98,336,0.22843,0.32420
1998,66 and older,North Rhine-Westphalia,CDU/CSU,0.33154,104,336,0.28113,0.38195
1998,66 and older,Hesse,Not leaning towards specific party,0.42330,58,99,0.32548,0.52113
1998,66 and older,Hesse,SPD,0.35820,41,99,0.26327,0.45313
1998,66 and older,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.41100,56,98,0.31309,0.50892
1998,66 and older,"Rhineland-Palatinate, Saarland",CDU/CSU,0.33288,42,98,0.23910,0.42666
1998,66 and older,Baden-Wuerttemberg,Not leaning towards specific party,0.43189,98,199,0.36290,0.50089
1998,66 and older,Baden-Wuerttemberg,SPD,0.21040,42,199,0.15362,0.26717
1998,66 and older,Baden-Wuerttemberg,CDU/CSU,0.28489,59,199,0.22202,0.34776
1998,66 and older,Bavaria,Not leaning towards specific party,0.41802,129,267,0.35875,0.47730
1998,66 and older,Bavaria,SPD,0.20910,51,267,0.16023,0.25797
1998,66 and older,Bavaria,CDU/CSU,0.33576,87,267,0.27901,0.39252
1998,66 and older,Saxony,Not leaning towards specific party,0.61703,87,87,0.51429,0.71977
1998,66 and older,Saxony-Anhalt,Not leaning towards specific party,0.57142,48,48,0.42993,0.71290
1998,66 and older,Thuringa,Not leaning towards specific party,0.67437,68,68,0.56216,0.78658
1999,17-29 y.,Schleswig-Holstein,Not leaning towards specific party,0.61903,39,39,0.46462,0.77343
1999,17-29 y.,Lower Saxony,Not leaning towards specific party,0.60039,163,241,0.53842,0.66236
1999,17-29 y.,Lower Saxony,SPD,0.15288,41,241,0.10735,0.19841
1999,17-29 y.,Lower Saxony,CDU/CSU,0.18186,37,241,0.13306,0.23067
1999,17-29 y.,North Rhine-Westphalia,Not leaning towards specific party,0.58779,359,536,0.54608,0.62950
1999,17-29 y.,North Rhine-Westphalia,SPD,0.17594,92,536,0.14368,0.20821
1999,17-29 y.,North Rhine-Westphalia,CDU/CSU,0.13891,85,536,0.10961,0.16822
1999,17-29 y.,Hesse,Not leaning towards specific party,0.57951,113,113,0.48809,0.67094
1999,17-29 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.72754,95,95,0.63754,0.81755
1999,17-29 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.67343,306,385,0.62652,0.72033
1999,17-29 y.,Baden-Wuerttemberg,SPD,0.10362,42,385,0.07314,0.13410
1999,17-29 y.,Baden-Wuerttemberg,CDU/CSU,0.11830,37,385,0.08600,0.15060
1999,17-29 y.,Bavaria,Not leaning towards specific party,0.65801,254,356,0.60866,0.70736
1999,17-29 y.,Bavaria,SPD,0.08414,37,356,0.05527,0.11302
1999,17-29 y.,Bavaria,CDU/CSU,0.20433,65,356,0.16239,0.24627
1999,17-29 y.,Berlin,Not leaning towards specific party,0.57263,71,71,0.45674,0.68852
1999,17-29 y.,Brandenburg,Not leaning towards specific party,0.69791,98,98,0.60654,0.78929
1999,17-29 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.72866,68,68,0.62219,0.83513
1999,17-29 y.,Saxony,Not leaning towards specific party,0.71630,178,178,0.64989,0.78271
1999,17-29 y.,Saxony-Anhalt,Not leaning towards specific party,0.63199,108,108,0.54061,0.72337
1999,17-29 y.,Thuringa,Not leaning towards specific party,0.72697,122,122,0.64759,0.80635
1999,30-45 y.,Schleswig-Holstein,Not leaning towards specific party,0.43158,54,94,0.33092,0.53225
1999,30-45 y.,Schleswig-Holstein,SPD,0.31455,40,94,0.22018,0.40892
1999,30-45 y.,Lower Saxony,Not leaning towards specific party,0.44767,203,387,0.39806,0.49728
1999,30-45 y.,Lower Saxony,SPD,0.28598,111,387,0.24090,0.33106
1999,30-45 y.,Lower Saxony,CDU/CSU,0.17671,73,387,0.13866,0.21477
1999,30-45 y.,North Rhine-Westphalia,Not leaning towards specific party,0.46340,458,905,0.43089,0.49591
1999,30-45 y.,North Rhine-Westphalia,SPD,0.26285,248,905,0.23415,0.29154
1999,30-45 y.,North Rhine-Westphalia,CDU/CSU,0.18231,159,905,0.15714,0.20748
1999,30-45 y.,North Rhine-Westphalia,Bündnis90/Grüne,0.04259,40,905,0.02943,0.05575
1999,30-45 y.,Hesse,Not leaning towards specific party,0.52720,157,267,0.46720,0.58720
1999,30-45 y.,Hesse,SPD,0.21641,62,267,0.16692,0.26590
1999,30-45 y.,Hesse,CDU/CSU,0.14988,48,267,0.10698,0.19278
1999,30-45 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.51268,158,274,0.45339,0.57197
1999,30-45 y.,"Rhineland-Palatinate, Saarland",SPD,0.23650,72,274,0.18610,0.28691
1999,30-45 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.16964,44,274,0.12512,0.21416
1999,30-45 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.55344,364,607,0.51386,0.59302
1999,30-45 y.,Baden-Wuerttemberg,SPD,0.18776,124,607,0.15666,0.21885
1999,30-45 y.,Baden-Wuerttemberg,CDU/CSU,0.15916,85,607,0.13003,0.18828
1999,30-45 y.,Baden-Wuerttemberg,Bündnis90/Grüne,0.06176,34,607,0.04259,0.08092
1999,30-45 y.,Bavaria,Not leaning towards specific party,0.51403,352,593,0.47377,0.55429
1999,30-45 y.,Bavaria,SPD,0.19150,111,593,0.15980,0.22320
1999,30-45 y.,Bavaria,CDU/CSU,0.20993,130,593,0.17712,0.24273
1999,30-45 y.,Berlin,Not leaning towards specific party,0.49076,94,94,0.38915,0.59236
1999,30-45 y.,Brandenburg,Not leaning towards specific party,0.67482,122,122,0.59135,0.75829
1999,30-45 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.73111,90,90,0.63899,0.82322
1999,30-45 y.,Saxony,Not leaning towards specific party,0.65983,260,342,0.60954,0.71011
1999,30-45 y.,Saxony,SPD,0.09788,36,342,0.06634,0.12942
1999,30-45 y.,Saxony,CDU/CSU,0.13721,46,342,0.10069,0.17373
1999,30-45 y.,Saxony-Anhalt,Not leaning towards specific party,0.69847,130,163,0.62780,0.76914
1999,30-45 y.,Saxony-Anhalt,SPD,0.14178,33,163,0.08806,0.19550
1999,30-45 y.,Thuringa,Not leaning towards specific party,0.64401,164,164,0.57051,0.71752
1999,46-65 y.,Schleswig-Holstein,SPD,0.39732,38,38,0.23965,0.55500
1999,46-65 y.,Lower Saxony,Not leaning towards specific party,0.32573,109,325,0.27470,0.37676
1999,46-65 y.,Lower Saxony,SPD,0.35275,129,325,0.30072,0.40478
1999,46-65 y.,Lower Saxony,CDU/CSU,0.27590,87,325,0.22723,0.32457
1999,46-65 y.,North Rhine-Westphalia,Not leaning towards specific party,0.40537,385,792,0.37115,0.43958
1999,46-65 y.,North Rhine-Westphalia,SPD,0.29998,235,792,0.26804,0.33191
1999,46-65 y.,North Rhine-Westphalia,CDU/CSU,0.22234,172,792,0.19337,0.25132
1999,46-65 y.,Hesse,Not leaning towards specific party,0.43162,151,275,0.37297,0.49027
1999,46-65 y.,Hesse,SPD,0.26109,78,275,0.20908,0.31310
1999,46-65 y.,Hesse,CDU/CSU,0.22219,46,275,0.17297,0.27142
1999,46-65 y.,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.39055,84,196,0.32208,0.45903
1999,46-65 y.,"Rhineland-Palatinate, Saarland",SPD,0.29800,59,196,0.23380,0.36220
1999,46-65 y.,"Rhineland-Palatinate, Saarland",CDU/CSU,0.26215,53,196,0.20042,0.32388
1999,46-65 y.,Baden-Wuerttemberg,Not leaning towards specific party,0.48082,262,440,0.43409,0.52756
1999,46-65 y.,Baden-Wuerttemberg,SPD,0.18811,83,440,0.15155,0.22467
1999,46-65 y.,Baden-Wuerttemberg,CDU/CSU,0.25000,95,440,0.20949,0.29051
1999,46-65 y.,Bavaria,Not leaning towards specific party,0.42473,243,494,0.38110,0.46836
1999,46-65 y.,Bavaria,SPD,0.23915,110,494,0.20150,0.27681
1999,46-65 y.,Bavaria,CDU/CSU,0.29967,141,494,0.25923,0.34011
1999,46-65 y.,Berlin,Not leaning towards specific party,0.35880,59,117,0.27151,0.44608
1999,46-65 y.,Berlin,SPD,0.35387,58,117,0.26685,0.44089
1999,46-65 y.,Brandenburg,Not leaning towards specific party,0.49417,99,147,0.41307,0.57527
1999,46-65 y.,Brandenburg,SPD,0.21092,48,147,0.14474,0.27709
1999,46-65 y.,Mecklenburg-Western Pomerania,Not leaning towards specific party,0.48272,65,65,0.36030,0.60515
1999,46-65 y.,Saxony,Not leaning towards specific party,0.59371,217,340,0.54143,0.64600
1999,46-65 y.,Saxony,SPD,0.13753,61,340,0.10086,0.17419
1999,46-65 y.,Saxony,CDU/CSU,0.18536,62,340,0.14400,0.22673
1999,46-65 y.,Saxony-Anhalt,Not leaning towards specific party,0.60686,150,220,0.54217,0.67155
1999,46-65 y.,Saxony-Anhalt,SPD,0.15376,36,220,0.10599,0.20154
1999,46-65 y.,Saxony-Anhalt,CDU/CSU,0.14626,34,220,0.09946,0.19307
1999,46-65 y.,Thuringa,Not leaning towards specific party,0.57335,127,209,0.50614,0.64057
1999,46-65 y.,Thuringa,SPD,0.15820,35,209,0.10860,0.20779
1999,46-65 y.,Thuringa,CDU/CSU,0.20358,47,209,0.14886,0.25830
1999,66 and older,Lower Saxony,Not leaning towards specific party,0.31906,48,135,0.24014,0.39798
1999,66 and older,Lower Saxony,SPD,0.26964,40,135,0.19450,0.34478
1999,66 and older,Lower Saxony,CDU/CSU,0.33134,47,135,0.25164,0.41103
1999,66 and older,North Rhine-Westphalia,Not leaning towards specific party,0.37215,128,315,0.31868,0.42561
1999,66 and older,North Rhine-Westphalia,SPD,0.24448,81,315,0.19694,0.29201
1999,66 and older,North Rhine-Westphalia,CDU/CSU,0.35297,106,315,0.30011,0.40583
1999,66 and older,Hesse,Not leaning towards specific party,0.41712,57,94,0.31691,0.51734
1999,66 and older,Hesse,SPD,0.31965,37,94,0.22487,0.41443
1999,66 and older,"Rhineland-Palatinate, Saarland",Not leaning towards specific party,0.42337,55,95,0.32349,0.52326
1999,66 and older,"Rhineland-Palatinate, Saarland",CDU/CSU,0.33562,40,95,0.24016,0.43108
1999,66 and older,Baden-Wuerttemberg,Not leaning towards specific party,0.33672,83,202,0.27139,0.40206
1999,66 and older,Baden-Wuerttemberg,SPD,0.23241,48,202,0.17401,0.29080
1999,66 and older,Baden-Wuerttemberg,CDU/CSU,0.37198,71,202,0.30516,0.43880
1999,66 and older,Bavaria,Not leaning towards specific party,0.39146,112,263,0.33236,0.45056
1999,66 and older,Bavaria,SPD,0.18536,45,263,0.13831,0.23242
1999,66 and older,Bavaria,CDU/CSU,0.39959,106,263,0.34028,0.45890
1999,66 and older,Brandenburg,Not leaning towards specific party,0.41624,31,31,0.23985,0.59264
1999,66 and older,Saxony,Not leaning towards specific party,0.47015,68,104,0.37376,0.56654
1999,66 and older,Saxony,SPD,0.24231,36,104,0.15956,0.32506
1999,66 and older,Saxony-Anhalt,Not leaning towards specific party,0.51636,44,44,0.36699,0.66573
1999,66 and older,Thuringa,Not leaning towards specific party,0.53687,51,51,0.39865,0.67509
2000,17-29 y.,Schleswig-Holstein,Not leaning towards specific party,0.67124,72,72,0.56197,0.78051
2000,17-29 y.,Lower Saxony,Not leaning towards specific party,0.60768,248,358,0.55703,0.65833
2000,17-29 y.,Lower Saxony,SPD,0.15952,63,358,0.12154,0.19750
2000,17-29 y.,Lower Saxony,CDU/CSU,0.13810,47,358,0.10232,0.17389
2000,17-29 y.,North Rhine-Westphalia,Not leaning towards specific party,0.66283,637,913,0.63215,0.69351
2000,17-29 y.,North Rhine-Westphalia,SPD,0.15660,138,913,0.13301,0.18019
