year,hhtyp,sampreg,hlc0080_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2011,Single parent,West,Yes,0.13808,303,16229,0.13759,0.13858
2011,Single parent,West,No,0.86192,1465,16229,0.86142,0.86241
2011,Single parent,East,Yes,0.25630,156,16229,0.25502,0.25758
2011,Single parent,East,No,0.74370,359,16229,0.74242,0.74498
2011,Couple with children,West,Yes,0.03496,284,16229,0.03483,0.03510
2011,Couple with children,West,No,0.96504,4556,16229,0.96490,0.96517
2011,Couple with children,East,Yes,0.05331,97,16229,0.05293,0.05370
2011,Couple with children,East,No,0.94669,1053,16229,0.94630,0.94707
2011,Multi-generational household,West,No,1.00000,84,16229,1.00000,1.00000
2011,Other Combinations,West,No,1.00000,77,16229,1.00000,1.00000
2012,Single-person household,West,Yes,0.03153,76,15889,0.03143,0.03162
2012,Single-person household,West,No,0.96847,2642,15889,0.96838,0.96857
2012,Single-person household,East,Yes,0.05945,54,15889,0.05918,0.05971
2012,Single-person household,East,No,0.94055,868,15889,0.94029,0.94082
2012,Couple without children,West,No,1.00000,3283,15889,1.00000,1.00000
2012,Couple without children,East,No,1.00000,1086,15889,1.00000,1.00000
2012,Single parent,West,Yes,0.11210,260,15889,0.11164,0.11256
2012,Single parent,West,No,0.88790,1392,15889,0.88744,0.88836
2012,Single parent,East,Yes,0.24638,143,15889,0.24509,0.24766
2012,Single parent,East,No,0.75362,348,15889,0.75234,0.75491
2012,Couple with children,West,Yes,0.03180,249,15889,0.03167,0.03192
2012,Couple with children,West,No,0.96820,4277,15889,0.96808,0.96833
2012,Couple with children,East,Yes,0.05575,88,15889,0.05533,0.05616
2012,Couple with children,East,No,0.94425,967,15889,0.94384,0.94467
2012,Multi-generational household,West,No,1.00000,83,15889,1.00000,1.00000
2012,Other Combinations,West,No,1.00000,73,15889,1.00000,1.00000
2013,Single-person household,West,Yes,0.02717,76,17409,0.02708,0.02726
2013,Single-person household,West,No,0.97283,2833,17409,0.97274,0.97292
2013,Single-person household,East,Yes,0.05942,50,17409,0.05916,0.05969
2013,Single-person household,East,No,0.94058,836,17409,0.94031,0.94084
2013,Couple without children,West,No,1.00000,3458,17409,1.00000,1.00000
2013,Couple without children,East,No,1.00000,1080,17409,1.00000,1.00000
2013,Single parent,West,Yes,0.09196,207,17409,0.09154,0.09238
2013,Single parent,West,No,0.90804,1545,17409,0.90762,0.90846
2013,Single parent,East,Yes,0.22879,122,17409,0.22750,0.23008
2013,Single parent,East,No,0.77121,343,17409,0.76992,0.77250
2013,Couple with children,West,Yes,0.02502,262,17409,0.02491,0.02514
2013,Couple with children,West,No,0.97498,5132,17409,0.97486,0.97509
2013,Couple with children,East,Yes,0.05421,80,17409,0.05380,0.05462
2013,Couple with children,East,No,0.94579,978,17409,0.94538,0.94620
2013,Multi-generational household,West,No,1.00000,106,17409,1.00000,1.00000
2013,Other Combinations,West,No,1.00000,301,17409,1.00000,1.00000
2014,Single-person household,West,Yes,0.02904,70,15584,0.02894,0.02913
2014,Single-person household,West,No,0.97096,2590,15584,0.97087,0.97106
2014,Single-person household,East,Yes,0.04714,40,15584,0.04691,0.04737
2014,Single-person household,East,No,0.95286,841,15584,0.95263,0.95309
2014,Couple without children,West,No,1.00000,3232,15584,1.00000,1.00000
2014,Couple without children,East,No,1.00000,1061,15584,1.00000,1.00000
2014,Single parent,West,Yes,0.08143,154,15584,0.08105,0.08182
2014,Single parent,West,No,0.91857,1265,15584,0.91818,0.91895
2014,Single parent,East,Yes,0.17406,76,15584,0.17292,0.17520
2014,Single parent,East,No,0.82594,311,15584,0.82480,0.82708
2014,Couple with children,West,Yes,0.02508,215,15584,0.02497,0.02519
2014,Couple with children,West,No,0.97492,4461,15584,0.97481,0.97503
2014,Couple with children,East,Yes,0.05016,75,15584,0.04978,0.05054
2014,Couple with children,East,No,0.94984,887,15584,0.94946,0.95022
2014,Multi-generational household,West,No,1.00000,91,15584,1.00000,1.00000
2014,Other Combinations,West,No,1.00000,215,15584,1.00000,1.00000
2015,Single-person household,West,Yes,0.02500,63,15299,0.02492,0.02509
2015,Single-person household,West,No,0.97500,2633,15299,0.97491,0.97508
2015,Single-person household,East,Yes,0.04733,36,15299,0.04709,0.04756
2015,Single-person household,East,No,0.95267,812,15299,0.95244,0.95291
2015,Couple without children,West,No,1.00000,3236,15299,1.00000,1.00000
2015,Couple without children,East,No,1.00000,1028,15299,1.00000,1.00000
2015,Single parent,West,Yes,0.06605,118,15299,0.06571,0.06640
2015,Single parent,West,No,0.93395,1204,15299,0.93360,0.93429
2015,Single parent,East,Yes,0.15229,59,15299,0.15117,0.15340
2015,Single parent,East,No,0.84771,293,15299,0.84660,0.84883
2015,Couple with children,West,Yes,0.02038,179,15299,0.02027,0.02048
2015,Couple with children,West,No,0.97962,4424,15299,0.97952,0.97973
2015,Couple with children,East,Yes,0.03984,51,15299,0.03948,0.04019
2015,Couple with children,East,No,0.96016,832,15299,0.95981,0.96052
2015,Multi-generational household,West,No,1.00000,101,15299,1.00000,1.00000
2015,Other Combinations,West,No,1.00000,198,15299,1.00000,1.00000
2015,Other Combinations,East,No,1.00000,32,15299,1.00000,1.00000
2016,Single-person household,West,Yes,0.02493,70,14057,0.02485,0.02502
2016,Single-person household,West,No,0.97507,2448,14057,0.97498,0.97515
2016,Single-person household,East,Yes,0.03659,32,14057,0.03639,0.03679
2016,Single-person household,East,No,0.96341,812,14057,0.96321,0.96361
2016,Couple without children,West,No,1.00000,3047,14057,1.00000,1.00000
2016,Couple without children,East,No,1.00000,994,14057,1.00000,1.00000
2016,Single parent,West,Yes,0.06493,97,14057,0.06458,0.06527
2016,Single parent,West,No,0.93507,1083,14057,0.93473,0.93542
2016,Single parent,East,Yes,0.10702,43,14057,0.10608,0.10797
2016,Single parent,East,No,0.89298,287,14057,0.89203,0.89392
2016,Couple with children,West,Yes,0.02235,142,14057,0.02224,0.02246
2016,Couple with children,West,No,0.97765,3966,14057,0.97754,0.97776
2016,Couple with children,East,Yes,0.03311,41,14057,0.03280,0.03342
2016,Couple with children,East,No,0.96689,764,14057,0.96658,0.96720
2016,Multi-generational household,West,No,1.00000,75,14057,1.00000,1.00000
2016,Other Combinations,West,No,1.00000,156,14057,1.00000,1.00000
2017,Single-person household,West,Yes,0.02165,78,17258,0.02157,0.02172
2017,Single-person household,West,No,0.97835,3007,17258,0.97828,0.97843
2017,Single-person household,East,Yes,0.04669,47,17258,0.04646,0.04691
2017,Single-person household,East,No,0.95331,973,17258,0.95309,0.95354
2017,Couple without children,West,No,1.00000,3500,17258,1.00000,1.00000
2017,Couple without children,East,No,1.00000,1125,17258,1.00000,1.00000
2017,Single parent,West,Yes,0.05945,106,17258,0.05911,0.05978
2017,Single parent,West,No,0.94055,1222,17258,0.94022,0.94089
2017,Single parent,East,Yes,0.09998,48,17258,0.09905,0.10090
2017,Single parent,East,No,0.90002,316,17258,0.89910,0.90095
2017,Couple with children,West,Yes,0.01914,214,17258,0.01904,0.01924
2017,Couple with children,West,No,0.98086,5063,17258,0.98076,0.98096
2017,Couple with children,East,Yes,0.02984,46,17258,0.02955,0.03014
2017,Couple with children,East,No,0.97016,1046,17258,0.96986,0.97045
2017,Multi-generational household,West,No,1.00000,106,17258,1.00000,1.00000
2017,Other Combinations,West,No,1.00000,312,17258,1.00000,1.00000
2017,Other Combinations,East,No,1.00000,49,17258,1.00000,1.00000
2018,Single-person household,West,Yes,0.02231,125,17683,0.02223,0.02239
2018,Single-person household,West,No,0.97769,3227,17683,0.97761,0.97777
2018,Single-person household,East,Yes,0.04638,61,17683,0.04615,0.04661
2018,Single-person household,East,No,0.95362,1023,17683,0.95339,0.95385
2018,Couple without children,West,Yes,0.00464,39,17683,0.00460,0.00468
2018,Couple without children,West,No,0.99536,3441,17683,0.99532,0.99540
2018,Couple without children,East,No,1.00000,1122,17683,1.00000,1.00000
2018,Single parent,West,Yes,0.06403,125,17683,0.06368,0.06438
2018,Single parent,West,No,0.93597,1235,17683,0.93562,0.93632
2018,Single parent,East,Yes,0.11006,40,17683,0.10912,0.11101
2018,Single parent,East,No,0.88994,332,17683,0.88899,0.89088
2018,Couple with children,West,Yes,0.02511,355,17683,0.02500,0.02522
2018,Couple with children,West,No,0.97489,4953,17683,0.97478,0.97500
2018,Couple with children,East,Yes,0.02654,70,17683,0.02626,0.02681
2018,Couple with children,East,No,0.97346,1012,17683,0.97319,0.97374
2018,Multi-generational household,West,No,1.00000,121,17683,1.00000,1.00000
2018,Other Combinations,West,Yes,0.03732,33,17683,0.03677,0.03788
2018,Other Combinations,West,No,0.96268,323,17683,0.96212,0.96323
2018,Other Combinations,East,No,1.00000,46,17683,1.00000,1.00000
2019,Single-person household,West,Yes,0.03166,121,18156,0.03157,0.03176
2019,Single-person household,West,No,0.96834,3351,18156,0.96824,0.96843
2019,Single-person household,East,Yes,0.04444,49,18156,0.04421,0.04466
2019,Single-person household,East,No,0.95556,1009,18156,0.95534,0.95579
2019,Couple without children,West,No,1.00000,3846,18156,1.00000,1.00000
2019,Couple without children,East,No,1.00000,1247,18156,1.00000,1.00000
2019,Single parent,West,Yes,0.05458,77,18156,0.05426,0.05490
2019,Single parent,West,No,0.94542,1173,18156,0.94510,0.94574
2019,Single parent,East,Yes,0.09536,33,18156,0.09448,0.09624
2019,Single parent,East,No,0.90464,324,18156,0.90376,0.90552
2019,Couple with children,West,Yes,0.02244,223,18156,0.02233,0.02254
2019,Couple with children,West,No,0.97756,5127,18156,0.97746,0.97767
2019,Couple with children,East,Yes,0.02393,42,18156,0.02366,0.02420
2019,Couple with children,East,No,0.97607,1085,18156,0.97580,0.97634
2019,Multi-generational household,West,No,1.00000,104,18156,1.00000,1.00000
2019,Other Combinations,West,No,1.00000,299,18156,1.00000,1.00000
2019,Other Combinations,East,No,1.00000,46,18156,1.00000,1.00000
2020,Single-person household,West,Yes,0.02707,128,18967,0.02699,0.02716
2020,Single-person household,West,No,0.97293,4056,18967,0.97284,0.97301
2020,Single-person household,East,Yes,0.03447,38,18967,0.03427,0.03467
2020,Single-person household,East,No,0.96553,1086,18967,0.96533,0.96573
2020,Couple without children,West,No,1.00000,3925,18967,1.00000,1.00000
2020,Couple without children,East,No,1.00000,1174,18967,1.00000,1.00000
2020,Single parent,West,Yes,0.05702,77,18967,0.05670,0.05735
2020,Single parent,West,No,0.94298,1159,18967,0.94265,0.94330
2020,Single parent,East,No,1.00000,315,18967,1.00000,1.00000
2020,Couple with children,West,Yes,0.01939,226,18967,0.01929,0.01949
2020,Couple with children,West,No,0.98061,5156,18967,0.98051,0.98071
2020,Couple with children,East,Yes,0.02427,34,18967,0.02400,0.02454
2020,Couple with children,East,No,0.97573,1027,18967,0.97546,0.97600
2020,Multi-generational household,West,No,1.00000,109,18967,1.00000,1.00000
2020,Other Combinations,West,No,1.00000,404,18967,1.00000,1.00000
2020,Other Combinations,East,No,1.00000,53,18967,1.00000,1.00000
2021,Single-person household,West,Yes,0.02139,73,12240,0.02132,0.02147
2021,Single-person household,West,No,0.97861,2689,12240,0.97853,0.97868
2021,Single-person household,East,No,1.00000,735,12240,1.00000,1.00000
2021,Couple without children,West,No,1.00000,2620,12240,1.00000,1.00000
2021,Couple without children,East,No,1.00000,812,12240,1.00000,1.00000
2021,Single parent,West,Yes,0.04530,44,12240,0.04500,0.04559
2021,Single parent,West,No,0.95470,718,12240,0.95441,0.95500
2021,Single parent,East,No,1.00000,234,12240,1.00000,1.00000
2021,Couple with children,West,Yes,0.02687,212,12240,0.02676,0.02699
2021,Couple with children,West,No,0.97313,3089,12240,0.97301,0.97324
2021,Couple with children,East,No,1.00000,624,12240,1.00000,1.00000
2021,Multi-generational household,West,No,1.00000,66,12240,1.00000,1.00000
2021,Other Combinations,West,No,1.00000,277,12240,1.00000,1.00000
2021,Other Combinations,East,No,1.00000,47,12240,1.00000,1.00000
