"hlc0080_h","year","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2012","Sonstige","701","0.962477161782351","0.948885543170061","0.976068780394642"
"Ja","2013","(Ehe-)Paar ohne Kind(er)","88","0.00759733632247251","0.00581954743340564","0.00937512521153938"
"Ja","2013","1-Pers.- Haushalt","126","0.0333253063424408","0.0276148679456102","0.0390357447392714"
"Ja","2013","Alleinerziehende","917","0.122523668165216","0.114037549886115","0.131009786444318"
"Ja","2013","Paar mit Kind(ern)","1646","0.0344615155607809","0.0322536777568431","0.0366693533647187"
"Ja","2013","Sonstige","136","0.055525213624736","0.044946030329833","0.066104396919639"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","9076","0.992402663677527","0.990624874788461","0.994180452566594"
"Nein","2013","1-Pers.- Haushalt","3669","0.966674693657559","0.960964255260729","0.97238513205439"
"Nein","2013","Alleinerziehende","4818","0.877476331834783","0.868990213555682","0.885962450113885"
"Nein","2013","Paar mit Kind(ern)","24576","0.965538484439219","0.963330646635281","0.967746322243157"
"Nein","2013","Sonstige","1664","0.944474786375264","0.933895603080361","0.955053969670167"
"Ja","2014","(Ehe-)Paar ohne Kind(er)","84","0.00674490559799564","0.00502201825419367","0.0084677929417976"
"Ja","2014","1-Pers.- Haushalt","110","0.0325200529606507","0.0266777814562009","0.0383623244651006"
"Ja","2014","Alleinerziehende","656","0.108952572959748","0.100014336844233","0.117890809075262"
"Ja","2014","Paar mit Kind(ern)","1405","0.0350740286985473","0.0326891884007522","0.0374588689963424"
"Ja","2014","Sonstige","118","0.0609336862557215","0.0484212639426644","0.0734461085687786"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","8586","0.993255094402004","0.991532207058202","0.994977981745806"
"Nein","2014","1-Pers.- Haushalt","3431","0.967479947039349","0.961637675534899","0.973322218543799"
"Nein","2014","Alleinerziehende","4012","0.891047427040252","0.882109190924738","0.899985663155767"
"Nein","2014","Paar mit Kind(ern)","21454","0.964925971301453","0.962541131003658","0.967310811599248"
"Nein","2014","Sonstige","1286","0.939066313744279","0.926553891431221","0.951578736057336"
"Ja","2015","(Ehe-)Paar ohne Kind(er)","58","0.00523272209080648","0.00370664234122036","0.0067588018403926"
"Ja","2015","1-Pers.- Haushalt","99","0.0290914280100959","0.0235582719162855","0.0346245841039064"
"Ja","2015","Alleinerziehende","503","0.0928101411026691","0.0841723966766707","0.101447885528667"
"Ja","2015","Paar mit Kind(ern)","1100","0.0280063413737797","0.0258326510849512","0.0301800316626081"
"Ja","2015","Sonstige","120","0.0427818854538027","0.0322786344830374","0.0532851364245679"
"Nein","2015","(Ehe-)Paar ohne Kind(er)","8528","0.994767277909194","0.993241198159608","0.99629335765878"
"Nein","2015","1-Pers.- Haushalt","3445","0.970908571989904","0.965375415896094","0.976441728083714"
"Nein","2015","Alleinerziehende","3832","0.907189858897331","0.898552114471333","0.915827603323329"
"Nein","2015","Paar mit Kind(ern)","21032","0.97199365862622","0.969819968337392","0.974167348915049"
"Nein","2015","Sonstige","1306","0.957218114546197","0.946714863575432","0.967721365516963"
"Ja","2016","(Ehe-)Paar ohne Kind(er)","48","0.00453081413968048","0.00307097550717467","0.0059906527721863"
"Ja","2016","1-Pers.- Haushalt","102","0.0271497134523141","0.0216561408663968","0.0326432860382314"
"Ja","2016","Alleinerziehende","403","0.0800399937260245","0.0715203607697564","0.0885596266822925"
"Ja","2016","Paar mit Kind(ern)","885","0.0289780777795478","0.0266458197009698","0.0313103358581257"
"Ja","2016","Sonstige","100","0.0601062771210965","0.0461426000019112","0.0740699542402818"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","8082","0.99546918586032","0.994009347227814","0.996929024492825"
"Nein","2016","1-Pers.- Haushalt","3260","0.972850286547686","0.967356713961769","0.978343859133603"
"Nein","2016","Alleinerziehende","3494","0.919960006273975","0.911440373317707","0.928479639230243"
"Nein","2016","Paar mit Kind(ern)","18987","0.971021922220452","0.968689664141874","0.97335418029903"
"Nein","2016","Sonstige","1013","0.939893722878903","0.925930045759718","0.953857399998089"
"Ja","2017","(Ehe-)Paar ohne Kind(er)","60","0.00531562504292362","0.00383858228409745","0.0067926678017498"
"Ja","2017","1-Pers.- Haushalt","125","0.0265228489064392","0.0216073853887279","0.0314383124241505"
"Ja","2017","Alleinerziehende","442","0.0729132049575962","0.0653353532218365","0.080491056693356"
"Ja","2017","Paar mit Kind(ern)","1301","0.0254649654431182","0.0235788195740124","0.027351111312224"
"Ja","2017","Sonstige","120","0.0661241017173896","0.0551339971273294","0.0771142063074498"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","9250","0.994684374957076","0.99320733219825","0.996161417715903"
"Nein","2017","1-Pers.- Haushalt","3980","0.973477151093561","0.968561687575849","0.978392614611272"
"Nein","2017","Alleinerziehende","4080","0.927086795042404","0.919508943306644","0.934664646778164"
"Nein","2017","Paar mit Kind(ern)","25496","0.974535034556882","0.972648888687776","0.976421180425987"
"Nein","2017","Sonstige","1844","0.933875898282611","0.92288579369255","0.944866002872671"
"Ja","2018","(Ehe-)Paar ohne Kind(er)","102","0.00567546721791904","0.00414284310109316","0.00720809133474493"
"Ja","2018","1-Pers.- Haushalt","186","0.0270501040797992","0.0222761083029441","0.0318240998566543"
"Ja","2018","Alleinerziehende","488","0.0786647898220554","0.07093358148523","0.0863959981588807"
"Ja","2018","Paar mit Kind(ern)","2125","0.0316663885454433","0.0295836873682142","0.0337490897226725"
"Ja","2018","Sonstige","208","0.0500344195050805","0.0409469683926122","0.0591218706175489"
"Nein","2018","(Ehe-)Paar ohne Kind(er)","9127","0.994324532782081","0.992791908665255","0.995857156898907"
"Nein","2018","1-Pers.- Haushalt","4250","0.972949895920201","0.968175900143346","0.977723891697056"
"Nein","2018","Alleinerziehende","4170","0.921335210177945","0.913604001841119","0.92906641851477"
"Nein","2018","Paar mit Kind(ern)","25031","0.968333611454557","0.966250910277328","0.970416312631786"
"Nein","2018","Sonstige","2003","0.94996558049492","0.940878129382451","0.959053031607388"
"Ja","2019","(Ehe-)Paar ohne Kind(er)","78","0.00527414601192239","0.00387513700023426","0.00667315502361053"
"Ja","2019","1-Pers.- Haushalt","174","0.0345010744121376","0.0292382447888576","0.0397639040354177"
"Ja","2019","Alleinerziehende","332","0.0631854192840806","0.0559126531058552","0.070458185462306"
"Ja","2019","Paar mit Kind(ern)","1352","0.0285464644203369","0.0265700918631075","0.0305228369775662"
"Ja","2019","Sonstige","160","0.064340887851351","0.0532350889434402","0.0754466867592617"
"Nein","2019","(Ehe-)Paar ohne Kind(er)","10219","0.994725853988078","0.99332684497639","0.996124862999766"
"Nein","2019","1-Pers.- Haushalt","4446","0.965498925587862","0.960236095964582","0.970761755211142"
"Nein","2019","Alleinerziehende","3967","0.936814580715919","0.929541814537694","0.944087346894145"
"Nein","2019","Paar mit Kind(ern)","25921","0.971453535579663","0.969477163022434","0.973429908136893"
"Nein","2019","Sonstige","1715","0.935659112148649","0.924553313240738","0.94676491105656"
"Ja","2020","(Ehe-)Paar ohne Kind(er)","62","0.00282929701780982","0.00180297053939106","0.00385562349622859"
"Ja","2020","1-Pers.- Haushalt","166","0.0282196105908592","0.0237970428871842","0.0326421782945343"
"Ja","2020","Alleinerziehende","298","0.0577463021485337","0.0507201317370977","0.0647724725599697"
"Ja","2020","Paar mit Kind(ern)","1293","0.025997895593088","0.0241001988824284","0.0278955923037476"
"Ja","2020","Sonstige","138","0.0632519444476629","0.053312658293698","0.0731912306016277"
"Nein","2020","(Ehe-)Paar ohne Kind(er)","10227","0.99717070298219","0.996144376503772","0.998197029460609"
"Nein","2020","1-Pers.- Haushalt","5220","0.971780389409141","0.967357821705466","0.976202957112816"
"Nein","2020","Alleinerziehende","3936","0.942253697851466","0.93522752744003","0.949279868262902"
"Nein","2020","Paar mit Kind(ern)","25718","0.974002104406912","0.972104407696253","0.975899801117572"
"Nein","2020","Sonstige","2166","0.936748055552337","0.926808769398372","0.946687341706302"
