year,hhtyp,regtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Other Combinations,Rural regions,No,0.98306,38,38,0.94148,1.02464
2007,Single-person household,Urban regions,Yes,0.04933,93,2116,0.04010,0.05856
2007,Single-person household,Urban regions,No,0.94638,2023,2116,0.93678,0.95598
2007,Single-person household,Rural regions,Yes,0.06921,79,980,0.05331,0.08511
2007,Single-person household,Rural regions,No,0.92673,901,980,0.91040,0.94305
2007,Couple without children,Urban regions,Yes,0.01854,38,2571,0.01333,0.02376
2007,Couple without children,Urban regions,No,0.97933,2533,2571,0.97383,0.98483
2007,Couple without children,Rural regions,No,0.98496,1278,1278,0.97829,0.99164
2007,Single parent,Urban regions,Yes,0.12788,59,454,0.09713,0.15864
2007,Single parent,Urban regions,No,0.85756,395,454,0.82537,0.88974
2007,Single parent,Rural regions,Yes,0.18663,44,253,0.13852,0.23473
2007,Single parent,Rural regions,No,0.81337,209,253,0.76527,0.86148
2007,Couple with children,Urban regions,Yes,0.04040,80,2339,0.03242,0.04838
2007,Couple with children,Urban regions,No,0.95739,2259,2339,0.94921,0.96558
2007,Couple with children,Rural regions,Yes,0.04274,49,1232,0.03144,0.05404
2007,Couple with children,Rural regions,No,0.95563,1183,1232,0.94413,0.96713
2007,Multi-generational household,Rural regions,No,0.80113,31,31,0.65830,0.94396
2007,Other Combinations,Rural regions,No,0.92534,31,31,0.83128,1.01940
2008,Single-person household,Urban regions,Yes,0.04682,82,2052,0.03767,0.05596
2008,Single-person household,Urban regions,No,0.95223,1970,2052,0.94300,0.96146
2008,Single-person household,Rural regions,Yes,0.06286,65,933,0.04727,0.07844
2008,Single-person household,Rural regions,No,0.93714,868,933,0.92156,0.95273
2008,Couple without children,Urban regions,Yes,0.01503,34,2471,0.01023,0.01983
2008,Couple without children,Urban regions,No,0.98497,2437,2471,0.98017,0.98977
2008,Couple without children,Rural regions,No,0.98863,1245,1245,0.98274,0.99452
2008,Single parent,Urban regions,Yes,0.11089,51,433,0.08128,0.14050
2008,Single parent,Urban regions,No,0.88911,382,433,0.85950,0.91872
2008,Single parent,Rural regions,Yes,0.13476,33,248,0.09218,0.17735
2008,Single parent,Rural regions,No,0.86288,215,248,0.81998,0.90578
2008,Couple with children,Urban regions,Yes,0.03650,71,2143,0.02856,0.04444
2008,Couple with children,Urban regions,No,0.96350,2072,2143,0.95556,0.97144
2008,Couple with children,Rural regions,Yes,0.03268,39,1123,0.02228,0.04308
2008,Couple with children,Rural regions,No,0.96732,1084,1123,0.95692,0.97772
2008,Multi-generational household,Urban regions,No,0.97414,41,41,0.92495,1.02333
2008,Multi-generational household,Rural regions,No,0.82405,32,32,0.69000,0.95809
2008,Other Combinations,Urban regions,No,0.94358,46,46,0.87616,1.01099
2009,Single-person household,Urban regions,Yes,0.04023,69,1941,0.03149,0.04898
2009,Single-person household,Urban regions,No,0.94613,1872,1941,0.93609,0.95618
2009,Single-person household,Rural regions,Yes,0.05027,53,876,0.03580,0.06475
2009,Single-person household,Rural regions,No,0.93766,823,876,0.92163,0.95368
2009,Couple without children,Urban regions,No,0.98069,2276,2276,0.97503,0.98634
2009,Couple without children,Rural regions,No,0.97267,1205,1205,0.96346,0.98188
2009,Single parent,Urban regions,Yes,0.12749,49,384,0.09408,0.16089
2009,Single parent,Urban regions,No,0.82591,335,384,0.78794,0.86389
2009,Single parent,Rural regions,Yes,0.16721,39,234,0.11930,0.21513
2009,Single parent,Rural regions,No,0.80739,195,234,0.75676,0.85803
2009,Couple with children,Urban regions,Yes,0.04066,74,1938,0.03187,0.04946
2009,Couple with children,Urban regions,No,0.95441,1864,1938,0.94512,0.96370
2009,Couple with children,Rural regions,Yes,0.02898,38,1059,0.01887,0.03909
2009,Couple with children,Rural regions,No,0.96118,1021,1059,0.94954,0.97282
2009,Multi-generational household,Rural regions,No,0.99161,31,31,0.95898,1.02425
2009,Other Combinations,Urban regions,No,0.95984,43,43,0.90045,1.01922
2010,Single-person household,Urban regions,Yes,0.03864,63,1854,0.02987,0.04742
2010,Single-person household,Urban regions,No,0.96108,1791,1854,0.95228,0.96989
2010,Single-person household,Rural regions,Yes,0.05110,46,843,0.03623,0.06598
2010,Single-person household,Rural regions,No,0.94890,797,843,0.93402,0.96377
2010,Couple without children,Urban regions,No,0.98914,2190,2190,0.98480,0.99348
2010,Couple without children,Rural regions,No,0.97372,1135,1135,0.96441,0.98303
2010,Single parent,Urban regions,Yes,0.12880,175,1204,0.10987,0.14773
2010,Single parent,Urban regions,No,0.87120,1029,1204,0.85227,0.89013
2010,Single parent,Rural regions,Yes,0.11718,106,643,0.09230,0.14206
2010,Single parent,Rural regions,No,0.87938,537,643,0.85419,0.90458
2010,Couple with children,Urban regions,Yes,0.03474,197,3717,0.02885,0.04063
2010,Couple with children,Urban regions,No,0.96466,3520,3717,0.95873,0.97060
2010,Couple with children,Rural regions,Yes,0.03653,118,1994,0.02829,0.04476
2010,Couple with children,Rural regions,No,0.96205,1876,1994,0.95367,0.97044
2010,Multi-generational household,Urban regions,No,0.99227,52,52,0.96823,1.01631
2010,Multi-generational household,Rural regions,No,0.97958,46,46,0.93826,1.02090
2010,Other Combinations,Urban regions,No,0.96992,38,38,0.91487,1.02496
2011,Single-person household,Urban regions,Yes,0.03363,65,2382,0.02639,0.04088
2011,Single-person household,Urban regions,No,0.95084,2317,2382,0.94215,0.95952
2011,Single-person household,Rural regions,Yes,0.04381,56,1116,0.03179,0.05582
2011,Single-person household,Rural regions,No,0.94443,1060,1116,0.93098,0.95787
2011,Couple without children,Urban regions,No,0.98611,2737,2737,0.98172,0.99049
2011,Couple without children,Rural regions,No,0.97042,1560,1560,0.96200,0.97883
2011,Single parent,Urban regions,Yes,0.15900,278,1488,0.14041,0.17758
2011,Single parent,Urban regions,No,0.82556,1210,1488,0.80627,0.84485
2011,Single parent,Rural regions,Yes,0.15778,181,795,0.13243,0.18314
2011,Single parent,Rural regions,No,0.82051,614,795,0.79381,0.84720
2011,Couple with children,Urban regions,Yes,0.03762,244,3824,0.03159,0.04365
2011,Couple with children,Urban regions,No,0.90432,3580,3824,0.89500,0.91365
2011,Couple with children,Rural regions,Yes,0.03155,137,2166,0.02419,0.03891
2011,Couple with children,Rural regions,No,0.92441,2029,2166,0.91328,0.93555
2011,Multi-generational household,Urban regions,No,0.93975,57,57,0.87743,1.00208
2011,Multi-generational household,Rural regions,No,0.96312,51,51,0.91088,1.01536
2011,Other Combinations,Urban regions,No,0.98413,58,58,0.95169,1.01657
2011,Other Combinations,Rural regions,No,0.87534,35,35,0.76431,0.98638
2012,Single-person household,Urban regions,Yes,0.03454,73,2438,0.02729,0.04179
2012,Single-person household,Urban regions,No,0.94773,2365,2438,0.93889,0.95657
2012,Single-person household,Rural regions,Yes,0.04060,57,1202,0.02944,0.05176
2012,Single-person household,Rural regions,No,0.94088,1145,1202,0.92754,0.95422
2012,Couple without children,Urban regions,No,0.98547,2740,2740,0.98099,0.98995
2012,Couple without children,Rural regions,No,0.96508,1629,1629,0.95616,0.97400
2012,Single parent,Urban regions,Yes,0.12724,231,1381,0.10966,0.14482
2012,Single parent,Urban regions,No,0.85216,1150,1381,0.83343,0.87088
2012,Single parent,Rural regions,Yes,0.14966,172,762,0.12432,0.17501
2012,Single parent,Rural regions,No,0.81434,590,762,0.78671,0.84197
2012,Couple with children,Urban regions,Yes,0.03155,207,3563,0.02581,0.03729
2012,Couple with children,Urban regions,No,0.91405,3356,3563,0.90485,0.92326
2012,Couple with children,Rural regions,Yes,0.03708,130,2018,0.02883,0.04533
2012,Couple with children,Rural regions,No,0.91849,1888,2018,0.90654,0.93043
2012,Multi-generational household,Urban regions,No,0.93551,53,53,0.86875,1.00227
2012,Multi-generational household,Rural regions,No,0.92736,53,53,0.85682,0.99791
2012,Other Combinations,Urban regions,No,0.97879,54,54,0.94000,1.01758
2012,Other Combinations,Rural regions,No,0.96484,39,39,0.90628,1.02340
2013,Single-person household,Urban regions,Yes,0.02792,66,2599,0.02159,0.03426
2013,Single-person household,Urban regions,No,0.95851,2533,2599,0.95084,0.96618
2013,Single-person household,Rural regions,Yes,0.04427,60,1196,0.03261,0.05593
2013,Single-person household,Rural regions,No,0.93415,1136,1196,0.92009,0.94821
2013,Couple without children,Urban regions,No,0.97760,2910,2910,0.97222,0.98298
2013,Couple without children,Rural regions,No,0.97408,1628,1628,0.96636,0.98180
2013,Single parent,Urban regions,Yes,0.10602,189,1463,0.09024,0.12180
2013,Single parent,Urban regions,No,0.87805,1274,1463,0.86127,0.89482
2013,Single parent,Rural regions,Yes,0.12918,140,754,0.10522,0.15313
2013,Single parent,Rural regions,No,0.85196,614,754,0.82659,0.87732
2013,Couple with children,Urban regions,Yes,0.02597,213,4315,0.02123,0.03072
2013,Couple with children,Urban regions,No,0.92496,4102,4315,0.91710,0.93282
2013,Couple with children,Rural regions,Yes,0.03173,129,2137,0.02429,0.03916
2013,Couple with children,Rural regions,No,0.91379,2008,2137,0.90189,0.92569
2013,Multi-generational household,Urban regions,No,0.91719,74,74,0.85397,0.98041
2013,Multi-generational household,Rural regions,No,0.90184,61,61,0.82656,0.97713
2013,Other Combinations,Urban regions,No,0.91832,241,241,0.88367,0.95297
2013,Other Combinations,Rural regions,No,0.92693,89,89,0.87255,0.98131
2014,Single-person household,Urban regions,Yes,0.03000,69,2409,0.02319,0.03681
2014,Single-person household,Urban regions,No,0.96187,2340,2409,0.95422,0.96952
2014,Single-person household,Rural regions,Yes,0.03790,41,1132,0.02677,0.04903
2014,Single-person household,Rural regions,No,0.94912,1091,1132,0.93631,0.96193
2014,Couple without children,Urban regions,No,0.98474,2712,2712,0.98013,0.98936
2014,Couple without children,Rural regions,No,0.98084,1581,1581,0.97408,0.98760
2014,Single parent,Urban regions,Yes,0.09376,138,1179,0.07711,0.11041
2014,Single parent,Urban regions,No,0.90193,1041,1179,0.88495,0.91892
2014,Single parent,Rural regions,Yes,0.10327,92,627,0.07943,0.12710
2014,Single parent,Rural regions,No,0.88932,535,627,0.86474,0.91389
2014,Couple with children,Urban regions,Yes,0.02622,175,3748,0.02110,0.03134
2014,Couple with children,Urban regions,No,0.95867,3573,3748,0.95229,0.96504
2014,Couple with children,Rural regions,Yes,0.03274,115,1890,0.02471,0.04076
2014,Couple with children,Rural regions,No,0.94199,1775,1890,0.93145,0.95253
2014,Multi-generational household,Urban regions,No,0.94991,63,63,0.89561,1.00421
2014,Multi-generational household,Rural regions,No,0.89175,49,49,0.80386,0.97965
2014,Other Combinations,Urban regions,No,0.91524,172,172,0.87350,0.95699
2014,Other Combinations,Rural regions,No,0.98532,69,69,0.95673,1.01391
2015,Single-person household,Urban regions,Yes,0.02632,63,2414,0.01994,0.03271
2015,Single-person household,Urban regions,No,0.94928,2351,2414,0.94053,0.95804
2015,Single-person household,Rural regions,Yes,0.03354,36,1130,0.02304,0.04405
2015,Single-person household,Rural regions,No,0.91453,1094,1130,0.89822,0.93084
2015,Couple without children,Urban regions,No,0.97086,2716,2716,0.96454,0.97719
2015,Couple without children,Rural regions,No,0.96957,1548,1548,0.96101,0.97813
2015,Single parent,Urban regions,Yes,0.07748,109,1103,0.06170,0.09327
2015,Single parent,Urban regions,No,0.89306,994,1103,0.87481,0.91130
2015,Single parent,Rural regions,Yes,0.07901,68,571,0.05686,0.10115
2015,Single parent,Rural regions,No,0.89724,503,571,0.87231,0.92217
2015,Couple with children,Urban regions,Yes,0.01997,132,3646,0.01542,0.02451
2015,Couple with children,Urban regions,No,0.94266,3514,3646,0.93512,0.95021
2015,Couple with children,Rural regions,Yes,0.02690,98,1840,0.01951,0.03430
2015,Couple with children,Rural regions,No,0.90195,1742,1840,0.88836,0.91554
2015,Multi-generational household,Urban regions,No,0.94336,74,74,0.89033,0.99639
2015,Multi-generational household,Rural regions,No,0.90993,51,51,0.83057,0.98928
2015,Other Combinations,Urban regions,No,0.92640,170,170,0.88703,0.96577
2015,Other Combinations,Rural regions,No,0.93885,60,60,0.87771,0.99999
2016,Single-person household,Urban regions,Yes,0.02628,71,2306,0.01975,0.03281
2016,Single-person household,Urban regions,No,0.96031,2235,2306,0.95234,0.96828
2016,Single-person household,Rural regions,Yes,0.02815,31,1056,0.01817,0.03814
2016,Single-person household,Rural regions,No,0.94231,1025,1056,0.92824,0.95638
2016,Couple without children,Urban regions,No,0.98867,2542,2542,0.98455,0.99278
2016,Couple without children,Rural regions,No,0.96804,1499,1499,0.95914,0.97695
2016,Single parent,Urban regions,Yes,0.06812,83,987,0.05240,0.08385
2016,Single parent,Urban regions,No,0.91934,904,987,0.90234,0.93634
2016,Single parent,Rural regions,Yes,0.07916,57,523,0.05599,0.10232
2016,Single parent,Rural regions,No,0.90465,466,523,0.87946,0.92985
2016,Couple with children,Urban regions,Yes,0.02211,109,3248,0.01705,0.02717
2016,Couple with children,Urban regions,No,0.95011,3139,3248,0.94262,0.95760
2016,Couple with children,Rural regions,Yes,0.02527,74,1665,0.01773,0.03281
2016,Couple with children,Rural regions,No,0.93992,1591,1665,0.92850,0.95134
2016,Multi-generational household,Urban regions,No,0.90014,58,58,0.82231,0.97797
2016,Multi-generational household,Rural regions,No,0.83616,39,39,0.71847,0.95384
2016,Other Combinations,Urban regions,No,0.91867,128,128,0.87113,0.96621
2016,Other Combinations,Rural regions,No,0.93421,55,55,0.86808,1.00033
2017,Single-person household,Urban regions,Yes,0.02438,77,2773,0.01864,0.03012
2017,Single-person household,Urban regions,No,0.96251,2696,2773,0.95544,0.96958
2017,Single-person household,Rural regions,Yes,0.03101,48,1332,0.02170,0.04032
2017,Single-person household,Rural regions,No,0.95579,1284,1332,0.94475,0.96684
2017,Couple without children,Urban regions,No,0.98581,2907,2907,0.98151,0.99011
2017,Couple without children,Rural regions,No,0.99072,1718,1718,0.98619,0.99526
2017,Single parent,Urban regions,Yes,0.05923,94,1121,0.04541,0.07306
2017,Single parent,Urban regions,No,0.93716,1027,1121,0.92295,0.95138
2017,Single parent,Rural regions,Yes,0.08128,60,571,0.05885,0.10372
2017,Single parent,Rural regions,No,0.90914,511,571,0.88555,0.93274
2017,Couple with children,Urban regions,Yes,0.01965,158,4237,0.01547,0.02383
2017,Couple with children,Urban regions,No,0.96305,4079,4237,0.95737,0.96873
2017,Couple with children,Rural regions,Yes,0.02122,102,2132,0.01510,0.02734
2017,Couple with children,Rural regions,No,0.94818,2030,2132,0.93877,0.95760
2017,Multi-generational household,Urban regions,No,0.82933,86,86,0.74935,0.90931
2017,Multi-generational household,Rural regions,No,0.87827,44,44,0.78053,0.97600
2017,Other Combinations,Urban regions,No,0.93331,263,263,0.90310,0.96352
2017,Other Combinations,Rural regions,No,0.93849,98,98,0.89068,0.98631
2018,Single-person household,Urban regions,Yes,0.02355,117,3070,0.01818,0.02891
2018,Single-person household,Urban regions,No,0.97340,2953,3070,0.96771,0.97909
2018,Single-person household,Rural regions,Yes,0.03336,69,1366,0.02384,0.04289
2018,Single-person household,Rural regions,No,0.94832,1297,1366,0.93657,0.96006
2018,Couple without children,Urban regions,No,0.98781,2887,2887,0.98381,0.99181
2018,Couple without children,Rural regions,No,0.98467,1676,1676,0.97878,0.99055
2018,Single parent,Urban regions,Yes,0.06132,107,1179,0.04762,0.07503
2018,Single parent,Urban regions,No,0.93557,1072,1179,0.92155,0.94959
2018,Single parent,Rural regions,Yes,0.09427,58,553,0.06990,0.11865
2018,Single parent,Rural regions,No,0.90218,495,553,0.87740,0.92697
2018,Couple with children,Urban regions,Yes,0.02617,285,4282,0.02139,0.03095
2018,Couple with children,Urban regions,No,0.96021,3997,4282,0.95436,0.96607
2018,Couple with children,Rural regions,Yes,0.02124,140,2108,0.01509,0.02740
2018,Couple with children,Rural regions,No,0.95447,1968,2108,0.94557,0.96337
2018,Multi-generational household,Urban regions,No,0.90699,101,101,0.85006,0.96392
2018,Multi-generational household,Rural regions,No,0.96870,45,45,0.91726,1.02015
2018,Other Combinations,Urban regions,No,0.95333,264,264,0.92784,0.97882
2018,Other Combinations,Rural regions,No,0.95740,105,105,0.91858,0.99621
2019,Single-person household,Urban regions,Yes,0.03072,104,2975,0.02452,0.03692
2019,Single-person household,Urban regions,No,0.95995,2871,2975,0.95291,0.96700
2019,Single-person household,Rural regions,Yes,0.04068,60,1354,0.03015,0.05120
2019,Single-person household,Rural regions,No,0.95365,1294,1354,0.94245,0.96486
2019,Couple without children,Urban regions,No,0.98942,3176,3176,0.98586,0.99298
2019,Couple without children,Rural regions,No,0.98460,1800,1800,0.97891,0.99029
2019,Single parent,Urban regions,Yes,0.05376,65,1077,0.04028,0.06724
2019,Single parent,Urban regions,No,0.93835,1012,1077,0.92398,0.95273
2019,Single parent,Rural regions,Yes,0.07962,45,518,0.05629,0.10296
2019,Single parent,Rural regions,No,0.90225,473,518,0.87665,0.92785
2019,Couple with children,Urban regions,Yes,0.02294,171,4338,0.01849,0.02740
2019,Couple with children,Urban regions,No,0.96130,4167,4338,0.95556,0.96704
2019,Couple with children,Rural regions,Yes,0.02086,94,2104,0.01475,0.02697
2019,Couple with children,Rural regions,No,0.96928,2010,2104,0.96190,0.97665
2019,Multi-generational household,Urban regions,No,0.90797,84,84,0.84578,0.97016
2019,Multi-generational household,Rural regions,No,0.94982,43,43,0.88379,1.01585
2019,Other Combinations,Urban regions,No,0.95832,222,222,0.93197,0.98467
2019,Other Combinations,Rural regions,No,0.93975,87,87,0.88946,0.99004
2020,Single-person household,Urban regions,Yes,0.02705,118,3837,0.02192,0.03219
2020,Single-person household,Urban regions,No,0.95690,3719,3837,0.95047,0.96333
2020,Single-person household,Rural regions,Yes,0.03072,48,1471,0.02190,0.03954
2020,Single-person household,Rural regions,No,0.95947,1423,1471,0.94939,0.96955
2020,Couple without children,Urban regions,No,0.98319,3363,3363,0.97884,0.98753
2020,Couple without children,Rural regions,No,0.98151,1736,1736,0.97517,0.98785
2020,Single parent,Urban regions,Yes,0.05593,68,1103,0.04236,0.06949
2020,Single parent,Urban regions,No,0.92362,1035,1103,0.90794,0.93930
2020,Single parent,Rural regions,Yes,0.07242,38,477,0.04914,0.09571
2020,Single parent,Rural regions,No,0.90135,439,477,0.87456,0.92814
2020,Couple with children,Urban regions,Yes,0.02092,186,4453,0.01672,0.02513
2020,Couple with children,Urban regions,No,0.94237,4267,4453,0.93552,0.94921
2020,Couple with children,Rural regions,Yes,0.01582,74,1990,0.01033,0.02130
2020,Couple with children,Rural regions,No,0.95835,1916,1990,0.94957,0.96713
2020,Multi-generational household,Urban regions,No,0.79406,85,85,0.70758,0.88054
2020,Multi-generational household,Rural regions,No,0.91072,49,49,0.83005,0.99139
2020,Other Combinations,Urban regions,No,0.95910,334,334,0.93783,0.98037
2020,Other Combinations,Rural regions,No,0.99552,123,123,0.98367,1.00737
2021,Single-person household,Urban regions,Yes,0.02247,76,2521,0.01668,0.02826
2021,Single-person household,Urban regions,No,0.97029,2445,2521,0.96366,0.97692
2021,Single-person household,Rural regions,No,0.96556,970,970,0.95408,0.97704
2021,Couple without children,Urban regions,No,0.99208,2245,2245,0.98841,0.99575
2021,Couple without children,Rural regions,No,0.98635,1202,1202,0.97978,0.99291
2021,Single parent,Urban regions,Yes,0.04624,43,681,0.03046,0.06203
2021,Single parent,Urban regions,No,0.95097,638,681,0.93474,0.96720
2021,Single parent,Rural regions,No,0.93889,316,316,0.91244,0.96534
2021,Couple with children,Urban regions,Yes,0.03028,174,2742,0.02387,0.03670
2021,Couple with children,Urban regions,No,0.94734,2568,2742,0.93898,0.95570
2021,Couple with children,Rural regions,Yes,0.01472,57,1224,0.00797,0.02147
2021,Couple with children,Rural regions,No,0.97750,1167,1224,0.96918,0.98581
2021,Multi-generational household,Urban regions,No,0.98621,54,54,0.95481,1.01761
2021,Multi-generational household,Rural regions,No,0.96006,31,31,0.88998,1.03013
2021,Other Combinations,Urban regions,No,0.94288,241,241,0.91352,0.97224
2021,Other Combinations,Rural regions,No,0.99871,95,95,0.99146,1.00596
2022,Single-person household,Urban regions,Yes,0.02091,79,4210,0.01658,0.02523
2022,Single-person household,Urban regions,No,0.96300,4131,4210,0.95730,0.96871
2022,Single-person household,Rural regions,Yes,0.03170,38,1566,0.02302,0.04038
2022,Single-person household,Rural regions,No,0.95185,1528,1566,0.94124,0.96245
2022,Couple without children,Urban regions,No,0.98666,3901,3901,0.98306,0.99026
2022,Couple without children,Rural regions,No,0.98889,1821,1821,0.98408,0.99371
2022,Single parent,Urban regions,Yes,0.05233,43,827,0.03714,0.06752
2022,Single parent,Urban regions,No,0.94167,784,827,0.92569,0.95765
2022,Single parent,Rural regions,Yes,0.05612,31,392,0.03331,0.07894
2022,Single parent,Rural regions,No,0.93395,361,392,0.90933,0.95857
2022,Couple with children,Urban regions,Yes,0.02383,179,3830,0.01899,0.02866
2022,Couple with children,Urban regions,No,0.95131,3651,3830,0.94450,0.95813
2022,Couple with children,Rural regions,Yes,0.01862,71,1916,0.01256,0.02467
2022,Couple with children,Rural regions,No,0.95003,1845,1916,0.94027,0.95979
2022,Multi-generational household,Urban regions,No,0.98794,55,55,0.95883,1.01705
2022,Multi-generational household,Rural regions,No,0.96844,36,36,0.91052,1.02636
2022,Other Combinations,Urban regions,No,0.93948,799,799,0.92293,0.95602
2022,Other Combinations,Rural regions,No,0.94850,345,345,0.92515,0.97186
