year,migback,regtyp,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Direct migration background,Rural regions,Western Asia,0.09069,75,697,0.06936,0.11203
2011,Direct migration background,Rural regions,Eastern Europe,0.35588,321,697,0.32031,0.39145
2011,Direct migration background,Rural regions,Western Europe,0.07122,40,697,0.05212,0.09033
2011,Indirect migration background,Urban regions,Germany,0.48949,1085,1085,0.45973,0.51925
2011,Indirect migration background,Rural regions,Germany,0.45237,258,258,0.39152,0.51323
2012,No migration background,Urban regions,Germany,0.86861,14455,14455,0.86310,0.87412
2012,No migration background,Rural regions,Germany,0.86400,9200,9200,0.85700,0.87101
2012,Direct migration background,Urban regions,Northern Africa,0.00693,35,2367,0.00359,0.01027
2012,Direct migration background,Urban regions,Northern America,0.01046,35,2367,0.00636,0.01456
2012,Direct migration background,Urban regions,Southern Asia,0.02283,65,2367,0.01681,0.02885
2012,Direct migration background,Urban regions,South-Eastern Asia,0.01585,32,2367,0.01082,0.02088
2012,Direct migration background,Urban regions,Southern Europe,0.21363,466,2367,0.19711,0.23014
2012,Direct migration background,Urban regions,Central Asia,0.09078,261,2367,0.07920,0.10236
2012,Direct migration background,Urban regions,Western Asia,0.14340,370,2367,0.12927,0.15752
2012,Direct migration background,Urban regions,Eastern Europe,0.30634,785,2367,0.28776,0.32491
2012,Direct migration background,Urban regions,Northern Europe,0.02092,57,2367,0.01515,0.02668
2012,Direct migration background,Urban regions,Western Europe,0.09090,157,2367,0.07931,0.10248
2012,Direct migration background,Urban regions,Sub-Saharan Africa,0.01632,50,2367,0.01122,0.02143
2012,Direct migration background,Urban regions,Latin America and the Caribbean,0.02069,54,2367,0.01496,0.02643
2012,Direct migration background,Rural regions,Southern Europe,0.13122,96,713,0.10642,0.15602
2012,Direct migration background,Rural regions,Central Asia,0.16569,157,713,0.13838,0.19300
2012,Direct migration background,Rural regions,Western Asia,0.06380,63,713,0.04585,0.08176
2012,Direct migration background,Rural regions,Eastern Europe,0.38756,345,713,0.35178,0.42335
2012,Direct migration background,Rural regions,Western Europe,0.08290,52,713,0.06265,0.10316
2012,Indirect migration background,Urban regions,Germany,0.49175,1039,1039,0.46133,0.52216
2012,Indirect migration background,Rural regions,Germany,0.47466,259,259,0.41372,0.53559
2013,No migration background,Urban regions,Germany,0.87054,13766,13766,0.86494,0.87615
2013,No migration background,Rural regions,Germany,0.86843,8693,8693,0.86133,0.87554
2013,Direct migration background,Urban regions,Northern Africa,0.01509,84,4920,0.01168,0.01849
2013,Direct migration background,Urban regions,Northern America,0.00820,42,4920,0.00568,0.01072
2013,Direct migration background,Urban regions,Southern Asia,0.03291,137,4920,0.02792,0.03790
2013,Direct migration background,Urban regions,South-Eastern Asia,0.01905,58,4920,0.01523,0.02287
2013,Direct migration background,Urban regions,Southern Europe,0.18655,1048,4920,0.17566,0.19744
2013,Direct migration background,Urban regions,Central Asia,0.09943,562,4920,0.09107,0.10780
2013,Direct migration background,Urban regions,Western Asia,0.15898,796,4920,0.14876,0.16920
2013,Direct migration background,Urban regions,Eastern Europe,0.29892,1740,4920,0.28613,0.31171
2013,Direct migration background,Urban regions,Northern Europe,0.01802,77,4920,0.01430,0.02173
2013,Direct migration background,Urban regions,Western Europe,0.06904,187,4920,0.06196,0.07613
2013,Direct migration background,Urban regions,Sub-Saharan Africa,0.02885,108,4920,0.02417,0.03353
2013,Direct migration background,Urban regions,Latin America and the Caribbean,0.01910,81,4920,0.01527,0.02292
2013,Direct migration background,Rural regions,Southern Europe,0.13471,217,1463,0.11721,0.15221
2013,Direct migration background,Rural regions,Central Asia,0.14178,325,1463,0.12390,0.15966
2013,Direct migration background,Rural regions,Western Asia,0.08578,160,1463,0.07143,0.10014
2013,Direct migration background,Rural regions,Eastern Europe,0.38022,714,1463,0.35533,0.40510
2013,Direct migration background,Rural regions,Western Europe,0.07093,47,1463,0.05777,0.08409
2013,Indirect migration background,Urban regions,Germany,0.49430,1777,1777,0.47105,0.51755
2013,Indirect migration background,Rural regions,Germany,0.51715,370,370,0.46616,0.56813
2014,No migration background,Urban regions,Germany,0.87026,12560,12560,0.86438,0.87614
2014,No migration background,Rural regions,Germany,0.86961,7925,7925,0.86220,0.87703
2014,Direct migration background,Urban regions,Northern Africa,0.01338,57,3955,0.00980,0.01696
2014,Direct migration background,Urban regions,Northern America,0.01107,38,3955,0.00781,0.01433
2014,Direct migration background,Urban regions,Southern Asia,0.03872,112,3955,0.03271,0.04474
2014,Direct migration background,Urban regions,South-Eastern Asia,0.02243,42,3955,0.01781,0.02704
2014,Direct migration background,Urban regions,Southern Europe,0.18187,840,3955,0.16985,0.19389
2014,Direct migration background,Urban regions,Central Asia,0.09342,447,3955,0.08435,0.10249
2014,Direct migration background,Urban regions,Western Asia,0.16922,631,3955,0.15753,0.18091
2014,Direct migration background,Urban regions,Eastern Europe,0.27443,1403,3955,0.26052,0.28833
2014,Direct migration background,Urban regions,Northern Europe,0.01732,60,3955,0.01325,0.02139
2014,Direct migration background,Urban regions,Western Europe,0.07468,163,3955,0.06649,0.08287
2014,Direct migration background,Urban regions,Sub-Saharan Africa,0.03351,90,3955,0.02790,0.03912
2014,Direct migration background,Urban regions,Latin America and the Caribbean,0.02683,72,3955,0.02180,0.03187
2014,Direct migration background,Rural regions,Southern Europe,0.15015,185,1229,0.13017,0.17013
2014,Direct migration background,Rural regions,Central Asia,0.14207,263,1229,0.12255,0.16160
2014,Direct migration background,Rural regions,Western Asia,0.10419,145,1229,0.08710,0.12128
2014,Direct migration background,Rural regions,Eastern Europe,0.35670,593,1229,0.32990,0.38349
2014,Direct migration background,Rural regions,Western Europe,0.06197,43,1229,0.04849,0.07546
2014,Indirect migration background,Urban regions,Germany,0.52083,1494,1494,0.49549,0.54617
2014,Indirect migration background,Rural regions,Germany,0.51195,343,343,0.45897,0.56493
2015,No migration background,Urban regions,Germany,0.87484,11927,11927,0.86890,0.88078
2015,No migration background,Rural regions,Germany,0.86645,7585,7585,0.85880,0.87411
2015,Direct migration background,Urban regions,Northern Africa,0.01480,90,4539,0.01129,0.01831
2015,Direct migration background,Urban regions,Northern America,0.01038,42,4539,0.00743,0.01333
2015,Direct migration background,Urban regions,Eastern Asia,0.00784,31,4539,0.00528,0.01041
2015,Direct migration background,Urban regions,Southern Asia,0.04167,159,4539,0.03586,0.04749
2015,Direct migration background,Urban regions,South-Eastern Asia,0.01769,44,4539,0.01386,0.02153
2015,Direct migration background,Urban regions,Southern Europe,0.19088,962,4539,0.17944,0.20231
2015,Direct migration background,Urban regions,Central Asia,0.08976,409,4539,0.08145,0.09808
2015,Direct migration background,Urban regions,Western Asia,0.16597,635,4539,0.15515,0.17680
2015,Direct migration background,Urban regions,Eastern Europe,0.28590,1682,4539,0.27276,0.29905
2015,Direct migration background,Urban regions,Northern Europe,0.01886,95,4539,0.01490,0.02282
2015,Direct migration background,Urban regions,Western Europe,0.07149,181,4539,0.06400,0.07899
2015,Direct migration background,Urban regions,Sub-Saharan Africa,0.02408,102,4539,0.01962,0.02854
2015,Direct migration background,Urban regions,Latin America and the Caribbean,0.02320,107,4539,0.01882,0.02758
2015,Direct migration background,Rural regions,Southern Asia,0.02494,38,1458,0.01693,0.03294
2015,Direct migration background,Rural regions,Southern Europe,0.14289,208,1458,0.12492,0.16086
2015,Direct migration background,Rural regions,Central Asia,0.17142,251,1458,0.15207,0.19078
2015,Direct migration background,Rural regions,Western Asia,0.08315,148,1458,0.06897,0.09733
2015,Direct migration background,Rural regions,Eastern Europe,0.35812,729,1458,0.33350,0.38274
2015,Direct migration background,Rural regions,Northern Europe,0.02659,36,1458,0.01833,0.03485
2015,Direct migration background,Rural regions,Western Europe,0.05805,48,1458,0.04604,0.07005
2015,Indirect migration background,Urban regions,Germany,0.51675,1385,1385,0.49042,0.54308
2015,Indirect migration background,Rural regions,Germany,0.49185,335,335,0.43823,0.54547
2016,No migration background,Urban regions,Germany,0.87268,11087,11087,0.86648,0.87889
2016,No migration background,Rural regions,Germany,0.86329,7056,7056,0.85527,0.87131
2016,Direct migration background,Urban regions,Northern Africa,0.01545,100,5937,0.01232,0.01859
2016,Direct migration background,Urban regions,Northern America,0.01318,38,5937,0.01028,0.01608
2016,Direct migration background,Urban regions,Southern Asia,0.04327,394,5937,0.03809,0.04844
2016,Direct migration background,Urban regions,South-Eastern Asia,0.01769,37,5937,0.01434,0.02105
2016,Direct migration background,Urban regions,Southern Europe,0.20095,899,5937,0.19076,0.21115
2016,Direct migration background,Urban regions,Central Asia,0.08184,359,5937,0.07486,0.08881
2016,Direct migration background,Urban regions,Western Asia,0.17922,2154,5937,0.16946,0.18897
2016,Direct migration background,Urban regions,Eastern Europe,0.26072,1439,5937,0.24955,0.27189
2016,Direct migration background,Urban regions,Northern Europe,0.01944,77,5937,0.01593,0.02296
2016,Direct migration background,Urban regions,Western Europe,0.06554,159,5937,0.05924,0.07183
2016,Direct migration background,Urban regions,Sub-Saharan Africa,0.02570,201,5937,0.02168,0.02973
2016,Direct migration background,Urban regions,Latin America and the Caribbean,0.02467,80,5937,0.02072,0.02861
2016,Direct migration background,Rural regions,Southern Asia,0.04025,185,2174,0.03198,0.04851
2016,Direct migration background,Rural regions,Southern Europe,0.12975,190,2174,0.11563,0.14388
2016,Direct migration background,Rural regions,Central Asia,0.13882,230,2174,0.12428,0.15336
2016,Direct migration background,Rural regions,Western Asia,0.10180,749,2174,0.08909,0.11452
2016,Direct migration background,Rural regions,Eastern Europe,0.33029,664,2174,0.31051,0.35006
2016,Direct migration background,Rural regions,Northern Europe,0.02928,34,2174,0.02219,0.03637
2016,Direct migration background,Rural regions,Western Europe,0.07063,40,2174,0.05986,0.08141
2016,Direct migration background,Rural regions,Sub-Saharan Africa,0.01534,82,2174,0.01017,0.02051
2016,Indirect migration background,Urban regions,Germany,0.53919,1278,1278,0.51185,0.56653
2016,Indirect migration background,Rural regions,Germany,0.52328,326,326,0.46898,0.57759
2017,No migration background,Urban regions,Germany,0.87376,12512,12512,0.86794,0.87958
2017,No migration background,Rural regions,Germany,0.86090,7955,7955,0.85330,0.86851
2017,Direct migration background,Urban regions,Northern Africa,0.01315,91,6461,0.01037,0.01593
2017,Direct migration background,Urban regions,Northern America,0.01520,37,6461,0.01221,0.01818
2017,Direct migration background,Urban regions,Southern Asia,0.05068,506,6461,0.04534,0.05603
2017,Direct migration background,Urban regions,South-Eastern Asia,0.02223,40,6461,0.01863,0.02582
2017,Direct migration background,Urban regions,Southern Europe,0.20750,778,6461,0.19762,0.21739
2017,Direct migration background,Urban regions,Central Asia,0.07479,344,6461,0.06838,0.08121
2017,Direct migration background,Urban regions,Western Asia,0.18016,2789,6461,0.17079,0.18953
2017,Direct migration background,Urban regions,Eastern Europe,0.24575,1340,6461,0.23525,0.25625
2017,Direct migration background,Urban regions,Northern Europe,0.01407,71,6461,0.01120,0.01694
2017,Direct migration background,Urban regions,Western Europe,0.06483,167,6461,0.05883,0.07084
2017,Direct migration background,Urban regions,Sub-Saharan Africa,0.02426,210,6461,0.02051,0.02801
2017,Direct migration background,Urban regions,Latin America and the Caribbean,0.03242,88,6461,0.02810,0.03674
2017,Direct migration background,Rural regions,Southern Asia,0.03621,232,2483,0.02886,0.04356
2017,Direct migration background,Rural regions,Southern Europe,0.13477,162,2483,0.12134,0.14821
2017,Direct migration background,Rural regions,Central Asia,0.10804,208,2483,0.09583,0.12025
2017,Direct migration background,Rural regions,Western Asia,0.13619,1087,2483,0.12270,0.14969
2017,Direct migration background,Rural regions,Eastern Europe,0.32988,635,2483,0.31138,0.34838
2017,Direct migration background,Rural regions,Northern Europe,0.02884,36,2483,0.02226,0.03543
2017,Direct migration background,Rural regions,Western Europe,0.07098,47,2483,0.06087,0.08108
2017,Direct migration background,Rural regions,Sub-Saharan Africa,0.01838,76,2483,0.01310,0.02367
2017,Indirect migration background,Urban regions,Germany,0.53590,1430,1430,0.51004,0.56176
2017,Indirect migration background,Rural regions,Germany,0.48528,316,316,0.43009,0.54048
2018,No migration background,Urban regions,Germany,0.87766,12139,12139,0.87183,0.88348
2018,No migration background,Rural regions,Germany,0.86320,7598,7598,0.85548,0.87093
2018,Direct migration background,Urban regions,Northern Africa,0.01487,92,6094,0.01183,0.01791
2018,Direct migration background,Urban regions,Southern Asia,0.05110,452,6094,0.04557,0.05663
2018,Direct migration background,Urban regions,South-Eastern Asia,0.02145,38,6094,0.01781,0.02508
2018,Direct migration background,Urban regions,Southern Europe,0.19065,679,6094,0.18078,0.20051
2018,Direct migration background,Urban regions,Central Asia,0.06699,308,6094,0.06071,0.07326
2018,Direct migration background,Urban regions,Western Asia,0.18497,2700,6094,0.17522,0.19472
2018,Direct migration background,Urban regions,Eastern Europe,0.24465,1270,6094,0.23385,0.25544
2018,Direct migration background,Urban regions,Northern Europe,0.01468,66,6094,0.01166,0.01770
2018,Direct migration background,Urban regions,Western Europe,0.08043,171,6094,0.07360,0.08726
2018,Direct migration background,Urban regions,Sub-Saharan Africa,0.02784,233,6094,0.02371,0.03197
2018,Direct migration background,Urban regions,Latin America and the Caribbean,0.03056,85,6094,0.02624,0.03488
2018,Direct migration background,Rural regions,Southern Asia,0.05608,203,2207,0.04648,0.06568
2018,Direct migration background,Rural regions,Southern Europe,0.11776,148,2207,0.10431,0.13121
2018,Direct migration background,Rural regions,Central Asia,0.11783,192,2207,0.10438,0.13128
2018,Direct migration background,Rural regions,Western Asia,0.13142,946,2207,0.11732,0.14552
2018,Direct migration background,Rural regions,Eastern Europe,0.33034,575,2207,0.31071,0.34996
2018,Direct migration background,Rural regions,Northern Europe,0.03181,32,2207,0.02449,0.03914
2018,Direct migration background,Rural regions,Western Europe,0.07033,41,2207,0.05966,0.08100
2018,Direct migration background,Rural regions,Sub-Saharan Africa,0.01663,70,2207,0.01129,0.02196
2018,Indirect migration background,Urban regions,Germany,0.54254,1399,1399,0.51643,0.56866
2018,Indirect migration background,Rural regions,Germany,0.51171,327,327,0.45745,0.56597
2019,No migration background,Urban regions,Germany,0.87299,12437,12437,0.86714,0.87885
2019,No migration background,Rural regions,Germany,0.86128,7616,7616,0.85351,0.86904
2019,Direct migration background,Urban regions,Northern Africa,0.01655,81,5526,0.01318,0.01991
2019,Direct migration background,Urban regions,Northern America,0.01741,31,5526,0.01396,0.02086
2019,Direct migration background,Urban regions,Southern Asia,0.04497,391,5526,0.03951,0.05043
2019,Direct migration background,Urban regions,South-Eastern Asia,0.01619,32,5526,0.01286,0.01951
2019,Direct migration background,Urban regions,Southern Europe,0.19526,561,5526,0.18480,0.20571
2019,Direct migration background,Urban regions,Central Asia,0.06421,254,5526,0.05775,0.07067
2019,Direct migration background,Urban regions,Western Asia,0.19249,2539,5526,0.18209,0.20288
2019,Direct migration background,Urban regions,Eastern Europe,0.24616,1115,5526,0.23480,0.25752
2019,Direct migration background,Urban regions,Northern Europe,0.01491,65,5526,0.01172,0.01811
2019,Direct migration background,Urban regions,Western Europe,0.08114,178,5526,0.07394,0.08834
2019,Direct migration background,Urban regions,Sub-Saharan Africa,0.03018,195,5526,0.02567,0.03469
2019,Direct migration background,Urban regions,Latin America and the Caribbean,0.03312,84,5526,0.02840,0.03784
2019,Direct migration background,Rural regions,Southern Asia,0.05779,159,1925,0.04736,0.06822
2019,Direct migration background,Rural regions,Southern Europe,0.11588,117,1925,0.10158,0.13018
2019,Direct migration background,Rural regions,Central Asia,0.11337,165,1925,0.09921,0.12754
2019,Direct migration background,Rural regions,Western Asia,0.12135,873,1925,0.10676,0.13594
2019,Direct migration background,Rural regions,Eastern Europe,0.32319,506,1925,0.30230,0.34409
2019,Direct migration background,Rural regions,Western Europe,0.06365,45,1925,0.05274,0.07456
2019,Direct migration background,Rural regions,Sub-Saharan Africa,0.02024,60,1925,0.01394,0.02653
2019,Indirect migration background,Urban regions,Germany,0.53414,1332,1332,0.50734,0.56094
2019,Indirect migration background,Rural regions,Germany,0.51273,320,320,0.45788,0.56758
2020,No migration background,Urban regions,Germany,0.87017,11777,11777,0.86410,0.87624
2020,No migration background,Rural regions,Germany,0.85866,7069,7069,0.85053,0.86678
2020,Direct migration background,Urban regions,Northern Africa,0.01364,120,7244,0.01097,0.01631
2020,Direct migration background,Urban regions,Northern America,0.01906,71,7244,0.01591,0.02221
2020,Direct migration background,Urban regions,Eastern Asia,0.00362,43,7244,0.00224,0.00500
2020,Direct migration background,Urban regions,Southern Asia,0.05308,595,7244,0.04791,0.05824
2020,Direct migration background,Urban regions,South-Eastern Asia,0.01789,70,7244,0.01484,0.02094
2020,Direct migration background,Urban regions,Southern Europe,0.19740,818,7244,0.18823,0.20656
2020,Direct migration background,Urban regions,Central Asia,0.06642,246,7244,0.06069,0.07216
2020,Direct migration background,Urban regions,Western Asia,0.18035,2789,7244,0.17149,0.18920
2020,Direct migration background,Urban regions,Eastern Europe,0.22349,1634,7244,0.21389,0.23308
2020,Direct migration background,Urban regions,Northern Europe,0.01468,66,7244,0.01191,0.01745
2020,Direct migration background,Urban regions,Western Europe,0.08802,178,7244,0.08149,0.09454
2020,Direct migration background,Urban regions,Sub-Saharan Africa,0.03912,440,7244,0.03466,0.04359
2020,Direct migration background,Urban regions,Latin America and the Caribbean,0.03645,174,7244,0.03214,0.04077
2020,Direct migration background,Rural regions,Southern Asia,0.04921,170,2153,0.04007,0.05835
2020,Direct migration background,Rural regions,Southern Europe,0.13908,223,2153,0.12446,0.15370
2020,Direct migration background,Rural regions,Central Asia,0.12425,145,2153,0.11032,0.13819
2020,Direct migration background,Rural regions,Western Asia,0.14187,773,2153,0.12713,0.15661
2020,Direct migration background,Rural regions,Eastern Europe,0.29271,712,2153,0.27349,0.31194
2020,Direct migration background,Rural regions,Western Europe,0.05263,47,2153,0.04320,0.06207
2020,Direct migration background,Rural regions,Sub-Saharan Africa,0.02498,83,2153,0.01839,0.03158
2020,Indirect migration background,Urban regions,Germany,0.53014,1317,1317,0.50318,0.55711
2020,Indirect migration background,Rural regions,Germany,0.46712,305,305,0.41103,0.52320
2021,No migration background,Urban regions,Germany,0.86913,8439,8439,0.86194,0.87633
2021,No migration background,Rural regions,Germany,0.86246,4947,4947,0.85286,0.87206
2021,Direct migration background,Urban regions,Northern Africa,0.00923,53,4312,0.00638,0.01209
2021,Direct migration background,Urban regions,Northern America,0.01872,48,4312,0.01467,0.02276
2021,Direct migration background,Urban regions,Southern Asia,0.05022,343,4312,0.04370,0.05674
2021,Direct migration background,Urban regions,South-Eastern Asia,0.01369,32,4312,0.01022,0.01716
2021,Direct migration background,Urban regions,Southern Europe,0.19765,414,4312,0.18576,0.20954
2021,Direct migration background,Urban regions,Central Asia,0.06590,137,4312,0.05850,0.07331
2021,Direct migration background,Urban regions,Western Asia,0.18151,1947,4312,0.17001,0.19302
2021,Direct migration background,Urban regions,Eastern Europe,0.24239,845,4312,0.22960,0.25518
2021,Direct migration background,Urban regions,Northern Europe,0.01564,45,4312,0.01194,0.01934
2021,Direct migration background,Urban regions,Western Europe,0.08016,126,4312,0.07206,0.08827
2021,Direct migration background,Urban regions,Sub-Saharan Africa,0.03526,227,4312,0.02976,0.04077
2021,Direct migration background,Urban regions,Latin America and the Caribbean,0.03158,95,4312,0.02636,0.03680
2021,Direct migration background,Rural regions,Southern Asia,0.04540,57,1141,0.03332,0.05749
2021,Direct migration background,Rural regions,Southern Europe,0.14122,91,1141,0.12100,0.16143
2021,Direct migration background,Rural regions,Central Asia,0.12373,83,1141,0.10462,0.14285
2021,Direct migration background,Rural regions,Western Asia,0.12336,476,1141,0.10427,0.14246
2021,Direct migration background,Rural regions,Eastern Europe,0.32112,358,1141,0.29402,0.34823
2021,Direct migration background,Rural regions,Western Europe,0.04673,39,1141,0.03448,0.05898
2021,Direct migration background,Rural regions,Sub-Saharan Africa,0.02031,37,1141,0.01212,0.02850
2021,Indirect migration background,Urban regions,Germany,0.49471,775,775,0.45949,0.52993
2021,Indirect migration background,Rural regions,Germany,0.43174,201,201,0.36309,0.50039
2022,No migration background,Urban regions,Germany,0.85299,11433,11433,0.84650,0.85948
2022,No migration background,Rural regions,Germany,0.85694,7091,7091,0.84879,0.86509
2022,Direct migration background,Urban regions,Northern Africa,0.01275,206,6734,0.01007,0.01543
2022,Direct migration background,Urban regions,Northern America,0.01654,143,6734,0.01349,0.01959
2022,Direct migration background,Urban regions,Eastern Asia,0.00948,249,6734,0.00716,0.01179
2022,Direct migration background,Urban regions,Southern Asia,0.05523,823,6734,0.04977,0.06068
2022,Direct migration background,Urban regions,South-Eastern Asia,0.01583,208,6734,0.01284,0.01881
2022,Direct migration background,Urban regions,Southern Europe,0.16812,777,6734,0.15918,0.17705
2022,Direct migration background,Urban regions,Central Asia,0.07603,233,6734,0.06970,0.08236
2022,Direct migration background,Urban regions,Western Asia,0.16929,1904,6734,0.16034,0.17825
2022,Direct migration background,Urban regions,Eastern Europe,0.24185,1166,6734,0.23162,0.25208
2022,Direct migration background,Urban regions,Northern Europe,0.01636,100,6734,0.01333,0.01939
2022,Direct migration background,Urban regions,Western Europe,0.08002,185,6734,0.07354,0.08650
2022,Direct migration background,Urban regions,Sub-Saharan Africa,0.03182,302,6734,0.02762,0.03601
2022,Direct migration background,Urban regions,Latin America and the Caribbean,0.02807,438,6734,0.02412,0.03201
2022,Direct migration background,Rural regions,Southern Asia,0.03198,94,1359,0.02262,0.04133
2022,Direct migration background,Rural regions,South-Eastern Asia,0.01698,36,1359,0.01011,0.02385
2022,Direct migration background,Rural regions,Southern Europe,0.12318,140,1359,0.10570,0.14066
2022,Direct migration background,Rural regions,Central Asia,0.13364,102,1359,0.11555,0.15174
2022,Direct migration background,Rural regions,Western Asia,0.13568,463,1359,0.11747,0.15389
2022,Direct migration background,Rural regions,Eastern Europe,0.31432,378,1359,0.28963,0.33901
2022,Direct migration background,Rural regions,Western Europe,0.06289,51,1359,0.04998,0.07580
2022,Direct migration background,Rural regions,Sub-Saharan Africa,0.02234,54,1359,0.01448,0.03020
2022,Direct migration background,Rural regions,Latin America and the Caribbean,0.01948,41,1359,0.01213,0.02683
2022,Indirect migration background,Urban regions,Germany,0.56515,1151,1151,0.53650,0.59380
2022,Indirect migration background,Rural regions,Germany,0.50873,354,354,0.45658,0.56089
