year,migback,quintil_oecd,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Direct migration background,5th Quintile,Eastern Europe,0.27866,100,229,0.22046,0.33686
2006,Direct migration background,5th Quintile,Western Europe,0.23599,61,229,0.18087,0.29111
2007,Direct migration background,1st Quintile,Southern Europe,0.19897,128,551,0.16560,0.23233
2007,Direct migration background,1st Quintile,Central Asia,0.10967,56,551,0.08355,0.13578
2007,Direct migration background,1st Quintile,Western Asia,0.26879,196,551,0.23174,0.30584
2007,Direct migration background,1st Quintile,Eastern Europe,0.26379,171,551,0.22696,0.30062
2007,Direct migration background,2nd Quintile,Southern Europe,0.22871,107,439,0.18938,0.26805
2007,Direct migration background,2nd Quintile,Central Asia,0.11053,67,439,0.08117,0.13990
2007,Direct migration background,2nd Quintile,Western Asia,0.19499,111,439,0.15788,0.23209
2007,Direct migration background,2nd Quintile,Eastern Europe,0.30330,154,439,0.26025,0.34635
2007,Direct migration background,3rd Quintile,Southern Europe,0.24223,84,327,0.19572,0.28874
2007,Direct migration background,3rd Quintile,Central Asia,0.09161,33,327,0.06030,0.12293
2007,Direct migration background,3rd Quintile,Western Asia,0.17690,71,327,0.13548,0.21832
2007,Direct migration background,3rd Quintile,Eastern Europe,0.30520,139,327,0.25522,0.35519
2007,Direct migration background,4th Quintile,Southern Europe,0.27158,82,204,0.21040,0.33277
2007,Direct migration background,4th Quintile,Eastern Europe,0.32133,122,204,0.25708,0.38557
2007,Direct migration background,5th Quintile,Southern Europe,0.18008,56,209,0.12786,0.23230
2007,Direct migration background,5th Quintile,Eastern Europe,0.27785,91,209,0.21697,0.33872
2007,Direct migration background,5th Quintile,Western Europe,0.27108,62,209,0.21067,0.33149
2008,Direct migration background,1st Quintile,Southern Europe,0.23719,130,522,0.20067,0.27372
2008,Direct migration background,1st Quintile,Central Asia,0.08221,45,522,0.05862,0.10580
2008,Direct migration background,1st Quintile,Western Asia,0.26795,192,522,0.22992,0.30598
2008,Direct migration background,1st Quintile,Eastern Europe,0.24233,155,522,0.20554,0.27913
2008,Direct migration background,2nd Quintile,Southern Europe,0.22377,91,354,0.18029,0.26725
2008,Direct migration background,2nd Quintile,Central Asia,0.12355,59,354,0.08922,0.15788
2008,Direct migration background,2nd Quintile,Western Asia,0.19858,79,354,0.15697,0.24020
2008,Direct migration background,2nd Quintile,Eastern Europe,0.25698,125,354,0.21140,0.30257
2008,Direct migration background,3rd Quintile,Southern Europe,0.22379,84,312,0.17747,0.27011
2008,Direct migration background,3rd Quintile,Central Asia,0.12438,35,312,0.08770,0.16106
2008,Direct migration background,3rd Quintile,Western Asia,0.11196,54,312,0.07691,0.14700
2008,Direct migration background,3rd Quintile,Eastern Europe,0.37271,139,312,0.31897,0.42645
2008,Direct migration background,4th Quintile,Southern Europe,0.31227,77,192,0.24654,0.37799
2008,Direct migration background,4th Quintile,Eastern Europe,0.30248,115,192,0.23733,0.36762
2008,Direct migration background,5th Quintile,Southern Europe,0.14720,42,164,0.09280,0.20159
2008,Direct migration background,5th Quintile,Eastern Europe,0.25374,66,164,0.18693,0.32054
2008,Direct migration background,5th Quintile,Western Europe,0.29645,56,164,0.22634,0.36656
2009,Direct migration background,1st Quintile,Southern Europe,0.24118,119,460,0.20204,0.28031
2009,Direct migration background,1st Quintile,Central Asia,0.08547,42,460,0.05989,0.11105
2009,Direct migration background,1st Quintile,Western Asia,0.28025,156,460,0.23916,0.32134
2009,Direct migration background,1st Quintile,Eastern Europe,0.24580,143,460,0.20641,0.28519
2009,Direct migration background,2nd Quintile,Southern Europe,0.25226,92,325,0.20497,0.29955
2009,Direct migration background,2nd Quintile,Central Asia,0.11735,48,325,0.08230,0.15239
2009,Direct migration background,2nd Quintile,Western Asia,0.20084,86,325,0.15722,0.24447
2009,Direct migration background,2nd Quintile,Eastern Europe,0.21237,99,325,0.16784,0.25690
2009,Direct migration background,3rd Quintile,Southern Europe,0.23685,77,225,0.18117,0.29252
2009,Direct migration background,3rd Quintile,Central Asia,0.09555,31,225,0.05705,0.13404
2009,Direct migration background,3rd Quintile,Eastern Europe,0.42703,117,225,0.36225,0.49181
2009,Direct migration background,4th Quintile,Southern Europe,0.27560,55,173,0.20882,0.34238
2009,Direct migration background,4th Quintile,Eastern Europe,0.34889,118,173,0.27766,0.42012
2009,Direct migration background,5th Quintile,Southern Europe,0.14638,32,150,0.08962,0.20313
2009,Direct migration background,5th Quintile,Eastern Europe,0.24407,63,150,0.17510,0.31304
2009,Direct migration background,5th Quintile,Western Europe,0.30467,55,150,0.23077,0.37858
2010,Direct migration background,1st Quintile,Southern Europe,0.31431,117,407,0.26915,0.35947
2010,Direct migration background,1st Quintile,Central Asia,0.10077,43,407,0.07149,0.13005
2010,Direct migration background,1st Quintile,Western Asia,0.20104,122,407,0.16205,0.24002
2010,Direct migration background,1st Quintile,Eastern Europe,0.24934,125,407,0.20726,0.29143
2010,Direct migration background,2nd Quintile,Southern Europe,0.23121,83,291,0.18269,0.27974
2010,Direct migration background,2nd Quintile,Central Asia,0.08971,36,291,0.05682,0.12260
2010,Direct migration background,2nd Quintile,Western Asia,0.19218,61,291,0.14683,0.23753
2010,Direct migration background,2nd Quintile,Eastern Europe,0.27521,111,291,0.22380,0.32661
2010,Direct migration background,3rd Quintile,Southern Europe,0.27308,78,196,0.21055,0.33562
2010,Direct migration background,3rd Quintile,Western Asia,0.13085,36,196,0.08352,0.17818
2010,Direct migration background,3rd Quintile,Eastern Europe,0.29189,82,196,0.22808,0.35570
2010,Direct migration background,4th Quintile,Southern Europe,0.24924,47,139,0.17707,0.32141
2010,Direct migration background,4th Quintile,Eastern Europe,0.30805,92,139,0.23102,0.38508
2010,Direct migration background,5th Quintile,Eastern Europe,0.29150,63,107,0.20499,0.37802
2010,Direct migration background,5th Quintile,Western Europe,0.25779,44,107,0.17452,0.34106
2011,Direct migration background,1st Quintile,Southern Asia,0.02091,43,886,0.01148,0.03034
2011,Direct migration background,1st Quintile,Southern Europe,0.24788,199,886,0.21943,0.27633
2011,Direct migration background,1st Quintile,Central Asia,0.09502,145,886,0.07570,0.11434
2011,Direct migration background,1st Quintile,Western Asia,0.24904,241,886,0.22055,0.27754
2011,Direct migration background,1st Quintile,Eastern Europe,0.26187,258,886,0.23290,0.29083
2011,Direct migration background,2nd Quintile,Southern Europe,0.25397,114,529,0.21684,0.29110
2011,Direct migration background,2nd Quintile,Central Asia,0.12091,87,529,0.09310,0.14872
2011,Direct migration background,2nd Quintile,Western Asia,0.17924,108,529,0.14652,0.21196
2011,Direct migration background,2nd Quintile,Eastern Europe,0.27131,220,529,0.23338,0.30924
2011,Direct migration background,3rd Quintile,Southern Europe,0.21960,76,287,0.17162,0.26758
2011,Direct migration background,3rd Quintile,Central Asia,0.08230,44,287,0.05045,0.11415
2011,Direct migration background,3rd Quintile,Western Asia,0.12149,42,287,0.08363,0.15936
2011,Direct migration background,3rd Quintile,Eastern Europe,0.30590,125,287,0.25249,0.35930
2011,Direct migration background,4th Quintile,Southern Europe,0.23887,55,170,0.17458,0.30315
2011,Direct migration background,4th Quintile,Eastern Europe,0.39510,115,170,0.32139,0.46880
2011,Direct migration background,5th Quintile,Southern Europe,0.16229,43,178,0.10797,0.21661
2011,Direct migration background,5th Quintile,Eastern Europe,0.28093,77,178,0.21472,0.34715
2011,Direct migration background,5th Quintile,Western Europe,0.25311,58,178,0.18905,0.31716
2012,Direct migration background,1st Quintile,Southern Asia,0.02271,35,933,0.01314,0.03227
2012,Direct migration background,1st Quintile,Southern Europe,0.20011,207,933,0.17442,0.22580
2012,Direct migration background,1st Quintile,Central Asia,0.10593,153,933,0.08618,0.12569
2012,Direct migration background,1st Quintile,Western Asia,0.19992,212,933,0.17425,0.22560
2012,Direct migration background,1st Quintile,Eastern Europe,0.33838,326,933,0.30801,0.36876
2012,Direct migration background,2nd Quintile,Southern Europe,0.25470,122,593,0.21960,0.28979
2012,Direct migration background,2nd Quintile,Central Asia,0.13024,123,593,0.10312,0.15735
2012,Direct migration background,2nd Quintile,Western Asia,0.15960,105,593,0.13010,0.18910
2012,Direct migration background,2nd Quintile,Eastern Europe,0.28251,243,593,0.24625,0.31878
2012,Direct migration background,3rd Quintile,Southern Europe,0.22687,91,363,0.18373,0.27002
2012,Direct migration background,3rd Quintile,Central Asia,0.12437,51,363,0.09037,0.15836
2012,Direct migration background,3rd Quintile,Western Asia,0.06142,36,363,0.03669,0.08616
2012,Direct migration background,3rd Quintile,Eastern Europe,0.33394,185,363,0.28536,0.38252
2012,Direct migration background,4th Quintile,Southern Europe,0.16155,65,264,0.11707,0.20603
2012,Direct migration background,4th Quintile,Western Asia,0.10927,33,264,0.07157,0.14698
2012,Direct migration background,4th Quintile,Eastern Europe,0.36820,132,264,0.30990,0.42649
2012,Direct migration background,4th Quintile,Western Europe,0.13188,34,264,0.09099,0.17277
2012,Direct migration background,5th Quintile,Southern Europe,0.16226,41,193,0.11011,0.21441
2012,Direct migration background,5th Quintile,Eastern Europe,0.30783,86,193,0.24254,0.37312
2012,Direct migration background,5th Quintile,Western Europe,0.25368,66,193,0.19214,0.31523
2013,Direct migration background,1st Quintile,Southern Asia,0.03329,36,928,0.02174,0.04484
2013,Direct migration background,1st Quintile,Southern Europe,0.21532,184,928,0.18886,0.24178
2013,Direct migration background,1st Quintile,Central Asia,0.07619,143,928,0.05911,0.09327
2013,Direct migration background,1st Quintile,Western Asia,0.19267,175,928,0.16728,0.21806
2013,Direct migration background,1st Quintile,Eastern Europe,0.30947,324,928,0.27972,0.33923
2013,Direct migration background,1st Quintile,Western Europe,0.04743,33,928,0.03375,0.06111
2013,Direct migration background,1st Quintile,Sub-Saharan Africa,0.03727,33,928,0.02508,0.04946
2013,Direct migration background,2nd Quintile,Southern Europe,0.26203,132,621,0.22741,0.29664
2013,Direct migration background,2nd Quintile,Central Asia,0.08387,108,621,0.06205,0.10569
2013,Direct migration background,2nd Quintile,Western Asia,0.16544,99,621,0.13619,0.19469
2013,Direct migration background,2nd Quintile,Eastern Europe,0.28635,282,621,0.25076,0.32193
2013,Direct migration background,3rd Quintile,Southern Europe,0.19660,74,401,0.15765,0.23554
2013,Direct migration background,3rd Quintile,Central Asia,0.13910,68,401,0.10519,0.17301
2013,Direct migration background,3rd Quintile,Western Asia,0.10285,45,401,0.07308,0.13261
2013,Direct migration background,3rd Quintile,Eastern Europe,0.32434,182,401,0.27846,0.37021
2013,Direct migration background,3rd Quintile,Western Europe,0.09737,32,401,0.06832,0.12642
2013,Direct migration background,4th Quintile,Southern Europe,0.17126,53,264,0.12573,0.21679
2013,Direct migration background,4th Quintile,Central Asia,0.10508,34,264,0.06802,0.14214
2013,Direct migration background,4th Quintile,Eastern Europe,0.35811,132,264,0.30016,0.41605
2013,Direct migration background,4th Quintile,Western Europe,0.22880,45,264,0.17803,0.27957
2013,Direct migration background,5th Quintile,Southern Europe,0.18209,59,224,0.13144,0.23275
2013,Direct migration background,5th Quintile,Eastern Europe,0.32000,101,224,0.25878,0.38123
2013,Direct migration background,5th Quintile,Western Europe,0.21889,64,224,0.16462,0.27316
2014,Direct migration background,1st Quintile,Northern Africa,0.01922,41,1897,0.01304,0.02540
2014,Direct migration background,1st Quintile,Southern Asia,0.07409,85,1897,0.06230,0.08588
2014,Direct migration background,1st Quintile,Southern Europe,0.16161,353,1897,0.14504,0.17818
2014,Direct migration background,1st Quintile,Central Asia,0.09877,267,1897,0.08534,0.11220
2014,Direct migration background,1st Quintile,Western Asia,0.25563,440,1897,0.23600,0.27527
2014,Direct migration background,1st Quintile,Eastern Europe,0.26863,656,1897,0.24867,0.28858
2014,Direct migration background,1st Quintile,Sub-Saharan Africa,0.04683,55,1897,0.03732,0.05634
2014,Direct migration background,2nd Quintile,Southern Europe,0.17680,251,1227,0.15544,0.19815
2014,Direct migration background,2nd Quintile,Central Asia,0.10798,205,1227,0.09061,0.12535
2014,Direct migration background,2nd Quintile,Western Asia,0.16114,181,1227,0.14056,0.18172
2014,Direct migration background,2nd Quintile,Eastern Europe,0.35060,553,1227,0.32389,0.37731
2014,Direct migration background,2nd Quintile,Western Europe,0.06246,37,1227,0.04892,0.07601
2014,Direct migration background,3rd Quintile,Southern Europe,0.20263,180,808,0.17490,0.23036
2014,Direct migration background,3rd Quintile,Central Asia,0.14811,142,808,0.12360,0.17261
2014,Direct migration background,3rd Quintile,Western Asia,0.10757,90,808,0.08620,0.12895
2014,Direct migration background,3rd Quintile,Eastern Europe,0.27257,355,808,0.24185,0.30330
2014,Direct migration background,3rd Quintile,Western Europe,0.08162,41,808,0.06273,0.10051
2014,Direct migration background,4th Quintile,Southern Europe,0.21818,128,501,0.18198,0.25438
2014,Direct migration background,4th Quintile,Central Asia,0.11022,73,501,0.08277,0.13767
2014,Direct migration background,4th Quintile,Western Asia,0.05096,34,501,0.03168,0.07023
2014,Direct migration background,4th Quintile,Eastern Europe,0.36207,266,501,0.31994,0.40419
2014,Direct migration background,5th Quintile,Southern Europe,0.17372,113,388,0.13597,0.21146
2014,Direct migration background,5th Quintile,Western Asia,0.08019,31,388,0.05313,0.10725
2014,Direct migration background,5th Quintile,Eastern Europe,0.27863,165,388,0.23396,0.32330
2014,Direct migration background,5th Quintile,Western Europe,0.18695,79,388,0.14811,0.22580
2015,Direct migration background,1st Quintile,Northern Africa,0.02272,35,1544,0.01528,0.03015
2015,Direct migration background,1st Quintile,Southern Asia,0.07815,75,1544,0.06476,0.09155
2015,Direct migration background,1st Quintile,Southern Europe,0.16479,308,1544,0.14628,0.18330
2015,Direct migration background,1st Quintile,Central Asia,0.09845,222,1544,0.08358,0.11331
2015,Direct migration background,1st Quintile,Western Asia,0.26928,344,1544,0.24715,0.29142
2015,Direct migration background,1st Quintile,Eastern Europe,0.25263,525,1544,0.23094,0.27431
2015,Direct migration background,1st Quintile,Sub-Saharan Africa,0.02948,35,1544,0.02104,0.03792
2015,Direct migration background,2nd Quintile,Southern Europe,0.22467,240,1051,0.19943,0.24992
2015,Direct migration background,2nd Quintile,Central Asia,0.13498,187,1051,0.11431,0.15565
2015,Direct migration background,2nd Quintile,Western Asia,0.13640,145,1051,0.11564,0.15716
2015,Direct migration background,2nd Quintile,Eastern Europe,0.34741,446,1051,0.31861,0.37621
2015,Direct migration background,2nd Quintile,Western Europe,0.05186,33,1051,0.03845,0.06528
2015,Direct migration background,3rd Quintile,Southern Europe,0.18987,149,710,0.16100,0.21874
2015,Direct migration background,3rd Quintile,Central Asia,0.17400,134,710,0.14609,0.20190
2015,Direct migration background,3rd Quintile,Western Asia,0.11834,73,710,0.09457,0.14212
2015,Direct migration background,3rd Quintile,Eastern Europe,0.32191,354,710,0.28752,0.35630
2015,Direct migration background,4th Quintile,Southern Europe,0.26604,107,455,0.22539,0.30668
2015,Direct migration background,4th Quintile,Central Asia,0.09340,61,455,0.06663,0.12016
2015,Direct migration background,4th Quintile,Western Asia,0.09030,46,455,0.06393,0.11666
2015,Direct migration background,4th Quintile,Eastern Europe,0.27650,209,455,0.23536,0.31765
2015,Direct migration background,4th Quintile,Western Europe,0.13944,32,455,0.10757,0.17130
2015,Direct migration background,5th Quintile,Southern Europe,0.10442,85,315,0.07059,0.13824
2015,Direct migration background,5th Quintile,Eastern Europe,0.33205,171,315,0.27996,0.38415
2015,Direct migration background,5th Quintile,Western Europe,0.18228,59,315,0.13958,0.22498
2016,Direct migration background,1st Quintile,Northern Africa,0.02988,44,1790,0.02199,0.03777
2016,Direct migration background,1st Quintile,Southern Asia,0.05163,83,1790,0.04138,0.06189
2016,Direct migration background,1st Quintile,Southern Europe,0.19731,355,1790,0.17887,0.21576
2016,Direct migration background,1st Quintile,Central Asia,0.07949,207,1790,0.06695,0.09202
2016,Direct migration background,1st Quintile,Western Asia,0.24152,377,1790,0.22169,0.26135
2016,Direct migration background,1st Quintile,Eastern Europe,0.27173,649,1790,0.25111,0.29234
2016,Direct migration background,1st Quintile,Western Europe,0.04841,35,1790,0.03846,0.05836
2016,Direct migration background,1st Quintile,Sub-Saharan Africa,0.03038,40,1790,0.02243,0.03833
2016,Direct migration background,2nd Quintile,Southern Europe,0.21258,239,1136,0.18878,0.23638
2016,Direct migration background,2nd Quintile,Central Asia,0.12489,186,1136,0.10565,0.14412
2016,Direct migration background,2nd Quintile,Western Asia,0.16606,154,1136,0.14441,0.18771
2016,Direct migration background,2nd Quintile,Eastern Europe,0.31699,557,1136,0.28992,0.34406
2016,Direct migration background,3rd Quintile,Southern Europe,0.21415,131,673,0.18313,0.24517
2016,Direct migration background,3rd Quintile,Central Asia,0.11351,99,673,0.08952,0.13749
2016,Direct migration background,3rd Quintile,Western Asia,0.11092,80,673,0.08718,0.13467
2016,Direct migration background,3rd Quintile,Eastern Europe,0.33431,363,673,0.29864,0.36998
2016,Direct migration background,4th Quintile,Southern Europe,0.18634,112,522,0.15290,0.21977
2016,Direct migration background,4th Quintile,Central Asia,0.13404,70,522,0.10479,0.16330
2016,Direct migration background,4th Quintile,Western Asia,0.08658,51,522,0.06243,0.11073
2016,Direct migration background,4th Quintile,Eastern Europe,0.26006,252,522,0.22239,0.29772
2016,Direct migration background,4th Quintile,Western Europe,0.12939,37,522,0.10057,0.15821
2016,Direct migration background,5th Quintile,Southern Europe,0.16613,108,384,0.12885,0.20340
2016,Direct migration background,5th Quintile,Eastern Europe,0.30735,171,384,0.26114,0.35356
2016,Direct migration background,5th Quintile,Northern Europe,0.06318,31,384,0.03881,0.08754
2016,Direct migration background,5th Quintile,Western Europe,0.16467,74,384,0.12752,0.20181
2017,Direct migration background,1st Quintile,Northern Africa,0.02781,68,3196,0.02211,0.03351
2017,Direct migration background,1st Quintile,Southern Asia,0.06162,292,3196,0.05328,0.06996
2017,Direct migration background,1st Quintile,Southern Europe,0.19936,341,3196,0.18551,0.21321
2017,Direct migration background,1st Quintile,Central Asia,0.06065,175,3196,0.05237,0.06892
2017,Direct migration background,1st Quintile,Western Asia,0.29118,1538,3196,0.27542,0.30693
2017,Direct migration background,1st Quintile,Eastern Europe,0.22911,584,3196,0.21453,0.24368
2017,Direct migration background,1st Quintile,Western Europe,0.04091,32,3196,0.03404,0.04778
2017,Direct migration background,1st Quintile,Sub-Saharan Africa,0.03936,166,3196,0.03262,0.04611
2017,Direct migration background,2nd Quintile,Southern Asia,0.06452,42,1182,0.05050,0.07853
2017,Direct migration background,2nd Quintile,Southern Europe,0.23220,220,1182,0.20812,0.25628
2017,Direct migration background,2nd Quintile,Central Asia,0.10033,169,1182,0.08320,0.11747
2017,Direct migration background,2nd Quintile,Western Asia,0.17467,217,1182,0.15302,0.19633
2017,Direct migration background,2nd Quintile,Eastern Europe,0.29519,534,1182,0.26918,0.32121
2017,Direct migration background,3rd Quintile,Southern Europe,0.25904,126,627,0.22472,0.29336
2017,Direct migration background,3rd Quintile,Central Asia,0.11168,87,627,0.08701,0.13635
2017,Direct migration background,3rd Quintile,Western Asia,0.08916,89,627,0.06684,0.11149
2017,Direct migration background,3rd Quintile,Eastern Europe,0.32967,325,627,0.29284,0.36649
2017,Direct migration background,4th Quintile,Southern Europe,0.22614,93,386,0.18435,0.26792
2017,Direct migration background,4th Quintile,Central Asia,0.08097,46,386,0.05372,0.10821
2017,Direct migration background,4th Quintile,Western Asia,0.09322,49,386,0.06417,0.12226
2017,Direct migration background,4th Quintile,Eastern Europe,0.26798,198,386,0.22374,0.31222
2017,Direct migration background,5th Quintile,Southern Europe,0.14273,85,315,0.10404,0.18142
2017,Direct migration background,5th Quintile,Eastern Europe,0.29340,159,315,0.24304,0.34376
2017,Direct migration background,5th Quintile,Western Europe,0.22079,71,315,0.17491,0.26667
2018,Direct migration background,1st Quintile,Northern Africa,0.02933,67,3962,0.02408,0.03459
2018,Direct migration background,1st Quintile,Southern Asia,0.08503,413,3962,0.07634,0.09371
2018,Direct migration background,1st Quintile,Southern Europe,0.17090,291,3962,0.15918,0.18262
2018,Direct migration background,1st Quintile,Central Asia,0.06420,147,3962,0.05657,0.07183
2018,Direct migration background,1st Quintile,Western Asia,0.30514,2274,3962,0.29080,0.31948
2018,Direct migration background,1st Quintile,Eastern Europe,0.21303,568,3962,0.20027,0.22578
2018,Direct migration background,1st Quintile,Sub-Saharan Africa,0.04053,202,3962,0.03439,0.04667
2018,Direct migration background,2nd Quintile,Southern Asia,0.03186,51,1201,0.02192,0.04180
2018,Direct migration background,2nd Quintile,Southern Europe,0.24888,213,1201,0.22442,0.27334
2018,Direct migration background,2nd Quintile,Central Asia,0.07371,153,1201,0.05892,0.08849
2018,Direct migration background,2nd Quintile,Western Asia,0.20482,307,1201,0.18199,0.22766
2018,Direct migration background,2nd Quintile,Eastern Europe,0.29664,446,1201,0.27079,0.32248
2018,Direct migration background,2nd Quintile,Western Europe,0.04822,31,1201,0.03610,0.06034
2018,Direct migration background,3rd Quintile,Southern Europe,0.18854,121,721,0.15997,0.21711
2018,Direct migration background,3rd Quintile,Central Asia,0.10963,92,721,0.08681,0.13246
2018,Direct migration background,3rd Quintile,Western Asia,0.08174,118,721,0.06172,0.10175
2018,Direct migration background,3rd Quintile,Eastern Europe,0.34487,351,721,0.31015,0.37959
2018,Direct migration background,3rd Quintile,Western Europe,0.07988,39,721,0.06008,0.09969
2018,Direct migration background,4th Quintile,Southern Europe,0.17967,85,470,0.14492,0.21441
2018,Direct migration background,4th Quintile,Central Asia,0.14456,64,470,0.11273,0.17638
2018,Direct migration background,4th Quintile,Western Asia,0.08366,81,470,0.05860,0.10872
2018,Direct migration background,4th Quintile,Eastern Europe,0.28529,203,470,0.24442,0.32615
2018,Direct migration background,4th Quintile,Western Europe,0.14853,37,470,0.11634,0.18071
2018,Direct migration background,5th Quintile,Southern Europe,0.10538,65,303,0.07075,0.14000
2018,Direct migration background,5th Quintile,Eastern Europe,0.31316,170,303,0.26085,0.36546
2018,Direct migration background,5th Quintile,Western Europe,0.22039,68,303,0.17363,0.26714
2019,Direct migration background,1st Quintile,Northern Africa,0.02508,65,4034,0.02025,0.02990
2019,Direct migration background,1st Quintile,Southern Asia,0.08916,402,4034,0.08037,0.09796
2019,Direct migration background,1st Quintile,Southern Europe,0.19817,238,4034,0.18587,0.21048
2019,Direct migration background,1st Quintile,Central Asia,0.06130,128,4034,0.05389,0.06870
2019,Direct migration background,1st Quintile,Western Asia,0.31486,2535,4034,0.30053,0.32920
2019,Direct migration background,1st Quintile,Eastern Europe,0.20210,475,4034,0.18971,0.21450
2019,Direct migration background,1st Quintile,Sub-Saharan Africa,0.03284,191,4034,0.02734,0.03834
2019,Direct migration background,2nd Quintile,Southern Asia,0.01770,38,1019,0.00960,0.02580
2019,Direct migration background,2nd Quintile,Southern Europe,0.20660,171,1019,0.18172,0.23147
2019,Direct migration background,2nd Quintile,Central Asia,0.07099,113,1019,0.05521,0.08676
2019,Direct migration background,2nd Quintile,Western Asia,0.16675,233,1019,0.14385,0.18965
2019,Direct migration background,2nd Quintile,Eastern Europe,0.33821,464,1019,0.30914,0.36727
2019,Direct migration background,3rd Quintile,Southern Europe,0.20281,94,585,0.17020,0.23542
2019,Direct migration background,3rd Quintile,Central Asia,0.13051,98,585,0.10319,0.15784
2019,Direct migration background,3rd Quintile,Western Asia,0.12286,99,585,0.09624,0.14949
2019,Direct migration background,3rd Quintile,Eastern Europe,0.28761,259,585,0.25090,0.32432
2019,Direct migration background,3rd Quintile,Western Europe,0.09659,35,585,0.07264,0.12055
2019,Direct migration background,4th Quintile,Southern Europe,0.16813,66,380,0.13048,0.20578
2019,Direct migration background,4th Quintile,Central Asia,0.08992,49,380,0.06112,0.11872
2019,Direct migration background,4th Quintile,Western Asia,0.10495,40,380,0.07409,0.13580
2019,Direct migration background,4th Quintile,Eastern Europe,0.30282,183,380,0.25656,0.34908
2019,Direct migration background,4th Quintile,Western Europe,0.16815,42,380,0.13049,0.20580
2019,Direct migration background,5th Quintile,Southern Europe,0.13866,83,327,0.10114,0.17617
2019,Direct migration background,5th Quintile,Eastern Europe,0.31567,178,327,0.26522,0.36612
2019,Direct migration background,5th Quintile,Western Europe,0.17961,66,327,0.13794,0.22128
2020,Direct migration background,1st Quintile,Northern Africa,0.02452,52,3587,0.01946,0.02958
2020,Direct migration background,1st Quintile,Southern Asia,0.09477,359,3587,0.08518,0.10436
2020,Direct migration background,1st Quintile,Southern Europe,0.20218,191,3587,0.18903,0.21532
2020,Direct migration background,1st Quintile,Central Asia,0.06377,113,3587,0.05577,0.07177
2020,Direct migration background,1st Quintile,Western Asia,0.29439,2220,3587,0.27947,0.30931
2020,Direct migration background,1st Quintile,Eastern Europe,0.17459,445,3587,0.16217,0.18702
2020,Direct migration background,1st Quintile,Western Europe,0.04326,32,3587,0.03660,0.04992
2020,Direct migration background,1st Quintile,Sub-Saharan Africa,0.03754,175,3587,0.03132,0.04376
2020,Direct migration background,2nd Quintile,Southern Asia,0.04014,51,968,0.02777,0.05252
2020,Direct migration background,2nd Quintile,Southern Europe,0.23088,163,968,0.20432,0.25744
2020,Direct migration background,2nd Quintile,Central Asia,0.10198,121,968,0.08290,0.12105
2020,Direct migration background,2nd Quintile,Western Asia,0.15749,251,968,0.13453,0.18045
2020,Direct migration background,2nd Quintile,Eastern Europe,0.28826,382,968,0.25971,0.31681
2020,Direct migration background,3rd Quintile,Southern Europe,0.26195,102,503,0.22348,0.30041
2020,Direct migration background,3rd Quintile,Central Asia,0.08722,66,503,0.06254,0.11190
2020,Direct migration background,3rd Quintile,Western Asia,0.12460,72,503,0.09571,0.15349
2020,Direct migration background,3rd Quintile,Eastern Europe,0.23741,229,503,0.20019,0.27463
2020,Direct migration background,3rd Quintile,Western Europe,0.08731,34,503,0.06262,0.11201
2020,Direct migration background,4th Quintile,Southern Europe,0.13044,72,385,0.09676,0.16413
2020,Direct migration background,4th Quintile,Central Asia,0.13437,52,385,0.10025,0.16848
2020,Direct migration background,4th Quintile,Eastern Europe,0.33698,223,385,0.28970,0.38426
2020,Direct migration background,4th Quintile,Western Europe,0.14534,38,385,0.11009,0.18060
2020,Direct migration background,5th Quintile,Southern Europe,0.14623,76,338,0.10851,0.18396
2020,Direct migration background,5th Quintile,Eastern Europe,0.24231,167,338,0.19656,0.28806
2020,Direct migration background,5th Quintile,Western Europe,0.22191,95,338,0.17754,0.26627
2021,Direct migration background,1st Quintile,Northern Africa,0.02576,42,2579,0.01965,0.03188
2021,Direct migration background,1st Quintile,Southern Asia,0.07216,235,2579,0.06217,0.08215
2021,Direct migration background,1st Quintile,Southern Europe,0.19202,159,2579,0.17682,0.20723
2021,Direct migration background,1st Quintile,Central Asia,0.05956,69,2579,0.05043,0.06870
2021,Direct migration background,1st Quintile,Western Asia,0.28824,1559,2579,0.27075,0.30572
2021,Direct migration background,1st Quintile,Eastern Europe,0.22268,340,2579,0.20662,0.23874
2021,Direct migration background,1st Quintile,Sub-Saharan Africa,0.04019,175,2579,0.03261,0.04777
2021,Direct migration background,2nd Quintile,Southern Asia,0.02875,46,885,0.01774,0.03977
2021,Direct migration background,2nd Quintile,Southern Europe,0.22687,125,885,0.19926,0.25448
2021,Direct migration background,2nd Quintile,Central Asia,0.09032,61,885,0.07143,0.10922
2021,Direct migration background,2nd Quintile,Western Asia,0.21155,266,885,0.18463,0.23847
2021,Direct migration background,2nd Quintile,Eastern Europe,0.30543,353,885,0.27506,0.33579
2021,Direct migration background,2nd Quintile,Sub-Saharan Africa,0.02909,34,885,0.01801,0.04017
2021,Direct migration background,3rd Quintile,Southern Europe,0.30254,94,414,0.25824,0.34684
2021,Direct migration background,3rd Quintile,Central Asia,0.06742,35,414,0.04324,0.09160
2021,Direct migration background,3rd Quintile,Western Asia,0.06228,83,414,0.03897,0.08558
2021,Direct migration background,3rd Quintile,Eastern Europe,0.32425,202,414,0.27911,0.36940
