year,migback,sex,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Direct migration background,male,Eastern Europe,0.24651,787,4479,0.23389,0.25914
2017,Direct migration background,male,Northern Europe,0.01990,52,4479,0.01581,0.02399
2017,Direct migration background,male,Western Europe,0.06984,101,4479,0.06237,0.07730
2017,Direct migration background,male,Sub-Saharan Africa,0.03065,159,4479,0.02560,0.03570
2017,Direct migration background,male,Latin America and the Caribbean,0.02409,35,4479,0.01959,0.02858
2017,Direct migration background,female,Northern Africa,0.01127,51,4475,0.00817,0.01436
2017,Direct migration background,female,Southern Asia,0.04205,330,4475,0.03617,0.04793
2017,Direct migration background,female,South-Eastern Asia,0.03750,48,4475,0.03193,0.04306
2017,Direct migration background,female,Southern Europe,0.19828,478,4475,0.18660,0.20997
2017,Direct migration background,female,Central Asia,0.09504,315,4475,0.08644,0.10363
2017,Direct migration background,female,Western Asia,0.14713,1702,4475,0.13675,0.15751
2017,Direct migration background,female,Eastern Europe,0.30554,1188,4475,0.29204,0.31903
2017,Direct migration background,female,Northern Europe,0.01654,55,4475,0.01280,0.02027
2017,Direct migration background,female,Western Europe,0.06926,113,4475,0.06182,0.07670
2017,Direct migration background,female,Sub-Saharan Africa,0.01825,127,4475,0.01433,0.02217
2017,Direct migration background,female,Latin America and the Caribbean,0.03839,68,4475,0.03276,0.04402
2018,Direct migration background,male,Northern Africa,0.01522,61,4224,0.01153,0.01891
2018,Direct migration background,male,Southern Asia,0.06690,363,4224,0.05936,0.07443
2018,Direct migration background,male,Southern Europe,0.19323,412,4224,0.18132,0.20514
2018,Direct migration background,male,Central Asia,0.06672,203,4224,0.05919,0.07425
2018,Direct migration background,male,Western Asia,0.21655,2110,4224,0.20413,0.22897
2018,Direct migration background,male,Eastern Europe,0.24517,732,4224,0.23220,0.25815
2018,Direct migration background,male,Northern Europe,0.01878,43,4224,0.01469,0.02288
2018,Direct migration background,male,Western Europe,0.08541,102,4224,0.07698,0.09384
2018,Direct migration background,male,Sub-Saharan Africa,0.03194,163,4224,0.02664,0.03725
2018,Direct migration background,male,Latin America and the Caribbean,0.02450,35,4224,0.01984,0.02917
2018,Direct migration background,female,Northern Africa,0.01410,56,4122,0.01050,0.01770
2018,Direct migration background,female,Southern Asia,0.04376,292,4122,0.03751,0.05000
2018,Direct migration background,female,South-Eastern Asia,0.03433,44,4122,0.02877,0.03989
2018,Direct migration background,female,Southern Europe,0.17757,415,4122,0.16590,0.18924
2018,Direct migration background,female,Central Asia,0.09509,297,4122,0.08613,0.10404
2018,Direct migration background,female,Western Asia,0.15247,1536,4122,0.14150,0.16345
2018,Direct migration background,female,Eastern Europe,0.30455,1113,4122,0.29050,0.31860
2018,Direct migration background,female,Northern Europe,0.01946,55,4122,0.01525,0.02368
2018,Direct migration background,female,Western Europe,0.07985,110,4122,0.07157,0.08812
2018,Direct migration background,female,Sub-Saharan Africa,0.02225,140,4122,0.01774,0.02675
2018,Direct migration background,female,Latin America and the Caribbean,0.03409,64,4122,0.02855,0.03963
2019,Direct migration background,male,Northern Africa,0.01727,56,3841,0.01315,0.02139
2019,Direct migration background,male,Southern Asia,0.06249,311,3841,0.05483,0.07014
2019,Direct migration background,male,Southern Europe,0.19011,339,3841,0.17769,0.20252
2019,Direct migration background,male,Central Asia,0.06788,173,3841,0.05992,0.07584
2019,Direct migration background,male,Western Asia,0.21590,1989,3841,0.20289,0.22891
2019,Direct migration background,male,Eastern Europe,0.24233,638,3841,0.22878,0.25588
2019,Direct migration background,male,Northern Europe,0.02100,45,3841,0.01647,0.02554
2019,Direct migration background,male,Western Europe,0.08487,114,3841,0.07606,0.09369
2019,Direct migration background,male,Sub-Saharan Africa,0.03620,139,3841,0.03029,0.04211
2019,Direct migration background,male,Latin America and the Caribbean,0.02440,37,3841,0.01952,0.02928
2019,Direct migration background,female,Northern Africa,0.01481,47,3678,0.01091,0.01871
2019,Direct migration background,female,Southern Asia,0.03797,240,3678,0.03179,0.04415
2019,Direct migration background,female,South-Eastern Asia,0.02552,34,3678,0.02042,0.03062
2019,Direct migration background,female,Southern Europe,0.18306,341,3678,0.17056,0.19556
2019,Direct migration background,female,Central Asia,0.08700,248,3678,0.07789,0.09611
2019,Direct migration background,female,Western Asia,0.15801,1426,3678,0.14622,0.16980
2019,Direct migration background,female,Eastern Europe,0.30490,993,3678,0.29002,0.31978
2019,Direct migration background,female,Northern Europe,0.01805,51,3678,0.01375,0.02236
2019,Direct migration background,female,Western Europe,0.07983,115,3678,0.07107,0.08859
2019,Direct migration background,female,Sub-Saharan Africa,0.02294,117,3678,0.01810,0.02777
2019,Direct migration background,female,Latin America and the Caribbean,0.04393,66,3678,0.03731,0.05055
2020,Direct migration background,male,Northern Africa,0.01259,92,5133,0.00954,0.01564
2020,Direct migration background,male,Northern America,0.02168,40,5133,0.01770,0.02567
2020,Direct migration background,male,Southern Asia,0.06581,484,5133,0.05903,0.07259
2020,Direct migration background,male,Southern Europe,0.19711,597,5133,0.18623,0.20799
2020,Direct migration background,male,Central Asia,0.06665,159,5133,0.05982,0.07347
2020,Direct migration background,male,Western Asia,0.20924,2203,5133,0.19811,0.22037
2020,Direct migration background,male,Eastern Europe,0.22084,991,5133,0.20949,0.23219
2020,Direct migration background,male,Northern Europe,0.02011,46,5133,0.01627,0.02395
2020,Direct migration background,male,Western Europe,0.08569,109,5133,0.07803,0.09335
2020,Direct migration background,male,Sub-Saharan Africa,0.04994,313,5133,0.04398,0.05590
2020,Direct migration background,male,Latin America and the Caribbean,0.02981,99,5133,0.02516,0.03446
2020,Direct migration background,female,Northern Africa,0.01501,58,4341,0.01139,0.01862
2020,Direct migration background,female,Northern America,0.01888,38,4341,0.01483,0.02293
2020,Direct migration background,female,Eastern Asia,0.00484,33,4341,0.00277,0.00690
2020,Direct migration background,female,Southern Asia,0.04425,281,4341,0.03813,0.05037
2020,Direct migration background,female,South-Eastern Asia,0.02858,63,4341,0.02362,0.03354
2020,Direct migration background,female,Southern Europe,0.19088,444,4341,0.17919,0.20257
2020,Direct migration background,female,Central Asia,0.09848,232,4341,0.08962,0.10735
2020,Direct migration background,female,Western Asia,0.15291,1359,4341,0.14221,0.16362
2020,Direct migration background,female,Eastern Europe,0.27869,1355,4341,0.26536,0.29203
2020,Direct migration background,female,Northern Europe,0.01825,49,4341,0.01427,0.02224
2020,Direct migration background,female,Western Europe,0.08305,116,4341,0.07484,0.09126
2020,Direct migration background,female,Sub-Saharan Africa,0.02621,210,4341,0.02145,0.03096
2020,Direct migration background,female,Latin America and the Caribbean,0.03805,103,4341,0.03236,0.04375
2021,Direct migration background,male,Northern Africa,0.01651,42,2800,0.01179,0.02123
2021,Direct migration background,male,Southern Asia,0.06341,241,2800,0.05438,0.07243
2021,Direct migration background,male,Southern Europe,0.18266,255,2800,0.16834,0.19697
2021,Direct migration background,male,Central Asia,0.07633,88,2800,0.06649,0.08617
2021,Direct migration background,male,Western Asia,0.21525,1404,2800,0.20003,0.23048
2021,Direct migration background,male,Eastern Europe,0.23197,477,2800,0.21634,0.24761
2021,Direct migration background,male,Western Europe,0.08474,81,2800,0.07442,0.09505
2021,Direct migration background,male,Sub-Saharan Africa,0.04723,157,2800,0.03937,0.05509
2021,Direct migration background,male,Latin America and the Caribbean,0.03295,55,2800,0.02633,0.03956
2021,Direct migration background,female,Southern Asia,0.04117,159,2578,0.03350,0.04884
2021,Direct migration background,female,Southern Europe,0.20842,250,2578,0.19273,0.22410
2021,Direct migration background,female,Central Asia,0.09020,132,2578,0.07914,0.10126
2021,Direct migration background,female,Western Asia,0.14323,1019,2578,0.12970,0.15675
2021,Direct migration background,female,Eastern Europe,0.31632,726,2578,0.29836,0.33427
2021,Direct migration background,female,Northern Europe,0.01958,38,2578,0.01423,0.02493
2021,Direct migration background,female,Western Europe,0.06951,84,2578,0.05969,0.07933
2021,Direct migration background,female,Sub-Saharan Africa,0.02098,107,2578,0.01545,0.02651
2021,Direct migration background,female,Latin America and the Caribbean,0.02871,63,2578,0.02227,0.03516
2022,Direct migration background,male,Northern Africa,0.01644,142,4159,0.01258,0.02031
2022,Direct migration background,male,Northern America,0.01740,84,4159,0.01342,0.02137
2022,Direct migration background,male,Eastern Asia,0.00809,115,4159,0.00537,0.01082
2022,Direct migration background,male,Southern Asia,0.06687,555,4159,0.05928,0.07446
2022,Direct migration background,male,South-Eastern Asia,0.01161,89,4159,0.00835,0.01486
2022,Direct migration background,male,Southern Europe,0.17615,484,4159,0.16457,0.18773
2022,Direct migration background,male,Central Asia,0.08133,132,4159,0.07302,0.08964
2022,Direct migration background,male,Western Asia,0.18495,1337,4159,0.17315,0.19675
2022,Direct migration background,male,Eastern Europe,0.24450,622,4159,0.23144,0.25757
2022,Direct migration background,male,Northern Europe,0.02373,67,4159,0.01911,0.02836
2022,Direct migration background,male,Western Europe,0.08108,108,4159,0.07278,0.08937
2022,Direct migration background,male,Sub-Saharan Africa,0.03868,203,4159,0.03282,0.04455
2022,Direct migration background,male,Latin America and the Caribbean,0.03004,221,4159,0.02485,0.03522
2022,Direct migration background,female,Northern Africa,0.00928,86,4009,0.00631,0.01225
2022,Direct migration background,female,Northern America,0.01645,78,4009,0.01251,0.02039
2022,Direct migration background,female,Eastern Asia,0.01049,150,4009,0.00734,0.01364
2022,Direct migration background,female,Southern Asia,0.04135,362,4009,0.03519,0.04752
2022,Direct migration background,female,South-Eastern Asia,0.02271,153,4009,0.01809,0.02732
2022,Direct migration background,female,Southern Europe,0.16416,432,4009,0.15269,0.17563
2022,Direct migration background,female,Central Asia,0.10686,203,4009,0.09729,0.11642
2022,Direct migration background,female,Western Asia,0.16301,1030,4009,0.15158,0.17445
2022,Direct migration background,female,Eastern Europe,0.30519,922,4009,0.29094,0.31945
2022,Direct migration background,female,Northern Europe,0.01543,56,4009,0.01161,0.01924
2022,Direct migration background,female,Western Europe,0.08274,128,4009,0.07421,0.09127
2022,Direct migration background,female,Sub-Saharan Africa,0.02539,153,4009,0.02052,0.03026
2022,Direct migration background,female,Latin America and the Caribbean,0.02545,256,4009,0.02058,0.03033
