"plb0022_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Altersteilzeit mit Arbeitszeit Null","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1993","Westdeutschland, alte Bundeslaender","maennlich","1239","0.309610540966346","0.29620914852161","0.323011933411081"
"Nicht erwerbstaetig","1993","Westdeutschland, alte Bundeslaender","weiblich","2418","0.553332603976176","0.539219882455801","0.567445325496552"
"Nicht erwerbstaetig","1993","Ostdeutschland, neue Bundeslaender","maennlich","571","0.378509189041544","0.35623260027712","0.400785777805968"
"Nicht erwerbstaetig","1993","Ostdeutschland, neue Bundeslaender","weiblich","981","0.559460566731252","0.537805622660317","0.581115510802188"
"Betriebliches Praktikum","1993","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1993","Westdeutschland, alte Bundeslaender","maennlich","37","0.00916189974452497","0.00640011963989931","0.0119236798491506"
"Wehrpflicht/Zivildienst","1993","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","maennlich","2832","0.599193773056952","0.584780633883103","0.613606912230801"
"Voll erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","weiblich","1269","0.238725817321405","0.226558875312112","0.250892759330699"
"Voll erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","maennlich","1076","0.541293743425134","0.518274254672646","0.564313232177621"
"Voll erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","weiblich","725","0.310476032826654","0.290142191844015","0.330809873809294"
"Teilzeitbeschaeftigung","1994","Westdeutschland, alte Bundeslaender","maennlich","98","0.0228480788032418","0.0184535370660379","0.0272426205404457"
"Teilzeitbeschaeftigung","1994","Westdeutschland, alte Bundeslaender","weiblich","671","0.136652772040382","0.126849678081198","0.146455865999566"
"Teilzeitbeschaeftigung","1994","Ostdeutschland, neue Bundeslaender","maennlich","37","0.0216800366060342","0.0149520936291032","0.0284079795829653"
"Teilzeitbeschaeftigung","1994","Ostdeutschland, neue Bundeslaender","weiblich","178","0.0765682441677605","0.0648824711547391","0.0882540171807819"
"Ausbildung/Lehre","1994","Westdeutschland, alte Bundeslaender","maennlich","147","0.02916461640044","0.0242157168718042","0.0341135159290758"
"Ausbildung/Lehre","1994","Westdeutschland, alte Bundeslaender","weiblich","136","0.0208230611543711","0.0167477190784262","0.024898403230316"
"Ausbildung/Lehre","1994","Ostdeutschland, neue Bundeslaender","maennlich","80","0.039420664110723","0.0304310628947345","0.0484102653267116"
"Ausbildung/Lehre","1994","Ostdeutschland, neue Bundeslaender","weiblich","96","0.0338461403899387","0.0258990450759228","0.0417932357039545"
"Geringfuegig erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","maennlich","46","0.01295437763836","0.00962866596832934","0.0162800893083907"
"Geringfuegig erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","weiblich","165","0.0335925780473915","0.028450211989247","0.038734944105536"
"Geringfuegig erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","maennlich","1287","0.327813543857141","0.314007602330565","0.341619485383716"
"Nicht erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","weiblich","2475","0.57020577143645","0.556076906066927","0.584334636805973"
"Nicht erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","maennlich","563","0.376523412371402","0.354140432386947","0.398906392355857"
"Nicht erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","weiblich","977","0.574593538714468","0.55286587107327","0.596321206355666"
"Betriebliches Praktikum","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1994","Westdeutschland, alte Bundeslaender","maennlich","31","0.0080256102438653","0.0054014100284781","0.0106498104592525"
"Wehrpflicht/Zivildienst","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1994","Ostdeutschland, neue Bundeslaender","maennlich","31","0.0149350002253001","0.00933166120554411","0.0205383392450562"
"Wehrpflicht/Zivildienst","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","maennlich","3006","0.595007417219799","0.580952390570843","0.609062443868755"
"Voll erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","weiblich","1326","0.232128375627428","0.220401415362315","0.243855335892541"
"Voll erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","maennlich","1077","0.566433136141793","0.543241271704846","0.589625000578739"
"Voll erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","weiblich","715","0.305131123086122","0.284698969703461","0.325563276468783"
"Teilzeitbeschaeftigung","1995","Westdeutschland, alte Bundeslaender","maennlich","76","0.0220498667519923","0.0178454254986524","0.0262543080053322"
"Teilzeitbeschaeftigung","1995","Westdeutschland, alte Bundeslaender","weiblich","710","0.133343465752399","0.123900978544416","0.142785952960382"
"Teilzeitbeschaeftigung","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1995","Ostdeutschland, neue Bundeslaender","weiblich","205","0.0904041109239691","0.0776796969329337","0.103128524915004"
"Ausbildung/Lehre","1995","Westdeutschland, alte Bundeslaender","maennlich","161","0.0296151885046346","0.0247614520148469","0.0344689249944224"
"Ausbildung/Lehre","1995","Westdeutschland, alte Bundeslaender","weiblich","133","0.0194534514639809","0.0156171787889744","0.0232897241389874"
"Ausbildung/Lehre","1995","Ostdeutschland, neue Bundeslaender","maennlich","84","0.0428780277430544","0.0333974601244568","0.0523585953616521"
"Ausbildung/Lehre","1995","Ostdeutschland, neue Bundeslaender","weiblich","80","0.0265677450441071","0.0194318300140608","0.0337036600741534"
"Geringfuegig erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","maennlich","60","0.0133779945353614","0.0100885856982606","0.0166674033724623"
"Geringfuegig erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","weiblich","200","0.0393425949859207","0.0339426069666067","0.0447425830052347"
"Geringfuegig erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","maennlich","1343","0.330357775776421","0.316891092974869","0.343824458577974"
"Nicht erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","weiblich","2609","0.575481701019723","0.561752634954534","0.589210767084912"
"Nicht erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","maennlich","547","0.366369274804646","0.343821123879223","0.388917425730069"
"Nicht erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","weiblich","933","0.570046595877872","0.548078858372436","0.592014333383308"
"Betriebliches Praktikum","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1995","Westdeutschland, alte Bundeslaender","maennlich","40","0.00959175721179129","0.00680112141637729","0.0123823930072053"
"Wehrpflicht/Zivildienst","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","maennlich","2914","0.594755468757102","0.580501481042632","0.609009456471572"
"Voll erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","weiblich","1268","0.225822129844102","0.214080114265467","0.237564145422736"
"Voll erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","maennlich","1038","0.547860161504207","0.52459479472074","0.571125528287673"
"Voll erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","weiblich","696","0.297305423940801","0.276955821853282","0.317655026028321"
"Teilzeitbeschaeftigung","1996","Westdeutschland, alte Bundeslaender","maennlich","86","0.0226920816821701","0.0183683229255168","0.0270158404388235"
"Teilzeitbeschaeftigung","1996","Westdeutschland, alte Bundeslaender","weiblich","756","0.146492863565259","0.136562827202831","0.156422899927688"
"Teilzeitbeschaeftigung","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1996","Ostdeutschland, neue Bundeslaender","weiblich","196","0.0888850234462141","0.0762151553644063","0.101554891528022"
"Ausbildung/Lehre","1996","Westdeutschland, alte Bundeslaender","maennlich","149","0.0279187304856236","0.0231356499063603","0.0327018110648868"
"Ausbildung/Lehre","1996","Westdeutschland, alte Bundeslaender","weiblich","121","0.0184936390546317","0.0147101126075383","0.0222771655017252"
"Ausbildung/Lehre","1996","Ostdeutschland, neue Bundeslaender","maennlich","87","0.0390951157122961","0.0300348672521063","0.0481553641724859"
"Ausbildung/Lehre","1996","Ostdeutschland, neue Bundeslaender","weiblich","82","0.0272113018934387","0.0199676908342981","0.0344549129525793"
"Geringfuegig erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","maennlich","57","0.0129765192927982","0.0096906413484008","0.0162623972371957"
"Geringfuegig erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","weiblich","187","0.0371233774882786","0.0318139451785622","0.0424328097979951"
"Geringfuegig erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","maennlich","1321","0.333594858508159","0.319905363727054","0.347284353289264"
"Nicht erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","weiblich","2539","0.572067990047728","0.558173256056415","0.585962724039042"
"Nicht erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","maennlich","590","0.388886371557413","0.366098120155116","0.41167462295971"
"Nicht erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","weiblich","943","0.576403760448229","0.554404369609111","0.598403151287347"
"Betriebliches Praktikum","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1996","Westdeutschland, alte Bundeslaender","maennlich","30","0.00806234127414704","0.00546588295790159","0.0106587995903925"
"Wehrpflicht/Zivildienst","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","maennlich","2829","0.585962633345121","0.571549009423909","0.600376257266334"
"Voll erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","weiblich","1223","0.225679477334509","0.213826391292262","0.237532563376756"
"Voll erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","maennlich","994","0.52344243166818","0.500048825949646","0.546836037386715"
"Voll erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","weiblich","699","0.297359274915241","0.276806110611063","0.317912439219418"
"Teilzeitbeschaeftigung","1997","Westdeutschland, alte Bundeslaender","maennlich","80","0.0238383353356381","0.0193744061868025","0.0283022644844737"
"Teilzeitbeschaeftigung","1997","Westdeutschland, alte Bundeslaender","weiblich","719","0.141456887218972","0.131575495380803","0.151338279057141"
"Teilzeitbeschaeftigung","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1997","Ostdeutschland, neue Bundeslaender","weiblich","182","0.0874954630656267","0.0747902610815386","0.100200665049715"
"Ausbildung/Lehre","1997","Westdeutschland, alte Bundeslaender","maennlich","145","0.0261299934702638","0.0214619101163088","0.0307980768242187"
"Ausbildung/Lehre","1997","Westdeutschland, alte Bundeslaender","weiblich","126","0.0191995770427261","0.0153085775758464","0.0230905765096057"
"Ausbildung/Lehre","1997","Ostdeutschland, neue Bundeslaender","maennlich","88","0.0368000498474413","0.0279816975081864","0.0456184021866963"
"Ausbildung/Lehre","1997","Ostdeutschland, neue Bundeslaender","weiblich","69","0.0221791733686654","0.0155574107178277","0.0288009360195032"
"Geringfuegig erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","maennlich","48","0.0104720463883324","0.00749319889974753","0.0134508938769172"
"Geringfuegig erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","weiblich","183","0.0338131590819303","0.0286881050153913","0.0389382131484694"
"Geringfuegig erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","maennlich","1353","0.347218489881242","0.333286799930877","0.361150179831607"
"Nicht erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","weiblich","2527","0.579850899321863","0.565855512549938","0.593846286093788"
"Nicht erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","maennlich","612","0.404105751103098","0.381121141553735","0.427090360652462"
"Nicht erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","weiblich","931","0.583167822286816","0.560998690476944","0.605336954096689"
"Betriebliches Praktikum","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1997","Westdeutschland, alte Bundeslaender","maennlich","31","0.00637850157940264","0.00404886444760208","0.00870813871120321"
"Wehrpflicht/Zivildienst","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1997","Ostdeutschland, neue Bundeslaender","maennlich","31","0.0172493695602679","0.0111510062072903","0.0233477329132455"
"Wehrpflicht/Zivildienst","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Voll erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","maennlich","3130","0.580552891395931","0.566929277669272","0.59417650512259"
"Voll erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","weiblich","1373","0.226566612960009","0.215405697084023","0.237727528835995"
"Voll erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","maennlich","1028","0.510035306375924","0.487420208685445","0.532650404066403"
"Voll erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","weiblich","712","0.286557489295015","0.266780890181087","0.306334088408942"
"Teilzeitbeschaeftigung","1998","Westdeutschland, alte Bundeslaender","maennlich","95","0.0244141875497906","0.0201534312087347","0.0286749438908465"
"Teilzeitbeschaeftigung","1998","Westdeutschland, alte Bundeslaender","weiblich","814","0.146396223188866","0.136971176262713","0.155821270115018"
"Teilzeitbeschaeftigung","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Teilzeitbeschaeftigung","1998","Ostdeutschland, neue Bundeslaender","weiblich","193","0.0864976326691364","0.0742027840416854","0.0987924812965874"
"Ausbildung/Lehre","1998","Westdeutschland, alte Bundeslaender","maennlich","167","0.0299260589146147","0.0252221380672843","0.0346299797619451"
"Ausbildung/Lehre","1998","Westdeutschland, alte Bundeslaender","weiblich","139","0.0177732251199287","0.0142504945674754","0.021295955672382"
"Ausbildung/Lehre","1998","Ostdeutschland, neue Bundeslaender","maennlich","107","0.0430723613053433","0.0338878755586681","0.0522568470520185"
"Ausbildung/Lehre","1998","Ostdeutschland, neue Bundeslaender","weiblich","68","0.0247567818409749","0.0179605247199348","0.0315530389620151"
"Geringfuegig erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","maennlich","60","0.013379554096986","0.0102075868202613","0.0165515213737106"
"Geringfuegig erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","weiblich","201","0.0293044103291816","0.0248076634443553","0.0338011572140079"
"Geringfuegig erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geringfuegig erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiwilliger Wehrdienst","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiwilliger Wehrdienst","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FSJ/FOeJ/BFD","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FSJ/FOeJ/BFD","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Werkstatt fuer Behinderte","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Werkstatt fuer Behinderte","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","maennlich","1556","0.345269542537861","0.332143215218388","0.358395869857334"
"Nicht erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","weiblich","2869","0.578675410366494","0.56551054754119","0.591840273191798"
"Nicht erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","maennlich","685","0.416459072079997","0.394157381854369","0.438760762305625"
"Nicht erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","weiblich","1010","0.591177106902302","0.569674424304323","0.612679789500281"
"Betriebliches Praktikum","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Betriebliches Praktikum","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Betriebliches Praktikum","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1998","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1998","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Wehrpflicht/Zivildienst","1998","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Wehrpflicht/Zivildienst","1998","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
