"plb0022_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Freiwilliger Wehrdienst","1993","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1993","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1993","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1993","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1993","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1993","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1993","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1993","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1993","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1993","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1993","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1993","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1993","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1993","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1993","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2596","0.441331106275683","0.429272871684611","0.453389340866754"
"Nicht erwerbstaetig","1993","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1458","0.462613284995132","0.446525827182174","0.47870074280809"
"Nicht erwerbstaetig","1993","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","879","0.404375427687996","0.384583557850784","0.424167297525207"
"Nicht erwerbstaetig","1993","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","88","0.704616592873314","0.627942593376693","0.781290592369934"
"Nicht erwerbstaetig","1993","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","182","0.433324259793987","0.388187393127662","0.478461126460313"
"Nicht erwerbstaetig","1993","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1993","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1993","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1993","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1993","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1993","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1993","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1993","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","37","0.00520492080041953","0.00345749762680091","0.00695234397403814"
"Wehrpflicht/Zivildienst","1993","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1993","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1993","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1993","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1993","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2850","0.408510133447836","0.396509291902162","0.420510974993511"
"Voll erwerbstaetig","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1755","0.430341603982658","0.414234825087518","0.446448382877798"
"Voll erwerbstaetig","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1087","0.444261634978129","0.423643332780571","0.464879937175686"
"Voll erwerbstaetig","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","43","0.273664133654039","0.20059099550823","0.346737271799848"
"Voll erwerbstaetig","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","164","0.298934633289555","0.258023366616363","0.339845899962747"
"Voll erwerbstaetig","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","585","0.0843328855409175","0.0775486031169814","0.0911171679648537"
"Teilzeitbeschaeftigung","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","210","0.051509468168781","0.0443190390181903","0.0586998973193716"
"Teilzeitbeschaeftigung","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","162","0.0735905146878218","0.0627559685681927","0.0844250608074509"
"Teilzeitbeschaeftigung","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","156","0.0222064588601526","0.0186089666099215","0.0258039511103837"
"Ausbildung/Lehre","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","168","0.0365880660650901","0.0304804670464714","0.0426956650837088"
"Ausbildung/Lehre","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","38","0.0163150144929201","0.0110582313789865","0.0215717976068536"
"Ausbildung/Lehre","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","89","0.169462089941206","0.135935331740834","0.202988848141578"
"Ausbildung/Lehre","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","170","0.0243665766404372","0.0206023373453137","0.0281308159355606"
"Geringfuegig erwerbstaetig","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","31","0.0191642762900676","0.0134751882426792","0.0248533643374559"
"Geringfuegig erwerbstaetig","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2656","0.456409541067001","0.444249083960703","0.4685699981733"
"Nicht erwerbstaetig","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1443","0.46945628980751","0.453221265445554","0.485691314169467"
"Nicht erwerbstaetig","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","910","0.44429475050572","0.423676294209468","0.464913206801973"
"Nicht erwerbstaetig","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","91","0.676178182718542","0.599483774261504","0.75287259117558"
"Nicht erwerbstaetig","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","196","0.443567067743114","0.399169251122055","0.487964884364173"
"Nicht erwerbstaetig","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2920","0.408300205881112","0.396347517657042","0.420252894105182"
"Voll erwerbstaetig","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1746","0.437581725713977","0.421253536460112","0.453909914967842"
"Voll erwerbstaetig","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1233","0.407636681360481","0.389001146825675","0.426272215895287"
"Voll erwerbstaetig","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","42","0.29128646226706","0.216817451103343","0.365755473430776"
"Voll erwerbstaetig","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","179","0.30356131564817","0.263178362412178","0.343944268884163"
"Voll erwerbstaetig","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","591","0.0834759586023333","0.0767496355604202","0.0902022816442465"
"Teilzeitbeschaeftigung","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","213","0.0521783300537866","0.0448587337354809","0.0594979263720924"
"Teilzeitbeschaeftigung","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","172","0.066109504185599","0.05668646331427","0.0755325450569281"
"Teilzeitbeschaeftigung","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","165","0.0219333044916812","0.0183715715562959","0.0254950374270665"
"Ausbildung/Lehre","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","156","0.0345108319037783","0.0285028288818949","0.0405188349256616"
"Ausbildung/Lehre","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","50","0.0191073041358773","0.0139154604844068","0.0242991477873477"
"Ausbildung/Lehre","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","79","0.15274144185784","0.121146333817196","0.184336549898485"
"Ausbildung/Lehre","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","188","0.0271099160013597","0.0231606075249947","0.0310592244777246"
"Geringfuegig erwerbstaetig","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","32","0.00893188138867453","0.00583516129713644","0.0120286014802126"
"Geringfuegig erwerbstaetig","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","52","0.0233890926144562","0.0176574563870432","0.0291207288418691"
"Geringfuegig erwerbstaetig","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2598","0.454185742921389","0.442077969940421","0.466293515902357"
"Nicht erwerbstaetig","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1387","0.464054484416118","0.447640140332839","0.480468828499397"
"Nicht erwerbstaetig","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1158","0.479842860805013","0.460896406461919","0.498789315148107"
"Nicht erwerbstaetig","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","88","0.652463607938601","0.574416221760437","0.730510994116765"
"Nicht erwerbstaetig","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","196","0.440245523607606","0.396646207032231","0.483844840182981"
"Nicht erwerbstaetig","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","34","0.0049948721021249","0.00328052037818978","0.00670922382606002"
"Wehrpflicht/Zivildienst","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2876","0.405928933297849","0.393915736059897","0.4179421305358"
"Voll erwerbstaetig","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1687","0.425671892555749","0.409372519321661","0.441971265789837"
"Voll erwerbstaetig","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1111","0.397395016147369","0.378135302831175","0.416654729463563"
"Voll erwerbstaetig","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","41","0.26626186928729","0.193305440442647","0.339218298131933"
"Voll erwerbstaetig","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","195","0.311213256327086","0.271759197394309","0.350667315259863"
"Voll erwerbstaetig","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","632","0.0911803827407457","0.0841382540859534","0.0982225113955381"
"Teilzeitbeschaeftigung","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","206","0.0518623385089721","0.0445523763530967","0.0591723006648476"
"Teilzeitbeschaeftigung","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","187","0.0722907286376409","0.0620984919576821","0.0824829653175998"
"Teilzeitbeschaeftigung","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","146","0.0196754927410027","0.016277971803854","0.0230730136781514"
"Ausbildung/Lehre","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","160","0.0331314172415613","0.0272313479358471","0.0390314865472755"
"Ausbildung/Lehre","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","49","0.0219570475388758","0.016189539803199","0.0277245552745526"
"Ausbildung/Lehre","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","75","0.146434281236478","0.116306987820714","0.176561574652243"
"Ausbildung/Lehre","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","184","0.0259140326589601","0.0220273368902806","0.0298007284276395"
"Geringfuegig erwerbstaetig","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","43","0.023016571344605","0.0171147485682025","0.0289183941210075"
"Geringfuegig erwerbstaetig","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2562","0.453947532547338","0.441767893438723","0.466127171655953"
"Nicht erwerbstaetig","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1437","0.476780256557717","0.460315527999724","0.49324498511571"
"Nicht erwerbstaetig","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1083","0.480523120519619","0.460859544274563","0.500186696764675"
"Nicht erwerbstaetig","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","90","0.687792456598136","0.611305226288902","0.764279686907369"
"Nicht erwerbstaetig","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","215","0.442814514365234","0.400486190039891","0.485142838690576"
"Nicht erwerbstaetig","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
