"plb0022_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Betriebliches Praktikum","1993","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1993","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1993","kein Migrationshintergrund","maennlich","52","0.0104459467601569","0.00758666005905407","0.0133052334612598"
"Wehrpflicht/Zivildienst","1993","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1993","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1993","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","1994","kein Migrationshintergrund","maennlich","3023","0.593814207520582","0.579885731898913","0.607742683142251"
"Voll erwerbstaetig","1994","kein Migrationshintergrund","weiblich","1582","0.250311364136986","0.238647783973516","0.261974944300455"
"Voll erwerbstaetig","1994","direkter Migrationshintergrund","maennlich","783","0.574378420740979","0.546599608079938","0.60215723340202"
"Voll erwerbstaetig","1994","direkter Migrationshintergrund","weiblich","347","0.28370103509753","0.257725827122102","0.309676243072959"
"Voll erwerbstaetig","1994","indirekter Migrationshintergrund","maennlich","102","0.412981109695745","0.351701867977877","0.474260351413613"
"Voll erwerbstaetig","1994","indirekter Migrationshintergrund","weiblich","65","0.176350969445559","0.129013129275018","0.2236888096161"
"Teilzeitbeschaeftigung","1994","kein Migrationshintergrund","maennlich","98","0.0223954302695847","0.018199026690209","0.0265918338489605"
"Teilzeitbeschaeftigung","1994","kein Migrationshintergrund","weiblich","697","0.126678024836945","0.1177225428013","0.13563350687259"
"Teilzeitbeschaeftigung","1994","direkter Migrationshintergrund","maennlich","30","0.0210404834428595","0.0129771795988778","0.0291037872868411"
"Teilzeitbeschaeftigung","1994","direkter Migrationshintergrund","weiblich","137","0.119371939424283","0.100689705899412","0.138054172949155"
"Teilzeitbeschaeftigung","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1994","kein Migrationshintergrund","maennlich","159","0.0297431155393271","0.0249252738254522","0.0345609572532021"
"Ausbildung/Lehre","1994","kein Migrationshintergrund","weiblich","165","0.0213398655153633","0.0174488503880848","0.0252308806426419"
"Ausbildung/Lehre","1994","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","1994","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1994","indirekter Migrationshintergrund","maennlich","48","0.178345455819759","0.130702586919696","0.225988324719822"
"Ausbildung/Lehre","1994","indirekter Migrationshintergrund","weiblich","47","0.177834291927878","0.130340608635695","0.225327975220061"
"Geringfuegig erwerbstaetig","1994","kein Migrationshintergrund","maennlich","46","0.0112343623260767","0.00824528721936298","0.0142234374327905"
"Geringfuegig erwerbstaetig","1994","kein Migrationshintergrund","weiblich","149","0.0283629564854643","0.023893250951996","0.0328326620189325"
"Geringfuegig erwerbstaetig","1994","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1994","direkter Migrationshintergrund","weiblich","","","",""
"Geringfuegig erwerbstaetig","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1994","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1994","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1994","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1994","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1994","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1994","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1994","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1994","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1994","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1994","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1994","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1994","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1994","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1994","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","1994","kein Migrationshintergrund","maennlich","1393","0.33282483944089","0.319460615882721","0.346189062999059"
"Nicht erwerbstaetig","1994","kein Migrationshintergrund","weiblich","2706","0.573307789025242","0.559990911366682","0.586624666683801"
"Nicht erwerbstaetig","1994","direkter Migrationshintergrund","maennlich","369","0.365704449531065","0.338645324052906","0.392763575009224"
"Nicht erwerbstaetig","1994","direkter Migrationshintergrund","weiblich","632","0.562143188001808","0.533556032567266","0.590730343436351"
"Nicht erwerbstaetig","1994","indirekter Migrationshintergrund","maennlich","88","0.359974198813999","0.300235373507353","0.419713024120646"
"Nicht erwerbstaetig","1994","indirekter Migrationshintergrund","weiblich","114","0.519087560891759","0.457028995232552","0.581146126550966"
"Betriebliches Praktikum","1994","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1994","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1994","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1994","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1994","kein Migrationshintergrund","maennlich","57","0.00998804490353988","0.00716786772051471","0.012808222086565"
"Wehrpflicht/Zivildienst","1994","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1994","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1994","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","1995","kein Migrationshintergrund","maennlich","3076","0.600571223042646","0.586658858947249","0.614483587138043"
"Voll erwerbstaetig","1995","kein Migrationshintergrund","weiblich","1590","0.247188771612724","0.235554279728873","0.258823263496575"
"Voll erwerbstaetig","1995","direkter Migrationshintergrund","maennlich","901","0.55558268847294","0.529765111685926","0.581400265259953"
"Voll erwerbstaetig","1995","direkter Migrationshintergrund","weiblich","374","0.242777129642666","0.220245102097874","0.265309157187457"
"Voll erwerbstaetig","1995","indirekter Migrationshintergrund","maennlich","106","0.377190986202231","0.317818367292721","0.436563605111741"
"Voll erwerbstaetig","1995","indirekter Migrationshintergrund","weiblich","77","0.225358926287181","0.174375868329291","0.276341984245071"
"Teilzeitbeschaeftigung","1995","kein Migrationshintergrund","maennlich","72","0.0195127854909585","0.0155838074382259","0.023441763543691"
"Teilzeitbeschaeftigung","1995","kein Migrationshintergrund","weiblich","732","0.128171819560902","0.119156072197787","0.137187566924017"
"Teilzeitbeschaeftigung","1995","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1995","direkter Migrationshintergrund","weiblich","162","0.109373160402377","0.0929715007333584","0.125774820071396"
"Teilzeitbeschaeftigung","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1995","kein Migrationshintergrund","maennlich","162","0.029884665063408","0.025048123976377","0.034721206150439"
"Ausbildung/Lehre","1995","kein Migrationshintergrund","weiblich","159","0.0199641919757008","0.0161916259618363","0.0237367579895652"
"Ausbildung/Lehre","1995","direkter Migrationshintergrund","maennlich","34","0.0261448439806155","0.0178542460776974","0.0344354418835337"
"Ausbildung/Lehre","1995","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1995","indirekter Migrationshintergrund","maennlich","49","0.175557304265925","0.128953883320005","0.222160725211845"
"Ausbildung/Lehre","1995","indirekter Migrationshintergrund","weiblich","36","0.145699107087374","0.10264921042633","0.188749003748417"
"Geringfuegig erwerbstaetig","1995","kein Migrationshintergrund","maennlich","55","0.0126638349681094","0.00948758887445276","0.015840081061766"
"Geringfuegig erwerbstaetig","1995","kein Migrationshintergrund","weiblich","165","0.0326170059821504","0.0278261702708789","0.037407841693422"
"Geringfuegig erwerbstaetig","1995","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1995","direkter Migrationshintergrund","weiblich","44","0.0387107721553628","0.0285733511990126","0.048848193111713"
"Geringfuegig erwerbstaetig","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1995","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1995","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1995","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1995","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1995","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1995","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1995","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1995","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1995","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1995","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1995","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1995","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1995","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1995","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","1995","kein Migrationshintergrund","maennlich","1350","0.327860211970369","0.314525821749093","0.341194602191645"
"Nicht erwerbstaetig","1995","kein Migrationshintergrund","weiblich","2635","0.572058210868523","0.558713705889832","0.585402715847214"
"Nicht erwerbstaetig","1995","direkter Migrationshintergrund","maennlich","454","0.386516518773593","0.361215902066613","0.411817135480572"
"Nicht erwerbstaetig","1995","direkter Migrationshintergrund","weiblich","792","0.597164435804059","0.571389630331599","0.622939241276519"
"Nicht erwerbstaetig","1995","indirekter Migrationshintergrund","maennlich","86","0.3624312734589","0.303546305373557","0.421316241544244"
"Nicht erwerbstaetig","1995","indirekter Migrationshintergrund","weiblich","115","0.511751962275534","0.450757802985729","0.57274612156534"
"Betriebliches Praktikum","1995","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1995","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1995","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1995","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1995","kein Migrationshintergrund","maennlich","46","0.00950727946450883","0.00675081261147196","0.0122637463175457"
"Wehrpflicht/Zivildienst","1995","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1995","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1995","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","1996","kein Migrationshintergrund","maennlich","3020","0.595431046224497","0.581442407699776","0.609419684749218"
"Voll erwerbstaetig","1996","kein Migrationshintergrund","weiblich","1543","0.242534829981828","0.230913031641847","0.254156628321808"
"Voll erwerbstaetig","1996","direkter Migrationshintergrund","maennlich","813","0.557116723999938","0.530289672570538","0.583943775429338"
"Voll erwerbstaetig","1996","direkter Migrationshintergrund","weiblich","339","0.220643255718497","0.198135988202388","0.243150523234606"
"Voll erwerbstaetig","1996","indirekter Migrationshintergrund","maennlich","119","0.39787267689441","0.339381794066298","0.456363559722521"
"Voll erwerbstaetig","1996","indirekter Migrationshintergrund","weiblich","82","0.23041409844977","0.181090795525593","0.279737401373947"
"Teilzeitbeschaeftigung","1996","kein Migrationshintergrund","maennlich","81","0.0210893618568723","0.0169942414333938","0.0251844822803508"
"Teilzeitbeschaeftigung","1996","kein Migrationshintergrund","weiblich","757","0.138597896499298","0.129229047763639","0.147966745234958"
"Teilzeitbeschaeftigung","1996","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1996","direkter Migrationshintergrund","weiblich","176","0.124047874923529","0.106156482356109","0.141939267490949"
"Teilzeitbeschaeftigung","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1996","kein Migrationshintergrund","maennlich","161","0.0273523020655532","0.022703531018578","0.0320010731125284"
"Ausbildung/Lehre","1996","kein Migrationshintergrund","weiblich","145","0.0182020586016603","0.0145773236433463","0.0218267935599743"
"Ausbildung/Lehre","1996","direkter Migrationshintergrund","maennlich","30","0.0256345523560294","0.0170990515054097","0.034170053206649"
"Ausbildung/Lehre","1996","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1996","indirekter Migrationshintergrund","maennlich","45","0.17291121823024","0.127719422211635","0.218103014248845"
"Ausbildung/Lehre","1996","indirekter Migrationshintergrund","weiblich","36","0.1311891374417","0.091645134046089","0.170733140837311"
"Geringfuegig erwerbstaetig","1996","kein Migrationshintergrund","maennlich","44","0.0110383720284934","0.00806050248384503","0.0140162415731418"
"Geringfuegig erwerbstaetig","1996","kein Migrationshintergrund","weiblich","167","0.031978829092577","0.0272081670664006","0.0367494911187534"
"Geringfuegig erwerbstaetig","1996","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1996","direkter Migrationshintergrund","weiblich","31","0.0304587071446779","0.0211315738534878","0.0397858404358681"
"Geringfuegig erwerbstaetig","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1996","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1996","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1996","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1996","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1996","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1996","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1996","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1996","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1996","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1996","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1996","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1996","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1996","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1996","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","1996","kein Migrationshintergrund","maennlich","1386","0.337368922541609","0.323893205870029","0.350844639213189"
"Nicht erwerbstaetig","1996","kein Migrationshintergrund","weiblich","2613","0.568686385824636","0.555257563038225","0.582115208611048"
"Nicht erwerbstaetig","1996","direkter Migrationshintergrund","maennlich","437","0.380380881692636","0.35416122815889","0.406600535226381"
"Nicht erwerbstaetig","1996","direkter Migrationshintergrund","weiblich","736","0.608278442049472","0.581784337586787","0.634772546512157"
"Nicht erwerbstaetig","1996","indirekter Migrationshintergrund","maennlich","88","0.359600785328041","0.302254186935902","0.41694738372018"
"Nicht erwerbstaetig","1996","indirekter Migrationshintergrund","weiblich","133","0.509813906209449","0.451260062743708","0.568367749675191"
"Betriebliches Praktikum","1996","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1996","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1996","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1996","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1996","kein Migrationshintergrund","maennlich","37","0.00771999528297501","0.00522546332860603","0.010214527237344"
"Wehrpflicht/Zivildienst","1996","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1996","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1996","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","1997","kein Migrationshintergrund","maennlich","2917","0.581150267588678","0.567022724660562","0.595277810516795"
"Voll erwerbstaetig","1997","kein Migrationshintergrund","weiblich","1537","0.243439464571305","0.231733307091532","0.255145622051078"
"Voll erwerbstaetig","1997","direkter Migrationshintergrund","maennlich","772","0.562814006578154","0.535413991975713","0.590214021180596"
"Voll erwerbstaetig","1997","direkter Migrationshintergrund","weiblich","312","0.214710745435563","0.191791080201244","0.237630410669882"
"Voll erwerbstaetig","1997","indirekter Migrationshintergrund","maennlich","134","0.394713592417186","0.338746108569129","0.450681076265242"
"Voll erwerbstaetig","1997","indirekter Migrationshintergrund","weiblich","73","0.221752081976562","0.173266080136813","0.27023808381631"
"Teilzeitbeschaeftigung","1997","kein Migrationshintergrund","maennlich","72","0.0219119962876316","0.0177199773841015","0.0261040151911617"
"Teilzeitbeschaeftigung","1997","kein Migrationshintergrund","weiblich","721","0.131365722747901","0.122151545976222","0.14057989951958"
"Teilzeitbeschaeftigung","1997","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1997","direkter Migrationshintergrund","weiblich","148","0.131320965798152","0.112468712917336","0.150173218678967"
"Teilzeitbeschaeftigung","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1997","indirekter Migrationshintergrund","weiblich","32","0.13050304578803","0.0911871755293875","0.169818916046673"
"Ausbildung/Lehre","1997","kein Migrationshintergrund","maennlich","163","0.0254045980425344","0.0208989046373649","0.0299102914477039"
"Ausbildung/Lehre","1997","kein Migrationshintergrund","weiblich","129","0.0164737177179829","0.0130016688956608","0.0199457665403051"
"Ausbildung/Lehre","1997","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","1997","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1997","indirekter Migrationshintergrund","maennlich","45","0.16830276510053","0.125463448384751","0.211142081816308"
"Ausbildung/Lehre","1997","indirekter Migrationshintergrund","weiblich","47","0.162910596769159","0.119809916355812","0.206011277182505"
"Geringfuegig erwerbstaetig","1997","kein Migrationshintergrund","maennlich","45","0.00977602421385338","0.0069586719848334","0.0125933764428734"
"Geringfuegig erwerbstaetig","1997","kein Migrationshintergrund","weiblich","165","0.0299251125856231","0.0252776323018904","0.0345725928693558"
"Geringfuegig erwerbstaetig","1997","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1997","direkter Migrationshintergrund","weiblich","","","",""
"Geringfuegig erwerbstaetig","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1997","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1997","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1997","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1997","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1997","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1997","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1997","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1997","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1997","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1997","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1997","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1997","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1997","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1997","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","1997","kein Migrationshintergrund","maennlich","1440","0.353785720437002","0.340094198752361","0.367477242121642"
"Nicht erwerbstaetig","1997","kein Migrationshintergrund","weiblich","2611","0.578795982377188","0.565327891600093","0.592264073154283"
"Nicht erwerbstaetig","1997","direkter Migrationshintergrund","maennlich","434","0.390297580859593","0.363351716779746","0.417243444939441"
"Nicht erwerbstaetig","1997","direkter Migrationshintergrund","weiblich","726","0.611397950360949","0.584190923498437","0.63860497722346"
"Nicht erwerbstaetig","1997","indirekter Migrationshintergrund","maennlich","91","0.312022678904873","0.258971575337434","0.365073782472313"
"Nicht erwerbstaetig","1997","indirekter Migrationshintergrund","weiblich","121","0.456006697435573","0.397875947745679","0.514137447125467"
"Betriebliches Praktikum","1997","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1997","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1997","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1997","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1997","kein Migrationshintergrund","maennlich","48","0.00797139343030056","0.00542501754063759","0.0105177693199635"
"Wehrpflicht/Zivildienst","1997","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1997","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1997","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","1998","kein Migrationshintergrund","maennlich","3279","0.573886509519096","0.560677470737409","0.587095548300783"
"Voll erwerbstaetig","1998","kein Migrationshintergrund","weiblich","1707","0.236336230866148","0.225512503201735","0.247159958530561"
"Voll erwerbstaetig","1998","direkter Migrationshintergrund","maennlich","744","0.562207520203884","0.534402876367491","0.590012164040277"
"Voll erwerbstaetig","1998","direkter Migrationshintergrund","weiblich","293","0.243478173801551","0.219185280177947","0.267771067425155"
"Voll erwerbstaetig","1998","indirekter Migrationshintergrund","maennlich","135","0.388103289184508","0.333855759622179","0.442350818746838"
