"plb0022_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Ausbildung/Lehre","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","110","0.015644709801634","0.0121838159956246","0.0191056036076433"
"Ausbildung/Lehre","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","89","0.0374044353682037","0.0286018051049665","0.0462070656314409"
"Ausbildung/Lehre","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","103","0.0646330686642917","0.0514731836066615","0.0777929537219218"
"Ausbildung/Lehre","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","54","0.0581650624390575","0.0430736251618181","0.0732564997162969"
"Ausbildung/Lehre","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","116","0.0226561211763454","0.0185061502324135","0.0268060921202772"
"Geringfuegig erwerbstaetig","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","59","0.0268017293765111","0.0193095001904132","0.034293958562609"
"Geringfuegig erwerbstaetig","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","45","0.0498440241165663","0.0358121362250906","0.0638759120080419"
"Geringfuegig erwerbstaetig","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","499","0.721799541097931","0.690168890573771","0.75343019162209"
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","98","0.832143559262559","0.763537290801402","0.900749827723716"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2199","0.528886963430017","0.514965894941495","0.542808031918539"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","789","0.716745833900161","0.691575451924056","0.741916215876265"
"Nicht erwerbstaetig","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","560","0.371575677594049","0.34915859392455","0.393992761263549"
"Nicht erwerbstaetig","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","315","0.269547062015286","0.245797963804547","0.293296160226025"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","370","0.384627564113206","0.353258516945243","0.415996611281169"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","55","0.340804857315695","0.265700996537501","0.415908718093889"
"Nicht erwerbstaetig","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","206","0.254538086530015","0.226496838339789","0.282579334720241"
"Nicht erwerbstaetig","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","209","0.306465417338397","0.275213997716588","0.337716836960205"
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","195","0.20132033927274","0.172212198535596","0.230428480009884"
"Voll erwerbstaetig","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2026","0.355128964978374","0.341571102419008","0.368686827537739"
"Voll erwerbstaetig","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","337","0.231444113691013","0.207581486047059","0.255306741334966"
"Voll erwerbstaetig","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","858","0.448085213910331","0.425047578724338","0.471122849096325"
"Voll erwerbstaetig","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","781","0.566490045716009","0.539917048592471","0.593063042839546"
"Voll erwerbstaetig","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","357","0.411222445647407","0.378730616174439","0.443714275120375"
"Voll erwerbstaetig","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","67","0.409968880009973","0.33446536094776","0.485472399072185"
"Voll erwerbstaetig","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","608","0.605286715917243","0.573855464194515","0.636717967639971"
"Voll erwerbstaetig","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","535","0.572297803407755","0.538860451725119","0.605735155090391"
"Teilzeitbeschaeftigung","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","41","0.0475984088378106","0.0321426404679704","0.0630541772076508"
"Teilzeitbeschaeftigung","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","388","0.0752702441567679","0.0677957669383985","0.0827447213751372"
"Teilzeitbeschaeftigung","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","44","0.0264254594259836","0.0173503191762577","0.0355005996757096"
"Teilzeitbeschaeftigung","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","200","0.105182978194237","0.0909707744213798","0.119395181967095"
"Teilzeitbeschaeftigung","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","98","0.0697061822941009","0.0560512177051902","0.0833611468830115"
"Teilzeitbeschaeftigung","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","95","0.115497861322422","0.0943923172715432","0.136603405373302"
"Teilzeitbeschaeftigung","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","94","0.109733686610718","0.0896348838036811","0.129832489417756"
"Teilzeitbeschaeftigung","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","63","0.0753406516764933","0.057502261387025","0.0931790419659616"
"Ausbildung/Lehre","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","97","0.0131319202249452","0.00990672942152866","0.0163571110283617"
"Ausbildung/Lehre","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","96","0.0432511834372732","0.0338275249280555","0.0526748419464909"
"Ausbildung/Lehre","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","96","0.0590507963364346","0.0464109780389537","0.0716906146339154"
"Ausbildung/Lehre","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","47","0.047465579363802","0.0334248435121131","0.0615063152154909"
"Ausbildung/Lehre","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","114","0.0216033516295095","0.0174844654652925","0.0257222377937264"
"Geringfuegig erwerbstaetig","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","58","0.0277496946749266","0.0201404819739383","0.0353589073759148"
"Geringfuegig erwerbstaetig","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","36","0.0477931576774484","0.0337064777012094","0.0618798376536873"
"Geringfuegig erwerbstaetig","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","479","0.7261655733036","0.693795314008775","0.758535832598425"
"Nicht erwerbstaetig","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","102","0.856806346094304","0.793337824378045","0.920274867810563"
"Nicht erwerbstaetig","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2149","0.531816223236687","0.517679436221101","0.545953010252273"
"Nicht erwerbstaetig","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","785","0.724640977638233","0.699367292648514","0.749914662627952"
"Nicht erwerbstaetig","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","573","0.373042803990355","0.350639098516002","0.395446509464707"
"Nicht erwerbstaetig","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","339","0.286531691093166","0.262286894936002","0.310776487250329"
"Nicht erwerbstaetig","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","336","0.3629632729711","0.331211080844015","0.394715465098184"
"Nicht erwerbstaetig","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","57","0.372165250277962","0.29795825044685","0.446372250109074"
"Nicht erwerbstaetig","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","204","0.251260019074813","0.223368803639083","0.279151234510543"
"Nicht erwerbstaetig","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","234","0.343186755545223","0.311099224385489","0.375274286704957"
"Betriebliches Praktikum","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","174","0.204940981776064","0.17518649426939","0.234695469282738"
"Voll erwerbstaetig","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1911","0.343271933061472","0.329635307723298","0.356908558399646"
"Voll erwerbstaetig","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","300","0.204597281805975","0.181392609147581","0.22780195446437"
"Voll erwerbstaetig","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","844","0.436183678915627","0.413210287987726","0.459157069843528"
"Voll erwerbstaetig","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","763","0.554606562784341","0.527610091082443","0.581603034486238"
"Voll erwerbstaetig","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","353","0.422267565418951","0.389295079209428","0.455240051628473"
"Voll erwerbstaetig","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","77","0.440473183868107","0.365846555626287","0.515099812109926"
"Voll erwerbstaetig","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","636","0.636965340839255","0.606142388755196","0.667788292923315"
"Voll erwerbstaetig","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","533","0.575332643962392","0.54190602927173","0.608759258653053"
"Teilzeitbeschaeftigung","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","34","0.0352366620831421","0.0216458264350643","0.0488274977312199"
"Teilzeitbeschaeftigung","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","373","0.0774191160054742","0.0697433575096697","0.0850948745012788"
"Teilzeitbeschaeftigung","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","34","0.0202877175747043","0.0121781470921451","0.0283972880572636"
"Teilzeitbeschaeftigung","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","194","0.100116735889404","0.0862118315979706","0.114021640180837"
"Teilzeitbeschaeftigung","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","95","0.0745826169954891","0.060312411260179","0.0888528227307991"
"Teilzeitbeschaeftigung","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","88","0.112816627638852","0.0916969292530879","0.133936326024617"
"Teilzeitbeschaeftigung","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","88","0.0999258620509995","0.0807028968847869","0.119148827217212"
"Teilzeitbeschaeftigung","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","62","0.076281745565329","0.0583307507146536","0.0942327404160044"
"Ausbildung/Lehre","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","96","0.0134019591336271","0.0100994103533702","0.016704507913884"
"Ausbildung/Lehre","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","101","0.0385521928136917","0.0296333404529084","0.047471045174475"
"Ausbildung/Lehre","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","87","0.0515524052289429","0.0395415554584292","0.0635632549994565"
"Ausbildung/Lehre","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","42","0.0449403970592665","0.0311102069944269","0.0587705871241061"
"Ausbildung/Lehre","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","89","0.016250280807373","0.0126189340826116","0.0198816275321344"
"Geringfuegig erwerbstaetig","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
